date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FO%,wFO/C,vFO,SV_ba,SV_slg,SV_whiff
2024/10/13,5:15 PM.,NYM,LAD,home,Clear.,73,673540,SS,3,1,1,0,0,0,1,0,0,0,2,.250,.250,.250,.500,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,,,,122.0,98.0,99.0,,,,90.0,86.0,91.0,,0.397,0.11,,5.29,,2.13,,95.8,,,81.8,0.0,0.0,0.313,,,,,,,,,,,,,,,,88.0,106.0,93.0,,,,0.151,,,-4.65,,,92.3,,,0.2,0.2,0.333,,,,0.25,1.0,0.143,155.0,163.0,226.0,0.014,19.61,70.8,0.329,1.41,83.1,,,
2024/10/11,5:09 PM.,SD,LAD,home,Partly Cloudy.,80,506433,SS,3,0,0,0,0,0,0,0,0,0,0,.235,.235,.235,.470,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.62,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,,,,97.0,104.0,102.0,88.0,104.0,98.0,118.0,100.0,106.0,0.168,0.19,0.371,,-0.19,-0.28,0.6,,94.0,,93.6,84.4,0.21,0.403,0.151,0.255,0.473,0.176,,,,0.214,0.333,0.261,0.269,0.478,0.286,89.0,114.0,112.0,80.0,103.0,97.0,110.0,99.0,99.0,0.044,0.09,0.051,2.98,0.68,2.13,90.6,87.9,78.7,0.167,0.333,0.328,0.162,0.243,0.364,0.0,0.0,0.346,85.0,94.0,102.0,0.086,0.49,73.8,,,,,,
2024/10/09,6:08 PM.,SD,LAD,away,Clear.,67,656302,SS,4,0,1,0,0,0,1,0,0,1,0,.286,.286,.286,.572,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,,0.435,0.471,0.009,0.22,,1.98,-4.13,96.9,69.7,,87.2,0.235,0.39,0.203,,,,0.25,1.0,0.2,0.2,0.267,0.385,0.159,0.257,0.447,105.0,95.0,102.0,113.0,89.0,90.0,,,,0.006,,0.079,-5.11,,-0.95,91.8,,82.3,,,,0.28,0.44,0.286,0.25,1.0,0.0,,,,,,,,,,,,
2024/10/08,6:08 PM.,SD,LAD,away,Clear.,68,650633,SS,3,0,0,0,0,0,0,0,0,0,0,.300,.300,.300,.600,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.265,0.402,0.261,0.2,0.376,0.189,0.207,0.286,0.362,0.206,0.304,0.345,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/10/06,5:03 PM.,SD,LAD,home,Clear.,79,506433,CF,3,0,1,0,0,0,0,1,0,0,3,.429,.429,.429,.858,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.62,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,,,,97.0,104.0,102.0,88.0,104.0,98.0,118.0,100.0,106.0,0.168,0.19,0.371,,-0.19,-0.28,0.6,,94.0,,93.6,84.4,0.21,0.403,0.151,0.255,0.473,0.176,,,,0.214,0.333,0.261,0.269,0.478,0.286,89.0,114.0,112.0,80.0,103.0,97.0,110.0,99.0,99.0,0.044,0.09,0.051,2.98,0.68,2.13,90.6,87.9,78.7,0.167,0.333,0.328,0.162,0.243,0.364,0.0,0.0,0.346,85.0,94.0,102.0,0.086,0.49,73.8,,,,,,
2024/10/05,5:39 PM.,SD,LAD,home,Clear.,77,656302,CF,4,1,2,0,0,0,0,1,0,1,3,.500,.500,.500,1.000,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,,0.435,0.471,0.009,0.22,,1.98,-4.13,96.9,69.7,,87.2,0.235,0.39,0.203,,,,0.25,1.0,0.2,0.2,0.267,0.385,0.159,0.257,0.447,105.0,95.0,102.0,113.0,89.0,90.0,,,,0.006,,0.079,-5.11,,-0.95,91.8,,82.3,,,,0.28,0.44,0.286,0.25,1.0,0.0,,,,,,,,,,,,
2024/09/29,1:11 PM.,COL,LAD,away,Partly Cloudy.,85,663372,SS,4,0,0,0,0,0,0,0,0,1,2,.237,.294,.417,.711,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,0.128,0.37,0.254,0.147,0.63,-0.45,-0.87,-1.02,94.6,85.2,94.2,87.4,0.24,0.376,0.177,0.299,0.403,0.159,0.299,0.485,0.394,0.156,0.375,0.35,0.355,0.523,0.226,,,,,,,,,,,,,,,,,,,,,,0.164,0.26,0.248,,,,108.0,107.0,113.0,0.101,1.28,79.2,,,,,,
2024/09/28,6:12 PM.,COL,LAD,away,Clear.,86,622608,SS,3,1,0,0,0,0,0,0,2,1,3,.244,.302,.430,.732,622608,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,6.57,9.08,12.1,100.0,79.0,94.0,0.857,5.11,5.84,10.95,2.19,1.13,0.308,0.282,0.128,0.359,0.408,91.0,95.0,90.0,66.0,99.0,91.0,81.0,133.0,136.0,102.0,108.0,104.0,0.005,0.583,0.225,0.119,-1.61,24.98,-4.98,0.08,94.7,87.1,94.8,86.6,0.385,0.692,0.179,,,,0.0,0.0,0.143,,,,0.357,0.643,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,90.0,99.0,0.069,1.31,79.7,,,,,,
2024/09/27,6:11 PM.,COL,LAD,away,Clear.,83,615698,SS,4,0,0,0,0,0,1,0,0,1,3,.250,.294,.439,.733,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,,,,79.0,95.0,89.0,,,,0.402,,,0.018,,-2.0,,1.81,,84.9,93.8,,,,,0.35,0.596,0.184,0.222,0.222,0.167,,,,,,,,,,76.0,96.0,93.0,109.0,94.0,97.0,0.135,0.32,,-0.41,0.4,,87.8,86.5,,0.206,0.314,0.234,0.25,0.531,0.282,0.296,0.507,0.203,98.0,101.0,104.0,0.126,-0.77,79.6,,,,,,
2024/09/26,7:10 PM.,SD,LAD,home,Clear.,69,605397,SS,4,0,0,0,0,0,0,0,0,2,0,.258,.304,.453,.757,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,110.0,101.0,107.0,95.0,100.0,95.0,69.0,111.0,96.0,145.0,98.0,106.0,0.044,0.246,0.203,0.078,-0.74,0.44,1.05,-3.1,93.0,87.1,92.6,82.2,0.253,0.494,0.231,0.348,0.435,0.146,0.353,0.618,0.379,0.169,0.351,0.338,,,,,,,110.0,108.0,104.0,,,,0.204,,,1.35,,,89.7,,,,,,0.203,0.319,0.328,0.298,0.405,0.25,168.0,98.0,103.0,0.225,-0.1,81.6,,,,,,
2024/09/25,7:11 PM.,SD,LAD,home,Clear.,69,656302,SS,3,1,1,1,0,0,0,0,1,1,0,.266,.313,.468,.781,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,,0.435,0.471,0.009,0.22,,1.98,-4.13,96.9,69.7,,87.2,0.235,0.39,0.203,,,,0.25,1.0,0.2,0.2,0.267,0.385,0.159,0.257,0.447,105.0,95.0,102.0,113.0,89.0,90.0,,,,0.006,,0.079,-5.11,,-0.95,91.8,,82.3,,,,0.28,0.44,0.286,0.25,1.0,0.0,,,,,,,,,,,,
2024/09/24,7:10 PM.,SD,LAD,home,Clear.,69,650633,CF,4,0,1,0,0,0,0,0,0,1,3,.264,.308,.463,.771,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,0.246,-0.15,0.68,-0.19,1.61,93.7,86.7,92.9,82.9,0.265,0.402,0.261,0.2,0.376,0.189,0.207,0.286,0.362,0.206,0.304,0.345,0.281,0.5,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/22,1:10 PM.,COL,LAD,home,Sunny.,81,622608,CF,4,0,0,0,0,0,0,0,0,0,2,.265,.310,.470,.780,622608,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,6.57,9.08,12.1,100.0,79.0,94.0,0.857,5.11,5.84,10.95,2.19,1.13,0.308,0.282,0.128,0.359,0.408,91.0,95.0,90.0,66.0,99.0,91.0,81.0,133.0,136.0,102.0,108.0,104.0,0.005,0.583,0.225,0.119,-1.61,24.98,-4.98,0.08,94.7,87.1,94.8,86.6,0.385,0.692,0.179,,,,0.0,0.0,0.143,,,,0.357,0.643,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,90.0,99.0,0.069,1.31,79.7,,,,,,
2024/09/21,6:10 PM.,COL,LAD,home,Clear.,69,615698,CF,4,0,0,0,0,0,0,0,1,2,3,.274,.320,.487,.807,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,,,,79.0,95.0,89.0,,,,0.402,,,0.018,,-2.0,,1.81,,84.9,93.8,,,,,0.35,0.596,0.184,0.222,0.222,0.167,,,,,,,,,,76.0,96.0,93.0,109.0,94.0,97.0,0.135,0.32,,-0.41,0.4,,87.8,86.5,,0.206,0.314,0.234,0.25,0.531,0.282,0.296,0.507,0.203,98.0,101.0,104.0,0.126,-0.77,79.6,,,,,,
2024/09/20,7:10 PM.,COL,LAD,home,Clear.,68,607536,2B,0,1,0,0,0,0,0,1,1,0,0,.284,.325,.505,.830,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,0.245,0.202,0.227,0.137,-1.51,-1.33,-1.11,-1.64,91.6,86.1,91.4,86.9,0.322,0.522,0.067,0.31,0.556,0.074,0.333,0.647,0.161,,,,0.316,0.589,0.162,128.0,102.0,107.0,,,,,,,,,0.188,,,0.07,,,83.5,,,,0.194,0.276,0.42,,,,,,,,,,,,,,,
2024/09/19,4:40 PM.,MIA,LAD,away,Roof Closed.,72,665795,SS,5,2,2,0,0,0,2,0,1,1,1,.284,.319,.505,.824,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,96.0,98.0,103.0,97.0,91.0,87.0,110.0,94.0,95.0,114.0,102.0,105.0,0.091,0.274,0.085,0.332,-1.63,0.07,1.65,0.15,96.3,93.0,96.7,89.2,0.304,0.543,0.164,0.231,0.333,0.151,0.206,0.321,0.338,,,,0.129,0.226,0.313,,,,,,,,,,,,,,,,,,,,,,0.206,0.426,0.394,,,,106.0,101.0,104.0,0.217,-0.03,84.8,,,,,,
2024/09/18,6:40 PM.,MIA,LAD,away,Roof Closed.,72,677960,SS,5,1,1,0,0,1,2,0,0,1,3,.279,.309,.510,.819,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,84.0,102.0,103.0,96.0,97.0,96.0,82.0,98.0,95.0,120.0,87.0,98.0,0.121,0.397,0.222,0.26,-0.81,0.13,0.49,1.39,95.9,86.4,94.5,82.9,0.319,0.451,0.141,0.259,0.5,0.063,0.193,0.367,0.379,0.118,0.176,0.51,0.25,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/17,6:40 PM.,MIA,LAD,away,Roof Closed.,72,670766,CF,5,0,0,0,0,0,0,0,0,1,4,.283,.314,.495,.809,670766,darrenmccaughan,McCaughan,Right,Darren McCaughan,- - -,6.21,5.64,42.0,98.0,87.0,94.0,0.87,6.0,3.21,11.36,1.93,0.7,0.219,0.466,0.151,0.308,0.462,69.0,87.0,75.0,49.0,94.0,82.0,80.0,99.0,91.0,119.0,102.0,109.0,0.315,0.195,0.38,0.111,-0.09,-1.47,-3.09,-1.8,89.4,81.1,89.0,81.9,0.243,0.405,0.18,0.346,0.5,0.089,0.333,0.381,0.325,0.311,0.689,0.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/16,7:20 PM.,ATL,LAD,away,Clear.,79,608331,SS,4,1,1,1,0,0,0,0,0,0,0,.298,.330,.521,.851,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,0.158,0.327,0.115,0.136,0.63,1.47,0.5,1.7,93.9,85.7,93.6,82.1,0.266,0.36,0.182,0.265,0.299,0.137,0.196,0.283,0.251,0.167,0.2,0.358,0.22,0.293,0.297,,,,93.0,96.0,94.0,,,,0.054,,,-1.33,,,88.5,,,,,,0.154,0.285,0.371,0.286,0.476,0.286,116.0,103.0,108.0,0.21,1.39,74.6,,,,,,
2024/09/15,7:11 PM.,ATL,LAD,away,Partly Cloudy.,78,450203,SS,5,1,2,1,0,1,1,0,0,1,1,.300,.333,.522,.855,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,0.099,0.289,,0.11,-1.4,0.39,,-1.38,94.1,85.0,93.5,,0.281,0.517,0.193,0.333,0.433,0.07,0.292,0.6,0.333,,,,,,,,,,73.0,92.0,86.0,,,,0.078,,,-0.75,,,88.5,,,,,,0.2,0.309,0.342,0.286,0.571,0.149,122.0,98.0,108.0,0.424,0.78,81.5,,,,,,
2024/09/14,7:22 PM.,ATL,LAD,away,Cloudy.,71,519242,SS,2,0,0,0,0,0,0,0,2,1,0,.294,.330,.482,.812,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,0.072,0.378,0.403,0.147,-0.12,-1.99,2.16,2.97,94.8,87.1,94.2,78.6,0.281,0.443,0.241,0.327,0.551,0.133,0.159,0.195,0.236,,,,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/13,7:20 PM.,ATL,LAD,away,Overcast.,72,680885,CF,3,0,1,0,0,0,1,0,0,0,0,.301,.322,.494,.816,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,0.068,0.291,0.199,,0.27,-0.12,0.61,,96.1,,95.1,87.3,0.24,0.448,0.205,0.231,0.385,0.078,,,,,,,0.225,0.333,0.279,,,,94.0,104.0,100.0,84.0,107.0,109.0,0.168,0.128,,0.53,1.96,,92.9,84.5,,0.147,0.235,0.463,0.236,0.436,0.409,0.27,0.5,0.199,101.0,104.0,108.0,0.146,0.29,80.6,,,,,,
