date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/05/24,6:38 PM.,CLE,LAA,home,Partly Cloudy.,66,671106,3B,3,0,0,0,0,0,0,0,1,1,0,.216,.302,.351,.653,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,,,,89.0,98.0,86.0,91.0,97.0,96.0,,0.146,0.187,0.183,-0.03,,-2.55,-0.92,85.3,81.7,,78.6,,,,0.237,0.438,0.269,,,,,,,60.0,98.0,88.0,0.484,,-1.54,,91.2,,0.342,0.609,0.147,0.273,0.576,0.333,,,,,,,,,,0.245,0.491,0.202,,,,,,,,,,,,,,,
2024/05/21,7:11 PM.,HOU,LAA,away,Roof Closed.,73,664299,DH,0,0,0,0,0,0,0,0,0,0,0,.235,.308,.382,.690,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,,,,113.0,93.0,99.0,,,,,,0.295,0.268,,,0.38,1.39,,81.2,,77.5,,,,0.194,0.306,0.276,0.205,0.341,0.25,,,,101.0,88.0,89.0,0.393,,-1.3,,91.7,,0.256,0.535,0.27,,,,0.5,0.667,0.143,,,,,,,,,,,,,81.0,95.0,97.0,0.044,-5.23,75.2,,,,,,
2024/05/19,1:37 PM.,TEX,LAA,away,Roof Closed.,74,547179,3B,4,0,0,0,0,0,0,0,0,1,2,.235,.308,.382,.690,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.1,0.149,0.188,0.04,-0.25,-1.51,1.94,90.1,84.6,93.6,83.9,0.291,0.441,0.062,0.122,0.173,0.373,0.368,0.632,0.253,102.0,93.0,96.0,84.0,95.0,89.0,0.272,0.079,1.0,0.02,93.8,81.7,0.155,0.309,0.184,0.19,0.429,0.291,0.217,0.348,0.352,,,,,,,0.235,0.51,0.236,,,,,,,,,,,,,,,
2024/05/14,6:38 PM.,STL,LAA,home,Clear.,66,543243,3B,3,1,2,1,1,0,0,0,0,1,2,.267,.343,.433,.776,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.178,0.201,0.064,0.19,1.64,0.94,-2.25,87.7,88.3,92.7,84.8,0.2,0.385,0.208,0.357,0.714,0.328,,,,119.0,96.0,97.0,107.0,97.0,101.0,0.239,0.139,-0.05,0.7,92.4,80.0,0.333,0.567,0.182,0.142,0.205,0.444,0.21,0.452,0.331,,,,,,,0.287,0.494,0.308,,,,,,,0.0,-2.42,75.4,,,,,,
2024/05/11,6:38 PM.,KC,LAA,home,Clear.,67,666142,LF,3,1,1,0,0,0,0,0,0,0,0,.222,.313,.296,.609,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.113,0.128,0.237,0.26,,-0.34,1.43,90.7,84.8,,86.0,,,,0.183,0.28,0.478,0.21,0.305,0.337,,,,105.0,101.0,106.0,0.418,,0.85,,95.4,,0.213,0.361,0.231,,,,0.14,0.256,0.352,,,,,,,0.348,0.455,0.228,,,,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,
2024/05/09,6:38 PM.,KC,LAA,home,Clear.,67,608379,3B,2,0,0,0,0,0,2,0,1,2,1,.208,.310,.292,.602,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.114,0.092,0.322,-0.94,0.29,-2.39,2.26,88.8,81.2,93.6,84.1,0.252,0.301,0.099,0.169,0.312,0.341,0.371,0.6,0.373,72.0,89.0,92.0,83.0,103.0,99.0,0.238,0.081,0.39,-1.64,93.6,75.2,0.279,0.449,0.169,,,,0.357,0.643,0.174,,,,,,,0.319,0.458,0.148,,,,,,,,,,,,,,,
2024/05/08,12:38 PM.,PIT,LAA,away,Sunny.,75,527048,3B,4,0,0,0,0,0,0,0,0,2,3,.227,.320,.318,.638,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,78.0,101.0,93.0,70.0,111.0,119.0,70.0,101.0,93.0,0.358,0.221,0.0,0.227,-0.61,0.57,-51.06,-1.27,87.9,83.4,90.7,82.8,0.275,0.383,0.097,0.28,0.448,0.341,,,,74.0,102.0,98.0,56.0,92.0,86.0,0.053,0.141,-8.23,0.62,91.3,77.9,0.458,0.917,0.043,,,,0.246,0.354,0.29,,,,,,,0.28,0.57,0.212,,,,,,,,,,,,,,,
2024/05/07,7:00 PM.,PIT,LAA,away,Cloudy.,75,682990,3B,4,0,0,0,0,0,0,0,1,0,1,.278,.381,.389,.770,682990,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.43,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,99.0,100.0,94.0,108.0,103.0,106.0,,,,0.302,,0.279,0.129,,0.06,-0.99,1.51,,88.5,93.1,87.1,0.29,0.493,0.132,0.161,0.194,0.212,0.246,0.443,0.254,98.0,99.0,101.0,59.0,103.0,93.0,0.144,0.145,-1.72,-1.2,93.0,80.6,0.4,0.4,0.186,,,,0.375,0.5,0.438,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/06,6:42 PM.,PIT,LAA,away,Partly Cloudy.,71,656605,3B,2,0,0,0,0,0,0,0,1,1,0,.357,.438,.500,.938,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,82.0,102.0,94.0,129.0,100.0,109.0,96.0,99.0,98.0,0.22,0.122,0.25,0.008,-1.0,-0.26,-1.04,-12.5,90.4,89.8,93.4,84.7,0.266,0.405,0.125,0.667,1.333,0.0,0.338,0.636,0.248,111.0,96.0,104.0,86.0,103.0,96.0,0.304,0.096,0.3,-0.11,94.4,78.4,0.257,0.4,0.24,0.204,0.331,0.25,0.233,0.442,0.293,,,,,,,0.272,0.593,0.195,,,,,,,,,,,,,,,
2024/05/05,1:41 PM.,CLE,LAA,away,Cloudy.,66,471911,3B,3,0,2,1,0,0,0,1,0,1,1,.417,.462,.583,1.045,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,101.0,108.0,105.0,90.0,95.0,89.0,96.0,104.0,108.0,,,,0.165,,0.278,0.23,,-1.96,-0.96,-1.09,,86.8,91.1,83.5,0.304,0.609,0.13,0.241,0.472,0.282,0.284,0.52,0.288,103.0,103.0,105.0,62.0,95.0,86.0,0.26,0.067,-0.84,1.49,91.6,80.4,0.337,0.554,0.146,0.25,0.313,0.357,0.053,0.158,0.213,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/04,6:10 PM.,CLE,LAA,away,Overcast.,73,594902,LF,1,0,0,0,0,0,0,0,0,1,0,.333,.400,.444,.844,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,0.29,,0.218,0.091,,0.56,-0.01,-0.79,,83.9,90.4,79.4,0.227,0.392,0.133,0.279,0.382,0.185,0.238,0.476,0.419,43.0,106.0,93.0,57.0,94.0,83.0,0.314,0.088,-0.21,-0.11,89.9,76.9,0.268,0.504,0.166,0.231,0.413,0.241,0.206,0.365,0.18,,,,,,,,,,,,,,,,,,,,,,,,
2024/05/01,1:08 PM.,PHI,LAA,home,Sunny.,71,554430,LF,1,0,0,0,0,0,0,0,0,0,2,.375,.444,.500,.944,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,0.192,0.093,0.125,,-0.23,2.68,1.04,,91.1,,94.6,84.9,0.189,0.259,0.142,,,,,,,110.0,101.0,107.0,101.0,106.0,109.0,0.416,0.1,0.88,-0.98,95.3,81.8,0.209,0.395,0.296,0.152,0.273,0.335,0.205,0.397,0.387,94.0,110.0,110.0,0.074,1.47,86.1,0.226,0.371,0.183,0.137,0.196,0.402,,,,,,,,,,,,
2024/04/30,6:38 PM.,PHI,LAA,home,Clear.,68,605513,DH,4,1,2,1,0,0,0,1,0,1,3,.429,.500,.571,1.071,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,4.05,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,88.0,99.0,93.0,127.0,97.0,102.0,,,,0.123,,0.385,0.053,,-1.59,1.98,1.35,,87.7,93.2,83.9,0.238,0.667,0.111,0.0,0.0,0.167,0.071,0.071,0.4,103.0,100.0,102.0,92.0,95.0,94.0,0.348,0.09,-0.44,2.0,92.0,78.8,0.28,0.453,0.162,0.145,0.226,0.308,0.067,0.067,0.594,,,,,,,,,,,,,,,,,,,,,,,,
2024/04/29,6:39 PM.,PHI,LAA,home,Clear.,71,650911,DH,3,0,1,0,0,0,1,1,1,0,1,.333,.500,.333,.833,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,0.001,0.169,0.357,2.59,-0.55,0.65,1.56,86.5,85.1,94.5,84.4,0.345,0.481,0.131,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
