date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,wFA/C,wFS/C,wSI/C,wSL/C,vFA,vFS,vSI,vSL,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ KC,Loc+ KC,Pit+ KC,KC%,CH%,wKC/C,wCH/C,vCH,vKC,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff
2024/08/17,1:20 PM.,CHC,TOR,away,Cloudy.,78,657006,C,0,0,0,0,0,0,0,0,0,0,0,.125,.222,.125,.347,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,,,,0.053,0.595,,0.297,0.38,,0.43,1.81,91.6,,91.6,83.3,0.16,0.243,0.282,,,,0.253,0.396,0.223,0.292,0.458,0.182,,,,,,,,,,,,,70.0,92.0,94.0,,,,,0.033,,0.32,86.2,,0.222,0.222,0.172,0.0,0.0,0.2,92.0,120.0,108.0,0.022,2.76,79.9,,,
2024/08/13,6:39 PM.,LAA,TOR,away,Clear.,81,608334,C,4,0,0,0,0,0,0,0,0,1,2,.125,.222,.125,.347,608334,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.74,86.2,101.0,94.0,98.0,0.772,8.41,4.15,8.41,1.14,1.04,0.214,0.429,0.115,0.361,0.393,85.0,105.0,103.0,88.0,100.0,94.0,114.0,96.0,98.0,,,,0.237,0.234,,0.204,0.19,,0.39,1.22,93.1,,92.6,87.0,0.157,0.294,0.284,,,,0.224,0.447,0.195,0.299,0.39,0.118,0.286,0.714,0.458,,,,,,,,,,90.0,104.0,102.0,,,,,0.27,,-0.64,87.8,,0.228,0.347,0.367,0.471,1.118,0.393,109.0,102.0,103.0,0.056,-7.73,82.4,,,
2024/08/10,3:07 PM.,OAK,TOR,home,Partly Cloudy.,73,674370,C,1,0,0,0,0,0,0,0,1,1,1,.143,.250,.143,.393,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,102.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,,,,0.099,0.394,,0.211,0.18,,-0.7,1.83,94.8,,94.9,85.8,0.197,0.311,0.27,,,,0.203,0.297,0.287,0.304,0.478,0.146,,,,93.0,99.0,96.0,0.143,2.25,86.9,0.152,0.212,0.197,78.0,103.0,102.0,,,,,0.152,,1.82,88.9,,0.121,0.152,0.343,,,,,,,,,,,,
2024/08/07,7:08 PM.,BAL,TOR,home,Clear.,74,669432,C,3,1,1,0,0,0,1,0,0,1,2,.148,.233,.148,.381,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,-0.26,,-0.36,-1.99,91.9,,91.5,82.4,0.312,0.506,0.259,,,,0.252,0.467,0.234,0.292,0.492,0.1,,,,,,,,,,,,,111.0,108.0,115.0,,,,,0.238,,-1.32,85.6,,0.295,0.396,0.238,,,,,,,,,,,,
2024/08/02,8:31 PM.,NYY,TOR,away,Cloudy.,76,573186,C,4,1,2,0,0,0,2,0,0,0,2,.125,.222,.125,.347,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,82.0,99.0,93.0,0.351,0.032,0.111,0.16,-4.01,-0.31,-0.03,-2.37,89.9,83.3,90.0,85.3,0.258,0.386,0.272,0.235,0.309,0.241,0.455,0.636,0.259,0.306,0.466,0.12,,,,106.0,101.0,99.0,0.182,-0.26,88.1,0.296,0.519,0.187,,,,,,,,,,,,,,,,0.0,0.0,0.265,94.0,89.0,94.0,0.165,-0.03,81.3,0.309,0.515,0.313
2024/07/31,12:37 PM.,BAL,TOR,away,Partly Cloudy.,90,680570,C,4,0,0,0,0,0,0,0,0,2,4,.050,.174,.050,.224,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,0.012,0.465,,0.158,-0.38,,5.3,-0.96,96.1,,96.1,86.5,0.25,0.563,0.361,,,,0.291,0.413,0.269,0.167,0.333,0.294,,,,,,,,,,,,,140.0,101.0,108.0,,,,,0.21,,1.63,83.1,,0.161,0.306,0.348,0.26,0.38,0.241,114.0,103.0,107.0,0.155,0.29,81.3,,,
2024/07/30,6:36 PM.,BAL,TOR,away,Overcast.,79,669203,C,1,0,0,0,0,0,0,0,0,1,0,.063,.211,.063,.274,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,,,,104.0,95.0,89.0,133.0,105.0,120.0,,,,0.078,,,0.146,,,-0.5,0.7,,,97.0,87.2,0.196,0.268,0.463,,,,,,,0.235,0.412,0.157,0.125,0.5,0.457,125.0,105.0,108.0,0.45,1.37,95.3,0.251,0.362,0.19,110.0,98.0,103.0,,,,,0.11,,0.2,89.2,,0.194,0.339,0.377,0.2,0.326,0.378,109.0,101.0,106.0,0.215,0.44,80.3,,,
2024/07/29,8:31 PM.,BAL,TOR,away,Partly Cloudy.,83,700249,C,4,0,0,0,0,0,0,0,1,1,4,.067,.222,.067,.289,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,,,,0.084,0.407,,0.13,0.56,,0.86,-0.43,92.4,,91.5,82.6,,,,,,,0.223,0.379,0.185,0.2,0.24,0.103,0.232,0.411,0.276,97.0,94.0,94.0,0.075,-3.12,88.3,0.333,0.81,0.288,63.0,101.0,95.0,,,,,0.109,,-2.05,86.1,,0.25,0.542,0.235,0.333,0.517,0.269,93.0,101.0,104.0,0.196,-2.26,76.3,,,
2024/07/03,7:08 PM.,HOU,TOR,home,Cloudy.,79,669854,C,3,0,1,0,0,0,0,0,0,0,0,.091,.231,.091,.322,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,85.0,95.0,90.0,,,,89.0,103.0,101.0,,,,,0.383,,0.302,-0.42,,,2.24,93.4,,,86.4,0.18,0.284,0.333,,,,0.232,0.497,0.192,,,,,,,,,,,,,,,,119.0,104.0,108.0,,,,,0.221,,-0.16,85.2,,0.188,0.356,0.343,0.071,0.071,0.376,75.0,96.0,100.0,0.094,2.55,80.1,,,
2024/04/13,3:07 PM.,COL,TOR,home,Roof Closed.,68,641712,C,3,0,0,0,0,0,0,0,0,1,1,.000,.200,.000,.200,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,6.17,6.01,89.0,95.0,84.0,91.0,0.832,4.96,5.06,10.01,1.11,1.77,0.213,0.423,0.147,0.367,0.416,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.327,0.153,,0.244,-2.2,,-0.07,-0.31,89.9,,90.4,84.1,0.289,0.361,0.318,,,,0.302,0.509,0.079,0.306,0.448,0.076,,,,,,,0.005,-18.69,86.9,,,,84.0,94.0,93.0,,,,,0.1,,-4.94,83.5,,0.379,0.69,0.146,0.13,0.217,0.33,103.0,97.0,100.0,0.172,0.48,80.3,,,
2024/04/12,7:08 PM.,COL,TOR,home,Roof Closed.,68,663372,C,0,0,0,0,0,0,0,0,0,0,0,.000,.286,.000,.286,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,,,,0.128,0.37,,0.254,0.63,,-0.45,-0.87,94.6,,94.2,87.4,0.355,0.523,0.226,,,,0.24,0.376,0.177,0.299,0.403,0.159,0.156,0.375,0.35,,,,,,,,,,117.0,95.0,102.0,,,,,0.147,,-1.02,85.2,,0.299,0.485,0.394,0.164,0.26,0.248,108.0,107.0,113.0,0.101,1.28,79.2,,,
2024/04/06,7:11 PM.,NYY,TOR,away,Cloudy.,50,657376,C,1,0,0,0,0,0,0,0,1,0,1,.000,.286,.000,.286,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,,,,83.0,94.0,85.0,136.0,94.0,102.0,,,,0.21,,,0.252,,,-0.75,1.21,,,94.3,85.2,,,,,,,,,,0.267,0.483,0.203,0.21,0.323,0.297,106.0,102.0,100.0,0.35,0.53,92.4,0.256,0.38,0.322,36.0,89.0,96.0,150.0,102.0,113.0,0.182,0.006,0.89,-13.05,87.1,83.8,0.667,1.0,0.0,0.143,0.19,0.33,,,,,,,,,
2024/04/05,1:10 PM.,NYY,TOR,away,Partly Cloudy.,46,573186,C,0,1,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,82.0,99.0,93.0,0.351,0.032,0.111,0.16,-4.01,-0.31,-0.03,-2.37,89.9,83.3,90.0,85.3,0.258,0.386,0.272,0.235,0.309,0.241,0.455,0.636,0.259,0.306,0.466,0.12,,,,106.0,101.0,99.0,0.182,-0.26,88.1,0.296,0.519,0.187,,,,,,,,,,,,,,,,0.0,0.0,0.265,94.0,89.0,94.0,0.165,-0.03,81.3,0.309,0.515,0.313
2024/04/03,7:12 PM.,HOU,TOR,away,Roof Closed.,73,664299,PH,1,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,.000,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,101.0,88.0,89.0,,,,113.0,93.0,99.0,,,,,0.393,,0.295,-1.3,,,0.38,91.7,,,77.5,0.205,0.341,0.25,,,,0.256,0.535,0.27,,,,,,,,,,,,,,,,137.0,96.0,104.0,81.0,95.0,97.0,0.044,0.268,-5.23,1.39,81.2,75.2,0.194,0.306,0.276,0.5,0.667,0.143,,,,,,,,,
2024/03/31,1:40 PM.,TB,TOR,away,Dome.,72,542888,C,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.86,5.11,66.2,105.0,95.0,102.0,0.819,8.91,3.38,10.4,0.81,0.91,0.312,0.307,0.183,0.332,0.462,86.0,110.0,104.0,95.0,100.0,97.0,126.0,114.0,117.0,,,,0.271,0.332,,0.082,0.72,,-1.36,-0.2,93.3,,93.6,84.5,0.167,0.333,0.273,,,,0.198,0.341,0.333,0.388,0.459,0.107,0.214,0.357,0.25,99.0,103.0,101.0,0.315,-1.23,90.5,0.314,0.557,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/03/30,4:09 PM.,TB,TOR,away,Dome.,72,641793,C,3,0,0,0,0,0,0,0,0,2,3,.000,.000,.000,.000,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,104.0,106.0,112.0,0.148,0.221,0.232,0.399,0.58,-0.84,-0.6,0.45,92.4,83.0,91.6,85.7,0.257,0.427,0.227,0.258,0.423,0.344,0.245,0.358,0.191,0.265,0.439,0.141,0.406,0.594,0.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
