date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2024/09/15,1:12 PM.,TEX,SEA,home,Cloudy.,58,571760,RF,4,0,3,0,0,0,1,0,0,0,0,.309,.386,.435,.821,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,126.0,105.0,103.0,77.0,102.0,98.0,79.0,100.0,103.0,,,,0.501,,0.278,0.036,0.15,,-0.26,-3.31,91.5,,82.5,75.6,0.23,0.412,0.213,0.26,0.385,0.365,,,,0.5,1.1,0.188,83.0,102.0,94.0,34.0,82.0,74.0,20.0,51.0,51.0,0.014,0.001,0.17,-19.13,-4.52,0.46,86.6,83.7,92.2,0.239,0.384,0.243,,,,0.455,0.455,0.125,,,,,,,,,,,,,,,
2024/09/14,6:40 PM.,TEX,SEA,home,Roof Closed.,57,453286,RF,5,1,2,2,0,0,0,2,0,1,3,.301,.380,.429,.809,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,84.0,101.0,103.0,78.0,105.0,100.0,100.0,106.0,105.0,,,,0.439,,0.221,0.139,0.05,,1.2,-2.13,92.5,,85.0,74.7,0.262,0.492,0.222,0.214,0.333,0.438,,,,0.333,0.611,0.4,59.0,110.0,106.0,,,,121.0,119.0,105.0,,0.061,0.139,2.89,,-1.96,86.6,82.8,,0.192,0.462,0.255,0.222,0.278,0.143,,,,,,,,,,,,,,,,,,
2024/09/13,7:11 PM.,TEX,SEA,home,Roof Closed.,61,594798,RF,4,1,1,0,0,0,0,1,0,0,2,.299,.380,.421,.801,594798,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,1.69,2.51,10.2,110.0,143.0,122.0,0.711,11.81,0.84,9.28,0.84,0.83,0.25,0.321,0.321,0.393,0.459,125.0,117.0,108.0,138.0,116.0,127.0,154.0,105.0,119.0,,,,0.459,,0.453,0.029,-0.57,,0.51,0.17,97.3,,90.0,81.1,0.278,0.556,0.256,0.3,0.35,0.342,,,,,,,111.0,109.0,106.0,,,,,,,,,0.058,,,8.34,,90.5,,0.0,0.0,0.667,,,,,,,,,,,,,,,,,,,,,
2024/09/12,6:42 PM.,TEX,SEA,home,Partly Cloudy.,69,677958,RF,3,1,3,0,0,0,0,2,1,0,0,.300,.379,.424,.803,677958,kumarrocker,Rocker,Right,Kumar Rocker,TEX,3.86,3.17,11.2,100.0,90.0,102.0,0.726,10.8,4.63,9.26,0.77,1.7,0.176,0.382,0.088,0.294,0.422,48.0,58.0,92.0,72.0,105.0,95.0,104.0,98.0,109.0,,,,0.422,,0.385,0.009,-1.27,,0.1,0.09,96.0,,84.1,74.9,0.35,0.5,0.146,0.2,0.2,0.5,,,,,,,135.0,79.0,74.0,105.0,100.0,103.0,,,,0.17,,0.014,,0.81,-0.85,,90.4,95.1,,,,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,
2024/09/11,6:42 PM.,SD,SEA,home,Partly Cloudy.,62,650633,RF,2,1,0,0,0,0,0,0,1,2,1,.290,.369,.415,.784,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,,,,86.0,103.0,101.0,115.0,97.0,102.0,,,,0.241,,0.234,,-0.15,,-0.19,,93.7,,82.9,,0.265,0.402,0.261,0.281,0.5,0.284,,,,,,,88.0,103.0,97.0,88.0,105.0,98.0,,,,0.279,,0.246,,0.68,1.61,,86.7,92.9,0.207,0.286,0.362,,,,0.2,0.376,0.189,0.206,0.304,0.345,,,,,,,,,,,,
2024/09/10,6:41 PM.,SD,SEA,home,Cloudy.,67,506433,RF,4,0,3,1,0,0,0,1,1,0,0,.293,.366,.420,.786,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.62,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,85.0,94.0,102.0,97.0,104.0,102.0,118.0,100.0,106.0,110.0,99.0,99.0,0.19,0.09,0.371,0.086,-0.19,0.68,0.6,0.49,94.0,87.9,84.4,73.8,0.21,0.403,0.151,0.269,0.478,0.286,0.167,0.333,0.328,0.162,0.243,0.364,,,,88.0,104.0,98.0,80.0,103.0,97.0,0.168,0.044,,2.98,-0.28,,90.6,,93.6,,,,0.0,0.0,0.346,0.255,0.473,0.176,0.214,0.333,0.261,89.0,114.0,112.0,0.051,2.13,78.7,,,,,,
2024/09/06,7:15 PM.,STL,SEA,away,Partly Cloudy.,76,607200,RF,3,1,0,0,0,0,0,0,0,1,1,.284,.357,.408,.765,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,,,,17.0,112.0,76.0,126.0,101.0,106.0,,,,0.003,,0.202,,-6.18,,1.28,,92.9,,83.5,,0.5,0.5,0.0,,,,,,,,,,86.0,108.0,106.0,76.0,105.0,93.0,78.0,104.0,97.0,0.308,0.323,0.164,0.43,0.59,-0.54,89.9,87.7,93.0,0.228,0.351,0.165,0.262,0.47,0.232,0.25,0.358,0.202,0.165,0.309,0.251,,,,,,,,,,,,
2024/09/05,12:37 PM.,OAK,SEA,away,Sunny.,76,683155,LF,3,2,2,0,0,0,0,1,0,0,1,.288,.359,.414,.773,683155,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.43,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.302,0.479,,,,80.0,106.0,99.0,114.0,113.0,117.0,,,,0.517,,0.332,,0.08,,-0.2,,92.4,,79.6,,0.257,0.469,0.175,0.261,0.435,0.223,,,,,,,78.0,93.0,94.0,61.0,93.0,83.0,111.0,89.0,91.0,0.034,0.007,0.111,-13.81,-1.55,-2.46,86.4,84.8,90.8,0.357,0.738,0.204,,,,0.263,0.579,0.147,0.217,0.367,0.216,,,,,,,,,,,,
2024/09/04,6:40 PM.,OAK,SEA,away,Clear.,72,676664,RF,4,3,3,2,0,0,3,0,1,0,0,.282,.349,.410,.759,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,,,,70.0,102.0,92.0,118.0,100.0,105.0,,,,0.363,,0.339,,-0.8,,-0.1,,91.9,,78.9,,0.23,0.476,0.256,0.23,0.525,0.259,,,,,,,84.0,94.0,83.0,84.0,100.0,87.0,,,,0.106,,0.192,,1.37,-0.21,,84.0,90.0,0.297,0.428,0.188,,,,0.276,0.395,0.104,0.239,0.381,0.213,,,,,,,,,,,,
2024/09/03,6:40 PM.,OAK,SEA,away,Clear.,80,669372,RF,2,0,0,0,0,0,0,0,0,1,0,.272,.338,.393,.731,669372,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.59,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,,,,72.0,76.0,78.0,107.0,102.0,103.0,,,,0.035,,0.309,,1.23,,2.3,,92.2,,85.3,,0.0,0.0,0.333,0.158,0.237,0.355,,,,,,,93.0,96.0,97.0,100.0,102.0,99.0,,,,0.511,,0.146,,-0.98,-0.36,,87.0,92.9,0.389,0.556,0.375,,,,0.319,0.472,0.205,,,,,,,,,,,,,,,
2024/09/02,4:07 PM.,OAK,SEA,away,Sunny.,73,674370,LF,4,1,2,1,0,0,0,1,0,2,0,.275,.341,.397,.738,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,,,,102.0,95.0,92.0,131.0,103.0,111.0,,,,0.394,,0.211,,0.18,,1.83,,94.8,,85.8,,0.203,0.297,0.287,0.197,0.311,0.27,,,,,,,78.0,103.0,102.0,102.0,89.0,87.0,93.0,99.0,96.0,0.099,0.143,0.152,2.25,-0.7,1.82,86.9,88.9,94.9,0.121,0.152,0.343,0.152,0.212,0.197,0.304,0.478,0.146,,,,,,,,,,,,,,,
2024/09/01,1:08 PM.,LAA,SEA,away,Sunny.,83,702674,RF,3,0,0,0,0,0,1,0,0,1,2,.270,.338,.389,.727,702674,cadendana,Dana,Right,Caden Dana,LAA,9.58,7.27,10.1,89.0,90.0,86.0,0.753,6.97,6.1,12.19,4.35,1.54,0.222,0.556,0.056,0.528,0.422,99.0,68.0,81.0,83.0,91.0,84.0,99.0,87.0,89.0,,,,0.524,,0.267,0.073,-7.53,,2.73,-4.76,93.7,,85.4,74.9,0.462,1.038,0.167,0.077,0.308,0.375,,,,,,,106.0,95.0,97.0,,,,76.0,95.0,79.0,,0.044,0.092,0.23,,0.38,86.3,85.0,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/31,6:38 PM.,LAA,SEA,away,Clear.,77,542881,RF,2,1,0,0,0,0,0,0,1,0,0,.275,.345,.396,.741,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,,,,89.0,99.0,96.0,80.0,141.0,142.0,,,,0.396,,0.013,0.001,-0.73,,-0.06,-3.14,89.4,,81.3,71.6,0.272,0.494,0.183,0.0,0.0,0.357,,,,,,,105.0,100.0,105.0,66.0,95.0,83.0,99.0,100.0,96.0,0.033,0.185,0.371,-0.41,-3.87,1.32,84.3,78.9,88.1,0.185,0.259,0.396,0.264,0.455,0.247,0.261,0.696,0.152,,,,,,,,,,,,,,,
2024/08/30,6:39 PM.,LAA,SEA,away,Clear.,73,691951,RF,5,0,3,0,0,0,2,1,0,0,1,.278,.345,.400,.745,691951,samuelaldegheri,Aldegheri,Left,Sam Aldegheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313,0.531,0.194,0.273,0.455,0.385,,,,,,,,,,,,,,,,,,,,,,,,,0.222,0.222,0.214,,,,,,,,,,,,,,,,,,,,,
2024/08/28,1:11 PM.,TB,SEA,home,Sunny.,61,656876,RF,3,1,2,0,0,1,2,0,0,0,0,.269,.338,.394,.732,656876,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.83,1.98,28.2,106.0,128.0,111.0,0.705,10.99,1.88,7.85,0.0,1.74,0.347,0.36,0.173,0.24,0.451,,,,136.0,110.0,117.0,137.0,116.0,128.0,,,,0.377,,0.054,,2.64,,5.27,,97.4,,85.4,,0.171,0.2,0.308,,,,,,,,,,,,,125.0,105.0,107.0,117.0,101.0,102.0,0.292,0.277,,0.79,-1.1,,89.1,,96.2,,,,0.25,0.292,0.406,0.316,0.395,0.167,0.083,0.083,0.412,,,,,,,,,,,,
2024/08/27,6:40 PM.,TB,SEA,home,Partly Cloudy.,65,605488,RF,4,1,2,0,0,0,0,2,0,0,0,.262,.333,.372,.705,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,,,,77.0,98.0,93.0,92.0,106.0,107.0,,,,0.423,,0.235,,-0.7,,2.84,,89.8,,82.3,,0.216,0.49,0.17,0.222,0.222,0.236,,,,,,,107.0,102.0,100.0,47.0,55.0,53.0,18.0,84.0,80.0,0.002,0.023,0.317,-1.54,-3.5,-1.59,85.3,79.6,89.8,0.333,0.439,0.442,,,,,,,0.0,0.0,0.571,,,,,,,,,,,,
2024/08/24,1:12 PM.,SF,SEA,home,Roof Closed.,59,605483,RF,0,0,0,0,0,0,0,0,0,0,0,.256,.330,.369,.699,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,148.0,99.0,109.0,116.0,96.0,100.0,106.0,87.0,91.0,,,,0.464,,0.101,0.26,1.16,,0.11,2.25,95.9,,88.7,81.1,0.2,0.303,0.244,0.167,0.267,0.446,,,,0.111,0.183,0.498,110.0,108.0,116.0,,,,,,,,,0.176,,,0.95,,85.5,,0.236,0.319,0.476,,,,,,,,,,,,,,,,,,,,,
2024/08/20,7:10 PM.,LAD,SEA,away,Clear.,82,621111,CF,4,0,2,1,0,0,0,0,0,1,0,.256,.330,.369,.699,621111,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,,,,85.0,102.0,99.0,119.0,99.0,108.0,,,,0.29,,0.095,,-2.43,,-0.87,,95.0,,82.9,,0.342,0.696,0.169,1.0,2.5,0.25,,,,0.278,0.481,0.267,70.0,100.0,89.0,82.0,99.0,92.0,103.0,103.0,100.0,0.163,0.208,0.052,1.62,-0.74,-5.9,91.2,90.0,94.8,0.455,0.773,0.088,0.238,0.397,0.215,0.291,0.327,0.115,0.121,0.303,0.294,100.0,98.0,105.0,0.192,-1.56,78.0,,,,,,
2024/08/19,7:10 PM.,LAD,SEA,away,Clear.,80,694813,CF,4,0,0,0,0,0,0,0,0,2,0,.250,.326,.360,.686,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,93.0,102.0,102.0,101.0,100.0,97.0,136.0,111.0,117.0,,,,0.247,,0.165,0.042,0.1,,0.96,1.45,94.9,,88.7,83.3,0.246,0.41,0.162,0.239,0.326,0.355,,,,0.267,0.333,0.167,81.0,102.0,98.0,97.0,103.0,98.0,80.0,101.0,94.0,0.226,0.053,0.266,0.49,-0.69,0.82,92.3,87.5,95.3,0.178,0.356,0.372,0.32,0.48,0.183,0.314,0.504,0.136,0.182,0.182,0.133,,,,,,,,,,,,
2024/08/18,1:37 PM.,PIT,SEA,away,Partly Cloudy.,78,663765,CF,4,1,2,1,0,0,2,0,1,1,0,.256,.333,.369,.702,663765,jakewoodford,Woodford,Right,Jake Woodford,- - -,7.97,5.67,35.0,99.0,90.0,95.0,0.874,6.69,2.31,12.34,1.54,0.94,0.233,0.45,0.132,0.333,0.424,,,,66.0,106.0,93.0,99.0,102.0,106.0,,,,0.029,,0.282,,-0.64,,-2.09,,91.3,,80.7,,,,,,,,,,,,,,58.0,104.0,95.0,92.0,99.0,91.0,85.0,92.0,88.0,0.448,0.191,0.05,-0.82,-2.26,-0.65,88.6,85.6,91.5,0.2,0.2,0.091,0.308,0.5,0.13,0.366,0.592,0.046,0.26,0.5,0.272,,,,,,,,,,,,
2024/08/17,1:07 PM.,PIT,SEA,away,Cloudy.,83,663559,CF,5,0,2,0,0,0,1,1,0,0,3,.250,.326,.359,.685,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,100.0,99.0,98.0,85.0,100.0,97.0,91.0,96.0,96.0,43.0,95.0,70.0,0.484,0.006,0.216,0.152,0.38,-7.04,0.27,-1.24,91.8,86.9,86.1,77.7,0.255,0.41,0.166,0.245,0.304,0.287,0.333,1.333,0.125,0.305,0.61,0.207,,,,99.0,101.0,99.0,,,,0.142,,,,1.23,,,,92.0,,,,,,,0.26,0.448,0.157,,,,,,,,,,,,,,,
2024/08/16,6:43 PM.,PIT,SEA,away,Partly Cloudy.,79,694973,CF,4,0,0,0,0,0,0,0,0,0,2,.245,.324,.358,.682,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,105.0,100.0,104.0,98.0,107.0,103.0,131.0,101.0,113.0,,,,0.392,,0.162,0.108,0.64,,0.8,-0.18,98.8,,85.4,83.0,0.23,0.351,0.242,0.286,0.571,0.328,,,,0.25,0.375,0.337,82.0,108.0,107.0,80.0,95.0,86.0,,,,0.284,,0.054,,3.52,2.34,,87.3,94.0,0.088,0.118,0.548,,,,0.184,0.234,0.293,0.104,0.188,0.226,,,,,,,,,,,,
2024/08/15,1:10 PM.,DET,SEA,away,Sunny.,80,656412,CF,4,0,1,1,0,0,0,1,0,1,1,.252,.331,.367,.698,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,3.61,4.43,57.1,100.0,104.0,101.0,0.698,8.63,4.4,7.69,1.41,1.03,0.275,0.406,0.138,0.306,0.362,,,,91.0,94.0,89.0,115.0,106.0,110.0,,,,0.352,,0.396,,-0.58,,0.89,,94.0,,83.2,,0.218,0.437,0.247,0.171,0.314,0.43,,,,,,,108.0,102.0,108.0,80.0,93.0,90.0,,,,0.054,,0.199,,-4.02,-0.86,,89.1,93.5,0.286,0.405,0.268,,,,0.545,0.727,0.083,,,,,,,,,,,,,,,
