date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,wFA/C,wSI/C,wSL/C,wCU/C,vFA,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024/08/30,7:09 PM.,NYY,STL,away,Cloudy.,71,573186,CF,3,0,0,0,0,0,0,0,0,1,0,.171,.210,.279,.489,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,0.351,0.032,0.16,0.165,-4.01,-0.03,-2.37,-0.03,89.9,90.0,85.3,81.3,0.455,0.636,0.259,0.258,0.386,0.272,0.0,0.0,0.265,0.306,0.466,0.12,,,,,,,,,,106.0,101.0,99.0,82.0,99.0,93.0,0.182,0.111,-0.26,-0.31,88.1,83.3,0.235,0.309,0.241,0.296,0.519,0.187,,,,,,,,,,,,,,,,0.309,0.515,0.313
2024/08/29,1:17 PM.,SD,STL,home,Sunny.,92,650633,CF,4,0,2,1,0,0,0,0,0,1,0,.175,.215,.286,.501,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,,,,86.0,103.0,101.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.241,0.234,,-0.15,0.68,-0.19,,93.7,92.9,82.9,,0.265,0.402,0.261,0.281,0.5,0.284,,,,0.2,0.376,0.189,88.0,103.0,97.0,0.246,1.61,86.7,0.207,0.286,0.362,,,,,,,,,,,,,,,,,,,0.206,0.304,0.345,,,,,,,,,,,,,,,
2024/08/28,6:46 PM.,SD,STL,home,Cloudy.,87,605397,CF,1,0,1,0,0,0,0,0,0,0,0,.164,.206,.270,.476,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,168.0,98.0,103.0,95.0,100.0,95.0,69.0,111.0,96.0,145.0,98.0,106.0,0.044,0.246,0.203,0.225,-0.74,0.44,1.05,-0.1,93.0,92.6,82.2,81.6,0.253,0.494,0.231,,,,0.203,0.319,0.328,0.348,0.435,0.146,110.0,101.0,107.0,0.078,-3.1,87.1,0.353,0.618,0.379,110.0,108.0,104.0,,,,0.204,,1.35,,89.7,,,,,0.298,0.405,0.25,0.169,0.351,0.338,,,,,,,,,,,,,,,
2024/08/27,6:45 PM.,SD,STL,home,Clear.,98,656302,CF,4,0,1,0,0,0,0,1,0,2,4,.157,.200,.264,.464,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,,,,123.0,95.0,102.0,,,,112.0,100.0,105.0,,0.435,0.471,,0.22,,1.98,,96.9,,87.2,,0.235,0.39,0.203,0.159,0.257,0.447,0.28,0.44,0.286,,,,54.0,72.0,68.0,0.009,-4.13,69.7,0.25,1.0,0.2,113.0,89.0,90.0,,,,0.006,,-5.11,,91.8,,,,,0.25,1.0,0.0,0.2,0.267,0.385,,,,,,,105.0,95.0,102.0,0.079,-0.95,82.3,,,
2024/08/26,6:45 PM.,SD,STL,home,Clear.,92,681190,CF,4,0,1,0,0,0,0,0,0,1,1,.154,.198,.265,.463,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,124.0,101.0,106.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,0.157,0.285,0.1,0.197,-0.56,-1.91,-0.16,-0.45,94.3,94.2,82.4,82.2,0.301,0.462,0.222,,,,0.234,0.422,0.239,0.429,0.571,0.106,96.0,99.0,96.0,0.124,-3.49,88.6,0.365,0.615,0.122,107.0,99.0,97.0,,,,0.137,,2.22,,90.2,,,,,0.228,0.351,0.169,0.229,0.396,0.247,,,,,,,,,,,,,,,
2024/08/25,1:11 PM.,MIN,STL,away,Partly Cloudy.,82,805673,CF,4,1,1,0,0,1,1,0,0,2,3,.150,.197,.265,.462,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,107.0,117.0,117.0,95.0,99.0,97.0,,,,114.0,100.0,105.0,,0.428,0.259,0.071,-1.19,,-1.68,-5.76,94.9,,87.2,81.7,0.288,0.627,0.178,0.308,0.462,0.376,0.4,0.667,0.174,,,,88.0,87.0,93.0,0.079,-3.13,85.8,0.222,0.333,0.313,96.0,101.0,95.0,,,,0.162,,-1.3,,90.9,,,,,0.345,0.655,0.182,,,,,,,,,,,,,,,,,,
2024/08/24,6:11 PM.,MIN,STL,away,Partly Cloudy.,84,641154,CF,2,0,1,1,0,0,0,0,1,1,0,.147,.195,.239,.434,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.1,1.65,-2.77,-0.84,-1.28,95.0,94.5,84.5,82.4,0.208,0.352,0.259,,,,0.23,0.446,0.341,0.426,0.639,0.142,95.0,104.0,105.0,0.201,-0.14,88.5,0.281,0.359,0.249,,,,,,,,,,,,,,,,,,,0.239,0.436,0.331,,,,,,,,,,,,,,,
2024/08/23,7:11 PM.,MIN,STL,away,Partly Cloudy.,79,701581,CF,3,1,0,0,0,0,1,1,1,1,5,.140,.183,.224,.407,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,,,,107.0,96.0,99.0,,,,118.0,103.0,105.0,,0.402,0.318,,-0.79,,1.48,,94.7,,86.1,,0.304,0.544,0.194,0.207,0.315,0.291,,,,,,,72.0,105.0,105.0,0.28,-1.14,88.4,0.237,0.463,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/22,1:15 PM.,MIL,STL,home,Sunny.,77,642547,CF,4,1,3,1,0,0,0,1,0,0,0,.144,.180,.231,.411,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,104.0,106.0,110.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,0.539,0.217,0.07,0.05,,-0.09,0.36,94.3,,81.4,78.1,0.239,0.424,0.252,0.203,0.384,0.41,0.182,0.341,0.372,,,,84.0,92.0,88.0,0.175,0.84,87.7,0.218,0.291,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/21,6:45 PM.,MIL,STL,home,Clear.,73,668964,CF,0,0,0,0,0,0,0,0,0,0,0,.120,.159,.200,.359,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,0.005,0.401,0.21,0.041,0.58,11.28,1.43,-3.19,92.9,91.5,85.5,77.8,0.239,0.436,0.194,0.198,0.255,0.248,0.421,0.579,0.194,0.0,0.0,0.0,109.0,86.0,90.0,0.114,1.18,81.1,0.083,0.083,0.444,96.0,100.0,91.0,,,,0.23,,-0.75,,89.2,,,,,0.336,0.518,0.123,,,,,,,,,,,,,,,,,,
2024/08/20,6:46 PM.,MIL,STL,home,Partly Cloudy.,76,593423,CF,1,0,0,0,0,0,0,0,1,0,0,.120,.159,.200,.359,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,0.191,0.332,0.107,,-0.02,1.13,-1.94,,95.6,94.8,85.4,,0.206,0.367,0.231,0.288,0.577,0.325,,,,0.248,0.407,0.113,,,,,,,,,,109.0,95.0,95.0,119.0,99.0,105.0,0.187,0.183,-1.4,-0.23,90.4,86.0,0.218,0.297,0.426,0.326,0.609,0.223,,,,,,,,,,,,,,,,,,
2024/08/18,1:16 PM.,LAD,STL,home,Partly Cloudy.,82,477132,CF,3,0,1,0,0,0,0,0,0,0,0,.121,.152,.202,.354,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.59,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,114.0,99.0,107.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,0.006,0.351,0.437,0.163,-2.61,-2.44,-0.11,0.67,89.9,90.2,86.0,72.1,0.429,0.514,0.078,0.281,0.421,0.264,0.174,0.348,0.317,,,,58.0,86.0,75.0,0.022,3.89,84.2,,,,,,,61.0,72.0,74.0,,0.022,,-4.62,,82.9,0.333,0.333,0.375,,,,,,,,,,,,,,,,,,,,,
2024/08/17,6:17 PM.,LAD,STL,home,Clear.,86,676272,CF,4,0,0,0,0,0,0,0,0,0,2,.115,.147,.198,.345,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.52,7.0,56.0,93.0,113.0,97.0,0.784,8.36,4.82,11.09,2.73,1.24,0.23,0.391,0.126,0.391,0.409,120.0,99.0,104.0,119.0,89.0,92.0,101.0,93.0,89.0,115.0,99.0,108.0,0.136,0.379,0.096,0.19,-1.44,-4.54,-3.17,-1.0,97.6,97.3,88.6,79.8,0.327,0.634,0.167,0.333,0.619,0.275,0.357,0.536,0.286,0.433,0.9,0.174,104.0,91.0,96.0,0.199,0.29,86.4,0.13,0.217,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/16,7:15 PM.,LAD,STL,home,Clear.,86,680736,CF,4,0,0,0,0,0,0,0,0,2,2,.120,.153,.207,.360,680736,justinwrobleski,Wrobleski,Left,Justin Wrobleski,LAD,5.7,6.45,36.1,97.0,95.0,96.0,0.802,6.44,3.96,8.42,2.23,0.69,0.324,0.216,0.162,0.378,0.463,85.0,88.0,88.0,104.0,97.0,97.0,45.0,88.0,78.0,106.0,104.0,103.0,0.044,0.591,0.083,0.12,0.61,-1.16,-6.42,-4.97,95.1,91.4,84.4,82.5,0.205,0.386,0.23,0.267,0.8,0.3,0.385,0.846,0.174,0.333,0.5,0.0,48.0,88.0,90.0,0.032,-3.53,83.9,,,,88.0,104.0,103.0,,,,0.13,,-0.17,,87.7,,,,,0.286,0.643,0.25,,,,,,,,,,,,,,,,,,
2024/08/14,6:41 PM.,CIN,STL,away,Partly Cloudy.,85,641941,CF,4,0,1,0,0,0,0,0,0,2,4,.125,.160,.216,.376,641941,emiliopagan,Pagán,Right,Emilio Pagán,CIN,4.5,3.97,38.0,108.0,108.0,109.0,0.735,10.42,2.61,9.47,1.42,0.67,0.233,0.388,0.146,0.408,0.457,,,,117.0,105.0,111.0,,,,,,,,0.576,,,-0.01,,,,94.6,,,,0.259,0.435,0.259,,,,,,,,,,,,,,,,,,,91.0,114.0,108.0,103.0,107.0,104.0,0.273,0.151,-0.69,0.22,86.4,83.9,0.25,0.3,0.442,0.342,0.553,0.311,,,,,,,,,,,,,,,,,,
2024/08/13,6:40 PM.,CIN,STL,away,Partly Cloudy.,82,668881,CF,3,0,1,1,0,0,0,0,0,2,0,.119,.156,.214,.370,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,118.0,96.0,101.0,123.0,102.0,104.0,,,,125.0,96.0,103.0,,0.552,0.346,0.018,1.56,,0.62,-2.87,97.6,,86.8,80.9,0.184,0.273,0.248,0.161,0.3,0.39,0.4,1.0,0.2,,,,,,,,,,,,,,,,120.0,89.0,103.0,,0.083,,-0.79,,87.0,0.243,0.405,0.284,,,,,,,,,,,,,,,,,,,,,
2024/08/12,6:40 PM.,CIN,STL,away,Partly Cloudy.,79,671096,CF,3,0,0,0,0,0,0,0,0,2,1,.111,.149,.198,.347,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,101.0,98.0,99.0,78.0,96.0,89.0,,,,125.0,106.0,112.0,,0.535,0.186,0.116,-0.26,,0.49,-1.56,92.8,,82.9,80.8,0.254,0.451,0.194,,,,0.327,0.653,0.179,,,,96.0,94.0,97.0,0.163,0.23,84.8,0.214,0.429,0.273,,,,,,,,,,,,,,,,,,,0.189,0.307,0.287,,,,,,,,,,,,,,,
2024/08/09,7:10 PM.,KC,STL,away,Partly Cloudy.,73,547179,CF,5,0,1,1,0,0,2,0,0,1,5,.115,.155,.205,.360,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,0.212,0.272,0.149,0.079,1.0,-0.25,-1.51,0.02,93.8,93.6,83.9,81.7,0.155,0.309,0.184,0.368,0.632,0.253,0.217,0.348,0.352,0.291,0.441,0.062,93.0,101.0,99.0,0.188,1.94,84.6,0.122,0.173,0.373,94.0,92.0,91.0,,,,0.1,,0.04,,90.1,,,,,0.235,0.51,0.236,0.19,0.429,0.291,,,,,,,,,,,,,,,
2024/08/08,6:15 PM.,TB,STL,home,Cloudy.,81,669358,CF,4,0,2,0,0,0,0,0,0,2,0,.110,.152,.192,.344,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,119.0,104.0,109.0,121.0,101.0,104.0,,,,111.0,96.0,100.0,,0.479,0.213,0.205,0.81,,-0.08,1.71,95.6,,87.3,83.6,0.252,0.37,0.221,0.164,0.4,0.222,0.169,0.247,0.311,,,,85.0,97.0,94.0,0.103,2.88,88.1,0.115,0.115,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/07,6:45 PM.,TB,STL,home,Overcast.,75,671737,CF,4,0,0,0,0,0,0,0,0,2,4,.087,.133,.174,.307,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.417,,0.089,-0.04,,,-1.5,96.4,,,79.1,0.269,0.5,0.21,,,,0.241,0.483,0.346,,,,,,,,,,,,,91.0,100.0,98.0,123.0,102.0,114.0,0.225,0.269,1.02,0.47,90.9,90.9,0.213,0.32,0.33,0.205,0.357,0.324,,,,,,,,,,,,,,,,,,
2024/08/06,6:46 PM.,TB,STL,home,Cloudy.,81,605488,CF,3,1,1,0,0,1,2,0,0,0,2,.092,.141,.185,.326,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,,,,77.0,98.0,93.0,47.0,55.0,53.0,92.0,106.0,107.0,0.002,0.423,0.235,,-0.7,-3.5,2.84,,89.8,89.8,82.3,,0.216,0.49,0.17,0.222,0.222,0.236,,,,,,,107.0,102.0,100.0,0.317,-1.59,79.6,0.333,0.439,0.442,18.0,84.0,80.0,,,,0.023,,-1.54,,85.3,,,,,,,,0.0,0.0,0.571,,,,,,,,,,,,,,,
2024/08/05,4:17 PM.,NYM,STL,home,Partly Cloudy.,94,640455,CF,3,0,0,0,0,0,0,0,0,1,1,.081,.132,.129,.261,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,0.447,0.113,0.251,,1.13,1.36,0.37,,92.3,92.3,79.5,,0.167,0.295,0.311,0.174,0.435,0.32,,,,0.201,0.333,0.21,83.0,98.0,95.0,0.118,-1.19,85.3,0.25,0.438,0.254,84.0,88.0,85.0,,,,0.071,,0.97,,88.4,,,,,0.222,0.25,0.179,0.193,0.311,0.388,,,,,,,,,,,,,,,
