date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
2024/09/09,6:42 PM.,PHI,TB,away,Partly Cloudy.,76,650911,DH,4,0,1,0,0,0,0,0,0,1,3,.204,.283,.282,.565,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,,0.001,0.169,0.357,,2.59,-0.55,0.65,1.56,,86.5,85.1,94.5,84.4,,,,,,,,,,0.177,0.22,0.348,0.345,0.481,0.131,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/06,7:07 PM.,BAL,TB,away,Partly Cloudy.,76,665152,LF,4,0,1,0,0,0,0,0,0,1,1,.203,.284,.282,.566,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,91.0,100.0,99.0,79.0,105.0,97.0,,,,99.0,102.0,98.0,0.151,0.32,0.23,,,-0.18,0.33,0.67,,,93.4,86.9,,92.3,,0.245,0.503,0.232,0.25,0.355,0.237,,,,,,,0.247,0.353,0.072,,,,92.0,98.0,96.0,0.114,0.29,77.0,0.225,0.3,0.198,,,,72.0,99.0,99.0,0.184,,0.73,,84.1,,0.139,0.248,0.36
2024/09/05,1:10 PM.,MIN,TB,home,Dome.,72,641154,PH,1,0,0,0,0,0,0,0,0,1,1,.202,.284,.283,.567,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,,,,0.073,0.407,,0.219,0.201,1.65,,-2.77,-0.84,-0.14,95.0,,88.5,94.5,84.5,0.208,0.352,0.259,,,,0.239,0.436,0.331,0.281,0.359,0.249,0.426,0.639,0.142,,,,92.0,103.0,108.0,0.1,-1.28,82.4,0.23,0.446,0.341,,,,,,,,,,,,,,,
2024/09/04,6:51 PM.,MIN,TB,home,Dome.,72,678692,LF,4,1,1,0,0,0,0,0,0,2,1,.203,.286,.284,.570,678692,ronnyhenriquez,Henriquez,Right,Ronny Henriquez,MIN,3.26,5.11,19.1,98.0,110.0,99.0,0.77,6.98,2.33,9.31,0.93,2.0,0.167,0.35,0.133,0.35,0.439,86.0,97.0,91.0,133.0,100.0,107.0,102.0,107.0,102.0,114.0,97.0,100.0,,,,0.033,0.294,,0.333,0.34,-1.05,,6.45,-0.36,0.27,95.7,,90.7,95.1,88.5,0.273,0.5,0.125,,,,,,,0.29,0.29,0.269,0.0,0.0,0.0,0.263,0.474,0.354,,,,,,,,,,,,,,,,,,,,,,,,
2024/09/02,6:50 PM.,MIN,TB,home,Dome.,72,680573,LF,3,0,1,0,0,0,2,0,1,1,2,.202,.286,.285,.571,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,,,,0.403,,0.312,0.193,0.82,,,0.76,-3.33,93.1,,82.8,,86.4,0.258,0.356,0.219,,,,,,,0.311,0.622,0.205,,,,0.214,0.313,0.239,106.0,103.0,102.0,0.093,1.68,76.1,0.186,0.326,0.221,,,,,,,,,,,,,,,
2024/09/01,2:08 PM.,SD,TB,home,Dome.,72,656302,LF,4,0,0,0,0,0,0,0,0,0,4,.200,.282,.284,.566,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,112.0,100.0,105.0,113.0,89.0,90.0,,0.435,0.006,0.471,0.009,0.22,-5.11,,1.98,-4.13,96.9,91.8,69.7,,87.2,0.235,0.39,0.203,0.25,1.0,0.0,0.2,0.267,0.385,0.25,1.0,0.2,,,,0.159,0.257,0.447,,,,,,,0.28,0.44,0.286,105.0,95.0,102.0,,,,,0.079,,-0.95,,82.3,,,
2024/08/30,6:50 PM.,SD,TB,home,Dome.,72,527048,LF,4,0,0,0,0,0,0,0,1,2,1,.204,.288,.290,.578,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,70.0,101.0,93.0,0.358,0.053,0.221,0.0,0.227,-8.23,-0.61,0.57,-51.06,-1.27,91.3,87.9,83.4,90.7,82.8,0.458,0.917,0.043,0.28,0.57,0.212,,,,0.28,0.448,0.341,0.275,0.383,0.097,,,,74.0,102.0,98.0,0.141,0.62,77.9,0.246,0.354,0.29,,,,,,,,,,,,,,,
2024/08/28,1:11 PM.,SEA,TB,away,Sunny.,61,622491,LF,4,0,1,0,0,0,1,0,0,1,0,.209,.290,.297,.587,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,,,,0.179,0.454,,0.224,0.143,0.97,,-0.41,0.65,-1.63,95.6,,88.1,95.6,85.7,0.203,0.365,0.273,,,,,,,0.287,0.545,0.265,0.298,0.457,0.105,0.207,0.357,0.358,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/26,6:43 PM.,SEA,TB,away,Partly Cloudy.,71,682243,LF,4,0,0,0,0,0,0,0,0,2,0,.208,.291,.298,.589,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,93.0,80.0,85.0,0.171,0.423,0.023,0.168,,1.53,0.14,1.55,-0.21,,95.2,92.1,,94.7,84.5,0.184,0.348,0.266,0.25,0.333,0.207,0.24,0.4,0.188,,,,0.248,0.358,0.092,0.243,0.568,0.261,,,,,,,0.231,0.308,0.378,92.0,104.0,111.0,95.0,107.0,111.0,0.171,0.044,1.51,-0.4,84.4,85.0,0.148,0.225,0.29
2024/08/25,1:10 PM.,LAD,TB,away,Sunny.,83,694813,PH,1,0,0,0,0,0,0,0,0,0,0,.213,.296,.305,.601,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,101.0,100.0,97.0,97.0,103.0,98.0,136.0,111.0,117.0,80.0,101.0,94.0,0.226,0.247,0.053,0.165,0.266,0.1,0.49,-0.69,0.96,0.82,94.9,92.3,87.5,95.3,88.7,0.246,0.41,0.162,0.32,0.48,0.183,0.182,0.182,0.133,0.178,0.356,0.372,0.314,0.504,0.136,0.239,0.326,0.355,93.0,102.0,102.0,0.042,1.45,83.3,0.267,0.333,0.167,,,,,,,,,,,,,,,
2024/08/24,6:10 PM.,LAD,TB,away,Clear.,76,477132,LF,4,1,1,1,0,0,0,0,1,2,2,.214,.298,.306,.604,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.59,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,75.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,,,,0.006,0.351,,0.437,0.022,-2.61,,-2.44,-0.11,3.89,89.9,,84.2,90.2,86.0,0.429,0.514,0.078,,,,,,,,,,,,,0.281,0.421,0.264,114.0,99.0,107.0,0.163,0.67,72.1,0.174,0.348,0.317,,,,61.0,72.0,74.0,0.022,,-4.62,,82.9,,0.333,0.333,0.375
2024/08/22,12:37 PM.,OAK,TB,away,Partly Cloudy.,68,674370,LF,3,0,0,0,0,0,0,0,1,1,1,.213,.295,.302,.597,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,78.0,103.0,102.0,102.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,93.0,99.0,96.0,0.099,0.394,0.143,0.211,0.152,0.18,2.25,-0.7,1.83,1.82,94.8,86.9,88.9,94.9,85.8,0.203,0.297,0.287,0.152,0.212,0.197,,,,0.121,0.152,0.343,0.304,0.478,0.146,0.197,0.311,0.27,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/19,6:40 PM.,OAK,TB,away,Clear.,70,671212,LF,4,0,0,0,0,0,0,0,0,3,2,.217,.296,.307,.603,671212,joeboyle,Boyle,Right,Joe Boyle,OAK,6.42,4.34,47.2,89.0,122.0,93.0,0.727,10.57,7.55,7.93,0.76,0.96,0.27,0.278,0.167,0.254,0.395,,,,108.0,85.0,86.0,,,,140.0,103.0,117.0,,,,,0.59,,0.373,,-0.77,,,0.1,,97.7,,,,87.7,0.27,0.39,0.253,,,,0.4,0.8,0.25,,,,,,,0.164,0.224,0.379,110.0,75.0,87.0,0.037,0.56,80.4,,,,,,,,,,,,,,,,,,
2024/08/18,1:40 PM.,AZ,TB,home,Dome.,72,518876,LF,4,0,2,0,0,0,1,1,0,0,2,.222,.303,.315,.618,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.94,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.21,-0.76,0.01,-3.28,-0.18,4.47,91.9,90.3,88.4,92.3,85.6,0.26,0.54,0.204,0.276,0.5,0.109,,,,0.099,0.099,0.315,0.378,0.644,0.086,0.273,0.455,0.394,116.0,108.0,107.0,0.077,-1.78,82.2,0.25,0.55,0.205,,,,,,,,,,,,,,,
2024/08/17,4:10 PM.,AZ,TB,home,Dome.,72,668678,LF,3,0,1,0,0,0,0,0,0,0,2,.215,.298,.310,.608,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,89.0,87.0,79.0,0.001,0.463,0.031,0.087,0.14,-0.55,-0.78,-1.02,-0.56,0.43,93.7,90.3,86.6,94.7,87.0,0.28,0.46,0.133,0.25,0.625,0.36,,,,0.27,0.382,0.265,,,,0.31,0.476,0.337,,,,,,,0.148,0.23,0.392,107.0,108.0,112.0,,,,,0.277,,2.29,,81.0,,,
2024/08/16,6:51 PM.,AZ,TB,home,Dome.,72,669194,LF,4,1,2,0,0,1,2,1,0,1,2,.213,.294,.310,.604,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,0.557,0.184,0.103,0.099,0.64,-0.85,,-0.66,-2.35,95.2,91.2,83.0,,83.8,0.249,0.418,0.195,0.317,0.508,0.154,0.4,0.733,0.167,0.302,0.587,0.203,,,,0.226,0.34,0.156,91.0,94.0,94.0,0.057,1.81,77.8,0.138,0.207,0.148,,,,,,,,,,,,,,,
2024/08/14,6:50 PM.,HOU,TB,home,Dome.,72,669854,PH,1,0,0,0,0,0,0,0,0,0,1,.205,.289,.285,.574,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,,,,0.383,,0.302,0.221,-0.42,,,2.24,-0.16,93.4,,85.2,,86.4,0.232,0.497,0.192,,,,,,,0.188,0.356,0.343,,,,0.18,0.284,0.333,75.0,96.0,100.0,0.094,2.55,80.1,0.071,0.071,0.376,,,,,,,,,,,,,,,
2024/08/13,6:51 PM.,HOU,TB,home,Dome.,72,579328,LF,3,0,0,0,0,0,0,0,1,2,0,.207,.291,.287,.578,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,114.0,103.0,107.0,,,,111.0,100.0,106.0,,,,,0.471,,0.235,0.111,-0.08,,,1.31,-0.15,95.5,,86.7,,88.3,0.274,0.505,0.28,,,,,,,0.194,0.25,0.358,,,,0.21,0.28,0.297,99.0,105.0,105.0,0.183,0.02,82.4,0.264,0.395,0.274,,,,,,,,,,,,,,,
2024/08/12,6:50 PM.,HOU,TB,home,Dome.,72,664285,LF,4,0,1,0,0,0,0,0,0,0,0,.211,.292,.293,.585,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,0.012,,0.043,0.175,-4.64,,1.46,-0.2,0.62,94.5,,89.9,94.1,85.1,0.4,1.0,0.273,,,,,,,0.226,0.278,0.354,0.276,0.399,0.116,0.233,0.467,0.383,129.0,96.0,108.0,0.313,1.59,79.7,0.121,0.187,0.398,,,,,,,,,,,,,,,
2024/08/11,1:41 PM.,BAL,TB,home,Dome.,72,544150,PH,1,0,1,0,0,0,1,0,0,0,0,.210,.293,.294,.587,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,,,,74.0,99.0,92.0,,0.5,0.195,,0.172,-0.36,0.73,,,-0.5,94.8,86.3,86.1,,,0.276,0.469,0.228,0.24,0.365,0.308,,,,0.274,0.434,0.228,,,,,,,94.0,99.0,98.0,0.132,0.41,79.0,0.174,0.348,0.252,,,,,,,,,,,,,,,
2024/08/10,7:16 PM.,BAL,TB,home,Dome.,72,669203,LF,3,0,0,0,0,0,0,0,1,1,0,.204,.288,.289,.577,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,,0.45,0.146,0.11,,1.37,-0.5,0.7,0.2,,95.3,89.2,97.0,87.2,,,,0.251,0.362,0.19,0.125,0.5,0.457,0.194,0.339,0.377,0.235,0.412,0.157,0.196,0.268,0.463,109.0,101.0,106.0,0.215,0.44,80.3,0.2,0.326,0.378,,,,,,,,,,,,,,,
2024/08/09,6:51 PM.,BAL,TB,home,Dome.,72,621107,LF,4,1,1,0,0,1,1,0,0,1,1,.209,.289,.295,.584,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.09,0.282,0.097,0.061,-0.64,1.54,0.0,0.46,0.21,92.4,88.2,85.6,91.7,79.7,0.236,0.418,0.248,0.214,0.345,0.223,0.236,0.473,0.203,0.188,0.354,0.105,0.293,0.404,0.133,,,,108.0,112.0,108.0,0.188,-1.27,78.8,0.291,0.472,0.333,,,,,,,,,,,,,,,
2024/08/08,6:15 PM.,STL,TB,away,Cloudy.,81,502043,LF,3,0,1,0,0,0,2,0,0,1,1,.207,.290,.274,.564,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,96.0,95.0,91.0,0.264,0.132,0.211,0.207,0.099,-1.39,0.21,0.22,0.92,1.2,91.4,88.6,84.9,90.7,80.7,0.268,0.563,0.065,0.299,0.479,0.181,0.2,0.312,0.412,0.19,0.254,0.39,0.267,0.422,0.092,,,,102.0,103.0,104.0,0.086,-2.21,78.3,0.325,0.675,0.462,,,,,,,,,,,,,,,
