date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),Stf+ FS,Loc+ FS,Pit+ FS,FS%,KN%,wFS/C,wKN/C,vFS,FS_ba,FS_slg,FS_whiff,FO%,wFO/C,vFO
2023/04/09,1:11 PM.,4,W,WSH,COL,home,Partly Cloudy.,63,641771,6,7,3,0,2,4,5,10,33,0,6,15,641771,chadkuhl,Kuhl,Right,Chad Kuhl,WSN,8.45,8.79,38.1,93.0,102.0,94.0,0.749,7.28,6.57,11.03,1.88,0.72,0.232,0.432,0.104,0.392,0.405,80.0,84.0,84.0,,,,79.0,83.0,78.0,111.0,100.0,103.0,0.075,0.435,,0.043,-2.3,0.21,,-3.85,92.2,87.0,85.5,,0.25,0.375,0.095,0.235,0.482,0.34600000000000003,0.375,0.75,0.222,0.5,0.75,0.125,5.0,6,5,5,4,3,2,89,48,8.10,663372,Ryan Feltner,5.0,3,3,98.0,85.0,85.0,,,,0.351,,,-3.38,,94.0,0.459,0.703,0.17,,,,,,,105.0,100.0,106.0,0.096,-4.37,78.7,,,,,,,,,,,,,,,
2023/04/10,6:41 PM.,5,W,STL,COL,home,Clear.,75,571927,4,7,3,0,0,7,2,13,35,0,6,19,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,106.0,109.0,107.0,108.0,96.0,100.0,,,,62.0,82.0,90.0,,0.018,0.148,0.274,,-1.27,-0.6,-0.09,,84.2,88.9,78.5,,,,0.5,0.75,0.1,0.259,0.407,0.2,0.291,0.405,0.289,5.2,9,6,6,2,4,0,92,60,8.18,608566,Germán Márquez,5.0,2,4,87.0,101.0,96.0,,,,0.561,,,0.41,,94.1,0.24,0.397,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/11,6:40 PM.,5,L,STL,COL,home,Clear.,82,571945,9,6,1,0,3,10,2,12,37,0,6,21,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,0.26,0.243,0.198,0.054,-0.19,0.62,-0.92,2.68,93.3,84.4,86.4,75.9,0.29,0.495,0.18899999999999997,0.245,0.375,0.22399999999999998,0.261,0.387,0.198,0.182,0.382,0.085,5.0,10,6,6,2,3,3,89,59,10.05,607536,Kyle Freeland,6.0,2,5,86.0,108.0,99.0,,,,0.243,,,-1.61,,92.7,0.34,0.54,0.085,,,,,,,,,,0.002,-0.89,68.1,,,,,,,,,,,,,,,
2023/04/12,1:11 PM.,5,L,STL,COL,home,Partly Cloudy.,85,656427,7,4,2,0,1,11,3,7,32,0,3,12,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.417,0.246,,0.033,-0.44,-1.15,,0.86,93.1,85.3,84.2,,0.29,0.411,0.20800000000000002,0.339,0.558,0.265,0.204,0.372,0.402,0.154,0.154,0.083,5.1,5,2,1,1,6,1,85,56,1.76,570632,José Ureña,5.0,3,6,75.0,82.0,71.0,92.0,98.0,101.0,0.02,0.091,-1.05,-2.28,88.7,90.1,0.333,0.333,0.1,0.318,0.545,0.264,,,,93.0,102.0,108.0,0.194,0.23,76.2,,,,,,,,,,,,,,,
2023/04/14,7:10 PM.,6,L,SEA,COL,away,Clear.,56,543548,5,3,0,0,1,8,4,7,33,0,3,17,543548,tommymilone,Milone,Left,Tommy Milone,SEA,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.194,0.484,0.129,0.226,0.368,78.0,115.0,110.0,,,,97.0,110.0,102.0,83.0,94.0,96.0,0.374,0.19,,0.436,-0.67,3.12,,0.07,86.6,79.0,76.9,,0.2,0.5,0.069,0.0,0.0,0.231,,,,0.25,0.25,0.222,4.2,3,1,1,2,3,1,82,54,1.93,596295,Austin Gomber,3.2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/15,6:40 PM.,6,L,SEA,COL,away,Roof Closed.,51,669923,9,2,2,0,0,7,2,6,32,0,2,17,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,0.394,0.197,,0.018,1.34,1.03,,-5.31,96.1,86.6,86.3,,0.234,0.392,0.28,0.264,0.377,0.22,0.265,0.458,0.159,0.5,0.9,0.125,6.1,6,2,2,0,3,0,90,63,3.78,663372,Ryan Feltner,3.2,5,5,106.0,110.0,109.0,,,,0.216,,,0.43,,95.8,0.261,0.383,0.131,,,,,,,,,,0.115,0.35,81.8,75.1,95.0,103.0,110.0,0.061,0.001,1.07,0.26,84.9,0.143,0.286,0.35700000000000004,,,
2023/04/16,1:10 PM.,6,L,SEA,COL,away,Roof Closed.,48,622491,1,0,1,0,0,13,0,3,30,0,0,7,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,117.0,100.0,108.0,0.444,0.221,,0.156,1.31,-0.12,,-1.6,96.3,88.3,85.7,,0.165,0.384,0.33,0.234,0.455,0.37799999999999995,,,,0.28,0.42,0.325,7.0,2,0,0,0,9,0,91,68,0.73,663562,Noah Davis,5.0,0,5,82.0,103.0,95.0,,,,0.179,,,0.6,,95.9,0.239,0.337,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/17,6:40 PM.,7,L,PIT,COL,home,Partly Cloudy.,72,448179,14,3,2,0,1,9,4,10,33,0,3,23,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,90.0,92.0,97.0,0.342,0.088,0.354,0.023,-0.32,-2.52,-1.16,-0.06,88.4,83.0,71.1,72.0,0.249,0.454,0.218,0.5,0.929,0.125,0.283,0.47,0.174,0.263,0.421,0.037000000000000005,6.0,6,1,1,2,7,1,105,67,5.57,607536,Kyle Freeland,2.2,7,1,98.0,101.0,98.0,85.0,97.0,93.0,0.04,0.147,-1.27,2.5,83.3,86.1,0.105,0.105,0.226,0.39,0.701,0.19899999999999998,,,,,,,0.008,-3.65,67.1,,,,,,,,,,,,,,,
2023/04/18,6:40 PM.,7,L,PIT,COL,home,Partly Cloudy.,73,592826,5,3,5,0,1,10,3,10,36,0,3,19,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,,,,110.0,97.0,102.0,101.0,100.0,104.0,0.415,0.446,,0.125,-1.31,2.19,,-1.78,93.2,88.6,83.2,,0.314,0.51,0.222,0.192,0.308,0.319,,,,0.25,0.375,0.257,6.0,5,3,3,3,7,1,95,57,5.12,570632,José Ureña,4.2,5,2,63.0,94.0,91.0,,,,0.011,,,6.0,,92.9,,,,,,,,,,94.0,146.0,144.0,0.003,-2.3,80.6,,,,,,,,,,,,,,,
2023/04/19,1:10 PM.,7,L,PIT,COL,home,Cloudy.,55,670912,14,3,1,0,0,8,7,5,32,0,3,20,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.367,0.149,0.041,-1.25,0.8,0.82,-0.07,95.8,88.1,88.2,80.9,0.277,0.477,0.183,0.21,0.349,0.326,0.193,0.352,0.308,0.25,0.3,0.35700000000000004,6.0,3,1,1,3,6,0,84,57,2.22,596295,Austin Gomber,2.0,9,1,100.0,93.0,92.0,,,,0.05,,,0.93,,95.7,0.276,0.345,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/20,6:42 PM.,8,W,PHI,COL,away,Clear.,75,621381,0,5,3,0,1,15,4,7,33,0,5,12,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,,,,101.0,105.0,104.0,118.0,98.0,106.0,0.452,0.256,,0.004,1.08,2.22,,-9.98,93.4,86.5,83.1,,0.186,0.371,0.311,0.133,0.256,0.34299999999999997,,,,,,,5.1,3,3,3,2,11,1,82,53,3.00,663372,Ryan Feltner,5.2,0,6,95.0,111.0,106.0,96.0,97.0,89.0,0.187,0.101,-0.5,0.27,87.6,93.2,0.344,0.459,0.156,0.296,0.556,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/21,7:07 PM.,8,L,PHI,COL,away,Clear.,73,605400,4,3,0,0,1,3,4,4,28,0,3,8,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,0.295,,,0.126,-0.03,,,0.14,92.7,85.9,,,0.246,0.503,0.217,,,,0.221,0.398,0.33299999999999996,0.22,0.319,0.319,7.0,4,3,3,3,3,1,94,61,5.40,663562,Noah Davis,4.2,1,5,100.0,107.0,101.0,111.0,110.0,105.0,0.188,0.075,0.4,0.46,86.3,91.8,0.279,0.416,0.106,0.246,0.508,0.301,,,,118.0,105.0,113.0,0.316,0.47,79.4,,,,,,,,,,,,,,,
2023/04/22,3:10 PM.,8,L,PHI,COL,away,Partly Cloudy.,78,650911,4,3,2,0,0,11,2,9,35,0,3,18,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,75.0,98.0,104.0,,,,,,,123.0,100.0,100.0,,0.211,,0.327,,0.2,,1.1,,81.8,82.7,,,,,0.25,0.456,0.297,,,,0.148,0.274,0.43,4.1,5,3,3,2,5,0,73,46,6.23,607536,Kyle Freeland,6.0,4,6,71.0,104.0,97.0,,,,0.462,,,0.65,,92.1,0.297,0.523,0.107,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/23,12:05 PM.,8,L,PHI,COL,away,Sunny.,63,554430,9,3,0,0,0,15,3,7,34,0,3,18,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.123,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,90.8,84.4,81.4,0.199,0.333,0.314,0.198,0.36,0.392,0.264,0.473,0.33,,,,6.0,3,3,3,3,11,0,111,75,4.73,570632,José Ureña,3.2,4,0,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.144,-0.63,1.62,90.9,95.2,0.252,0.308,0.192,0.27,0.426,0.228,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/24,6:09 PM.,9,W,CLE,COL,away,Clear.,44,615698,0,6,1,0,1,7,3,10,37,0,6,15,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,0.01,,0.109,0.101,-2.44,,1.28,-2.42,93.8,86.1,,82.0,0.333,0.667,0.2,,,,0.188,0.313,0.158,0.344,0.625,0.182,3.1,8,5,5,2,2,1,80,48,5.40,596295,Austin Gomber,5.0,0,3,86.0,96.0,90.0,103.0,94.0,93.0,0.416,0.241,-0.89,0.18,88.1,93.7,0.277,0.428,0.16899999999999998,0.33,0.495,0.221,,,,,,,,,,,113.0,104.0,104.0,0.123,,-1.13,,86.8,0.241,0.362,0.225,,,
2023/04/25,6:09 PM.,9,W,CLE,COL,away,Overcast.,45,685410,1,5,2,0,1,8,6,8,33,3,5,14,685410,peytonbattenfield,Battenfield,Right,Peyton Battenfield,CLE,5.19,6.16,34.2,100.0,88.0,94.0,0.756,7.01,3.12,8.83,1.82,1.05,0.168,0.495,0.056,0.439,0.39,72.0,88.0,86.0,72.0,97.0,98.0,73.0,94.0,89.0,,,,0.446,,0.107,0.038,-2.36,,0.03,-4.8,90.8,84.7,,79.7,0.323,0.645,0.129,,,,0.4,0.4,0.429,0.4,0.8,0.33299999999999996,4.2,6,4,4,4,4,1,97,54,3.52,663372,Ryan Feltner,6.0,0,6,,,,109.0,109.0,98.0,,0.408,2.7,,87.3,,,,,0.164,0.279,0.318,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/26,1:11 PM.,9,L,CLE,COL,away,Sunny.,46,676440,4,1,2,0,0,12,0,7,33,0,1,12,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,110.0,106.0,115.0,0.471,0.27,0.093,0.166,0.6,1.35,-1.11,1.07,94.9,83.8,84.7,78.3,0.243,0.348,0.19,0.206,0.355,0.317,0.271,0.479,0.233,0.213,0.298,0.37799999999999995,5.2,6,1,1,0,8,0,91,60,1.59,608566,Germán Márquez,3.2,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/28,6:41 PM.,10,L,AZ,COL,home,Partly Cloudy.,57,518876,9,1,0,0,0,8,1,7,33,0,1,14,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,88.7,85.5,82.1,0.224,0.489,0.259,0.217,0.391,0.413,0.268,0.411,0.256,0.18,0.234,0.32,6.0,6,1,1,1,5,0,94,69,3.06,607536,Kyle Freeland,6.0,3,3,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.181,0.88,0.83,90.8,92.4,0.261,0.378,0.163,0.22,0.352,0.244,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/29,6:12 PM.,10,L,AZ,COL,home,Partly Cloudy.,72,674072,11,4,3,1,0,7,2,8,34,1,4,11,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,84.0,83.1,79.1,0.292,0.523,0.155,0.158,0.281,0.287,0.229,0.325,0.21,0.278,0.444,0.331,5.1,7,4,4,1,3,0,75,49,6.52,663562,Noah Davis,2.0,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
