date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023/04/10,7:07 PM.,5,W,KC,TEX,home,Partly Cloudy.,73,425844,2,11,3,0,3,6,5,11,35,1,11,13,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,0.157,0.265,0.2,0.166,0.25,-0.92,1.12,0.06,89.5,86.5,89.8,79.2,0.333,0.609,0.081,0.214,0.282,0.231,0.241,0.37,0.207,5.0,6,4,3,1,3,2,89,59,3.31,571760,Andrew Heaney,5.0,0,10,,,,100.0,113.0,103.0,0.07,0.0,-0.94,-3.64,85.2,57.9,0.386,0.729,0.155,0.276,0.472,0.159,0.32,0.5,0.18600000000000003,96.0,97.0,104.0,0.141,-2.99,72.5,,,,,,,,,,,,,,,
2023/04/11,7:06 PM.,5,W,KC,TEX,home,Partly Cloudy.,73,543475,5,8,4,0,1,6,5,10,36,1,8,18,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,0.131,0.306,0.247,0.109,1.11,-0.01,-1.31,-1.66,91.2,85.5,90.5,80.2,0.248,0.457,0.158,0.28,0.543,0.249,0.26,0.481,0.257,6.1,8,4,4,2,4,0,92,54,5.19,594798,Jacob deGrom,7.0,2,9,,,,96.0,99.0,98.0,0.076,,-0.94,,86.8,,0.238,0.476,0.21899999999999997,0.227,0.444,0.154,0.314,0.725,0.19,95.0,97.0,99.0,0.131,-1.6,79.4,,,,,,,,,,,,,,,
2023/04/12,7:07 PM.,5,L,KC,TEX,home,Clear.,75,641745,10,1,1,0,1,10,1,4,31,0,1,6,641745,bradkeller,"Keller, B",Right,Brad Keller,KCR,4.57,5.66,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,91.0,90.0,78.0,94.0,88.0,90.0,66.0,74.0,70.0,135.0,84.0,78.0,0.104,0.311,0.265,0.123,-2.21,0.62,0.26,1.66,93.3,90.8,92.5,84.3,0.143,0.143,0.08,0.5,0.5,0.0,0.125,0.125,0.273,6.2,3,1,1,1,7,1,105,61,2.12,543135,Nathan Eovaldi,5.0,6,7,,,,,,,,,,,,,0.267,0.378,0.27899999999999997,0.359,0.564,0.165,,,,120.0,90.0,92.0,0.197,-0.24,85.1,,,,,,,,,,,,,,,
2023/04/14,7:10 PM.,6,W,HOU,TEX,away,Roof Closed.,73,677651,2,6,2,1,1,11,4,11,37,0,6,20,677651,luisgarcia,"Garcia, L",Right,Luis Garcia,HOU,4.0,4.01,27.0,101.0,92.0,97.0,0.707,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,53.0,106.0,89.0,79.0,94.0,89.0,,,,87.0,103.0,111.0,,0.312,0.126,0.059,-2.31,,1.15,-1.19,92.7,84.4,,78.4,,,,0.1,0.3,0.32,0.222,0.333,0.385,5.0,6,5,5,2,7,1,91,57,7.71,527048,Martín Pérez,5.0,2,4,,,,107.0,105.0,98.0,0.427,,1.28,,85.4,,0.25,0.5,0.182,0.407,0.741,0.121,0.192,0.308,0.419,99.0,94.0,99.0,0.076,-0.26,76.2,,,,,,,,,,,,,,,
2023/04/15,6:09 PM.,6,L,HOU,TEX,away,Roof Closed.,73,686613,8,2,0,0,0,8,3,7,32,0,2,16,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,0.002,0.461,0.017,,0.01,-0.16,-2.64,,95.7,,96.0,84.6,,,,0.25,0.625,0.33299999999999996,0.121,0.242,0.37,7.0,5,2,0,1,5,0,99,66,1.93,592351,Jon Gray,2.0,1,2,112.0,102.0,110.0,,,,0.235,0.238,-0.4,-0.77,91.7,82.9,0.247,0.374,0.303,0.271,0.511,0.223,0.297,0.506,0.20800000000000002,,,,,,,0.048,0.92,88.2,,,,92.0,104.0,105.0,,,,,,
2023/04/16,6:11 PM.,6,W,HOU,TEX,away,Roof Closed.,73,664285,1,9,4,0,1,11,2,8,36,0,9,15,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,0.468,0.001,0.087,0.157,-16.35,0.93,-0.32,0.73,95.7,90.1,95.3,84.7,0.274,0.455,0.126,0.189,0.405,0.43799999999999994,0.231,0.342,0.311,6.0,4,5,1,2,7,0,95,55,1.80,571760,Andrew Heaney,5.0,0,4,,,,99.0,99.0,95.0,0.034,,0.45,,89.1,,0.158,0.211,0.402,,,,0.182,0.182,0.435,118.0,98.0,106.0,0.253,1.07,80.2,,,,,,,,,,,,,,,
2023/04/17,6:39 PM.,7,W,KC,TEX,away,Clear.,69,543475,0,4,0,0,2,3,4,5,31,0,4,8,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,0.131,0.306,0.247,0.109,1.11,-0.01,-1.31,-1.66,91.2,85.5,90.5,80.2,0.248,0.457,0.158,0.28,0.543,0.249,0.26,0.481,0.257,8.0,4,4,3,3,3,2,95,55,4.62,594798,Jacob deGrom,4.0,0,5,,,,96.0,99.0,98.0,0.076,,-0.94,,86.8,,0.238,0.476,0.21899999999999997,0.227,0.444,0.154,0.314,0.725,0.19,95.0,97.0,99.0,0.131,-1.6,79.4,,,,,,,,,,,,,,,
2023/04/18,6:40 PM.,7,W,KC,TEX,away,Clear.,80,641745,2,12,1,0,2,7,8,12,35,1,12,16,641745,bradkeller,"Keller, B",Right,Brad Keller,KCR,4.57,5.66,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,91.0,90.0,78.0,94.0,88.0,90.0,66.0,74.0,70.0,135.0,84.0,78.0,0.104,0.311,0.265,0.123,-2.21,0.62,0.26,1.66,93.3,90.8,92.5,84.3,0.143,0.143,0.08,0.5,0.5,0.0,0.125,0.125,0.273,4.0,3,3,3,5,2,0,81,46,3.00,543135,Nathan Eovaldi,6.0,2,5,,,,,,,,,,,,,0.267,0.378,0.27899999999999997,0.359,0.564,0.165,,,,120.0,90.0,92.0,0.197,-0.24,85.1,,,,,,,,,,,,,,,
2023/04/19,1:10 PM.,7,W,KC,TEX,away,Cloudy.,73,663903,3,12,2,1,1,11,6,13,38,1,12,15,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,87.7,92.1,84.0,0.339,0.555,0.113,0.0,0.0,0.6,0.265,0.353,0.10400000000000001,5.0,6,5,5,3,4,0,97,56,8.14,527048,Martín Pérez,5.2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/21,7:08 PM.,8,L,OAK,TEX,home,Partly Cloudy.,73,676664,5,4,0,0,1,12,4,7,30,0,4,13,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.346,0.151,-0.84,0.63,-0.06,0.36,93.1,84.1,92.1,81.4,,,,0.21,0.395,0.28300000000000003,0.277,0.438,0.225,6.0,5,4,4,2,11,1,101,67,4.98,592351,Jon Gray,5.1,3,2,,,,,,,,,,,,,,,,0.256,0.478,0.217,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/22,6:07 PM.,8,W,OAK,TEX,home,Roof Closed.,74,660261,3,18,4,0,4,6,6,18,42,0,18,20,660261,shintarofujinami,Fujinami,Right,Shintaro Fujinami,- - -,7.18,4.8,79.0,92.0,112.0,94.0,0.734,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.167,0.378,0.42,,,,107.0,90.0,91.0,,,,118.0,92.0,105.0,,0.566,0.073,,0.08,,-1.47,,98.4,,,84.4,,,,0.75,0.75,0.33299999999999996,,,,2.1,7,8,8,3,2,1,72,42,14.40,571760,Andrew Heaney,6.0,2,4,,,,94.0,92.0,93.0,0.162,,1.27,,88.3,,,,,0.243,0.385,0.255,0.171,0.341,0.382,-279.0,111.0,65.0,0.001,-81.55,75.7,0.199,-1.4,92.8,0.243,0.457,0.37200000000000005,138.0,95.0,100.0,,,,,,
2023/04/23,1:37 PM.,8,W,OAK,TEX,home,Roof Closed.,74,666205,2,5,1,0,1,6,6,9,31,3,4,17,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,0.517,0.253,0.081,-2.52,,-0.45,-3.21,93.5,87.9,,87.1,,,,0.293,0.475,0.242,0.333,0.5,0.387,5.0,7,4,4,4,3,1,93,55,7.23,594798,Jacob deGrom,6.0,1,11,,,,,,,,,,,,,0.268,0.415,0.284,0.395,0.663,0.161,,,,97.0,103.0,104.0,0.149,-2.07,81.2,,,,,,,,,,,,,,,
2023/04/24,6:41 PM.,9,L,CIN,TEX,away,Partly Cloudy.,51,666157,7,6,2,0,2,11,2,10,35,2,6,8,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.137,0.314,0.412,78.0,99.0,88.0,103.0,106.0,100.0,92.0,102.0,101.0,,,,0.053,0.464,,0.125,-0.45,-7.52,,-4.06,93.2,87.3,93.4,,0.7,1.0,0.0,,,,0.471,0.706,0.326,4.0,9,6,6,2,6,2,86,56,6.31,543135,Nathan Eovaldi,6.0,3,7,,,,,,,,,,,,,0.286,0.536,0.45,0.297,0.578,0.19,,,,97.0,94.0,97.0,0.358,-2.74,79.6,,,,,,,,,,,,,,,
2023/04/25,6:40 PM.,9,L,CIN,TEX,away,Cloudy.,60,596133,7,6,3,0,3,14,2,10,37,2,6,13,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,88.0,102.0,96.0,,,,112.0,101.0,104.0,,0.435,0.137,0.2,-1.47,,-2.22,-2.01,94.0,86.1,,85.8,,,,0.235,0.294,0.321,0.316,0.547,0.32299999999999995,5.2,8,6,6,2,8,3,99,61,7.71,527048,Martín Pérez,6.1,0,5,,,,99.0,103.0,102.0,0.11,0.118,0.87,-1.56,90.3,81.7,0.255,0.691,0.16699999999999998,0.311,0.543,0.175,0.218,0.473,0.252,,,,,,,,,,,,,,,,,,,,,
2023/04/26,12:37 PM.,9,L,CIN,TEX,away,Partly Cloudy.,58,668933,5,3,2,0,0,8,4,5,29,0,3,16,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,57.0,90.0,82.0,166.0,102.0,114.0,0.097,,0.373,0.0,,-1.17,-0.37,-25.75,,90.4,96.5,88.3,0.286,0.429,0.1,0.221,0.461,0.32899999999999996,,,,6.0,3,2,2,4,3,0,101,59,2.10,592351,Jon Gray,6.0,3,2,,,,116.0,98.0,100.0,0.529,,0.15,,95.8,,,,,,,,0.292,0.436,0.171,,,,,,,,,,,,,,,,,,,,,
2023/04/27,7:07 PM.,10,L,NYY,TEX,home,Partly Cloudy.,67,543037,4,2,2,0,0,10,2,6,33,0,2,13,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,125.0,104.0,108.0,,,,136.0,105.0,114.0,,0.53,0.208,0.071,1.66,,1.69,-0.54,96.7,89.1,,89.1,,,,0.186,0.251,0.327,0.235,0.51,0.28600000000000003,6.2,6,2,2,1,8,0,92,69,1.11,571760,Andrew Heaney,6.0,3,6,114.0,103.0,113.0,107.0,103.0,102.0,0.07,0.121,0.61,0.94,92.7,82.9,0.215,0.269,0.244,0.201,0.332,0.228,0.262,0.377,0.311,,,,,,,,,,,,,,,,,,,,,
2023/04/28,7:07 PM.,10,W,NYY,TEX,home,Roof Closed.,74,657376,2,5,4,0,1,11,1,10,34,0,5,15,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,4.64,4.33,159.0,102.0,102.0,104.0,0.783,8.43,2.6,9.57,1.36,1.16,0.232,0.447,0.154,0.309,0.439,31.0,95.0,88.0,,,,68.0,103.0,88.0,109.0,99.0,107.0,0.241,,0.274,0.015,,-0.2,-0.59,-7.35,,89.4,93.4,86.0,0.288,0.447,0.11,0.276,0.559,0.263,0.5,0.5,0.091,5.0,10,5,5,1,8,1,97,64,6.84,594798,Jacob deGrom,3.2,0,2,146.0,100.0,118.0,96.0,106.0,105.0,0.279,0.191,0.27,-0.46,91.3,83.7,0.198,0.314,0.345,,,,0.28,0.457,0.222,,,,,,,,,,,,,,,,,,,,,
2023/04/29,6:08 PM.,10,W,NYY,TEX,home,Roof Closed.,74,666745,0,2,1,0,1,7,3,5,27,1,2,14,666745,jhonybrito,Brito,Right,Jhony Brito,NYY,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.399,0.134,0.347,0.424,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.29,-0.97,1.05,0.17,0.5,95.8,88.8,96.0,83.0,0.282,0.436,0.149,0.172,0.31,0.28,0.232,0.392,0.282,5.0,4,2,2,1,5,1,59,43,5.56,543135,Nathan Eovaldi,9.0,0,8,,,,,,,,0.104,,-1.87,,80.4,0.348,0.696,0.188,0.167,0.5,0.179,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/30,1:38 PM.,10,W,NYY,TEX,home,Sunny.,82,641482,2,15,4,0,4,10,8,11,36,1,15,11,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,0.005,0.521,0.158,0.028,0.68,4.05,-1.47,-6.99,91.6,83.4,89.3,76.9,,,,0.2,0.2,0.429,0.5,0.6,0.294,4.2,5,7,7,4,7,3,100,55,4.91,527048,Martín Pérez,6.0,1,2,,,,110.0,102.0,102.0,0.288,,0.39,,86.6,,,,,0.213,0.352,0.249,0.26,0.545,0.20600000000000002,,,,,,,,,,,,,,,,,,,,,
