date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,KC_ba,KC_slg,KC_whiff
2023/04/11,6:40 PM.,4,W,COL,STL,away,Clear.,82,607536,6,9,2,0,3,8,6,11,36,0,9,18,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,0.283,0.184,0.236,0.122,1.13,-0.86,-0.2,-3.3,88.8,84.2,88.7,84.1,0.349,0.529,0.091,0.239,0.431,0.127,0.246,0.549,0.2,0.435,0.681,0.139,6.0,6,2,2,2,5,2,83,50,0.96,571945,Miles Mikolas,5.0,6,3,,,,,,,,,,,,,,,,,,,,,,,,,0.261,0.41,0.32,96.0,105.0,105.0,0.176,-1.91,80.6,,,,,,,,,,,,
2023/04/12,1:11 PM.,4,W,COL,STL,away,Partly Cloudy.,85,570632,4,7,3,0,3,13,3,11,38,1,7,11,570632,joseurena,Ureña,Right,José Ureña,- - -,6.45,5.77,44.2,99.0,90.0,93.0,0.803,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.093,0.411,0.372,61.0,98.0,82.0,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,0.288,0.217,0.253,0.243,-4.06,-1.62,-0.94,-0.46,95.4,87.4,95.0,86.2,0.339,0.589,0.171,0.351,1.0,0.075,0.214,0.452,0.36,0.22,0.39,0.258,5.0,5,3,3,1,6,2,77,49,9.90,656427,Jack Flaherty,5.1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/13,6:45 PM.,5,L,PIT,STL,home,Clear.,79,592826,5,0,3,0,0,10,3,6,34,2,0,19,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,110.0,97.0,102.0,63.0,94.0,91.0,101.0,100.0,104.0,0.011,0.415,0.446,0.125,-1.31,6.0,2.19,-1.78,93.2,88.6,92.9,83.2,,,,0.314,0.51,0.222,0.192,0.308,0.319,0.25,0.375,0.257,6.0,3,0,0,2,6,0,95,60,5.40,656756,Jordan Montgomery,6.1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,146.0,144.0,0.003,-2.3,80.6,,,,,,,,,,,,
2023/04/14,7:15 PM.,5,W,PIT,STL,home,Clear.,78,670912,0,3,1,0,0,12,2,9,33,0,3,19,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.367,0.041,-1.25,0.93,0.8,-0.07,95.8,88.1,95.7,88.2,0.276,0.345,0.065,0.277,0.477,0.183,0.21,0.349,0.326,0.25,0.3,0.35700000000000004,7.0,6,1,1,1,10,0,93,66,2.45,663765,Jake Woodford,5.1,0,3,,,,,,,,,,87.0,97.0,101.0,,,,,0.149,,0.82,,80.9,,,,0.193,0.352,0.308,,,,,,,,,,,,,,,,,,
2023/04/15,1:14 PM.,5,L,PIT,STL,home,Rain.,70,672710,6,3,2,0,0,11,7,7,32,4,3,23,672710,roansycontreras,Contreras,Right,Roansy Contreras,PIT,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.463,0.117,0.341,0.394,69.0,91.0,89.0,90.0,96.0,93.0,,,,108.0,105.0,111.0,,0.402,0.443,0.039,-2.43,,0.86,2.33,94.3,89.4,,83.6,,,,0.381,0.598,0.09699999999999999,0.0,0.0,0.28600000000000003,0.273,0.273,0.059000000000000004,6.0,6,2,2,3,6,0,87,55,6.00,571927,Steven Matz,5.2,2,6,,,,,,,,,,99.0,98.0,103.0,,,,,0.117,,-1.73,,76.8,,,,0.222,0.593,0.447,,,,,,,,,,,,,,,,,,
2023/04/16,1:15 PM.,5,W,PIT,STL,home,Overcast.,47,656605,4,5,4,0,1,6,5,12,40,0,5,20,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.261,0.161,0.028,0.66,1.66,-0.5,-2.63,95.2,90.7,93.9,82.8,0.258,0.346,0.105,0.176,0.351,0.302,0.221,0.324,0.272,0.36,0.6,0.21100000000000002,6.0,7,3,3,2,3,1,91,60,3.80,571945,Miles Mikolas,5.2,2,4,,,,,,,,,,91.0,94.0,98.0,99.0,98.0,99.0,0.242,0.08,-0.07,-1.97,89.7,78.0,0.316,0.503,0.23600000000000002,0.273,0.614,0.235,,,,,,,,,,,,,,,,,,
2023/04/17,6:46 PM.,6,L,AZ,STL,home,Clear.,67,518876,6,3,2,0,1,7,0,6,31,1,3,9,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.231,0.04,0.83,-0.64,2.43,92.2,88.7,92.4,85.5,0.261,0.378,0.163,0.224,0.489,0.259,0.217,0.391,0.413,0.18,0.234,0.32,6.0,5,1,1,0,3,0,85,59,2.53,656427,Jack Flaherty,6.0,4,4,,,,,,,,,,121.0,105.0,111.0,87.0,101.0,99.0,0.181,0.11,0.88,-0.45,90.8,82.1,0.22,0.352,0.244,0.268,0.411,0.256,,,,,,,,,,,,,,,,,,
2023/04/18,6:48 PM.,6,L,AZ,STL,home,Partly Cloudy.,71,686753,8,7,3,0,3,9,8,8,35,0,7,16,686753,dreyjameson,Jameson,Right,Drey Jameson,ARI,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,95.0,94.0,93.0,102.0,105.0,99.0,92.0,94.0,89.0,115.0,99.0,106.0,0.298,0.272,0.261,0.132,-0.7,-0.74,0.4,2.95,97.0,89.1,95.0,85.4,0.362,0.468,0.22899999999999998,0.279,0.581,0.165,0.158,0.316,0.519,0.19,0.19,0.33299999999999996,3.2,3,2,2,4,3,1,71,39,2.25,656756,Jordan Montgomery,4.0,7,2,,,,,,,,,,119.0,89.0,96.0,,,,,0.037,,1.43,,80.8,,,,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
2023/04/19,12:14 PM.,6,W,AZ,STL,home,Sunny.,78,518516,5,14,4,1,2,6,9,13,36,3,13,18,518516,madisonbumgarner,Bumgarner,Left,Madison Bumgarner,ARI,10.26,8.96,16.2,91.0,84.0,83.0,0.855,5.4,8.1,13.5,2.16,0.92,0.234,0.484,0.172,0.359,0.414,78.0,79.0,70.0,68.0,84.0,78.0,,,,,,,,0.331,,0.123,-0.68,,,-12.26,89.5,84.3,,,,,,0.133,0.4,0.237,,,,1.0,2.75,0.273,3.0,7,7,7,4,2,1,80,48,10.26,663765,Jake Woodford,5.0,4,1,,,,,,,,,,80.0,102.0,95.0,103.0,97.0,87.0,0.349,0.197,-1.77,-3.0,86.2,77.2,0.375,0.5,0.16399999999999998,0.333,0.571,0.083,,,,,,,,,,,,,,,,,,
2023/04/21,7:10 PM.,7,L,SEA,STL,away,Cloudy.,52,669923,5,2,1,0,0,7,0,3,30,0,2,7,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.216,0.394,0.197,0.018,1.34,0.43,1.03,-5.31,96.1,86.6,95.8,86.3,0.261,0.383,0.131,0.234,0.392,0.28,0.264,0.377,0.22,0.5,0.9,0.125,6.0,3,2,2,0,5,0,86,58,3.57,571927,Steven Matz,5.1,4,7,95.0,103.0,110.0,0.061,1.07,84.9,0.143,0.286,0.35700000000000004,,,,,,,,,,,,,,,,0.265,0.458,0.159,,,,0.115,0.35,81.8,75.1,0.001,0.26,,,,,,,,,
2023/04/22,6:41 PM.,7,L,SEA,STL,away,Cloudy.,59,622491,5,4,2,0,1,15,2,9,35,1,4,17,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,88.3,95.9,85.7,0.239,0.337,0.136,0.165,0.384,0.33,0.234,0.455,0.37799999999999995,0.28,0.42,0.325,5.0,7,3,3,2,8,0,100,66,1.52,571945,Miles Mikolas,5.1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/23,1:11 PM.,7,W,SEA,STL,away,Cloudy.,54,623167,3,7,0,0,3,8,5,13,37,0,6,19,623167,chrisflexen,Flexen,Right,Chris Flexen,- - -,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.417,0.137,0.346,0.401,93.0,97.0,97.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,0.019,0.409,0.097,0.16,-2.66,-7.15,-2.44,0.72,91.9,81.0,90.9,80.8,0.6,0.7,0.111,0.379,0.739,0.174,0.389,0.444,0.14800000000000002,0.213,0.32,0.397,4.0,9,6,6,3,3,2,84,52,8.86,656427,Jack Flaherty,6.0,3,9,,,,,,,,,,92.0,95.0,111.0,87.0,100.0,94.0,0.293,0.022,-0.47,2.61,87.9,71.6,0.287,0.504,0.20199999999999999,0.125,0.125,0.35700000000000004,,,,,,,,,,,,,,,,,,
2023/04/24,6:47 PM.,8,L,SF,STL,away,Partly Cloudy.,58,502171,4,0,2,0,0,4,1,6,32,0,0,11,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,-3.47,0.33,-1.31,,95.8,,94.5,86.2,0.28,0.435,0.129,,,,0.333,0.542,0.306,,,,9.0,6,0,0,1,4,0,109,70,1.91,656756,Jordan Montgomery,6.0,0,6,78.0,103.0,103.0,0.388,0.2,89.5,0.239,0.386,0.24600000000000002,,,,,,,,,,,,,,,,0.379,0.638,0.32,115.0,95.0,103.0,0.162,-1.38,83.6,,,,,,,,,,,,
2023/04/25,6:47 PM.,8,L,SF,STL,away,Clear.,63,605154,5,4,1,0,1,8,0,9,34,0,4,12,605154,johnbrebbia,Brebbia,Right,John Brebbia,SFG,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,114.0,-42.0,-5.0,107.0,104.0,104.0,,,,108.0,107.0,107.0,,0.458,0.539,0.003,1.09,,-0.13,6.56,94.5,89.2,,82.8,,,,0.2,0.236,0.297,0.227,0.511,0.256,,,,1.1,1,0,0,0,2,0,24,16,4.82,663765,Jake Woodford,5.1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/26,6:46 PM.,8,L,SF,STL,away,Partly Cloudy.,62,543101,7,3,3,0,2,6,6,8,31,0,3,21,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,0.277,0.126,0.448,0.098,-1.8,-0.66,0.88,-1.71,93.1,86.4,93.1,87.4,0.283,0.5,0.11199999999999999,0.306,0.528,0.132,0.257,0.429,0.26899999999999996,0.344,0.5,0.15,6.0,6,2,2,1,6,2,96,60,2.70,571927,Steven Matz,4.0,2,3,,,,,,,,,,,,,,,,,,,,,,,,,0.16,0.28,0.278,106.0,109.0,109.0,0.05,-0.59,82.2,,,,,,,,,,,,
2023/04/27,12:46 PM.,8,W,SF,STL,away,Sunny.,67,657277,0,6,2,0,2,9,2,12,38,1,6,14,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037,0.212,0.416,-1.37,0.31,0.11,2.18,92.6,87.5,92.3,84.3,0.313,0.481,0.10400000000000001,0.226,0.452,0.3,0.208,0.369,0.28600000000000003,0.225,0.309,0.228,6.2,7,2,2,1,7,1,102,70,4.10,571945,Miles Mikolas,6.1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/28,7:11 PM.,9,L,LAD,STL,away,Clear.,62,669160,7,3,2,0,0,7,7,6,31,3,2,22,669160,dustinmay,May,Right,Dustin May,LAD,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.459,66.0,93.0,97.0,117.0,103.0,106.0,117.0,102.0,108.0,,,,0.335,0.269,,0.045,0.48,3.59,,2.6,97.3,90.9,96.6,,0.161,0.25,0.125,0.22,0.341,0.17800000000000002,,,,0.1,0.1,0.077,5.0,3,2,2,4,4,0,104,67,3.15,656427,Jack Flaherty,4.2,4,7,,,,,,,,,,149.0,102.0,118.0,113.0,111.0,107.0,0.148,0.203,3.03,0.6,93.0,86.3,0.161,0.226,0.14300000000000002,0.167,0.2,0.226,,,,,,,,,,,,,,,,,,
2023/04/29,6:10 PM.,9,L,LAD,STL,away,Clear.,66,477132,1,0,0,0,0,11,1,3,31,0,0,9,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,0.002,0.369,0.434,0.017,0.23,14.84,2.06,-0.46,90.7,84.6,90.9,86.5,0.0,0.0,0.0,0.281,0.451,0.09699999999999999,0.167,0.338,0.36200000000000004,0.2,0.2,0.6,7.0,2,0,0,0,9,0,88,68,1.89,656756,Jordan Montgomery,6.2,1,7,116.0,127.0,165.0,0.002,13.51,84.4,0.0,0.0,0.0,94.0,100.0,106.0,,,,,0.175,,0.13,,73.4,,,,0.212,0.338,0.33799999999999997,,,,,,,,,,,,,,,,,,
2023/04/30,1:10 PM.,9,L,LAD,STL,away,Overcast.,67,592789,6,3,2,0,0,5,0,10,34,0,3,14,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.181,0.067,0.222,0.68,-1.16,-2.33,-2.71,92.2,87.3,92.3,85.0,0.363,0.593,0.138,0.208,0.354,0.182,0.24,0.72,0.083,0.286,0.571,0.218,5.1,8,3,3,0,0,0,73,46,6.32,663765,Jake Woodford,3.2,3,2,43.0,87.0,84.0,0.003,1.25,87.7,,,,95.0,104.0,107.0,85.0,103.0,98.0,0.126,0.141,-0.49,-0.93,89.5,77.9,0.333,0.489,0.18899999999999997,0.233,0.512,0.22,,,,,,,,,,,,,,,,,,
