date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff
2023/06/08,6:07 PM.,20,L,PHI,DET,away,Overcast.,75,554430,3,2,0,0,0,9,3,5,31,0,2,9,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.123,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,90.8,84.4,81.4,0.199,0.333,0.314,,,,0.198,0.36,0.392,0.264,0.473,0.33,7.1,2,1,1,1,8,0,108,75,4.03,663947,Tyler Holton,1.0,0,1,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.144,-0.63,1.62,90.9,95.2,0.252,0.308,0.192,0.27,0.426,0.228,,,,,,,,,,,,,,,,,,,,,
2023/06/09,6:40 PM.,21,L,AZ,DET,home,Cloudy.,76,518876,11,6,2,0,3,6,2,11,36,0,6,12,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,88.7,85.5,82.1,0.224,0.489,0.259,0.18,0.234,0.32,0.217,0.391,0.413,0.268,0.411,0.256,6.1,7,3,3,2,5,1,92,63,2.92,547179,Michael Lorenzen,6.2,6,3,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.181,0.88,0.83,90.8,92.4,0.261,0.378,0.163,0.22,0.352,0.244,,,,,,,,,,,,,,,,,,,,,
2023/06/10,1:10 PM.,21,L,AZ,DET,home,Sunny.,80,669194,5,0,3,0,0,8,3,6,32,0,0,10,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,0.546,0.134,0.052,0.133,-0.72,0.52,-2.44,-0.16,94.4,83.3,81.7,76.4,0.308,0.553,0.16699999999999998,0.203,0.407,0.312,0.174,0.565,0.257,0.429,0.714,0.182,5.2,4,0,0,2,4,0,90,58,4.95,571510,Matthew Boyd,5.0,5,3,,,,101.0,111.0,105.0,,0.135,-1.72,,85.6,,,,,0.326,0.539,0.218,,,,,,,,,,,,,,,,,,,,,
2023/06/11,11:35 AM.,21,L,AZ,DET,home,Cloudy.,67,668678,7,5,3,1,1,9,4,11,36,0,5,18,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,105.0,116.0,112.0,0.491,0.045,,0.139,1.59,0.34,,1.05,93.6,86.8,87.4,,0.238,0.36,0.192,0.21,0.336,0.314,0.25,0.389,0.265,0.21,0.344,0.405,5.2,10,5,5,2,5,1,94,62,3.09,676684,Will Vest,1.0,0,0,97.0,95.0,92.0,106.0,99.0,94.0,0.007,0.092,-2.24,-3.38,90.2,93.0,0.286,0.714,0.125,0.352,0.648,0.205,121.0,104.0,112.0,,,,,0.227,,0.46,,82.5,,,,,,,,,
2023/06/12,6:40 PM.,22,W,ATL,DET,home,Cloudy.,64,450203,5,6,3,0,2,13,3,15,43,0,6,28,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.432,0.103,-1.26,,1.79,0.86,94.9,86.0,,82.3,0.292,0.482,0.225,0.25,0.339,0.336,,,,0.177,0.258,0.42,5.2,4,0,0,3,8,0,104,61,3.60,669438,Mason Englert,2.2,1,1,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.711,0.071,0.296,0.407,0.3,,,,,,,,,,,,,,,,,,,,,
2023/06/14,5:05 PM.,22,L,ATL,DET,home,Partly Cloudy.,73,689266,6,5,0,0,3,8,3,6,33,0,5,7,689266,dylandodd,Dodd,Left,Dylan Dodd,ATL,7.6,8.37,34.1,106.0,82.0,98.0,0.842,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,74.0,96.0,93.0,,,,80.0,111.0,99.0,87.0,101.0,98.0,0.489,0.285,,0.178,-1.53,-4.07,,-3.11,92.1,82.9,81.8,,0.342,0.595,0.13,0.355,0.516,0.204,0.375,0.75,0.301,,,,4.0,6,5,5,3,2,3,79,50,7.40,547179,Michael Lorenzen,6.0,6,3,,,,92.0,112.0,94.0,,0.048,-3.19,,85.3,,,,,0.333,0.667,0.11800000000000001,,,,,,,,,,,,,,,,,,,,,
2023/06/14,1:10 PM.,22,L,ATL,DET,home,Partly Cloudy.,66,675911,10,7,2,0,3,10,3,15,41,0,6,20,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.338,,0.073,0.4,1.67,,0.97,97.2,87.0,85.6,,0.256,0.431,0.287,0.122,0.184,0.444,0.154,0.269,0.5529999999999999,,,,5.0,7,5,5,2,6,3,94,59,4.12,681857,Reese Olson,3.1,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/15,6:12 PM.,23,W,MIN,DET,away,Clear.,71,543243,4,8,3,1,0,7,4,12,36,1,7,10,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,122.0,108.0,121.0,0.271,0.205,0.168,0.067,0.61,3.25,0.87,-0.63,92.9,87.9,84.3,79.6,0.301,0.422,0.16399999999999998,0.27,0.405,0.174,0.096,0.117,0.413,0.257,0.371,0.282,4.0,3,2,2,4,3,0,79,45,2.37,571510,Matthew Boyd,6.0,4,8,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.131,1.3,-0.46,87.6,92.8,0.275,0.413,0.177,0.265,0.368,0.278,,,,,,,,0.001,,-0.41,,72.9,,,,,,,,,
2023/06/16,7:11 PM.,23,W,MIN,DET,away,Clear.,77,657746,1,7,2,0,3,8,1,9,34,0,7,7,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,102.0,88.0,94.0,0.569,0.159,,,0.89,-2.12,,,92.3,,80.3,,0.24,0.457,0.287,,,,0.32,0.56,0.24100000000000002,,,,7.0,7,6,6,0,7,2,99,74,3.30,676684,Will Vest,1.0,0,2,,,,,,,,,,,,,,,,,,,,,,91.0,104.0,102.0,0.272,,-0.3,,83.9,,0.242,0.415,0.213,,,,,,
2023/06/17,1:10 PM.,23,L,MIN,DET,away,Cloudy.,81,592254,2,0,1,0,0,5,1,3,27,0,0,2,592254,josedeleon,"De León, J",Right,José De León,MIN,4.67,4.48,17.1,104.0,111.0,110.0,0.774,8.83,2.6,8.31,1.04,1.11,0.234,0.404,0.213,0.277,0.454,84.0,99.0,101.0,,,,129.0,102.0,110.0,108.0,110.0,117.0,0.521,0.137,,0.239,2.59,2.61,,-2.79,93.8,84.9,79.6,,0.182,0.212,0.24,0.353,0.706,0.258,0.222,0.222,0.33299999999999996,,,,2.0,0,0,0,0,2,0,24,18,3.38,666214,Joey Wentz,6.0,2,9,,,,87.0,107.0,106.0,,0.102,-0.72,,86.9,,,,,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,
2023/06/18,1:11 PM.,23,W,MIN,DET,away,Partly Cloudy.,72,686973,4,6,2,2,2,7,3,11,35,0,6,17,686973,louievarland,Varland,Right,Louie Varland,MIN,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.082,0.381,0.467,86.0,91.0,95.0,,,,107.0,111.0,110.0,107.0,107.0,107.0,0.427,0.132,,0.113,-0.42,-2.34,,-1.07,95.3,85.9,83.9,,0.267,0.533,0.237,0.267,0.6,0.264,0.22,0.512,0.263,,,,4.1,9,6,6,2,4,2,99,67,5.30,676684,Will Vest,0.2,0,0,104.0,93.0,94.0,89.0,105.0,102.0,0.009,0.319,0.85,6.39,89.3,95.7,,,,0.25,0.405,0.285,,,,,,,,,,,,,,,,,,,,,
2023/06/19,6:40 PM.,24,W,KC,DET,home,Clear.,82,543475,4,6,2,0,1,4,3,8,31,0,6,12,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,99.0,107.0,110.0,0.306,0.247,0.131,0.109,1.11,-1.31,-1.6,-1.66,91.2,85.5,80.2,79.4,0.227,0.444,0.154,0.26,0.481,0.257,0.28,0.543,0.249,0.238,0.476,0.21899999999999997,6.0,6,3,3,1,3,0,92,61,6.72,681857,Reese Olson,6.0,3,8,76.0,103.0,88.0,96.0,99.0,98.0,0.131,0.076,-0.94,-0.01,86.8,90.5,0.248,0.457,0.158,0.314,0.725,0.19,,,,,,,,,,,,,,,,,,,,,
2023/06/20,6:41 PM.,24,L,KC,DET,home,Clear.,84,663738,1,0,1,0,0,4,5,2,28,0,0,10,663738,daniellynchiv,Lynch IV,Left,Daniel Lynch IV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.293,0.537,0.166,0.125,0.156,0.34700000000000003,0.238,0.452,0.28800000000000003,0.417,0.667,0.22699999999999998,7.0,1,0,0,2,2,0,78,47,4.45,547179,Michael Lorenzen,6.0,1,7,,,,,,,,,,,,,0.75,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/21,1:10 PM.,24,W,KC,DET,home,Sunny.,82,663903,4,9,2,0,1,3,1,11,35,0,9,12,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,101.0,104.0,0.002,0.426,,0.063,-2.24,0.01,,-0.3,90.9,87.7,84.0,,,,,0.265,0.353,0.10400000000000001,0.0,0.0,0.6,,,,7.0,7,5,5,1,2,1,97,66,6.34,571510,Matthew Boyd,6.0,2,7,86.0,99.0,90.0,,,,0.51,,,-1.24,,92.1,0.339,0.555,0.113,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/23,6:41 PM.,25,L,MIN,DET,home,Cloudy.,68,628317,4,1,1,0,0,16,4,7,31,0,1,14,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,94.0,96.0,95.0,76.0,102.0,91.0,105.0,99.0,103.0,0.274,0.306,0.036,,0.35,-0.07,-2.4,,91.0,,81.6,76.4,0.275,0.451,0.251,,,,0.206,0.471,0.28800000000000003,0.333,0.667,0.063,5.0,3,0,0,2,8,0,83,53,6.86,666214,Joey Wentz,5.0,3,4,73.0,107.0,96.0,,,,0.064,,,-0.88,,90.3,0.385,0.538,0.128,,,,,,,138.0,107.0,112.0,0.319,,1.6,,84.1,,0.182,0.263,0.35,,,,,,
2023/06/24,7:15 PM.,25,W,MIN,DET,home,Partly Cloudy.,84,641154,2,3,0,0,0,11,2,8,32,0,3,16,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,0.345,0.214,0.125,0.211,0.1,1.34,0.25,-0.17,94.9,88.4,84.4,82.5,0.268,0.468,0.315,0.257,0.41,0.284,0.173,0.287,0.366,0.202,0.33,0.364,6.0,7,3,3,1,10,0,100,73,4.41,681857,Reese Olson,5.1,1,9,98.0,105.0,104.0,,,,0.106,,,2.08,,94.5,0.278,0.342,0.126,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/25,12:10 PM.,25,L,MIN,DET,home,Partly Cloudy.,82,641927,6,3,2,0,0,14,3,6,35,0,3,15,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,83.7,81.0,77.5,0.232,0.425,0.27699999999999997,0.226,0.35,0.298,0.255,0.48,0.32899999999999996,0.194,0.306,0.161,6.0,5,3,3,1,8,0,89,55,2.97,547179,Michael Lorenzen,5.0,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/26,7:08 PM.,26,W,TEX,DET,away,Roof Closed.,74,571760,2,7,1,1,2,8,3,10,35,0,7,11,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.169,0.1,-1.35,-3.87,-0.11,92.5,84.0,82.0,74.4,0.236,0.431,0.256,0.274,0.452,0.24,0.259,0.443,0.29600000000000004,,,,5.2,6,6,6,3,5,2,101,65,4.38,571510,Matthew Boyd,0.2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/27,7:08 PM.,26,L,TEX,DET,away,Roof Closed.,74,527048,8,3,0,0,1,7,2,5,30,0,3,7,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,88.0,94.0,96.0,0.04,0.01,0.037,0.265,3.25,2.0,3.35,-0.75,91.8,84.1,83.4,79.1,0.167,0.222,0.146,0.316,0.447,0.278,0.0,0.0,0.2,0.063,0.063,0.353,6.0,4,2,2,2,4,0,88,53,4.28,666159,Matt Manning,5.2,2,4,73.0,102.0,95.0,79.0,99.0,88.0,0.428,0.221,-2.02,0.44,89.2,91.6,0.244,0.394,0.09699999999999999,0.342,0.64,0.11699999999999999,,,,,,,,,,,,,,,,,,,,,
2023/06/28,7:08 PM.,26,L,TEX,DET,away,Roof Closed.,74,641540,10,2,1,0,1,10,0,5,32,0,2,5,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,101.0,106.0,106.0,0.032,0.234,0.016,0.156,-3.75,0.14,-3.56,-0.87,90.5,85.7,82.1,78.1,0.294,0.765,0.235,0.301,0.478,0.258,0.212,0.364,0.345,0.25,0.25,0.5,8.2,4,2,2,0,10,1,100,75,2.69,666214,Joey Wentz,4.2,4,5,79.0,104.0,94.0,90.0,100.0,95.0,0.331,0.2,0.82,1.37,88.9,91.0,0.246,0.354,0.08,0.258,0.393,0.231,,,,,,,,0.032,,-0.43,,77.5,,,,,,,,,
2023/06/29,1:08 PM.,26,W,TEX,DET,away,Roof Closed.,74,674003,5,8,1,1,2,12,6,11,37,0,8,17,674003,codybradford,Bradford,Left,Cody Bradford,TEX,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,91.0,100.0,102.0,,,,64.0,109.0,99.0,66.0,104.0,103.0,0.546,0.044,,0.276,0.16,-6.76,,0.74,90.4,82.1,83.1,,0.26,0.535,0.18600000000000003,0.2,0.283,0.33899999999999997,0.5,0.9,0.15,,,,4.1,4,3,3,3,8,1,90,61,5.59,681857,Reese Olson,1.2,1,2,,,,,,,,0.134,-1.23,,86.6,,,,,0.316,0.737,0.17,,,,,,,,,,,,,,,,,,,,,
2023/06/30,6:10 PM.,27,L,COL,DET,away,Partly Cloudy.,66,596295,8,5,0,0,1,10,1,9,35,1,4,14,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,68.0,97.0,85.0,93.0,98.0,102.0,0.439,0.201,,0.181,-1.99,0.96,,-0.07,90.6,81.6,84.8,,0.344,0.656,0.11800000000000001,0.296,0.509,0.19899999999999998,0.275,0.383,0.247,0.226,0.358,0.28,7.0,6,3,2,1,7,0,84,60,6.64,547179,Michael Lorenzen,5.0,5,4,66.0,7.0,2.0,,,,0.012,,,-5.34,,90.8,0.4,1.0,0.16699999999999998,,,,90.0,103.0,104.0,,,,,0.168,,-0.75,,77.6,,,,,,,,,
2023/07/01,7:12 PM.,27,W,COL,DET,away,Partly Cloudy.,79,663567,2,4,2,1,1,4,2,9,38,1,4,16,663567,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.36,5.44,87.1,99.0,90.0,95.0,0.796,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.323,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,86.2,78.0,0.271,0.586,0.16699999999999998,0.235,0.459,0.325,0.308,0.641,0.198,0.267,0.267,0.20800000000000002,3.0,2,0,0,1,2,0,45,27,6.29,686839,Brendan White,1.1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/02,1:11 PM.,27,W,COL,DET,away,Partly Cloudy.,86,657756,9,14,2,1,5,5,4,12,39,0,14,4,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018,0.133,-1.53,-2.41,-8.0,0.41,92.6,80.6,85.3,78.7,0.338,0.605,0.18600000000000003,0.204,0.265,0.22699999999999998,0.313,0.616,0.262,0.5,0.6,0.231,5.0,7,8,8,1,4,3,69,49,6.62,666159,Matt Manning,5.0,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/04,6:40 PM.,28,L,OAK,DET,home,Clear.,86,676664,1,0,0,0,0,10,2,6,36,1,0,20,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,93.0,102.0,96.0,93.0,102.0,106.0,0.501,0.346,,0.151,-0.84,-0.06,,0.36,93.1,84.1,81.4,,0.256,0.478,0.217,0.277,0.438,0.225,0.21,0.395,0.28300000000000003,,,,7.1,5,0,0,0,4,0,90,67,4.09,669373,Tarik Skubal,4.0,0,6,,,,,,,0.001,,,0.63,,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/05,6:40 PM.,28,L,OAK,DET,home,Clear.,89,643493,12,3,2,1,0,8,4,4,28,0,3,10,643493,austinpruitt,Pruitt,Right,Austin Pruitt,OAK,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,149.0,103.0,114.0,0.26,0.38,0.16,0.06,-1.17,0.34,2.21,1.29,91.8,87.1,87.6,81.2,0.344,0.469,0.182,0.308,0.385,0.2,0.238,0.365,0.245,0.143,0.314,0.22,3.0,0,0,0,0,1,0,34,24,2.93,593958,Eduardo Rodriguez,4.0,5,7,89.0,114.0,97.0,,,,0.14,,,3.55,,91.3,0.216,0.297,0.135,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/06,1:11 PM.,28,W,OAK,DET,home,Cloudy.,80,663687,0,9,4,0,1,9,5,13,35,1,8,19,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.357,0.184,0.316,0.496,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,,,,0.47,0.078,0.06,0.203,-0.58,-2.5,-1.37,0.61,92.6,80.1,77.4,74.9,0.25,0.442,0.217,0.205,0.409,0.368,0.278,0.556,0.188,0.3,0.5,0.2,4.2,8,7,7,4,6,0,105,69,6.07,547179,Michael Lorenzen,5.0,0,4,,,,87.0,104.0,98.0,,0.188,-1.58,,90.5,,,,,0.351,0.544,0.16699999999999998,,,,,,,,,,,,,,,,,,,,,
2023/07/07,6:40 PM.,29,L,TOR,DET,home,Partly Cloudy.,79,666201,12,2,0,0,0,11,1,7,33,0,2,12,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,94.0,93.0,96.0,0.29,0.3,,0.128,-2.16,-1.17,,-1.01,92.8,86.3,80.8,,0.316,0.592,0.244,0.273,0.432,0.2,0.239,0.432,0.28600000000000003,,,,6.0,5,1,1,0,8,0,91,64,5.91,656412,Alex Faedo,3.2,7,2,92.0,96.0,91.0,,,,0.282,,,0.68,,92.6,0.25,0.379,0.129,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/08,2:32 PM.,29,W,TOR,DET,home,Overcast.,69,592332,0,2,1,1,0,10,3,5,28,0,2,9,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.108,,,1.13,-0.97,,,94.7,,83.6,,0.243,0.409,0.172,,,,0.348,0.565,0.353,,,,6.0,5,2,2,2,7,0,96,62,3.03,666159,Matt Manning,6.2,0,5,,,,,,,,,,,,,,,,,,,,,,105.0,108.0,109.0,0.384,,0.3,,86.3,,0.201,0.307,0.43200000000000005,,,,,,
2023/07/09,1:40 PM.,29,L,TOR,DET,home,Cloudy.,74,605135,4,3,3,0,1,11,0,11,40,0,3,21,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,106.0,93.0,102.0,0.093,0.136,0.126,0.065,-3.9,-0.72,0.67,1.71,92.4,84.1,75.6,70.7,0.333,0.652,0.20600000000000002,0.189,0.351,0.10099999999999999,0.227,0.636,0.191,0.192,0.295,0.318,4.0,9,3,3,0,4,1,89,59,4.19,669373,Tarik Skubal,4.0,0,5,92.0,104.0,98.0,95.0,105.0,102.0,0.393,0.153,-1.13,2.11,87.8,91.9,0.22,0.336,0.14400000000000002,0.274,0.496,0.253,,,,78.0,84.0,84.0,0.033,,-3.07,,82.6,,0.375,0.563,0.226,,,,,,
2023/07/14,7:10 PM.,30,W,SEA,DET,away,Clear.,80,622491,4,5,0,0,3,9,3,6,34,2,5,9,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,117.0,100.0,108.0,0.444,0.221,,0.156,1.31,-0.12,,-1.6,96.3,88.3,85.7,,0.165,0.384,0.33,0.28,0.42,0.325,0.234,0.455,0.37799999999999995,,,,5.0,4,3,3,0,5,2,91,60,2.96,593958,Eduardo Rodriguez,5.0,2,7,82.0,103.0,95.0,,,,0.179,,,0.6,,95.9,0.239,0.337,0.136,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/15,6:41 PM.,30,W,SEA,DET,away,Clear.,84,669923,0,6,2,0,2,11,1,9,35,0,6,5,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,0.394,0.197,,0.018,1.34,1.03,,-5.31,96.1,86.6,86.3,,0.234,0.392,0.28,0.5,0.9,0.125,0.264,0.377,0.22,0.265,0.458,0.159,5.0,8,6,6,1,4,2,87,59,3.43,547179,Michael Lorenzen,6.2,0,7,106.0,110.0,109.0,,,,0.216,,,0.43,,95.8,0.261,0.383,0.131,,,,,,,95.0,103.0,110.0,0.061,0.115,1.07,0.35,84.9,81.8,0.143,0.286,0.35700000000000004,75.1,0.001,0.26,,,
