date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff
2023/04/12,7:08 PM.,4,L,TOR,DET,away,Clear.,61,592332,4,3,2,0,2,11,1,6,34,0,3,12,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.108,,,1.13,-0.97,,,94.7,,83.6,,0.243,0.409,0.172,,,,0.348,0.565,0.353,,,,8.0,5,3,3,0,11,2,103,77,1.35,593958,Eduardo Rodriguez,6.0,1,3,,,,,,,,,,,,,,,,,,,,,,105.0,108.0,109.0,0.384,,0.3,,86.3,,0.201,0.307,0.43200000000000005,,,,,,
2023/04/13,7:08 PM.,4,W,TOR,DET,away,Clear.,59,605135,1,3,5,0,0,10,5,7,33,0,3,28,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,106.0,93.0,102.0,0.093,0.136,0.126,0.065,-3.9,-0.72,0.67,1.71,92.4,84.1,75.6,70.7,0.333,0.652,0.20600000000000002,0.189,0.351,0.10099999999999999,0.227,0.636,0.191,0.192,0.295,0.318,6.0,4,2,2,3,7,0,107,67,7.63,605513,Spencer Turnbull,5.0,1,6,92.0,104.0,98.0,95.0,105.0,102.0,0.393,0.153,-1.13,2.11,87.8,91.9,0.22,0.336,0.14400000000000002,0.274,0.496,0.253,,,,78.0,84.0,84.0,0.033,,-3.07,,82.6,,0.375,0.563,0.226,,,,,,
2023/04/14,6:41 PM.,5,W,SF,DET,home,Partly Cloudy.,80,640455,5,7,4,1,1,15,5,10,40,2,7,23,640455,seanmanaea,Manaea,Left,Sean Manaea,SFG,4.44,4.21,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.143,0.305,0.448,90.0,97.0,94.0,,,,90.0,105.0,95.0,92.0,95.0,98.0,0.562,0.26,,0.17,0.91,-0.93,,1.06,93.6,86.6,82.3,,0.235,0.39,0.233,0.224,0.342,0.183,0.122,0.143,0.36700000000000005,,,,3.1,4,2,2,1,4,0,82,53,4.76,666214,Joey Wentz,5.2,1,7,121.0,109.0,108.0,,,,0.008,0.0,-5.8,-6.19,90.3,94.0,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/15,1:11 PM.,5,W,SF,DET,home,Partly Cloudy.,76,543101,6,7,2,0,1,7,2,10,40,1,7,20,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,86.0,88.0,84.0,101.0,97.0,101.0,0.126,0.448,,0.098,-1.8,0.88,,-1.71,93.1,86.4,87.4,,0.306,0.528,0.132,0.344,0.5,0.15,0.257,0.429,0.26899999999999996,0.16,0.28,0.278,6.2,6,3,2,0,5,1,105,69,1.42,547179,Michael Lorenzen,4.0,6,6,90.0,106.0,99.0,,,,0.277,,,-0.66,,93.1,0.283,0.5,0.11199999999999999,,,,106.0,109.0,109.0,,,,,0.05,,-0.59,,82.2,,,,,,,,,
2023/07/24,1:10 PM.,5,W,SF,DET,home,Sunny.,81,548389,1,5,2,0,1,5,0,12,35,0,5,15,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,94.0,112.0,113.0,,,,59.0,106.0,96.0,97.0,109.0,106.0,0.26,0.292,,0.248,-0.38,0.07,,-2.35,92.5,83.7,87.2,,0.275,0.512,0.275,0.305,0.508,0.289,0.274,0.487,0.179,0.2,0.2,0.20600000000000002,6.0,10,3,3,0,3,0,87,61,5.77,669373,Tarik Skubal,5.0,0,9,47.0,109.0,88.0,,,,0.092,,,-0.64,,90.3,0.325,0.55,0.12300000000000001,,,,119.0,95.0,102.0,83.0,107.0,102.0,0.009,0.099,-0.82,1.22,85.6,75.9,,,,,,,,,
2023/04/18,4:17 PM.,6,W,CLE,DET,home,Partly Cloudy.,46,685410,0,1,0,0,1,8,3,5,28,0,1,12,685410,peytonbattenfield,Battenfield,Right,Peyton Battenfield,CLE,5.19,6.16,34.2,100.0,88.0,94.0,0.756,7.01,3.12,8.83,1.82,1.05,0.168,0.495,0.056,0.439,0.39,72.0,88.0,86.0,72.0,97.0,98.0,73.0,94.0,89.0,,,,0.446,,0.107,0.038,-2.36,,0.03,-4.8,90.8,84.7,,79.7,0.323,0.645,0.129,0.4,0.8,0.33299999999999996,,,,0.4,0.4,0.429,6.0,3,1,1,3,5,1,87,58,1.69,593958,Eduardo Rodriguez,8.0,0,10,,,,109.0,109.0,98.0,,0.408,2.7,,87.3,,,,,0.164,0.279,0.318,,,,,,,,,,,,,,,,,,,,,
2023/04/18,1:11 PM.,6,W,CLE,DET,home,Cloudy.,39,683769,3,4,1,0,1,4,1,14,38,2,4,18,683769,huntergaddis,Gaddis,Right,Hunter Gaddis,CLE,4.5,3.9,42.0,101.0,88.0,96.0,0.848,5.14,3.0,8.79,1.29,0.48,0.3,0.393,0.214,0.329,0.452,57.0,98.0,93.0,93.0,75.0,88.0,87.0,101.0,93.0,102.0,104.0,104.0,0.399,0.317,0.066,0.182,-0.22,0.44,-0.85,-1.29,93.4,81.2,85.3,75.5,0.302,0.476,0.155,0.156,0.469,0.16699999999999998,0.268,0.446,0.16399999999999998,0.0,0.0,0.444,5.0,8,3,3,1,1,0,82,54,7.64,571510,Matthew Boyd,5.0,3,4,,,,90.0,98.0,86.0,,0.036,-1.86,,89.0,,,,,0.333,0.333,0.231,,,,,,,,,,,,,,,,,,,,,
2023/04/19,1:11 PM.,6,L,CLE,DET,home,Sunny.,47,615698,3,2,2,0,2,7,1,8,34,0,2,14,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,,,,0.01,,0.109,0.101,-2.44,,1.28,-2.42,93.8,86.1,,82.0,0.333,0.667,0.2,0.344,0.625,0.182,,,,0.188,0.313,0.158,6.0,4,0,0,1,4,0,83,54,4.15,605513,Spencer Turnbull,5.1,3,3,86.0,96.0,90.0,103.0,94.0,93.0,0.416,0.241,-0.89,0.18,88.1,93.7,0.277,0.428,0.16899999999999998,0.33,0.495,0.221,,,,113.0,104.0,104.0,0.123,,-1.13,,86.8,,0.241,0.362,0.225,,,,,,
2023/04/21,7:06 PM.,7,L,BAL,DET,away,Clear.,80,669330,2,1,0,0,0,8,1,5,30,2,1,11,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,0.377,0.164,0.078,0.185,0.59,1.18,0.41,0.43,92.5,85.4,84.0,74.1,0.2,0.467,0.266,0.196,0.382,0.32799999999999996,0.149,0.23,0.28,0.217,0.348,0.184,7.0,3,0,0,1,5,0,95,61,2.70,547179,Michael Lorenzen,5.0,0,4,,,,85.0,100.0,96.0,,0.195,0.67,,88.7,,,,,0.212,0.537,0.193,,,,,,,,,,,,,,,,,,,,,
2023/04/22,7:05 PM.,7,L,BAL,DET,away,Overcast.,59,502043,5,1,0,0,1,15,4,2,29,1,1,10,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,0.134,0.184,0.084,0.17,-0.69,2.01,0.01,-0.29,92.1,85.5,81.6,79.5,0.287,0.55,0.156,0.288,0.453,0.29100000000000004,0.147,0.228,0.47100000000000003,0.279,0.419,0.40399999999999997,6.1,2,1,1,3,11,1,96,59,3.60,666214,Joey Wentz,4.0,5,4,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,-1.02,-0.08,89.8,91.9,0.289,0.459,0.11,0.345,0.552,0.154,,,,,,,,,,,,,,,,,,,,,
2023/04/23,1:36 PM.,7,L,BAL,DET,away,Cloudy.,64,680570,2,1,1,0,0,12,7,7,34,0,1,24,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,0.496,0.148,0.081,0.224,-0.83,1.92,-0.49,1.7,97.4,83.9,82.4,79.9,0.342,0.535,0.24100000000000002,0.201,0.318,0.28300000000000003,0.153,0.169,0.34,0.176,0.353,0.281,5.0,5,0,0,3,6,0,92,58,5.12,593958,Eduardo Rodriguez,7.0,0,6,,,,76.0,90.0,86.0,,0.052,-1.59,,90.0,,,,,0.333,0.889,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,
2023/04/24,6:41 PM.,8,W,MIL,DET,away,Roof Closed.,62,607067,2,4,1,0,1,8,6,8,32,1,4,15,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,,83.1,78.8,0.135,0.27,0.264,,,,0.226,0.377,0.36200000000000004,0.242,0.455,0.231,5.0,5,4,4,4,1,1,79,41,5.17,571510,Matthew Boyd,5.0,2,8,96.0,105.0,99.0,87.0,99.0,95.0,0.299,0.265,-0.01,0.31,86.7,92.6,0.253,0.42,0.136,0.245,0.519,0.293,,,,62.0,96.0,91.0,0.056,,-5.76,,86.0,,0.44,0.84,0.184,,,,,,
2023/04/25,6:41 PM.,8,W,MIL,DET,away,Roof Closed.,64,641778,3,4,1,0,1,8,2,12,39,1,4,16,641778,ericlauer,Lauer,Left,Eric Lauer,MIL,6.56,7.54,46.2,97.0,82.0,90.0,0.811,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.438,0.431,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,89.0,105.0,100.0,0.432,0.078,0.124,0.007,-1.01,2.07,-6.37,-17.68,90.8,82.8,82.6,75.3,0.261,0.58,0.258,,,,0.188,0.188,0.111,0.412,1.235,0.138,3.0,8,4,4,2,4,1,85,54,5.19,605513,Spencer Turnbull,4.0,2,2,,,,82.0,93.0,87.0,,0.358,-2.06,,86.7,,,,,0.309,0.568,0.212,,,,,,,,,,,,,,,,,,,,,
2023/04/26,12:40 PM.,8,L,MIL,DET,away,Roof Closed.,63,642547,6,2,5,0,0,11,0,7,34,0,2,12,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,88.6,82.4,76.9,0.213,0.387,0.292,0.224,0.388,0.312,0.203,0.392,0.46,0.214,0.381,0.33799999999999997,6.0,5,2,2,0,8,0,98,68,3.77,547179,Michael Lorenzen,5.0,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/27,6:41 PM.,9,L,BAL,DET,home,Clear.,58,502043,7,4,1,0,0,11,10,8,35,1,3,36,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,0.134,0.184,0.084,0.17,-0.69,2.01,0.01,-0.29,92.1,85.5,81.6,79.5,0.287,0.55,0.156,0.288,0.453,0.29100000000000004,0.147,0.228,0.47100000000000003,0.279,0.419,0.40399999999999997,4.1,8,3,3,2,3,0,102,64,3.93,666214,Joey Wentz,5.2,2,6,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,-1.02,-0.08,89.8,91.9,0.289,0.459,0.11,0.345,0.552,0.154,,,,,,,,,,,,,,,,,,,,,
2023/04/29,5:10 PM.,9,L,BAL,DET,home,Cloudy.,63,680570,6,4,1,0,1,12,2,5,33,0,4,9,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,0.496,0.148,0.081,0.224,-0.83,1.92,-0.49,1.7,97.4,83.9,82.4,79.9,0.342,0.535,0.24100000000000002,0.201,0.318,0.28300000000000003,0.153,0.169,0.34,0.176,0.353,0.281,5.0,2,0,0,1,9,0,91,59,4.07,571510,Matthew Boyd,5.2,6,3,,,,76.0,90.0,86.0,,0.052,-1.59,,90.0,,,,,0.333,0.889,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,
2023/04/29,12:10 PM.,9,W,BAL,DET,home,Overcast.,53,665152,4,7,4,0,1,13,3,16,38,0,7,26,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,116.0,98.0,105.0,0.371,0.033,0.089,0.123,0.43,-1.43,-2.29,-1.4,94.6,85.3,82.8,78.1,0.252,0.409,0.262,0.26,0.377,0.27,0.25,0.417,0.244,0.347,0.592,0.24,5.0,11,5,5,2,6,0,89,57,6.67,593958,Eduardo Rodriguez,5.2,1,5,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.239,0.02,1.81,88.8,91.9,0.269,0.38,0.081,0.222,0.416,0.27699999999999997,,,,,,,,,,,,,,,,,,,,,
2023/04/30,1:40 PM.,9,L,BAL,DET,home,Cloudy.,51,680694,5,3,2,0,1,12,3,7,34,0,3,13,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,0.224,0.313,0.173,0.083,-1.0,1.77,3.99,-0.36,94.5,90.8,88.1,84.8,0.366,0.602,0.15,0.259,0.37,0.114,0.168,0.272,0.364,0.142,0.165,0.35600000000000004,4.2,6,3,3,1,5,1,78,48,6.14,605513,Spencer Turnbull,4.0,2,3,88.0,104.0,98.0,,,,0.207,,,1.53,,95.0,0.23,0.367,0.15,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/03,1:42 PM.,10,W,NYM,DET,home,Sunny.,50,664192,5,6,1,0,2,6,0,7,31,1,6,4,664192,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.399,53.0,67.0,57.0,74.0,96.0,93.0,,,,,,,,,0.247,0.007,,,-2.14,0.25,,81.8,,77.9,,,,,,,,,,0.289,0.421,0.3,4.0,5,4,4,0,1,2,46,31,3.86,666214,Joey Wentz,6.0,5,2,79.0,99.0,90.0,74.0,97.0,88.0,0.517,0.228,2.74,0.95,90.4,90.0,0.293,0.478,0.151,0.133,0.2,0.107,,,,,,,,,,,,,,,,,,,,,
