date,time,series,result,opponent,team,location,weather,temp,opposingPitcherId,oppRuns,runs,doubles,triples,homeRuns,strikeOuts,baseOnBalls,hits,atBats,stolenBases,rbi,leftOnBase,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,oppStarterIP,oppStarterH,oppStarterR,oppStarterER,oppStarterBB,oppStarterK,oppStarterHR,oppStarterP,oppStarterS,oppStarterERA,teamPitcherId,teamPitcherName,teamStarterIP,teamStarterER,teamStarterK,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FO%,wFO/C,vFO,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023/04/10,6:42 PM.,4,L,PHI,MIA,away,Clear.,64,621381,15,3,0,0,1,7,4,9,35,0,2,21,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,,,,101.0,105.0,104.0,118.0,98.0,106.0,96.0,97.0,89.0,0.452,0.101,0.256,,0.004,1.08,-0.5,2.22,,-9.98,93.4,87.6,86.5,83.1,,0.186,0.371,0.311,0.133,0.256,0.34299999999999997,,,,,,,0.296,0.556,0.25,5.0,4,0,0,1,6,0,59,42,0.00,645261,Sandy Alcantara,4.0,9,4,95.0,111.0,106.0,0.187,0.27,93.2,0.344,0.459,0.156,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/11,6:43 PM.,4,W,PHI,MIA,away,Partly Cloudy.,70,605400,4,8,3,2,2,10,3,14,40,2,8,16,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,111.0,110.0,105.0,0.295,0.075,,,0.126,-0.03,0.4,,,0.14,92.7,86.3,85.9,,,0.246,0.503,0.217,,,,0.22,0.319,0.319,0.221,0.398,0.33299999999999996,0.246,0.508,0.301,5.2,9,4,4,0,6,1,100,70,7.04,666200,Jesús Luzardo,6.0,3,5,100.0,107.0,101.0,0.188,0.46,91.8,0.279,0.416,0.106,,,,,,,,,,,,,118.0,105.0,113.0,0.316,0.47,79.4,,,,,,
2023/04/12,4:07 PM.,4,W,PHI,MIA,away,Sunny.,84,554430,2,3,3,0,1,12,4,8,37,1,3,17,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,96.0,102.0,102.0,0.435,0.144,0.123,0.115,0.004,1.69,-0.63,0.36,-1.61,-6.22,95.8,90.9,90.8,84.4,81.4,0.199,0.333,0.314,0.198,0.36,0.392,,,,0.264,0.473,0.33,0.27,0.426,0.228,6.0,3,1,1,3,6,0,95,56,4.02,665795,Edward Cabrera,5.0,2,4,105.0,105.0,107.0,0.18,1.62,95.2,0.252,0.308,0.192,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/14,6:42 PM.,5,W,AZ,MIA,home,Roof Closed.,72,518516,1,5,2,0,0,2,1,11,34,1,5,19,518516,madisonbumgarner,Bumgarner,Left,Madison Bumgarner,ARI,10.26,8.96,16.2,91.0,84.0,83.0,0.855,5.4,8.1,13.5,2.16,0.92,0.234,0.484,0.172,0.359,0.414,78.0,79.0,70.0,80.0,102.0,95.0,68.0,84.0,78.0,,,,103.0,97.0,87.0,0.331,0.349,,0.197,0.123,-0.68,-1.77,,-3.0,-12.26,89.5,86.2,84.3,,77.2,0.133,0.4,0.237,,,,1.0,2.75,0.273,0.333,0.571,0.083,0.375,0.5,0.16399999999999998,5.0,9,5,5,1,1,0,82,51,7.90,669432,Trevor Rogers,6.0,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/15,4:12 PM.,5,W,AZ,MIA,home,Roof Closed.,72,669194,2,3,1,0,1,5,0,9,30,0,3,9,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.052,0.133,-0.72,-1.72,0.52,-2.44,-0.16,94.4,85.6,83.3,81.7,76.4,0.308,0.553,0.16699999999999998,0.174,0.565,0.257,0.203,0.407,0.312,0.429,0.714,0.182,0.326,0.539,0.218,6.0,5,1,1,0,4,1,90,61,3.71,666129,Braxton Garrett,5.2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/16,1:41 PM.,5,L,AZ,MIA,home,Roof Closed.,72,668678,5,0,1,0,0,8,1,4,29,0,0,11,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,105.0,116.0,112.0,106.0,99.0,94.0,0.491,0.092,0.045,,0.139,1.59,-2.24,0.34,,1.05,93.6,90.2,86.8,87.4,,0.238,0.36,0.192,0.25,0.389,0.265,0.21,0.336,0.314,0.21,0.344,0.405,0.352,0.648,0.205,6.2,2,0,0,0,7,0,97,61,3.33,645261,Sandy Alcantara,6.0,3,9,97.0,95.0,92.0,0.007,-3.38,93.0,0.286,0.714,0.125,,,,,,,,,,,,,121.0,104.0,112.0,0.227,0.46,82.5,,,,,,
2023/04/17,6:40 PM.,6,W,SF,MIA,home,Roof Closed.,72,657277,3,4,1,0,1,6,0,9,31,1,4,14,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,91.0,100.0,111.0,,,,0.037,,0.212,,0.416,-1.37,,0.11,,2.18,92.6,,87.5,84.3,,0.226,0.452,0.3,0.208,0.369,0.28600000000000003,0.225,0.309,0.228,,,,,,,6.2,8,4,4,0,6,1,105,72,4.94,666200,Jesús Luzardo,4.1,3,6,105.0,103.0,98.0,0.336,0.31,92.3,0.313,0.481,0.10400000000000001,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/18,6:41 PM.,6,W,SF,MIA,home,Roof Closed.,72,622072,2,4,2,0,1,8,1,9,30,2,4,12,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,,,,110.0,93.0,95.0,,,,,,0.261,,0.292,,,-0.8,,-0.33,,,85.2,82.4,,,,,0.288,0.441,0.25,0.273,0.388,0.154,,,,,,,2.1,1,1,1,1,3,0,33,21,1.80,665795,Edward Cabrera,6.0,2,8,80.0,95.0,88.0,0.446,0.12,91.5,0.234,0.433,0.242,,,,,,,,,,,,,,,,0.001,-5.8,83.6,,,,,,
2023/04/19,1:11 PM.,6,L,SF,MIA,home,Roof Closed.,72,502171,5,2,1,0,0,16,4,10,43,3,2,25,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,,,,61.0,79.0,76.0,113.0,111.0,115.0,,,,0.003,,0.051,,,-3.47,,-1.31,,,95.8,,,86.2,,,,,0.333,0.542,0.306,,,,0.379,0.638,0.32,,,,5.0,7,1,1,1,8,0,92,57,2.79,669432,Trevor Rogers,3.0,1,3,92.0,103.0,96.0,0.397,0.33,94.5,0.28,0.435,0.129,78.0,103.0,103.0,0.388,0.2,89.5,,,,0.239,0.386,0.24600000000000002,115.0,95.0,103.0,0.162,-1.38,83.6,,,,,,
2023/04/22,8:13 PM.,7,W,CLE,MIA,away,Cloudy.,49,668676,2,3,6,0,0,6,4,11,36,2,3,22,668676,zachplesac,Plesac,Right,Zach Plesac,CLE,7.59,5.48,21.1,103.0,81.0,98.0,0.82,5.91,2.11,15.61,1.27,1.79,0.151,0.488,0.093,0.256,0.435,71.0,101.0,86.0,126.0,83.0,92.0,63.0,98.0,84.0,98.0,110.0,116.0,,,,0.397,,0.408,0.041,0.154,-3.51,,-1.04,-3.19,-5.14,91.0,,83.6,84.7,78.8,0.5,0.676,0.132,0.275,0.431,0.247,0.385,0.846,0.136,,,,,,,5.0,10,3,3,2,5,0,90,65,6.50,666129,Braxton Garrett,5.2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/22,5:00 PM.,7,W,CLE,MIA,away,Partly Cloudy.,50,669456,1,6,2,0,1,5,7,7,31,0,6,12,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,59.0,93.0,85.0,,,,81.0,103.0,96.0,111.0,107.0,109.0,95.0,94.0,93.0,0.352,0.269,0.207,,0.035,0.87,0.43,0.84,,-4.04,91.3,86.5,87.2,84.6,,0.257,0.434,0.09300000000000001,0.18,0.331,0.326,0.5,0.571,0.083,0.237,0.368,0.32299999999999995,0.316,0.465,0.293,5.2,4,3,3,4,4,1,103,65,3.23,656970,Devin Smeltzer,4.0,1,3,,,,,,,,,,,,,,,,,,,,,,155.0,104.0,109.0,0.137,-1.29,82.5,,,,,,
2023/04/23,1:40 PM.,7,L,CLE,MIA,away,Cloudy.,46,671106,7,4,1,0,2,11,2,8,34,1,4,9,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,,,,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.089,0.247,,0.213,-0.12,-2.1,-0.74,,1.49,91.4,86.3,82.7,79.3,,0.257,0.482,0.177,0.3,0.3,0.368,0.191,0.223,0.33,,,,0.462,0.692,0.17,6.0,5,1,1,1,8,1,86,60,1.50,666200,Jesús Luzardo,4.1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/24,7:20 PM.,8,L,ATL,MIA,away,Clear.,65,675911,11,0,0,0,0,14,0,2,31,0,0,8,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,104.0,103.0,107.0,,,,0.589,,0.338,,0.073,0.4,,1.67,,0.97,97.2,,87.0,85.6,,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,8.0,2,0,0,0,13,0,101,81,1.80,665795,Edward Cabrera,4.1,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/25,7:19 PM.,8,L,ATL,MIA,away,Cloudy.,69,450203,7,4,1,0,2,11,2,10,35,1,4,10,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,89.0,92.0,87.0,0.317,0.08,,0.432,0.103,-1.26,0.25,,1.79,0.86,94.9,89.1,86.0,,82.3,0.292,0.482,0.225,,,,0.25,0.339,0.336,0.177,0.258,0.42,0.296,0.407,0.3,7.0,3,1,1,2,9,1,108,66,2.76,663773,Bryan Hoeing,3.2,4,2,81.0,89.0,83.0,0.068,-4.03,94.2,0.474,0.711,0.071,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/26,7:20 PM.,8,L,ATL,MIA,away,Overcast.,55,693821,6,4,1,0,3,7,4,5,32,0,4,10,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,92.0,103.0,107.0,,,,0.134,,0.353,,0.137,-1.13,,0.97,,1.3,90.7,,85.0,82.7,,0.286,0.495,0.19399999999999998,0.21,0.393,0.337,0.188,0.235,0.23600000000000002,,,,,,,5.1,5,4,4,2,3,3,96,62,2.17,645261,Sandy Alcantara,5.2,2,6,82.0,96.0,90.0,0.376,0.01,89.5,0.28,0.402,0.134,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/27,12:20 PM.,8,W,ATL,MIA,away,Overcast.,57,657140,4,5,2,0,0,14,2,11,37,2,5,20,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,58.0,67.0,74.0,,,,0.155,,0.014,,0.063,-1.42,,-16.59,,0.41,93.3,,88.3,87.1,,0.3,0.5,0.23800000000000002,,,,0.0,0.0,0.091,0.162,0.382,0.314,,,,3.0,2,0,0,1,6,0,45,35,4.86,666129,Braxton Garrett,3.0,0,3,81.0,95.0,89.0,0.296,-5.6,92.7,0.568,0.676,0.079,,,,,,,,,,,,,120.0,98.0,103.0,0.473,0.97,84.0,,,,,,
2023/04/28,6:41 PM.,9,W,CHC,MIA,home,Roof Closed.,72,573186,2,3,0,0,0,6,2,8,29,3,2,9,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,139.0,103.0,111.0,58.0,106.0,91.0,78.0,111.0,109.0,105.0,96.0,98.0,0.082,0.096,0.051,0.23,,0.34,0.96,-0.41,0.34,,92.0,89.7,,86.1,84.6,0.154,0.256,0.32,0.184,0.237,0.322,,,,,,,0.26,0.42,0.242,6.1,6,2,2,2,3,0,92,60,2.29,666200,Jesús Luzardo,6.1,2,6,102.0,97.0,95.0,0.464,1.08,91.4,0.245,0.332,0.14300000000000002,46.0,95.0,91.0,0.077,0.12,86.6,,,,0.205,0.308,0.324,,,,,,,0.24,0.38,0.301,,,
2023/04/29,4:07 PM.,9,W,CHC,MIA,home,Roof Closed.,72,668873,6,7,3,0,0,11,4,12,35,0,6,23,668873,calebkilian,Kilian,Right,Caleb Kilian,CHC,16.88,8.53,5.1,89.0,95.0,90.0,0.841,8.44,3.38,21.94,0.0,3.67,0.227,0.636,0.0,0.5,0.454,102.0,101.0,128.0,,,,77.0,76.0,76.0,127.0,109.0,113.0,97.0,104.0,93.0,0.354,0.2,0.062,,0.008,-7.67,0.56,-2.02,,-51.51,93.6,88.4,85.5,82.2,,0.583,0.75,0.174,,,,,,,0.0,0.0,0.0,0.5,0.5,0.35700000000000004,3.1,10,7,7,2,4,0,88,57,18.90,665795,Edward Cabrera,5.0,2,12,108.0,93.0,97.0,0.208,0.76,94.4,0.333,0.5,0.071,,,,,,,,,,,,,103.0,86.0,98.0,0.169,-1.9,79.3,,,,,,
2023/04/30,12:05 PM.,9,W,CHC,MIA,home,Roof Closed.,72,657006,3,4,2,0,0,4,2,8,28,1,3,10,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.339,0.006,0.01,0.67,,0.54,2.44,-1.94,91.8,,87.5,83.3,80.7,0.275,0.393,0.203,0.217,0.346,0.311,0.4,0.4,0.1,0.0,0.0,0.33299999999999996,,,,6.0,7,3,2,1,3,0,81,58,1.49,663773,Bryan Hoeing,5.0,2,4,45.0,95.0,88.0,0.018,0.89,92.2,0.25,0.333,0.16699999999999998,,,,,,,,,,,,,,,,,,,,,,,,
