date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,KC%,CH%,wFA/C,wFC/C,wSI/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2023-09-13,6:41 PM.,CWS,KC,away,Clear.,64,605182,1B,2,2,2,1,0,0,2,0,0,0,0,0.345,0.424,0.586,1.01,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,101.0,103.0,100.0,91.0,100.0,90.0,,,,90.0,100.0,100.0,0.024,0.479,0.082,,0.128,-0.21,-0.07,1.47,,1.69,94.3,84.9,86.1,93.1,,0.283,0.494,0.174,0.256,0.395,0.264,0.167,0.167,0.2,0.175,0.206,0.293,113.0,97.0,104.0,0.271,0.5,79.4,0.203,0.366,0.306,0.2,0.2,0.2,80.0,96.0,97.0,0.016,0.55,76.0,,,,,,,,,,,,,,,,,,
2023-09-12,3:40 PM.,CWS,KC,away,Partly Cloudy.,69,656302,2B,4,0,0,0,0,0,0,0,0,1,1,0.296,0.387,0.519,0.906,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,83.0,94.0,99.0,,,,,0.432,,0.152,0.03,-0.15,,,-1.83,1.0,95.6,,74.6,,80.2,0.273,0.436,0.205,,,,0.298,0.538,0.249,0.111,0.111,0.5379999999999999,120.0,101.0,108.0,0.386,0.4,86.3,0.216,0.339,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,1:38 PM.,TOR,KC,away,Partly Cloudy.,70,621244,1B,4,0,1,1,0,0,0,0,0,1,1,0.348,0.444,0.609,1.053,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.185,0.72,,0.61,,-0.38,94.3,,84.1,93.8,,0.254,0.456,0.276,,,,,,,0.245,0.409,0.33,,,,,,,,,,0.255,0.398,0.131,116.0,104.0,110.0,0.296,0.31,82.6,,,,,,,,,,0.216,0.357,0.305,,,,,,
2023-09-08,7:07 PM.,TOR,KC,away,Cloudy.,68,579328,2B,4,0,1,0,1,0,1,0,0,1,4,0.368,0.478,0.632,1.11,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,,,,,,,,,,,0.451,,,0.097,0.05,,,,-1.83,95.1,,88.7,,,0.27,0.412,0.268,,,,0.284,0.463,0.307,0.254,0.508,0.193,101.0,105.0,108.0,0.259,1.11,88.7,0.225,0.396,0.302,,,,98.0,103.0,105.0,0.193,0.24,83.1,,,,,,,,,,,,,,,,,,
2023-09-06,6:40 PM.,CWS,KC,home,Clear.,79,657053,1B,2,1,0,0,0,0,0,0,1,1,0,0.4,0.526,0.6,1.126,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,,,,79.0,87.0,79.0,94.0,94.0,89.0,,,,,,,0.265,0.235,,,,-1.46,,0.33,,,93.6,,,92.9,,0.294,0.426,0.217,,,,0.115,0.184,0.356,,,,88.0,112.0,117.0,0.023,-6.26,86.6,0.333,1.333,0.357,0.3,0.412,0.095,108.0,99.0,104.0,0.288,1.81,76.1,96.0,96.0,99.0,0.189,-0.3,87.5,0.188,0.348,0.324,,,,,,,,,
2023-09-05,6:40 PM.,CWS,KC,home,Clear.,92,656302,1B,3,0,1,0,0,0,0,0,1,0,0,0.462,0.563,0.692,1.255,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,83.0,94.0,99.0,,,,,0.432,,0.152,0.03,-0.15,,,-1.83,1.0,95.6,,74.6,,80.2,0.273,0.436,0.205,,,,0.298,0.538,0.249,0.111,0.111,0.5379999999999999,120.0,101.0,108.0,0.386,0.4,86.3,0.216,0.339,0.433,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,1:11 PM.,CWS,KC,home,Sunny.,91,669947,3B,3,1,2,1,0,0,2,0,1,0,1,0.5,0.583,0.8,1.383,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,92.0,84.0,86.0,73.0,99.0,93.0,,,,,,,,,,,0.435,,,0.035,0.27,,,,0.73,92.8,,85.4,,,0.266,0.462,0.14,,,,0.245,0.469,0.3429999999999999,0.111,0.111,0.154,82.0,98.0,101.0,0.366,-1.82,85.4,0.354,0.472,0.2339999999999999,,,,104.0,104.0,106.0,0.165,-0.51,74.0,,,,,,,,,,,,,,,,,,
2023-09-03,1:11 PM.,BOS,KC,home,Sunny.,92,519242,1B,4,1,1,1,0,0,0,0,0,1,0,0.429,0.5,0.714,1.214,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,,,,,,,0.062,0.432,,,0.131,0.46,,-1.13,,-1.09,93.9,,86.1,93.3,,0.252,0.437,0.2339999999999999,,,,,,,0.309,0.473,0.322,92.0,98.0,100.0,0.375,0.7,77.8,0.162,0.358,0.389,0.267,0.5,0.1669999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,7:10 PM.,BOS,KC,home,Clear.,87,572020,DH,3,1,2,1,0,0,1,0,1,0,0,0.667,0.75,1.0,1.75,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.007,0.566,0.165,0.195,0.067,0.04,-0.15,-0.01,-0.31,-0.96,95.2,85.8,84.4,94.9,81.3,0.269,0.498,0.217,0.191,0.426,0.331,0.231,0.338,0.376,0.316,0.421,0.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,6:10 PM.,HOU,KC,away,Roof Closed.,73,579328,1B,3,0,0,0,0,0,1,0,0,1,1,0.189,0.282,0.236,0.518,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,93.0,91.0,114.0,103.0,107.0,,,,,,,,,,,0.471,,,0.111,-0.08,,,,-0.15,95.5,,86.7,,,0.274,0.505,0.28,,,,0.264,0.395,0.274,0.194,0.25,0.358,111.0,100.0,106.0,0.235,1.31,88.3,0.21,0.28,0.297,,,,99.0,105.0,105.0,0.183,0.02,82.4,,,,,,,,,,,,,,,,,,
2024-08-30,7:11 PM.,HOU,KC,away,Roof Closed.,73,664285,DH,4,0,0,0,0,0,0,0,0,1,2,0.193,0.287,0.241,0.528,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,60.0,102.0,94.0,98.0,99.0,97.0,,,,,,,0.458,0.012,,,0.175,-4.64,,1.46,,0.62,94.5,,89.9,94.1,,0.4,1.0,0.273,,,,0.121,0.187,0.398,0.226,0.278,0.354,107.0,102.0,110.0,0.043,-0.2,85.1,0.233,0.467,0.383,0.276,0.399,0.116,129.0,96.0,108.0,0.313,1.59,79.7,,,,,,,,,,,,,,,,,,
2024-07-27,6:10 PM.,CHC,KC,home,Cloudy.,73,684007,LF,4,0,0,0,0,0,0,0,0,1,2,0.199,0.294,0.248,0.542,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,96.0,104.0,106.0,76.0,102.0,91.0,,,,50.0,107.0,96.0,0.021,0.52,0.005,0.0,0.039,0.36,-6.3,0.77,-76.55,0.48,91.7,89.8,81.6,88.7,53.9,0.229,0.47,0.176,0.333,1.333,0.143,0.444,0.556,0.0,0.194,0.226,0.333,103.0,105.0,104.0,0.077,0.14,81.6,,,,0.25,0.333,0.37,70.0,96.0,97.0,0.032,-0.59,72.7,81.0,106.0,100.0,0.306,1.39,82.9,0.204,0.283,0.431,,,,0.267,0.311,0.347,,,
2024-07-26,7:10 PM.,CHC,KC,home,Clear.,88,543294,3B,3,0,2,0,0,0,0,0,1,0,0,0.204,0.302,0.255,0.557,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,108.0,106.0,106.0,59.0,94.0,86.0,97.0,106.0,96.0,,,,,,,0.355,0.127,,,0.387,-1.51,,-0.77,,-0.72,87.7,,80.9,87.6,,0.237,0.553,0.209,,,,0.22,0.3,0.244,0.267,0.409,0.239,,,,,,,,,,0.333,0.493,0.106,87.0,109.0,108.0,0.131,0.52,74.3,,,,,,,,,,,,,,,,,,
2024-07-24,7:11 PM.,AZ,KC,home,Partly Cloudy.,90,669194,PH,1,0,0,0,0,0,0,0,0,0,0,0.194,0.29,0.246,0.536,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,105.0,107.0,106.0,,,,,,,78.0,107.0,96.0,,0.557,0.184,,0.099,0.64,-0.85,,,-2.35,95.2,91.2,83.0,,,0.249,0.418,0.195,0.317,0.508,0.154,0.138,0.207,0.148,0.302,0.587,0.203,111.0,112.0,110.0,0.103,-0.66,83.8,0.226,0.34,0.156,,,,91.0,94.0,94.0,0.057,1.81,77.8,,,,,,,,,,,,,0.4,0.733,0.167,,,
2024-07-23,7:10 PM.,AZ,KC,home,Cloudy.,86,656756,3B,3,0,1,0,0,0,0,0,0,0,1,0.195,0.292,0.248,0.54,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,66.0,98.0,89.0,89.0,95.0,93.0,,,,,,,0.308,0.173,,,0.193,-0.02,,-2.11,,-1.92,92.1,,83.1,91.8,,0.284,0.375,0.184,,,,0.27,0.453,0.353,0.321,0.593,0.386,104.0,95.0,90.0,0.018,3.84,84.2,0.0,0.0,0.5,0.374,0.577,0.159,106.0,102.0,107.0,0.307,-0.83,79.2,,,,,,,,,,,,,,,,,,
2024-07-20,6:10 PM.,CWS,KC,home,Partly Cloudy.,76,686563,PH,1,0,0,0,0,0,0,0,0,0,0,0.192,0.291,0.246,0.537,686563,jonathancannon,Cannon,Right,Jonathan Cannon,CHW,4.49,4.37,124.1,101.0,92.0,99.0,0.806,6.59,2.9,9.05,1.3,0.96,0.223,0.389,0.171,0.29,0.394,95.0,105.0,106.0,73.0,104.0,97.0,86.0,100.0,93.0,,,,79.0,101.0,93.0,0.28,0.123,0.192,,0.187,-1.13,0.39,0.44,,-0.22,94.3,90.2,85.7,93.3,,0.25,0.411,0.252,0.263,0.45,0.191,,,,0.248,0.394,0.269,117.0,100.0,107.0,0.218,-1.39,81.9,,,,0.287,0.449,0.132,,,,,,,,,,,,,,,,,,,0.255,0.489,0.282,,,
2024-07-14,1:37 PM.,BOS,KC,away,Partly Cloudy.,91,678394,LF,2,0,0,0,0,0,0,0,0,0,2,0.194,0.293,0.248,0.541,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,74.0,108.0,101.0,103.0,100.0,101.0,,,,,,,0.403,0.048,,,0.269,0.25,,-0.24,,0.15,95.6,,87.6,95.7,,0.12,0.16,0.218,,,,,,,0.177,0.354,0.369,114.0,98.0,110.0,0.28,-0.58,86.8,0.268,0.401,0.343,0.309,0.44,0.111,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10,12:47 PM.,STL,KC,away,Sunny.,83,669467,3B,2,0,0,0,0,0,0,0,0,0,2,0.197,0.297,0.252,0.549,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,87.0,91.0,92.0,85.0,98.0,89.0,88.0,102.0,109.0,,,,0.19,0.512,,0.126,,1.34,,-0.25,0.42,,94.5,,,94.8,79.5,0.23,0.297,0.162,,,,0.157,0.257,0.345,,,,111.0,105.0,110.0,0.172,-0.64,87.5,0.294,0.435,0.282,0.265,0.373,0.132,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-07,1:09 PM.,COL,KC,away,Partly Cloudy.,76,685299,1B,0,0,0,0,0,0,0,0,0,0,0,0.2,0.301,0.256,0.557,685299,tannergordon,Gordon,Right,Tanner Gordon,COL,8.65,5.94,34.1,108.0,86.0,100.0,0.834,6.82,1.57,13.89,2.62,0.94,0.232,0.448,0.12,0.328,0.479,83.0,107.0,103.0,74.0,108.0,100.0,101.0,114.0,106.0,,,,,,,0.01,0.488,,,0.191,-1.03,,6.83,,-4.31,92.0,,83.9,93.3,,0.338,0.574,0.119,,,,0.545,1.091,0.2,0.371,0.743,0.234,100.0,111.0,102.0,0.267,-2.41,85.2,0.324,0.618,0.284,,,,83.0,118.0,93.0,0.044,-15.33,80.4,,,,,,,,,,,,,,,,,,
2024-07-05,6:10 PM.,COL,KC,away,Partly Cloudy.,79,607536,1B,4,0,1,0,0,0,0,0,0,0,3,0.2,0.301,0.256,0.557,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,69.0,104.0,95.0,83.0,106.0,99.0,128.0,102.0,107.0,,,,0.245,0.202,,0.188,0.137,-1.51,,-1.33,0.07,-1.64,91.6,,86.1,91.4,83.5,0.322,0.522,0.067,,,,0.194,0.276,0.42,0.333,0.647,0.161,65.0,103.0,101.0,0.227,-1.11,86.9,0.316,0.589,0.162,0.31,0.556,0.074,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,7:10 PM.,TB,KC,home,Clear.,83,621107,LF,5,1,1,1,0,0,0,0,0,0,2,0.198,0.303,0.256,0.559,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,61.0,105.0,94.0,91.0,109.0,105.0,,,,85.0,105.0,98.0,0.282,0.09,0.282,,0.061,-0.64,1.54,0.0,,0.21,92.4,88.2,85.6,91.7,,0.236,0.418,0.248,0.214,0.345,0.223,0.291,0.472,0.333,0.188,0.354,0.105,122.0,107.0,113.0,0.097,0.46,79.7,,,,0.293,0.404,0.133,108.0,112.0,108.0,0.188,-1.27,78.8,,,,,,,,,,,,,0.236,0.473,0.203,,,
2024-07-03,7:11 PM.,TB,KC,home,Rain.,76,686752,3B,4,0,0,0,0,0,0,0,0,0,3,0.198,0.307,0.25,0.557,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,115.0,98.0,102.0,,,,,,,100.0,103.0,100.0,,0.506,0.06,,0.235,1.07,-0.88,,,-0.47,94.9,91.6,85.8,,,0.181,0.33,0.316,0.276,0.586,0.141,0.167,0.167,0.5,0.216,0.353,0.286,119.0,95.0,106.0,0.173,0.51,89.0,0.267,0.407,0.317,,,,140.0,75.0,84.0,0.027,-1.47,80.6,,,,,,,,,,,,,,,,,,
