date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),Stf+ KC,Loc+ KC,Pit+ KC,KC%,KN%,wKC/C,wKN/C,vKC
2024-08-05,6:40 PM.,OAK,CWS,away,Partly Cloudy.,66,676664,SS,3,0,0,0,0,0,0,0,0,0,2,0.2,0.241,0.327,0.568,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,,,,0.106,0.363,,0.339,,0.192,-0.8,,1.37,-0.1,,-0.21,91.9,,84.0,90.0,78.9,,0.297,0.428,0.188,0.23,0.476,0.256,0.276,0.395,0.104,,,,0.23,0.525,0.259,,,,0.239,0.381,0.213,,,,,,,,,,,,,,,,,,,,,
2024-08-04,1:11 PM.,MIN,CWS,away,Partly Cloudy.,78,680573,2B,4,2,3,0,0,0,1,0,1,1,1,0.212,0.255,0.346,0.601,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,,,,0.403,,0.312,0.093,0.193,0.82,,,0.76,1.68,-3.33,93.1,,82.8,,86.4,76.1,0.311,0.622,0.205,0.258,0.356,0.219,,,,,,,0.214,0.313,0.239,0.186,0.326,0.221,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-03,6:21 PM.,MIN,CWS,away,Partly Cloudy.,87,641927,SS,4,1,1,0,0,1,1,0,0,1,3,0.167,0.2,0.313,0.513,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,84.0,104.0,100.0,,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,,2.03,4.57,1.98,91.7,86.2,83.4,,80.3,76.0,0.154,0.285,0.395,0.258,0.506,0.222,,,,0.279,0.504,0.229,0.095,0.162,0.307,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-02,7:11 PM.,MIN,CWS,away,Clear.,87,657746,SS,4,0,0,0,0,0,0,0,0,1,0,0.159,0.196,0.25,0.446,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,,,,,,,94.0,110.0,105.0,110.0,108.0,105.0,108.0,103.0,112.0,,,,0.06,0.485,,0.234,,,1.38,,-0.77,-0.09,,,94.0,,,92.9,83.1,,,,,0.194,0.379,0.275,0.345,0.483,0.094,,,,0.343,0.6,0.216,,,,0.207,0.37,0.337,101.0,103.0,94.0,0.221,0.2,88.6,,,,0.202,0.387,0.258,,,,,,,,,
2024-07-30,7:10 PM.,KC,CWS,home,Partly Cloudy.,84,608379,2B,4,0,0,0,0,0,0,0,0,2,0,0.175,0.214,0.275,0.489,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.081,0.322,0.39,-0.94,0.29,-2.39,-1.64,2.26,93.6,88.8,81.2,93.6,84.1,75.2,0.169,0.312,0.341,0.279,0.449,0.169,0.252,0.301,0.099,0.319,0.458,0.148,0.371,0.6,0.373,0.357,0.643,0.174,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,7:11 PM.,KC,CWS,home,Cloudy.,79,679525,2B,4,0,0,0,0,0,0,0,0,2,1,0.194,0.237,0.306,0.543,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,103.0,105.0,103.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,,,,0.138,0.37,,0.228,0.164,0.1,0.34,,-1.16,-0.57,-1.2,0.84,94.2,,86.3,93.6,86.5,82.8,0.204,0.296,0.177,0.208,0.383,0.223,0.317,0.524,0.099,,,,0.29,0.462,0.294,0.263,0.5,0.274,0.2,0.433,0.464,,,,,,,,,,,,,,,,,,,,,
2024-07-28,1:10 PM.,SEA,CWS,home,Cloudy.,81,682243,2B,3,0,1,1,0,0,0,0,0,1,0,0.219,0.265,0.344,0.609,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,93.0,80.0,85.0,0.171,0.423,0.023,0.168,,,1.53,0.14,1.55,-0.21,,,95.2,92.1,,94.7,84.5,,,,,0.184,0.348,0.266,0.248,0.358,0.092,0.25,0.333,0.207,0.243,0.568,0.261,0.231,0.308,0.378,0.24,0.4,0.188,95.0,107.0,111.0,0.171,1.51,84.4,,,,0.148,0.225,0.29,,92.0,104.0,111.0,0.044,,-0.4,,85.0
2024-07-27,6:15 PM.,SEA,CWS,home,Partly Cloudy.,84,693433,2B,4,1,3,2,0,0,0,1,0,0,3,0.207,0.258,0.31,0.568,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,,,,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,,,,0.23,0.489,,0.187,,0.094,1.44,,1.85,1.23,,0.0,94.8,,89.6,94.7,84.2,,0.186,0.373,0.207,0.218,0.355,0.273,0.234,0.315,0.097,,,,0.265,0.529,0.241,,,,0.1,0.1,0.417,,,,,,,,,,,,,,,,,,,,,
2024-07-26,7:10 PM.,SEA,CWS,home,Clear.,76,669923,2B,4,0,1,1,0,0,0,0,0,2,3,0.12,0.185,0.16,0.345,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,97.0,99.0,93.0,0.236,0.339,0.004,0.237,,,0.46,0.79,1.5,1.28,,,96.0,92.3,,96.0,87.2,,,,,0.221,0.458,0.291,0.263,0.354,0.105,,,,0.226,0.316,0.271,0.333,0.439,0.286,,,,109.0,100.0,108.0,0.102,-2.05,86.0,,,,0.253,0.413,0.295,73.9,114.0,110.0,113.0,0.082,0.0,-1.95,-3.5,83.4
2024-07-25,1:37 PM.,TEX,CWS,away,Roof Closed.,74,453286,2B,1,1,0,0,0,0,0,0,2,0,1,0.095,0.174,0.095,0.269,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,59.0,110.0,106.0,84.0,101.0,103.0,78.0,105.0,100.0,,,,100.0,106.0,105.0,121.0,119.0,105.0,,0.439,0.061,0.221,0.139,0.139,0.05,2.89,,1.2,-2.13,-1.96,92.5,86.6,82.8,,85.0,74.7,0.192,0.462,0.255,0.262,0.492,0.222,,,,0.222,0.278,0.143,0.214,0.333,0.438,0.333,0.611,0.4,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,7:09 PM.,TEX,CWS,away,Roof Closed.,74,543135,2B,3,0,0,0,0,0,0,0,0,1,2,0.1,0.1,0.1,0.2,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,,,,114.0,102.0,102.0,91.0,108.0,99.0,,0.374,0.148,0.033,0.137,,0.83,-1.41,,-0.69,-0.79,,95.4,91.4,,,86.3,76.7,,,,0.212,0.335,0.178,,,,0.327,0.624,0.2,0.269,0.462,0.25,0.214,0.471,0.355,,,,127.0,101.0,110.0,0.308,1.55,88.4,,,,0.2,0.286,0.368,,,,,,,,,
2024-07-23,7:07 PM.,TEX,CWS,away,Roof Closed.,74,592351,2B,3,0,0,0,0,0,0,0,0,1,2,0.118,0.118,0.118,0.236,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,,,,0.444,,0.439,0.046,0.071,-0.71,,,0.77,-0.7,-1.39,94.9,,88.7,,88.6,78.9,0.257,0.543,0.19,0.311,0.443,0.15,,,,,,,0.213,0.344,0.334,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,7:08 PM.,TEX,CWS,away,Roof Closed.,74,547179,2B,4,0,1,0,0,0,1,1,0,1,2,0.143,0.143,0.143,0.286,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.272,0.1,0.149,0.079,0.188,1.0,0.04,-0.25,-1.51,0.02,1.94,93.8,90.1,84.6,93.6,83.9,81.7,0.122,0.173,0.373,0.155,0.309,0.184,0.291,0.441,0.062,0.235,0.51,0.236,0.368,0.632,0.253,0.217,0.348,0.352,0.19,0.429,0.291,,,,,,,,,,,,,,,,,,,,,
2024-07-21,1:11 PM.,KC,CWS,away,Partly Cloudy.,77,607625,2B,3,0,0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,97.0,103.0,103.0,0.185,0.24,0.082,0.135,0.262,0.069,0.7,2.86,0.65,-0.67,1.44,0.08,92.2,90.1,87.4,92.1,85.2,79.4,0.208,0.333,0.291,0.234,0.392,0.176,0.274,0.381,0.129,0.228,0.228,0.23,0.213,0.387,0.2,0.178,0.271,0.339,0.375,0.75,0.109,93.0,107.0,106.0,0.026,0.07,85.7,0.215,0.28,0.285,0.105,0.421,0.351,,,,,,,,,
2024-07-20,6:10 PM.,KC,CWS,away,Partly Cloudy.,76,663903,2B,4,0,0,0,0,0,0,0,0,3,5,0.143,0.143,0.143,0.286,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,70.0,101.0,91.0,106.0,99.0,102.0,,,,0.413,0.113,,0.455,,0.019,-2.09,,0.77,0.0,,-5.71,91.6,,88.1,92.2,82.9,,0.429,0.5,0.111,0.326,0.609,0.197,0.267,0.389,0.127,,,,0.207,0.361,0.354,,,,0.327,0.571,0.35,,,,,,,,,,,,,,,,,,,,,
