date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,CH%,wFA/C,wCU/C,wCH/C,vFA,vCH,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff
2024-07-20,1:08 PM.,TB,NYY,home,Cloudy.,82,671737,RF,1,0,0,0,0,0,1,0,0,0,0,0.256,0.326,0.41,0.736,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,,,,91.0,100.0,98.0,,0.225,,1.02,,,90.9,,,0.241,0.483,0.346,,,,0.205,0.357,0.324,,,,100.0,91.0,93.0,129.0,97.0,102.0,0.417,0.089,,-0.04,-1.5,,96.4,,79.1,,,,0.269,0.5,0.21,,,,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,,,,0.213,0.32,0.33,,,
2024-07-12,7:06 PM.,BAL,NYY,away,Cloudy.,81,700249,DH,4,0,1,0,0,0,1,0,0,3,1,0.263,0.333,0.421,0.754,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,80.0,98.0,90.0,,,,97.0,94.0,94.0,0.084,0.075,,-3.12,0.86,,88.3,91.5,,0.333,0.517,0.269,0.2,0.24,0.103,0.333,0.81,0.288,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,0.407,0.196,0.109,0.56,-2.26,-2.05,92.4,86.1,76.3,0.25,0.542,0.235,0.223,0.379,0.185,113.0,107.0,108.0,0.13,-0.43,82.6,,,,,,,,,,,,,,,,0.232,0.411,0.276
2024-07-06,1:08 PM.,BOS,NYY,home,Partly Cloudy.,86,670174,RF,0,0,0,0,0,0,0,0,0,0,0,0.265,0.342,0.441,0.783,670174,joshwinckowski,Winckowski,Right,Josh Winckowski,BOS,4.14,4.37,76.0,102.0,101.0,100.0,0.809,7.11,3.08,9.59,1.18,1.8,0.228,0.402,0.159,0.321,0.436,105.0,102.0,101.0,,,,94.0,101.0,95.0,0.336,0.352,,-0.21,-0.16,,90.4,95.1,,,,,0.306,0.454,0.177,0.253,0.495,0.233,101.0,96.0,99.0,,,,72.0,117.0,106.0,0.051,,0.128,0.47,,-2.35,95.1,91.5,,0.356,0.467,0.094,0.167,0.167,0.29,124.0,107.0,112.0,0.133,0.49,85.2,0.167,0.222,0.316,,,,,,,,,,,,,,,
2024-07-03,7:09 PM.,CIN,NYY,home,Clear.,77,671096,DH,3,1,1,1,0,0,0,0,0,1,2,0.265,0.342,0.441,0.783,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,,,,,,,,,,,,,,,,,,,0.327,0.653,0.179,,,,,,,96.0,94.0,97.0,101.0,98.0,99.0,78.0,96.0,89.0,0.535,0.116,0.163,-0.26,-1.56,0.23,92.8,84.8,80.8,0.214,0.429,0.273,0.254,0.451,0.194,125.0,106.0,112.0,0.186,0.49,82.9,,,,,,,,,,,,,,,,0.189,0.307,0.287
2024-06-28,7:08 PM.,TOR,NYY,away,Roof Closed.,68,579328,DH,5,2,3,0,0,0,1,0,0,2,0,0.258,0.343,0.419,0.762,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,,,,,,,,,,,,,,,,,,,0.264,0.395,0.274,,,,,,,99.0,93.0,91.0,99.0,105.0,105.0,114.0,103.0,107.0,0.471,0.183,0.111,-0.08,0.02,-0.15,95.5,86.7,82.4,0.194,0.25,0.358,0.274,0.505,0.28,111.0,100.0,106.0,0.235,1.31,88.3,0.21,0.28,0.297,,,,,,,,,,,,,,,
2024-06-27,7:08 PM.,TOR,NYY,away,Clear.,70,621244,2B,4,0,1,0,0,0,0,0,0,0,1,0.192,0.3,0.385,0.685,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,85.0,103.0,95.0,,,,84.0,108.0,99.0,0.337,0.035,,-1.83,1.02,,91.4,93.4,,,,,0.268,0.366,0.125,0.36,0.48,0.123,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,0.183,0.286,0.16,-1.26,0.28,0.88,94.1,84.8,83.2,0.171,0.364,0.269,0.305,0.558,0.189,,,,,,,,,,,,,,,,0.188,0.404,0.31,,,,,,
2024-06-26,7:10 PM.,NYM,NYY,away,Partly Cloudy.,83,640455,RF,1,0,0,0,0,0,0,0,0,0,2,0.182,0.308,0.409,0.717,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,95.0,100.0,97.0,,,,84.0,88.0,85.0,0.447,0.071,,0.97,1.36,,88.4,92.3,,,,,0.201,0.333,0.21,0.222,0.25,0.179,83.0,98.0,95.0,,,,88.0,103.0,99.0,0.113,,0.118,1.13,,-1.19,92.3,85.3,,0.25,0.438,0.254,0.167,0.295,0.311,88.0,88.0,93.0,0.251,0.37,79.5,0.174,0.435,0.32,,,,,,,,,,,,,0.193,0.311,0.388
2024-06-25,7:11 PM.,NYM,NYY,away,Clear.,84,656849,DH,3,0,0,0,0,0,0,0,0,1,1,0.19,0.32,0.429,0.749,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,102.0,98.0,95.0,,,,,,,0.31,,,,1.83,,,91.9,,0.207,0.345,0.259,0.253,0.36,0.16,,,,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,0.265,0.076,0.164,0.39,0.11,0.03,93.1,84.7,79.1,0.211,0.324,0.271,0.22,0.266,0.287,115.0,99.0,104.0,0.184,-1.81,85.1,0.287,0.447,0.339,,,,,,,,,,,,,,,
2024-06-21,7:09 PM.,ATL,NYY,home,Partly Cloudy.,87,519242,LF,2,1,1,0,1,0,0,0,1,1,1,0.222,0.364,0.5,0.864,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,113.0,100.0,96.0,,,,,,,0.072,,,,-1.99,,,94.2,,,,,0.327,0.551,0.133,,,,64.0,107.0,98.0,,,,96.0,105.0,101.0,0.378,,0.147,-0.12,,2.97,94.8,87.1,,0.159,0.195,0.236,0.281,0.443,0.241,105.0,100.0,104.0,0.403,2.16,78.6,0.171,0.236,0.427,,,,,,,,,,,,,,,
2024-06-20,4:08 PM.,BAL,NYY,home,Partly Cloudy.,90,608344,RF,1,0,0,0,0,0,0,0,0,0,0,0.188,0.316,0.375,0.691,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,75.0,101.0,89.0,,,,86.0,102.0,91.0,0.2,0.109,,-0.64,-0.49,,85.9,91.5,,0.283,0.424,0.189,0.307,0.485,0.088,0.327,0.551,0.181,65.0,108.0,100.0,102.0,98.0,102.0,62.0,99.0,85.0,0.264,0.252,0.134,-1.16,-0.38,-1.52,91.9,84.9,77.3,0.282,0.474,0.243,0.296,0.592,0.163,85.0,121.0,119.0,0.041,-3.18,78.1,0.25,0.438,0.196,,,,,,,,,,,,,,,
2024-06-19,7:09 PM.,BAL,NYY,home,Clear.,81,700249,LF,3,0,0,0,0,0,0,0,0,1,4,0.2,0.333,0.4,0.733,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,80.0,98.0,90.0,,,,97.0,94.0,94.0,0.084,0.075,,-3.12,0.86,,88.3,91.5,,0.333,0.517,0.269,0.2,0.24,0.103,0.333,0.81,0.288,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,0.407,0.196,0.109,0.56,-2.26,-2.05,92.4,86.1,76.3,0.25,0.542,0.235,0.223,0.379,0.185,113.0,107.0,108.0,0.13,-0.43,82.6,,,,,,,,,,,,,,,,0.232,0.411,0.276
2024-06-15,7:17 PM.,BOS,NYY,away,Clear.,76,681867,PR,0,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.5,0.9,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,102.0,108.0,100.0,,,,79.0,103.0,93.0,0.297,0.154,,0.64,0.48,,86.4,89.1,,,,,0.33,0.511,0.073,0.163,0.306,0.294,99.0,103.0,102.0,,,,,,,,,0.261,,,0.55,,84.4,,0.256,0.338,0.171,,,,110.0,95.0,99.0,0.288,-1.92,77.1,0.429,0.857,0.154,,,,,,,,,,,,,0.287,0.479,0.207
2024-06-13,1:10 PM.,KC,NYY,away,Sunny.,90,679525,PR,0,1,0,0,0,0,0,0,0,0,0,0.25,0.4,0.5,0.9,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,98.0,99.0,97.0,,,,,,,0.138,,,,-1.16,,,93.6,,0.263,0.5,0.274,0.317,0.524,0.099,,,,88.0,95.0,94.0,103.0,105.0,103.0,93.0,98.0,95.0,0.37,0.164,0.1,0.34,-1.2,0.84,94.2,86.3,82.8,0.204,0.296,0.177,0.208,0.383,0.223,117.0,99.0,107.0,0.228,-0.57,86.5,0.29,0.462,0.294,,,,,,,,,,,,,0.2,0.433,0.464
2024-06-11,7:10 PM.,KC,NYY,away,Partly Cloudy.,83,663903,RF,1,0,0,0,0,0,0,0,0,1,0,0.25,0.4,0.5,0.9,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,70.0,101.0,91.0,,,,,,,0.413,,,,0.77,,,92.2,,,,,0.267,0.389,0.127,,,,80.0,77.0,69.0,,,,63.0,96.0,86.0,0.113,,0.019,-2.09,,-5.71,91.6,88.1,,0.429,0.5,0.111,0.326,0.609,0.197,106.0,99.0,102.0,0.455,0.0,82.9,0.207,0.361,0.354,,,,,,,,,,,,,0.327,0.571,0.35
2024-06-10,7:10 PM.,KC,NYY,away,Clear.,80,607625,RF,2,0,1,0,0,0,0,0,0,0,0,0.273,0.429,0.545,0.974,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,68.0,101.0,92.0,,,,97.0,103.0,103.0,0.185,0.082,,2.86,0.65,,90.1,92.1,,0.178,0.271,0.339,0.274,0.381,0.129,0.228,0.228,0.23,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,0.24,0.262,0.069,0.7,1.44,0.08,92.2,87.4,79.4,0.208,0.333,0.291,0.234,0.392,0.176,125.0,97.0,105.0,0.135,-0.67,85.2,0.213,0.387,0.2,93.0,107.0,106.0,0.026,0.07,85.7,0.215,0.28,0.285,0.105,0.421,0.351,0.375,0.75,0.109
2024-06-08,7:43 PM.,LAD,NYY,home,Partly Cloudy.,76,694813,LF,1,0,0,0,0,0,0,0,0,0,2,0.222,0.364,0.556,0.92,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,97.0,103.0,98.0,,,,80.0,101.0,94.0,0.226,0.053,,0.49,-0.69,,92.3,95.3,,0.267,0.333,0.167,0.314,0.504,0.136,0.32,0.48,0.183,81.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,0.247,0.042,0.266,0.1,1.45,0.82,94.9,87.5,83.3,0.178,0.356,0.372,0.246,0.41,0.162,136.0,111.0,117.0,0.165,0.96,88.7,0.239,0.326,0.355,,,,,,,,,,,,,0.182,0.182,0.133
2024-06-07,7:08 PM.,LAD,NYY,home,Partly Cloudy.,80,808967,PR,0,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.625,1.025,808967,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,101.0,110.0,103.0,,,,91.0,97.0,91.0,0.029,0.061,,0.28,-1.65,,91.5,94.9,,0.214,0.371,0.333,0.364,0.545,0.13,0.35,0.55,0.2,,,,109.0,103.0,112.0,84.0,103.0,96.0,0.404,0.231,,0.77,1.14,,95.5,,78.0,,,,0.262,0.413,0.176,116.0,110.0,120.0,0.033,0.53,86.3,0.158,0.211,0.357,121.0,112.0,119.0,0.242,0.25,90.2,,,,0.17,0.266,0.386,,,
2024-06-02,1:06 PM.,SF,NYY,away,Sunny.,63,605483,DH,0,0,0,0,0,0,0,0,0,0,0,0.25,0.4,0.625,1.025,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,,,,,,,,,,,,,,,,,,,0.111,0.183,0.498,,,,,,,110.0,108.0,116.0,148.0,99.0,109.0,116.0,96.0,100.0,0.464,0.26,0.176,1.16,2.25,0.95,95.9,85.5,81.1,0.236,0.319,0.476,0.2,0.303,0.244,106.0,87.0,91.0,0.101,0.11,88.7,0.167,0.267,0.446,,,,,,,,,,,,,,,
2024-05-23,12:38 PM.,SEA,NYY,home,Overcast.,71,622491,DH,0,0,0,0,0,0,0,1,0,0,0,0.25,0.4,0.625,1.025,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,100.0,102.0,98.0,,,,,,,0.179,,,,-0.41,,,95.6,,,,,0.298,0.457,0.105,,,,89.0,104.0,97.0,,,,120.0,105.0,103.0,0.454,,0.143,0.97,,-1.63,95.6,88.1,,0.287,0.545,0.265,0.203,0.365,0.273,72.0,106.0,108.0,0.224,0.65,85.7,0.207,0.357,0.358,,,,,,,,,,,,,,,
2024-05-12,1:40 PM.,TB,NYY,away,Dome.,72,641302,LF,2,1,1,0,0,1,1,0,1,0,0,0.25,0.4,0.625,1.025,641302,tyleralexander,"Alexander, T",Left,Tyler Alexander,TBR,5.1,4.68,107.2,106.0,94.0,104.0,0.815,7.52,2.01,9.2,1.92,0.62,0.28,0.372,0.155,0.351,0.441,61.0,113.0,105.0,,,,98.0,101.0,99.0,0.131,0.318,,-0.5,-1.02,,85.0,89.7,,,,,0.288,0.492,0.109,0.265,0.549,0.216,102.0,103.0,103.0,,,,85.0,110.0,103.0,0.223,,0.137,-0.2,,-2.94,89.6,81.3,,0.339,0.5,0.181,0.232,0.495,0.244,114.0,107.0,109.0,0.191,1.43,77.8,,,,,,,,,,,,,,,,0.227,0.364,0.188
2024-05-07,7:07 PM.,HOU,NYY,home,Partly Cloudy.,73,434378,RF,0,0,0,0,0,0,0,0,0,0,0,0.167,0.167,0.167,0.334,434378,justinverlander,Verlander,Right,Justin Verlander,HOU,5.48,3.78,90.1,101.0,117.0,103.0,0.81,7.37,2.69,9.76,1.49,0.54,0.28,0.37,0.19,0.266,0.435,,,,,,,,,,,,,,,,,,,0.34,0.56,0.22,,,,,,,115.0,101.0,104.0,110.0,101.0,97.0,116.0,98.0,102.0,0.487,0.219,0.101,-0.59,-1.46,-0.58,93.5,84.0,77.6,0.235,0.353,0.253,0.299,0.497,0.202,127.0,108.0,112.0,0.193,0.66,86.7,0.195,0.322,0.215,,,,,,,,,,,,,,,
2024-05-02,1:06 PM.,BAL,NYY,away,Sunny.,89,680694,PH,1,0,0,0,0,0,0,0,0,1,0,0.167,0.167,0.167,0.334,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,83.0,102.0,100.0,,,,,,,0.399,,,,1.65,,,95.3,,0.227,0.5,0.283,0.157,0.229,0.196,,,,,,,124.0,104.0,110.0,99.0,96.0,94.0,0.131,0.172,,-1.17,-0.48,,94.5,,84.1,,,,0.364,0.545,0.273,157.0,100.0,115.0,0.298,1.35,88.2,0.171,0.244,0.337,,,,,,,,,,,,,,,
