date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,KN%,wSI/C,wKC/C,wKN/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,ST_ba,ST_slg,ST_whiff
2023-04-19,7:09 PM.,NYY,LAA,away,Clear.,61,666745,CF,5,0,2,0,0,0,0,0,0,3,3,0.302,0.436,0.54,0.976,666745,jhonybrito,Brito,Right,Jhony Brito,NYY,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.399,0.134,0.347,0.424,87.0,104.0,106.0,77.0,99.0,88.0,115.0,84.0,89.0,0.166,0.113,0.29,-0.97,0.17,0.5,95.8,88.8,83.0,0.167,0.5,0.179,0.232,0.392,0.282,0.172,0.31,0.28,,,,,,,0.348,0.696,0.188,,,,,,,,,,,,,,,,,,,,106.0,105.0,104.0,0.327,0.104,,1.05,-1.87,,96.0,80.4,0.282,0.436,0.149,,,,,,,,,
2023-04-18,7:09 PM.,NYY,LAA,away,Clear.,52,657376,CF,4,1,2,1,0,0,0,0,0,2,2,0.293,0.438,0.552,0.99,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,4.64,4.33,159.0,102.0,102.0,104.0,0.783,8.43,2.6,9.57,1.36,1.16,0.232,0.447,0.154,0.309,0.439,31.0,95.0,88.0,,,,109.0,99.0,107.0,,0.274,0.015,,-0.59,-7.35,,89.4,86.0,,,,0.5,0.5,0.091,0.276,0.559,0.263,,,,,,,0.198,0.314,0.345,96.0,106.0,105.0,,,,0.279,,0.27,,91.3,,,,,0.28,0.457,0.222,,68.0,103.0,88.0,0.241,0.191,,-0.2,-0.46,,93.4,83.7,0.288,0.447,0.11,,,,146.0,100.0,118.0,,,
2023-04-16,1:34 PM.,BOS,LAA,away,Cloudy.,54,676477,CF,4,0,0,0,0,0,0,0,0,2,0,0.278,0.435,0.537,0.972,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,67.0,84.0,84.0,73.0,96.0,97.0,0.004,0.23,0.241,-2.31,0.44,-2.21,94.6,82.7,79.6,,,,0.312,0.559,0.32,0.167,0.333,0.472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.0,106.0,106.0,0.525,,,-0.46,,,94.0,,0.326,0.538,0.184,,,,,,,,,
2023-04-15,4:10 PM.,BOS,LAA,away,Cloudy.,56,601713,CF,4,2,3,2,0,0,0,0,1,1,1,0.3,0.462,0.58,1.042,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.438,0.124,0.354,0.421,,,,125.0,101.0,109.0,124.0,107.0,112.0,0.506,0.165,,0.57,1.59,,94.6,,85.8,0.214,0.44,0.247,,,,0.114,0.182,0.4379999999999999,117.0,102.0,106.0,0.247,-0.09,79.4,0.215,0.4,0.313,78.0,104.0,98.0,49.0,109.0,69.0,0.078,0.005,0.67,-13.1,88.4,84.8,0.25,1.0,0.1669999999999999,0.267,0.467,0.379,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-14,7:11 PM.,BOS,LAA,away,Partly Cloudy.,58,656557,CF,4,0,1,1,0,0,0,0,1,1,0,0.261,0.433,0.522,0.955,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,,,,95.0,96.0,88.0,113.0,99.0,107.0,0.099,0.383,,-2.8,0.98,,93.9,,83.9,0.325,0.55,0.157,,,,0.178,0.301,0.387,,,,,,,,,,80.0,100.0,92.0,67.0,105.0,92.0,0.108,0.114,0.73,-1.52,91.3,87.6,0.31,0.452,0.4039999999999999,0.229,0.354,0.216,,111.0,102.0,101.0,0.295,,,-0.38,,,93.4,,0.306,0.507,0.187,,,,,,,,,
2023-04-12,1:07 PM.,WSH,LAA,home,Cloudy.,65,669022,DH,3,0,0,0,0,0,0,0,1,1,1,0.262,0.436,0.524,0.96,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.029,-0.27,0.77,1.1,95.0,86.5,88.5,0.279,0.503,0.216,0.188,0.25,0.382,0.213,0.415,0.375,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,0.416,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11,6:39 PM.,WSH,LAA,home,Partly Cloudy.,63,680686,CF,3,0,0,0,0,0,0,0,0,0,2,0.282,0.451,0.564,1.015,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.016,-1.21,-0.07,0.6,93.5,88.6,85.1,0.291,0.557,0.2019999999999999,0.286,0.357,0.1,0.163,0.233,0.429,96.0,95.0,97.0,0.161,0.24,82.2,0.221,0.358,0.349,95.0,95.0,83.0,,,,0.181,,-0.09,,88.8,,,,,0.243,0.461,0.205,,93.0,101.0,90.0,0.176,,,0.15,,,93.1,,0.313,0.385,0.138,,,,,,,,,
2023-04-10,6:38 PM.,WSH,LAA,home,Clear.,66,571578,CF,5,1,0,0,0,0,0,0,0,3,4,0.306,0.468,0.611,1.079,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,65.0,103.0,88.0,84.0,99.0,100.0,0.169,0.35,0.064,-0.69,-0.51,-2.07,91.8,81.2,80.5,0.327,0.541,0.121,0.29,0.645,0.4,0.233,0.461,0.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.0,102.0,93.0,0.417,,,-0.89,,,92.1,,0.32,0.463,0.074,,,,,,,,,
2023-04-09,1:06 PM.,TOR,LAA,home,Sunny.,72,579328,CF,5,1,2,0,0,0,1,0,1,3,2,0.355,0.524,0.71,1.234,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,101.0,105.0,108.0,0.451,0.259,0.097,0.05,1.11,-1.83,95.1,88.7,88.7,0.27,0.412,0.268,0.254,0.508,0.193,0.225,0.396,0.302,98.0,103.0,105.0,0.193,0.24,83.1,0.284,0.463,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-08,6:07 PM.,TOR,LAA,home,Clear.,63,621244,CF,3,2,1,0,0,1,3,0,1,0,0,0.346,0.528,0.769,1.297,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,96.0,103.0,99.0,,,,0.204,,0.185,0.72,,-0.38,94.3,84.1,,0.254,0.456,0.276,0.245,0.409,0.33,,,,116.0,104.0,110.0,0.296,0.31,82.6,,,,,,,,,,,,,,,,,,,,,,,92.0,104.0,99.0,0.315,,,0.61,,,93.8,,0.255,0.398,0.131,0.216,0.357,0.305,,,,,,
2023-04-07,7:05 PM.,TOR,LAA,home,Partly Cloudy.,64,605135,CF,4,1,1,0,0,1,2,0,0,1,0,0.348,0.531,0.696,1.227,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,106.0,93.0,102.0,0.093,0.136,0.065,-3.9,-0.72,1.71,92.4,84.1,75.6,0.333,0.652,0.206,0.189,0.351,0.1009999999999999,0.227,0.636,0.191,93.0,92.0,100.0,0.126,0.67,70.7,0.192,0.295,0.318,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,-1.13,-3.07,87.8,82.6,0.375,0.563,0.226,0.274,0.496,0.253,,92.0,104.0,98.0,0.393,,,2.11,,,91.9,,0.22,0.336,0.144,,,,,,,,,
2023-04-05,1:10 PM.,SEA,LAA,away,Partly Cloudy.,48,623167,CF,3,0,1,0,0,0,1,0,2,1,0,0.368,0.571,0.632,1.203,623167,chrisflexen,Flexen,Right,Chris Flexen,- - -,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.417,0.137,0.346,0.401,93.0,97.0,97.0,65.0,98.0,84.0,122.0,107.0,111.0,0.409,0.097,0.16,-2.66,-2.44,0.72,91.9,81.0,80.8,0.379,0.739,0.174,0.213,0.32,0.397,0.389,0.444,0.148,92.0,95.0,111.0,0.022,2.61,71.6,0.125,0.125,0.357,87.0,100.0,94.0,,,,0.293,,-0.47,,87.9,,,,,0.287,0.504,0.2019999999999999,,49.0,106.0,76.0,0.019,,,-7.15,,,90.9,,0.6,0.7,0.111,,,,,,,,,
2023-04-04,6:41 PM.,SEA,LAA,away,Partly Cloudy.,50,622491,CF,4,1,1,0,0,0,0,0,0,2,2,0.375,0.565,0.688,1.253,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,117.0,100.0,108.0,0.444,0.221,0.156,1.31,-0.12,-1.6,96.3,88.3,85.7,0.165,0.384,0.33,0.28,0.42,0.325,0.234,0.455,0.3779999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.0,103.0,95.0,0.179,,,0.6,,,95.9,,0.239,0.337,0.136,,,,,,,,,
2023-04-03,6:41 PM.,SEA,LAA,away,Partly Cloudy.,45,669923,CF,1,1,1,0,0,0,0,0,3,0,0,0.417,0.632,0.833,1.465,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,0.394,0.197,0.018,1.34,1.03,-5.31,96.1,86.6,86.3,0.234,0.392,0.28,0.5,0.9,0.125,0.264,0.377,0.22,,,,,,,0.265,0.458,0.159,,,,95.0,103.0,110.0,,0.061,,1.07,,84.9,0.143,0.286,0.357,,,,75.1,106.0,110.0,109.0,0.216,0.115,0.001,0.43,0.35,0.26,95.8,81.8,0.261,0.383,0.131,,,,,,,,,
2023-04-02,1:06 PM.,OAK,LAA,away,Partly Cloudy.,56,686610,CF,4,1,3,1,0,1,2,0,1,0,0,0.364,0.5,0.818,1.318,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,89.0,95.0,92.0,96.0,99.0,100.0,0.543,0.271,0.166,-0.52,-0.79,-1.4,93.3,84.2,81.1,0.275,0.493,0.178,0.34,0.515,0.374,0.218,0.423,0.3279999999999999,93.0,77.0,85.0,0.02,-3.62,74.5,0.333,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,1:07 PM.,OAK,LAA,away,Sunny.,58,660261,CF,4,2,1,1,0,0,0,0,1,1,2,0.143,0.333,0.286,0.619,660261,shintarofujinami,Fujinami,Right,Shintaro Fujinami,- - -,7.18,4.8,79.0,92.0,112.0,94.0,0.734,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.167,0.378,0.42,,,,107.0,90.0,91.0,118.0,92.0,105.0,0.566,0.073,,0.08,-1.47,,98.4,,84.4,0.243,0.385,0.255,,,,0.75,0.75,0.3329999999999999,-279.0,111.0,65.0,0.001,-81.55,75.7,,,,94.0,92.0,93.0,138.0,95.0,100.0,0.162,0.199,1.27,-1.4,88.3,92.8,0.243,0.457,0.372,0.171,0.341,0.382,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-30,7:14 PM.,OAK,LAA,away,Partly Cloudy.,52,666205,CF,3,0,0,0,0,0,0,0,1,0,1,0.0,0.25,0.0,0.25,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,87.0,99.0,92.0,90.0,98.0,99.0,0.517,0.253,0.081,-2.52,-0.45,-3.21,93.5,87.9,87.1,0.395,0.663,0.161,0.333,0.5,0.387,0.293,0.475,0.242,97.0,103.0,104.0,0.149,-2.07,81.2,0.268,0.415,0.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,6:08 PM.,LAD,LAA,home,Partly Cloudy.,66,686752,CF,2,0,0,0,0,0,0,0,0,0,0,0.217,0.308,0.435,0.743,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,LAD,2.14,3.23,42.0,104.0,98.0,103.0,0.757,8.14,1.07,5.79,1.5,0.8,0.274,0.416,0.177,0.301,0.424,87.0,115.0,113.0,100.0,100.0,97.0,115.0,96.0,101.0,0.506,0.147,0.347,1.83,0.98,0.55,94.0,86.3,88.8,0.156,0.344,0.2239999999999999,0.203,0.391,0.326,0.174,0.348,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,6:39 PM.,PHI,LAA,home,Clear.,71,650911,CF,3,1,0,0,0,0,0,1,1,1,3,0.22,0.325,0.541,0.866,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,102.0,102.0,103.0,,0.169,0.357,,0.65,1.56,,85.1,84.4,,,,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,86.0,52.0,74.0,,,,0.001,,2.59,,86.5,,,,,,,,,95.0,101.0,98.0,0.473,,,-0.55,,,94.5,,0.345,0.481,0.131,,,,,,,,,
2024-04-28,1:09 PM.,MIN,LAA,home,Sunny.,73,641154,DH,3,0,1,0,0,0,1,0,1,0,0,0.226,0.328,0.557,0.885,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,97.0,105.0,101.0,106.0,103.0,110.0,0.407,0.219,0.201,1.65,-0.84,-0.14,95.0,88.5,84.5,0.208,0.352,0.259,0.281,0.359,0.249,,,,92.0,103.0,108.0,0.1,-1.28,82.4,0.23,0.446,0.341,,,,,,,,,,,,,,,,,,,,97.0,107.0,107.0,0.073,,,-2.77,,,94.5,,0.426,0.639,0.142,,,,,,,0.239,0.436,0.331
2024-04-27,6:38 PM.,MIN,LAA,home,Clear.,67,663978,CF,3,0,0,0,0,0,0,0,1,1,2,0.223,0.322,0.563,0.885,663978,chrispaddack,Paddack,Right,Chris Paddack,MIN,4.99,4.84,88.1,106.0,89.0,104.0,0.781,8.05,2.14,10.39,1.43,0.9,0.233,0.35,0.141,0.311,0.425,108.0,107.0,112.0,79.0,111.0,103.0,71.0,97.0,96.0,0.429,0.177,0.259,0.63,-0.21,-1.51,93.3,82.9,85.9,0.277,0.4,0.243,0.283,0.519,0.248,0.264,0.434,0.254,106.0,102.0,103.0,0.136,-1.69,78.2,0.326,0.435,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-26,6:40 PM.,MIN,LAA,home,Partly Cloudy.,64,641927,CF,3,0,0,0,0,0,0,0,2,1,4,0.23,0.325,0.58,0.905,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,81.0,104.0,96.0,74.0,100.0,101.0,0.381,0.118,0.294,-0.01,2.03,1.98,91.7,83.4,80.3,0.258,0.506,0.222,0.154,0.285,0.395,0.095,0.162,0.307,94.0,99.0,103.0,0.011,4.57,76.0,0.0,0.0,0.375,84.0,104.0,100.0,,,,0.195,,-0.86,,86.2,,,,,0.279,0.504,0.229,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-24,1:07 PM.,BAL,LAA,home,Cloudy.,67,665152,DH,4,1,1,0,0,1,1,0,0,1,1,0.237,0.321,0.598,0.919,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,91.0,100.0,99.0,,,,0.32,,,-0.18,,,93.4,,,0.245,0.503,0.232,,,,,,,92.0,98.0,96.0,0.114,0.29,77.0,0.225,0.3,0.198,99.0,102.0,98.0,72.0,99.0,99.0,0.23,0.184,0.33,0.73,86.9,84.1,0.139,0.248,0.36,0.25,0.355,0.237,,79.0,105.0,97.0,0.151,,,0.67,,,92.3,,0.247,0.353,0.072,,,,,,,,,
2024-04-23,6:38 PM.,BAL,LAA,home,Partly Cloudy.,66,680570,CF,4,1,1,0,0,1,1,0,0,2,2,0.237,0.324,0.581,0.905,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,113.0,102.0,106.0,118.0,101.0,108.0,0.465,0.158,0.21,-0.38,-0.96,1.63,96.1,83.1,86.5,0.291,0.413,0.269,0.161,0.306,0.348,0.25,0.563,0.361,114.0,103.0,107.0,0.155,0.29,81.3,0.26,0.38,0.241,,,,,,,,,,,,,,,,,,,,133.0,102.0,111.0,0.012,,,5.3,,,96.1,,0.167,0.333,0.294,,,,,,,,,
2024-04-22,6:38 PM.,BAL,LAA,home,Cloudy.,59,544150,CF,3,0,0,0,0,0,0,0,2,2,5,0.236,0.327,0.562,0.889,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,0.5,,0.172,-0.36,,-0.5,94.8,86.1,,0.276,0.469,0.228,0.274,0.434,0.228,,,,94.0,99.0,98.0,0.132,0.41,79.0,0.174,0.348,0.252,74.0,99.0,92.0,,,,0.195,,0.73,,86.3,,,,,0.24,0.365,0.308,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-21,1:41 PM.,CIN,LAA,away,Cloudy.,49,593423,CF,4,0,0,0,0,0,0,0,0,0,1,0.244,0.323,0.581,0.904,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,83.0,105.0,98.0,117.0,103.0,106.0,0.332,0.107,,-0.02,-1.94,,95.6,,85.4,0.206,0.367,0.231,,,,0.288,0.577,0.325,,,,,,,,,,109.0,95.0,95.0,119.0,99.0,105.0,0.187,0.183,-1.4,-0.23,90.4,86.0,0.218,0.297,0.426,0.326,0.609,0.223,,83.0,100.0,98.0,0.191,,,1.13,,,94.8,,0.248,0.407,0.113,,,,,,,,,
2024-04-20,6:40 PM.,CIN,LAA,away,Partly Cloudy.,54,668933,CF,4,1,1,0,0,0,0,0,0,1,1,0.256,0.337,0.61,0.947,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.18,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.285,0.43,87.0,78.0,79.0,,,,119.0,98.0,109.0,,0.319,0.03,,1.37,-3.78,,90.5,88.4,,,,0.333,0.333,0.2,0.145,0.217,0.372,,,,,,,,,,125.0,99.0,92.0,,,,0.479,,-1.57,,95.6,,,,,0.329,0.52,0.161,,71.0,100.0,83.0,0.172,,,-2.72,,,94.8,,0.333,0.5,0.119,,,,,,,,,
2024-04-19,6:40 PM.,CIN,LAA,away,Clear.,61,666157,CF,4,0,0,0,0,0,0,0,0,1,2,0.256,0.341,0.628,0.969,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,119.0,103.0,97.0,,,,0.43,,0.164,0.11,,-0.21,94.1,88.1,,0.241,0.407,0.23,0.232,0.39,0.259,,,,90.0,94.0,100.0,0.273,-0.75,81.7,0.217,0.302,0.429,,,,,,,,,,,,,,,,,,,,111.0,97.0,93.0,0.133,,,0.99,,,94.1,,0.234,0.453,0.183,,,,,,,,,
2024-04-18,1:10 PM.,TB,LAA,away,Dome.,72,686752,CF,3,1,0,0,0,0,0,2,1,1,2,0.27,0.357,0.662,1.019,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,115.0,98.0,102.0,119.0,95.0,106.0,0.506,0.173,0.235,1.07,0.51,-0.47,94.9,85.8,89.0,0.181,0.33,0.316,0.216,0.353,0.286,0.267,0.407,0.317,140.0,75.0,84.0,0.027,-1.47,80.6,0.167,0.167,0.5,100.0,103.0,100.0,,,,0.06,,-0.88,,91.6,,,,,0.276,0.586,0.141,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-17,6:51 PM.,TB,LAA,away,Dome.,72,641793,CF,4,1,1,0,0,1,1,0,1,2,1,0.282,0.363,0.69,1.053,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,54.0,110.0,91.0,102.0,99.0,98.0,0.221,0.399,,0.58,0.45,,92.4,,85.7,0.245,0.358,0.191,,,,0.257,0.427,0.227,,,,,,,,,,,,,104.0,106.0,112.0,,0.232,,-0.84,,83.0,0.258,0.423,0.344,,,,,67.0,103.0,91.0,0.148,,,-0.6,,,91.6,,0.265,0.439,0.141,,,,,,,0.406,0.594,0.115
2024-04-16,6:50 PM.,TB,LAA,away,Dome.,72,650644,DH,5,0,1,0,0,0,0,1,1,1,4,0.284,0.36,0.672,1.032,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,68.0,102.0,96.0,152.0,101.0,112.0,0.099,0.163,,-1.7,-1.03,,92.0,,80.5,0.294,0.49,0.095,,,,0.25,0.375,0.438,104.0,104.0,109.0,0.156,-1.36,77.1,0.25,0.479,0.275,91.0,100.0,101.0,57.0,96.0,102.0,0.322,0.02,1.08,-4.86,88.1,85.6,0.375,0.625,0.261,0.232,0.394,0.233,,71.0,93.0,83.0,0.24,,,0.06,,,92.6,,0.241,0.421,0.158,,,,,,,0.267,0.467,0.272
2024-04-15,6:50 PM.,TB,LAA,away,Dome.,72,621107,CF,5,1,2,0,0,1,2,0,0,0,2,0.29,0.362,0.71,1.072,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,61.0,105.0,94.0,122.0,107.0,113.0,0.09,0.097,0.061,-0.64,0.46,0.21,92.4,85.6,79.7,0.236,0.418,0.248,0.188,0.354,0.105,,,,108.0,112.0,108.0,0.188,-1.27,78.8,0.291,0.472,0.333,85.0,105.0,98.0,,,,0.282,,1.54,,88.2,,,,,0.214,0.345,0.223,,91.0,109.0,105.0,0.282,,,0.0,,,91.7,,0.293,0.404,0.133,,,,,,,0.236,0.473,0.203
2024-04-14,1:36 PM.,BOS,LAA,away,Sunny.,59,678394,CF,4,1,1,0,1,0,0,0,1,2,3,0.281,0.359,0.684,1.043,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,74.0,108.0,101.0,114.0,98.0,110.0,0.048,0.28,0.269,0.25,-0.58,0.15,95.6,87.6,86.8,0.12,0.16,0.218,0.177,0.354,0.369,0.268,0.401,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,100.0,101.0,0.403,,,-0.24,,,95.7,,0.309,0.44,0.111,,,,,,,,,
2024-04-13,4:10 PM.,BOS,LAA,away,Cloudy.,54,681867,CF,4,0,0,0,0,0,0,0,0,1,2,0.283,0.356,0.679,1.035,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,110.0,95.0,99.0,,0.288,0.261,,-1.92,0.55,,84.4,77.1,,,,0.256,0.338,0.171,0.429,0.857,0.154,,,,,,,,,,79.0,103.0,93.0,,,,0.154,,0.64,,86.4,,,,,0.163,0.306,0.294,,102.0,108.0,100.0,0.297,,,0.48,,,89.1,,0.33,0.511,0.073,,,,,,,0.287,0.479,0.207
