date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff
2023-07-25,8:50 PM.,ATL,BOS,home,Cloudy.,69,450203,SS,3,1,1,0,0,0,1,1,1,1,0,0.177,0.226,0.392,0.618,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.317,0.08,0.432,0.103,-1.26,0.25,-4.03,1.79,0.86,94.9,89.1,86.0,94.2,82.3,0.177,0.258,0.42,0.292,0.482,0.225,0.25,0.339,0.336,0.474,0.711,0.071,0.296,0.407,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-23,7:11 PM.,NYM,BOS,home,Clear.,75,471911,SS,3,0,1,0,0,0,1,1,0,2,2,0.171,0.213,0.395,0.608,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,86.0,88.0,95.0,0.1,0.323,0.004,0.091,0.299,-2.35,-9.5,-3.88,-1.25,0.12,92.7,89.5,87.2,91.5,80.1,0.25,0.594,0.217,0.358,0.651,0.166,0.22,0.314,0.311,0.45,0.725,0.129,,,,104.0,98.0,108.0,0.184,-1.99,84.1,0.329,0.575,0.3289999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-22,7:13 PM.,NYM,BOS,home,Partly Cloudy.,74,453286,SS,4,1,1,0,0,1,1,0,0,2,0,0.164,0.197,0.397,0.594,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,98.0,108.0,99.0,,0.463,0.104,0.124,0.141,0.72,2.12,,0.51,0.03,93.7,88.4,83.8,,75.4,0.187,0.373,0.326,0.255,0.458,0.238,0.207,0.283,0.275,,,,0.135,0.243,0.3329999999999999,106.0,108.0,108.0,0.168,-0.21,84.0,0.25,0.545,0.364,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-21,7:13 PM.,NYM,BOS,home,Cloudy.,75,673540,SS,2,0,1,1,0,0,2,0,0,0,0,0.159,0.194,0.362,0.556,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,93.0,95.0,93.0,,0.37,0.25,0.027,,0.17,2.52,,-0.23,,95.7,90.8,,,72.8,0.125,0.5,0.444,0.244,0.399,0.173,,,,,,,0.244,0.339,0.182,100.0,93.0,102.0,0.116,-0.96,82.7,0.333,0.952,0.245,,,,0.11,0.147,0.595,,,,,,,0.237,0.95,83.2,,,,,,,,,
2023-07-19,12:38 PM.,OAK,BOS,away,Sunny.,69,686610,SS,2,0,0,0,0,0,0,0,0,1,2,0.149,0.186,0.343,0.529,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,,,,,0.543,,0.02,0.166,-0.52,,,-3.62,-1.4,93.3,,84.2,,74.5,0.333,0.833,0.0,0.275,0.493,0.178,0.34,0.515,0.374,,,,,,,96.0,99.0,100.0,0.271,-0.79,81.1,0.218,0.423,0.3279999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-18,6:42 PM.,OAK,BOS,away,Clear.,63,665622,SS,2,0,0,0,0,0,0,0,0,1,0,0.154,0.191,0.354,0.545,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,117.0,96.0,96.0,,,,0.142,0.415,,0.117,0.087,-0.35,,-0.8,-0.73,1.25,96.1,,87.3,95.5,79.6,0.146,0.366,0.308,0.272,0.494,0.121,0.256,0.282,0.304,0.313,0.406,0.141,,,,106.0,97.0,100.0,0.238,-0.8,85.3,0.233,0.456,0.484,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,6:40 PM.,OAK,BOS,away,Clear.,67,621112,SS,4,0,0,0,0,0,1,0,0,1,4,0.159,0.197,0.365,0.562,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,106.0,100.0,100.0,0.24,0.146,0.204,0.117,0.112,-2.52,-2.38,-0.75,1.69,2.14,91.9,88.9,86.0,91.8,79.1,0.14,0.326,0.245,0.383,0.553,0.17,0.143,0.286,0.389,0.306,0.435,0.15,0.435,0.624,0.159,91.0,103.0,108.0,0.181,0.46,80.8,0.198,0.308,0.344,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-16,1:20 PM.,CHC,BOS,away,Partly Cloudy.,81,657006,SS,4,1,2,1,0,0,0,0,0,1,0,0.169,0.21,0.39,0.6,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,,,,0.018,0.626,,0.006,0.01,0.67,,0.89,2.44,-1.94,91.8,,87.5,92.2,80.7,0.0,0.0,0.3329999999999999,0.275,0.393,0.203,0.4,0.4,0.1,0.25,0.333,0.1669999999999999,,,,123.0,104.0,111.0,0.339,0.54,83.3,0.217,0.346,0.311,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,7:05 PM.,CHC,BOS,away,Cloudy.,86,543294,SS,4,1,1,0,0,1,1,0,0,2,1,0.145,0.19,0.364,0.554,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,0.349,0.205,,0.035,0.411,-1.61,,0.04,0.0,1.43,87.8,,80.7,87.5,73.3,0.25,0.25,0.4379999999999999,0.38,0.658,0.1119999999999999,0.18,0.279,0.324,0.318,0.46,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-09,1:37 PM.,OAK,BOS,home,Cloudy.,80,676664,SS,3,0,0,0,0,0,0,0,1,0,2,0.137,0.185,0.314,0.499,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,,,,0.001,0.501,,,0.151,-0.84,,0.63,,0.36,93.1,,84.1,92.1,,,,,0.256,0.478,0.217,0.277,0.438,0.225,,,,,,,93.0,102.0,106.0,0.346,-0.06,81.4,0.21,0.395,0.283,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-08,4:13 PM.,OAK,BOS,home,Sunny.,78,643493,SS,0,0,0,0,0,0,0,0,0,0,0,0.146,0.18,0.333,0.513,643493,austinpruitt,Pruitt,Right,Austin Pruitt,OAK,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,,,,0.14,0.26,,0.16,0.06,-1.17,,3.55,2.21,1.29,91.8,,87.1,91.3,81.2,0.143,0.314,0.22,0.344,0.469,0.182,0.308,0.385,0.2,0.216,0.297,0.135,,,,149.0,103.0,114.0,0.38,0.34,87.6,0.238,0.365,0.245,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,7:11 PM.,OAK,BOS,home,Partly Cloudy.,82,669674,SS,4,1,1,0,0,0,2,0,0,3,0,0.146,0.18,0.333,0.513,669674,samlong,Long,Left,Sam Long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154,0.205,0.2239999999999999,0.348,0.522,0.157,0.0,0.0,0.3329999999999999,,,,,,,,,,,,,0.267,0.567,0.288,,,,0.375,0.375,0.286,,,,,,,,,,,,,,,,,,
2023-04-24,6:36 PM.,BAL,BOS,away,Partly Cloudy.,59,665152,SS,3,0,0,0,0,0,0,0,0,1,1,0.136,0.174,0.341,0.515,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.371,0.239,0.089,0.123,0.43,0.02,1.81,-2.29,-1.4,94.6,88.8,85.3,91.9,78.1,0.347,0.592,0.24,0.252,0.409,0.262,0.26,0.377,0.27,0.269,0.38,0.081,0.222,0.416,0.2769999999999999,116.0,98.0,105.0,0.033,-1.43,82.8,0.25,0.417,0.244,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-23,1:12 PM.,MIL,BOS,away,Roof Closed.,61,669203,SS,5,1,2,0,0,0,0,1,0,0,5,0.146,0.186,0.366,0.552,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,127.0,101.0,103.0,0.077,,0.554,0.171,0.112,,1.51,-2.42,1.35,1.07,,94.4,89.3,95.3,79.8,0.133,0.211,0.488,,,,0.204,0.258,0.306,0.291,0.564,0.129,0.209,0.34,0.2269999999999999,144.0,110.0,127.0,0.085,1.12,86.0,0.159,0.275,0.4379999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,6:10 PM.,MIL,BOS,away,Roof Closed.,62,489119,SS,3,1,1,0,0,1,2,0,0,1,0,0.111,0.158,0.361,0.519,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,101.0,103.0,101.0,0.046,0.195,0.443,0.022,0.246,0.46,1.07,-2.53,2.01,0.6,90.4,87.1,83.7,90.7,75.8,,,,0.198,0.453,0.134,0.219,0.281,0.239,0.333,0.375,0.125,0.232,0.446,0.172,113.0,108.0,103.0,0.049,0.62,79.1,0.192,0.308,0.349,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21,7:11 PM.,MIL,BOS,away,Roof Closed.,62,642547,SS,3,0,0,0,0,0,0,0,0,0,2,0.091,0.143,0.273,0.416,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,,,,,,,,0.512,,0.124,0.146,0.89,,,0.2,0.15,94.4,,88.6,,76.9,0.214,0.381,0.3379999999999999,0.213,0.387,0.292,0.224,0.388,0.312,,,,,,,115.0,99.0,104.0,0.218,0.36,82.4,0.203,0.392,0.46,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-20,1:37 PM.,MIN,BOS,home,Sunny.,55,628317,SS,4,1,1,0,0,1,2,0,0,1,3,0.1,0.156,0.3,0.456,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,,,,0.064,0.274,,0.036,,0.35,,-0.88,-2.4,,91.0,,,90.3,76.4,0.333,0.667,0.063,0.275,0.451,0.251,,,,0.385,0.538,0.128,,,,105.0,99.0,103.0,0.306,-0.07,81.6,0.206,0.471,0.288,0.319,1.6,84.1,0.182,0.263,0.35,,,,138.0,107.0,112.0,,,,,,,,,,,,
2023-04-18,7:13 PM.,MIN,BOS,home,Cloudy.,54,543243,SS,3,0,0,0,0,0,0,0,0,0,2,0.077,0.143,0.192,0.335,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,118.0,102.0,102.0,0.157,0.271,0.131,0.168,0.067,0.61,1.3,-0.46,0.87,-0.63,92.9,87.6,87.9,92.8,79.6,0.257,0.371,0.282,0.301,0.422,0.1639999999999999,0.27,0.405,0.174,0.275,0.413,0.177,0.265,0.368,0.278,122.0,108.0,121.0,0.205,3.25,84.3,0.096,0.117,0.413,,,,,,,0.001,-0.41,72.9,,,,,,,,,,,,,,,
2023-04-16,1:34 PM.,LAA,BOS,home,Cloudy.,54,672282,SS,3,0,0,0,0,0,0,0,0,1,0,0.087,0.16,0.217,0.377,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,,,,,0.432,,0.194,0.054,-0.38,,,0.14,-2.03,94.3,,84.8,,74.7,0.191,0.326,0.286,0.291,0.505,0.212,0.242,0.424,0.246,,,,,,,124.0,100.0,102.0,0.319,0.91,88.7,0.0,0.0,0.267,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,4:10 PM.,LAA,BOS,home,Cloudy.,56,542881,SS,4,1,2,0,0,1,4,0,0,1,2,0.1,0.182,0.25,0.432,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,104.0,103.0,98.0,0.055,0.374,0.224,0.002,0.338,-1.25,0.48,-3.61,-0.33,0.08,90.1,85.1,80.0,88.5,72.9,,,,0.301,0.566,0.193,0.238,0.381,0.3979999999999999,0.36,0.68,0.102,0.239,0.366,0.268,105.0,76.0,95.0,0.007,-1.06,78.1,0.2,0.2,0.3329999999999999,0.001,-4.72,90.1,,,,,,,,,,,,,,,,,,,,,
2023-04-14,7:11 PM.,LAA,BOS,home,Partly Cloudy.,58,663776,SS,3,1,0,0,0,0,0,0,0,1,3,0.0,0.111,0.0,0.111,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,,,,0.111,0.256,,0.09,0.258,-1.22,,0.36,0.27,0.3,93.0,,83.0,93.2,76.5,0.286,0.286,0.237,0.336,0.507,0.156,0.184,0.33,0.432,0.269,0.327,0.129,,,,123.0,100.0,107.0,0.285,0.02,86.5,0.2,0.5,0.306,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-13,1:10 PM.,TB,BOS,away,Dome.,72,605488,SS,3,0,0,0,0,0,0,0,1,1,0,0.0,0.071,0.0,0.071,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,86.0,116.0,116.0,,,,105.0,108.0,107.0,,,,,,,,0.406,,,0.343,2.63,,,,5.88,91.7,,80.4,,,,,,0.143,0.286,0.176,0.048,0.048,0.5,,,,,,,115.0,114.0,117.0,0.251,3.79,82.2,0.0,0.0,0.286,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-12,6:40 PM.,TB,BOS,away,Dome.,72,671737,2B,4,0,0,0,0,0,0,0,0,1,3,0.0,0.0,0.0,0.0,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,106.0,99.0,99.0,0.001,0.449,0.248,0.167,,-0.8,-1.32,0.0,0.04,,96.1,88.9,,97.8,79.0,0.169,0.338,0.2239999999999999,0.277,0.559,0.191,,,,,,,0.312,0.581,0.295,,,,,,,,,,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,,,,,,,,,,
