date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSL/C,vFA,vFC,vFS,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vCH,vSI,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2023-08-08,6:41 PM.,SEA,SD,away,Clear.,78,669302,PH,0,0,0,0,0,0,0,0,1,0,0,0.185,0.239,0.457,0.696,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,88.0,103.0,99.0,133.0,101.0,99.0,,,,98.0,103.0,117.0,0.419,,0.148,0.297,0.01,,0.25,1.84,95.7,,85.6,88.7,0.28,0.491,0.177,0.211,0.349,0.322,0.174,0.34,0.35,,,,,,,55.0,90.0,81.0,0.003,,,-11.33,,,,93.7,,0.214,0.371,0.306,,,,0.667,1.0,0.25,,,,110.0,95.0,103.0,0.134,0.39,80.3,,,
2023-08-07,1:10 PM.,LAD,SD,home,Sunny.,76,664062,1B,2,1,0,0,0,0,0,0,1,0,1,0.185,0.23,0.457,0.687,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,80.0,99.0,91.0,90.0,103.0,108.0,,,,120.0,98.0,106.0,0.395,,0.272,0.183,1.42,,0.21,-0.82,92.4,,83.0,86.8,0.221,0.436,0.157,0.268,0.439,0.253,0.181,0.315,0.27,,,,107.0,83.0,90.0,,,,,0.151,,,-2.12,,,,80.9,0.313,0.656,0.209,,,,,,,,,,,,,,,,,,
2023-08-06,4:10 PM.,LAD,SD,home,Sunny.,74,458681,1B,4,0,0,0,0,0,0,0,0,0,3,0.19,0.226,0.468,0.694,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,92.0,105.0,104.0,97.0,98.0,106.0,104.0,105.0,99.0,,,,0.437,0.23,,0.063,-0.4,-0.35,,-3.65,92.4,88.7,,83.0,0.255,0.52,0.316,0.286,0.446,0.308,,,,56.0,95.0,90.0,109.0,97.0,106.0,93.0,95.0,87.0,0.126,0.074,0.07,1.21,-2.24,-1.23,84.9,91.4,80.8,0.208,0.453,0.354,0.302,0.372,0.296,0.239,0.394,0.177,0.273,0.512,0.267,,,,,,,,,
2023-08-05,5:40 PM.,LAD,SD,home,Clear.,74,675627,DH,1,0,0,0,0,0,0,0,0,1,1,0.2,0.238,0.493,0.731,675627,michaelgrove,Grove,Right,Michael Grove,LAD,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.164,0.343,0.44,86.0,102.0,95.0,106.0,106.0,111.0,94.0,103.0,105.0,,,,0.327,0.075,,0.382,-3.57,0.93,,1.07,94.8,89.2,,85.6,0.442,0.779,0.083,0.2,0.331,0.449,,,,123.0,129.0,150.0,,,,,,,0.042,,0.003,1.99,,-16.59,88.0,94.7,,0.308,0.423,0.176,,,,0.286,0.357,0.148,0.261,0.565,0.264,98.0,93.0,98.0,0.17,-0.36,78.3,,,
2023-08-04,6:41 PM.,LAD,SD,home,Clear.,72,676272,DH,1,2,0,0,0,0,0,0,2,1,2,0.203,0.241,0.5,0.741,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,130.0,102.0,105.0,153.0,110.0,121.0,,,,,,,0.289,,,0.174,1.2,,,-1.0,99.0,,,89.7,0.258,0.367,0.206,0.5,0.75,0.25,,,,105.0,100.0,117.0,115.0,100.0,110.0,107.0,99.0,100.0,0.192,0.185,0.16,1.75,1.25,0.6,88.2,98.8,80.6,0.184,0.303,0.36,0.133,0.307,0.3989999999999999,0.258,0.382,0.178,,,,,,,,,,,,
2023-07-30,1:38 PM.,PHI,PIT,home,Cloudy.,70,650911,PH,1,0,0,0,0,0,0,0,0,0,2,0.205,0.224,0.507,0.731,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,,,,123.0,100.0,100.0,,,,,,,,,,0.211,,,,0.2,,,,82.7,,,,0.25,0.456,0.297,,,,75.0,98.0,104.0,,,,71.0,104.0,97.0,0.462,,0.327,0.65,,1.1,81.8,92.1,,,,,0.148,0.274,0.43,0.297,0.523,0.107,,,,,,,,,,,,
2023-07-29,7:06 PM.,PHI,PIT,home,Cloudy.,79,605400,1B,4,1,2,1,0,0,0,0,0,2,2,0.208,0.227,0.514,0.741,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,95.0,107.0,103.0,,,,111.0,110.0,105.0,,,,0.295,0.075,,,-0.03,0.4,,,92.7,86.3,,,0.246,0.503,0.217,,,,,,,70.0,111.0,103.0,,,,100.0,107.0,101.0,0.188,,0.126,0.46,,0.14,85.9,91.8,,0.221,0.398,0.3329999999999999,0.22,0.319,0.319,0.279,0.416,0.106,0.246,0.508,0.301,118.0,105.0,113.0,0.316,0.47,79.4,,,
2023-07-28,7:07 PM.,PHI,PIT,home,Cloudy.,90,554430,1B,4,0,1,1,0,0,1,0,0,1,0,0.191,0.211,0.5,0.711,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,112.0,109.0,114.0,107.0,101.0,111.0,96.0,102.0,102.0,,,,0.435,0.144,,0.123,1.69,-0.63,,0.36,95.8,90.9,,84.4,0.199,0.333,0.314,0.198,0.36,0.392,,,,48.0,106.0,77.0,116.0,105.0,114.0,105.0,105.0,107.0,0.18,0.115,0.004,1.62,-1.61,-6.22,90.8,95.2,81.4,0.264,0.473,0.33,,,,0.252,0.308,0.192,0.27,0.426,0.228,,,,,,,,,
2023-07-26,1:10 PM.,SD,PIT,away,Sunny.,81,607625,1B,4,1,1,0,0,1,1,0,0,1,0,0.188,0.209,0.5,0.709,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,87.0,108.0,103.0,114.0,96.0,108.0,,,,,,,0.318,,,0.111,0.36,,,-0.6,93.4,,,85.2,0.246,0.464,0.214,0.25,0.417,0.286,,,,85.0,96.0,97.0,122.0,100.0,105.0,97.0,102.0,97.0,0.199,0.313,0.059,1.87,0.26,-2.89,86.3,93.2,79.6,0.287,0.384,0.265,0.303,0.576,0.3429999999999999,0.208,0.36,0.089,,,,,,,,,,0.0,0.0,0.226
2023-07-25,6:41 PM.,SD,PIT,away,Clear.,75,605483,PH,1,0,0,0,0,0,0,0,0,1,0,0.183,0.206,0.467,0.673,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,120.0,91.0,96.0,107.0,91.0,94.0,,,,,,,0.486,,,0.131,0.07,,,0.68,95.5,,,88.4,0.255,0.389,0.195,0.123,0.26,0.536,,,,72.0,103.0,106.0,106.0,102.0,110.0,,,,,0.198,0.184,,2.55,2.65,86.7,,81.0,0.079,0.14,0.563,0.185,0.266,0.4679999999999999,,,,,,,,,,,,,,,
2023-07-21,6:39 PM.,LAA,PIT,away,Partly Cloudy.,79,660271,DH,4,1,1,0,0,1,1,0,0,1,1,0.186,0.21,0.475,0.685,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,129.0,93.0,108.0,0.33,0.156,0.062,0.356,1.64,-0.82,-0.25,1.81,96.8,88.6,88.6,83.7,0.164,0.236,0.27,0.146,0.339,0.365,0.179,0.205,0.411,,,,87.0,97.0,105.0,104.0,94.0,95.0,0.06,0.036,,-0.53,1.15,,,94.5,75.7,0.111,0.167,0.417,,,,0.273,0.409,0.225,0.31,0.606,0.228,,,,,,,,,
2023-07-19,12:37 PM.,CLE,PIT,home,Cloudy.,75,650644,1B,3,1,1,0,0,0,2,0,1,0,0,0.182,0.207,0.436,0.643,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,76.0,101.0,91.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.123,0.372,0.017,0.058,-0.65,1.13,-6.33,0.15,91.8,87.7,85.2,82.5,0.359,0.436,0.243,0.172,0.345,0.2319999999999999,0.5,0.625,0.182,,,,153.0,113.0,120.0,75.0,101.0,89.0,0.185,0.244,,1.59,0.77,,,92.4,78.1,0.188,0.323,0.273,,,,0.202,0.292,0.144,0.261,0.406,0.2339999999999999,,,,,,,,,
2023-07-17,7:52 PM.,CLE,PIT,home,Drizzle.,67,675540,1B,1,0,0,0,0,0,0,0,0,1,0,0.173,0.185,0.442,0.627,675540,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.357,0.128,0.364,0.448,82.0,97.0,94.0,103.0,110.0,110.0,,,,,,,0.484,,,0.361,-0.14,,,0.89,92.5,,,85.1,0.283,0.478,0.191,0.238,0.361,0.2319999999999999,,,,74.0,89.0,87.0,90.0,93.0,94.0,,,,,0.116,0.039,,-2.04,-1.29,87.7,,75.1,0.31,0.524,0.259,0.278,0.5,0.0,,,,,,,,,,,,,,,
2023-07-16,12:07 PM.,SF,PIT,home,Partly Cloudy.,79,622072,PH,0,0,0,0,0,0,0,0,1,0,0,0.176,0.189,0.451,0.64,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,,,,110.0,93.0,95.0,,,,,,,,,,0.261,,,,-0.8,,,,82.4,,,,0.288,0.441,0.25,,,,78.0,103.0,99.0,,,,80.0,95.0,88.0,0.446,,0.292,0.12,,-0.33,85.2,91.5,,,,,0.273,0.388,0.154,0.234,0.433,0.242,,,,,,,0.001,-5.8,83.6,,,
2023-07-15,7:46 PM.,SF,PIT,home,Overcast.,86,502171,DH,4,0,1,0,0,0,0,0,0,1,3,0.176,0.173,0.451,0.624,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,61.0,79.0,76.0,113.0,111.0,115.0,,,,78.0,103.0,103.0,0.003,,0.388,0.051,-3.47,,0.2,-1.31,95.8,,89.5,86.2,,,,0.333,0.542,0.306,0.239,0.386,0.246,,,,,,,92.0,103.0,96.0,0.397,,,0.33,,,,94.5,,0.379,0.638,0.32,,,,0.28,0.435,0.129,,,,115.0,95.0,103.0,0.162,-1.38,83.6,,,
2023-07-14,7:06 PM.,SF,PIT,home,Partly Cloudy.,85,548389,DH,3,1,1,0,0,1,2,0,0,1,1,0.17,0.167,0.468,0.635,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,59.0,106.0,96.0,97.0,109.0,106.0,,,,83.0,107.0,102.0,0.26,,0.009,0.292,-0.38,,-0.82,0.07,92.5,,85.6,87.2,0.275,0.512,0.275,0.274,0.487,0.179,,,,94.0,112.0,113.0,,,,47.0,109.0,88.0,0.092,,0.248,-0.64,,-2.35,83.7,90.3,,0.2,0.2,0.206,0.305,0.508,0.289,0.325,0.55,0.123,,,,119.0,95.0,102.0,0.099,1.22,75.9,,,
2023-07-09,1:12 PM.,AZ,PIT,away,Roof Closed.,77,605200,DH,4,1,2,1,0,1,2,0,0,1,1,0.159,0.159,0.409,0.568,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,72.0,100.0,91.0,113.0,105.0,101.0,73.0,93.0,88.0,,,,0.226,0.113,,0.027,-0.05,0.13,,-1.83,89.3,87.5,,80.8,0.21,0.355,0.181,0.25,0.5,0.1669999999999999,,,,78.0,106.0,100.0,89.0,99.0,100.0,71.0,97.0,88.0,0.325,0.061,0.248,-1.5,-0.55,-1.19,80.7,89.6,77.0,0.188,0.5,0.2,0.275,0.477,0.372,0.381,0.552,0.096,0.3,0.3,0.145,,,,,,,,,
2023-07-08,1:09 PM.,AZ,PIT,away,Roof Closed.,76,669459,DH,4,0,1,0,0,0,0,0,0,1,1,0.125,0.125,0.3,0.425,669459,kylenelson,"Nelson, K",Left,Kyle Nelson,ARI,4.18,3.74,56.0,108.0,91.0,106.0,0.71,10.77,2.25,9.48,1.93,0.88,0.217,0.471,0.178,0.344,0.434,64.0,104.0,93.0,104.0,111.0,113.0,101.0,108.0,102.0,,,,0.321,0.086,,0.592,-1.23,0.71,,-0.18,92.0,88.3,,85.4,0.321,0.556,0.141,0.228,0.447,0.4039999999999999,,,,,,,,,,,,,,0.001,,,4.16,,,,78.4,,,,,,,,,,0.294,0.412,0.159,,,,,,,,,
2023-07-07,6:40 PM.,AZ,PIT,away,Roof Closed.,74,668678,DH,4,0,0,0,0,0,0,0,0,1,2,0.111,0.111,0.306,0.417,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,104.0,104.0,106.0,105.0,116.0,112.0,106.0,99.0,94.0,,,,0.491,0.092,,0.045,1.59,-2.24,,0.34,93.6,90.2,,87.4,0.238,0.36,0.192,0.25,0.389,0.265,,,,86.0,107.0,114.0,,,,97.0,95.0,92.0,0.007,,0.139,-3.38,,1.05,86.8,93.0,,0.21,0.344,0.405,0.21,0.336,0.314,0.286,0.714,0.125,0.352,0.648,0.205,121.0,104.0,112.0,0.227,0.46,82.5,,,
2023-04-13,6:45 PM.,STL,PIT,away,Clear.,79,656756,1B,5,0,0,0,0,0,0,0,0,3,5,0.125,0.125,0.344,0.469,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,75.0,95.0,84.0,,,,101.0,102.0,87.0,,,,0.106,0.016,,,-0.68,-4.4,,,93.4,88.2,,,0.333,0.5,0.195,,,,,,,99.0,101.0,98.0,116.0,108.0,111.0,91.0,99.0,91.0,0.426,0.222,0.229,1.22,0.84,0.2,83.5,93.3,80.5,0.191,0.357,0.371,0.239,0.405,0.392,0.255,0.374,0.141,0.417,0.667,0.31,,,,,,,,,
2023-04-11,6:36 PM.,HOU,PIT,home,Clear.,72,664299,DH,4,1,2,1,0,1,1,0,0,2,1,0.148,0.148,0.407,0.555,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,101.0,98.0,98.0,108.0,95.0,102.0,,,,,,,0.584,,,0.3,0.44,,,-0.09,92.7,,,79.5,0.236,0.455,0.265,0.211,0.367,0.287,,,,78.0,101.0,98.0,,,,,,,,,0.041,,,-1.29,83.7,,,0.268,0.366,0.195,0.28,0.36,0.392,,,,,,,91.0,99.0,102.0,0.075,-1.17,76.6,,,
2023-04-10,6:40 PM.,HOU,PIT,home,Clear.,69,664285,DH,4,1,1,0,0,1,1,0,0,2,2,0.087,0.087,0.217,0.304,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,98.0,-63.0,-49.0,,,,99.0,99.0,95.0,,,,0.001,0.034,,0.087,-16.35,0.45,,-0.32,95.7,89.1,,84.7,,,,0.189,0.405,0.4379999999999999,,,,96.0,98.0,94.0,118.0,98.0,106.0,97.0,98.0,96.0,0.468,0.253,0.157,0.93,1.07,0.73,90.1,95.3,80.2,0.158,0.211,0.402,0.231,0.342,0.311,0.274,0.455,0.126,0.182,0.182,0.435,,,,,,,,,
2023-04-09,1:36 PM.,CWS,PIT,home,Sunny.,56,656629,1B,3,0,0,0,0,0,0,0,0,1,2,0.053,0.053,0.053,0.106,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,116.0,89.0,94.0,102.0,97.0,99.0,,,,,,,0.614,,,0.272,-0.71,,,-1.5,95.2,,,84.8,0.244,0.462,0.264,0.258,0.516,0.2739999999999999,,,,73.0,82.0,76.0,96.0,97.0,97.0,,,,,0.04,0.074,,-0.94,0.15,88.7,,80.6,0.158,0.474,0.1939999999999999,0.133,0.3,0.3389999999999999,,,,,,,,,,,,,,,
