date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-06-07,6:38 PM.,HOU,LAA,home,Clear.,68,664285,LF,3,0,0,0,0,0,0,0,0,3,1,0.178,0.255,0.289,0.544,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,0.012,,0.043,0.313,0.175,-4.64,,1.46,-0.2,1.59,0.62,94.5,,89.9,94.1,85.1,79.7,,,,0.226,0.278,0.354,0.4,1.0,0.273,0.233,0.467,0.383,0.276,0.399,0.116,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-04,6:40 PM.,SD,LAA,home,Clear.,73,800049,DH,1,0,0,0,0,0,0,0,0,0,0,0.19,0.271,0.31,0.581,800049,adammazur,Mazur,Right,Adam Mazur,SDP,7.49,5.64,33.2,95.0,98.0,96.0,0.839,5.88,5.61,10.69,1.6,0.75,0.23,0.398,0.133,0.345,0.416,79.0,84.0,84.0,112.0,103.0,109.0,78.0,95.0,88.0,90.0,83.0,77.0,123.0,98.0,108.0,,,,0.041,0.392,,0.337,0.127,0.103,-3.03,,-4.79,1.16,-2.5,-2.61,94.6,,89.9,93.9,86.8,80.7,,,,0.429,0.571,0.35,0.333,0.667,0.134,0.216,0.333,0.25,0.429,0.429,0.083,0.364,0.818,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,6:37 PM.,SD,LAA,home,Partly Cloudy.,69,663362,DH,0,0,0,0,0,0,0,0,0,0,0,0.195,0.277,0.317,0.594,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,83.0,98.0,90.0,0.144,0.19,0.086,0.198,,,-0.77,1.88,0.64,0.5,,,90.6,87.0,,90.0,79.3,,0.231,0.385,0.144,,,,0.265,0.513,0.224,,,,0.303,0.404,0.067,,,,,,,0.227,0.454,0.201,,,,,,,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024-05-30,6:41 PM.,NYY,LAA,home,Clear.,68,607074,DH,2,0,0,0,0,0,0,0,0,1,0,0.195,0.277,0.317,0.594,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,100.0,83.0,82.0,,0.494,0.035,0.26,0.083,0.129,0.05,-3.11,,-0.4,-1.32,1.44,95.4,91.8,85.5,,86.8,81.0,0.353,0.647,0.255,0.188,0.247,0.495,0.262,0.514,0.214,0.199,0.361,0.393,,,,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-28,6:39 PM.,NYY,LAA,home,Clear.,69,641482,DH,2,0,0,0,0,0,0,0,0,1,0,0.205,0.289,0.333,0.622,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,109.0,100.0,102.0,0.014,0.442,0.28,0.168,,0.097,0.25,1.32,1.37,-1.27,,-0.89,92.1,87.5,83.6,90.3,78.2,,0.249,0.378,0.251,0.226,0.369,0.326,0.235,0.443,0.215,0.364,0.727,0.167,0.143,0.143,0.316,,,,,,,0.284,0.511,0.25,,,,,,,,,,,,,,,,,,,,,
2024-05-24,6:38 PM.,CLE,LAA,home,Partly Cloudy.,66,671106,3B,3,0,0,0,0,0,0,0,1,1,0,0.216,0.302,0.351,0.653,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,,,,60.0,98.0,88.0,,,,89.0,98.0,86.0,91.0,97.0,96.0,,0.484,0.146,0.187,,0.183,-1.54,-0.03,,-2.55,,-0.92,91.2,85.3,81.7,,78.6,,0.245,0.491,0.202,0.237,0.438,0.269,0.342,0.609,0.147,,,,,,,,,,,,,0.273,0.576,0.333,,,,,,,,,,,,,,,,,,,,,
2024-05-21,7:11 PM.,HOU,LAA,away,Roof Closed.,73,664299,DH,0,0,0,0,0,0,0,0,0,0,0,0.235,0.308,0.382,0.69,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,3.89,4.56,34.2,92.0,113.0,96.0,0.765,7.01,4.93,7.79,1.04,0.49,0.221,0.433,0.115,0.288,0.391,137.0,96.0,104.0,,,,101.0,88.0,89.0,,,,113.0,93.0,99.0,,,,,0.393,,0.295,,0.268,-1.3,,,0.38,,1.39,91.7,,81.2,,77.5,,,,,0.194,0.306,0.276,0.256,0.535,0.27,0.205,0.341,0.25,,,,0.5,0.667,0.143,,,,,,,,,,,,,,,,81.0,95.0,97.0,0.044,-5.23,75.2,,,,,,
2024-05-19,1:37 PM.,TEX,LAA,away,Roof Closed.,74,547179,3B,4,0,0,0,0,0,0,0,0,1,2,0.235,0.308,0.382,0.69,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.272,0.1,0.149,0.079,0.188,1.0,0.04,-0.25,-1.51,0.02,1.94,93.8,90.1,84.6,93.6,83.9,81.7,0.235,0.51,0.236,0.122,0.173,0.373,0.155,0.309,0.184,0.368,0.632,0.253,0.291,0.441,0.062,0.217,0.348,0.352,,,,0.19,0.429,0.291,,,,,,,,,,,,,,,,,,,,,
2024-05-14,6:38 PM.,STL,LAA,home,Clear.,66,543243,3B,3,1,2,1,1,0,0,0,0,1,2,0.267,0.343,0.433,0.776,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.064,-0.05,0.19,1.64,0.94,0.7,-2.25,92.4,87.7,88.3,92.7,84.8,80.0,0.287,0.494,0.308,0.357,0.714,0.328,0.333,0.567,0.182,,,,0.2,0.385,0.208,0.21,0.452,0.331,,,,0.142,0.205,0.444,,,,,,,,,,,,,0.0,-2.42,75.4,,,,,,
2024-05-11,6:38 PM.,KC,LAA,home,Clear.,67,666142,LF,3,1,1,0,0,0,0,0,0,0,0,0.222,0.313,0.296,0.609,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,105.0,101.0,106.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.418,0.113,0.128,,0.237,0.85,0.26,,-0.34,,1.43,95.4,90.7,84.8,,86.0,,0.348,0.455,0.228,0.183,0.28,0.478,0.213,0.361,0.231,0.21,0.305,0.337,,,,0.14,0.256,0.352,,,,,,,,,,,,,,,,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,
2024-05-09,6:38 PM.,KC,LAA,home,Clear.,67,608379,3B,2,0,0,0,0,0,2,0,1,2,1,0.208,0.31,0.292,0.602,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,78.0,100.0,92.0,0.153,0.238,0.114,0.092,0.081,0.322,0.39,-0.94,0.29,-2.39,-1.64,2.26,93.6,88.8,81.2,93.6,84.1,75.2,0.319,0.458,0.148,0.169,0.312,0.341,0.279,0.449,0.169,0.371,0.6,0.373,0.252,0.301,0.099,0.357,0.643,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-08,12:38 PM.,PIT,LAA,away,Sunny.,75,527048,3B,4,0,0,0,0,0,0,0,0,2,3,0.227,0.32,0.318,0.638,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,70.0,101.0,93.0,0.358,0.053,0.221,0.0,0.141,0.227,-8.23,-0.61,0.57,-51.06,0.62,-1.27,91.3,87.9,83.4,90.7,82.8,77.9,0.28,0.57,0.212,0.28,0.448,0.341,0.458,0.917,0.043,,,,0.275,0.383,0.097,0.246,0.354,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-07,7:00 PM.,PIT,LAA,away,Cloudy.,75,682990,3B,4,0,0,0,0,0,0,0,1,0,1,0.278,0.381,0.389,0.77,682990,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.43,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,98.0,99.0,101.0,59.0,103.0,93.0,99.0,100.0,94.0,108.0,103.0,106.0,,,,0.302,0.144,,0.279,0.145,0.129,-1.72,,0.06,-0.99,-1.2,1.51,93.0,,88.5,93.1,87.1,80.6,,,,0.161,0.194,0.212,0.4,0.4,0.186,0.246,0.443,0.254,0.29,0.493,0.132,0.375,0.5,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,6:42 PM.,PIT,LAA,away,Partly Cloudy.,71,656605,3B,2,0,0,0,0,0,0,0,1,1,0,0.357,0.438,0.5,0.938,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,96.0,99.0,98.0,0.22,0.304,0.122,0.25,0.096,0.008,0.3,-1.0,-0.26,-1.04,-0.11,-12.5,94.4,90.4,89.8,93.4,84.7,78.4,0.272,0.593,0.195,0.667,1.333,0.0,0.257,0.4,0.24,0.338,0.636,0.248,0.266,0.405,0.125,0.233,0.442,0.293,,,,0.204,0.331,0.25,,,,,,,,,,,,,,,,,,,,,
2024-05-05,1:41 PM.,CLE,LAA,away,Cloudy.,66,471911,3B,3,0,2,1,0,0,0,1,0,1,1,0.417,0.462,0.583,1.045,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,89.0,96.0,104.0,108.0,,,,0.165,0.26,,0.278,0.067,0.23,-0.84,,-1.96,-0.96,1.49,-1.09,91.6,,86.8,91.1,83.5,80.4,,,,0.241,0.472,0.282,0.337,0.554,0.146,0.284,0.52,0.288,0.304,0.609,0.13,0.053,0.158,0.213,,,,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,
2024-05-04,6:10 PM.,CLE,LAA,away,Overcast.,73,594902,LF,1,0,0,0,0,0,0,0,0,1,0,0.333,0.4,0.444,0.844,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,0.29,0.314,,0.218,0.088,0.091,-0.21,,0.56,-0.01,-0.11,-0.79,89.9,,83.9,90.4,79.4,76.9,,,,0.279,0.382,0.185,0.268,0.504,0.166,0.238,0.476,0.419,0.227,0.392,0.133,0.206,0.365,0.18,,,,0.231,0.413,0.241,,,,,,,,,,,,,,,,,,,,,
2024-05-01,1:08 PM.,PHI,LAA,home,Sunny.,71,554430,LF,1,0,0,0,0,0,0,0,0,0,2,0.375,0.444,0.5,0.944,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,0.192,0.416,0.093,0.125,0.1,,0.88,-0.23,2.68,1.04,-0.98,,95.3,91.1,,94.6,84.9,81.8,0.226,0.371,0.183,,,,0.209,0.395,0.296,,,,0.189,0.259,0.142,0.205,0.397,0.387,,,,0.152,0.273,0.335,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,,,,,,,,,,,,
2024-04-30,6:38 PM.,PHI,LAA,home,Clear.,68,605513,DH,4,1,2,1,0,0,0,1,0,1,3,0.429,0.5,0.571,1.071,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,4.05,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,125.0,107.0,103.0,103.0,100.0,102.0,92.0,95.0,94.0,88.0,99.0,93.0,127.0,97.0,102.0,,,,0.123,0.348,,0.385,0.09,0.053,-0.44,,-1.59,1.98,2.0,1.35,92.0,,87.7,93.2,83.9,78.8,,,,0.0,0.0,0.167,0.28,0.453,0.162,0.071,0.071,0.4,0.238,0.667,0.111,0.067,0.067,0.594,,,,0.145,0.226,0.308,,,,,,,,,,,,,,,,,,,,,
2024-04-29,6:39 PM.,PHI,LAA,home,Clear.,71,650911,DH,3,0,1,0,0,0,1,1,1,0,1,0.333,0.5,0.333,0.833,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,,0.001,0.169,,0.357,,2.59,-0.55,0.65,,1.56,,86.5,85.1,94.5,84.4,,,,,0.177,0.22,0.348,,,,0.219,0.368,0.308,0.345,0.481,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
