date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC
2024-09-28,4:05 PM.,WSH,PHI,away,Partly Cloudy.,84,669022,CF,3,0,1,0,0,0,0,0,0,1,1,0.282,0.347,0.482,0.829,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,0.553,0.158,0.196,0.093,-0.02,-0.77,0.62,-1.35,96.0,85.9,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,0.255,0.422,0.323,0.28,0.48,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.5,0.417,,,,,,
2024-09-27,6:45 PM.,WSH,PHI,away,Overcast.,76,592866,RF,1,0,0,0,0,0,0,0,1,0,0,0.28,0.348,0.488,0.836,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.03,3.17,66.2,104.0,81.0,94.0,0.796,7.97,2.43,6.89,0.41,1.17,0.279,0.41,0.148,0.311,0.382,70.0,102.0,91.0,,,,63.0,110.0,96.0,100.0,99.0,93.0,0.364,0.347,,0.168,2.46,0.78,,-0.36,88.9,82.8,78.7,,0.196,0.271,0.178,,,,0.296,0.407,0.059,0.25,0.341,0.225,90.0,101.0,94.0,0.121,1.1,87.7,0.261,0.391,0.214,,,,,,,,,,,,,,,,,,,0.135,0.162,0.459,,,,,,
2024-09-21,4:11 PM.,NYM,PHI,away,Partly Cloudy.,77,640455,LF,2,0,0,0,0,0,0,0,0,1,0,0.284,0.344,0.494,0.838,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,88.0,88.0,93.0,0.113,0.251,,0.118,1.13,0.37,,-1.19,92.3,85.3,79.5,,0.167,0.295,0.311,,,,0.174,0.435,0.32,0.25,0.438,0.254,95.0,100.0,97.0,0.447,1.36,92.3,0.201,0.333,0.21,84.0,88.0,85.0,0.071,0.97,88.4,0.222,0.25,0.179,,,,,,,,,,0.193,0.311,0.388,,,,,,
2024-09-20,7:10 PM.,NYM,PHI,away,Clear.,73,656849,LF,4,1,1,1,0,0,0,1,1,2,2,0.291,0.352,0.506,0.858,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,115.0,99.0,104.0,0.265,0.184,0.076,0.164,0.39,-1.81,0.11,0.03,93.1,84.7,85.1,79.1,0.22,0.266,0.287,0.207,0.345,0.259,0.287,0.447,0.339,0.211,0.324,0.271,102.0,98.0,95.0,0.31,1.83,91.9,0.253,0.36,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-19,7:16 PM.,NYM,PHI,away,Cloudy.,78,622663,LF,0,0,0,0,0,0,0,0,0,0,0,0.293,0.349,0.507,0.856,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,,,,101.0,104.0,102.0,143.0,100.0,111.0,0.355,0.242,,0.075,0.15,0.26,,-3.63,96.2,86.1,85.6,,0.243,0.392,0.218,,,,0.263,0.342,0.284,0.358,0.66,0.186,90.0,98.0,94.0,0.248,1.24,95.6,0.278,0.414,0.122,92.0,91.0,89.0,0.081,1.05,92.6,0.2,0.3,0.26,,,,,,,,,,0.139,0.238,0.386,,,,,,
2024-09-17,6:42 PM.,MIL,PHI,away,Clear.,76,593423,PH,1,0,0,0,0,0,0,0,0,1,1,0.293,0.341,0.507,0.848,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,105.0,98.0,117.0,103.0,106.0,0.332,0.107,,,-0.02,-1.94,,,95.6,,85.4,,0.206,0.367,0.231,,,,0.288,0.577,0.325,,,,83.0,100.0,98.0,0.191,1.13,94.8,0.248,0.407,0.113,109.0,95.0,95.0,0.187,-1.4,90.4,0.326,0.609,0.223,,,,119.0,99.0,105.0,0.183,-0.23,86.0,,,,0.218,0.297,0.426,,,
2024-09-15,1:37 PM.,NYM,PHI,home,Partly Cloudy.,83,656849,LF,3,1,1,1,0,0,0,0,0,1,1,0.297,0.346,0.514,0.86,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,115.0,99.0,104.0,0.265,0.184,0.076,0.164,0.39,-1.81,0.11,0.03,93.1,84.7,85.1,79.1,0.22,0.266,0.287,0.207,0.345,0.259,0.287,0.447,0.339,0.211,0.324,0.271,102.0,98.0,95.0,0.31,1.83,91.9,0.253,0.36,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-14,4:05 PM.,NYM,PHI,home,Partly Cloudy.,86,622663,3B,1,0,0,0,0,0,0,0,0,1,2,0.296,0.346,0.507,0.853,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,,,,101.0,104.0,102.0,143.0,100.0,111.0,0.355,0.242,,0.075,0.15,0.26,,-3.63,96.2,86.1,85.6,,0.243,0.392,0.218,,,,0.263,0.342,0.284,0.358,0.66,0.186,90.0,98.0,94.0,0.248,1.24,95.6,0.278,0.414,0.122,92.0,91.0,89.0,0.081,1.05,92.6,0.2,0.3,0.26,,,,,,,,,,0.139,0.238,0.386,,,,,,
2024-09-13,6:40 PM.,NYM,PHI,home,Partly Cloudy.,82,500779,2B,3,0,0,0,0,0,0,0,1,1,0,0.3,0.351,0.514,0.865,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,,,,0.225,,0.278,0.193,-0.32,,-0.04,0.5,90.7,85.7,,77.7,0.227,0.427,0.169,0.265,0.444,0.264,,,,0.203,0.26,0.367,76.0,97.0,91.0,0.304,0.82,90.8,0.249,0.431,0.131,,,,,,,,,,0.195,0.366,0.284,,,,,,,,,,,,,,,
2024-09-11,6:40 PM.,TB,PHI,home,Clear.,79,669358,3B,2,0,1,0,0,0,1,0,1,1,0,0.313,0.356,0.537,0.893,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,119.0,104.0,109.0,121.0,101.0,104.0,111.0,96.0,100.0,0.479,0.213,0.205,0.103,0.81,-0.08,1.71,2.88,95.6,88.1,87.3,83.6,0.252,0.37,0.221,0.169,0.247,0.311,0.164,0.4,0.222,0.115,0.115,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-09,6:42 PM.,TB,PHI,home,Partly Cloudy.,76,642121,PH,1,0,0,0,0,0,0,0,0,0,2,0.308,0.343,0.538,0.881,642121,colesulser,Sulser,Right,Cole Sulser,- - -,2.76,3.22,16.1,102.0,105.0,101.0,0.759,8.27,4.96,4.96,0.55,0.85,0.357,0.333,0.119,0.333,0.394,115.0,95.0,103.0,,,,100.0,105.0,100.0,121.0,102.0,111.0,0.49,0.082,,0.257,2.46,-2.2,,-1.84,92.2,83.7,81.4,,0.136,0.182,0.171,,,,0.333,0.333,0.25,0.19,0.429,0.371,,,,,,,,,,92.0,105.0,99.0,0.171,2.62,87.4,0.0,0.0,0.3,,,,,,,,,,,,,,,,,,
2024-09-08,1:40 PM.,MIA,PHI,away,Roof Closed.,72,665795,3B,3,0,0,0,0,0,0,0,0,2,0,0.313,0.348,0.547,0.895,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,96.0,98.0,103.0,106.0,101.0,104.0,97.0,91.0,87.0,114.0,102.0,105.0,0.274,0.085,0.217,0.332,-1.63,1.65,-0.03,0.15,96.3,93.0,89.2,84.8,0.304,0.543,0.164,0.206,0.426,0.394,0.129,0.226,0.313,0.206,0.321,0.338,110.0,94.0,95.0,0.091,0.07,96.7,0.231,0.333,0.151,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,7:10 PM.,MIA,PHI,away,Roof Closed.,72,685116,LF,2,0,1,0,0,0,0,0,0,1,1,0.328,0.364,0.574,0.938,685116,austinkitchen,Kitchen,Left,Austin Kitchen,MIA,14.14,4.81,7.0,103.0,99.0,102.0,0.901,5.14,3.86,20.57,1.29,3.67,0.265,0.441,0.059,0.382,0.43,78.0,100.0,92.0,123.0,104.0,106.0,95.0,115.0,103.0,108.0,102.0,108.0,0.14,0.229,0.108,0.178,1.15,-2.88,3.49,-6.5,90.7,83.4,79.2,73.5,0.0,0.0,0.111,,,,,,,0.5,0.5,0.231,101.0,103.0,105.0,0.344,-8.18,90.7,0.526,0.842,0.074,,,,,,,,,,,,,,,,,,,0.429,0.571,0.059,,,,,,
2024-09-04,3:08 PM.,TOR,PHI,away,Sunny.,74,670102,RF,4,0,0,0,0,0,0,0,0,2,4,0.322,0.359,0.576,0.935,670102,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.3,3.39,103.2,102.0,97.0,104.0,0.8,7.99,1.91,6.42,1.48,0.74,0.247,0.498,0.171,0.341,0.465,,,,99.0,94.0,100.0,94.0,106.0,107.0,96.0,92.0,92.0,0.513,0.092,0.182,,2.21,-1.47,-1.71,,92.9,,81.7,73.5,0.174,0.371,0.185,0.308,0.558,0.243,0.25,0.583,0.436,,,,79.0,96.0,85.0,0.029,1.45,90.3,0.182,0.455,0.067,,,,,,,,,,,,,109.0,105.0,110.0,0.184,1.44,83.8,,,,0.169,0.169,0.225,,,
2024-09-03,7:07 PM.,TOR,PHI,away,Clear.,69,605135,RF,1,0,1,0,0,0,0,0,1,0,0,0.345,0.383,0.618,1.001,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,4.16,4.52,171.0,98.0,94.0,96.0,0.805,8.84,3.68,9.47,0.95,1.14,0.27,0.365,0.177,0.331,0.437,75.0,87.0,84.0,101.0,91.0,102.0,64.0,103.0,94.0,120.0,96.0,106.0,0.045,0.118,0.137,0.053,-1.6,-0.88,-0.09,-2.29,92.6,84.5,77.2,71.0,0.242,0.394,0.25,0.221,0.351,0.292,0.375,0.781,0.096,0.321,0.607,0.158,96.0,101.0,97.0,0.407,-0.08,92.5,0.327,0.423,0.128,79.0,101.0,91.0,0.197,0.44,89.6,0.188,0.316,0.268,,,,87.0,90.0,86.0,0.043,-2.64,84.1,0.154,0.231,0.458,0.303,0.364,0.167,,,
2024-08-31,7:16 PM.,ATL,PHI,home,Cloudy.,80,608331,3B,2,1,0,0,0,0,0,0,1,0,2,0.333,0.362,0.611,0.973,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,102.0,97.0,98.0,0.327,0.115,0.21,0.136,0.63,0.5,1.39,1.7,93.9,85.7,82.1,74.6,0.266,0.36,0.182,0.154,0.285,0.371,0.22,0.293,0.297,0.196,0.283,0.251,90.0,98.0,94.0,0.158,1.47,93.6,0.265,0.299,0.137,93.0,96.0,94.0,0.054,-1.33,88.5,0.286,0.476,0.286,,,,,,,,,,0.167,0.2,0.358,,,,,,
2024-08-30,6:41 PM.,ATL,PHI,home,Overcast.,74,625643,PH,1,0,0,0,0,0,0,0,0,1,0,0.346,0.364,0.635,0.999,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,113.0,100.0,105.0,0.552,0.294,0.116,0.038,1.19,1.45,1.61,-3.58,95.5,86.1,85.0,77.0,0.266,0.369,0.165,0.151,0.264,0.364,0.168,0.257,0.443,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,1:11 PM.,KC,PHI,away,Sunny.,93,607625,1B,0,0,0,0,0,0,0,0,0,0,0,0.353,0.37,0.647,1.017,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,125.0,97.0,105.0,0.24,0.135,0.262,0.069,0.7,-0.67,1.44,0.08,92.2,87.4,85.2,79.4,0.234,0.392,0.176,0.178,0.271,0.339,0.213,0.387,0.2,0.208,0.333,0.291,68.0,101.0,92.0,0.185,0.65,92.1,0.274,0.381,0.129,97.0,103.0,103.0,0.082,2.86,90.1,0.228,0.228,0.23,0.215,0.28,0.285,93.0,107.0,106.0,0.026,0.07,85.7,0.375,0.75,0.109,0.105,0.421,0.351,,,
2024-08-24,6:10 PM.,KC,PHI,away,Partly Cloudy.,91,663903,LF,1,1,1,1,0,0,0,0,0,0,0,0.353,0.37,0.647,1.017,663903,bradysinger,Singer,Right,Brady Singer,KCR,3.71,4.65,179.2,99.0,84.0,94.0,0.769,8.52,2.71,8.77,1.1,1.62,0.191,0.419,0.159,0.326,0.414,80.0,77.0,69.0,,,,63.0,96.0,86.0,106.0,99.0,102.0,0.113,0.455,,0.019,-2.09,0.0,,-5.71,91.6,88.1,82.9,,0.326,0.609,0.197,,,,0.207,0.361,0.354,0.429,0.5,0.111,70.0,101.0,91.0,0.413,0.77,92.2,0.267,0.389,0.127,,,,,,,,,,,,,,,,,,,0.327,0.571,0.35,,,,,,
2024-08-22,7:08 PM.,ATL,PHI,away,Partly Cloudy.,79,680885,3B,3,0,0,0,0,0,0,0,0,3,0,0.34,0.358,0.62,0.978,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,101.0,104.0,108.0,110.0,108.0,108.0,110.0,113.0,119.0,0.291,0.199,0.146,,0.27,0.61,0.29,,96.1,,87.3,80.6,0.24,0.448,0.205,0.236,0.436,0.409,0.225,0.333,0.279,,,,93.0,102.0,101.0,0.068,-0.12,95.1,0.231,0.385,0.078,94.0,104.0,100.0,0.168,0.53,92.9,0.27,0.5,0.199,,,,84.0,107.0,109.0,0.128,1.96,84.5,,,,0.147,0.235,0.463,,,
2024-08-21,7:20 PM.,ATL,PHI,away,Partly Cloudy.,80,608331,LF,3,1,2,1,0,0,0,0,0,0,1,0.362,0.38,0.66,1.04,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,102.0,97.0,98.0,0.327,0.115,0.21,0.136,0.63,0.5,1.39,1.7,93.9,85.7,82.1,74.6,0.266,0.36,0.182,0.154,0.285,0.371,0.22,0.293,0.297,0.196,0.283,0.251,90.0,98.0,94.0,0.158,1.47,93.6,0.265,0.299,0.137,93.0,96.0,94.0,0.054,-1.33,88.5,0.286,0.476,0.286,,,,,,,,,,0.167,0.2,0.358,,,,,,
2024-08-17,6:35 PM.,WSH,PHI,home,Cloudy.,78,669022,LF,4,1,2,0,0,0,0,1,0,0,2,0.341,0.362,0.636,0.998,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,0.553,0.158,0.196,0.093,-0.02,-0.77,0.62,-1.35,96.0,85.9,90.6,82.8,0.281,0.418,0.226,0.218,0.296,0.34,0.255,0.422,0.323,0.28,0.48,0.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.333,0.5,0.417,,,,,,
2024-08-16,6:43 PM.,WSH,PHI,home,Partly Cloudy.,87,571578,LF,2,0,0,0,0,0,0,0,1,1,1,0.325,0.349,0.65,0.999,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,88.0,97.0,97.0,0.076,0.343,0.016,0.034,-1.46,0.41,-2.3,-5.53,91.3,81.0,80.0,70.0,0.311,0.578,0.133,0.5,1.25,0.526,0.216,0.335,0.354,0.409,0.773,0.279,71.0,103.0,92.0,0.338,-1.9,91.5,0.339,0.567,0.091,76.0,107.0,98.0,0.192,-0.37,85.7,0.301,0.434,0.223,,,,,,,,,,,,,,,,0.001,4.71,63.2
