date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-08-12,7:10 PM.,CWS,NYY,away,Cloudy.,77,681066,1B,2,0,0,0,0,0,0,0,0,0,3,0.195,0.296,0.406,0.702,681066,kybush,Bush,Left,Ky Bush,CHW,5.6,5.35,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,94.0,75.0,92.0,87.0,,,,0.509,,0.149,0.098,-3.27,,-1.98,4.54,91.7,,85.9,73.4,0.412,0.647,0.188,0.0,0.0,0.308,,,,0.364,0.364,0.263,,,,103.0,83.0,88.0,,0.244,,-0.25,,82.5,,,,,,,0.118,0.294,0.257,,,,,,,,,,,,,,,,,,
2024-08-10,1:09 PM.,TEX,NYY,home,Sunny.,84,543135,1B,4,1,1,0,0,0,0,0,0,1,2,0.198,0.3,0.413,0.713,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,91.0,108.0,99.0,0.374,0.148,0.137,,0.83,-1.41,-0.79,,95.4,91.4,,76.7,0.212,0.335,0.178,,,,0.327,0.624,0.2,0.214,0.471,0.355,,,,114.0,102.0,102.0,,0.033,,-0.69,,86.3,,,,,,,0.269,0.462,0.25,,,,127.0,101.0,110.0,0.308,1.55,88.4,0.2,0.286,0.368,,,,,,
2024-08-07,4:09 PM.,LAA,NYY,home,Rain.,65,669721,1B,2,1,0,0,0,0,0,0,2,1,0,0.197,0.301,0.418,0.719,669721,davisdaniel,Daniel,Right,Davis Daniel,LAA,6.23,4.34,30.1,105.0,81.0,101.0,0.808,8.31,1.78,11.57,1.48,0.84,0.293,0.424,0.162,0.313,0.435,74.0,112.0,104.0,94.0,89.0,85.0,61.0,107.0,98.0,,,,0.48,,0.077,0.205,-1.06,,2.13,-2.86,91.5,,84.6,74.3,0.328,0.586,0.147,0.4,0.533,0.226,,,,0.125,0.25,0.333,,,,125.0,101.0,108.0,,0.238,,-0.4,,81.8,,,,,,,0.226,0.419,0.239,,,,,,,,,,,,,,,,,,
2024-08-03,1:10 PM.,TOR,NYY,home,Partly Cloudy.,90,621244,1B,4,1,0,0,0,0,0,0,0,1,3,0.2,0.296,0.425,0.721,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,111.0,102.0,106.0,82.0,99.0,92.0,84.0,108.0,99.0,0.183,0.035,0.286,0.16,-1.26,-1.83,0.28,0.88,94.1,91.4,84.8,83.2,0.305,0.558,0.189,0.171,0.364,0.269,0.36,0.48,0.123,,,,85.0,103.0,95.0,,,,0.337,,1.02,,93.4,,,,,0.268,0.366,0.125,,,,0.188,0.404,0.31,,,,,,,,,,,,,,,
2024-08-02,8:31 PM.,TOR,NYY,home,Cloudy.,76,592332,1B,2,1,0,0,0,0,0,0,2,0,1,0.207,0.304,0.44,0.744,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,,,,99.0,105.0,105.0,,,,0.528,,,,0.43,,,,93.9,,,,0.277,0.466,0.175,,,,,,,,,,90.0,102.0,94.0,88.0,90.0,95.0,0.054,0.084,-3.21,-1.21,93.3,82.7,,,,0.316,0.579,0.117,0.268,0.439,0.266,,,,88.0,108.0,106.0,0.334,0.51,86.0,0.169,0.262,0.335,,,,,,
2024-07-30,6:42 PM.,PHI,NYY,away,Partly Cloudy.,83,605400,1B,4,0,1,0,0,0,0,0,0,1,0,0.211,0.299,0.447,0.746,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,78.0,102.0,91.0,,,,90.0,103.0,99.0,69.0,99.0,92.0,0.278,0.092,,0.096,0.81,-2.57,,-1.67,92.5,87.5,85.7,,0.168,0.318,0.224,0.279,0.426,0.135,0.389,0.796,0.178,0.221,0.381,0.37,100.0,109.0,106.0,,,,0.204,,-0.34,,91.5,,,,,0.313,0.475,0.136,,,,,,,,,,,,,,,,135.0,106.0,113.0,0.329,0.94,79.1
2024-07-29,6:41 PM.,PHI,NYY,away,Partly Cloudy.,86,554430,1B,3,2,2,0,0,1,1,0,0,1,1,0.209,0.3,0.455,0.755,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,92.0,97.0,94.0,0.416,0.093,0.1,,0.88,-0.23,-0.98,,95.3,91.1,,81.8,0.209,0.395,0.296,,,,0.226,0.371,0.183,0.205,0.397,0.387,111.0,103.0,107.0,128.0,106.0,115.0,0.192,0.125,2.68,1.04,94.6,84.9,0.152,0.273,0.335,0.189,0.259,0.142,,,,,,,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,,,,,,
2024-07-28,7:10 PM.,BOS,NYY,away,Partly Cloudy.,74,656557,1B,3,1,1,1,0,0,1,0,0,0,1,0.196,0.291,0.421,0.712,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,95.0,93.0,93.0,,0.015,,,,-0.95,,,,87.1,,,,,,,,,0.2,0.4,0.235,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,0.414,0.67,0.54,93.5,83.2,0.23,0.357,0.302,0.27,0.325,0.142,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.195,0.265,0.208,,,,,,
2024-07-27,7:18 PM.,BOS,NYY,away,Clear.,81,676710,1B,3,0,1,1,0,0,1,0,1,1,0,0.192,0.293,0.413,0.706,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,114.0,104.0,104.0,0.337,0.32,,,-0.43,0.55,,,92.6,87.5,,,0.255,0.5,0.198,,,,0.216,0.418,0.265,0.143,0.171,0.219,,,,100.0,99.0,102.0,,0.185,,-0.56,,80.8,0.222,0.437,0.263,,,,,,,,,,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,98.0,97.0,99.0,0.072,1.14,77.3
2024-07-26,7:12 PM.,BOS,NYY,away,Clear.,84,678394,1B,4,0,0,0,0,0,0,0,0,2,3,0.188,0.288,0.406,0.694,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,,,,0.048,,,0.269,0.25,,,0.15,95.6,,87.6,,0.12,0.16,0.218,0.177,0.354,0.369,,,,,,,103.0,100.0,101.0,114.0,98.0,110.0,0.403,0.28,-0.24,-0.58,95.7,86.8,,,,0.309,0.44,0.111,0.268,0.401,0.343,,,,,,,,,,,,,,,,,,
2024-07-24,7:08 PM.,NYM,NYY,home,Partly Cloudy.,76,640455,1B,0,0,0,0,0,0,0,0,0,0,0,0.196,0.298,0.423,0.721,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,84.0,88.0,85.0,0.113,0.071,,0.118,1.13,0.97,,-1.19,92.3,88.4,85.3,,0.167,0.295,0.311,0.25,0.438,0.254,0.222,0.25,0.179,,,,95.0,100.0,97.0,88.0,88.0,93.0,0.447,0.251,1.36,0.37,92.3,79.5,0.193,0.311,0.388,0.201,0.333,0.21,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
2024-07-23,7:09 PM.,NYM,NYY,home,Cloudy.,76,500779,1B,2,0,0,0,0,0,0,0,0,0,3,0.196,0.292,0.423,0.715,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,,,,0.225,,0.278,0.193,-0.32,,-0.04,0.5,90.7,,85.7,77.7,0.227,0.427,0.169,0.203,0.26,0.367,,,,0.265,0.444,0.264,76.0,97.0,91.0,,,,0.304,,0.82,,90.8,,,,,0.249,0.431,0.131,,,,0.195,0.366,0.284,,,,,,,,,,,,,,,
2024-07-22,1:10 PM.,TB,NYY,home,Cloudy.,82,641793,1B,5,0,0,0,0,0,0,0,0,3,5,0.2,0.297,0.432,0.729,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,54.0,110.0,91.0,,,,0.221,,,,0.58,,,,92.4,,,,0.245,0.358,0.191,,,,,,,,,,67.0,103.0,91.0,102.0,99.0,98.0,0.148,0.399,-0.6,0.45,91.6,85.7,0.406,0.594,0.115,0.265,0.439,0.141,0.257,0.427,0.227,,,,104.0,106.0,112.0,0.232,-0.84,83.0,0.258,0.423,0.344,,,,,,
2024-07-21,1:39 PM.,TB,NYY,home,Cloudy.,84,669358,1B,3,1,0,0,0,0,0,0,2,2,3,0.211,0.311,0.456,0.767,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,119.0,104.0,109.0,121.0,101.0,104.0,,,,0.479,,0.205,0.103,0.81,,1.71,2.88,95.6,,88.1,83.6,0.252,0.37,0.221,0.115,0.115,0.276,,,,0.169,0.247,0.311,,,,111.0,96.0,100.0,,0.213,,-0.08,,87.3,,,,,,,0.164,0.4,0.222,,,,,,,,,,,,,,,,,,
2024-07-20,1:08 PM.,TB,NYY,home,Cloudy.,82,671737,1B,4,0,1,1,0,0,0,0,0,1,2,0.218,0.307,0.471,0.778,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,91.0,100.0,98.0,0.417,0.225,0.089,,-0.04,1.02,-1.5,,96.4,90.9,,79.1,0.269,0.5,0.21,,,,0.205,0.357,0.324,0.241,0.483,0.346,,,,,,,,,,,,,,,,,,,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,
2024-07-19,7:08 PM.,TB,NYY,home,Partly Cloudy.,82,621107,1B,4,1,0,0,0,0,0,0,1,3,0,0.217,0.309,0.47,0.779,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,85.0,105.0,98.0,0.09,0.282,0.188,0.061,-0.64,1.54,-1.27,0.21,92.4,88.2,85.6,78.8,0.236,0.418,0.248,0.188,0.354,0.105,0.214,0.345,0.223,0.291,0.472,0.333,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.097,0.0,0.46,91.7,79.7,0.236,0.473,0.203,0.293,0.404,0.133,,,,,,,,,,,,,,,,,,,,,
2024-07-14,11:37 AM.,BAL,NYY,away,Cloudy.,93,665152,1B,2,0,0,0,0,0,0,0,0,1,0,0.224,0.315,0.461,0.776,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,91.0,100.0,99.0,99.0,102.0,98.0,0.32,0.23,0.114,,-0.18,0.33,0.29,,93.4,86.9,,77.0,0.245,0.503,0.232,,,,0.25,0.355,0.237,0.225,0.3,0.198,79.0,105.0,97.0,,,,0.151,,0.67,,92.3,,,,,0.247,0.353,0.072,,,,,,,72.0,99.0,99.0,0.184,0.73,84.1,0.139,0.248,0.36,,,,,,
2024-07-13,4:07 PM.,BAL,NYY,away,Partly Cloudy.,90,680570,1B,4,0,0,0,0,0,0,0,1,3,4,0.23,0.322,0.473,0.795,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,,,,0.465,,0.155,0.21,-0.38,,0.29,1.63,96.1,,83.1,81.3,0.291,0.413,0.269,0.161,0.306,0.348,,,,0.26,0.38,0.241,133.0,102.0,111.0,118.0,101.0,108.0,0.012,0.158,5.3,-0.96,96.1,86.5,,,,0.167,0.333,0.294,0.25,0.563,0.361,,,,,,,,,,,,,,,,,,
2024-07-12,7:06 PM.,BAL,NYY,away,Cloudy.,81,700249,1B,3,0,0,0,0,0,0,0,1,0,3,0.243,0.329,0.5,0.829,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,97.0,94.0,94.0,0.407,0.075,0.196,0.109,0.56,-3.12,-2.26,-2.05,92.4,88.3,86.1,76.3,0.223,0.379,0.185,0.25,0.542,0.235,0.333,0.81,0.288,0.333,0.517,0.269,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.13,0.86,-0.43,91.5,82.6,0.232,0.411,0.276,0.2,0.24,0.103,,,,,,,,,,,,,,,,,,,,,
2024-07-11,6:50 PM.,TB,NYY,away,Dome.,72,669358,1B,3,0,1,0,0,0,2,0,1,1,2,0.254,0.333,0.522,0.855,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,119.0,104.0,109.0,121.0,101.0,104.0,,,,0.479,,0.205,0.103,0.81,,1.71,2.88,95.6,,88.1,83.6,0.252,0.37,0.221,0.115,0.115,0.276,,,,0.169,0.247,0.311,,,,111.0,96.0,100.0,,0.213,,-0.08,,87.3,,,,,,,0.164,0.4,0.222,,,,,,,,,,,,,,,,,,
2024-07-10,6:50 PM.,TB,NYY,away,Dome.,72,621107,1B,4,0,0,0,0,0,0,0,0,3,3,0.25,0.329,0.531,0.86,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,85.0,105.0,98.0,0.09,0.282,0.188,0.061,-0.64,1.54,-1.27,0.21,92.4,88.2,85.6,78.8,0.236,0.418,0.248,0.188,0.354,0.105,0.214,0.345,0.223,0.291,0.472,0.333,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.097,0.0,0.46,91.7,79.7,0.236,0.473,0.203,0.293,0.404,0.133,,,,,,,,,,,,,,,,,,,,,
2024-07-09,6:50 PM.,TB,NYY,away,Dome.,72,686752,1B,5,1,1,0,0,1,2,0,0,2,2,0.267,0.348,0.567,0.915,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,100.0,103.0,100.0,0.506,0.06,0.027,0.235,1.07,-0.88,-1.47,-0.47,94.9,91.6,85.8,80.6,0.181,0.33,0.316,0.216,0.353,0.286,0.276,0.586,0.141,0.167,0.167,0.5,,,,119.0,95.0,106.0,,0.173,,0.51,,89.0,,,,,,,0.267,0.407,0.317,,,,,,,,,,,,,,,,,,
2024-07-07,7:10 PM.,BOS,NYY,home,Partly Cloudy.,88,676710,1B,4,0,0,0,0,0,0,0,0,2,1,0.273,0.359,0.545,0.904,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,114.0,104.0,104.0,0.337,0.32,,,-0.43,0.55,,,92.6,87.5,,,0.255,0.5,0.198,,,,0.216,0.418,0.265,0.143,0.171,0.219,,,,100.0,99.0,102.0,,0.185,,-0.56,,80.8,0.222,0.437,0.263,,,,,,,,,,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,98.0,97.0,99.0,0.072,1.14,77.3
