date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2024-08-17,4:09 PM.,SF,OAK,home,Partly Cloudy.,73,806185,3B,2,0,0,0,0,0,0,0,1,0,2,0.189,0.255,0.221,0.476,806185,haydenbirdsong,Birdsong,Right,Hayden Birdsong,SFG,4.75,4.65,72.0,92.0,111.0,97.0,0.728,11.0,5.38,7.13,1.38,0.96,0.239,0.394,0.1,0.417,0.382,155.0,91.0,114.0,90.0,89.0,85.0,119.0,90.0,100.0,,,,,,,0.446,,0.184,,0.184,-0.02,,-0.26,,-0.87,95.8,,88.1,86.4,,0.244,0.512,0.487,0.216,0.44,0.182,0.269,0.365,0.349,0.145,0.218,0.327,,,,,,,111.0,102.0,104.0,,,,,0.187,,0.82,,80.5,,,,,,,,,,,,,,,
2024-08-15,1:11 PM.,NYM,OAK,away,Sunny.,85,500779,3B,3,0,0,0,0,0,0,0,0,0,2,0.194,0.252,0.226,0.478,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,70.0,92.0,85.0,,,,,,,,,,0.225,,,,0.193,-0.32,,,,0.5,90.7,,85.7,,,,,,0.227,0.427,0.169,0.203,0.26,0.367,0.265,0.444,0.264,,,,,,,110.0,100.0,99.0,76.0,97.0,91.0,0.304,0.278,0.82,-0.04,90.8,77.7,0.249,0.431,0.131,,,,,,,,,,0.195,0.366,0.284
2024-08-14,7:11 PM.,NYM,OAK,away,Clear.,82,656849,3B,3,0,2,0,0,0,0,0,1,0,0,0.2,0.26,0.233,0.493,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,70.0,103.0,94.0,115.0,99.0,104.0,,,,,,,0.265,,0.184,,0.164,0.39,,-1.81,,0.03,93.1,,84.7,85.1,,0.287,0.447,0.339,0.22,0.266,0.287,0.211,0.324,0.271,0.207,0.345,0.259,,,,,,,83.0,102.0,100.0,102.0,98.0,95.0,0.31,0.076,1.83,0.11,91.9,79.1,0.253,0.36,0.16,,,,,,,,,,,,
2024-08-13,7:11 PM.,NYM,OAK,away,Clear.,79,621112,3B,4,0,1,0,0,0,0,0,0,1,2,0.184,0.24,0.218,0.458,621112,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.59,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,83.0,110.0,106.0,74.0,96.0,90.0,116.0,106.0,108.0,,,,105.0,106.0,99.0,0.195,0.22,0.167,,0.181,-2.3,-0.19,1.35,,1.56,91.9,89.1,85.7,81.3,,0.163,0.245,0.284,0.286,0.694,0.125,0.164,0.236,0.347,0.125,0.208,0.25,0.299,0.493,0.244,,,,91.0,107.0,106.0,69.0,107.0,93.0,0.136,0.101,-4.04,2.06,91.2,79.4,0.478,0.674,0.095,,,,,,,,,,,,
2024-08-10,3:07 PM.,TOR,OAK,away,Partly Cloudy.,73,684320,3B,3,0,0,0,0,0,0,0,0,1,2,0.181,0.239,0.217,0.456,684320,yarielrodriguez,Rodríguez,Right,Yariel Rodríguez,TOR,4.47,4.0,86.2,97.0,97.0,97.0,0.765,8.83,4.15,7.68,1.14,0.9,0.268,0.393,0.184,0.272,0.392,,,,86.0,93.0,87.0,120.0,104.0,111.0,,,,,,,0.409,,0.282,,,-0.12,,0.67,,,93.9,,,84.6,,0.213,0.36,0.335,0.255,0.439,0.22,,,,0.348,0.739,0.25,,,,,,,97.0,95.0,100.0,84.0,94.0,92.0,0.108,0.105,2.98,-2.85,93.4,78.3,0.167,0.167,0.149,85.0,102.0,102.0,0.096,-1.17,88.9,0.194,0.306,0.215,,,
2024-08-09,7:07 PM.,TOR,OAK,away,Clear.,79,621244,3B,4,1,2,0,0,1,1,0,0,1,0,0.188,0.247,0.225,0.472,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.6,4.74,192.1,103.0,92.0,99.0,0.808,7.16,2.53,7.86,1.45,1.17,0.257,0.421,0.15,0.352,0.414,86.0,104.0,101.0,82.0,99.0,92.0,,,,,,,84.0,108.0,99.0,0.183,0.035,,,0.16,-1.26,-1.83,,,0.88,94.1,91.4,84.8,,,,,,0.305,0.558,0.189,0.171,0.364,0.269,,,,0.36,0.48,0.123,,,,111.0,102.0,106.0,85.0,103.0,95.0,0.337,0.286,1.02,0.28,93.4,83.2,0.268,0.366,0.125,,,,,,,,,,0.188,0.404,0.31
2024-08-07,12:37 PM.,CWS,OAK,home,Sunny.,75,663436,3B,3,0,0,0,0,0,0,0,0,0,4,0.171,0.235,0.171,0.406,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,143.0,103.0,107.0,92.0,95.0,91.0,114.0,108.0,111.0,,,,76.0,93.0,84.0,0.285,0.175,0.268,,0.196,-2.03,1.59,1.22,,-0.16,93.6,89.0,89.3,83.6,,0.121,0.293,0.378,0.389,0.472,0.202,0.34,0.4,0.204,0.357,0.429,0.348,0.206,0.294,0.231,,,,95.0,91.0,93.0,,,,,0.076,,-2.54,,78.4,,,,,,,,,,,,,,,
2024-08-05,6:40 PM.,CWS,OAK,home,Partly Cloudy.,66,681066,3B,3,0,1,0,0,0,0,0,0,0,1,0.178,0.244,0.178,0.422,681066,kybush,Bush,Left,Ky Bush,CHW,5.6,5.35,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,75.0,92.0,87.0,103.0,83.0,88.0,,,,,,,0.509,,0.244,,0.098,-3.27,,-0.25,,4.54,91.7,,85.9,82.5,,0.118,0.294,0.257,0.412,0.647,0.188,0.0,0.0,0.308,0.364,0.364,0.263,,,,,,,76.0,101.0,94.0,,,,,0.149,,-1.98,,73.4,,,,,,,,,,,,,,,
2024-08-03,6:07 PM.,LAD,OAK,home,Clear.,72,656427,2B,4,0,0,0,0,0,0,0,0,1,2,0.171,0.231,0.171,0.402,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,92.0,104.0,101.0,95.0,102.0,102.0,101.0,103.0,107.0,,,,0.441,,0.29,0.218,0.027,0.5,,0.02,2.19,-0.55,93.3,,85.7,84.7,77.4,0.222,0.455,0.363,0.245,0.401,0.238,0.111,0.333,0.111,0.164,0.219,0.436,,,,,,,,,,75.0,85.0,72.0,0.023,,-5.05,,90.6,,0.6,1.2,0.4,,,,,,,,,,,,
2024-05-07,12:37 PM.,TEX,OAK,home,Sunny.,62,570632,SS,1,0,0,0,0,0,1,0,0,0,0,0.182,0.243,0.182,0.425,570632,joseurena,Ureña,Right,José Ureña,TEX,3.8,4.43,109.0,98.0,83.0,95.0,0.797,5.78,3.22,8.67,1.07,1.57,0.24,0.411,0.146,0.297,0.397,76.0,94.0,88.0,88.0,97.0,93.0,76.0,99.0,98.0,,,,,,,0.063,,0.341,,0.187,-2.67,,-0.19,,-0.66,96.4,,88.7,87.0,,0.242,0.363,0.331,0.385,0.769,0.167,0.2,0.471,0.321,,,,,,,,,,,,,91.0,99.0,96.0,0.409,,0.74,,96.0,,0.271,0.372,0.121,,,,,,,,,,,,
2024-05-06,6:41 PM.,TEX,OAK,home,Partly Cloudy.,59,571760,SS,3,0,0,0,0,0,1,0,0,2,2,0.185,0.247,0.185,0.432,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,77.0,102.0,98.0,79.0,100.0,103.0,,,,20.0,51.0,51.0,0.501,0.001,0.278,,0.17,0.15,-19.13,-0.26,,0.46,91.5,86.6,83.7,82.5,,0.26,0.385,0.365,0.23,0.412,0.213,0.239,0.384,0.243,0.5,1.1,0.188,,,,,,,126.0,105.0,103.0,34.0,82.0,74.0,0.014,0.036,-4.52,-3.31,92.2,75.6,0.455,0.455,0.125,,,,,,,,,,,,
2024-05-05,1:07 PM.,MIA,OAK,home,Partly Cloudy.,59,664350,SS,4,0,1,0,0,0,1,0,0,1,0,0.194,0.261,0.194,0.455,664350,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.11,35.2,101.0,82.0,96.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.109,0.305,0.464,93.0,100.0,100.0,77.0,98.0,88.0,,,,,,,58.0,108.0,100.0,0.298,0.34,,,0.314,-1.21,-1.57,,,1.58,93.8,83.6,85.4,,,,,,0.267,0.433,0.104,0.22,0.22,0.17,,,,0.375,0.518,0.114,,,,,,,84.0,110.0,106.0,0.048,,-4.7,,92.7,,0.5,1.333,0.167,,,,,,,,,,,,
2024-05-04,4:30 PM.,MIA,OAK,home,Cloudy.,56,669432,SS,6,2,3,0,0,0,1,0,0,0,4,0.19,0.262,0.19,0.452,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,66.0,101.0,93.0,74.0,93.0,91.0,,,,,,,0.317,,0.206,,0.238,-0.26,,-1.99,,-1.32,91.9,,85.6,82.4,,0.312,0.506,0.259,0.252,0.467,0.234,0.295,0.396,0.238,,,,,,,,,,,,,86.0,97.0,92.0,0.24,,-0.36,,91.5,,0.292,0.492,0.1,,,,,,,,,,,,
2024-05-03,6:40 PM.,MIA,OAK,home,Clear.,61,677960,SS,2,0,0,0,0,0,0,0,0,0,0,0.154,0.237,0.154,0.391,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,84.0,102.0,103.0,96.0,97.0,96.0,120.0,87.0,98.0,,,,,,,0.397,,0.222,,0.26,-0.81,,0.49,,1.39,95.9,,86.4,82.9,,0.25,0.5,0.5,0.319,0.451,0.141,0.193,0.367,0.379,,,,,,,0.118,0.176,0.51,,,,82.0,98.0,95.0,0.121,,0.13,,94.5,,0.259,0.5,0.063,,,,,,,,,,,,
2024-05-01,12:37 PM.,PIT,OAK,home,Sunny.,71,682990,3B,4,0,0,0,0,0,0,0,0,0,3,0.16,0.246,0.16,0.406,682990,quinnpriester,Priester,Right,Quinn Priester,- - -,4.71,4.43,49.2,100.0,94.0,98.0,0.793,5.98,2.54,10.15,1.27,2.41,0.164,0.456,0.158,0.316,0.425,87.0,91.0,92.0,59.0,103.0,93.0,108.0,103.0,106.0,,,,,,,0.144,,0.279,,0.129,-1.72,,-0.99,,1.51,93.0,,88.5,87.1,,0.246,0.443,0.254,0.4,0.4,0.186,0.161,0.194,0.212,0.375,0.5,0.438,,,,,,,98.0,99.0,101.0,99.0,100.0,94.0,0.302,0.145,0.06,-1.2,93.1,80.6,0.29,0.493,0.132,,,,,,,,,,,,
2024-04-30,6:40 PM.,PIT,OAK,home,Clear.,64,656605,3B,3,0,1,0,0,0,0,0,0,0,1,0.174,0.264,0.174,0.438,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,86.0,103.0,96.0,129.0,100.0,109.0,,,,96.0,99.0,98.0,0.304,0.122,0.25,,0.008,0.3,-1.0,-1.04,,-12.5,94.4,90.4,89.8,84.7,,0.338,0.636,0.248,0.257,0.4,0.24,0.667,1.333,0.0,0.233,0.442,0.293,0.272,0.593,0.195,0.204,0.331,0.25,111.0,96.0,104.0,82.0,102.0,94.0,0.22,0.096,-0.26,-0.11,93.4,78.4,0.266,0.405,0.125,,,,,,,,,,,,
2024-04-29,6:40 PM.,PIT,OAK,home,Clear.,63,663559,3B,3,1,1,0,0,0,0,0,1,1,3,0.163,0.26,0.163,0.423,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,85.0,100.0,97.0,91.0,96.0,96.0,,,,,,,0.484,,0.216,,,0.38,,0.27,,,91.8,,,86.1,,0.245,0.304,0.287,0.255,0.41,0.166,,,,0.305,0.61,0.207,,,,,,,100.0,99.0,98.0,99.0,101.0,99.0,0.142,0.152,1.23,-1.24,92.0,77.7,0.26,0.448,0.157,43.0,95.0,70.0,0.006,-7.04,86.9,0.333,1.333,0.125,,,
2024-04-28,1:37 PM.,BAL,OAK,away,Sunny.,78,544150,2B,3,1,0,0,0,0,0,0,1,0,1,0.15,0.239,0.15,0.389,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,,,,74.0,99.0,92.0,0.5,0.195,,,0.172,-0.36,0.73,,,-0.5,94.8,86.3,86.1,,,,,,0.276,0.469,0.228,0.274,0.434,0.228,0.174,0.348,0.252,0.24,0.365,0.308,,,,94.0,99.0,98.0,,,,,0.132,,0.41,,79.0,,,,,,,,,,,,,,,
2024-04-27,4:06 PM.,BAL,OAK,away,Cloudy.,61,608344,3B,3,0,1,0,0,0,0,0,0,0,0,0.162,0.238,0.162,0.4,608344,coleirvin,"Irvin, C",Left,Cole Irvin,- - -,5.11,5.78,111.0,101.0,79.0,94.0,0.849,6.32,2.35,10.7,1.46,0.96,0.251,0.414,0.121,0.34,0.478,65.0,108.0,100.0,62.0,99.0,85.0,85.0,121.0,119.0,,,,86.0,102.0,91.0,0.264,0.109,0.041,,0.134,-1.16,-0.64,-3.18,,-1.52,91.9,85.9,84.9,78.1,,0.25,0.438,0.196,0.296,0.592,0.163,0.282,0.474,0.243,0.283,0.424,0.189,0.327,0.551,0.181,,,,102.0,98.0,102.0,75.0,101.0,89.0,0.2,0.252,-0.49,-0.38,91.5,77.3,0.307,0.485,0.088,,,,,,,,,,,,
2024-04-26,7:05 PM.,BAL,OAK,away,Clear.,60,669203,2B,3,0,0,0,0,0,0,0,1,2,0,0.147,0.231,0.147,0.378,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,133.0,105.0,120.0,,,,125.0,105.0,108.0,,0.45,0.146,,0.11,,1.37,0.7,,0.2,,95.3,89.2,87.2,,0.196,0.268,0.463,,,,0.194,0.339,0.377,0.2,0.326,0.378,0.251,0.362,0.19,0.125,0.5,0.457,109.0,101.0,106.0,104.0,95.0,89.0,0.078,0.215,-0.5,0.44,97.0,80.3,0.235,0.412,0.157,,,,,,,,,,,,
2024-04-25,7:08 PM.,NYY,OAK,away,Clear.,51,641482,3B,2,1,2,0,0,0,0,1,1,0,0,0.161,0.229,0.161,0.39,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,99.0,103.0,100.0,99.0,98.0,101.0,,,,109.0,100.0,102.0,0.442,0.28,0.168,,0.097,0.25,1.32,-1.27,,-0.89,92.1,87.5,83.6,78.2,,0.364,0.727,0.167,0.235,0.443,0.215,0.226,0.369,0.326,,,,0.249,0.378,0.251,0.284,0.511,0.25,,,,86.0,116.0,113.0,0.014,,1.37,,90.3,,0.143,0.143,0.316,,,,,,,,,,,,
2024-04-17,12:37 PM.,STL,OAK,home,Partly Cloudy.,68,571927,3B,3,0,1,0,0,0,1,0,0,1,1,0.103,0.156,0.103,0.259,571927,stevenmatz,Matz,Left,Steven Matz,STL,5.08,4.65,44.1,104.0,86.0,100.0,0.832,6.7,3.05,9.95,1.42,1.12,0.271,0.357,0.207,0.214,0.456,99.0,107.0,102.0,,,,85.0,90.0,94.0,,,,,,,,,0.069,,0.257,,,-1.16,,-2.61,,,83.3,88.1,,0.385,0.462,0.192,,,,0.3,0.567,0.272,0.385,0.385,0.048,,,,,,,108.0,102.0,106.0,78.0,105.0,100.0,0.598,0.076,0.6,-1.14,93.9,77.6,0.247,0.412,0.15,,,,,,,,,,,,
