date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,KC%,wKC/C,vKC,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023-09-05,6:11 PM.,CLE,MIN,away,Clear.,86,676440,LF,1,0,0,0,0,0,0,0,0,1,0,0.22,0.324,0.356,0.68,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,0.471,0.27,0.093,0.166,0.6,,1.35,-1.11,1.07,94.9,83.8,,84.7,78.3,0.213,0.298,0.3779999999999999,0.206,0.355,0.317,0.243,0.348,0.19,,,,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,,,,
2023-09-04,6:11 PM.,CLE,MIN,away,Partly Cloudy.,84,608337,LF,2,1,1,0,0,0,0,0,0,0,0,0.224,0.328,0.362,0.69,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.015,0.283,-0.85,,-0.25,-3.72,-0.2,93.1,80.9,,84.0,77.9,0.209,0.442,0.352,0.236,0.438,0.345,0.262,0.546,0.2,,,,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,
2023-09-03,1:38 PM.,TEX,MIN,away,Roof Closed.,74,592351,DH,1,1,0,0,0,0,0,0,1,1,0,0.214,0.323,0.357,0.68,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.398,0.062,0.116,-1.83,,2.33,-1.69,1.71,95.7,88.8,,87.2,78.2,0.211,0.268,0.213,0.105,0.211,0.324,0.346,0.551,0.179,,,,0.263,0.737,0.27,,,,,,,,,,,,,,,,,,,,,
2023-09-02,6:16 PM.,TEX,MIN,away,Roof Closed.,74,656756,LF,2,1,1,0,0,0,0,0,0,0,0,0.218,0.317,0.364,0.681,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.229,-0.68,1.22,,0.84,0.2,93.4,83.5,93.3,,80.5,0.239,0.405,0.392,,,,0.333,0.5,0.195,0.255,0.374,0.141,0.191,0.357,0.371,101.0,102.0,87.0,0.016,-4.4,88.2,,,,0.417,0.667,0.31,,,,,,,,,
2023-09-01,7:07 PM.,TEX,MIN,away,Roof Closed.,74,453286,LF,2,1,1,0,0,1,2,0,0,0,0,0.208,0.311,0.358,0.669,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,0.463,0.168,0.124,0.141,0.72,,-0.21,0.51,0.03,93.7,83.8,,84.0,75.4,0.207,0.283,0.275,0.25,0.545,0.364,0.255,0.458,0.238,,,,0.187,0.373,0.326,98.0,108.0,99.0,0.104,2.12,88.4,,,,0.135,0.243,0.3329999999999999,,,,,,,,,
2023-08-30,12:11 PM.,CLE,MIN,home,Partly Cloudy.,74,676440,CF,2,0,0,0,0,0,0,0,0,1,2,0.196,0.305,0.294,0.599,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,0.471,0.27,0.093,0.166,0.6,,1.35,-1.11,1.07,94.9,83.8,,84.7,78.3,0.213,0.298,0.3779999999999999,0.206,0.355,0.317,0.243,0.348,0.19,,,,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,,,,
2023-08-27,1:12 PM.,TEX,MIN,home,Partly Cloudy.,71,656756,LF,3,0,0,0,0,0,0,0,0,0,3,0.204,0.316,0.306,0.622,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.229,-0.68,1.22,,0.84,0.2,93.4,83.5,93.3,,80.5,0.239,0.405,0.392,,,,0.333,0.5,0.195,0.255,0.374,0.141,0.191,0.357,0.371,101.0,102.0,87.0,0.016,-4.4,88.2,,,,0.417,0.667,0.31,,,,,,,,,
2023-08-26,6:16 PM.,TEX,MIN,home,Overcast.,72,453286,PH,0,0,0,0,0,0,0,0,1,0,0,0.217,0.333,0.326,0.659,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,0.463,0.168,0.124,0.141,0.72,,-0.21,0.51,0.03,93.7,83.8,,84.0,75.4,0.207,0.283,0.275,0.25,0.545,0.364,0.255,0.458,0.238,,,,0.187,0.373,0.326,98.0,108.0,99.0,0.104,2.12,88.4,,,,0.135,0.243,0.3329999999999999,,,,,,,,,
2023-08-25,7:11 PM.,TEX,MIN,home,Partly Cloudy.,84,641540,CF,3,0,0,0,0,0,0,0,0,1,4,0.217,0.321,0.326,0.647,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.234,0.016,0.156,-3.75,1.37,0.14,-3.56,-0.87,90.5,85.7,91.0,82.1,78.1,0.301,0.478,0.258,0.212,0.364,0.345,0.294,0.765,0.235,0.246,0.354,0.08,0.25,0.25,0.5,90.0,100.0,95.0,0.2,0.82,88.9,,,,0.258,0.393,0.231,0.032,-0.43,77.5,,,,,,
2023-08-24,6:11 PM.,TEX,MIN,home,Partly Cloudy.,84,571760,LF,2,0,0,0,0,0,0,0,0,1,2,0.233,0.34,0.349,0.689,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.0,0.169,0.1,,-1.35,-3.87,-0.11,92.5,84.0,,82.0,74.4,0.274,0.452,0.24,0.259,0.443,0.296,0.236,0.431,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-23,1:11 PM.,MIL,MIN,away,Sunny.,97,669203,LF,3,0,0,0,0,0,0,0,0,2,2,0.244,0.354,0.366,0.72,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,0.077,,0.085,0.171,0.112,,-2.42,1.12,1.35,1.07,,89.3,95.3,86.0,79.8,0.204,0.258,0.306,0.159,0.275,0.4379999999999999,,,,0.291,0.564,0.129,0.133,0.211,0.488,127.0,101.0,103.0,0.554,1.51,94.4,,,,0.209,0.34,0.2269999999999999,,,,,,,,,
2023-08-22,7:10 PM.,MIL,MIN,away,Clear.,76,489119,LF,4,1,1,1,0,0,0,0,0,1,2,0.263,0.378,0.395,0.773,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.195,0.049,0.022,0.246,0.46,-2.53,0.62,2.01,0.6,90.4,83.7,90.7,79.1,75.8,0.219,0.281,0.239,0.192,0.308,0.349,0.198,0.453,0.134,0.333,0.375,0.125,,,,101.0,103.0,101.0,0.443,1.07,87.1,,,,0.232,0.446,0.172,,,,,,,,,
2023-08-20,1:12 PM.,PIT,MIN,home,Overcast.,76,621366,LF,1,0,0,0,0,0,0,0,0,0,0,0.265,0.39,0.382,0.772,621366,ryanborucki,Borucki,Left,Ryan Borucki,PIT,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.459,0.234,0.324,0.478,87.0,113.0,100.0,,,,,,,97.0,101.0,96.0,108.0,112.0,111.0,0.203,,0.686,,0.112,,0.55,1.93,,3.98,,84.6,94.0,86.7,,0.158,0.158,0.297,0.088,0.265,0.353,,,,0.308,0.538,0.085,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-18,7:11 PM.,PIT,MIN,home,Clear.,78,656578,DH,1,0,0,0,0,0,0,1,0,1,0,0.273,0.4,0.394,0.794,656578,andrejackson,Jackson,Right,Andre Jackson,- - -,4.99,5.37,61.1,101.0,93.0,97.0,0.782,8.36,3.23,7.63,1.61,0.91,0.267,0.449,0.125,0.415,0.429,85.0,106.0,100.0,96.0,93.0,93.0,99.0,98.0,94.0,,,,90.0,101.0,103.0,,0.446,0.17,0.065,0.32,0.74,,1.4,1.88,-1.7,94.9,86.9,,87.1,81.5,0.273,0.566,0.297,0.148,0.296,0.206,0.222,0.367,0.191,,,,0.067,0.067,0.3229999999999999,,,,,,,,,,,,,,,,,,,,,
2023-08-13,1:39 PM.,PHI,MIN,away,Partly Cloudy.,86,624133,LF,5,1,1,0,0,1,1,0,0,2,5,0.281,0.395,0.406,0.801,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,0.28,0.215,0.005,0.19,0.184,-0.65,0.52,4.65,1.95,-1.45,93.4,82.9,92.8,84.1,75.8,0.267,0.444,0.311,0.2,0.2,0.0,0.304,0.478,0.2189999999999999,0.289,0.409,0.1,0.143,0.226,0.377,97.0,97.0,94.0,0.126,-1.27,87.5,,,,0.34,0.585,0.179,,,,,,,,,
2023-08-11,7:08 PM.,PHI,MIN,away,Partly Cloudy.,84,650911,P,3,0,0,0,0,0,0,0,1,1,0,0.296,0.424,0.333,0.757,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,75.0,98.0,104.0,,,,,,,71.0,104.0,97.0,123.0,100.0,100.0,0.462,,0.211,,0.327,,0.65,0.2,,1.1,,81.8,92.1,82.7,,0.148,0.274,0.43,0.25,0.456,0.297,,,,0.297,0.523,0.107,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-10,1:10 PM.,DET,MIN,away,Sunny.,80,681857,LF,1,0,0,0,0,0,0,0,0,0,0,0.333,0.448,0.375,0.823,681857,reeseolson,Olson,Right,Reese Olson,DET,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.189,0.4,0.13,0.354,0.4,98.0,94.0,97.0,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,0.2,0.285,0.306,0.058,0.151,0.85,1.25,-0.14,0.83,0.98,94.8,87.8,94.8,84.8,78.8,0.208,0.283,0.359,0.217,0.433,0.416,0.171,0.381,0.158,0.278,0.367,0.121,0.167,0.222,0.311,,,,,,,,,,,,,,,,,,,,,
2023-08-09,6:40 PM.,DET,MIN,away,Cloudy.,81,656412,1B,1,1,1,0,0,0,0,1,1,0,0,0.348,0.464,0.391,0.855,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,4.45,3.82,64.2,104.0,92.0,101.0,0.781,8.07,2.78,6.68,1.67,0.79,0.235,0.459,0.18,0.339,0.436,84.0,101.0,97.0,,,,87.0,104.0,96.0,,,,103.0,105.0,108.0,,0.485,0.381,,0.133,0.89,,0.65,,-0.75,92.9,85.9,,82.3,,0.222,0.417,0.1689999999999999,0.192,0.364,0.413,0.2,0.438,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-08,6:40 PM.,DET,MIN,away,Clear.,82,593958,DH,2,0,0,0,0,0,0,0,1,0,3,0.318,0.423,0.364,0.787,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,0.093,0.454,0.072,,0.189,0.65,1.11,3.12,,0.71,92.2,85.9,92.4,84.5,,0.233,0.292,0.317,0.089,0.178,0.395,0.278,0.431,0.222,0.165,0.228,0.135,,,,90.0,101.0,98.0,0.192,0.51,88.8,,,,0.2,0.471,0.1939999999999999,,,,,,,,,
2023-08-07,6:40 PM.,DET,MIN,away,Overcast.,72,666214,LF,5,0,3,1,0,0,0,0,0,1,0,0.35,0.435,0.4,0.835,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,,,,,0.416,,0.158,0.175,-2.53,,,-0.86,-0.22,93.4,85.0,,,77.5,0.189,0.392,0.318,,,,0.374,0.682,0.19,,,,0.247,0.356,0.285,91.0,97.0,93.0,0.251,-0.57,86.0,,,,0.271,0.5,0.291,,,,,,,,,
2023-08-05,6:47 PM.,AZ,MIN,home,Partly Cloudy.,84,669194,RF,1,0,1,0,0,0,1,0,0,0,0,0.267,0.389,0.267,0.656,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052,0.133,-0.72,,0.52,-2.44,-0.16,94.4,83.3,,81.7,76.4,0.203,0.407,0.312,0.174,0.565,0.257,0.308,0.553,0.1669999999999999,,,,0.429,0.714,0.182,101.0,111.0,105.0,0.135,-1.72,85.6,,,,0.326,0.539,0.218,,,,,,,,,
2023-07-31,7:09 PM.,BAL,TOR,home,Clear.,76,502043,RF,1,0,0,0,0,0,0,0,0,1,2,0.214,0.353,0.214,0.567,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,0.261,0.134,0.184,0.084,0.17,-0.69,-0.08,2.01,0.01,-0.29,92.1,85.5,91.9,81.6,79.5,0.288,0.453,0.291,0.147,0.228,0.471,0.287,0.55,0.156,0.289,0.459,0.11,0.279,0.419,0.4039999999999999,90.0,95.0,92.0,0.166,-1.02,89.8,,,,0.345,0.552,0.154,,,,,,,,,
2023-07-25,7:10 PM.,LAD,TOR,away,Clear.,83,628711,RF,4,0,1,0,0,0,0,0,1,2,2,0.231,0.375,0.231,0.606,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,,,,,,,,0.451,,0.3,0.157,0.02,,,0.84,-3.03,92.7,86.1,,,79.2,0.296,0.593,0.299,,,,0.267,0.503,0.218,,,,,,,109.0,124.0,127.0,0.092,-0.42,87.1,0.233,0.457,0.2289999999999999,0.186,0.322,0.278,,,,,,,,,
2023-07-20,1:08 PM.,SD,TOR,home,Sunny.,75,605483,RF,3,0,2,0,0,0,1,0,1,1,1,0.222,0.364,0.222,0.586,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,0.486,0.131,0.198,0.184,0.07,,0.68,2.55,2.65,95.5,86.7,,88.4,81.0,0.185,0.266,0.4679999999999999,0.123,0.26,0.536,0.255,0.389,0.195,,,,0.079,0.14,0.563,,,,,,,,,,,,,,,,,,,,,
