date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
2023-04-23,1:12 PM.,BOS,MIL,home,Roof Closed.,61,678394,PH,1,0,0,0,0,0,0,0,0,0,0,0.226,0.314,0.484,0.798,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,0.364,0.207,0.175,,0.239,-1.91,0.52,-1.86,,1.38,95.5,86.2,95.0,85.3,,0.31,0.646,0.1989999999999999,0.3,0.456,0.259,0.278,0.435,0.16,0.196,0.291,0.387,,,,88.0,100.0,88.0,0.015,-6.73,89.1,0.462,1.077,0.208,,,,,,,,,,,,,,,,,,
2023-04-19,1:10 PM.,SEA,MIL,away,Roof Closed.,48,594835,3B,3,0,0,0,0,0,0,0,0,2,2,0.233,0.324,0.5,0.824,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,SEA,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.202,0.46,0.129,0.294,0.429,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,,,,,,,0.002,0.366,,0.242,0.302,-1.28,6.42,,1.1,1.36,89.0,79.9,88.8,,79.3,0.333,0.556,0.124,,,,,,,0.222,0.358,0.295,0.294,0.353,0.135,92.0,104.0,90.0,0.088,-2.98,85.9,0.389,0.667,0.176,,,,,,,,,,,,,,,,,,
2023-04-18,6:40 PM.,SEA,MIL,away,Roof Closed.,46,669302,3B,0,0,0,0,0,0,0,0,0,0,0,0.259,0.355,0.556,0.911,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,0.003,0.419,0.297,,,0.01,-11.33,1.84,,,95.7,,93.7,88.7,,0.28,0.491,0.177,0.211,0.349,0.322,0.667,1.0,0.25,,,,0.214,0.371,0.306,,,,,,,,,,,,,110.0,95.0,103.0,98.0,103.0,117.0,0.148,0.134,0.25,0.39,85.6,80.3,0.174,0.34,0.35
2023-04-16,1:11 PM.,SD,MIL,away,Overcast.,62,506433,3B,2,0,0,0,0,0,0,0,1,1,1,0.259,0.355,0.556,0.911,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,0.186,0.167,0.363,0.051,0.001,-1.74,0.46,-0.68,1.37,-1.35,94.7,82.3,94.3,84.0,72.3,0.253,0.538,0.159,0.432,0.703,0.244,0.319,0.418,0.157,,,,0.13,0.203,0.391,93.0,95.0,99.0,0.089,2.4,90.9,0.2,0.32,0.196,,,,105.0,111.0,112.0,95.0,104.0,100.0,0.077,0.066,1.21,3.06,89.2,79.3,0.167,0.217,0.4
2023-04-15,1:05 PM.,SD,MIL,away,Sunny.,64,607625,3B,0,0,0,0,0,0,0,0,1,0,0,0.28,0.357,0.6,0.957,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.199,0.318,0.111,0.313,0.059,0.36,1.87,-0.6,0.26,-2.89,93.4,86.3,93.2,85.2,79.6,0.246,0.464,0.214,0.25,0.417,0.286,0.208,0.36,0.089,0.303,0.576,0.3429999999999999,0.287,0.384,0.265,,,,,,,,,,0.0,0.0,0.226,,,,,,,,,,,,,,,
2023-04-14,6:42 PM.,SD,MIL,away,Partly Cloudy.,59,608379,3B,5,0,1,1,0,0,1,0,0,0,2,0.28,0.333,0.6,0.933,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,0.133,0.288,,0.11,0.345,1.23,-0.36,,1.04,1.06,92.0,81.6,91.9,,74.0,0.188,0.323,0.1669999999999999,,,,0.25,0.45,0.111,0.207,0.346,0.359,0.172,0.31,0.27,96.0,100.0,96.0,0.124,-2.13,86.9,0.364,0.582,0.165,,,,,,,,,,,,,,,,,,
2023-04-13,6:42 PM.,SD,MIL,away,Cloudy.,55,607259,3B,3,1,1,0,0,1,1,0,0,0,1,0.3,0.364,0.65,1.014,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,SDP,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.206,0.431,0.235,0.251,0.397,97.0,102.0,106.0,88.0,97.0,100.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,0.224,0.13,0.002,0.191,0.288,-0.91,1.23,-4.18,0.59,2.41,93.3,80.7,92.9,84.5,81.8,0.25,0.423,0.225,,,,0.293,0.333,0.088,0.158,0.226,0.465,0.164,0.295,0.347,96.0,102.0,96.0,0.164,-1.99,89.5,0.382,0.632,0.1689999999999999,,,,,,,,,,,,,,,,,,
2023-04-12,12:40 PM.,AZ,MIL,away,Roof Closed.,72,686753,3B,3,0,1,0,0,0,1,0,1,1,0,0.294,0.368,0.529,0.897,686753,dreyjameson,Jameson,Right,Drey Jameson,ARI,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,95.0,94.0,93.0,119.0,89.0,96.0,102.0,105.0,99.0,92.0,94.0,89.0,115.0,99.0,106.0,0.298,0.272,0.261,0.037,0.132,-0.7,-0.74,0.4,1.43,2.95,97.0,89.1,95.0,85.4,80.8,0.279,0.581,0.165,0.158,0.316,0.519,0.362,0.468,0.2289999999999999,0.19,0.19,0.3329999999999999,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-11,6:40 PM.,AZ,MIL,away,Clear.,93,518876,3B,4,1,2,1,0,1,3,0,0,2,0,0.286,0.333,0.571,0.904,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.11,0.231,0.04,0.83,-0.64,-0.45,2.43,92.2,88.7,92.4,85.5,82.1,0.224,0.489,0.259,0.217,0.391,0.413,0.261,0.378,0.163,0.18,0.234,0.32,0.268,0.411,0.256,87.0,101.0,99.0,0.181,0.88,90.8,0.22,0.352,0.244,,,,,,,,,,,,,,,,,,
2023-04-08,6:11 PM.,STL,MIL,home,Roof Closed.,65,656756,3B,4,0,1,0,0,0,0,0,0,1,1,0.2,0.273,0.2,0.473,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.229,-0.68,1.22,,0.84,0.2,93.4,83.5,93.3,,80.5,0.333,0.5,0.195,,,,0.255,0.374,0.141,0.239,0.405,0.392,0.191,0.357,0.371,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,,,,
2023-04-05,12:40 PM.,NYM,MIL,home,Roof Closed.,66,656849,3B,3,0,1,0,0,0,0,0,0,1,0,0.167,0.286,0.167,0.453,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.197,0.088,0.189,-0.83,0.66,-2.58,2.63,-1.35,92.7,85.3,91.5,85.3,78.6,0.287,0.425,0.281,0.268,0.472,0.3939999999999999,0.314,0.486,0.165,0.325,0.55,0.309,0.2,0.2,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-01,1:19 PM.,CHC,MIL,away,Cloudy.,39,657006,3B,3,0,0,0,0,0,0,0,1,0,3,0.0,0.25,0.0,0.25,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018,0.626,0.339,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,87.5,92.2,83.3,80.7,0.275,0.393,0.203,0.217,0.346,0.311,0.25,0.333,0.1669999999999999,0.4,0.4,0.1,0.0,0.0,0.3329999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,12:10 PM.,COL,MIL,away,Sunny.,76,663372,1B,1,0,0,0,0,0,0,1,1,0,2,0.375,0.512,1.0,1.512,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.241,0.331,0.188,0.248,0.448,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,95.0,106.0,105.0,0.173,0.278,0.313,0.089,0.147,-0.01,-4.88,1.27,-2.31,2.91,94.8,84.1,94.3,88.6,79.7,0.25,0.295,0.225,0.178,0.289,0.163,0.475,0.675,0.15,0.08,0.08,0.421,0.333,0.4,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,
