date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff
2024-09-16,7:10 PM.,NYM,WSH,away,Cloudy.,73,640455,SS,2,0,0,0,0,0,0,0,1,1,2,0.256,0.383,0.282,0.665,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,,,,88.0,103.0,99.0,88.0,88.0,93.0,,,,0.113,,0.251,,1.13,,0.37,,92.3,,79.5,,0.167,0.295,0.311,0.174,0.435,0.32,,,,,,,83.0,98.0,95.0,95.0,100.0,97.0,84.0,88.0,85.0,0.447,0.071,0.118,0.97,1.36,-1.19,88.4,85.3,92.3,0.25,0.438,0.254,0.222,0.25,0.179,0.201,0.333,0.21,0.193,0.311,0.388,,,,,,,,,,,,,,,
2024-09-15,1:36 PM.,MIA,WSH,home,Sunny.,79,670124,SS,2,0,0,0,0,0,0,0,1,1,0,0.27,0.386,0.297,0.683,670124,adamoller,Oller,Right,Adam Oller,MIA,5.31,4.59,42.1,95.0,99.0,95.0,0.803,7.65,4.68,9.14,1.49,0.86,0.271,0.357,0.132,0.318,0.404,110.0,97.0,99.0,95.0,92.0,92.0,120.0,121.0,121.0,,,,0.514,,0.008,0.407,-2.09,,10.03,1.72,93.7,,86.2,84.0,0.314,0.616,0.154,,,,,,,0.208,0.292,0.176,50.0,89.0,83.0,,,,,,,,,0.07,,,-3.63,,86.9,,0.556,0.556,0.318,,,,,,,,,,,,,,,,,,,,,,0.136,0.159,0.329
2024-09-14,4:05 PM.,MIA,WSH,home,Sunny.,81,678368,SS,3,0,0,0,0,0,0,0,0,1,2,0.286,0.39,0.314,0.704,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,93.0,94.0,94.0,54.0,102.0,84.0,100.0,105.0,104.0,,,,0.374,,0.103,0.125,-0.41,,0.03,-3.5,89.2,,77.7,73.7,0.247,0.454,0.133,,,,,,,0.333,0.741,0.283,99.0,95.0,96.0,,,,67.0,98.0,91.0,,0.253,0.144,1.23,,-3.12,82.8,81.1,,0.326,0.488,0.296,0.205,0.438,0.163,,,,0.233,0.433,0.286,,,,,,,,,,,,,,,
2024-09-13,6:45 PM.,MIA,WSH,home,Partly Cloudy.,79,665795,SS,3,0,0,0,0,0,0,1,0,1,1,0.313,0.421,0.344,0.765,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,106.0,101.0,104.0,97.0,91.0,87.0,114.0,102.0,105.0,,,,0.274,,0.085,0.217,-1.63,,1.65,-0.03,96.3,,89.2,84.8,0.304,0.543,0.164,0.129,0.226,0.313,,,,0.206,0.426,0.394,96.0,98.0,103.0,110.0,94.0,95.0,,,,0.091,,0.332,,0.07,0.15,,93.0,96.7,0.206,0.321,0.338,,,,0.231,0.333,0.151,,,,,,,,,,,,,,,,,,
2024-09-10,6:45 PM.,ATL,WSH,home,Clear.,82,625643,SS,0,0,0,0,0,0,0,0,1,0,0,0.345,0.457,0.379,0.836,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,84.0,99.0,104.0,91.0,103.0,99.0,113.0,100.0,105.0,,,,0.552,,0.294,0.116,1.19,,1.45,1.61,95.5,,85.0,77.0,0.266,0.369,0.165,0.168,0.257,0.443,,,,0.151,0.264,0.364,75.0,110.0,105.0,,,,,,,,,0.038,,,-3.58,,86.1,,0.263,0.737,0.349,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-05,6:42 PM.,PIT,WSH,away,Clear.,81,663559,SS,2,1,2,1,0,0,0,0,1,0,0,0.345,0.441,0.379,0.82,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,100.0,99.0,98.0,85.0,100.0,97.0,91.0,96.0,96.0,43.0,95.0,70.0,0.484,0.006,0.216,0.152,0.38,-7.04,0.27,-1.24,91.8,86.9,86.1,77.7,0.255,0.41,0.166,0.245,0.304,0.287,0.333,1.333,0.125,0.305,0.61,0.207,,,,99.0,101.0,99.0,,,,0.142,,,,1.23,,,,92.0,,,,,,,0.26,0.448,0.157,,,,,,,,,,,,,,,,,,
2024-09-04,6:40 PM.,MIA,WSH,away,Roof Closed.,72,678368,DH,0,0,0,0,0,0,0,0,0,0,0,0.296,0.387,0.296,0.683,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,93.0,94.0,94.0,54.0,102.0,84.0,100.0,105.0,104.0,,,,0.374,,0.103,0.125,-0.41,,0.03,-3.5,89.2,,77.7,73.7,0.247,0.454,0.133,,,,,,,0.333,0.741,0.283,99.0,95.0,96.0,,,,67.0,98.0,91.0,,0.253,0.144,1.23,,-3.12,82.8,81.1,,0.326,0.488,0.296,0.205,0.438,0.163,,,,0.233,0.433,0.286,,,,,,,,,,,,,,,
2024-08-28,6:46 PM.,NYY,WSH,home,Partly Cloudy.,98,607074,SS,3,1,2,0,0,0,1,1,0,0,0,0.296,0.387,0.296,0.683,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,103.0,86.0,93.0,114.0,98.0,101.0,144.0,104.0,113.0,,,,0.494,,0.26,0.083,0.05,,-0.4,-1.32,95.4,,86.8,81.0,0.262,0.514,0.214,0.199,0.361,0.393,,,,0.281,0.531,0.276,129.0,92.0,106.0,,,,100.0,83.0,82.0,,0.035,0.129,-3.11,,1.44,91.8,85.5,,0.188,0.247,0.495,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,,,,
2024-08-23,7:22 PM.,ATL,WSH,away,Clear.,82,519242,SS,2,0,0,0,0,0,0,0,1,1,1,0.25,0.357,0.25,0.607,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,,,,96.0,105.0,101.0,105.0,100.0,104.0,,,,0.378,,0.403,,-0.12,,2.16,,94.8,,78.6,,0.281,0.443,0.241,0.171,0.236,0.427,,,,,,,64.0,107.0,98.0,113.0,100.0,96.0,,,,0.072,,0.147,,-1.99,2.97,,87.1,94.2,0.159,0.195,0.236,,,,0.327,0.551,0.133,,,,,,,,,,,,,,,,,,
2024-08-20,6:45 PM.,COL,WSH,home,Partly Cloudy.,71,596295,PR,0,0,0,0,0,0,0,0,0,0,0,0.273,0.36,0.273,0.633,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,,,,71.0,98.0,91.0,91.0,103.0,102.0,,,,0.404,,0.167,,-1.23,,-0.17,,90.4,,83.8,,0.305,0.6,0.096,0.274,0.513,0.22,,,,0.22,0.368,0.269,82.0,103.0,99.0,51.0,110.0,96.0,,,,0.001,,0.205,,-42.96,-0.15,,81.1,90.1,0.28,0.409,0.273,,,,,,,,,,93.0,109.0,107.0,0.224,-0.08,77.6,,,,,,,,,
2024-08-16,6:43 PM.,PHI,WSH,away,Partly Cloudy.,87,605400,PR,0,1,0,0,0,0,0,0,0,0,0,0.273,0.36,0.273,0.633,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,,,,90.0,103.0,99.0,,,,,,,0.278,,,,0.81,,,,92.5,,,,0.168,0.318,0.224,,,,,,,0.221,0.381,0.37,78.0,102.0,91.0,100.0,109.0,106.0,69.0,99.0,92.0,0.204,0.092,0.096,-2.57,-0.34,-1.67,87.5,85.7,91.5,0.279,0.426,0.135,0.389,0.796,0.178,0.313,0.475,0.136,,,,135.0,106.0,113.0,0.329,0.94,79.1,,,,,,,,,
2024-08-11,11:35 AM.,LAA,WSH,home,Cloudy.,77,686799,SS,3,1,2,0,0,0,0,0,1,0,0,0.273,0.36,0.273,0.633,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,111.0,95.0,106.0,87.0,95.0,90.0,,,,,,,0.062,,,0.184,-1.87,,,-1.06,96.3,,,85.0,0.167,0.5,0.364,,,,,,,0.235,0.412,0.25,74.0,103.0,98.0,99.0,103.0,102.0,,,,0.724,,0.03,,0.89,-3.35,,88.3,95.8,0.333,0.444,0.067,,,,0.286,0.411,0.121,,,,,,,,,,,,,,,,,,
2024-08-10,6:45 PM.,LAA,WSH,home,Cloudy.,88,656288,SS,1,0,1,0,0,0,0,0,0,0,0,0.211,0.286,0.211,0.497,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,75.0,96.0,96.0,73.0,94.0,86.0,107.0,100.0,110.0,,,,0.376,,0.24,0.107,-0.85,,-0.91,-0.86,93.4,,87.7,80.6,0.251,0.529,0.147,0.284,0.444,0.331,,,,0.271,0.438,0.241,96.0,102.0,102.0,76.0,89.0,78.0,,,,0.01,,0.267,,-6.83,0.48,,88.6,93.0,0.259,0.387,0.288,,,,0.429,0.857,0.0,,,,,,,,,,,,,,,,,,
2024-08-09,6:45 PM.,LAA,WSH,home,Cloudy.,82,667755,SS,3,0,0,0,0,0,0,0,0,2,0,0.167,0.25,0.167,0.417,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,96.0,92.0,86.0,117.0,92.0,99.0,120.0,100.0,112.0,0.146,0.081,0.055,,-2.05,0.8,0.02,,98.8,92.7,91.5,,0.356,0.622,0.103,0.143,0.214,0.463,0.15,0.3,0.329,0.226,0.376,0.402,,,,95.0,95.0,96.0,,,,0.464,,,,2.22,,,,97.7,,,,,,,0.214,0.26,0.167,,,,98.0,96.0,108.0,0.254,-0.42,86.4,,,,,,,,,
2024-07-31,12:41 PM.,AZ,WSH,away,Roof Closed.,78,668678,PR,0,0,0,0,0,0,0,1,0,0,0,0.2,0.294,0.2,0.494,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,,,,101.0,95.0,96.0,107.0,102.0,102.0,,,,0.463,,0.087,,-0.55,,-0.56,,93.7,,87.0,,0.28,0.46,0.133,0.31,0.476,0.337,,,,0.148,0.23,0.392,88.0,107.0,98.0,132.0,80.0,80.0,89.0,87.0,79.0,0.001,0.031,0.14,-0.78,-1.02,0.43,90.3,86.6,94.7,0.27,0.382,0.265,0.25,0.625,0.36,,,,,,,107.0,108.0,112.0,0.277,2.29,81.0,,,,,,,,,
2024-07-30,6:40 PM.,AZ,WSH,away,Roof Closed.,78,669194,SS,1,0,1,0,0,0,0,0,0,0,0,0.2,0.294,0.2,0.494,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,91.0,94.0,94.0,105.0,107.0,106.0,111.0,112.0,110.0,,,,0.557,,0.103,0.057,0.64,,-0.66,1.81,95.2,,83.8,77.8,0.249,0.418,0.195,0.226,0.34,0.156,,,,0.138,0.207,0.148,108.0,99.0,107.0,,,,78.0,107.0,96.0,,0.184,0.099,-0.85,,-2.35,91.2,83.0,,0.302,0.587,0.203,0.317,0.508,0.154,,,,0.4,0.733,0.167,,,,,,,,,,,,,,,
2024-07-27,8:19 PM.,STL,WSH,away,Overcast.,76,502043,SS,0,1,0,0,0,0,0,0,1,0,0,0.143,0.25,0.143,0.393,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,102.0,103.0,104.0,80.0,88.0,83.0,104.0,102.0,105.0,,,,0.132,,0.207,0.086,-1.39,,0.92,-2.21,91.4,,80.7,78.3,0.268,0.563,0.065,,,,,,,0.325,0.675,0.462,99.0,92.0,89.0,84.0,101.0,96.0,96.0,95.0,91.0,0.264,0.211,0.099,0.21,0.22,1.2,88.6,84.9,90.7,0.19,0.254,0.39,0.299,0.479,0.181,0.267,0.422,0.092,0.2,0.312,0.412,,,,,,,,,,,,,,,
2024-07-26,7:16 PM.,STL,WSH,away,Partly Cloudy.,84,543243,PR,0,1,0,0,0,0,0,0,0,0,0,0.143,0.2,0.143,0.343,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,119.0,96.0,97.0,107.0,97.0,101.0,152.0,114.0,125.0,,,,0.239,,0.201,0.139,-0.05,,0.94,0.7,92.4,,84.8,80.0,0.333,0.567,0.182,,,,,,,0.21,0.452,0.331,69.0,91.0,86.0,93.0,114.0,112.0,92.0,98.0,96.0,0.178,0.178,0.064,0.19,1.64,-2.25,87.7,88.3,92.7,0.357,0.714,0.328,0.287,0.494,0.308,0.2,0.385,0.208,0.142,0.205,0.444,,,,0.0,-2.42,75.4,,,,,,,,,
2024-07-24,6:45 PM.,SD,WSH,home,Cloudy.,84,663362,SS,1,0,1,0,0,0,0,0,0,0,0,0.143,0.2,0.143,0.343,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,115.0,101.0,107.0,,,,0.19,,0.198,,-0.77,,0.5,,90.6,,79.3,,0.265,0.513,0.224,,,,,,,,,,,,,73.0,108.0,102.0,83.0,98.0,90.0,0.144,0.086,,1.88,0.64,,87.0,,90.0,,,,0.231,0.385,0.144,0.303,0.404,0.067,0.227,0.454,0.201,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275,,,
2024-07-21,1:35 PM.,CIN,WSH,home,Partly Cloudy.,88,671096,PR,0,1,0,0,0,0,0,0,0,0,0,0.077,0.143,0.077,0.22,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,101.0,98.0,99.0,78.0,96.0,89.0,125.0,106.0,112.0,,,,0.535,,0.186,0.116,-0.26,,0.49,-1.56,92.8,,82.9,80.8,0.254,0.451,0.194,,,,,,,0.327,0.653,0.179,96.0,94.0,97.0,,,,,,,,,0.163,,,0.23,,84.8,,0.214,0.429,0.273,,,,,,,0.189,0.307,0.287,,,,,,,,,,,,,,,
2024-07-06,4:05 PM.,STL,WSH,home,Partly Cloudy.,97,458681,SS,1,0,0,0,0,0,0,0,0,0,2,0.077,0.143,0.077,0.22,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,112.0,96.0,99.0,85.0,102.0,97.0,102.0,101.0,109.0,,,,0.472,,0.013,0.062,0.87,,-1.62,-1.98,92.3,,82.0,80.4,0.199,0.393,0.287,,,,,,,0.211,0.342,0.203,61.0,88.0,82.0,66.0,93.0,84.0,91.0,101.0,94.0,0.167,0.223,0.063,-1.03,-0.46,-2.47,88.1,84.8,91.2,0.292,0.292,0.225,0.317,0.426,0.262,0.284,0.469,0.11,0.25,0.25,0.0,,,,,,,,,,,,,,,
