date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,SV_ba,SV_slg,SV_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,vKN (sc),KN%,wKN/C
2023-09-08,7:21 PM.,ATL,PIT,away,Partly Cloudy.,83,693821,1B,2,0,1,0,0,0,0,1,1,0,0,0.202,0.299,0.381,0.68,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,82.0,96.0,90.0,,,,,,,0.376,,,,0.01,,,89.5,,,,,0.28,0.402,0.134,,,,,,,62.0,100.0,86.0,92.0,103.0,107.0,,,,0.134,,0.353,,-1.13,,0.97,,90.7,,82.7,,,,,0.286,0.495,0.1939999999999999,,,,0.21,0.393,0.337,64.0,95.0,91.0,0.137,1.3,85.0,0.188,0.235,0.236,,,
2023-09-06,12:37 PM.,MIL,PIT,home,Sunny.,87,642547,1B,4,0,0,0,0,0,0,0,0,2,2,0.195,0.287,0.378,0.665,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,,,,,,,,,,,,,,,,,,,0.214,0.381,0.3379999999999999,,,,,,,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.124,0.89,,0.36,0.2,94.4,,82.4,76.9,,,,0.213,0.387,0.292,,,,0.203,0.392,0.46,50.0,97.0,85.0,0.146,0.15,88.6,0.224,0.388,0.312,,,
2023-09-05,6:37 PM.,MIL,PIT,home,Partly Cloudy.,90,605540,PH,1,0,0,0,0,0,0,0,0,0,0,0.205,0.3,0.397,0.697,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,108.0,100.0,96.0,,,,,,,0.22,,,,2.76,,,95.0,,0.182,0.455,0.409,0.193,0.281,0.124,,,,89.0,103.0,105.0,125.0,112.0,115.0,108.0,107.0,108.0,,,,0.41,,0.095,0.079,0.95,,-0.33,-0.01,95.8,,86.9,82.9,,,,0.177,0.385,0.314,,,,0.278,0.611,0.268,111.0,104.0,118.0,0.197,3.2,85.8,0.098,0.118,0.38,,,
2023-09-04,6:35 PM.,MIL,PIT,home,Partly Cloudy.,86,669203,1B,3,0,1,0,0,0,0,0,0,0,0,0.208,0.303,0.403,0.706,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,103.0,97.0,90.0,,,,127.0,101.0,103.0,0.077,0.554,,1.51,-2.42,,94.4,95.3,,0.133,0.211,0.488,0.291,0.564,0.129,0.209,0.34,0.2269999999999999,160.0,104.0,113.0,,,,144.0,110.0,127.0,,,,,,0.085,0.171,,,1.12,1.35,,,86.0,79.8,,,,,,,,,,0.159,0.275,0.4379999999999999,82.0,105.0,112.0,0.112,1.07,89.3,0.204,0.258,0.306,,,
2023-09-02,6:15 PM.,STL,PIT,away,Clear.,87,680723,1B,0,0,0,0,0,0,0,0,0,0,0,0.203,0.302,0.405,0.707,680723,drewrom,Rom,Left,Drew Rom,STL,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.464,64.0,98.0,87.0,,,,,,,0.241,,,,-2.11,,,87.4,,,,,0.351,0.568,0.091,,,,,,,81.0,105.0,98.0,97.0,88.0,89.0,85.0,83.0,71.0,0.443,0.079,0.237,,-2.41,-5.66,-2.48,,90.6,83.6,79.4,,,,,0.333,0.633,0.212,0.467,0.6,0.2689999999999999,0.289,0.632,0.172,,,,,,,,,,,,
2023-09-01,7:16 PM.,STL,PIT,away,Clear.,80,641712,1B,3,0,1,1,0,0,1,0,0,0,1,0.203,0.302,0.405,0.707,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,81.0,97.0,87.0,,,,,,,0.377,,,,0.04,,,91.6,,0.25,0.25,0.306,0.308,0.526,0.072,,,,81.0,103.0,96.0,81.0,99.0,88.0,120.0,95.0,100.0,,,,0.222,,0.321,0.055,0.43,,-0.76,-0.31,91.1,,85.1,81.4,,,,0.281,0.328,0.129,,,,0.258,0.43,0.3929999999999999,85.0,66.0,62.0,0.024,-4.54,84.4,0.2,0.4,0.0,,,
2023-08-30,7:11 PM.,KC,PIT,away,Clear.,83,672582,1B,3,0,0,0,0,0,0,0,0,0,1,0.197,0.301,0.394,0.695,672582,angelzerpa,Zerpa,Left,Angel Zerpa,KCR,4.85,4.36,42.2,101.0,77.0,96.0,0.822,7.59,1.69,9.7,1.48,1.6,0.224,0.418,0.164,0.381,0.46,80.0,106.0,98.0,,,,,,,0.232,,,,0.96,,,94.6,,,,,0.289,0.467,0.05,,,,,,,59.0,100.0,88.0,106.0,102.0,107.0,,,,0.335,,0.239,,0.43,,-0.82,,94.5,,86.2,,,,,0.222,0.407,0.216,,,,0.244,0.463,0.231,67.0,97.0,93.0,0.194,-2.48,86.9,0.379,0.552,0.313,,,
2023-08-29,7:11 PM.,KC,PIT,away,Clear.,85,666142,1B,0,0,0,0,0,0,0,0,0,0,0,0.206,0.313,0.412,0.725,666142,coleragans,Ragans,Left,Cole Ragans,- - -,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.178,0.284,0.409,,,,,,,89.0,92.0,87.0,,0.134,0.124,1.47,,-0.05,91.8,,81.8,0.194,0.306,0.295,,,,0.27,0.378,0.238,,,,108.0,100.0,100.0,126.0,114.0,125.0,,,,0.401,,0.104,,0.24,,2.79,,96.5,,86.6,,,,,0.234,0.411,0.2789999999999999,,,,0.18,0.2,0.4,90.0,97.0,103.0,0.237,2.84,86.6,0.152,0.192,0.344,,,
2023-08-28,7:10 PM.,KC,PIT,away,Clear.,83,425844,1B,4,0,2,2,0,0,1,0,0,1,2,0.206,0.313,0.412,0.725,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,76.0,106.0,93.0,,,,100.0,113.0,103.0,0.157,0.07,0.0,-0.94,-0.92,-3.64,85.2,89.8,57.9,0.386,0.729,0.155,0.333,0.609,0.081,0.32,0.5,0.186,96.0,97.0,104.0,72.0,103.0,92.0,94.0,103.0,106.0,,,,0.265,,0.2,0.141,0.25,,1.12,-2.99,89.5,,79.2,72.5,,,,0.276,0.472,0.159,,,,0.214,0.282,0.231,84.0,109.0,109.0,0.166,0.06,86.5,0.241,0.37,0.207,,,
2023-08-27,1:37 PM.,CHC,PIT,home,Partly Cloudy.,73,665871,1B,2,0,0,0,0,0,0,0,1,0,0,0.188,0.303,0.375,0.678,665871,javierassad,Assad,Right,Javier Assad,CHC,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.283,0.334,0.18,0.331,0.412,87.0,103.0,93.0,,,,103.0,99.0,95.0,0.306,0.274,,0.48,2.18,,89.1,92.7,,0.25,0.55,0.258,0.214,0.324,0.142,0.218,0.418,0.18,92.0,89.0,86.0,82.0,97.0,90.0,103.0,100.0,103.0,,,,0.194,,0.135,0.051,-0.9,,0.28,-3.14,93.1,,80.6,76.5,,,,0.313,0.484,0.193,,,,0.163,0.265,0.457,58.0,94.0,87.0,0.04,-3.27,85.0,0.357,0.571,0.292,,,
2023-08-25,7:07 PM.,CHC,PIT,home,Partly Cloudy.,80,543294,1B,0,0,0,0,0,0,0,0,0,0,0,0.194,0.301,0.387,0.688,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,72.0,110.0,99.0,,,,,,,0.349,,,,0.04,,,87.5,,0.25,0.25,0.4379999999999999,0.318,0.46,0.08,,,,97.0,79.0,84.0,67.0,100.0,93.0,,,,,,,0.205,,,0.035,-1.61,,,0.0,87.8,,,73.3,,,,0.38,0.658,0.1119999999999999,,,,,,,43.0,107.0,90.0,0.411,1.43,80.7,0.18,0.279,0.324,,,
2023-08-24,7:06 PM.,CHC,PIT,home,Cloudy.,84,657006,1B,4,0,1,1,0,0,0,0,0,1,3,0.194,0.301,0.387,0.688,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,45.0,95.0,88.0,,,,,,,0.018,,,,0.89,,,92.2,,0.0,0.0,0.3329999999999999,0.25,0.333,0.1669999999999999,,,,87.0,98.0,109.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.339,0.006,0.67,,0.54,2.44,91.8,,83.3,80.7,,,,0.275,0.393,0.203,,,,0.217,0.346,0.311,69.0,85.0,78.0,0.01,-1.94,87.5,0.4,0.4,0.1,,,
2023-08-22,7:08 PM.,STL,PIT,home,Partly Cloudy.,76,425794,1B,3,1,1,0,0,0,0,0,0,1,0,0.19,0.304,0.379,0.683,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,87.0,99.0,89.0,,,,107.0,99.0,95.0,0.314,0.226,0.002,-0.27,-3.36,6.39,82.9,86.9,65.7,0.291,0.475,0.153,0.394,0.746,0.093,0.344,0.473,0.152,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,,,,0.099,,0.003,0.306,-1.48,,-13.9,-1.5,85.7,,75.6,71.5,,,,0.326,0.512,0.1169999999999999,,,,,,,66.0,84.0,80.0,0.05,-3.6,81.4,0.389,0.611,0.1,,,
2023-08-21,7:07 PM.,STL,PIT,home,Partly Cloudy.,86,680723,1B,1,0,0,0,0,0,0,0,0,0,2,0.182,0.303,0.382,0.685,680723,drewrom,Rom,Left,Drew Rom,STL,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.464,64.0,98.0,87.0,,,,,,,0.241,,,,-2.11,,,87.4,,,,,0.351,0.568,0.091,,,,,,,81.0,105.0,98.0,97.0,88.0,89.0,85.0,83.0,71.0,0.443,0.079,0.237,,-2.41,-5.66,-2.48,,90.6,83.6,79.4,,,,,0.333,0.633,0.212,0.467,0.6,0.2689999999999999,0.289,0.632,0.172,,,,,,,,,,,,
2023-08-19,6:11 PM.,MIN,PIT,away,Clear.,90,543243,1B,0,0,0,0,0,0,0,0,1,0,0,0.185,0.308,0.389,0.697,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,82.0,99.0,94.0,,,,118.0,102.0,102.0,0.157,0.131,0.001,1.3,-0.46,-0.41,87.6,92.8,72.9,0.257,0.371,0.282,0.275,0.413,0.177,0.265,0.368,0.278,91.0,98.0,101.0,105.0,99.0,100.0,122.0,108.0,121.0,,,,0.271,,0.205,0.168,0.61,,3.25,0.87,92.9,,84.3,79.6,,,,0.301,0.422,0.1639999999999999,,,,0.096,0.117,0.413,84.0,95.0,89.0,0.067,-0.63,87.9,0.27,0.405,0.174,,,
2023-08-18,7:11 PM.,MIN,PIT,away,Clear.,78,641154,1B,3,0,0,0,0,0,0,0,0,0,1,0.185,0.297,0.389,0.686,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,98.0,105.0,104.0,,,,,,,0.106,,,,2.08,,,94.5,,0.202,0.33,0.364,0.278,0.342,0.126,,,,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,,,,0.345,,0.214,0.125,0.1,,1.34,0.25,94.9,,84.4,82.5,,,,0.268,0.468,0.315,,,,0.173,0.287,0.366,90.0,108.0,109.0,0.211,-0.17,88.4,0.257,0.41,0.284,,,
2023-08-16,1:12 PM.,NYM,PIT,away,Partly Cloudy.,78,656731,1B,3,0,0,0,0,0,0,0,0,3,2,0.196,0.3,0.412,0.712,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,,,,,,,,,,,,,,,,,,,0.167,0.167,0.354,,,,,,,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,116.0,83.0,118.0,0.557,0.002,0.206,0.086,-0.4,5.58,-1.04,-0.05,94.9,86.1,84.4,77.2,,,,0.314,0.494,0.184,,,,0.264,0.445,0.311,88.0,97.0,98.0,0.149,-0.09,87.9,0.264,0.396,0.241,,,
2023-08-15,7:12 PM.,NYM,PIT,away,Partly Cloudy.,78,656849,1B,0,0,0,0,0,0,0,0,0,0,0,0.208,0.304,0.438,0.742,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,97.0,97.0,95.0,,,,,,,0.253,,,,0.66,,,91.5,,0.2,0.2,0.365,0.314,0.486,0.165,,,,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,,,,0.273,,0.197,0.088,-0.83,,-2.58,2.63,92.7,,85.3,78.6,,,,0.287,0.425,0.281,,,,0.268,0.472,0.3939999999999999,84.0,97.0,93.0,0.189,-1.35,85.3,0.325,0.55,0.309,,,
2023-08-14,7:11 PM.,NYM,PIT,away,Cloudy.,81,471911,1B,2,0,0,0,0,0,0,0,2,1,3,0.208,0.304,0.438,0.742,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,91.0,90.0,87.0,,,,86.0,88.0,95.0,0.1,0.004,,-9.5,-3.88,,89.5,91.5,,0.25,0.594,0.217,0.45,0.725,0.129,,,,88.0,103.0,104.0,75.0,95.0,85.0,104.0,98.0,108.0,,,,0.323,,0.184,0.091,-2.35,,-1.99,-1.25,92.7,,84.1,80.1,,,,0.358,0.651,0.166,,,,0.329,0.575,0.3289999999999999,108.0,103.0,104.0,0.299,0.12,87.2,0.22,0.314,0.311,,,
2023-08-13,1:36 PM.,CIN,PIT,home,Partly Cloudy.,79,682227,1B,2,0,0,0,0,0,0,0,0,1,1,0.244,0.319,0.512,0.831,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,,,,,,,106.0,102.0,98.0,,0.298,,1.71,,,89.3,,,0.333,0.6,0.143,,,,0.252,0.433,0.185,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,,,,0.372,,0.102,0.064,-0.15,,-1.33,-1.75,92.8,,81.7,73.1,,,,0.269,0.433,0.171,,,,0.0,0.0,0.273,97.0,94.0,99.0,0.165,-0.51,84.0,0.183,0.39,0.3989999999999999,,,
2023-08-13,6:06 PM.,CIN,PIT,home,Partly Cloudy.,82,596133,1B,5,0,0,0,0,0,0,0,0,3,2,0.217,0.288,0.457,0.745,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,,,,,,,99.0,103.0,102.0,,0.11,0.118,0.87,,-1.56,90.3,,81.7,0.255,0.691,0.1669999999999999,,,,0.218,0.473,0.252,,,,88.0,102.0,96.0,112.0,101.0,104.0,,,,0.435,,0.137,,-1.47,,-2.22,,94.0,,85.8,,,,,0.311,0.543,0.175,,,,0.235,0.294,0.321,83.0,103.0,100.0,0.2,-2.01,86.1,0.316,0.547,0.3229999999999999,,,
2023-08-10,12:36 PM.,ATL,PIT,home,Overcast.,73,693821,1B,3,0,0,0,0,0,1,0,0,0,2,0.256,0.333,0.538,0.871,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,82.0,96.0,90.0,,,,,,,0.376,,,,0.01,,,89.5,,,,,0.28,0.402,0.134,,,,,,,62.0,100.0,86.0,92.0,103.0,107.0,,,,0.134,,0.353,,-1.13,,0.97,,90.7,,82.7,,,,,0.286,0.495,0.1939999999999999,,,,0.21,0.393,0.337,64.0,95.0,91.0,0.137,1.3,85.0,0.188,0.235,0.236,,,
