date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023-07-03,6:45 PM.,SF,SEA,away,Clear.,60,657277,LF,0,0,0,0,0,0,0,0,0,0,0,0.155,0.215,0.291,0.506,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,105.0,103.0,98.0,,,,,,,0.336,0.037,,,,0.416,-1.37,,,0.31,,2.18,92.6,,,87.5,92.3,,0.313,0.481,0.104,,,,,,,,,,0.225,0.309,0.228,0.226,0.452,0.3,91.0,100.0,111.0,0.212,0.11,84.3,0.208,0.369,0.286,,,,,,
2023-06-28,1:10 PM.,WSH,SEA,home,Sunny.,72,571578,DH,3,0,0,0,0,0,0,0,0,2,4,0.155,0.215,0.291,0.506,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,,,,65.0,103.0,88.0,86.0,102.0,93.0,,,,,,,0.417,0.169,,,,0.064,-0.69,,,-0.89,,-2.07,91.8,,,81.2,92.1,,0.32,0.463,0.074,,,,,,,,,,0.29,0.645,0.4,0.327,0.541,0.121,84.0,99.0,100.0,0.35,-0.51,80.5,0.233,0.461,0.397,,,,,,
2023-06-25,1:36 PM.,BAL,SEA,away,Sunny.,85,680694,DH,1,0,0,0,0,0,0,0,0,0,0,0.159,0.22,0.299,0.519,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,,,,0.207,0.224,,,0.173,0.083,-1.0,,,1.53,3.99,-0.36,94.5,,,90.8,95.0,84.8,0.23,0.367,0.15,,,,,,,0.142,0.165,0.356,0.259,0.37,0.114,0.366,0.602,0.15,171.0,105.0,116.0,0.313,1.77,88.1,0.168,0.272,0.364,,,,,,
2023-06-21,7:08 PM.,NYY,SEA,away,Partly Cloudy.,69,666745,DH,1,0,0,0,0,0,0,0,0,0,0,0.16,0.222,0.302,0.524,666745,jhonybrito,Brito,Right,Jhony Brito,NYY,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.399,0.134,0.347,0.424,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,,,,,,,0.327,0.166,,,,0.29,-0.97,,,1.05,,0.5,95.8,,,88.8,96.0,,0.282,0.436,0.149,,,,,,,0.348,0.696,0.188,0.232,0.392,0.282,0.167,0.5,0.179,115.0,84.0,89.0,0.113,0.17,83.0,0.172,0.31,0.28,,,,0.104,-1.87,80.4
2023-06-17,1:11 PM.,CWS,SEA,home,Roof Closed.,53,608337,LF,1,0,0,0,0,0,0,0,0,0,1,0.162,0.224,0.305,0.529,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,,,,,,,,0.419,,,0.015,0.283,-0.85,,,,-3.72,-0.2,93.1,,,80.9,,77.9,,,,,,,,,,0.5,0.5,0.2,0.209,0.442,0.352,0.262,0.546,0.2,107.0,105.0,104.0,0.282,-0.25,84.0,0.236,0.438,0.345,,,,,,
2023-06-16,7:10 PM.,CWS,SEA,home,Roof Closed.,58,656629,DH,2,0,0,0,0,0,0,0,0,0,3,0.163,0.226,0.308,0.534,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,,,,,,,0.614,,,0.04,0.074,-0.71,,,,-0.94,0.15,95.2,,,88.7,,80.6,,,,,,,,,,0.158,0.474,0.1939999999999999,0.133,0.3,0.3389999999999999,0.244,0.462,0.264,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,0.516,0.2739999999999999,,,,,,
2023-06-14,6:41 PM.,MIA,SEA,home,Cloudy.,63,691587,DH,1,0,0,0,0,0,0,0,0,1,1,0.167,0.23,0.314,0.544,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,,,,,,,,0.454,,,0.14,0.098,-0.47,,,,1.89,0.99,97.5,,,89.7,,81.2,,,,,,,,,,0.098,0.171,0.5429999999999999,0.045,0.045,0.462,0.289,0.585,0.187,101.0,102.0,107.0,0.308,0.99,86.4,0.183,0.365,0.477,,,,,,
2023-06-12,6:40 PM.,MIA,SEA,home,Clear.,76,666200,DH,3,0,0,0,0,0,0,0,0,0,2,0.168,0.232,0.317,0.549,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,82.0,100.0,97.0,68.0,87.0,76.0,,,,0.04,0.457,0.004,,,0.21,0.93,0.74,,-0.81,,-0.09,96.7,91.4,,88.3,96.5,,0.314,0.686,0.102,,,,,,,,,,0.248,0.429,0.361,0.232,0.384,0.1939999999999999,111.0,97.0,105.0,0.289,-0.26,85.1,0.233,0.389,0.518,,,,,,
2023-06-10,7:07 PM.,LAA,SEA,away,Overcast.,64,663776,LF,4,1,2,0,0,0,0,0,0,1,1,0.173,0.239,0.327,0.566,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,,,,,,,0.111,0.256,,,0.09,0.258,-1.22,,,0.36,0.27,0.3,93.0,,,83.0,93.2,76.5,0.269,0.327,0.129,,,,,,,0.286,0.286,0.237,0.184,0.33,0.432,0.336,0.507,0.156,123.0,100.0,107.0,0.285,0.02,86.5,0.2,0.5,0.306,,,,,,
2023-06-07,1:11 PM.,SD,SEA,away,Partly Cloudy.,66,608379,PH,1,0,0,0,0,0,0,0,0,0,2,0.16,0.229,0.319,0.548,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,,,,0.133,0.288,0.124,,0.11,0.345,1.23,-2.13,,-0.36,1.04,1.06,92.0,86.9,,81.6,91.9,74.0,0.25,0.45,0.111,0.364,0.582,0.165,,,,0.172,0.31,0.27,0.207,0.346,0.359,0.188,0.323,0.1669999999999999,,,,,,,,,,,,,,,
2023-06-06,6:41 PM.,SD,SEA,away,Partly Cloudy.,65,605397,DH,2,0,0,0,0,0,0,0,0,0,0,0.161,0.231,0.323,0.554,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,109.0,98.0,78.0,102.0,99.0,98.0,,,,0.054,0.245,0.204,,0.239,0.114,1.77,1.68,,3.35,0.77,-0.63,93.1,90.1,,87.1,92.8,81.3,0.261,0.261,0.125,0.302,0.429,0.13,,,,0.207,0.329,0.34,0.267,0.333,0.406,0.205,0.273,0.222,117.0,110.0,111.0,0.145,-2.03,82.2,0.281,0.594,0.3389999999999999,,,,,,
2023-06-03,3:07 PM.,TEX,SEA,away,Roof Closed.,72,571760,LF,4,1,1,0,0,0,0,0,0,1,0,0.165,0.235,0.33,0.565,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,,,,,,,,0.579,,,0.0,0.169,0.1,,,,-3.87,-0.11,92.5,,,84.0,,74.4,,,,,,,,,,,,,0.274,0.452,0.24,0.236,0.431,0.256,94.0,104.0,108.0,0.252,-1.35,82.0,0.259,0.443,0.296,,,,,,
2023-05-31,6:40 PM.,NYY,SEA,home,Cloudy.,60,657376,DH,1,0,0,0,0,0,0,0,0,0,1,0.161,0.235,0.333,0.568,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,4.64,4.33,159.0,102.0,102.0,104.0,0.783,8.43,2.6,9.57,1.36,1.16,0.232,0.447,0.154,0.309,0.439,31.0,95.0,88.0,,,,,,,68.0,103.0,88.0,96.0,106.0,105.0,,,,0.241,,0.279,,,0.015,,0.27,,-0.2,,-7.35,,91.3,,89.4,93.4,,0.288,0.447,0.11,0.28,0.457,0.222,,,,0.198,0.314,0.345,0.5,0.5,0.091,,,,109.0,99.0,107.0,0.274,-0.59,86.0,0.276,0.559,0.263,146.0,100.0,118.0,0.191,-0.46,83.7
2023-05-30,6:40 PM.,NYY,SEA,home,Clear.,60,641482,LF,2,0,0,0,0,0,0,0,1,1,0,0.163,0.237,0.337,0.574,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,,,,102.0,106.0,106.0,138.0,99.0,111.0,110.0,102.0,102.0,,,,0.005,0.521,0.288,,,0.028,0.68,0.39,,4.05,,-6.99,91.6,86.6,,83.4,89.3,,,,,0.26,0.545,0.206,,,,,,,0.5,0.6,0.294,0.213,0.352,0.249,92.0,103.0,103.0,0.158,-1.47,76.9,0.2,0.2,0.429,,,,,,
2023-05-24,6:40 PM.,OAK,SEA,home,Clear.,67,643493,LF,3,1,2,0,0,0,0,0,0,0,1,0.167,0.234,0.345,0.579,643493,austinpruitt,Pruitt,Right,Austin Pruitt,OAK,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,,,,,,,0.14,0.26,,,0.16,0.06,-1.17,,,3.55,2.21,1.29,91.8,,,87.1,91.3,81.2,0.216,0.297,0.135,,,,,,,0.143,0.314,0.22,0.308,0.385,0.2,0.344,0.469,0.182,149.0,103.0,114.0,0.38,0.34,87.6,0.238,0.365,0.245,,,,,,
2023-05-22,6:40 PM.,OAK,SEA,home,Cloudy.,61,666205,LF,2,2,0,0,0,0,0,0,2,0,0,0.148,0.22,0.333,0.553,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,,,,,,,,,,,0.517,,,0.149,0.081,-2.52,,,,-2.07,-3.21,93.5,,,87.9,,81.2,,,,,,,,,,0.268,0.415,0.284,0.333,0.5,0.387,0.395,0.663,0.161,90.0,98.0,99.0,0.253,-0.45,87.1,0.293,0.475,0.242,,,,,,
2023-05-21,1:36 PM.,ATL,SEA,away,Cloudy.,77,694363,LF,3,0,0,0,0,0,0,0,0,1,1,0.152,0.207,0.342,0.549,694363,jaredshuster,Shuster,Left,Jared Shuster,ATL,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.277,0.382,0.133,0.272,0.417,61.0,88.0,85.0,,,,59.0,99.0,83.0,,,,,,,,,,,0.441,,,,0.23,-0.83,,,,,-2.01,91.4,,,82.2,,,,,,,,,,,,,,,0.26,0.5,0.3329999999999999,0.311,0.489,0.099,75.0,98.0,95.0,0.329,1.11,84.9,0.197,0.311,0.286,,,,,,
2023-05-16,7:11 PM.,BOS,SEA,away,Clear.,77,601713,DH,2,0,0,0,0,0,0,0,0,1,1,0.158,0.214,0.355,0.569,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.438,0.124,0.354,0.421,,,,117.0,102.0,106.0,125.0,101.0,109.0,,,,78.0,104.0,98.0,49.0,109.0,69.0,,0.506,0.078,0.005,0.247,,0.57,0.67,-13.1,,-0.09,,94.6,88.4,84.8,,,79.4,,,,0.267,0.467,0.379,0.25,1.0,0.1669999999999999,0.215,0.4,0.313,,,,0.214,0.44,0.247,124.0,107.0,112.0,0.165,1.59,85.8,0.114,0.182,0.4379999999999999,,,,,,
2023-05-15,7:12 PM.,BOS,SEA,away,Clear.,72,656557,DH,2,0,2,0,0,0,2,0,0,0,0,0.162,0.22,0.365,0.585,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.108,0.114,,,-2.8,0.73,-1.52,-0.38,,,93.9,91.3,87.6,,93.4,,0.306,0.507,0.187,0.229,0.354,0.216,0.31,0.452,0.4039999999999999,,,,,,,0.325,0.55,0.157,113.0,99.0,107.0,0.383,0.98,83.9,0.178,0.301,0.387,,,,,,
2023-05-14,1:42 PM.,DET,SEA,away,Partly Cloudy.,66,666214,DH,3,0,1,0,0,0,0,0,0,0,4,0.139,0.2,0.347,0.547,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,91.0,97.0,93.0,,,,,0.416,0.251,,0.158,0.175,-2.53,-0.57,,,-0.86,-0.22,93.4,86.0,,85.0,,77.5,,,,0.271,0.5,0.291,,,,0.247,0.356,0.285,0.189,0.392,0.318,0.374,0.682,0.19,,,,,,,,,,,,,,,
2023-05-13,1:11 PM.,DET,SEA,away,Cloudy.,73,656412,LF,1,0,0,0,0,0,0,0,0,0,1,0.13,0.195,0.348,0.543,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,4.45,3.82,64.2,104.0,92.0,101.0,0.781,8.07,2.78,6.68,1.67,0.79,0.235,0.459,0.18,0.339,0.436,84.0,101.0,97.0,,,,87.0,104.0,96.0,,,,,,,,,,,0.485,,,,0.133,0.89,,,,,-0.75,92.9,,,85.9,,,,,,,,,,,,,,,0.222,0.417,0.1689999999999999,0.2,0.438,0.124,103.0,105.0,108.0,0.381,0.65,82.3,0.192,0.364,0.413,,,,,,
2023-05-12,6:40 PM.,DET,SEA,away,Overcast.,75,571510,DH,3,1,0,0,0,0,0,0,1,0,1,0.132,0.197,0.353,0.55,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,76.0,100.0,90.0,,,,,,,0.07,0.386,,,0.074,0.186,-0.64,,,2.52,-2.52,0.56,91.4,,,80.2,90.8,73.8,0.207,0.207,0.244,,,,,,,0.4,1.0,0.182,0.245,0.367,0.389,0.281,0.509,0.295,95.0,95.0,96.0,0.284,0.57,79.6,0.203,0.338,0.305,,,,,,
2023-05-10,12:40 PM.,TEX,SEA,home,Sunny.,56,641540,DH,4,0,0,0,0,0,0,0,0,2,2,0.138,0.194,0.369,0.563,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,90.0,100.0,95.0,,,,0.331,0.032,0.2,,0.016,0.156,-3.75,0.82,,1.37,-3.56,-0.87,90.5,88.9,,85.7,91.0,78.1,0.246,0.354,0.08,0.258,0.393,0.231,,,,0.25,0.25,0.5,0.301,0.478,0.258,0.294,0.765,0.235,101.0,106.0,106.0,0.234,0.14,82.1,0.212,0.364,0.345,,,,0.032,-0.43,77.5
2023-05-09,6:39 PM.,TEX,SEA,home,Clear.,61,571760,DH,2,1,0,0,0,0,1,0,1,0,0,0.148,0.206,0.393,0.599,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,,,,,,,,0.579,,,0.0,0.169,0.1,,,,-3.87,-0.11,92.5,,,84.0,,74.4,,,,,,,,,,,,,0.274,0.452,0.24,0.236,0.431,0.256,94.0,104.0,108.0,0.252,-1.35,82.0,0.259,0.443,0.296,,,,,,
