date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FO%,wFO/C,vFO,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023-07-16,1:36 PM.,BAL,MIA,away,Cloudy.,81,680694,3B,4,1,1,1,0,0,2,0,0,1,1,0.221,0.284,0.279,0.563,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,,,,0.224,,0.313,0.173,0.083,-1.0,,1.77,3.99,-0.36,94.5,,90.8,88.1,84.8,0.366,0.602,0.15,0.168,0.272,0.364,0.259,0.37,0.114,0.142,0.165,0.356,,,,88.0,104.0,98.0,0.207,1.53,95.0,0.23,0.367,0.15,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-15,7:05 PM.,BAL,MIA,away,Cloudy.,90,502043,3B,4,1,3,0,1,0,1,0,0,0,1,0.221,0.285,0.275,0.56,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,90.0,95.0,92.0,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,2.01,0.01,-0.29,92.1,89.8,85.5,81.6,79.5,0.287,0.55,0.156,0.147,0.228,0.471,0.288,0.453,0.291,0.279,0.419,0.4039999999999999,0.345,0.552,0.154,93.0,101.0,97.0,0.261,-0.08,91.9,0.289,0.459,0.11,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,8:11 PM.,BAL,MIA,away,Partly Cloudy.,81,665152,3B,4,0,0,0,0,0,0,0,0,1,0,0.213,0.278,0.26,0.538,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,116.0,98.0,105.0,104.0,106.0,102.0,0.371,0.239,0.033,0.089,0.123,0.43,0.02,-1.43,-2.29,-1.4,94.6,88.8,85.3,82.8,78.1,0.252,0.409,0.262,0.25,0.417,0.244,0.26,0.377,0.27,0.347,0.592,0.24,0.222,0.416,0.2769999999999999,84.0,106.0,99.0,0.145,1.81,91.9,0.269,0.38,0.081,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-09,1:42 PM.,PHI,MIA,home,Roof Closed.,72,605400,3B,4,0,2,0,0,0,1,0,0,0,0,0.216,0.282,0.264,0.546,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,111.0,110.0,105.0,0.295,0.075,,,0.126,-0.03,0.4,,,0.14,92.7,86.3,85.9,,,0.246,0.503,0.217,,,,0.22,0.319,0.319,0.221,0.398,0.3329999999999999,0.246,0.508,0.301,100.0,107.0,101.0,0.188,0.46,91.8,0.279,0.416,0.106,,,,,,,,,,,,,118.0,105.0,113.0,0.316,0.47,79.4,,,,,,
2023-07-08,4:14 PM.,PHI,MIA,home,Roof Closed.,72,624133,3B,4,0,2,0,0,0,0,0,0,1,4,0.211,0.279,0.26,0.539,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,91.0,113.0,108.0,97.0,97.0,94.0,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,4.65,1.95,-1.45,93.4,87.5,82.9,84.1,75.8,0.304,0.478,0.2189999999999999,0.2,0.2,0.0,0.267,0.444,0.311,0.143,0.226,0.377,0.34,0.585,0.179,96.0,104.0,102.0,0.28,0.52,92.8,0.289,0.409,0.1,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-07,6:42 PM.,PHI,MIA,home,Dome.,72,554430,3B,4,1,2,0,0,0,0,0,0,1,1,0.207,0.275,0.256,0.531,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,96.0,102.0,102.0,0.435,0.144,0.123,0.115,0.004,1.69,-0.63,0.36,-1.61,-6.22,95.8,90.9,90.8,84.4,81.4,0.199,0.333,0.314,0.198,0.36,0.392,,,,0.264,0.473,0.33,0.27,0.426,0.228,105.0,105.0,107.0,0.18,1.62,95.2,0.252,0.308,0.192,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,6:41 PM.,STL,MIA,home,Roof Closed.,72,656427,3B,4,0,1,0,0,0,0,0,0,1,1,0.202,0.272,0.252,0.524,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,92.0,98.0,101.0,0.417,0.091,0.246,,0.033,-0.44,-1.05,-1.15,,0.86,93.1,88.7,85.3,84.2,,0.29,0.411,0.208,0.339,0.558,0.265,0.154,0.154,0.083,0.204,0.372,0.402,0.318,0.545,0.264,75.0,82.0,71.0,0.02,-2.28,90.1,0.333,0.333,0.1,,,,,,,,,,,,,93.0,102.0,108.0,0.194,0.23,76.2,,,,,,
2023-07-05,6:40 PM.,STL,MIA,home,Roof Closed.,72,669461,3B,3,0,0,0,0,0,1,0,1,1,2,0.201,0.272,0.252,0.524,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,5.25,5.96,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.372,0.426,72.0,100.0,96.0,101.0,87.0,97.0,72.0,98.0,90.0,117.0,88.0,99.0,,,,0.382,,0.127,0.224,0.081,-0.74,,-2.12,-1.62,-0.64,94.2,,87.3,86.6,76.6,0.308,0.49,0.161,0.333,0.533,0.286,0.278,0.389,0.125,0.222,0.472,0.3379999999999999,,,,91.0,92.0,91.0,0.185,1.76,94.3,0.208,0.302,0.098,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,1:11 PM.,STL,MIA,home,Roof Closed.,72,425794,3B,3,1,2,0,0,0,0,1,2,0,3,0.203,0.273,0.255,0.528,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,107.0,99.0,95.0,0.099,0.226,0.003,0.306,0.05,-1.48,-0.27,-13.9,-1.5,-3.6,85.7,82.9,81.4,75.6,71.5,0.326,0.512,0.1169999999999999,,,,0.389,0.611,0.1,0.291,0.475,0.153,0.344,0.473,0.152,87.0,99.0,89.0,0.314,-3.36,86.9,0.394,0.746,0.093,,,,,,,,,,,,,,,,0.002,6.39,65.7,,,,,,
2023-07-03,6:40 PM.,STL,MIA,home,Roof Closed.,72,571945,3B,2,1,0,0,0,0,0,0,1,0,1,0.197,0.262,0.25,0.512,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,0.198,0.054,-0.19,,0.62,-0.92,2.68,93.3,,84.4,86.4,75.9,0.29,0.495,0.1889999999999999,0.245,0.375,0.2239999999999999,0.182,0.382,0.085,0.261,0.387,0.198,,,,86.0,108.0,99.0,0.243,-1.61,92.7,0.34,0.54,0.085,,,,,,,,,,,,,,,,0.002,-0.89,68.1,,,,,,
2023-07-02,1:38 PM.,ATL,MIA,away,Partly Cloudy.,89,675911,3B,4,0,1,0,0,0,0,0,0,1,0,0.199,0.261,0.252,0.513,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,104.0,103.0,107.0,,,,0.589,,0.338,,0.073,0.4,,1.67,,0.97,97.2,,87.0,85.6,,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01,4:11 PM.,ATL,MIA,away,Sunny.,95,450203,3B,4,0,1,0,0,0,0,0,0,0,3,0.198,0.261,0.252,0.513,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,89.0,92.0,87.0,0.317,0.08,,0.432,0.103,-1.26,0.25,,1.79,0.86,94.9,89.1,86.0,,82.3,0.292,0.482,0.225,,,,0.25,0.339,0.336,0.177,0.258,0.42,0.296,0.407,0.3,81.0,89.0,83.0,0.068,-4.03,94.2,0.474,0.711,0.071,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-29,6:13 PM.,BOS,MIA,away,Partly Cloudy.,77,678394,3B,4,1,1,0,0,0,0,0,0,1,1,0.197,0.262,0.252,0.514,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,,,,83.0,102.0,93.0,103.0,94.0,103.0,88.0,100.0,88.0,0.207,0.015,0.175,,0.239,-1.91,-6.73,-1.86,,1.38,95.5,89.1,86.2,85.3,,0.31,0.646,0.1989999999999999,0.3,0.456,0.259,0.196,0.291,0.387,,,,0.462,1.077,0.208,93.0,101.0,98.0,0.364,0.52,95.0,0.278,0.435,0.16,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-28,7:12 PM.,BOS,MIA,away,Cloudy.,77,672391,3B,4,0,1,0,0,0,2,0,0,1,0,0.196,0.262,0.252,0.514,672391,kalebort,Ort,Right,Kaleb Ort,BOS,6.26,4.64,23.0,95.0,125.0,103.0,0.832,9.39,3.52,10.57,2.35,0.54,0.219,0.288,0.137,0.301,0.43,79.0,114.0,97.0,,,,128.0,96.0,105.0,121.0,90.0,101.0,106.0,95.0,96.0,0.715,0.034,0.233,,0.018,0.1,6.13,-7.25,,-4.1,95.8,91.4,90.7,84.0,,0.25,0.483,0.17,0.423,0.808,0.325,0.333,0.333,0.25,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-27,7:12 PM.,BOS,MIA,away,Cloudy.,76,676477,3B,5,1,2,0,0,1,1,0,0,1,3,0.195,0.262,0.252,0.514,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,,,,67.0,84.0,84.0,73.0,96.0,97.0,,,,0.004,,0.23,,0.241,-2.31,,0.44,,-2.21,94.6,,82.7,79.6,,,,,0.167,0.333,0.472,0.312,0.559,0.32,,,,,,,93.0,106.0,106.0,0.525,-0.46,94.0,0.326,0.538,0.184,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-14,6:41 PM.,SEA,MIA,away,Cloudy.,63,622491,3B,3,1,1,0,0,0,0,0,1,0,0,0.19,0.259,0.234,0.493,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,117.0,100.0,108.0,,,,0.444,,0.221,,0.156,1.31,,-0.12,,-1.6,96.3,,88.3,85.7,,0.165,0.384,0.33,0.234,0.455,0.3779999999999999,0.28,0.42,0.325,,,,,,,82.0,103.0,95.0,0.179,0.6,95.9,0.239,0.337,0.136,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,6:41 PM.,SEA,MIA,away,Cloudy.,64,669923,3B,4,0,0,0,0,0,0,0,0,1,2,0.188,0.255,0.233,0.488,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,,,,0.394,,0.197,,0.018,1.34,,1.03,,-5.31,96.1,,86.6,86.3,,0.234,0.392,0.28,0.264,0.377,0.22,0.5,0.9,0.125,0.265,0.458,0.159,,,,106.0,110.0,109.0,0.216,0.43,95.8,0.261,0.383,0.131,95.0,103.0,110.0,0.061,1.07,84.9,0.143,0.286,0.357,,,,,,,0.115,0.35,81.8,,,,75.1,0.001,0.26
2023-06-12,6:40 PM.,SEA,MIA,away,Clear.,76,682243,3B,3,0,0,0,0,0,0,0,0,0,2,0.192,0.259,0.237,0.496,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,0.585,,0.274,0.009,0.056,0.3,,0.14,-8.41,0.66,95.1,,85.0,85.0,78.2,0.256,0.45,0.271,0.3,0.475,0.174,0.167,0.433,0.179,0.667,1.333,0.125,,,,104.0,101.0,99.0,0.076,1.22,95.1,0.26,0.36,0.096,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-11,1:11 PM.,CWS,MIA,away,Overcast.,55,608337,3B,4,1,1,0,0,1,1,0,0,0,1,0.195,0.263,0.241,0.504,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,,,,0.419,,0.282,0.015,0.283,-0.85,,-0.25,-3.72,-0.2,93.1,,80.9,84.0,77.9,0.262,0.546,0.2,0.236,0.438,0.345,0.209,0.442,0.352,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-10,1:10 PM.,CWS,MIA,away,Partly Cloudy.,83,656629,3B,5,0,2,1,0,0,2,0,0,0,1,0.194,0.263,0.225,0.488,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,,,,0.614,,0.272,0.04,0.074,-0.71,,-1.5,-0.94,0.15,95.2,,88.7,84.8,80.6,0.244,0.462,0.264,0.258,0.516,0.2739999999999999,0.133,0.3,0.3389999999999999,0.158,0.474,0.1939999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-09,7:10 PM.,CWS,MIA,away,Clear.,71,656302,3B,2,0,0,0,0,0,0,0,1,1,0,0.188,0.26,0.215,0.475,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,,,,0.432,,0.386,,0.03,-0.15,,0.4,,1.0,95.6,,74.6,86.3,,0.273,0.436,0.205,0.216,0.339,0.433,0.111,0.111,0.5379999999999999,0.298,0.538,0.249,,,,,,,,,,,,,,,,,,,,,,,,,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,
2023-06-07,6:12 PM.,KC,MIA,home,Roof Closed.,72,543475,3B,3,0,0,0,0,0,0,0,0,0,1,0.19,0.259,0.217,0.476,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,99.0,107.0,110.0,96.0,99.0,98.0,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-1.31,-1.6,-1.66,91.2,86.8,85.5,80.2,79.4,0.227,0.444,0.154,0.28,0.543,0.249,0.26,0.481,0.257,0.238,0.476,0.2189999999999999,0.314,0.725,0.19,76.0,103.0,88.0,0.131,-0.01,90.5,0.248,0.457,0.158,,,,,,,,,,,,,,,,,,,,,,,,
