date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2023-04-11,7:06 PM.,KC,TEX,home,Partly Cloudy.,73,543475,CF,4,0,0,0,0,0,0,0,0,0,2,0.364,0.462,0.545,1.007,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,0.131,0.306,0.247,0.109,1.11,-0.01,-1.31,-1.66,91.2,85.5,90.5,80.2,0.248,0.457,0.158,0.28,0.543,0.249,0.26,0.481,0.257,95.0,97.0,99.0,96.0,99.0,98.0,0.076,0.131,-0.94,-1.6,86.8,79.4,0.227,0.444,0.154,0.314,0.725,0.19,0.238,0.476,0.2189999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,7:07 PM.,KC,TEX,home,Partly Cloudy.,73,425844,CF,3,2,2,1,0,0,2,1,1,0,0,0.571,0.667,0.857,1.524,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,0.157,0.265,0.2,0.166,0.25,-0.92,1.12,0.06,89.5,86.5,89.8,79.2,0.333,0.609,0.081,0.214,0.282,0.231,0.241,0.37,0.207,96.0,97.0,104.0,100.0,113.0,103.0,0.07,0.141,-0.94,-2.99,85.2,72.5,0.276,0.472,0.159,0.32,0.5,0.186,0.386,0.729,0.155,,,,,,,0.0,-3.64,57.9,,,,,,,,,,,,,,,
2023-04-09,1:19 PM.,CHC,TEX,away,Partly Cloudy.,63,592791,RF,3,2,1,1,0,0,1,1,1,1,1,0.5,0.6,0.75,1.35,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,0.102,0.342,0.154,0.031,-0.69,0.9,0.75,-0.22,93.7,86.5,93.9,80.9,0.296,0.394,0.133,0.233,0.333,0.2739999999999999,0.28,0.44,0.106,109.0,111.0,113.0,101.0,102.0,99.0,0.222,0.149,-0.32,-0.12,88.6,80.5,0.261,0.553,0.204,0.311,0.521,0.2739999999999999,0.198,0.349,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,1:07 PM.,BAL,TEX,home,Roof Closed.,74,680570,CF,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,,0.496,0.148,0.224,-0.83,,1.92,1.7,97.4,83.9,,82.4,,,,0.153,0.169,0.34,0.201,0.318,0.283,146.0,97.0,101.0,76.0,90.0,86.0,0.052,0.081,-1.59,-0.49,90.0,79.9,0.342,0.535,0.241,0.333,0.889,0.143,0.176,0.353,0.281,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02,6:08 PM.,PHI,TEX,home,Roof Closed.,72,663559,CF,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,2.0,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.072,0.444,0.189,0.046,-0.08,-1.63,-1.91,-0.8,90.7,84.6,90.7,84.5,0.333,0.571,0.133,0.288,0.746,0.1989999999999999,0.273,0.364,0.3329999999999999,87.0,108.0,105.0,,,,,0.225,,-0.85,,76.5,0.305,0.435,0.156,,,,0.267,0.493,0.209,0.024,3.65,85.0,0.0,0.0,0.3329999999999999,,,,,,,,,,,,,,,,,,
2023-04-01,3:07 PM.,PHI,TEX,home,Sunny.,71,554430,CF,1,0,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,2.0,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,0.18,0.435,0.123,0.004,1.69,1.62,0.36,-6.22,95.8,90.8,95.2,84.4,0.252,0.308,0.192,0.198,0.36,0.392,,,,116.0,105.0,114.0,96.0,102.0,102.0,0.144,0.115,-0.63,-1.61,90.9,81.4,0.199,0.333,0.314,0.27,0.426,0.228,0.264,0.473,0.33,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,1:08 PM.,KC,TEX,home,Roof Closed.,74,663903,CF,2,1,2,0,0,0,1,0,0,0,0,0.209,0.261,0.209,0.47,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,87.7,92.1,84.0,0.339,0.555,0.113,0.0,0.0,0.6,0.265,0.353,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,12:09 PM.,LAA,TEX,away,Sunny.,75,686799,RF,2,1,0,0,0,0,0,0,1,0,0,0.2,0.266,0.242,0.508,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,0.724,0.062,,0.03,-1.87,0.89,,-3.35,96.3,88.3,95.8,,0.286,0.411,0.121,,,,0.333,0.444,0.067,111.0,95.0,106.0,,,,,0.184,,-1.06,,85.0,0.167,0.5,0.364,,,,0.235,0.412,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,6:41 PM.,LAA,TEX,away,Clear.,71,656288,RF,0,0,0,0,0,0,0,0,0,0,0,0.202,0.261,0.245,0.506,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,73.0,94.0,86.0,76.0,89.0,78.0,107.0,100.0,110.0,0.01,0.376,0.24,0.267,-0.85,-6.83,-0.91,0.48,93.4,88.6,93.0,87.7,0.429,0.857,0.0,0.284,0.444,0.331,0.259,0.387,0.288,75.0,96.0,96.0,,,,,0.107,,-0.86,,80.6,0.251,0.529,0.147,,,,0.271,0.438,0.241,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,6:40 PM.,LAA,TEX,away,Partly Cloudy.,69,672282,CF,1,0,0,0,0,0,0,0,0,1,0,0.202,0.261,0.245,0.506,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,86.0,96.0,92.0,,,,117.0,106.0,114.0,,0.468,0.244,0.142,-0.56,,-0.44,-1.18,93.8,84.7,,86.2,,,,0.22,0.39,0.368,0.351,0.544,0.319,89.0,100.0,103.0,,,,,0.146,,-3.5,,75.0,0.278,0.508,0.253,,,,0.37,0.804,0.216,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-26,12:37 PM.,OAK,TEX,away,Sunny.,67,669372,RF,4,0,0,0,0,0,0,0,0,0,1,0.203,0.262,0.246,0.508,669372,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.59,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,72.0,76.0,78.0,100.0,102.0,99.0,107.0,102.0,103.0,0.511,0.035,0.309,0.146,1.23,-0.98,2.3,-0.36,92.2,87.0,92.9,85.3,0.319,0.472,0.205,0.158,0.237,0.355,0.389,0.556,0.375,,,,,,,,,,,,,0.0,0.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,6:40 PM.,OAK,TEX,away,Partly Cloudy.,69,687765,PH,1,0,0,0,0,0,0,0,0,1,0,0.208,0.268,0.251,0.519,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,0.146,,0.326,0.011,,-1.41,0.01,-7.88,,88.4,91.9,84.3,0.338,0.403,0.16,0.278,0.493,0.276,0.571,0.857,0.0,118.0,117.0,117.0,99.0,100.0,96.0,0.396,0.121,-0.41,-0.82,90.7,80.4,,,,0.278,0.472,0.176,0.196,0.351,0.31,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-22,1:37 PM.,SEA,TEX,home,Roof Closed.,74,693433,DH,4,0,0,0,0,0,0,0,0,1,1,0.209,0.269,0.253,0.522,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,2.89,2.72,121.1,107.0,104.0,107.0,0.785,7.49,0.96,7.12,1.04,0.96,0.285,0.344,0.144,0.256,0.499,91.0,104.0,100.0,97.0,109.0,107.0,116.0,109.0,109.0,113.0,101.0,107.0,0.23,0.489,0.187,0.094,1.44,1.85,1.23,0.0,94.8,89.6,94.7,84.2,0.234,0.315,0.097,0.265,0.529,0.241,0.186,0.373,0.207,,,,,,,,,,,,,0.218,0.355,0.273,,,,,,,,,,,,,,,,,,,,,,,,,0.1,0.1,0.417,,,
2024-09-21,6:07 PM.,SEA,TEX,home,Roof Closed.,74,676106,RF,3,1,2,2,0,0,1,0,1,0,0,0.213,0.275,0.258,0.533,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.94,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.323,0.538,0.149,0.3,0.6,0.317,0.185,0.323,0.239,,,,,,,,,,,,,0.253,0.443,0.226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-15,1:12 PM.,SEA,TEX,away,Cloudy.,58,669923,RF,3,0,0,0,0,0,0,0,0,1,0,0.206,0.265,0.24,0.505,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,0.46,1.5,1.28,,96.0,,96.0,87.2,0.263,0.354,0.105,0.226,0.316,0.271,,,,,,,97.0,99.0,93.0,0.004,,0.79,,92.3,,0.221,0.458,0.291,,,,0.333,0.439,0.286,0.102,-2.05,86.0,0.253,0.413,0.295,0.082,-1.95,83.4,114.0,110.0,113.0,109.0,100.0,108.0,,,,,,,73.9,0.0,-3.5
2024-09-12,6:42 PM.,SEA,TEX,away,Partly Cloudy.,69,682243,RF,4,0,1,0,0,0,0,0,0,1,0,0.209,0.269,0.244,0.513,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,0.171,0.423,0.168,,1.53,1.55,-0.21,,95.2,,94.7,84.5,0.248,0.358,0.092,0.243,0.568,0.261,,,,,,,93.0,80.0,85.0,0.023,,0.14,,92.1,,0.184,0.348,0.266,0.25,0.333,0.207,0.231,0.308,0.378,0.171,1.51,84.4,0.148,0.225,0.29,0.044,-0.4,85.0,92.0,104.0,111.0,95.0,107.0,111.0,,,,0.24,0.4,0.188,,,
2024-09-11,12:41 PM.,AZ,TEX,away,Roof Closed.,78,518876,CF,0,0,0,0,0,0,0,0,0,0,0,0.208,0.269,0.244,0.513,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.94,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,0.147,0.197,0.118,0.21,-0.76,-3.28,-0.18,4.47,91.9,88.4,92.3,85.6,0.378,0.644,0.086,0.273,0.455,0.394,0.099,0.099,0.315,116.0,108.0,107.0,95.0,103.0,98.0,0.252,0.077,0.01,-1.78,90.3,82.2,0.26,0.54,0.204,0.276,0.5,0.109,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-08,1:37 PM.,LAA,TEX,home,Sunny.,81,702674,CF,4,0,2,0,0,0,1,0,0,0,2,0.208,0.269,0.244,0.513,702674,cadendana,Dana,Right,Caden Dana,LAA,9.58,7.27,10.1,89.0,90.0,86.0,0.753,6.97,6.1,12.19,4.35,1.54,0.222,0.556,0.056,0.528,0.422,106.0,95.0,97.0,83.0,91.0,84.0,,,,99.0,87.0,89.0,,0.524,0.267,0.092,-7.53,,2.73,0.38,93.7,85.0,,85.4,,,,0.077,0.308,0.375,,,,99.0,68.0,81.0,76.0,95.0,79.0,0.044,0.073,0.23,-4.76,86.3,74.9,0.462,1.038,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-07,6:08 PM.,LAA,TEX,home,Clear.,85,542881,CF,0,0,0,0,0,0,0,0,0,0,0,0.201,0.264,0.238,0.502,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,0.033,0.396,0.013,0.371,-0.73,-3.87,-0.06,1.32,89.4,78.9,88.1,81.3,0.261,0.696,0.152,0.0,0.0,0.357,0.185,0.259,0.396,,,,99.0,100.0,96.0,0.185,0.001,-0.41,-3.14,84.3,71.6,0.272,0.494,0.183,0.264,0.455,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,7:07 PM.,LAA,TEX,home,Roof Closed.,74,691951,CF,1,0,0,0,0,0,0,0,0,1,0,0.201,0.264,0.238,0.502,691951,samuelaldegheri,Aldegheri,Left,Sam Aldegheri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.273,0.455,0.385,0.222,0.222,0.214,,,,,,,,,,,,,0.313,0.531,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-05,7:08 PM.,LAA,TEX,home,Roof Closed.,74,686799,LF,0,0,0,0,0,0,0,0,0,0,0,0.202,0.266,0.239,0.505,686799,jackkochanowicz,Kochanowicz,Right,Jack Kochanowicz,LAA,3.99,4.97,65.1,101.0,100.0,102.0,0.867,3.44,1.38,9.37,0.96,2.33,0.202,0.39,0.152,0.35,0.513,74.0,103.0,98.0,87.0,95.0,90.0,99.0,103.0,102.0,,,,0.724,0.062,,0.03,-1.87,0.89,,-3.35,96.3,88.3,95.8,,0.286,0.411,0.121,,,,0.333,0.444,0.067,111.0,95.0,106.0,,,,,0.184,,-1.06,,85.0,0.167,0.5,0.364,,,,0.235,0.412,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-04,7:09 PM.,NYY,TEX,home,Roof Closed.,74,573186,RF,4,1,1,0,0,0,0,1,0,2,2,0.202,0.266,0.239,0.505,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,0.351,0.032,0.16,,-4.01,-0.03,-2.37,,89.9,,90.0,85.3,0.306,0.466,0.12,0.258,0.386,0.272,,,,94.0,89.0,94.0,106.0,101.0,99.0,0.182,0.165,-0.26,-0.03,88.1,81.3,0.455,0.636,0.259,0.296,0.519,0.187,0.0,0.0,0.265,0.111,-0.31,83.3,0.235,0.309,0.241,,,,,,,82.0,99.0,93.0,0.309,0.515,0.313,,,,,,
2024-09-03,7:07 PM.,NYY,TEX,home,Roof Closed.,74,607074,PH,1,0,0,0,0,0,0,0,0,0,0,0.201,0.266,0.239,0.505,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.129,0.05,,-0.4,1.44,95.4,85.5,,86.8,,,,0.199,0.361,0.393,0.188,0.247,0.495,103.0,86.0,93.0,100.0,83.0,82.0,0.035,0.083,-3.11,-1.32,91.8,81.0,0.262,0.514,0.214,0.353,0.647,0.255,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,1:36 PM.,OAK,TEX,home,Roof Closed.,74,687765,PR,0,1,0,0,0,0,0,1,0,0,0,0.203,0.267,0.241,0.508,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,0.146,,0.326,0.011,,-1.41,0.01,-7.88,,88.4,91.9,84.3,0.338,0.403,0.16,0.278,0.493,0.276,0.571,0.857,0.0,118.0,117.0,117.0,99.0,100.0,96.0,0.396,0.121,-0.41,-0.82,90.7,80.4,,,,0.278,0.472,0.176,0.196,0.351,0.31,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-31,6:08 PM.,OAK,TEX,home,Roof Closed.,74,683155,LF,3,0,1,0,0,0,0,1,1,1,0,0.203,0.267,0.241,0.508,683155,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.43,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.302,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.263,0.579,0.147,0.261,0.435,0.223,0.357,0.738,0.204,,,,111.0,89.0,91.0,0.007,,-13.81,,86.4,,0.257,0.469,0.175,,,,,,,,,,,,,,,,,,,,,,,,,0.217,0.367,0.216,,,
2024-08-30,7:07 PM.,OAK,TEX,home,Roof Closed.,74,676664,DH,1,1,1,0,0,0,0,0,0,0,0,0.2,0.262,0.239,0.501,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,0.192,-0.8,1.37,-0.1,-0.21,91.9,84.0,90.0,78.9,0.276,0.395,0.104,0.23,0.525,0.259,0.297,0.428,0.188,,,,,,,,,,,,,0.23,0.476,0.256,,,,,,,,,,,,,,,,,,,,,,,,,0.239,0.381,0.213,,,
2024-08-29,1:09 PM.,CWS,TEX,away,Sunny.,81,680897,RF,0,0,0,0,0,0,0,0,0,0,0,0.195,0.257,0.234,0.491,680897,nicknastrini,Nastrini,Right,Nick Nastrini,CHW,7.07,6.45,35.2,84.0,100.0,86.0,0.736,6.56,9.08,8.07,1.77,0.58,0.216,0.477,0.234,0.297,0.361,86.0,75.0,75.0,101.0,78.0,78.0,,,,105.0,94.0,99.0,,0.454,0.362,0.098,-1.37,,0.09,-4.58,93.7,85.8,,84.5,,,,0.222,0.444,0.346,0.4,0.6,0.32,90.0,81.0,88.0,,,,,0.086,,-1.7,,79.2,0.189,0.415,0.204,,,,0.364,0.455,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,7:22 PM.,CWS,TEX,away,Partly Cloudy.,78,641582,LF,0,0,0,0,0,0,0,0,0,0,0,0.195,0.257,0.234,0.491,641582,mattfoster,Foster,Right,Matt Foster,CHW,2.7,7.69,6.2,96.0,93.0,95.0,0.857,5.4,6.75,6.75,1.35,0.5,0.286,0.238,0.048,0.476,0.389,112.0,108.0,123.0,77.0,85.0,79.0,,,,103.0,106.0,104.0,,0.444,0.315,0.157,1.69,,-1.01,0.42,91.9,82.1,,83.7,,,,0.125,0.5,0.133,0.2,0.4,0.1,99.0,95.0,85.0,,,,,0.083,,-6.31,,78.7,0.2,0.2,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,7:10 PM.,CWS,TEX,away,Cloudy.,77,676979,LF,1,0,0,0,0,0,0,0,0,1,0,0.195,0.257,0.234,0.491,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,0.021,0.537,0.098,0.059,1.66,4.04,-2.29,-0.36,97.2,91.0,97.9,84.3,0.154,0.154,0.321,,,,0.184,0.289,0.339,,,,94.0,105.0,103.0,0.284,,-0.14,,91.6,,0.198,0.295,0.314,0.268,0.458,0.334,,,,,,,,,,,,,,,,,,,,,,0.228,0.561,0.422,,,
2024-08-24,7:10 PM.,CLE,TEX,away,Partly Cloudy.,77,594902,RF,1,0,0,0,0,0,0,0,0,0,1,0.196,0.259,0.235,0.494,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.091,-0.21,0.56,-0.01,-0.79,89.9,83.9,90.4,79.4,0.227,0.392,0.133,0.238,0.476,0.419,0.279,0.382,0.185,43.0,106.0,93.0,,,,,0.088,,-0.11,,76.9,0.268,0.504,0.166,,,,0.206,0.365,0.18,,,,,,,,,,,,,,,,,,,0.231,0.413,0.241,,,
2024-08-23,7:11 PM.,CLE,TEX,away,Partly Cloudy.,76,676440,LF,0,0,0,0,0,0,0,0,0,0,0,0.197,0.261,0.237,0.498,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,0.003,0.434,0.278,0.18,-0.69,-1.41,1.74,0.13,94.6,82.5,93.9,86.2,,,,0.196,0.411,0.299,0.238,0.431,0.291,119.0,109.0,112.0,,,,,0.105,,-0.9,,81.3,0.282,0.476,0.213,0.141,0.225,0.368,0.208,0.458,0.184,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,1:38 PM.,PIT,TEX,home,Roof Closed.,74,593334,CF,2,0,0,0,0,0,0,0,1,1,1,0.197,0.261,0.237,0.498,593334,domingogerman,Germán,Right,Domingo Germán,PIT,7.84,5.56,20.2,96.0,93.0,95.0,0.804,7.84,5.66,10.89,1.74,0.73,0.152,0.561,0.182,0.273,0.389,115.0,108.0,111.0,70.0,89.0,86.0,61.0,95.0,78.0,,,,0.043,0.399,,0.225,-3.04,7.54,,-0.94,90.7,84.4,90.7,,0.167,0.167,0.2,,,,0.333,0.389,0.24,107.0,97.0,100.0,,,,,0.332,,-0.83,,81.8,0.344,0.531,0.107,,,,0.25,0.5,0.258,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,1:38 PM.,MIN,TEX,home,Roof Closed.,74,641154,LF,0,0,0,0,0,0,0,0,0,0,0,0.2,0.259,0.24,0.499,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,0.219,0.201,1.65,-2.77,-0.84,-0.14,95.0,88.5,94.5,84.5,0.426,0.639,0.142,,,,0.281,0.359,0.249,92.0,103.0,108.0,,,,,0.1,,-1.28,,82.4,0.208,0.352,0.259,,,,0.23,0.446,0.341,,,,,,,,,,,,,,,,,,,0.239,0.436,0.331,,,
2024-08-15,7:07 PM.,MIN,TEX,home,Roof Closed.,74,641927,LF,3,0,1,0,0,0,0,1,1,1,0,0.2,0.259,0.24,0.499,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,,0.381,0.118,0.294,-0.01,,2.03,1.98,91.7,83.4,,80.3,,,,0.095,0.162,0.307,0.154,0.285,0.395,94.0,99.0,103.0,84.0,104.0,100.0,0.195,0.011,-0.86,4.57,86.2,76.0,0.258,0.506,0.222,0.279,0.504,0.229,0.0,0.0,0.375,,,,,,,,,,,,,,,,,,,,,,,,
