date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CU%,CH%,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFC,vCH,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2023-04-27,1:21 PM.,SD,CHC,home,Sunny.,60,607625,1B,4,1,1,0,0,1,1,0,0,2,0,0.231,0.286,0.369,0.655,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,122.0,100.0,105.0,97.0,102.0,97.0,114.0,96.0,108.0,,,,0.199,,0.111,0.313,0.059,,1.87,-0.6,0.26,-2.89,,86.3,93.2,85.2,79.6,,,,0.303,0.576,0.3429999999999999,0.287,0.384,0.265,0.25,0.417,0.286,0.208,0.36,0.089,87.0,108.0,103.0,0.318,0.36,93.4,0.246,0.464,0.214,,,,,,,,,,,,,,,,0.0,0.0,0.226
2023-04-26,6:39 PM.,SD,CHC,home,Clear.,43,608379,DH,3,0,1,0,0,0,0,0,0,1,0,0.23,0.288,0.328,0.616,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.124,,0.11,0.345,-2.13,-0.36,,1.04,1.06,86.9,81.6,91.9,,74.0,0.364,0.582,0.165,0.207,0.346,0.359,0.172,0.31,0.27,,,,0.25,0.45,0.111,73.0,104.0,94.0,0.288,1.23,92.0,0.188,0.323,0.1669999999999999,,,,,,,,,,,,,,,,,,
2023-04-25,6:39 PM.,SD,CHC,home,Clear.,41,605483,DH,4,0,0,0,0,0,0,0,0,2,2,0.224,0.286,0.328,0.614,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,106.0,102.0,110.0,,,,107.0,91.0,94.0,,,,,,0.131,0.198,0.184,,,0.68,2.55,2.65,,86.7,,88.4,81.0,,,,0.185,0.266,0.4679999999999999,0.079,0.14,0.563,0.123,0.26,0.536,,,,120.0,91.0,96.0,0.486,0.07,95.5,0.255,0.389,0.195,,,,,,,,,,,,,,,,,,
2023-04-23,1:21 PM.,LAD,CHC,home,Cloudy.,42,477132,1B,2,0,0,0,0,0,0,0,0,1,1,0.241,0.305,0.352,0.657,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,94.0,100.0,106.0,90.0,115.0,107.0,112.0,102.0,104.0,,,,0.002,,0.434,0.175,0.017,,14.84,2.06,0.13,-0.46,,84.6,90.9,86.5,73.4,,,,0.2,0.2,0.6,0.212,0.338,0.3379999999999999,0.167,0.338,0.362,0.0,0.0,0.0,96.0,97.0,96.0,0.369,0.23,90.7,0.281,0.451,0.0969999999999999,116.0,127.0,165.0,0.002,13.51,84.4,0.0,0.0,0.0,,,,,,,,,
2023-04-22,1:20 PM.,LAD,CHC,home,Overcast.,41,669160,1B,2,0,1,1,0,0,1,0,0,1,0,0.25,0.316,0.365,0.681,669160,dustinmay,May,Right,Dustin May,LAD,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.459,66.0,93.0,97.0,149.0,102.0,118.0,117.0,102.0,108.0,,,,113.0,111.0,107.0,0.335,0.148,,0.203,0.045,3.03,3.59,,0.6,2.6,93.0,90.9,96.6,,86.3,0.161,0.226,0.143,0.1,0.1,0.077,0.167,0.2,0.226,,,,0.161,0.25,0.125,117.0,103.0,106.0,0.269,0.48,97.3,0.22,0.341,0.178,,,,,,,,,,,,,,,,,,
2023-04-20,7:44 PM.,LAD,CHC,home,Cloudy.,70,675627,DH,1,1,0,0,0,0,0,0,1,0,0,0.24,0.309,0.34,0.649,675627,michaelgrove,Grove,Right,Michael Grove,LAD,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.164,0.343,0.44,123.0,129.0,150.0,,,,,,,106.0,106.0,111.0,94.0,103.0,105.0,0.042,0.075,0.382,,0.003,0.93,1.99,1.07,,-16.59,89.2,88.0,94.7,85.6,,0.261,0.565,0.264,,,,0.308,0.423,0.176,0.2,0.331,0.449,0.286,0.357,0.148,86.0,102.0,95.0,0.327,-3.57,94.8,0.442,0.779,0.083,,,,,,,,,,98.0,93.0,98.0,0.17,-0.36,78.3,,,
2023-04-19,12:37 PM.,OAK,CHC,away,Partly Cloudy.,56,695243,1B,5,3,2,0,0,1,1,0,0,0,2,0.245,0.302,0.347,0.649,695243,masonmiller,"Miller, M",Right,Mason Miller,OAK,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,83.0,80.0,77.0,,,,,,,113.0,97.0,104.0,117.0,95.0,100.0,,0.158,0.238,,0.049,-1.76,,1.87,,1.62,94.1,90.3,,85.8,,0.375,0.375,0.208,0.0,0.0,0.429,,,,0.118,0.147,0.471,,,,136.0,98.0,106.0,0.555,0.94,98.3,0.219,0.391,0.21,,,,,,,,,,,,,,,,,,
2023-04-18,6:41 PM.,OAK,CHC,away,Clear.,53,686610,1B,4,0,0,0,0,0,0,0,0,0,2,0.227,0.292,0.273,0.565,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,,,,96.0,99.0,100.0,,,,,,0.271,0.02,0.166,,,-0.79,-3.62,-1.4,,84.2,,81.1,74.5,,,,0.34,0.515,0.374,0.333,0.833,0.0,0.218,0.423,0.3279999999999999,,,,89.0,95.0,92.0,0.543,-0.52,93.3,0.275,0.493,0.178,,,,,,,,,,,,,,,,,,
2023-04-16,1:10 PM.,LAD,CHC,away,Partly Cloudy.,63,628711,DH,1,0,0,0,0,0,0,0,0,0,0,0.25,0.318,0.3,0.618,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,,,,,,,109.0,124.0,127.0,,0.092,,0.3,0.157,-0.42,,,0.84,-3.03,87.1,86.1,,,79.2,0.186,0.322,0.278,0.296,0.593,0.299,,,,,,,,,,90.0,101.0,98.0,0.451,0.02,92.7,0.267,0.503,0.218,,,,,,,,,,,,,,,,0.233,0.457,0.2289999999999999
2023-04-15,6:10 PM.,LAD,CHC,away,Clear.,64,675627,DH,2,0,0,0,0,0,0,0,0,0,2,0.256,0.326,0.308,0.634,675627,michaelgrove,Grove,Right,Michael Grove,LAD,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.164,0.343,0.44,123.0,129.0,150.0,,,,,,,106.0,106.0,111.0,94.0,103.0,105.0,0.042,0.075,0.382,,0.003,0.93,1.99,1.07,,-16.59,89.2,88.0,94.7,85.6,,0.261,0.565,0.264,,,,0.308,0.423,0.176,0.2,0.331,0.449,0.286,0.357,0.148,86.0,102.0,95.0,0.327,-3.57,94.8,0.442,0.779,0.083,,,,,,,,,,98.0,93.0,98.0,0.17,-0.36,78.3,,,
2023-04-14,7:10 PM.,LAD,CHC,away,Clear.,59,592789,1B,4,0,1,0,0,0,1,0,0,1,0,0.27,0.341,0.324,0.665,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,95.0,104.0,107.0,87.0,102.0,96.0,88.0,99.0,97.0,85.0,103.0,98.0,0.261,0.126,0.067,0.141,0.222,-0.49,-1.16,-2.33,-0.93,-2.71,89.5,87.3,92.3,85.0,77.9,0.333,0.489,0.1889999999999999,0.286,0.571,0.218,0.233,0.512,0.22,0.24,0.72,0.083,0.363,0.593,0.138,65.0,109.0,95.0,0.181,0.68,92.2,0.208,0.354,0.182,43.0,87.0,84.0,0.003,1.25,87.7,,,,,,,,,,,,
2023-04-12,1:21 PM.,SEA,CHC,home,Sunny.,77,669302,1B,4,0,0,0,0,0,0,0,0,2,1,0.273,0.351,0.333,0.684,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,55.0,90.0,81.0,133.0,101.0,99.0,,,,0.003,,0.297,,,,-11.33,1.84,,,,,93.7,88.7,,,,,,,,0.214,0.371,0.306,0.211,0.349,0.322,0.667,1.0,0.25,88.0,103.0,99.0,0.419,0.01,95.7,0.28,0.491,0.177,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,110.0,95.0,103.0,0.134,0.39,80.3,,,
2023-04-11,6:40 PM.,SEA,CHC,home,Partly Cloudy.,76,623167,DH,4,2,1,0,0,0,1,0,1,1,2,0.31,0.394,0.379,0.773,623167,chrisflexen,Flexen,Right,Chris Flexen,- - -,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.417,0.137,0.346,0.401,93.0,97.0,97.0,92.0,95.0,111.0,49.0,106.0,76.0,122.0,107.0,111.0,87.0,100.0,94.0,0.019,0.293,0.097,0.022,0.16,-0.47,-7.15,-2.44,2.61,0.72,87.9,81.0,90.9,80.8,71.6,0.287,0.504,0.2019999999999999,0.213,0.32,0.397,0.125,0.125,0.357,0.389,0.444,0.148,0.6,0.7,0.111,65.0,98.0,84.0,0.409,-2.66,91.9,0.379,0.739,0.174,,,,,,,,,,,,,,,,,,
2023-04-10,6:39 PM.,SEA,CHC,home,Clear.,67,622491,DH,3,0,2,0,0,0,1,0,1,1,0,0.32,0.393,0.4,0.793,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,,0.221,,0.156,,0.6,-0.12,,-1.6,,88.3,95.9,85.7,,,,,0.28,0.42,0.325,,,,0.234,0.455,0.3779999999999999,0.239,0.337,0.136,95.0,104.0,100.0,0.444,1.31,96.3,0.165,0.384,0.33,,,,,,,,,,,,,,,,,,
2023-04-09,1:19 PM.,TEX,CHC,home,Partly Cloudy.,63,592351,1B,2,0,0,0,0,0,0,0,0,0,0,0.273,0.333,0.364,0.697,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,,,,116.0,103.0,109.0,,,,,,0.398,0.062,0.116,,,2.33,-1.69,1.71,,88.8,,87.2,78.2,,,,0.211,0.268,0.213,0.263,0.737,0.27,0.105,0.211,0.324,,,,82.0,100.0,92.0,0.424,-1.83,95.7,0.346,0.551,0.179,,,,,,,,,,,,,,,,,,
2023-04-08,3:05 PM.,TEX,CHC,home,Sunny.,57,527048,DH,2,0,1,0,0,0,2,0,0,1,0,0.3,0.364,0.4,0.764,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.221,0.01,0.037,0.265,-2.02,0.44,2.0,3.35,-0.75,89.2,84.1,91.6,83.4,79.1,0.342,0.64,0.1169999999999999,0.316,0.447,0.278,0.063,0.063,0.353,0.0,0.0,0.2,0.244,0.394,0.0969999999999999,75.0,102.0,99.0,0.04,3.25,91.8,0.167,0.222,0.146,,,,,,,,,,,,,,,,,,
2023-04-07,1:20 PM.,TEX,CHC,home,Sunny.,43,543135,1B,1,0,0,0,0,0,0,0,2,0,0,0.278,0.35,0.389,0.739,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,,,,99.0,104.0,102.0,,,,101.0,113.0,109.0,86.0,98.0,92.0,,0.176,0.04,0.135,,1.33,,-3.23,0.86,,90.6,,,83.9,76.0,0.238,0.417,0.198,,,,0.2,0.22,0.417,0.303,0.606,0.1369999999999999,,,,92.0,97.0,93.0,0.372,0.41,95.1,0.234,0.423,0.183,125.0,101.0,106.0,0.276,1.26,87.9,0.196,0.314,0.355,,,,,,,,,
2023-04-04,6:41 PM.,CIN,CHC,away,Cloudy.,76,570666,1B,5,0,2,1,0,0,2,0,0,0,2,0.294,0.294,0.412,0.706,570666,luiscessa,Cessa,Right,Luis Cessa,CIN,9.0,9.18,26.0,102.0,84.0,98.0,0.876,3.81,4.15,15.92,1.04,1.52,0.213,0.398,0.167,0.333,0.432,88.0,105.0,110.0,,,,87.0,105.0,96.0,102.0,103.0,104.0,,,,0.166,,0.376,,0.222,,-7.56,-2.29,,-1.48,,86.3,92.0,81.2,,,,,0.346,0.462,0.259,,,,0.389,0.5,0.125,0.522,0.957,0.136,50.0,97.0,77.0,0.235,-1.2,91.9,0.355,0.581,0.053,,,,,,,,,,,,,,,,,,
2023-04-03,6:41 PM.,CIN,CHC,away,Clear.,71,656818,1B,5,0,3,1,0,0,2,0,0,1,2,0.25,0.25,0.333,0.583,656818,connoroverton,Overton,Right,Connor Overton,CIN,11.45,6.61,11.0,93.0,77.0,89.0,0.734,7.36,5.73,15.55,2.45,0.94,0.179,0.564,0.103,0.308,0.412,64.0,94.0,92.0,,,,83.0,90.0,82.0,98.0,96.0,102.0,61.0,63.0,64.0,0.135,0.125,0.23,,0.235,-6.73,-2.74,-8.32,,-3.39,88.7,84.5,90.6,81.5,,0.5,1.25,0.0,0.308,0.692,0.28,,,,0.8,1.8,0.1669999999999999,0.667,0.667,0.1,76.0,101.0,89.0,0.275,-1.27,91.1,0.308,0.615,0.24,,,,,,,,,,,,,,,,,,
2023-04-01,1:19 PM.,MIL,CHC,home,Cloudy.,39,605540,1B,3,0,0,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,111.0,104.0,118.0,89.0,103.0,105.0,108.0,100.0,96.0,108.0,107.0,108.0,,,,0.22,,0.095,0.079,0.197,,2.76,-0.33,-0.01,3.2,,85.8,95.0,86.9,82.9,,,,0.098,0.118,0.38,0.182,0.455,0.409,0.278,0.611,0.268,0.193,0.281,0.124,125.0,112.0,115.0,0.41,0.95,95.8,0.177,0.385,0.314,,,,,,,,,,,,,,,,,,
2023-03-30,1:20 PM.,MIL,CHC,home,Sunny.,42,669203,1B,4,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,0.554,0.085,0.171,0.112,1.51,-2.42,1.12,1.35,1.07,94.4,89.3,95.3,86.0,79.8,0.209,0.34,0.2269999999999999,0.204,0.258,0.306,0.133,0.211,0.488,0.159,0.275,0.4379999999999999,0.291,0.564,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,
