date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,ST_ba,ST_slg,ST_whiff,KC_ba,KC_slg,KC_whiff
2023-06-03,6:13 PM.,TB,BOS,home,Drizzle.,48,607192,2B,2,0,1,0,0,0,0,0,0,0,1,0.256,0.304,0.442,0.746,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,TBR,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.246,0.372,0.161,0.386,0.454,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.432,,0.348,0.54,,1.25,96.4,,90.1,0.236,0.41,0.249,,,,0.254,0.373,0.382,78.0,81.0,84.0,152.0,103.0,114.0,,,,0.004,0.213,0.003,-7.7,1.81,2.91,92.3,96.4,83.9,,,,0.095,0.19,0.522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-01,7:12 PM.,CIN,BOS,home,Clear.,85,668881,2B,4,0,1,0,0,0,0,0,0,1,0,0.25,0.3,0.44,0.74,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,127.0,103.0,105.0,126.0,104.0,112.0,,,,0.544,,0.404,-0.95,,0.16,98.3,,87.3,0.265,0.518,0.252,,,,0.229,0.416,0.392,69.0,88.0,90.0,,,,,,,,,0.053,,,-2.39,91.1,,,,,,,,,0.304,0.478,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-31,7:12 PM.,CIN,BOS,home,Clear.,79,596133,2B,3,1,1,0,0,1,1,0,0,1,1,0.25,0.302,0.45,0.752,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,88.0,102.0,96.0,112.0,101.0,104.0,,,,0.435,,0.137,-1.47,,-2.22,94.0,,85.8,0.311,0.543,0.175,,,,0.235,0.294,0.321,83.0,103.0,100.0,,,,,,,,,0.2,,,-2.01,86.1,,,,,,0.255,0.691,0.1669999999999999,0.316,0.547,0.3229999999999999,99.0,103.0,102.0,0.11,0.87,90.3,0.218,0.473,0.252,,,,0.118,-1.56,81.7,,,,,,,,,,,,
2023-05-30,7:12 PM.,CIN,BOS,home,Clear.,65,594902,2B,3,2,1,0,0,0,0,0,1,2,4,0.247,0.301,0.416,0.717,594902,benlively,Lively,Right,Ben Lively,CIN,5.38,5.03,88.2,101.0,79.0,95.0,0.814,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,80.0,99.0,90.0,71.0,102.0,102.0,,,,0.321,,0.243,-2.09,,1.68,90.6,,80.1,0.362,0.667,0.181,,,,0.158,0.303,0.336,59.0,94.0,89.0,101.0,105.0,103.0,83.0,108.0,98.0,0.219,0.066,0.102,0.24,-4.42,-1.4,84.4,91.5,76.3,0.257,0.416,0.153,0.273,0.909,0.128,0.265,0.412,0.133,98.0,92.0,82.0,0.049,0.62,88.1,0.267,0.267,0.257,,,,,,,,,,,,,,,,,,
2023-05-28,1:10 PM.,AZ,BOS,away,Roof Closed.,76,518876,2B,2,0,0,0,0,0,0,0,0,1,0,0.243,0.291,0.419,0.71,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,78.0,104.0,97.0,104.0,112.0,110.0,,,,0.301,,0.055,0.04,,-0.64,92.2,,85.5,0.224,0.489,0.259,,,,0.217,0.391,0.413,99.0,108.0,114.0,121.0,105.0,111.0,85.0,105.0,95.0,0.122,0.11,0.231,0.83,-0.45,2.43,88.7,92.4,82.1,0.261,0.378,0.163,0.268,0.411,0.256,0.18,0.234,0.32,87.0,101.0,99.0,0.181,0.88,90.8,0.22,0.352,0.244,,,,,,,,,,,,,,,,,,
2023-05-27,4:15 PM.,AZ,BOS,away,Roof Closed.,75,605200,2B,1,0,0,0,0,0,0,0,0,0,1,0.25,0.299,0.431,0.73,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,72.0,100.0,91.0,113.0,105.0,101.0,,,,0.226,,0.027,-0.05,,-1.83,89.3,,80.8,0.21,0.355,0.181,,,,0.25,0.5,0.1669999999999999,78.0,106.0,100.0,89.0,99.0,100.0,71.0,97.0,88.0,0.325,0.061,0.248,-1.5,-0.55,-1.19,80.7,89.6,77.0,0.381,0.552,0.096,0.188,0.5,0.2,0.275,0.477,0.372,73.0,93.0,88.0,0.113,0.13,87.5,0.3,0.3,0.145,,,,,,,,,,,,,,,,,,
2023-05-26,6:40 PM.,AZ,BOS,away,Roof Closed.,77,694297,2B,5,0,0,0,0,0,0,0,0,2,5,0.254,0.303,0.437,0.74,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,97.0,105.0,102.0,119.0,106.0,117.0,,,,0.454,,0.27,-1.63,,1.21,93.6,,83.8,0.327,0.654,0.176,,,,0.18,0.323,0.337,90.0,100.0,97.0,106.0,89.0,97.0,97.0,108.0,100.0,0.099,0.055,0.122,-0.03,-1.24,-3.66,86.7,93.1,78.8,0.313,0.563,0.188,0.294,0.529,0.294,0.4,0.711,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-23,6:38 PM.,LAA,BOS,away,Overcast.,62,656288,2B,3,0,1,0,0,0,0,0,0,0,1,0.273,0.324,0.47,0.794,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,-0.21,,0.1,94.7,,88.4,0.235,0.5,0.283,,,,0.261,0.344,0.34,89.0,101.0,101.0,91.0,98.0,103.0,81.0,95.0,86.0,0.006,0.134,0.213,-8.61,-0.53,1.6,90.2,95.0,81.8,0.333,1.333,0.0,0.271,0.667,0.252,0.213,0.339,0.248,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-22,6:38 PM.,LAA,BOS,away,Clear.,68,642545,2B,3,0,0,0,0,0,0,0,0,1,1,0.27,0.324,0.476,0.8,642545,jaimebarria,Barria,Right,Jaime Barria,LAA,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.463,0.175,0.302,0.424,84.0,101.0,97.0,107.0,101.0,103.0,,,,0.306,,0.507,-2.05,,0.32,93.0,,85.9,0.362,0.713,0.146,,,,0.242,0.452,0.26,87.0,100.0,98.0,,,,85.0,72.0,71.0,0.047,,0.141,-6.47,,0.67,84.6,92.2,,0.389,0.889,0.118,,,,0.227,0.25,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-21,1:12 PM.,SD,BOS,away,Partly Cloudy.,68,608379,2B,2,0,0,0,0,0,0,0,0,0,1,0.283,0.338,0.5,0.838,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,73.0,104.0,94.0,,,,,,,0.288,,,1.23,,,92.0,,,0.188,0.323,0.1669999999999999,,,,,,,101.0,106.0,110.0,86.0,92.0,94.0,84.0,103.0,103.0,0.133,0.11,0.345,-0.36,1.04,1.06,81.6,91.9,74.0,0.25,0.45,0.111,0.172,0.31,0.27,0.207,0.346,0.359,96.0,100.0,96.0,0.124,-2.13,86.9,0.364,0.582,0.165,,,,,,,,,,,,,,,,,,
2023-05-20,7:11 PM.,SD,BOS,away,Overcast.,63,605397,2B,4,1,2,1,0,1,3,0,0,2,1,0.293,0.349,0.517,0.866,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,80.0,105.0,98.0,117.0,110.0,111.0,,,,0.245,,0.145,1.77,,-2.03,93.1,,82.2,0.205,0.273,0.222,,,,0.281,0.594,0.3389999999999999,101.0,102.0,100.0,134.0,107.0,110.0,109.0,98.0,78.0,0.054,0.239,0.114,3.35,0.77,-0.63,87.1,92.8,81.3,0.261,0.261,0.125,0.207,0.329,0.34,0.267,0.333,0.406,102.0,99.0,98.0,0.204,1.68,90.1,0.302,0.429,0.13,,,,,,,,,,,,,,,,,,
2023-05-17,7:13 PM.,SEA,BOS,home,Clear.,53,594835,2B,0,0,0,0,0,0,0,0,0,0,0,0.278,0.339,0.444,0.783,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,SEA,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.202,0.46,0.129,0.294,0.429,78.0,104.0,96.0,,,,,,,0.366,,,-1.28,,,89.0,,,0.333,0.556,0.124,,,,,,,89.0,116.0,105.0,96.0,108.0,105.0,,,,0.002,0.242,0.302,6.42,1.1,1.36,79.9,88.8,79.3,,,,0.294,0.353,0.135,0.222,0.358,0.295,92.0,104.0,90.0,0.088,-2.98,85.9,0.389,0.667,0.176,,,,,,,,,,,,,,,,,,
2023-05-16,7:11 PM.,SEA,BOS,home,Clear.,77,622491,2B,3,0,0,0,0,0,0,0,1,0,1,0.278,0.339,0.444,0.783,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,95.0,104.0,100.0,117.0,100.0,108.0,,,,0.444,,0.221,1.31,,-0.12,96.3,,85.7,0.165,0.384,0.33,,,,0.234,0.455,0.3779999999999999,83.0,108.0,105.0,,,,82.0,103.0,95.0,0.179,,0.156,0.6,,-1.6,88.3,95.9,,0.239,0.337,0.136,,,,0.28,0.42,0.325,,,,,,,,,,,,,,,,,,,,,,,,,,,
