date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FC%,SL%,wFC/C,wSL/C,vFC,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-07-13,1:15 PM.,STL,CHC,away,Sunny.,88,458681,P,0,0,0,0,0,0,0,0,0,0,0,0.333,0.353,0.424,0.777,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,96.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,0.167,0.472,0.062,0.063,0.87,-0.46,-1.98,-2.47,92.3,84.8,91.2,80.4,0.199,0.393,0.287,0.211,0.342,0.203,0.292,0.292,0.225,0.284,0.469,0.11,102.0,101.0,109.0,91.0,101.0,94.0,0.223,0.013,-1.03,-1.62,88.1,82.0,0.317,0.426,0.262,,,,0.25,0.25,0.0,,,,,,,,,,,,,,,,,,
2024-07-13,7:16 PM.,STL,CHC,away,Clear.,89,502043,3B,1,0,1,0,0,0,0,0,0,0,0,0.353,0.371,0.441,0.812,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,102.0,103.0,104.0,80.0,88.0,83.0,84.0,101.0,96.0,0.264,0.132,0.086,0.099,-1.39,0.22,-2.21,1.2,91.4,84.9,90.7,78.3,0.268,0.563,0.065,0.325,0.675,0.462,0.19,0.254,0.39,0.267,0.422,0.092,104.0,102.0,105.0,96.0,95.0,91.0,0.211,0.207,0.21,0.92,88.6,80.7,0.299,0.479,0.181,,,,0.2,0.312,0.412,,,,,,,,,,,,,,,,,,
2024-07-12,7:16 PM.,STL,CHC,away,Cloudy.,83,543243,3B,1,0,1,1,0,0,2,0,0,0,0,0.333,0.353,0.424,0.777,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,0.178,0.239,0.139,0.064,-0.05,1.64,0.7,-2.25,92.4,88.3,92.7,80.0,0.333,0.567,0.182,0.21,0.452,0.331,0.357,0.714,0.328,0.2,0.385,0.208,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.201,0.19,0.94,87.7,84.8,0.287,0.494,0.308,,,,0.142,0.205,0.444,,,,,,,,,,,,,0.0,-2.42,75.4,,,
2024-07-11,6:37 PM.,BAL,CHC,away,Cloudy.,89,544150,3B,0,0,0,0,0,0,0,0,0,0,0,0.313,0.333,0.375,0.708,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,,0.5,0.132,0.172,-0.36,,0.41,-0.5,94.8,86.1,,79.0,0.276,0.469,0.228,0.174,0.348,0.252,0.274,0.434,0.228,,,,,,,74.0,99.0,92.0,0.195,,0.73,,86.3,,0.24,0.365,0.308,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-10,6:35 PM.,BAL,CHC,away,Partly Cloudy.,90,669203,3B,0,0,0,0,0,0,0,0,0,0,0,0.313,0.333,0.375,0.708,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,0.078,,0.215,0.11,,-0.5,0.44,0.2,,89.2,97.0,80.3,,,,0.2,0.326,0.378,0.194,0.339,0.377,0.235,0.412,0.157,133.0,105.0,120.0,125.0,105.0,108.0,0.45,0.146,1.37,0.7,95.3,87.2,0.251,0.362,0.19,0.196,0.268,0.463,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,
2024-07-07,1:20 PM.,LAA,CHC,home,Cloudy.,87,667755,3B,1,0,0,0,0,0,0,0,0,0,0,0.313,0.333,0.375,0.708,667755,josesoriano,"Soriano, J",Right,José Soriano,LAA,3.42,4.14,113.0,95.0,100.0,99.0,0.779,7.73,3.58,7.25,0.64,2.69,0.212,0.399,0.171,0.294,0.404,,,,,,,96.0,92.0,86.0,95.0,95.0,96.0,0.464,0.146,,,-2.05,2.22,,,98.8,,97.7,,0.356,0.622,0.103,0.226,0.376,0.402,,,,0.214,0.26,0.167,117.0,92.0,99.0,,,,,0.055,,0.02,,91.5,,,,0.143,0.214,0.463,,,,120.0,100.0,112.0,0.081,0.8,92.7,0.15,0.3,0.329,98.0,96.0,108.0,0.254,-0.42,86.4,,,
2024-07-06,1:20 PM.,LAA,CHC,home,Sunny.,76,542881,3B,3,0,1,0,0,0,0,0,0,0,1,0.323,0.344,0.387,0.731,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,66.0,95.0,83.0,0.033,0.396,0.001,0.371,-0.73,-3.87,-3.14,1.32,89.4,78.9,88.1,71.6,0.272,0.494,0.183,,,,0.185,0.259,0.396,0.261,0.696,0.152,80.0,141.0,142.0,99.0,100.0,96.0,0.185,0.013,-0.41,-0.06,84.3,81.3,0.264,0.455,0.247,0.0,0.0,0.357,,,,,,,,,,,,,,,,,,,,,
2024-07-04,1:20 PM.,PHI,CHC,home,Cloudy.,80,650911,3B,4,1,1,1,0,0,0,0,0,3,2,0.321,0.345,0.393,0.738,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,0.473,,,0.357,,-0.55,,1.56,,85.1,94.5,,,,,,,,0.177,0.22,0.348,0.345,0.481,0.131,102.0,102.0,103.0,86.0,52.0,74.0,0.001,0.169,2.59,0.65,86.5,84.4,,,,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,,,,
2024-07-03,7:05 PM.,PHI,CHC,home,Partly Cloudy.,84,554430,PH,1,0,1,0,0,0,0,0,0,0,0,0.333,0.36,0.375,0.735,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,0.192,0.416,0.1,,0.88,2.68,-0.98,,95.3,,94.6,81.8,0.209,0.395,0.296,0.205,0.397,0.387,,,,0.189,0.259,0.142,128.0,106.0,115.0,92.0,97.0,94.0,0.093,0.125,-0.23,1.04,91.1,84.9,0.226,0.371,0.183,,,,0.152,0.273,0.335,94.0,110.0,110.0,0.074,1.47,86.1,0.137,0.196,0.402,,,,,,,,,
2024-06-29,3:11 PM.,MIL,CHC,away,Partly Cloudy.,85,668964,3B,0,0,0,0,0,0,0,0,0,0,0,0.304,0.333,0.348,0.681,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,0.005,0.401,0.041,0.114,0.58,11.28,-3.19,1.18,92.9,81.1,91.5,77.8,0.239,0.436,0.194,0.421,0.579,0.194,0.083,0.083,0.444,0.0,0.0,0.0,92.0,106.0,103.0,96.0,100.0,91.0,0.23,0.21,-0.75,1.43,89.2,85.5,0.336,0.518,0.123,0.198,0.255,0.248,,,,,,,,,,,,,,,,,,,,,
2024-06-27,12:46 PM.,SF,CHC,away,Sunny.,67,663855,3B,0,0,0,0,0,0,0,0,0,0,0,0.304,0.333,0.348,0.681,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,,,,,,,79.0,85.0,79.0,95.0,95.0,94.0,0.515,0.054,,,-3.85,-0.02,,,95.4,,94.5,,0.238,0.381,0.31,,,,,,,0.341,0.498,0.111,125.0,93.0,101.0,,,,,0.241,,-0.1,,81.1,,,,,,,0.152,0.329,0.376,121.0,92.0,106.0,0.191,-0.41,84.3,0.181,0.287,0.408,,,,,,,,,
2024-06-24,7:06 PM.,SF,CHC,away,Partly Cloudy.,65,669062,3B,0,0,0,0,0,0,0,0,0,0,0,0.304,0.333,0.348,0.681,669062,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.88,3.14,67.1,96.0,110.0,99.0,0.712,11.63,5.08,6.68,0.94,1.46,0.165,0.475,0.177,0.348,0.386,118.0,97.0,105.0,,,,95.0,94.0,91.0,,,,,0.497,0.001,0.338,0.99,,3.94,0.1,96.9,85.5,,81.1,0.184,0.311,0.291,,,,0.21,0.35,0.302,,,,137.0,101.0,110.0,,,,,0.164,,-1.06,,83.3,,,,0.244,0.415,0.375,,,,,,,,,,,,,,,,,,,,,
2024-06-22,1:20 PM.,NYM,CHC,home,Cloudy.,91,656731,3B,0,0,0,0,0,0,0,0,0,0,0,0.304,0.333,0.348,0.681,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,130.0,94.0,112.0,91.0,77.0,82.0,112.0,99.0,101.0,108.0,104.0,110.0,0.098,0.467,0.078,0.015,0.29,3.24,-0.37,-4.39,95.7,87.2,94.6,78.0,0.228,0.35,0.292,0.188,0.313,0.333,0.5,0.5,0.111,0.206,0.206,0.184,103.0,103.0,106.0,101.0,96.0,93.0,0.136,0.132,-1.19,-0.85,90.1,85.1,0.326,0.565,0.27,0.233,0.302,0.291,0.25,1.0,0.167,105.0,93.0,107.0,0.073,-1.25,84.7,0.143,0.393,0.429,,,,,,,,,
2024-06-21,1:20 PM.,NYM,CHC,home,Sunny.,79,500779,3B,4,0,1,0,0,0,0,0,0,2,1,0.304,0.333,0.348,0.681,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,0.304,0.225,0.278,0.193,-0.32,0.82,-0.04,0.5,90.7,85.7,90.8,77.7,0.227,0.427,0.169,0.265,0.444,0.264,0.203,0.26,0.367,0.249,0.431,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,0.366,0.284
2024-06-19,1:20 PM.,SF,CHC,home,Sunny.,91,669062,3B,0,0,0,0,0,0,0,0,0,0,0,0.316,0.35,0.368,0.718,669062,erikmiller,"Miller, E",Left,Erik Miller,SFG,3.88,3.14,67.1,96.0,110.0,99.0,0.712,11.63,5.08,6.68,0.94,1.46,0.165,0.475,0.177,0.348,0.386,118.0,97.0,105.0,,,,95.0,94.0,91.0,,,,,0.497,0.001,0.338,0.99,,3.94,0.1,96.9,85.5,,81.1,0.184,0.311,0.291,,,,0.21,0.35,0.302,,,,137.0,101.0,110.0,,,,,0.164,,-1.06,,83.3,,,,0.244,0.415,0.375,,,,,,,,,,,,,,,,,,,,,
2024-06-18,7:05 PM.,SF,CHC,home,Partly Cloudy.,87,657277,3B,3,0,1,0,0,0,0,0,1,0,0,0.316,0.35,0.368,0.718,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,0.399,0.053,,0.309,0.2,1.32,,-0.13,92.6,87.4,92.6,,0.179,0.231,0.329,,,,0.275,0.411,0.216,0.268,0.338,0.144,126.0,104.0,114.0,52.0,95.0,88.0,0.026,0.212,4.3,0.16,91.0,83.8,0.077,0.077,0.265,,,,0.239,0.331,0.268,,,,,,,,,,,,,,,,,,
2024-06-17,7:05 PM.,SF,CHC,home,Cloudy.,93,663855,3B,1,0,0,0,0,0,0,0,0,1,0,0.313,0.313,0.375,0.688,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,,,,,,,79.0,85.0,79.0,95.0,95.0,94.0,0.515,0.054,,,-3.85,-0.02,,,95.4,,94.5,,0.238,0.381,0.31,,,,,,,0.341,0.498,0.111,125.0,93.0,101.0,,,,,0.241,,-0.1,,81.1,,,,,,,0.152,0.329,0.376,121.0,92.0,106.0,0.191,-0.41,84.3,0.181,0.287,0.408,,,,,,,,,
2024-06-15,1:20 PM.,STL,CHC,home,Partly Cloudy.,78,669467,3B,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.4,0.733,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,85.0,98.0,89.0,0.19,0.512,,,1.34,-0.25,,,94.5,,94.8,,0.23,0.297,0.162,0.157,0.257,0.345,,,,0.265,0.373,0.132,111.0,105.0,110.0,,,,,0.172,,-0.64,,87.5,,,,0.294,0.435,0.282,,,,,,,,,,,,,88.0,102.0,109.0,0.126,0.42,79.5,,,
2024-06-12,6:50 PM.,TB,CHC,away,Dome.,72,650644,3B,0,0,0,0,0,0,0,0,0,0,0,0.333,0.333,0.4,0.733,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,68.0,102.0,96.0,71.0,93.0,83.0,0.24,0.099,0.156,,-1.7,0.06,-1.36,,92.0,,92.6,77.1,0.294,0.49,0.095,0.25,0.479,0.275,,,,0.241,0.421,0.158,152.0,101.0,112.0,91.0,100.0,101.0,0.322,0.163,1.08,-1.03,88.1,80.5,0.232,0.394,0.233,0.25,0.375,0.438,0.267,0.467,0.272,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,,,,
2024-06-11,6:50 PM.,TB,CHC,away,Dome.,72,621107,3B,2,0,2,0,0,0,1,0,0,0,0,0.333,0.333,0.4,0.733,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,0.282,0.09,0.188,0.061,-0.64,0.0,-1.27,0.21,92.4,85.6,91.7,78.8,0.236,0.418,0.248,0.291,0.472,0.333,0.188,0.354,0.105,0.293,0.404,0.133,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.097,1.54,0.46,88.2,79.7,0.214,0.345,0.223,,,,0.236,0.473,0.203,,,,,,,,,,,,,,,,,,
2024-06-09,1:43 PM.,CIN,CHC,away,Partly Cloudy.,76,593423,2B,1,0,0,0,0,0,0,0,0,0,3,0.231,0.231,0.308,0.539,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,105.0,98.0,83.0,100.0,98.0,0.191,0.332,,,-0.02,1.13,,,95.6,,94.8,,0.206,0.367,0.231,,,,,,,0.248,0.407,0.113,117.0,103.0,106.0,109.0,95.0,95.0,0.187,0.107,-1.4,-1.94,90.4,85.4,0.326,0.609,0.223,0.288,0.577,0.325,,,,119.0,99.0,105.0,0.183,-0.23,86.0,0.218,0.297,0.426,,,,,,,,,
