date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-08-30,6:41 PM.,MIL,CIN,home,Partly Cloudy.,90,669084,RF,1,0,0,0,0,0,0,0,0,0,1,0.308,0.372,0.846,1.218,669084,dlhall,"Hall, DL",Left,DL Hall,MIL,5.02,4.46,43.0,99.0,87.0,96.0,0.794,9.21,4.4,10.05,1.26,1.22,0.189,0.441,0.173,0.299,0.413,93.0,99.0,92.0,104.0,99.0,102.0,72.0,98.0,91.0,,,,105.0,105.0,108.0,,0.453,0.143,0.199,0.205,-2.43,,0.51,0.75,-0.11,93.3,84.7,,84.7,79.7,0.395,0.553,0.124,0.182,0.212,0.451,0.189,0.351,0.347,,,,0.208,0.375,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,5:12 PM.,OAK,CIN,home,Partly Cloudy.,92,669372,RF,0,1,0,0,0,0,0,0,1,0,0,0.316,0.366,0.868,1.234,669372,jtginn,Ginn,Right,J.T. Ginn,OAK,4.24,4.59,34.0,100.0,100.0,99.0,0.738,7.68,2.38,9.53,1.06,1.45,0.245,0.431,0.137,0.284,0.429,93.0,96.0,97.0,,,,72.0,76.0,78.0,100.0,102.0,99.0,107.0,102.0,103.0,0.511,0.035,0.309,,0.146,1.23,-0.98,2.3,,-0.36,92.2,87.0,92.9,85.3,,0.0,0.0,0.333,0.158,0.237,0.355,0.389,0.556,0.375,0.319,0.472,0.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,6:42 PM.,OAK,CIN,home,Clear.,93,687765,RF,0,0,0,0,0,0,0,0,0,0,0,0.316,0.35,0.868,1.218,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,0.146,,0.326,0.121,0.011,,-1.41,0.01,-0.82,-7.88,,88.4,91.9,84.3,80.4,,,,0.278,0.493,0.276,0.571,0.857,0.0,0.338,0.403,0.16,0.196,0.351,0.31,,,,99.0,100.0,96.0,,,,0.396,,-0.41,,90.7,,,,,0.278,0.472,0.176,,,,,,,,,
2024-07-24,12:22 PM.,ATL,CIN,away,Cloudy.,78,642216,RF,4,0,0,0,0,0,0,0,0,2,2,0.316,0.35,0.868,1.218,642216,allanwinans,Winans,Right,Allan Winans,ATL,15.26,7.05,7.2,98.0,68.0,92.0,0.737,4.7,4.7,16.43,3.52,1.7,0.152,0.394,0.182,0.303,0.497,59.0,108.0,102.0,,,,58.0,87.0,77.0,63.0,96.0,85.0,106.0,88.0,95.0,0.231,0.156,0.197,,0.415,-13.9,-0.08,-5.3,,-4.23,90.0,82.8,89.4,79.1,,0.6,1.4,0.0,0.6,1.0,0.533,0.333,0.778,0.27,0.222,0.444,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-20,6:45 PM.,WSH,CIN,away,Cloudy.,78,669022,RF,4,0,0,0,0,0,0,0,0,1,2,0.353,0.389,0.971,1.36,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,0.553,0.158,0.196,0.093,-0.02,,-0.77,0.62,-1.35,96.0,85.9,,90.6,82.8,0.281,0.418,0.226,0.255,0.422,0.323,0.28,0.48,0.512,,,,0.218,0.296,0.34,0.333,0.5,0.417,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-19,6:45 PM.,WSH,CIN,away,Partly Cloudy.,85,571578,RF,4,0,1,1,0,0,0,0,0,2,2,0.4,0.438,1.1,1.538,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,73.0,100.0,97.0,55.0,97.0,84.0,71.0,103.0,92.0,88.0,97.0,97.0,0.338,0.076,0.343,0.016,0.034,-1.46,-1.9,0.41,-2.3,-5.53,91.3,81.0,91.5,80.0,70.0,0.311,0.578,0.133,0.216,0.335,0.354,0.409,0.773,0.279,0.339,0.567,0.091,0.5,1.25,0.526,,,,76.0,107.0,98.0,,,,0.192,,-0.37,,85.7,,,,,0.301,0.434,0.223,,,,0.001,4.71,63.2,,,
2024-07-14,1:40 PM.,MIA,CIN,home,Sunny.,90,669432,RF,4,0,0,0,0,0,0,0,0,0,2,0.423,0.464,1.192,1.656,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.317,0.206,,0.238,-0.26,-0.36,-1.99,,-1.32,91.9,85.6,91.5,82.4,,0.252,0.467,0.234,0.312,0.506,0.259,0.295,0.396,0.238,0.292,0.492,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-13,4:11 PM.,MIA,CIN,home,Partly Cloudy.,91,665795,RF,3,3,2,0,0,2,3,0,0,1,0,0.5,0.542,1.409,1.951,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,96.0,98.0,103.0,106.0,101.0,104.0,97.0,91.0,87.0,110.0,94.0,95.0,114.0,102.0,105.0,0.091,0.274,0.085,0.217,0.332,-1.63,0.07,1.65,-0.03,0.15,96.3,93.0,96.7,89.2,84.8,0.304,0.543,0.164,0.129,0.226,0.313,0.206,0.321,0.338,0.231,0.333,0.151,0.206,0.426,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-12,7:11 PM.,MIA,CIN,home,Partly Cloudy.,84,630023,RF,3,2,1,0,0,1,4,0,1,1,1,0.474,0.5,1.211,1.711,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,MIA,6.3,4.71,30.0,97.0,115.0,98.0,0.801,7.5,3.9,12.9,2.1,0.77,0.272,0.379,0.214,0.301,0.443,,,,,,,69.0,97.0,84.0,100.0,97.0,97.0,154.0,97.0,106.0,0.297,0.165,0.39,,,-6.18,-6.8,0.86,,,93.0,,92.7,85.2,,0.333,0.833,0.289,0.2,0.286,0.244,,,,0.522,0.826,0.127,,,,,,,,,,98.0,99.0,92.0,,0.148,,0.1,,85.7,0.182,0.318,0.205,,,,,,,,,,,,
2024-07-11,1:11 PM.,COL,CIN,home,Partly Cloudy.,84,596295,RF,4,0,2,1,0,0,0,1,0,1,0,0.5,0.5,1.188,1.688,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,,,,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,0.001,0.404,0.167,,0.205,-1.23,-42.96,-0.17,,-0.15,90.4,81.1,90.1,83.8,,0.305,0.6,0.096,0.274,0.513,0.22,0.28,0.409,0.273,,,,0.22,0.368,0.269,,,,,,,,,,,,,,,,,,,,,,93.0,109.0,107.0,0.224,-0.08,77.6,,,
2024-07-10,7:14 PM.,COL,CIN,home,Clear.,79,607536,RF,4,0,1,0,0,0,1,1,0,2,3,0.5,0.5,1.333,1.833,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,,,,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,0.245,0.202,0.227,,0.137,-1.51,-1.33,-1.11,,-1.64,91.6,86.1,91.4,86.9,,0.322,0.522,0.067,0.316,0.589,0.162,0.333,0.647,0.161,0.31,0.556,0.074,0.194,0.276,0.42,,,,,,,,,,,,,,,,,,,,,,128.0,102.0,107.0,0.188,0.07,83.5,,,
2024-07-09,7:11 PM.,COL,CIN,home,Overcast.,85,615698,RF,5,1,3,1,1,1,2,0,0,2,3,0.625,0.625,1.875,2.5,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,98.0,101.0,104.0,,,,79.0,95.0,89.0,,,,0.402,,,0.126,0.018,,-2.0,,-0.77,1.81,,84.9,93.8,,79.6,,,,,,,0.222,0.222,0.167,0.35,0.596,0.184,0.25,0.531,0.282,,,,76.0,96.0,93.0,109.0,94.0,97.0,0.135,0.32,-0.41,0.4,87.8,86.5,0.206,0.314,0.234,0.296,0.507,0.203,,,,,,,,,
2024-07-08,7:11 PM.,COL,CIN,home,Partly Cloudy.,87,663372,RF,3,1,2,1,0,1,1,0,0,0,0,0.667,0.667,2.0,2.667,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,108.0,107.0,113.0,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,0.128,0.37,0.254,0.101,0.147,0.63,-0.45,-0.87,1.28,-1.02,94.6,85.2,94.2,87.4,79.2,0.24,0.376,0.177,0.355,0.523,0.226,0.299,0.485,0.394,0.299,0.403,0.159,0.164,0.26,0.248,0.156,0.375,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,
