date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-09-17,6:41 PM.,MIN,CLE,home,Partly Cloudy.,76,805673,LF,4,0,2,0,0,0,0,0,0,0,0,0.266,0.336,0.395,0.731,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,114.0,100.0,105.0,96.0,101.0,95.0,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,-1.68,-5.76,-3.13,94.9,90.9,85.8,87.2,81.7,0.288,0.627,0.178,0.345,0.655,0.182,0.222,0.333,0.313,0.308,0.462,0.376,0.4,0.667,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-16,6:40 PM.,MIN,CLE,home,Clear.,77,641154,LF,4,0,3,1,0,0,1,0,0,0,0,0.258,0.331,0.392,0.723,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,106.0,103.0,110.0,,,,0.407,,0.219,0.1,0.201,1.65,,-0.84,-1.28,-0.14,95.0,,88.5,84.5,82.4,0.208,0.352,0.259,,,,0.281,0.359,0.249,,,,0.23,0.446,0.341,97.0,107.0,107.0,0.073,-2.77,94.5,0.426,0.639,0.142,,,,,,,,,,,,,,,,,,,0.239,0.436,0.331,,,,,,
2024-09-15,1:40 PM.,TB,CLE,home,Sunny.,82,671737,LF,3,1,2,0,0,0,0,1,1,0,1,0.241,0.318,0.371,0.689,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,91.0,100.0,98.0,0.417,0.225,,0.089,,-0.04,1.02,,-1.5,,96.4,90.9,,,79.1,0.269,0.5,0.21,0.205,0.357,0.324,,,,,,,0.241,0.483,0.346,,,,,,,,,,,,,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,,,,
2024-09-14,6:10 PM.,TB,CLE,home,Clear.,80,656876,LF,3,1,0,0,0,0,0,0,1,1,0,0.23,0.305,0.363,0.668,656876,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.83,1.98,28.2,106.0,128.0,111.0,0.705,10.99,1.88,7.85,0.0,1.74,0.347,0.36,0.173,0.24,0.451,,,,,,,136.0,110.0,117.0,137.0,116.0,128.0,117.0,101.0,102.0,0.377,0.277,0.054,,,2.64,0.79,5.27,,,97.4,89.1,,85.4,,0.171,0.2,0.308,0.25,0.292,0.406,,,,,,,,,,125.0,105.0,107.0,0.292,-1.1,96.2,0.316,0.395,0.167,,,,,,,,,,,,,,,,,,,0.083,0.083,0.412,,,,,,
2024-08-07,1:11 PM.,AZ,CLE,home,Partly Cloudy.,76,694297,CF,4,0,1,0,0,0,0,0,0,0,0,0.241,0.308,0.38,0.688,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,143.0,109.0,119.0,,,,0.334,,0.273,0.053,0.112,0.37,,-0.12,-1.37,0.84,93.8,,87.5,84.8,80.8,0.265,0.466,0.224,,,,0.25,0.289,0.312,,,,0.429,0.571,0.295,89.0,106.0,104.0,0.222,-0.09,93.7,0.286,0.365,0.119,,,,,,,,,,,,,0.006,0.45,89.6,0.2,0.8,0.0,0.215,0.455,0.362,,,,,,
2024-08-07,4:30 PM.,AZ,CLE,home,Cloudy.,75,593958,LF,2,0,0,0,0,0,1,0,1,1,1,0.236,0.306,0.373,0.679,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.53,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,,,,60.0,101.0,90.0,105.0,109.0,105.0,77.0,105.0,97.0,0.44,0.193,0.066,,0.225,-0.04,-1.76,-0.19,,-0.27,92.0,88.8,86.7,83.9,,0.257,0.486,0.268,0.333,0.595,0.133,0.269,0.385,0.256,0.167,0.417,0.095,,,,84.0,111.0,99.0,0.076,-3.84,91.6,0.318,0.455,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-05,6:40 PM.,AZ,CLE,home,Partly Cloudy.,81,668678,CF,1,0,0,0,0,0,0,0,0,1,0,0.24,0.31,0.385,0.695,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,,,,101.0,95.0,96.0,107.0,102.0,102.0,89.0,87.0,79.0,0.463,0.031,0.087,,0.14,-0.55,-0.78,-0.56,,0.43,93.7,90.3,86.6,87.0,,0.28,0.46,0.133,0.25,0.625,0.36,0.27,0.382,0.265,0.31,0.476,0.337,0.148,0.23,0.392,132.0,80.0,80.0,0.001,-1.02,94.7,,,,,,,107.0,108.0,112.0,0.277,2.29,81.0,,,,,,,,,,,,,,,,,,
2024-08-04,1:41 PM.,BAL,CLE,home,Sunny.,83,669203,CF,2,0,1,0,0,0,0,0,0,1,1,0.243,0.313,0.388,0.701,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,133.0,105.0,120.0,125.0,105.0,108.0,,0.45,0.146,0.215,0.11,,1.37,0.7,0.44,0.2,,95.3,89.2,87.2,80.3,,,,0.251,0.362,0.19,0.194,0.339,0.377,0.196,0.268,0.463,0.2,0.326,0.378,104.0,95.0,89.0,0.078,-0.5,97.0,0.235,0.412,0.157,,,,,,,,,,,,,,,,,,,0.125,0.5,0.457,,,,,,
2024-08-03,7:15 PM.,BAL,CLE,home,Partly Cloudy.,80,621107,LF,4,1,1,0,0,1,2,0,0,0,2,0.238,0.31,0.386,0.696,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,122.0,107.0,113.0,85.0,105.0,98.0,0.09,0.282,0.097,0.188,0.061,-0.64,1.54,0.46,-1.27,0.21,92.4,88.2,85.6,79.7,78.8,0.236,0.418,0.248,0.214,0.345,0.223,0.188,0.354,0.105,,,,0.291,0.472,0.333,91.0,109.0,105.0,0.282,0.0,91.7,0.293,0.404,0.133,,,,,,,,,,,,,,,,,,,0.236,0.473,0.203,,,,,,
2024-08-02,7:10 PM.,BAL,CLE,home,Partly Cloudy.,80,665152,CF,3,1,1,0,0,0,0,0,1,1,0,0.237,0.312,0.361,0.673,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,91.0,100.0,99.0,,,,99.0,102.0,98.0,0.32,0.23,,0.114,,-0.18,0.33,,0.29,,93.4,86.9,,,77.0,0.245,0.503,0.232,0.25,0.355,0.237,,,,,,,0.225,0.3,0.198,79.0,105.0,97.0,0.151,0.67,92.3,0.247,0.353,0.072,,,,,,,,,,72.0,99.0,99.0,0.184,0.73,84.1,0.139,0.248,0.36,,,,,,,,,
2024-07-30,1:10 PM.,DET,CLE,away,Cloudy.,80,663947,CF,4,0,0,0,0,0,0,0,0,2,0,0.234,0.305,0.362,0.667,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,113.0,97.0,105.0,85.0,105.0,101.0,0.152,0.273,0.155,0.015,0.189,4.5,1.85,1.73,1.83,0.4,92.1,87.6,83.6,80.6,79.2,0.105,0.14,0.257,0.194,0.292,0.253,0.25,0.382,0.289,,,,,,,77.0,105.0,97.0,0.216,2.61,91.5,0.156,0.338,0.094,,,,,,,,,,,,,,,,,,,0.13,0.174,0.379,,,,,,
2024-07-29,6:40 PM.,DET,CLE,away,Partly Cloudy.,83,689225,CF,4,1,1,1,0,0,0,0,0,2,0,0.244,0.317,0.378,0.695,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,103.0,108.0,110.0,,,,120.0,99.0,101.0,122.0,93.0,100.0,,,,0.404,,0.173,,0.265,0.99,,-1.62,,0.26,95.9,,88.4,86.1,,0.222,0.272,0.212,,,,0.212,0.4,0.319,0.241,0.552,0.271,,,,84.0,106.0,97.0,0.159,2.22,95.5,0.235,0.294,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,1:36 PM.,PHI,CLE,away,Partly Cloudy.,87,663465,LF,4,0,1,0,0,0,0,0,0,1,0,0.244,0.32,0.372,0.692,663465,kolbyallard,Allard,Left,Kolby Allard,PHI,5.0,4.34,27.0,102.0,65.0,98.0,0.801,7.67,2.67,11.33,1.67,1.11,0.198,0.36,0.174,0.372,0.47,74.0,108.0,102.0,85.0,96.0,101.0,56.0,100.0,93.0,,,,69.0,102.0,100.0,0.401,0.174,,0.122,0.243,-1.8,-2.26,,1.27,1.97,90.0,84.4,82.0,,71.7,0.333,0.611,0.162,0.375,0.625,0.341,0.263,0.316,0.234,,,,0.2,0.467,0.217,38.0,115.0,101.0,0.06,-8.18,90.3,0.75,1.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,6:06 PM.,PHI,CLE,away,Partly Cloudy.,85,663969,RF,4,0,0,0,0,0,0,0,0,0,2,0.244,0.323,0.378,0.701,663969,tylerphillips,Phillips,Right,Tyler Phillips,PHI,6.87,5.97,36.2,100.0,94.0,99.0,0.799,6.87,1.72,11.05,2.21,1.13,0.122,0.496,0.171,0.358,0.419,82.0,110.0,104.0,107.0,112.0,116.0,68.0,92.0,90.0,121.0,95.0,102.0,,,,0.187,,0.292,0.144,0.066,3.13,,-2.49,-0.37,-9.69,92.7,,85.7,82.5,81.0,0.219,0.313,0.214,,,,0.6,1.1,0.182,,,,0.174,0.304,0.222,80.0,101.0,91.0,0.311,-1.15,93.7,0.35,0.7,0.118,,,,,,,,,,,,,,,,,,,0.311,0.511,0.329,,,,,,
2024-07-26,6:42 PM.,PHI,CLE,away,Partly Cloudy.,83,650911,RF,5,1,2,0,0,0,1,1,0,1,3,0.256,0.337,0.397,0.734,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,102.0,102.0,103.0,86.0,52.0,74.0,,0.001,0.169,,0.357,,2.59,0.65,,1.56,,86.5,85.1,84.4,,,,,,,,0.177,0.22,0.348,0.219,0.368,0.308,,,,95.0,101.0,98.0,0.473,-0.55,94.5,0.345,0.481,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,1:11 PM.,DET,CLE,home,Cloudy.,75,663947,CF,4,0,0,0,0,0,0,0,0,1,0,0.247,0.333,0.397,0.73,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,113.0,97.0,105.0,85.0,105.0,101.0,0.152,0.273,0.155,0.015,0.189,4.5,1.85,1.73,1.83,0.4,92.1,87.6,83.6,80.6,79.2,0.105,0.14,0.257,0.194,0.292,0.253,0.25,0.382,0.289,,,,,,,77.0,105.0,97.0,0.216,2.61,91.5,0.156,0.338,0.094,,,,,,,,,,,,,,,,,,,0.13,0.174,0.379,,,,,,
2024-07-24,6:42 PM.,DET,CLE,home,Cloudy.,77,656427,RF,4,0,1,0,0,0,0,1,0,0,2,0.261,0.35,0.42,0.77,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,95.0,102.0,102.0,,,,0.441,,0.29,,0.027,0.5,,0.02,,-0.55,93.3,,85.7,84.7,,0.245,0.401,0.238,,,,0.111,0.333,0.111,0.222,0.455,0.363,0.164,0.219,0.436,75.0,85.0,72.0,0.023,-5.05,90.6,0.6,1.2,0.4,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,,,,,,,,,,,,,
2024-07-23,6:41 PM.,DET,CLE,home,Partly Cloudy.,78,663947,CF,4,0,1,1,0,0,1,0,0,2,3,0.262,0.355,0.431,0.786,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,113.0,97.0,105.0,85.0,105.0,101.0,0.152,0.273,0.155,0.015,0.189,4.5,1.85,1.73,1.83,0.4,92.1,87.6,83.6,80.6,79.2,0.105,0.14,0.257,0.194,0.292,0.253,0.25,0.382,0.289,,,,,,,77.0,105.0,97.0,0.216,2.61,91.5,0.156,0.338,0.094,,,,,,,,,,,,,,,,,,,0.13,0.174,0.379,,,,,,
2024-07-22,6:40 PM.,DET,CLE,home,Cloudy.,76,669373,CF,4,0,1,1,0,0,0,0,1,0,0,0.262,0.366,0.426,0.792,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,111.0,99.0,103.0,,,,0.332,,0.149,,0.271,1.84,,0.78,,1.13,96.8,,86.3,88.7,,0.197,0.286,0.277,,,,0.216,0.322,0.461,0.169,0.364,0.346,0.158,0.316,0.175,95.0,105.0,104.0,0.205,1.25,96.6,0.207,0.305,0.16,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,,,,
2024-07-21,1:40 PM.,SD,CLE,home,Partly Cloudy.,80,650633,CF,3,1,1,0,0,0,0,0,1,1,0,0.263,0.364,0.421,0.785,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,,,,86.0,103.0,101.0,115.0,97.0,102.0,,,,0.241,,0.234,,0.246,-0.15,,-0.19,,1.61,93.7,,86.7,82.9,,0.265,0.402,0.261,,,,0.207,0.286,0.362,0.281,0.5,0.284,,,,88.0,105.0,98.0,0.279,0.68,92.9,0.2,0.376,0.189,,,,,,,,,,,,,,,,,,,0.206,0.304,0.345,,,,,,
2024-07-20,7:11 PM.,SD,CLE,home,Partly Cloudy.,77,656302,RF,3,0,0,0,0,0,0,0,0,2,0,0.259,0.355,0.426,0.781,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,123.0,95.0,102.0,112.0,100.0,105.0,113.0,89.0,90.0,0.435,0.006,0.471,,0.009,0.22,-5.11,1.98,,-4.13,96.9,91.8,69.7,87.2,,0.235,0.39,0.203,0.25,1.0,0.0,0.25,1.0,0.2,0.159,0.257,0.447,0.28,0.44,0.286,,,,,,,,,,,,,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,,,,,0.2,0.267,0.385,,,,,,
