date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff
2024-08-29,12:40 PM.,NYM,AZ,home,Roof Closed.,78,656849,C,1,0,0,0,0,0,0,0,0,0,0,0.347,0.418,0.571,0.989,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,0.31,0.265,0.184,0.076,0.164,0.39,1.83,-1.81,0.11,0.03,93.1,84.7,91.9,85.1,79.1,0.211,0.324,0.271,0.287,0.447,0.339,0.22,0.266,0.287,0.253,0.36,0.16,0.207,0.345,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-28,6:40 PM.,NYM,AZ,home,Roof Closed.,74,622663,C,4,0,2,0,0,0,0,0,0,1,2,0.354,0.426,0.583,1.009,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,,,,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,0.248,0.355,0.242,,0.075,0.15,1.24,0.26,,-3.63,96.2,86.1,95.6,85.6,,0.358,0.66,0.186,0.263,0.342,0.284,0.243,0.392,0.218,0.278,0.414,0.122,,,,0.139,0.238,0.386,92.0,91.0,89.0,,,,0.081,,1.05,,92.6,,0.2,0.3,0.26,,,,,,,,,,,,
2024-08-25,1:36 PM.,BOS,AZ,away,Cloudy.,84,656557,C,2,2,1,0,0,0,0,0,2,1,1,0.341,0.42,0.591,1.011,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,,0.414,,,,0.67,0.54,,,,,93.5,83.2,,,,,,,,,,,0.27,0.325,0.142,,,,0.23,0.357,0.302,95.0,93.0,93.0,116.0,103.0,109.0,0.015,0.248,-0.95,1.74,87.1,88.4,0.2,0.4,0.235,0.195,0.265,0.208,,,,,,,,,
2024-08-24,4:11 PM.,BOS,AZ,away,Partly Cloudy.,83,676710,C,1,0,0,0,0,0,0,0,0,0,0,0.333,0.391,0.595,0.986,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,,0.337,0.185,,,-0.43,,-0.56,,,92.6,,,80.8,,,,,,,,0.255,0.5,0.198,,,,0.143,0.171,0.219,0.222,0.437,0.263,114.0,104.0,104.0,87.0,102.0,106.0,0.32,0.086,0.55,0.47,87.5,82.4,0.216,0.418,0.265,0.192,0.26,0.404,98.0,97.0,99.0,0.072,1.14,77.3,,,
2024-08-23,7:13 PM.,BOS,AZ,away,Partly Cloudy.,78,678394,C,5,1,1,0,0,0,0,0,0,1,7,0.341,0.4,0.61,1.01,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,0.403,0.048,0.28,,0.269,0.25,-0.24,-0.58,,0.15,95.6,87.6,95.7,86.8,,0.177,0.354,0.369,0.268,0.401,0.343,0.12,0.16,0.218,0.309,0.44,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,6:40 PM.,MIA,AZ,away,Roof Closed.,72,682610,C,3,0,2,0,0,0,0,0,0,1,0,0.361,0.425,0.667,1.092,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,,,,96.0,97.0,94.0,93.0,94.0,91.0,103.0,94.0,100.0,0.228,0.269,0.198,,0.093,-3.28,-0.99,-2.57,,-2.82,95.4,89.3,94.9,85.7,,0.27,0.595,0.306,0.261,0.536,0.328,0.325,0.714,0.175,0.27,0.554,0.109,,,,,,,89.0,96.0,90.0,,,,0.212,,-0.08,,89.8,,0.229,0.471,0.313,,,,,,,,,,,,
2024-08-19,6:40 PM.,MIA,AZ,away,Roof Closed.,72,670124,C,4,1,2,0,0,1,6,1,1,2,1,0.333,0.405,0.667,1.072,670124,adamoller,Oller,Right,Adam Oller,MIA,5.31,4.59,42.1,95.0,99.0,95.0,0.803,7.65,4.68,9.14,1.49,0.86,0.271,0.357,0.132,0.318,0.404,50.0,89.0,83.0,110.0,97.0,99.0,95.0,92.0,92.0,,,,120.0,121.0,121.0,,0.514,0.008,0.407,0.07,-2.09,,10.03,1.72,-3.63,93.7,86.9,,86.2,84.0,0.556,0.556,0.318,,,,0.314,0.616,0.154,,,,0.208,0.292,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.136,0.159,0.329
2024-08-18,1:40 PM.,TB,AZ,away,Dome.,72,656876,C,5,1,1,0,0,1,3,0,0,2,1,0.31,0.375,0.586,0.961,656876,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.83,1.98,28.2,106.0,128.0,111.0,0.705,10.99,1.88,7.85,0.0,1.74,0.347,0.36,0.173,0.24,0.451,,,,,,,136.0,110.0,117.0,125.0,105.0,107.0,137.0,116.0,128.0,0.292,0.377,0.054,,,2.64,-1.1,5.27,,,97.4,,96.2,85.4,,,,,,,,0.171,0.2,0.308,0.316,0.395,0.167,,,,0.083,0.083,0.412,117.0,101.0,102.0,,,,0.277,,0.79,,89.1,,0.25,0.292,0.406,,,,,,,,,,,,
2024-08-16,6:51 PM.,TB,AZ,away,Dome.,72,686752,C,4,0,0,0,0,0,0,0,0,2,6,0.333,0.407,0.542,0.949,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,,0.506,0.173,0.027,0.235,1.07,,0.51,-1.47,-0.47,94.9,85.8,,89.0,80.6,0.216,0.353,0.286,0.267,0.407,0.317,0.181,0.33,0.316,,,,0.167,0.167,0.5,,,,100.0,103.0,100.0,,,,0.06,,-0.88,,91.6,,0.276,0.586,0.141,,,,,,,,,,,,
2024-08-14,12:40 PM.,COL,AZ,home,Roof Closed.,76,685299,C,5,1,1,0,0,0,0,0,0,2,6,0.4,0.478,0.65,1.128,685299,tannergordon,Gordon,Right,Tanner Gordon,COL,8.65,5.94,34.1,108.0,86.0,100.0,0.834,6.82,1.57,13.89,2.62,0.94,0.232,0.448,0.12,0.328,0.479,83.0,107.0,103.0,83.0,118.0,93.0,74.0,108.0,100.0,101.0,114.0,106.0,100.0,111.0,102.0,0.01,0.488,0.267,0.044,0.191,-1.03,6.83,-2.41,-15.33,-4.31,92.0,83.9,93.3,85.2,80.4,0.371,0.743,0.234,0.324,0.618,0.284,0.338,0.574,0.119,,,,0.545,1.091,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,6:40 PM.,COL,AZ,home,Roof Closed.,78,596295,PH,0,1,0,0,0,0,0,0,1,0,0,0.467,0.556,0.8,1.356,596295,austingomber,Gomber,Left,Austin Gomber,COL,4.75,5.07,165.0,102.0,82.0,98.0,0.821,6.33,2.07,9.71,1.64,0.92,0.213,0.423,0.122,0.394,0.446,82.0,103.0,99.0,,,,71.0,98.0,91.0,51.0,110.0,96.0,91.0,103.0,102.0,0.001,0.404,0.167,,0.205,-1.23,-42.96,-0.17,,-0.15,90.4,81.1,90.1,83.8,,0.28,0.409,0.273,0.274,0.513,0.22,0.305,0.6,0.096,,,,0.22,0.368,0.269,,,,,,,,,,,,,,,,,,,,,,93.0,109.0,107.0,0.224,-0.08,77.6,,,
2024-08-12,6:40 PM.,COL,AZ,home,Roof Closed.,78,687134,C,3,0,0,0,0,0,0,0,1,0,2,0.467,0.529,0.8,1.329,687134,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.87,6.58,30.2,95.0,90.0,93.0,0.821,5.87,5.87,10.27,1.17,0.89,0.179,0.387,0.142,0.434,0.426,,,,103.0,110.0,109.0,78.0,91.0,86.0,,,,123.0,100.0,103.0,,0.474,0.204,0.115,,-1.33,,1.78,-0.99,,93.5,,,85.3,79.4,,,,0.156,0.219,0.283,0.321,0.5,0.153,,,,0.188,0.5,0.167,,,,85.0,93.0,94.0,75.0,84.0,87.0,0.038,0.168,-4.12,-2.77,88.8,85.2,,,,0.4,0.7,0.314,,,,,,,,,
2024-08-11,1:10 PM.,PHI,AZ,home,Roof Closed.,78,650911,C,5,1,3,1,0,0,2,0,0,2,0,0.583,0.615,1.0,1.615,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,0.473,,0.169,,0.357,,-0.55,0.65,,1.56,,85.1,94.5,84.4,,0.177,0.22,0.348,0.219,0.368,0.308,,,,0.345,0.481,0.131,,,,,,,86.0,52.0,74.0,,,,0.001,,2.59,,86.5,,,,,,,,,,,,,,,,
2024-08-09,6:40 PM.,PHI,AZ,home,Roof Closed.,78,554430,C,4,1,3,0,0,1,2,0,0,1,0,0.571,0.625,1.143,1.768,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,0.192,0.416,0.125,0.1,,0.88,2.68,1.04,-0.98,,95.3,,94.6,84.9,81.8,,,,,,,0.209,0.395,0.296,0.189,0.259,0.142,0.205,0.397,0.387,0.152,0.273,0.335,92.0,97.0,94.0,94.0,110.0,110.0,0.093,0.074,-0.23,1.47,91.1,86.1,0.226,0.371,0.183,0.137,0.196,0.402,,,,,,,,,
2024-08-07,4:30 PM.,CLE,AZ,away,Cloudy.,75,471911,C,3,0,1,1,0,0,1,0,1,2,1,0.333,0.5,0.667,1.167,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,89.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.84,-1.96,-0.96,1.49,-1.09,91.6,86.8,91.1,83.5,80.4,0.241,0.472,0.282,0.284,0.52,0.288,0.337,0.554,0.146,0.304,0.609,0.13,0.053,0.158,0.213,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
