date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSL/C,wCU/C,vFA,vFC,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CH%,wSI/C,wCH/C,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FO%,wFO/C,vFO,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023-05-10,6:40 PM.,NYM,CIN,home,Clear.,76,434378,DH,3,0,0,0,0,0,0,0,0,0,0,0.233,0.327,0.279,0.606,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,,,,,,,0.5,,,0.253,0.2,0.89,,,0.97,0.43,94.3,,,86.9,78.2,0.235,0.417,0.181,,,,,,,0.241,0.328,0.244,0.201,0.325,0.292,102.0,107.0,113.0,,,,,0.047,,-0.23,85.2,,,,,0.214,0.286,0.286,,,,,,,,,
2023-05-07,4:11 PM.,CWS,CIN,home,Cloudy.,77,656629,LF,4,0,1,0,0,0,0,0,1,0,4,0.25,0.348,0.3,0.648,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,,,,,,,0.614,,,0.272,0.04,-0.71,,,-1.5,-0.94,95.2,,,84.8,80.6,0.244,0.462,0.264,,,,,,,0.158,0.474,0.1939999999999999,0.258,0.516,0.2739999999999999,73.0,82.0,76.0,,,,,0.074,,0.15,88.7,,,,,0.133,0.3,0.3389999999999999,,,,,,,,,
2023-05-06,6:41 PM.,CWS,CIN,home,Partly Cloudy.,76,605182,LF,3,0,0,0,0,0,0,0,0,1,1,0.25,0.341,0.306,0.647,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,97.0,101.0,103.0,100.0,113.0,97.0,104.0,90.0,100.0,100.0,,,,0.479,0.082,,0.271,0.016,-0.21,-0.07,,0.5,0.55,94.3,84.9,,79.4,76.0,0.283,0.494,0.174,,,,0.256,0.395,0.264,0.167,0.167,0.2,0.203,0.366,0.306,80.0,96.0,95.0,91.0,100.0,90.0,0.024,0.128,1.47,1.69,86.1,93.1,0.2,0.2,0.2,0.175,0.206,0.293,,,,,,,,,
2023-05-05,6:41 PM.,CWS,CIN,home,Clear.,75,458681,RF,4,0,0,0,0,0,0,0,0,3,3,0.273,0.368,0.333,0.701,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,109.0,97.0,106.0,92.0,105.0,104.0,97.0,98.0,106.0,104.0,105.0,99.0,,,,0.437,0.23,,0.063,0.074,-0.4,-0.35,,-3.65,-2.24,92.4,88.7,,83.0,80.8,0.255,0.52,0.316,,,,0.273,0.512,0.267,0.208,0.453,0.354,0.286,0.446,0.308,56.0,95.0,90.0,93.0,95.0,87.0,0.126,0.07,1.21,-1.23,84.9,91.4,0.239,0.394,0.177,0.302,0.372,0.296,,,,,,,,,
2023-05-02,6:42 PM.,SD,CIN,away,Partly Cloudy.,61,608379,DH,3,0,0,0,0,0,0,0,1,2,0,0.31,0.412,0.379,0.791,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,86.0,92.0,94.0,73.0,104.0,94.0,,,,96.0,100.0,96.0,,,,0.288,0.124,,,0.11,1.23,-2.13,,,1.04,92.0,86.9,,,74.0,0.188,0.323,0.1669999999999999,,,,0.364,0.582,0.165,0.172,0.31,0.27,,,,101.0,106.0,110.0,84.0,103.0,103.0,0.133,0.345,-0.36,1.06,81.6,91.9,0.25,0.45,0.111,0.207,0.346,0.359,,,,,,,,,
2023-05-01,6:41 PM.,SD,CIN,away,Cloudy.,60,605483,RF,4,0,0,0,0,0,0,0,0,2,1,0.346,0.433,0.423,0.856,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,,,,,,,0.486,,,0.131,0.198,0.07,,,0.68,2.55,95.5,,,88.4,81.0,0.255,0.389,0.195,,,,,,,0.079,0.14,0.563,0.123,0.26,0.536,72.0,103.0,106.0,,,,,0.184,,2.65,86.7,,,,,0.185,0.266,0.4679999999999999,,,,,,,,,
2023-04-30,1:08 PM.,OAK,CIN,away,Partly Cloudy.,63,686610,RF,5,1,2,0,0,0,0,0,0,1,3,0.409,0.5,0.5,1.0,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,,,,,,,0.543,,,0.271,0.02,-0.52,,,-0.79,-3.62,93.3,,,81.1,74.5,0.275,0.493,0.178,,,,,,,0.333,0.833,0.0,0.218,0.423,0.3279999999999999,92.0,90.0,88.0,,,,,0.166,,-1.4,84.2,,,,,0.34,0.515,0.374,,,,,,,,,
2023-04-29,1:08 PM.,OAK,CIN,away,Partly Cloudy.,63,666205,RF,3,1,1,0,0,0,0,0,1,0,0,0.412,0.524,0.529,1.053,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,97.0,103.0,104.0,87.0,99.0,92.0,90.0,98.0,99.0,,,,,,,0.517,,,0.253,0.149,-2.52,,,-0.45,-2.07,93.5,,,87.1,81.2,0.395,0.663,0.161,,,,,,,0.268,0.415,0.284,0.293,0.475,0.242,74.0,72.0,74.0,,,,,0.081,,-3.21,87.9,,,,,0.333,0.5,0.387,,,,,,,,,
2023-04-28,6:41 PM.,OAK,CIN,away,Partly Cloudy.,64,607968,DH,3,1,2,0,0,0,0,0,2,0,2,0.429,0.529,0.571,1.1,607968,drewrucinski,Rucinski,Right,Drew Rucinski,OAK,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.189,0.351,0.397,96.0,117.0,109.0,69.0,87.0,79.0,79.0,97.0,89.0,,,,,,,0.289,,,0.303,0.071,-2.27,,,-4.74,-14.4,89.0,,,84.2,78.8,0.294,0.471,0.152,,,,,,,0.667,1.0,0.286,0.375,0.833,0.367,63.0,88.0,84.0,84.0,90.0,87.0,0.26,0.077,-0.04,-2.31,83.6,89.1,0.259,0.37,0.023,,,,,,,,,,,,
2023-04-26,12:37 PM.,TEX,CIN,home,Partly Cloudy.,58,592351,RF,4,1,1,0,1,0,1,0,0,0,3,0.364,0.417,0.545,0.962,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,,,,,,,0.424,,,0.398,0.062,-1.83,,,2.33,-1.69,95.7,,,87.2,78.2,0.346,0.551,0.179,,,,,,,0.263,0.737,0.27,0.105,0.211,0.324,77.0,96.0,97.0,,,,,0.116,,1.71,88.8,,,,,0.211,0.268,0.213,,,,,,,,,
2023-04-25,6:40 PM.,TEX,CIN,home,Cloudy.,60,527048,RF,4,2,2,0,0,0,1,0,0,1,2,0.429,0.5,0.429,0.929,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,78.0,101.0,100.0,75.0,102.0,99.0,88.0,94.0,96.0,79.0,99.0,88.0,,,,0.04,0.221,,0.01,0.037,3.25,-2.02,,2.0,3.35,91.8,89.2,,83.4,79.1,0.167,0.222,0.146,,,,0.342,0.64,0.1169999999999999,0.063,0.063,0.353,0.0,0.0,0.2,71.0,110.0,99.0,73.0,102.0,95.0,0.428,0.265,0.44,-0.75,84.1,91.6,0.244,0.394,0.0969999999999999,0.316,0.447,0.278,,,,,,,,,
2023-04-24,6:41 PM.,TEX,CIN,home,Partly Cloudy.,51,543135,DH,3,0,1,0,0,0,1,0,1,0,1,0.333,0.5,0.333,0.833,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,0.372,0.176,0.276,0.04,0.135,0.41,1.33,1.26,-3.23,0.86,95.1,90.6,87.9,83.9,76.0,0.234,0.423,0.183,0.196,0.314,0.355,0.238,0.417,0.198,0.2,0.22,0.417,0.303,0.606,0.1369999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
