date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2023-05-21,1:35 PM.,DET,WSH,home,Sunny.,72,666214,LF,5,0,2,0,0,0,1,0,0,1,4,0.253,0.322,0.329,0.651,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,0.416,,0.158,0.175,-2.53,,-0.86,-0.22,93.4,85.0,,77.5,0.374,0.682,0.19,0.189,0.392,0.318,,,,0.247,0.356,0.285,,,,,,,,,,,,,,,,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,0.5,0.291,,,,,,,,,,,,,,,,,,,,,
2023-05-20,4:05 PM.,DET,WSH,home,Partly Cloudy.,78,656412,LF,1,0,0,0,0,0,0,0,0,0,1,0.243,0.317,0.324,0.641,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,4.45,3.82,64.2,104.0,92.0,101.0,0.781,8.07,2.78,6.68,1.67,0.79,0.235,0.459,0.18,0.339,0.436,84.0,101.0,97.0,,,,87.0,104.0,96.0,103.0,105.0,108.0,0.485,0.381,,0.133,0.89,0.65,,-0.75,92.9,85.9,82.3,,0.2,0.438,0.124,0.222,0.417,0.1689999999999999,0.192,0.364,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-19,7:05 PM.,DET,WSH,home,Partly Cloudy.,72,571510,LF,3,1,1,0,0,0,0,0,0,1,0,0.247,0.321,0.329,0.65,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,90.0,87.0,92.0,81.0,102.0,94.0,95.0,95.0,96.0,0.386,0.284,0.074,0.186,-0.64,0.57,-2.52,0.56,91.4,80.2,79.6,73.8,0.281,0.509,0.295,0.245,0.367,0.389,0.203,0.338,0.305,0.4,1.0,0.182,76.0,100.0,90.0,,,,0.07,,2.52,,90.8,,0.207,0.207,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-16,6:39 PM.,MIA,WSH,away,Roof Closed.,72,666200,LF,3,0,0,0,0,0,0,0,1,3,3,0.243,0.321,0.329,0.65,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,111.0,97.0,105.0,0.457,0.289,,0.21,0.93,-0.26,,-0.09,96.7,88.3,85.1,,0.232,0.384,0.1939999999999999,0.248,0.429,0.361,0.233,0.389,0.518,,,,82.0,100.0,97.0,,,,0.04,,-0.81,,96.5,,0.314,0.686,0.102,68.0,87.0,76.0,0.004,0.74,91.4,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-15,4:05 PM.,NYM,WSH,home,Sunny.,76,656849,LF,3,0,0,0,0,0,0,0,1,1,0,0.254,0.324,0.343,0.667,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,105.0,99.0,102.0,0.273,0.197,0.088,0.189,-0.83,-2.58,2.63,-1.35,92.7,85.3,85.3,78.6,0.287,0.425,0.281,0.325,0.55,0.309,0.268,0.472,0.3939999999999999,0.2,0.2,0.365,97.0,97.0,95.0,,,,0.253,,0.66,,91.5,,0.314,0.486,0.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-14,4:35 PM.,NYM,WSH,home,Sunny.,79,453286,LF,2,1,0,0,0,0,0,0,0,1,4,0.266,0.329,0.359,0.688,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,0.463,0.168,0.124,0.141,0.72,-0.21,0.51,0.03,93.7,83.8,84.0,75.4,0.255,0.458,0.238,0.207,0.283,0.275,0.25,0.545,0.364,0.187,0.373,0.326,,,,,,,,,,,,,,,,98.0,108.0,99.0,0.104,2.12,88.4,0.135,0.243,0.3329999999999999,,,,,,,,,,,,,,,,,,,,,
2023-05-13,4:05 PM.,NYM,WSH,home,Cloudy.,67,664192,LF,3,0,0,0,0,0,0,0,0,0,4,0.274,0.328,0.371,0.699,664192,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.399,53.0,67.0,57.0,74.0,96.0,93.0,,,,,,,,,0.247,0.007,,,-2.14,0.25,,81.8,,77.9,,,,,,,,,,0.289,0.421,0.3,79.0,99.0,90.0,,,,0.517,,0.95,,90.0,,0.293,0.478,0.151,74.0,97.0,88.0,0.228,2.74,90.4,0.133,0.2,0.107,,,,,,,,,,,,,,,,,,,,,
2023-05-10,12:44 PM.,SF,WSH,away,Cloudy.,57,640455,LF,4,3,2,0,0,0,2,0,1,1,0,0.288,0.333,0.39,0.723,640455,seanmanaea,Manaea,Left,Sean Manaea,SFG,4.44,4.21,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.143,0.305,0.448,90.0,97.0,94.0,,,,90.0,105.0,95.0,92.0,95.0,98.0,0.562,0.26,,0.17,0.91,-0.93,,1.06,93.6,86.6,82.3,,0.235,0.39,0.233,0.224,0.342,0.183,0.122,0.143,0.367,,,,121.0,109.0,108.0,,,,0.008,,-6.19,,94.0,,0.4,0.8,0.25,,,,0.0,-5.8,90.3,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-08,6:47 PM.,SF,WSH,away,Partly Cloudy.,57,543101,LF,4,0,0,0,0,0,0,0,0,2,4,0.273,0.31,0.382,0.692,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,86.0,88.0,84.0,101.0,97.0,101.0,0.126,0.448,,0.098,-1.8,0.88,,-1.71,93.1,86.4,87.4,,0.306,0.528,0.132,0.344,0.5,0.15,0.257,0.429,0.2689999999999999,0.16,0.28,0.278,90.0,106.0,99.0,106.0,109.0,109.0,0.277,0.05,-0.66,-0.59,93.1,82.2,0.283,0.5,0.1119999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-07,1:11 PM.,AZ,WSH,away,Roof Closed.,75,669194,LF,5,2,2,0,0,0,0,0,0,3,3,0.294,0.333,0.412,0.745,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,0.546,0.134,0.052,0.133,-0.72,0.52,-2.44,-0.16,94.4,83.3,81.7,76.4,0.308,0.553,0.1669999999999999,0.203,0.407,0.312,0.174,0.565,0.257,0.429,0.714,0.182,,,,,,,,,,,,,,,,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,0.539,0.218,,,,,,,,,,,,,,,,,,,,,
2023-05-06,5:10 PM.,AZ,WSH,away,Clear.,85,674072,LF,4,0,1,0,0,0,0,1,0,1,0,0.283,0.327,0.413,0.74,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,92.0,101.0,93.0,0.49,0.127,0.191,0.193,-0.88,2.53,0.71,-0.09,90.7,84.0,83.1,79.1,0.292,0.523,0.155,0.278,0.444,0.331,0.158,0.281,0.287,0.229,0.325,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-04,1:05 PM.,CHC,WSH,home,Partly Cloudy.,60,592791,LF,3,0,0,0,0,0,0,0,0,1,1,0.286,0.333,0.429,0.762,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,117.0,113.0,122.0,0.342,0.154,0.149,0.031,-0.69,0.75,-0.12,-0.22,93.7,86.5,80.9,80.5,0.261,0.553,0.204,0.28,0.44,0.106,0.233,0.333,0.2739999999999999,0.198,0.349,0.2,97.0,107.0,97.0,,,,0.102,,0.9,,93.9,,0.296,0.394,0.133,101.0,102.0,99.0,0.222,-0.32,88.6,0.311,0.521,0.2739999999999999,,,,,,,,,,,,,,,,,,,,,
2023-04-29,1:06 PM.,PIT,WSH,home,Overcast.,60,448179,LF,3,1,0,0,0,0,0,0,0,1,2,0.343,0.395,0.514,0.909,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,90.0,92.0,97.0,0.342,0.088,0.354,0.023,-0.32,-2.52,-1.16,-0.06,88.4,83.0,71.1,72.0,0.249,0.454,0.218,0.263,0.421,0.037,0.5,0.929,0.125,0.283,0.47,0.174,98.0,101.0,98.0,,,,0.04,0.008,2.5,-3.65,86.1,67.1,0.105,0.105,0.226,85.0,97.0,93.0,0.147,-1.27,83.3,0.39,0.701,0.1989999999999999,,,,,,,,,,,,,,,,,,,,,
2023-04-29,6:05 PM.,PIT,WSH,home,Cloudy.,69,592826,LF,4,0,0,0,0,0,0,0,0,2,1,0.308,0.357,0.462,0.819,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,,,,110.0,97.0,102.0,101.0,100.0,104.0,0.415,0.446,,0.125,-1.31,2.19,,-1.78,93.2,88.6,83.2,,0.314,0.51,0.222,0.25,0.375,0.257,0.192,0.308,0.319,,,,63.0,94.0,91.0,94.0,146.0,144.0,0.011,0.003,6.0,-2.3,92.9,80.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-27,7:11 PM.,NYM,WSH,away,Partly Cloudy.,55,664192,DH,4,1,1,0,0,0,0,0,0,1,5,0.375,0.429,0.563,0.992,664192,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.399,53.0,67.0,57.0,74.0,96.0,93.0,,,,,,,,,0.247,0.007,,,-2.14,0.25,,81.8,,77.9,,,,,,,,,,0.289,0.421,0.3,79.0,99.0,90.0,,,,0.517,,0.95,,90.0,,0.293,0.478,0.151,74.0,97.0,88.0,0.228,2.74,90.4,0.133,0.2,0.107,,,,,,,,,,,,,,,,,,,,,
2023-04-23,1:11 PM.,MIN,WSH,away,Cloudy.,40,641927,LF,2,0,0,0,0,0,0,0,1,2,0,0.393,0.452,0.607,1.059,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,83.7,81.0,77.5,0.232,0.425,0.2769999999999999,0.226,0.35,0.298,0.255,0.48,0.3289999999999999,0.194,0.306,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-21,7:11 PM.,MIN,WSH,away,Cloudy.,37,641816,LF,3,0,0,0,0,0,0,0,0,2,1,0.423,0.464,0.654,1.118,641816,tylermahle,Mahle,Right,Tyler Mahle,MIN,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.232,0.348,0.203,0.246,0.359,,,,,,,122.0,104.0,105.0,104.0,101.0,102.0,0.518,0.264,,,1.08,-0.02,,,92.6,,83.8,,0.25,0.455,0.179,,,,0.219,0.313,0.255,,,,,,,,,,,,,,,,,,,44.0,122.0,104.0,0.021,12.66,84.7,,,,100.0,116.0,112.0,0.197,-1.89,84.9,0.211,0.579,0.372,,,,,,,,,,,,
2023-04-19,7:05 PM.,BAL,WSH,home,Clear.,74,680694,LF,4,0,1,0,0,0,0,0,0,1,2,0.478,0.52,0.739,1.259,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,0.224,0.313,0.173,0.083,-1.0,1.77,3.99,-0.36,94.5,90.8,88.1,84.8,0.366,0.602,0.15,0.259,0.37,0.114,0.168,0.272,0.364,0.142,0.165,0.356,88.0,104.0,98.0,,,,0.207,,1.53,,95.0,,0.23,0.367,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,7:05 PM.,BAL,WSH,home,Clear.,69,665152,LF,3,0,1,0,0,0,0,0,0,0,2,0.526,0.571,0.842,1.413,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,116.0,98.0,105.0,0.371,0.033,0.089,0.123,0.43,-1.43,-2.29,-1.4,94.6,85.3,82.8,78.1,0.252,0.409,0.262,0.26,0.377,0.27,0.25,0.417,0.244,0.347,0.592,0.24,84.0,106.0,99.0,,,,0.145,,1.81,,91.9,,0.269,0.38,0.081,104.0,106.0,102.0,0.239,0.02,88.8,0.222,0.416,0.2769999999999999,,,,,,,,,,,,,,,,,,,,,
2023-04-16,1:35 PM.,CLE,WSH,home,Cloudy.,79,669456,LF,4,2,2,1,0,0,0,0,0,0,0,0.563,0.611,0.938,1.549,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,59.0,93.0,85.0,,,,81.0,103.0,96.0,111.0,107.0,109.0,0.352,0.207,,0.035,0.87,0.84,,-4.04,91.3,87.2,84.6,,0.257,0.434,0.093,0.5,0.571,0.083,0.18,0.331,0.326,0.237,0.368,0.3229999999999999,,,,155.0,104.0,109.0,,0.137,,-1.29,,82.5,,,,95.0,94.0,93.0,0.269,0.43,86.5,0.316,0.465,0.293,,,,,,,,,,,,,,,,,,,,,
2023-04-09,1:11 PM.,COL,WSH,away,Partly Cloudy.,63,663372,DH,5,1,2,0,0,0,0,0,0,2,3,0.583,0.643,1.0,1.643,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.241,0.331,0.188,0.248,0.448,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,95.0,106.0,105.0,0.278,0.313,0.089,0.147,-0.01,1.27,-2.31,2.91,94.8,84.1,88.6,79.7,0.25,0.295,0.225,0.08,0.08,0.421,0.178,0.289,0.163,0.333,0.4,0.118,103.0,99.0,95.0,,,,0.173,,-4.88,,94.3,,0.475,0.675,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-08,6:10 PM.,COL,WSH,away,Cloudy.,65,596295,DH,5,2,4,2,0,1,5,0,0,1,0,0.714,0.778,1.429,2.207,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,68.0,97.0,85.0,93.0,98.0,102.0,0.439,0.201,,0.181,-1.99,0.96,,-0.07,90.6,81.6,84.8,,0.344,0.656,0.118,0.296,0.509,0.1989999999999999,0.275,0.383,0.247,0.226,0.358,0.28,66.0,7.0,2.0,90.0,103.0,104.0,0.012,0.168,-5.34,-0.75,90.8,77.6,0.4,1.0,0.1669999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-05,1:05 PM.,TB,WSH,home,Partly Cloudy.,83,663556,DH,2,1,1,0,0,0,0,0,2,0,0,0.5,0.75,0.5,1.25,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,86.9,89.3,83.5,0.269,0.479,0.233,0.153,0.191,0.541,0.261,0.58,0.291,0.197,0.344,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,3:05 PM.,PHI,WSH,home,Overcast.,69,605400,PH,1,0,0,0,0,0,0,0,0,0,1,0.6,0.667,1.4,2.067,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,78.0,102.0,91.0,,,,90.0,103.0,99.0,,,,0.278,,,0.096,0.81,,,-1.67,92.5,85.7,,,0.168,0.318,0.224,0.279,0.426,0.135,,,,0.221,0.381,0.37,100.0,109.0,106.0,135.0,106.0,113.0,0.204,0.329,-0.34,0.94,91.5,79.1,0.313,0.475,0.136,69.0,99.0,92.0,0.092,-2.57,87.5,0.389,0.796,0.178,,,,,,,,,,,,,,,,,,,,,
2024-09-27,6:45 PM.,PHI,WSH,home,Overcast.,76,624133,DH,4,2,3,1,0,1,3,0,1,0,1,0.75,0.8,1.75,2.55,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,73.0,100.0,98.0,84.0,107.0,108.0,68.0,101.0,91.0,22.0,85.0,77.0,0.195,0.001,0.205,0.163,0.67,-4.62,1.02,-0.63,91.8,80.0,81.3,74.4,0.224,0.327,0.18,0.229,0.323,0.35,,,,0.189,0.342,0.339,87.0,106.0,104.0,,,,0.315,,0.84,,90.8,,0.27,0.381,0.101,101.0,98.0,93.0,0.121,-1.68,86.5,0.302,0.642,0.162,,,,,,,,,,,,,,,,,,,,,
