date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2023-08-11,7:07 PM.,OAK,WSH,home,Partly Cloudy.,82,621112,LF,3,0,2,0,0,0,1,0,1,1,0,0.255,0.336,0.42,0.756,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,91.0,103.0,108.0,0.146,0.181,0.117,0.112,-2.52,0.46,1.69,2.14,91.9,86.0,80.8,79.1,0.383,0.553,0.17,0.143,0.286,0.389,0.198,0.308,0.344,0.14,0.326,0.245,82.0,96.0,87.0,,,,0.24,,-0.75,,91.8,,0.306,0.435,0.15,106.0,100.0,100.0,0.204,-2.38,88.9,0.435,0.624,0.159,,,,,,,,,,,,,,,,,,,,,
2023-08-10,6:42 PM.,PHI,WSH,away,Cloudy.,74,605400,LF,2,0,0,0,0,0,0,0,0,2,4,0.249,0.329,0.416,0.745,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,0.295,,,0.126,-0.03,,,0.14,92.7,85.9,,,0.246,0.503,0.217,0.22,0.319,0.319,,,,0.221,0.398,0.3329999999999999,100.0,107.0,101.0,118.0,105.0,113.0,0.188,0.316,0.46,0.47,91.8,79.4,0.279,0.416,0.106,111.0,110.0,105.0,0.075,0.4,86.3,0.246,0.508,0.301,,,,,,,,,,,,,,,,,,,,,
2023-08-08,7:24 PM.,PHI,WSH,away,Partly Cloudy.,81,624133,LF,4,1,1,0,0,0,0,0,1,0,0,0.251,0.332,0.421,0.753,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,91.0,113.0,108.0,0.215,0.005,0.19,0.184,-0.65,4.65,1.95,-1.45,93.4,82.9,84.1,75.8,0.304,0.478,0.2189999999999999,0.267,0.444,0.311,0.2,0.2,0.0,0.143,0.226,0.377,96.0,104.0,102.0,,,,0.28,,0.52,,92.8,,0.289,0.409,0.1,97.0,97.0,94.0,0.126,-1.27,87.5,0.34,0.585,0.179,,,,,,,,,,,,,,,,,,,,,
2023-08-06,1:42 PM.,CIN,WSH,away,Partly Cloudy.,84,680689,LF,0,1,0,0,0,0,0,0,1,0,0,0.251,0.33,0.424,0.754,680689,lyonrichardson,Richardson,Right,Lyon Richardson,CIN,8.64,8.07,16.2,103.0,94.0,101.0,0.855,6.48,8.1,9.18,3.24,1.24,0.167,0.537,0.13,0.389,0.396,89.0,113.0,108.0,96.0,113.0,112.0,94.0,91.0,91.0,128.0,105.0,113.0,0.432,0.066,0.109,0.299,-4.86,-0.58,-2.95,2.37,96.5,88.1,84.5,79.4,0.333,1.095,0.183,0.185,0.222,0.204,0.25,0.25,0.25,0.4,1.2,0.083,86.0,114.0,102.0,,,,0.094,,1.99,,95.1,,0.222,0.222,0.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-05,4:11 PM.,CIN,WSH,away,Cloudy.,87,671096,LF,5,0,1,1,0,0,1,0,0,2,2,0.251,0.327,0.424,0.751,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,86.6,82.9,80.9,0.249,0.459,0.198,0.203,0.27,0.3939999999999999,0.174,0.304,0.29,0.367,0.65,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-02,1:05 PM.,MIL,WSH,home,Partly Cloudy.,81,489119,LF,2,0,0,0,0,0,0,0,0,1,1,0.253,0.33,0.425,0.755,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,113.0,108.0,103.0,0.195,0.049,0.022,0.246,0.46,0.62,2.01,0.6,90.4,83.7,79.1,75.8,0.198,0.453,0.134,0.219,0.281,0.239,0.192,0.308,0.349,,,,88.0,109.0,96.0,,,,0.046,,-2.53,,90.7,,0.333,0.375,0.125,101.0,103.0,101.0,0.443,1.07,87.1,0.232,0.446,0.172,,,,,,,,,,,,,,,,,,,,,
2023-07-31,7:05 PM.,MIL,WSH,home,Clear.,84,669203,LF,0,0,0,0,0,0,0,0,1,0,0,0.255,0.333,0.429,0.762,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,144.0,110.0,127.0,,0.085,0.171,0.112,,1.12,1.35,1.07,,89.3,86.0,79.8,,,,0.204,0.258,0.306,0.159,0.275,0.4379999999999999,0.133,0.211,0.488,103.0,97.0,90.0,,,,0.077,,-2.42,,95.3,,0.291,0.564,0.129,127.0,101.0,103.0,0.554,1.51,94.4,0.209,0.34,0.2269999999999999,,,,,,,,,,,,,,,,,,,,,
2023-07-30,1:40 PM.,NYM,WSH,away,Sunny.,77,434378,RF,1,1,0,0,0,0,0,0,1,0,0,0.255,0.33,0.429,0.759,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,85.2,86.9,78.2,0.235,0.417,0.181,0.214,0.286,0.286,0.201,0.325,0.292,0.241,0.328,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-29,8:30 PM.,NYM,WSH,away,Partly Cloudy.,79,471911,LF,3,2,0,0,0,0,1,0,1,1,0,0.257,0.329,0.432,0.761,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,104.0,98.0,108.0,0.323,0.184,0.091,0.299,-2.35,-1.99,-1.25,0.12,92.7,87.2,84.1,80.1,0.358,0.651,0.166,0.22,0.314,0.311,0.329,0.575,0.3289999999999999,0.25,0.594,0.217,91.0,90.0,87.0,,,,0.1,,-3.88,,91.5,,0.45,0.725,0.129,86.0,88.0,95.0,0.004,-9.5,89.5,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-28,7:10 PM.,NYM,WSH,away,Partly Cloudy.,87,453286,PH,1,0,0,0,0,0,0,0,0,1,0,0.261,0.332,0.439,0.771,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,0.463,0.168,0.124,0.141,0.72,-0.21,0.51,0.03,93.7,83.8,84.0,75.4,0.255,0.458,0.238,0.207,0.283,0.275,0.25,0.545,0.364,0.187,0.373,0.326,,,,,,,,,,,,,,,,98.0,108.0,99.0,0.104,2.12,88.4,0.135,0.243,0.3329999999999999,,,,,,,,,,,,,,,,,,,,,
2023-07-27,7:11 PM.,NYM,WSH,away,Clear.,90,673540,LF,1,0,0,0,0,0,0,0,0,0,0,0.263,0.333,0.441,0.774,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,0.37,0.116,0.027,,0.17,-0.96,-0.23,,95.7,,82.7,72.8,0.244,0.399,0.173,,,,0.333,0.952,0.245,0.125,0.5,0.444,,,,,,,,,,,,,,,,93.0,95.0,93.0,0.25,2.52,90.8,0.244,0.339,0.182,,,,,,,0.11,0.147,0.595,,,,,,,,,,0.237,0.95,83.2
2023-07-26,12:06 PM.,COL,WSH,home,Sunny.,86,663567,LF,2,0,0,0,0,0,1,0,0,1,2,0.264,0.335,0.444,0.779,663567,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.36,5.44,87.1,99.0,90.0,95.0,0.796,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.0,98.0,92.0,74.0,108.0,101.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.323,0.032,0.2,-0.78,-1.15,1.04,-1.74,93.2,86.2,86.2,78.0,0.271,0.586,0.1669999999999999,0.235,0.459,0.325,0.308,0.641,0.198,0.267,0.267,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-25,8:30 PM.,COL,WSH,home,Partly Cloudy.,82,596295,RF,3,1,2,0,0,1,1,0,1,1,1,0.267,0.338,0.449,0.787,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,68.0,97.0,85.0,93.0,98.0,102.0,0.439,0.201,,0.181,-1.99,0.96,,-0.07,90.6,81.6,84.8,,0.344,0.656,0.118,0.296,0.509,0.1989999999999999,0.275,0.383,0.247,0.226,0.358,0.28,66.0,7.0,2.0,90.0,103.0,104.0,0.012,0.168,-5.34,-0.75,90.8,77.6,0.4,1.0,0.1669999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-24,7:05 PM.,COL,WSH,home,Partly Cloudy.,85,656234,RF,1,1,0,0,0,0,0,0,1,1,1,0.26,0.33,0.428,0.758,656234,jakebird,Bird,Right,Jake Bird,COL,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.407,0.133,0.333,0.466,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,87.3,86.3,81.7,,,,,,,0.222,0.278,0.325,0.133,0.265,0.3829999999999999,99.0,96.0,80.0,,,,0.595,,-0.04,,94.4,,0.32,0.402,0.135,112.0,99.0,98.0,0.132,-1.98,89.7,0.341,0.614,0.25,,,,,,,,,,,,,,,,,,,,,
2023-07-23,1:35 PM.,SF,WSH,home,Partly Cloudy.,87,518397,LF,3,0,1,1,0,0,1,0,1,2,0,0.262,0.328,0.43,0.758,518397,scottalexander,Alexander,Left,Scott Alexander,SFG,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.176,0.43,0.158,0.333,0.465,68.0,92.0,87.0,,,,,,,110.0,103.0,103.0,,0.16,,0.082,,1.06,,0.57,,85.9,83.0,,,,,0.167,0.25,0.346,0.192,0.308,0.396,,,,84.0,101.0,97.0,,,,0.758,,0.64,,92.8,,0.306,0.389,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-21,7:05 PM.,SF,WSH,home,Partly Cloudy.,87,622072,LF,3,1,0,0,0,0,0,0,0,1,2,0.26,0.324,0.426,0.75,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,,,,110.0,93.0,95.0,,0.261,,0.292,,-0.8,,-0.33,,85.2,82.4,,,,,0.273,0.388,0.154,0.288,0.441,0.25,,,,80.0,95.0,88.0,,,,0.446,0.001,0.12,-5.8,91.5,83.6,0.234,0.433,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-17,7:05 PM.,CHC,WSH,away,Clear.,72,592767,LF,4,2,3,2,0,0,0,0,0,1,1,0.265,0.326,0.434,0.76,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.399,0.36,77.0,94.0,88.0,105.0,102.0,103.0,0.389,0.494,-1.32,-0.09,91.9,78.6,0.314,0.6,0.173,86.0,94.0,82.0,0.117,-0.51,88.6,0.293,0.463,0.216,,,,,,,,,,,,,,,,,,,,,
2023-07-16,1:17 PM.,STL,WSH,away,Sunny.,89,656427,LF,1,0,0,0,0,0,0,0,0,1,2,0.253,0.317,0.414,0.731,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.417,0.246,,0.033,-0.44,-1.15,,0.86,93.1,85.3,84.2,,0.29,0.411,0.208,0.154,0.154,0.083,0.339,0.558,0.265,0.204,0.372,0.402,75.0,82.0,71.0,93.0,102.0,108.0,0.02,0.194,-2.28,0.23,90.1,76.2,0.333,0.333,0.1,92.0,98.0,101.0,0.091,-1.05,88.7,0.318,0.545,0.264,,,,,,,,,,,,,,,,,,,,,
2023-07-15,7:20 PM.,STL,WSH,away,Partly Cloudy.,77,571927,LF,5,0,0,0,0,0,0,0,0,3,4,0.255,0.318,0.416,0.734,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,106.0,109.0,107.0,108.0,96.0,100.0,,,,62.0,82.0,90.0,,0.018,0.148,0.274,,-1.27,-0.6,-0.09,,84.2,88.9,78.5,,,,0.291,0.405,0.289,0.5,0.75,0.1,0.259,0.407,0.2,87.0,101.0,96.0,,,,0.561,,0.41,,94.1,,0.24,0.397,0.247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-14,7:16 PM.,STL,WSH,away,Partly Cloudy.,91,571945,LF,2,0,1,0,0,0,0,0,0,1,0,0.263,0.328,0.429,0.757,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,0.26,0.243,0.198,0.054,-0.19,0.62,-0.92,2.68,93.3,84.4,86.4,75.9,0.29,0.495,0.1889999999999999,0.182,0.382,0.085,0.245,0.375,0.2239999999999999,0.261,0.387,0.198,86.0,108.0,99.0,,,,0.243,0.002,-1.61,-0.89,92.7,68.1,0.34,0.54,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-09,12:05 PM.,TEX,WSH,home,Cloudy.,83,641540,LF,1,1,1,0,0,1,1,0,0,0,0,0.26,0.326,0.429,0.755,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,101.0,106.0,106.0,0.032,0.234,0.016,0.156,-3.75,0.14,-3.56,-0.87,90.5,85.7,82.1,78.1,0.294,0.765,0.235,0.301,0.478,0.258,0.212,0.364,0.345,0.25,0.25,0.5,79.0,104.0,94.0,,,,0.331,0.032,1.37,-0.43,91.0,77.5,0.246,0.354,0.08,90.0,100.0,95.0,0.2,0.82,88.9,0.258,0.393,0.231,,,,,,,,,,,,,,,,,,,,,
2023-07-08,4:06 PM.,TEX,WSH,home,Cloudy.,87,571760,LF,4,0,0,0,0,0,0,0,0,2,0,0.255,0.322,0.405,0.727,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.169,0.1,-1.35,-3.87,-0.11,92.5,84.0,82.0,74.4,0.236,0.431,0.256,0.274,0.452,0.24,0.259,0.443,0.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
