date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-07-24,6:45 PM.,SD,WSH,home,Cloudy.,84,663362,3B,3,0,0,0,0,0,0,0,0,0,1,0.222,0.278,0.259,0.537,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,115.0,101.0,107.0,,,,0.19,,0.198,,-0.77,,0.5,,90.6,,79.3,,0.265,0.513,0.224,,,,,,,,,,,,,73.0,108.0,102.0,83.0,98.0,90.0,0.144,0.086,,1.88,0.64,,87.0,,90.0,,,,0.231,0.385,0.144,0.303,0.404,0.067,0.227,0.454,0.201,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024-07-23,6:45 PM.,SD,WSH,home,Cloudy.,88,681190,3B,3,0,1,1,0,0,0,0,0,1,0,0.226,0.283,0.264,0.547,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,124.0,101.0,106.0,92.0,103.0,100.0,132.0,101.0,109.0,,,,0.285,,0.1,0.197,-0.56,,-0.16,-0.45,94.3,,82.4,82.2,0.301,0.462,0.222,,,,,,,0.234,0.422,0.239,96.0,99.0,96.0,103.0,103.0,98.0,107.0,99.0,97.0,0.157,0.137,0.124,2.22,-1.91,-3.49,90.2,88.6,94.2,0.365,0.615,0.122,0.228,0.351,0.169,0.429,0.571,0.106,0.229,0.396,0.247,,,,,,,,,,,,,,,
2024-07-21,1:35 PM.,CIN,WSH,home,Partly Cloudy.,88,671096,3B,4,0,1,0,0,0,0,0,0,0,3,0.224,0.282,0.256,0.538,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,101.0,98.0,99.0,78.0,96.0,89.0,125.0,106.0,112.0,,,,0.535,,0.186,0.116,-0.26,,0.49,-1.56,92.8,,82.9,80.8,0.254,0.451,0.194,,,,,,,0.327,0.653,0.179,96.0,94.0,97.0,,,,,,,,,0.163,,,0.23,,84.8,,0.214,0.429,0.273,,,,,,,0.189,0.307,0.287,,,,,,,,,,,,,,,
2024-07-20,6:45 PM.,CIN,WSH,home,Cloudy.,78,666157,3B,4,0,0,0,0,0,0,0,0,2,3,0.224,0.283,0.257,0.54,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,90.0,94.0,100.0,119.0,103.0,97.0,,,,,,,0.43,,,0.273,0.11,,,-0.75,94.1,,,81.7,0.241,0.407,0.23,,,,,,,0.217,0.302,0.429,96.0,99.0,92.0,111.0,97.0,93.0,,,,0.133,,0.164,,0.99,-0.21,,88.1,94.1,0.232,0.39,0.259,,,,0.234,0.453,0.183,,,,,,,,,,,,,,,,,,
2024-07-19,6:45 PM.,CIN,WSH,home,Partly Cloudy.,85,593423,3B,3,0,0,0,0,0,0,0,0,2,0,0.23,0.29,0.264,0.554,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,83.0,105.0,98.0,117.0,103.0,106.0,119.0,99.0,105.0,0.332,0.183,0.107,,-0.02,-0.23,-1.94,,95.6,86.0,85.4,,0.206,0.367,0.231,0.288,0.577,0.325,0.218,0.297,0.426,,,,,,,83.0,100.0,98.0,109.0,95.0,95.0,0.191,0.187,,-1.4,1.13,,90.4,,94.8,,,,0.326,0.609,0.223,0.248,0.407,0.113,,,,,,,,,,,,,,,,,,
2024-07-14,1:10 PM.,MIL,WSH,away,Partly Cloudy.,82,642239,3B,3,0,1,0,0,0,0,0,0,2,1,0.234,0.296,0.269,0.565,642239,robzastryzny,Zastryzny,Left,Rob Zastryzny,MIL,1.17,1.72,7.2,103.0,92.0,97.0,0.761,5.87,1.17,4.7,0.0,0.64,0.333,0.238,0.333,0.238,0.454,,,,78.0,106.0,96.0,111.0,117.0,120.0,,,,0.403,,0.067,,4.77,,3.09,,91.5,,80.9,,0.0,0.0,0.29,,,,,,,,,,93.0,127.0,100.0,,,,100.0,97.0,92.0,,0.487,0.042,0.66,,-11.88,86.7,82.2,,,,,0.273,0.364,0.294,,,,,,,,,,,,,,,,,,,,,
2024-07-13,3:11 PM.,MIL,WSH,away,Partly Cloudy.,86,572971,3B,2,0,0,0,0,0,0,0,0,0,3,0.232,0.295,0.268,0.563,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIL,5.4,5.11,16.2,94.0,79.0,92.0,0.814,5.94,4.32,12.42,1.62,1.82,0.186,0.424,0.153,0.254,0.331,,,,,,,116.0,91.0,97.0,,,,,,0.01,,,,1.97,,,,78.6,,,,,,,,,,,,,,90.0,93.0,89.0,71.0,97.0,96.0,89.0,88.0,86.0,0.568,0.146,0.276,-4.71,-2.99,2.23,84.6,81.1,88.1,0.059,0.059,0.353,0.375,0.875,0.083,0.422,0.667,0.152,,,,,,,,,,,,,,,,,,
2024-07-12,7:10 PM.,MIL,WSH,away,Clear.,82,642547,3B,4,0,2,1,0,0,1,1,0,0,0,0.236,0.299,0.271,0.57,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,104.0,106.0,110.0,112.0,99.0,101.0,98.0,99.0,105.0,,,,0.539,,0.217,0.07,0.05,,-0.09,0.36,94.3,,81.4,78.1,0.239,0.424,0.252,0.203,0.384,0.41,,,,0.182,0.341,0.372,84.0,92.0,88.0,,,,,,,,,0.175,,,0.84,,87.7,,0.218,0.291,0.369,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-11,1:10 PM.,NYM,WSH,away,Sunny.,87,656849,3B,4,0,1,0,0,0,0,0,0,2,2,0.228,0.293,0.257,0.55,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,83.0,102.0,100.0,70.0,103.0,94.0,115.0,99.0,104.0,,,,0.265,,0.184,0.076,0.39,,-1.81,0.11,93.1,,85.1,79.1,0.22,0.266,0.287,0.287,0.447,0.339,,,,0.207,0.345,0.259,97.0,90.0,93.0,102.0,98.0,95.0,,,,0.31,,0.164,,1.83,0.03,,84.7,91.9,0.211,0.324,0.271,,,,0.253,0.36,0.16,,,,,,,,,,,,,,,,,,
2024-07-09,7:11 PM.,NYM,WSH,away,Cloudy.,83,500779,3B,2,0,0,0,0,0,0,0,0,1,1,0.227,0.295,0.258,0.553,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,110.0,100.0,99.0,70.0,92.0,85.0,,,,,,,0.225,,,0.278,-0.32,,,-0.04,90.7,,,77.7,0.227,0.427,0.169,,,,,,,0.265,0.444,0.264,70.0,100.0,97.0,76.0,97.0,91.0,,,,0.304,,0.193,,0.82,0.5,,85.7,90.8,0.203,0.26,0.367,,,,0.249,0.431,0.131,,,,,,,,,,0.195,0.366,0.284,,,,,,
2024-07-08,4:05 PM.,STL,WSH,home,Partly Cloudy.,96,571945,3B,3,0,1,0,0,0,0,0,0,1,1,0.231,0.299,0.262,0.561,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,94.0,109.0,106.0,65.0,107.0,98.0,116.0,112.0,114.0,,,,0.279,,0.283,0.116,0.23,,-1.19,-1.97,93.2,,85.7,76.6,0.287,0.446,0.178,0.301,0.506,0.164,,,,0.267,0.52,0.231,85.0,103.0,98.0,80.0,111.0,99.0,,,,0.231,,0.085,,1.42,-4.2,,85.6,92.4,0.394,0.742,0.159,,,,0.237,0.382,0.108,0.273,0.545,0.275,,,,0.005,4.24,69.6,,,,,,,,,
2024-07-07,1:35 PM.,STL,WSH,home,Partly Cloudy.,93,502043,3B,4,0,0,0,0,0,0,0,0,2,2,0.228,0.298,0.26,0.558,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,102.0,103.0,104.0,80.0,88.0,83.0,104.0,102.0,105.0,,,,0.132,,0.207,0.086,-1.39,,0.92,-2.21,91.4,,80.7,78.3,0.268,0.563,0.065,,,,,,,0.325,0.675,0.462,99.0,92.0,89.0,84.0,101.0,96.0,96.0,95.0,91.0,0.264,0.211,0.099,0.21,0.22,1.2,88.6,84.9,90.7,0.19,0.254,0.39,0.299,0.479,0.181,0.267,0.422,0.092,0.2,0.312,0.412,,,,,,,,,,,,,,,
2024-07-06,4:05 PM.,STL,WSH,home,Partly Cloudy.,97,458681,3B,5,1,1,0,0,0,0,0,0,0,5,0.236,0.307,0.268,0.575,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,112.0,96.0,99.0,85.0,102.0,97.0,102.0,101.0,109.0,,,,0.472,,0.013,0.062,0.87,,-1.62,-1.98,92.3,,82.0,80.4,0.199,0.393,0.287,,,,,,,0.211,0.342,0.203,61.0,88.0,82.0,66.0,93.0,84.0,91.0,101.0,94.0,0.167,0.223,0.063,-1.03,-0.46,-2.47,88.1,84.8,91.2,0.292,0.292,0.225,0.317,0.426,0.262,0.284,0.469,0.11,0.25,0.25,0.0,,,,,,,,,,,,,,,
2024-06-23,1:10 PM.,COL,WSH,away,Sunny.,94,607536,3B,2,0,0,0,0,0,0,0,0,0,1,0.237,0.311,0.271,0.582,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,,,,69.0,104.0,95.0,65.0,103.0,101.0,,,,0.202,,0.227,,-1.51,,-1.11,,91.6,,86.9,,0.322,0.522,0.067,0.316,0.589,0.162,,,,0.194,0.276,0.42,61.0,100.0,89.0,83.0,106.0,99.0,,,,0.245,,0.137,,-1.33,-1.64,,86.1,91.4,0.333,0.647,0.161,,,,0.31,0.556,0.074,,,,128.0,102.0,107.0,0.188,0.07,83.5,,,,,,,,,
2024-06-19,4:05 PM.,AZ,WSH,home,Partly Cloudy.,88,694297,3B,2,0,0,0,0,0,0,0,0,0,0,0.241,0.315,0.276,0.591,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,106.0,102.0,104.0,95.0,106.0,103.0,143.0,109.0,119.0,,,,0.334,0.006,0.273,0.053,0.37,0.45,-0.12,-1.37,93.8,89.6,84.8,80.8,0.265,0.466,0.224,,,,0.2,0.8,0.0,0.429,0.571,0.295,92.0,102.0,96.0,89.0,106.0,104.0,,,,0.222,,0.112,,-0.09,0.84,,87.5,93.7,0.25,0.289,0.312,,,,0.286,0.365,0.119,0.215,0.455,0.362,,,,,,,,,,,,,,,
2024-06-16,1:35 PM.,MIA,WSH,home,Partly Cloudy.,84,666200,3B,3,0,1,0,0,0,0,0,0,0,1,0.246,0.32,0.281,0.601,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.59,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.12,0.281,0.4,31.0,40.0,52.0,98.0,100.0,95.0,97.0,98.0,108.0,,,,0.394,,0.292,0.002,-0.64,,0.14,-3.5,95.2,,83.5,81.6,0.28,0.484,0.111,0.2,0.347,0.48,,,,,,,88.0,97.0,95.0,87.0,90.0,88.0,,,,0.083,,0.229,,-0.77,1.58,,86.3,94.6,0.207,0.328,0.407,,,,0.381,0.571,0.125,,,,,,,,,,,,,,,,,,
2024-06-15,4:05 PM.,MIA,WSH,home,Partly Cloudy.,81,669432,3B,3,0,0,0,0,0,0,0,0,0,1,0.243,0.32,0.279,0.599,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,,,,66.0,101.0,93.0,74.0,93.0,91.0,,,,0.317,,0.206,,-0.26,,-1.99,,91.9,,82.4,,0.252,0.467,0.234,0.312,0.506,0.259,,,,,,,111.0,108.0,115.0,86.0,97.0,92.0,,,,0.24,,0.238,,-0.36,-1.32,,85.6,91.5,0.295,0.396,0.238,,,,0.292,0.492,0.1,,,,,,,,,,,,,,,,,,
2024-06-13,1:09 PM.,DET,WSH,away,Sunny.,85,663554,PH,1,0,0,0,0,0,0,0,0,1,0,0.25,0.328,0.287,0.615,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,,,,106.0,105.0,102.0,107.0,101.0,102.0,112.0,99.0,102.0,0.386,0.181,0.277,,-0.47,-1.06,-0.46,,95.5,86.2,85.7,,0.306,0.428,0.205,0.271,0.5,0.218,0.286,0.405,0.322,0.261,0.522,0.216,,,,92.0,108.0,105.0,,,,0.08,,,,1.3,,,,95.5,,,,,,,0.293,0.341,0.08,,,,102.0,90.0,94.0,0.075,-2.21,79.6,,,,,,,,,
2024-05-15,1:10 PM.,CWS,WSH,away,Sunny.,60,676979,2B,3,0,0,0,0,0,0,0,0,1,3,0.252,0.331,0.29,0.621,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,,,,104.0,103.0,103.0,138.0,102.0,107.0,,,,0.537,,0.098,,1.66,,-2.29,,97.2,,84.3,,0.198,0.295,0.314,,,,,,,,,,66.0,101.0,102.0,123.0,98.0,97.0,94.0,105.0,103.0,0.021,0.284,0.059,-0.14,4.04,-0.36,91.6,91.0,97.9,0.184,0.289,0.339,0.268,0.458,0.334,0.154,0.154,0.321,0.228,0.561,0.422,,,,,,,,,,,,,,,
2024-05-14,3:40 PM.,CWS,WSH,away,Cloudy.,55,623167,1B,3,1,3,0,0,0,1,3,1,0,0,0.26,0.342,0.3,0.642,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,83.0,98.0,101.0,2.0,93.0,82.0,148.0,102.0,103.0,,,,0.37,,0.087,0.122,-0.64,,-2.65,0.43,91.3,,80.0,72.0,0.261,0.473,0.132,0.361,0.475,0.271,,,,0.246,0.393,0.308,126.0,99.0,104.0,74.0,108.0,87.0,47.0,101.0,90.0,0.002,0.261,0.157,-0.75,2.01,-1.32,87.4,81.3,91.4,0.257,0.436,0.379,0.319,0.536,0.218,,,,,,,,,,,,,,,,,,,,,
2024-05-14,7:04 PM.,CWS,WSH,away,Cloudy.,55,607200,3B,4,0,1,0,0,0,0,0,0,1,2,0.26,0.339,0.298,0.637,607200,erickfedde,Fedde,Right,Erick Fedde,- - -,3.3,3.91,177.1,104.0,90.0,99.0,0.807,7.82,2.64,7.82,1.02,1.07,0.264,0.367,0.181,0.309,0.399,,,,17.0,112.0,76.0,126.0,101.0,106.0,,,,0.003,,0.202,,-6.18,,1.28,,92.9,,83.5,,0.5,0.5,0.0,,,,,,,,,,86.0,108.0,106.0,76.0,105.0,93.0,78.0,104.0,97.0,0.308,0.323,0.164,0.43,0.59,-0.54,89.9,87.7,93.0,0.228,0.351,0.165,0.262,0.47,0.232,0.25,0.358,0.202,0.165,0.309,0.251,,,,,,,,,,,,,,,
