date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C
2023-05-09,6:39 PM.,SEA,TEX,away,Clear.,61,669923,DH,4,0,0,0,0,0,0,0,0,2,2,0.182,0.275,0.295,0.57,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,97.0,111.0,105.0,106.0,110.0,109.0,126.0,106.0,112.0,0.216,0.394,0.197,0.018,1.34,0.43,1.03,-5.31,96.1,86.6,95.8,86.3,0.261,0.383,0.131,0.264,0.377,0.22,0.5,0.9,0.125,,,,,,,,0.115,,0.35,,81.8,0.265,0.458,0.159,0.234,0.392,0.28,,,,,,,,,,95.0,103.0,110.0,0.061,1.07,84.9,,,,0.143,0.286,0.357,75.1,0.001,0.26
2023-05-07,1:08 PM.,LAA,TEX,away,Partly Cloudy.,70,660761,1B,1,0,1,1,0,0,0,0,0,0,0,0.2,0.298,0.325,0.623,660761,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.241,0.466,0.19,0.319,0.428,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052,0.398,0.267,0.269,-0.97,-3.55,-3.72,-2.55,92.3,82.0,90.8,81.5,0.444,0.778,0.067,0.591,1.091,0.25,0.31,0.548,0.385,,,,99.0,68.0,88.0,0.015,,0.89,,88.1,,,,,0.273,0.477,0.222,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,
2023-05-06,6:09 PM.,LAA,TEX,away,Partly Cloudy.,66,672282,1B,0,0,0,0,0,0,0,0,0,0,0,0.179,0.283,0.282,0.565,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.432,0.319,0.054,-0.38,,0.91,-2.03,94.3,84.8,,88.7,,,,0.0,0.0,0.267,0.242,0.424,0.246,,,,,,,,,,,,,0.191,0.326,0.286,0.291,0.505,0.212,,,,93.0,94.0,105.0,0.194,0.14,74.7,,,,,,,,,,,,,,,
2023-04-30,1:38 PM.,NYY,TEX,home,Sunny.,82,641482,1B,1,0,0,0,0,0,0,0,0,0,1,0.179,0.283,0.282,0.565,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,0.005,0.521,0.158,0.028,0.68,4.05,-1.47,-6.99,91.6,83.4,89.3,76.9,,,,0.2,0.2,0.429,0.5,0.6,0.294,,,,110.0,102.0,102.0,0.288,,0.39,,86.6,,,,,0.213,0.352,0.249,0.26,0.545,0.206,,,,,,,,,,,,,,,,,,,,,
2023-04-26,12:37 PM.,CIN,TEX,away,Partly Cloudy.,58,668933,DH,3,0,0,0,0,0,1,0,0,1,3,0.184,0.289,0.289,0.578,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,57.0,90.0,82.0,166.0,102.0,114.0,0.097,,0.373,0.0,,-1.17,-0.37,-25.75,,90.4,96.5,88.3,0.286,0.429,0.1,0.221,0.461,0.3289999999999999,,,,,,,116.0,98.0,100.0,0.529,,0.15,,95.8,,,,,,,,0.292,0.436,0.171,,,,,,,,,,,,,,,,,,,,,
2023-04-22,6:07 PM.,OAK,TEX,home,Roof Closed.,74,660261,1B,5,0,0,0,0,0,0,0,0,0,5,0.2,0.317,0.314,0.631,660261,shintarofujinami,Fujinami,Right,Shintaro Fujinami,- - -,7.18,4.8,79.0,92.0,112.0,94.0,0.734,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.167,0.378,0.42,,,,107.0,90.0,91.0,,,,118.0,92.0,105.0,,0.566,0.073,,0.08,,-1.47,,98.4,,,84.4,,,,0.75,0.75,0.3329999999999999,,,,,,,94.0,92.0,93.0,0.162,,1.27,,88.3,,,,,0.243,0.385,0.255,0.171,0.341,0.382,-279.0,111.0,65.0,0.001,-81.55,75.7,138.0,95.0,100.0,0.199,-1.4,92.8,,,,0.243,0.457,0.372,,,
2023-04-18,6:40 PM.,KC,TEX,away,Clear.,80,641745,DH,3,2,1,0,0,0,1,0,1,0,1,0.233,0.361,0.367,0.728,641745,bradkeller,"Keller, B",Right,Brad Keller,KCR,4.57,5.66,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,91.0,90.0,78.0,94.0,88.0,90.0,66.0,74.0,70.0,135.0,84.0,78.0,0.104,0.311,0.265,0.123,-2.21,0.62,0.26,1.66,93.3,90.8,92.5,84.3,0.143,0.143,0.08,0.5,0.5,0.0,0.125,0.125,0.273,,,,,,,,,,,,,0.267,0.378,0.2789999999999999,0.359,0.564,0.165,,,,120.0,90.0,92.0,0.197,-0.24,85.1,,,,,,,,,,,,,,,
2023-04-17,6:39 PM.,KC,TEX,away,Clear.,69,543475,DH,3,0,0,0,0,0,0,0,1,0,0,0.222,0.344,0.37,0.714,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,0.131,0.306,0.247,0.109,1.11,-0.01,-1.31,-1.66,91.2,85.5,90.5,80.2,0.248,0.457,0.158,0.28,0.543,0.249,0.26,0.481,0.257,,,,96.0,99.0,98.0,0.076,,-0.94,,86.8,,0.238,0.476,0.2189999999999999,0.227,0.444,0.154,0.314,0.725,0.19,95.0,97.0,99.0,0.131,-1.6,79.4,,,,,,,,,,,,,,,
2023-04-14,7:10 PM.,HOU,TEX,away,Roof Closed.,73,677651,DH,4,0,1,0,0,0,0,0,0,1,1,0.25,0.357,0.417,0.774,677651,luisgarcia,"Garcia, L",Right,Luis Garcia,HOU,4.0,4.01,27.0,101.0,92.0,97.0,0.707,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,53.0,106.0,89.0,79.0,94.0,89.0,,,,87.0,103.0,111.0,,0.312,0.126,0.059,-2.31,,1.15,-1.19,92.7,84.4,,78.4,,,,0.1,0.3,0.32,0.222,0.333,0.385,,,,107.0,105.0,98.0,0.427,,1.28,,85.4,,0.25,0.5,0.182,0.407,0.741,0.121,0.192,0.308,0.419,99.0,94.0,99.0,0.076,-0.26,76.2,,,,,,,,,,,,,,,
2023-04-12,7:07 PM.,KC,TEX,home,Clear.,75,641745,DH,2,0,1,1,0,0,0,0,1,1,1,0.25,0.375,0.45,0.825,641745,bradkeller,"Keller, B",Right,Brad Keller,KCR,4.57,5.66,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,91.0,90.0,78.0,94.0,88.0,90.0,66.0,74.0,70.0,135.0,84.0,78.0,0.104,0.311,0.265,0.123,-2.21,0.62,0.26,1.66,93.3,90.8,92.5,84.3,0.143,0.143,0.08,0.5,0.5,0.0,0.125,0.125,0.273,,,,,,,,,,,,,0.267,0.378,0.2789999999999999,0.359,0.564,0.165,,,,120.0,90.0,92.0,0.197,-0.24,85.1,,,,,,,,,,,,,,,
2023-04-11,7:06 PM.,KC,TEX,home,Partly Cloudy.,73,543475,DH,2,1,1,0,0,0,1,0,1,0,0,0.222,0.333,0.389,0.722,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,0.131,0.306,0.247,0.109,1.11,-0.01,-1.31,-1.66,91.2,85.5,90.5,80.2,0.248,0.457,0.158,0.28,0.543,0.249,0.26,0.481,0.257,,,,96.0,99.0,98.0,0.076,,-0.94,,86.8,,0.238,0.476,0.2189999999999999,0.227,0.444,0.154,0.314,0.725,0.19,95.0,97.0,99.0,0.131,-1.6,79.4,,,,,,,,,,,,,,,
2023-04-10,7:07 PM.,KC,TEX,home,Partly Cloudy.,73,425844,1B,1,0,0,0,0,0,0,0,0,0,2,0.188,0.278,0.375,0.653,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,0.157,0.265,0.2,0.166,0.25,-0.92,1.12,0.06,89.5,86.5,89.8,79.2,0.333,0.609,0.081,0.214,0.282,0.231,0.241,0.37,0.207,,,,100.0,113.0,103.0,0.07,0.0,-0.94,-3.64,85.2,57.9,0.386,0.729,0.155,0.276,0.472,0.159,0.32,0.5,0.186,96.0,97.0,104.0,0.141,-2.99,72.5,,,,,,,,,,,,,,,
2023-04-07,1:20 PM.,CHC,TEX,away,Sunny.,43,573186,DH,3,0,0,0,0,0,0,0,0,0,0,0.2,0.294,0.4,0.694,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,0.464,0.082,0.051,,0.34,1.08,-0.41,,92.0,,91.4,86.1,0.245,0.332,0.143,0.184,0.237,0.322,,,,,,,105.0,96.0,98.0,0.096,,0.96,,89.7,,,,,0.154,0.256,0.32,0.26,0.42,0.242,139.0,103.0,111.0,0.23,0.34,84.6,46.0,95.0,91.0,0.077,0.12,86.6,0.24,0.38,0.301,0.205,0.308,0.324,,,
2023-04-04,7:07 PM.,BAL,TEX,home,Roof Closed.,74,502043,DH,2,0,1,0,0,0,0,0,1,0,1,0.25,0.357,0.5,0.857,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,0.261,0.134,0.184,0.17,-0.69,-0.08,2.01,-0.29,92.1,85.5,91.9,81.6,0.289,0.459,0.11,0.147,0.228,0.471,0.288,0.453,0.291,,,,90.0,95.0,92.0,0.166,,-1.02,,89.8,,0.279,0.419,0.4039999999999999,0.287,0.55,0.156,0.345,0.552,0.154,90.0,102.0,99.0,0.084,0.01,79.5,,,,,,,,,,,,,,,
2023-04-03,7:08 PM.,BAL,TEX,home,Roof Closed.,74,680694,DH,3,0,0,0,0,0,0,0,0,1,2,0.2,0.273,0.5,0.773,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,0.207,0.224,0.313,0.083,-1.0,1.53,1.77,-0.36,94.5,90.8,95.0,88.1,0.23,0.367,0.15,0.168,0.272,0.364,0.259,0.37,0.114,,,,,,,,,,,,,0.142,0.165,0.356,0.366,0.602,0.15,,,,135.0,105.0,109.0,0.173,3.99,84.8,,,,,,,,,,,,,,,
2023-04-01,3:07 PM.,PHI,TEX,home,Sunny.,71,554430,DH,3,1,1,0,0,0,0,0,1,0,1,0.286,0.375,0.714,1.089,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,0.18,0.435,0.123,0.004,1.69,1.62,0.36,-6.22,95.8,90.8,95.2,84.4,0.252,0.308,0.192,0.198,0.36,0.392,,,,,,,96.0,102.0,102.0,0.144,,-0.63,,90.9,,0.264,0.473,0.33,0.199,0.333,0.314,0.27,0.426,0.228,116.0,105.0,114.0,0.115,-1.61,81.4,,,,,,,,,,,,,,,
2023-03-30,3:09 PM.,PHI,TEX,home,Cloudy.,69,605400,DH,4,1,1,0,0,1,2,0,0,2,1,0.25,0.25,1.0,1.25,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,95.0,107.0,103.0,100.0,107.0,101.0,,,,0.188,0.295,,0.126,-0.03,0.46,,0.14,92.7,85.9,91.8,,0.279,0.416,0.106,,,,0.22,0.319,0.319,118.0,105.0,113.0,111.0,110.0,105.0,0.075,0.316,0.4,0.47,86.3,79.4,0.221,0.398,0.3329999999999999,0.246,0.503,0.217,0.246,0.508,0.301,,,,,,,,,,,,,,,,,,,,,
2023-03-28,1:08 PM.,KC,TEX,home,Roof Closed.,74,663903,1B,2,0,1,1,0,0,1,0,0,1,1,0.267,0.34,0.533,0.873,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,87.7,92.1,84.0,0.339,0.555,0.113,0.0,0.0,0.6,0.265,0.353,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
