date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023-09-11,6:41 PM.,CHC,COL,home,Partly Cloudy.,66,696136,PR,0,0,0,0,0,0,0,0,0,0,0,0.188,0.3,0.188,0.488,696136,jordanwicks,Wicks,Left,Jordan Wicks,CHC,4.41,4.07,34.2,101.0,77.0,96.0,0.785,6.23,2.86,8.57,1.3,1.65,0.223,0.438,0.134,0.259,0.334,71.0,106.0,104.0,82.0,97.0,97.0,78.0,102.0,96.0,75.0,99.0,90.0,85.0,94.0,82.0,0.196,0.285,0.098,0.084,0.297,-1.88,-2.26,2.74,-0.96,1.83,92.1,89.0,81.3,91.3,78.2,0.171,0.317,0.3,0.368,0.711,0.145,0.143,0.143,0.429,0.444,0.667,0.261,0.174,0.174,0.163,105.0,87.0,95.0,0.041,-6.67,82.0,0.333,0.833,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-10,5:10 PM.,SF,COL,away,Clear.,67,676775,LF,2,0,0,0,0,0,1,0,0,2,0,0.188,0.3,0.188,0.488,676775,keatonwinn,Winn,Right,Keaton Winn,SFG,4.68,4.3,42.1,100.0,120.0,104.0,0.736,7.44,1.7,7.65,1.28,1.97,0.211,0.455,0.098,0.366,0.451,,,,,,,91.0,105.0,98.0,85.0,92.0,90.0,,,,0.153,0.258,,,,-1.55,,-0.06,,,95.9,,,95.5,,,,,0.24,0.68,0.299,,,,,,,0.25,0.417,0.2,119.0,107.0,104.0,0.035,2.19,85.9,,,,143.0,99.0,110.0,0.554,1.11,88.7,0.221,0.347,0.344,,,,,,,,,,,,,,,,,,
2023-09-09,6:05 PM.,SF,COL,away,Partly Cloudy.,67,657277,LF,3,0,2,0,0,0,0,0,0,1,1,0.214,0.353,0.214,0.567,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,105.0,103.0,98.0,,,,0.336,0.037,,,0.416,-1.37,,0.31,,2.18,92.6,,87.5,92.3,,0.225,0.309,0.228,0.226,0.452,0.3,,,,,,,0.313,0.481,0.104,91.0,100.0,111.0,0.212,0.11,84.3,0.208,0.369,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-08,7:17 PM.,SF,COL,away,Clear.,63,690986,LF,3,0,1,0,0,0,1,0,1,1,1,0.091,0.286,0.091,0.377,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.15,4.55,34.2,99.0,95.0,98.0,0.796,9.09,2.86,7.53,2.08,0.5,0.351,0.361,0.155,0.32,0.427,78.0,100.0,93.0,83.0,90.0,91.0,104.0,103.0,102.0,,,,,,,,0.607,,0.265,0.111,0.66,,,-2.28,-0.87,93.6,,86.6,,82.2,0.25,0.45,0.19,0.182,0.39,0.248,,,,,,,,,,86.0,99.0,105.0,0.017,-4.23,87.5,,,,,,,,,,,,,0.273,0.606,0.242,,,,,,,,,,,,,,,
2023-09-06,12:40 PM.,AZ,COL,away,Roof Closed.,75,605200,RF,4,0,0,0,0,0,0,0,0,3,2,0.0,0.2,0.0,0.2,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,89.0,99.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,73.0,93.0,88.0,0.325,0.226,0.113,0.061,0.248,-0.05,0.13,-1.5,-0.55,-1.19,89.3,87.5,80.7,89.6,77.0,0.275,0.477,0.372,0.21,0.355,0.181,0.188,0.5,0.2,0.3,0.3,0.145,0.381,0.552,0.096,113.0,105.0,101.0,0.027,-1.83,80.8,0.25,0.5,0.1669999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-05,6:40 PM.,AZ,COL,away,Roof Closed.,78,694297,RF,0,0,0,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,,,,0.099,0.454,,0.055,0.122,-1.63,,-0.03,-1.24,-3.66,93.6,,86.7,93.1,78.8,0.4,0.711,0.33,0.327,0.654,0.176,0.294,0.529,0.294,,,,0.313,0.563,0.188,119.0,106.0,117.0,0.27,1.21,83.8,0.18,0.323,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-04,1:10 PM.,AZ,COL,away,Roof Closed.,78,518876,LF,1,0,0,0,0,0,0,0,0,0,0,0.0,0.333,0.0,0.333,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,87.0,101.0,99.0,0.122,0.301,0.181,0.11,0.231,0.04,0.88,0.83,-0.45,2.43,92.2,90.8,88.7,92.4,82.1,0.18,0.234,0.32,0.224,0.489,0.259,0.268,0.411,0.256,0.22,0.352,0.244,0.261,0.378,0.163,104.0,112.0,110.0,0.055,-0.64,85.5,0.217,0.391,0.413,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-03,1:12 PM.,TOR,COL,home,Partly Cloudy.,86,592332,RF,0,0,0,0,0,0,0,0,0,0,0,0.0,0.4,0.0,0.4,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,,,,,,,,0.509,,,,1.13,,,,,94.7,,,,,,,,0.243,0.409,0.172,,,,,,,,,,89.0,89.0,94.0,0.108,-0.97,83.6,0.348,0.565,0.353,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.432,,,,,,,,,,,,,,,,,,
2023-09-02,6:10 PM.,TOR,COL,home,Cloudy.,95,579328,RF,2,3,0,0,0,0,0,0,2,1,0,0.0,0.4,0.0,0.4,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,,,,,0.451,,0.193,0.097,0.05,,,0.24,-1.83,95.1,,88.7,,83.1,0.254,0.508,0.193,0.27,0.412,0.268,0.284,0.463,0.307,,,,,,,101.0,105.0,108.0,0.259,1.11,88.7,0.225,0.396,0.302,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09-01,6:40 PM.,TOR,COL,home,Clear.,95,547943,PH,1,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,547943,hyunjinryu,Ryu,Left,Hyun Jin Ryu,TOR,3.46,3.85,52.0,105.0,80.0,95.0,0.802,6.58,2.42,9.17,1.56,1.4,0.234,0.468,0.152,0.327,0.412,74.0,104.0,95.0,88.0,111.0,105.0,75.0,105.0,91.0,73.0,100.0,94.0,92.0,107.0,97.0,0.095,0.317,0.189,0.171,0.228,-0.51,1.27,3.34,-1.45,-2.1,88.6,85.1,78.1,87.7,68.9,0.276,0.448,0.25,0.265,0.633,0.119,0.286,0.429,0.352,0.238,0.357,0.207,0.133,0.133,0.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-19,6:40 PM.,SF,COL,home,Cloudy.,81,690986,LF,2,0,0,0,0,0,0,0,0,1,1,0.187,0.29,0.297,0.587,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,70.0,96.0,88.0,84.0,95.0,95.0,98.0,100.0,92.0,,,,,,,,0.577,,0.223,0.197,0.2,,,-0.22,-1.64,92.5,,84.8,,80.6,0.287,0.435,0.215,0.249,0.425,0.23,,,,,,,,,,93.0,107.0,97.0,0.003,-11.71,88.2,0.333,0.667,0.5,,,,,,,,,,0.274,0.452,0.277,,,,,,,,,,,,,,,
2024-07-14,1:42 PM.,NYM,COL,away,Sunny.,92,500779,LF,4,0,0,0,0,0,0,0,0,3,0,0.191,0.295,0.303,0.598,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,110.0,100.0,99.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,0.304,0.225,,0.278,0.193,-0.32,,0.82,-0.04,0.5,90.7,,85.7,90.8,77.7,0.203,0.26,0.367,0.227,0.427,0.169,0.265,0.444,0.264,,,,0.249,0.431,0.131,,,,,,,,,,,,,,,,,,,0.195,0.366,0.284,,,,,,,,,,,,,,,
2024-06-22,7:10 PM.,WSH,COL,home,Cloudy.,83,680730,RF,1,0,0,0,0,0,0,0,0,1,0,0.2,0.307,0.318,0.625,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,,,,,0.486,,0.225,,0.07,,,0.47,,92.5,,,,80.5,,,,0.276,0.425,0.12,0.252,0.36,0.263,,,,,,,106.0,107.0,110.0,0.098,-0.73,84.5,0.238,0.429,0.364,89.0,94.0,94.0,0.191,-0.6,85.6,0.233,0.4,0.372,,,,,,,,,,,,,,,,,,
2024-06-21,6:40 PM.,WSH,COL,home,Partly Cloudy.,84,687792,RF,3,1,1,0,0,0,1,0,0,1,0,0.202,0.31,0.321,0.631,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,113.0,98.0,99.0,,,,93.0,98.0,96.0,,,,,,,,0.542,,,0.245,0.86,,,,-0.19,93.5,,83.5,,,0.224,0.388,0.26,0.222,0.317,0.305,0.2,0.2,0.533,,,,,,,105.0,95.0,100.0,0.179,-0.96,86.1,0.229,0.429,0.275,,,,,,,,,,,,,102.0,82.0,88.0,0.033,1.64,81.2,,,,,,,,,
2024-06-20,1:10 PM.,LAD,COL,home,Partly Cloudy.,92,694813,LF,3,1,0,0,0,0,0,0,1,0,0,0.198,0.313,0.321,0.634,694813,gavinstone,Stone,Right,Gavin Stone,LAD,3.53,3.94,140.1,103.0,99.0,101.0,0.768,7.44,2.37,8.53,1.15,1.21,0.247,0.409,0.169,0.292,0.409,81.0,102.0,98.0,93.0,102.0,102.0,101.0,100.0,97.0,97.0,103.0,98.0,80.0,101.0,94.0,0.226,0.247,0.053,0.042,0.266,0.1,0.49,-0.69,1.45,0.82,94.9,92.3,87.5,95.3,83.3,0.178,0.356,0.372,0.246,0.41,0.162,0.267,0.333,0.167,0.32,0.48,0.183,0.314,0.504,0.136,136.0,111.0,117.0,0.165,0.96,88.7,0.239,0.326,0.355,,,,,,,,,,,,,,,,,,,0.182,0.182,0.133,,,,,,
2024-06-19,6:41 PM.,LAD,COL,home,Partly Cloudy.,73,676272,LF,4,1,1,1,0,0,1,0,0,0,1,0.205,0.315,0.333,0.648,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.52,7.0,56.0,93.0,113.0,97.0,0.784,8.36,4.82,11.09,2.73,1.24,0.23,0.391,0.126,0.391,0.409,104.0,91.0,96.0,120.0,99.0,104.0,119.0,89.0,92.0,101.0,93.0,89.0,,,,0.136,0.379,,0.19,0.199,-1.44,,-4.54,-1.0,0.29,97.6,,86.4,97.3,79.8,0.13,0.217,0.41,0.327,0.634,0.167,0.357,0.536,0.286,,,,0.433,0.9,0.174,115.0,99.0,108.0,0.096,-3.17,88.6,0.333,0.619,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-05,1:10 PM.,CIN,COL,home,Sunny.,84,668933,LF,2,0,0,0,0,0,0,1,0,0,0,0.203,0.318,0.324,0.642,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.18,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.285,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,83.0,125.0,99.0,92.0,0.172,,0.479,,0.03,,-1.57,-2.72,,-3.78,,95.6,90.5,94.8,,0.333,0.333,0.2,,,,,,,0.329,0.52,0.161,0.333,0.5,0.119,119.0,98.0,109.0,0.319,1.37,88.4,0.145,0.217,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-03,6:41 PM.,CIN,COL,home,Cloudy.,83,671096,LF,4,0,1,0,0,0,0,0,0,2,3,0.208,0.318,0.333,0.651,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,96.0,94.0,97.0,101.0,98.0,99.0,78.0,96.0,89.0,,,,,,,,0.535,,0.116,0.163,-0.26,,,-1.56,0.23,92.8,,84.8,,80.8,0.214,0.429,0.273,0.254,0.451,0.194,0.327,0.653,0.179,,,,,,,125.0,106.0,112.0,0.186,0.49,82.9,,,,,,,,,,,,,,,,,,,,,,0.189,0.307,0.287,,,,,,
2024-06-01,7:10 PM.,LAD,COL,away,Clear.,65,808967,LF,3,0,0,0,0,0,0,0,0,3,0,0.206,0.321,0.338,0.659,808967,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,,,,109.0,103.0,112.0,84.0,103.0,96.0,101.0,110.0,103.0,91.0,97.0,91.0,0.029,0.404,0.061,0.231,,0.77,0.28,-1.65,1.14,,95.5,91.5,,94.9,78.0,,,,0.262,0.413,0.176,0.214,0.371,0.333,0.35,0.55,0.2,0.364,0.545,0.13,116.0,110.0,120.0,0.033,0.53,86.3,0.158,0.211,0.357,121.0,112.0,119.0,0.242,0.25,90.2,0.17,0.266,0.386,,,,,,,,,,,,,,,,,,
2024-05-29,6:40 PM.,CLE,COL,home,Clear.,78,671106,LF,3,0,0,0,0,0,1,0,0,0,1,0.215,0.333,0.354,0.687,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,5.73,5.9,97.1,96.0,77.0,91.0,0.803,7.3,3.79,10.45,2.03,1.13,0.234,0.396,0.136,0.328,0.405,99.0,92.0,94.0,,,,60.0,98.0,88.0,,,,91.0,97.0,96.0,,0.484,0.146,,0.183,-1.54,-0.03,,,-0.92,91.2,85.3,81.7,,,0.237,0.438,0.269,0.342,0.609,0.147,,,,0.245,0.491,0.202,,,,89.0,98.0,86.0,0.187,-2.55,78.6,,,,,,,,,,,,,,,,,,,,,,0.273,0.576,0.333,,,,,,
2024-05-28,6:41 PM.,CLE,COL,home,Cloudy.,74,663474,LF,2,2,1,0,0,0,0,1,2,1,1,0.226,0.351,0.371,0.722,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.67,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,,,,,0.524,,0.266,,-2.18,,,-0.16,,91.1,,,,77.7,,,,0.303,0.652,0.103,0.176,0.341,0.373,,,,,,,106.0,87.0,90.0,0.21,1.48,85.4,0.143,0.143,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-27,2:11 PM.,CLE,COL,home,Sunny.,74,675540,LF,3,2,1,1,0,0,2,1,1,0,2,0.217,0.329,0.367,0.696,675540,xzavioncurry,Curry,Right,Xzavion Curry,- - -,4.64,5.07,42.2,104.0,84.0,101.0,0.837,5.91,1.48,8.02,1.69,0.42,0.263,0.321,0.146,0.401,0.46,76.0,94.0,90.0,78.0,98.0,100.0,73.0,102.0,97.0,,,,,,,,0.495,,0.139,0.014,-0.07,,,-0.65,4.86,92.1,,87.4,,73.9,,,,0.262,0.492,0.196,0.185,0.593,0.229,,,,,,,101.0,109.0,109.0,0.344,0.7,84.6,0.236,0.444,0.221,57.0,81.0,85.0,0.008,4.59,83.8,,,,,,,,,,,,,,,,,,,,,
