date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FS_ba,FS_slg,FS_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/08/06,3:22 PM.,MIN,AZ,away,Overcast.,74,572971,C,0,0,0,0,0,0,0,0,0,0,0,.213,.302,.267,.569,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIN,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.189,0.315,0.333,74.0,110.0,108.0,,,,,,,64.0,92.0,86.0,64.0,94.0,95.0,,,,0.347,,,0.129,,0.271,,,0.39,0.06,,-0.58,,,80.3,87.4,78.3,,0.222,0.278,0.441,,,,,,,0.327,0.473,0.196,,,,0.245,0.367,0.084,92.0,94.0,90.0,0.254,-2.63,84.8,0.379,0.69,0.24600000000000002,,,,,,,,,,,,,,,
2023/08/05,6:47 PM.,MIN,AZ,away,Partly Cloudy.,84,628317,C,3,0,0,0,0,0,0,0,0,0,1,.213,.302,.267,.569,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,138.0,107.0,112.0,0.064,0.274,0.319,0.306,0.036,,0.35,1.6,-0.88,-0.07,-2.4,,91.0,84.1,,90.3,81.6,76.4,0.206,0.471,0.28800000000000003,0.275,0.451,0.251,0.333,0.667,0.063,,,,0.182,0.263,0.35,0.385,0.538,0.128,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/04,7:11 PM.,MIN,AZ,away,Overcast.,83,641927,C,3,0,1,0,0,0,1,0,0,1,1,.222,.313,.278,.591,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,,,,83.0,99.0,96.0,,,,,0.457,,0.196,0.067,0.28,0.75,,,-0.7,1.44,1.08,91.3,,83.7,,81.0,77.5,0.255,0.48,0.32899999999999996,0.232,0.425,0.27699999999999997,0.194,0.306,0.161,0.226,0.35,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/02,6:45 PM.,SF,AZ,away,Partly Cloudy.,61,657277,C,1,0,0,0,0,0,0,0,1,0,0,.217,.313,.275,.588,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037,,0.212,,0.416,-1.37,,0.31,0.11,,2.18,92.6,,87.5,92.3,84.3,,0.208,0.369,0.28600000000000003,0.226,0.452,0.3,,,,0.225,0.309,0.228,,,,0.313,0.481,0.10400000000000001,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/31,6:46 PM.,SF,AZ,away,Partly Cloudy.,62,596001,C,2,0,0,0,0,0,0,0,1,1,0,.221,.308,.279,.587,596001,jakobjunis,Junis,Right,Jakob Junis,SFG,3.87,3.71,86.0,100.0,112.0,105.0,0.754,10.05,2.2,9.42,1.26,1.17,0.255,0.494,0.169,0.337,0.428,85.0,97.0,99.0,,,,69.0,95.0,90.0,85.0,99.0,92.0,129.0,102.0,112.0,,,,0.265,0.011,,0.625,,0.099,2.6,,-2.68,0.75,,-0.76,93.9,,87.1,93.7,84.2,,0.216,0.369,0.325,,,,,,,0.273,0.424,0.267,,,,0.418,0.696,0.14,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/30,1:11 PM.,SEA,AZ,home,Roof Closed.,78,622491,C,2,0,0,0,0,0,0,0,0,1,1,.227,.307,.288,.595,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,,0.156,1.31,,0.6,-0.12,,-1.6,96.3,,88.3,95.9,85.7,,0.234,0.455,0.37799999999999995,0.165,0.384,0.33,,,,0.28,0.42,0.325,,,,0.239,0.337,0.136,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/28,6:40 PM.,SEA,AZ,home,Roof Closed.,78,669302,C,4,1,1,0,0,0,0,0,0,0,3,.234,.315,.297,.612,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,98.0,103.0,117.0,0.003,0.419,0.148,0.297,,,0.01,0.25,-11.33,1.84,,,95.7,85.6,,93.7,88.7,,0.211,0.349,0.322,0.28,0.491,0.177,0.214,0.371,0.306,,,,0.174,0.34,0.35,0.667,1.0,0.25,,,,,,,,,,110.0,95.0,103.0,0.134,0.39,80.3,,,,,,,,,
2023/07/26,12:41 PM.,STL,AZ,home,Roof Closed.,78,656427,C,4,0,0,0,0,0,0,0,0,1,3,.233,.319,.300,.619,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,,,,0.02,0.417,,0.246,,0.033,-0.44,,-2.28,-1.15,,0.86,93.1,,85.3,90.1,84.2,,0.339,0.558,0.265,0.29,0.411,0.20800000000000002,0.204,0.372,0.402,0.154,0.154,0.083,,,,0.333,0.333,0.1,92.0,98.0,101.0,0.091,-1.05,88.7,0.318,0.545,0.264,93.0,102.0,108.0,0.194,0.23,76.2,,,,,,,,,
2023/07/24,6:40 PM.,STL,AZ,home,Roof Closed.,78,425794,C,1,0,0,0,0,0,0,0,0,0,2,.250,.338,.321,.659,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,87.0,99.0,89.0,83.0,78.0,71.0,,,,0.314,0.099,,0.003,0.306,0.05,-1.48,,-3.36,-13.9,-1.5,-3.6,85.7,,81.4,86.9,75.6,71.5,,,,0.326,0.512,0.11699999999999999,0.291,0.475,0.153,0.389,0.611,0.1,,,,0.394,0.746,0.09300000000000001,107.0,99.0,95.0,0.226,-0.27,82.9,0.344,0.473,0.152,,,,0.002,6.39,65.7,,,,,,,,,
2023/07/23,1:41 PM.,CIN,AZ,away,Partly Cloudy.,83,596133,C,0,0,0,0,0,0,0,0,0,0,0,.255,.344,.327,.671,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,,,,,0.435,,0.137,,0.2,-1.47,,,-2.22,,-2.01,94.0,,86.1,,85.8,,0.235,0.294,0.321,0.311,0.543,0.175,0.255,0.691,0.16699999999999998,0.316,0.547,0.32299999999999995,,,,,,,99.0,103.0,102.0,0.11,0.87,90.3,0.218,0.473,0.252,,,,0.118,-1.56,81.7,,,,,,,,,
2023/06/09,6:40 PM.,DET,AZ,away,Cloudy.,76,547179,C,3,1,2,0,0,0,0,0,1,0,0,.255,.344,.327,.671,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,,,,0.12,0.347,,0.297,0.011,0.216,1.17,,0.73,0.34,-4.26,0.26,94.3,,84.5,93.7,84.7,82.3,0.293,0.61,0.214,0.211,0.333,0.171,0.667,1.667,0.182,0.186,0.403,0.314,,,,0.333,0.4,0.038,89.0,75.0,71.0,0.009,-7.35,90.8,0.6,1.2,0.16699999999999998,,,,,,,,,,,,,,,
2023/06/04,1:12 PM.,ATL,AZ,home,Roof Closed.,77,647336,C,3,0,0,0,0,0,0,0,0,0,2,.231,.317,.308,.625,647336,michaelsoroka,Soroka,Right,Michael Soroka,ATL,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,79.0,88.0,87.0,,,,85.0,104.0,96.0,83.0,100.0,90.0,115.0,96.0,102.0,,,,0.227,0.324,,0.266,,0.182,-1.72,,1.07,-2.58,,-2.1,93.2,,82.0,92.5,83.1,,0.36,0.52,0.313,0.271,0.667,0.239,,,,0.2,0.6,0.317,,,,0.286,0.4,0.113,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/01,12:40 PM.,COL,AZ,home,Roof Closed.,74,657756,C,2,0,0,0,0,0,0,0,0,2,2,.245,.333,.327,.660,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,,,,0.544,,0.305,0.018,0.133,-1.53,,,-2.41,-8.0,0.41,92.6,,80.6,,85.3,78.7,0.313,0.616,0.262,0.338,0.605,0.18600000000000003,0.5,0.6,0.231,0.204,0.265,0.22699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/26,6:40 PM.,BOS,AZ,home,Roof Closed.,77,519242,C,3,1,2,0,0,0,0,0,0,0,1,.255,.345,.340,.685,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,,,,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,,,,0.062,0.432,,0.375,,0.131,0.46,,-1.13,0.7,,-1.09,93.9,,86.1,93.3,77.8,,0.162,0.358,0.389,0.252,0.437,0.23399999999999999,,,,0.309,0.473,0.322,,,,0.267,0.5,0.16699999999999998,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/24,1:09 PM.,PHI,AZ,away,Sunny.,77,624133,C,4,1,1,1,0,0,0,0,0,2,4,.227,.327,.318,.645,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,,,,0.28,0.215,,0.005,0.19,0.184,-0.65,,0.52,4.65,1.95,-1.45,93.4,,82.9,92.8,84.1,75.8,0.2,0.2,0.0,0.304,0.478,0.21899999999999997,0.143,0.226,0.377,0.267,0.444,0.311,,,,0.289,0.409,0.1,97.0,97.0,94.0,0.126,-1.27,87.5,0.34,0.585,0.179,,,,,,,,,,,,,,,
2023/05/21,1:36 PM.,PIT,AZ,away,Sunny.,71,672710,C,2,1,1,1,0,0,0,0,0,0,2,.225,.333,.300,.633,672710,roansycontreras,Contreras,Right,Roansy Contreras,PIT,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.463,0.117,0.341,0.394,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,,,,108.0,105.0,111.0,,,,,0.402,,0.443,0.117,0.039,-2.43,,,0.86,-1.73,2.33,94.3,,89.4,,83.6,76.8,0.0,0.0,0.28600000000000003,0.381,0.598,0.09699999999999999,0.222,0.593,0.447,0.273,0.273,0.059000000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/17,12:40 PM.,OAK,AZ,away,Sunny.,68,665622,C,2,0,0,0,0,0,1,0,1,1,1,.211,.326,.263,.589,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,117.0,96.0,96.0,106.0,97.0,100.0,,,,0.142,0.415,,0.238,0.117,0.087,-0.35,,-0.8,-0.8,-0.73,1.25,96.1,,87.3,95.5,85.3,79.6,0.233,0.456,0.484,0.272,0.494,0.121,0.146,0.366,0.308,0.256,0.282,0.304,,,,0.313,0.406,0.141,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/13,5:11 PM.,SF,AZ,home,Roof Closed.,78,543101,C,2,1,1,0,0,0,0,0,0,0,0,.222,.333,.278,.611,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,,,,0.277,0.126,,0.448,,0.098,-1.8,,-0.66,0.88,,-1.71,93.1,,86.4,93.1,87.4,,0.257,0.429,0.26899999999999996,0.306,0.528,0.132,0.16,0.28,0.278,0.344,0.5,0.15,,,,0.283,0.5,0.11199999999999999,,,,,,,,,,106.0,109.0,109.0,0.05,-0.59,82.2,,,,,,,,,
2023/05/10,12:40 PM.,MIA,AZ,home,Roof Closed.,72,665795,C,3,0,0,0,0,0,0,0,0,2,1,.206,.325,.265,.590,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,,,,0.093,0.279,,0.081,0.234,0.314,0.19,,-0.3,-0.71,-0.37,1.29,96.2,,92.9,96.1,88.2,84.6,0.222,0.444,0.306,0.211,0.366,0.191,0.24,0.38,0.38,0.186,0.3,0.363,,,,0.28,0.44,0.233,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/07,1:11 PM.,WSH,AZ,home,Roof Closed.,75,592866,C,4,0,0,0,0,0,1,0,0,2,5,.226,.351,.290,.641,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,,,,0.146,0.433,,0.182,0.069,0.171,-0.77,,-0.45,-1.7,-1.93,-2.25,89.7,,83.3,88.2,80.9,76.7,0.313,0.5,0.281,0.283,0.563,0.16699999999999998,0.314,0.629,0.2,0.315,0.483,0.19899999999999998,,,,0.325,0.458,0.188,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/03,1:07 PM.,TEX,AZ,away,Partly Cloudy.,79,571760,C,0,2,0,0,0,0,0,0,2,0,0,.259,.394,.333,.727,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,0.579,,0.252,0.0,0.169,0.1,,,-1.35,-3.87,-0.11,92.5,,84.0,,82.0,74.4,0.259,0.443,0.29600000000000004,0.236,0.431,0.256,,,,0.274,0.452,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/29,6:12 PM.,COL,AZ,away,Partly Cloudy.,72,663562,C,3,2,2,2,0,0,2,0,1,1,1,.259,.355,.333,.688,663562,noahdavis,Davis,Right,Noah Davis,COL,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.459,82.0,81.0,79.0,110.0,77.0,95.0,63.0,89.0,80.0,75.0,97.0,86.0,103.0,99.0,102.0,,,,0.504,0.017,,0.143,0.075,0.092,1.13,,-2.48,0.59,-2.62,-7.33,91.0,,84.7,93.5,83.8,78.4,0.143,0.357,0.22899999999999998,0.333,0.333,0.33299999999999996,0.267,0.267,0.20800000000000002,0.533,0.867,0.292,,,,0.4,0.6,0.115,95.0,102.0,95.0,0.17,0.75,88.3,0.143,0.357,0.32,,,,,,,,,,,,,,,
