date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/09/13,7:10 PM.,AZ,NYM,home,Partly Cloudy.,77,668678,DH,4,1,1,0,0,1,2,0,0,2,2,.208,.251,.346,.597,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,0.139,1.59,-3.38,0.34,1.05,93.6,86.8,93.0,87.4,0.21,0.336,0.314,0.286,0.714,0.125,0.25,0.389,0.265,0.238,0.36,0.192,,,,,,,0.21,0.344,0.405,106.0,99.0,94.0,,,,0.092,,-2.24,,90.2,,0.352,0.648,0.205,,,,121.0,104.0,112.0,0.227,0.46,82.5
2023/09/12,7:11 PM.,AZ,NYM,home,Partly Cloudy.,78,669194,DH,4,0,2,0,0,0,0,0,0,1,2,.206,.251,.329,.580,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.133,-0.72,,0.52,-0.16,94.4,83.3,,81.7,0.203,0.407,0.312,,,,0.174,0.565,0.257,0.308,0.553,0.16699999999999998,99.0,94.0,98.0,0.052,-2.44,76.4,0.429,0.714,0.182,101.0,111.0,105.0,,,,0.135,,-1.72,,85.6,,0.326,0.539,0.218,,,,,,,,,
2023/09/11,8:22 PM.,AZ,NYM,home,Partly Cloudy.,73,605200,3B,3,0,0,0,0,0,0,0,0,0,2,.199,.245,.325,.570,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,0.325,0.226,0.027,0.248,-0.05,-1.5,-1.83,-1.19,89.3,80.7,89.6,80.8,0.275,0.477,0.37200000000000005,0.381,0.552,0.096,0.25,0.5,0.16699999999999998,0.21,0.355,0.18100000000000002,89.0,99.0,100.0,0.061,-0.55,77.0,0.188,0.5,0.2,73.0,93.0,88.0,,,,0.113,,0.13,,87.5,,0.3,0.3,0.145,,,,,,,,,
2023/09/10,1:13 PM.,MIN,NYM,away,Cloudy.,69,641154,DH,4,0,0,0,0,0,0,0,0,2,1,.203,.250,.331,.581,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.211,0.1,2.08,1.34,-0.17,94.9,88.4,94.5,84.4,0.257,0.41,0.284,0.278,0.342,0.126,0.173,0.287,0.366,0.268,0.468,0.315,93.0,110.0,114.0,0.125,0.25,82.5,0.202,0.33,0.364,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/08,7:10 PM.,MIN,NYM,away,Clear.,75,572971,DH,4,0,0,0,0,0,0,0,0,3,2,.208,.256,.340,.596,572971,dallaskeuchel,Keuchel,Left,Dallas Keuchel,MIN,5.97,5.59,37.2,98.0,74.0,94.0,0.799,5.97,4.3,10.75,0.72,2.23,0.213,0.504,0.189,0.315,0.333,74.0,110.0,108.0,,,,64.0,92.0,86.0,64.0,94.0,95.0,0.347,,0.129,0.271,,0.39,0.06,-0.58,,80.3,87.4,78.3,0.327,0.473,0.196,0.245,0.367,0.084,0.222,0.278,0.441,,,,,,,,,,,,,92.0,94.0,90.0,,,,0.254,,-2.63,,84.8,,0.379,0.69,0.24600000000000002,,,,,,,,,
2023/09/06,7:05 PM.,WSH,NYM,away,Clear.,97,672851,DH,4,0,1,0,0,0,1,0,0,2,4,.214,.263,.350,.613,672851,joanadon,Adon,Right,Joan Adon,WSN,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.411,86.0,98.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,0.136,0.395,0.113,0.152,0.26,-1.28,-2.74,0.68,94.5,88.1,94.2,87.3,0.148,0.222,0.33899999999999997,0.314,0.629,0.013999999999999999,0.318,0.455,0.28600000000000003,0.288,0.411,0.221,104.0,101.0,102.0,0.205,-3.51,80.8,0.315,0.63,0.253,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/05,7:04 PM.,WSH,NYM,away,Partly Cloudy.,92,571578,DH,2,2,1,0,1,0,0,0,0,0,0,.213,.264,.353,.617,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.417,0.169,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,81.2,92.1,80.5,0.29,0.645,0.4,0.32,0.463,0.07400000000000001,0.233,0.461,0.397,0.327,0.541,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/02,7:10 PM.,SEA,NYM,home,Partly Cloudy.,71,622491,3B,3,1,2,0,0,1,1,0,1,0,0,.209,.250,.336,.586,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,88.3,95.9,85.7,0.28,0.42,0.325,0.239,0.337,0.136,0.234,0.455,0.37799999999999995,0.165,0.384,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/30,6:40 PM.,TEX,NYM,home,Partly Cloudy.,81,641540,3B,3,1,1,0,0,0,0,0,0,1,1,.198,.236,.305,.541,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.234,0.156,-3.75,1.37,0.14,-0.87,90.5,85.7,91.0,82.1,0.301,0.478,0.258,0.246,0.354,0.08,0.212,0.364,0.345,0.294,0.765,0.235,78.0,82.0,84.0,0.016,-3.56,78.1,0.25,0.25,0.5,90.0,100.0,95.0,,,,0.2,,0.82,,88.9,,0.258,0.393,0.231,,,,,,,0.032,-0.43,77.5
2023/08/29,7:11 PM.,TEX,NYM,home,Cloudy.,76,571760,DH,4,1,2,0,0,1,1,0,0,2,1,.195,.234,.305,.539,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.169,0.1,,-1.35,-0.11,92.5,84.0,,82.0,0.274,0.452,0.24,,,,0.259,0.443,0.29600000000000004,0.236,0.431,0.256,80.0,143.0,68.0,0.0,-3.87,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/28,7:12 PM.,TEX,NYM,home,Cloudy.,73,592351,3B,3,0,0,0,0,0,0,0,0,1,2,.185,.226,.274,.500,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.398,0.116,-1.83,,2.33,1.71,95.7,88.8,,87.2,0.211,0.268,0.213,,,,0.105,0.211,0.324,0.346,0.551,0.179,99.0,90.0,98.0,0.062,-1.69,78.2,0.263,0.737,0.27,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/27,12:06 PM.,LAA,NYM,home,Sunny.,79,656288,3B,3,0,0,0,0,0,0,0,1,2,0,.190,.231,.281,.512,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,89.0,101.0,101.0,78.0,101.0,93.0,81.0,95.0,86.0,124.0,105.0,110.0,0.006,0.348,0.299,0.213,-0.21,-8.61,0.1,1.6,94.7,90.2,95.0,88.4,0.213,0.339,0.248,0.333,1.333,0.0,0.261,0.344,0.34,0.235,0.5,0.28300000000000003,91.0,98.0,103.0,0.134,-0.53,81.8,0.271,0.667,0.252,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/15,7:12 PM.,PIT,NYM,home,Partly Cloudy.,78,663559,DH,2,0,0,0,0,0,0,0,0,0,1,.195,.230,.288,.518,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.072,0.444,0.189,0.046,-0.08,-1.63,-1.91,-0.8,90.7,84.6,90.7,84.5,0.273,0.364,0.33299999999999996,0.333,0.571,0.133,0.288,0.746,0.19899999999999998,0.305,0.435,0.156,87.0,108.0,105.0,0.225,-0.85,76.5,0.267,0.493,0.209,,,,,,,,0.024,,3.65,,85.0,,,,0.0,0.0,0.33299999999999996,,,,,,
2023/08/14,7:11 PM.,PIT,NYM,home,Cloudy.,81,682990,3B,4,0,0,0,0,0,0,0,0,2,3,.198,.234,.293,.527,682990,quinnpriester,Priester,Right,Quinn Priester,PIT,7.74,6.28,50.0,98.0,95.0,96.0,0.786,6.48,4.86,10.44,2.16,1.93,0.167,0.524,0.179,0.357,0.41,69.0,90.0,86.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.104,-4.2,0.97,-2.71,-1.98,92.7,89.1,93.6,85.3,0.263,0.316,0.25,0.261,0.406,0.11199999999999999,0.295,0.659,0.414,0.386,0.818,0.14300000000000002,113.0,98.0,104.0,0.13,-3.03,80.6,0.208,0.5,0.306,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/13,7:10 PM.,ATL,NYM,home,Partly Cloudy.,85,630023,3B,3,1,1,1,0,0,1,0,1,2,0,.205,.242,.304,.546,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,- - -,5.4,6.24,85.0,99.0,106.0,92.0,0.839,5.61,2.86,9.64,1.59,1.36,0.192,0.459,0.11,0.37,0.448,,,,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,0.469,0.018,0.258,,1.57,-0.31,-2.31,,92.9,,92.4,88.8,,,,0.297,0.491,0.11,0.361,0.705,0.153,0.0,0.0,0.25,,,,,,,,,,,,,119.0,99.0,83.0,,0.256,,0.57,,85.0,,,,0.185,0.337,0.315,,,,,,
2023/08/12,7:17 PM.,ATL,NYM,home,Cloudy.,79,675911,3B,4,0,1,0,0,0,0,0,0,1,3,.202,.233,.294,.527,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.338,0.073,0.4,,1.67,0.97,97.2,87.0,,85.6,0.122,0.184,0.444,,,,0.154,0.269,0.5529999999999999,0.256,0.431,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/12,1:10 PM.,ATL,NYM,home,Partly Cloudy.,83,642216,3B,5,0,0,0,0,0,0,0,0,3,2,.200,.232,.295,.527,642216,allanwinans,Winans,Right,Allan Winans,ATL,5.29,4.24,32.1,104.0,77.0,97.0,0.771,9.46,2.23,10.3,1.39,1.19,0.227,0.474,0.103,0.381,0.449,78.0,107.0,101.0,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,0.253,0.225,0.245,0.277,-1.11,-1.36,-1.04,0.71,90.0,82.9,89.6,78.8,0.25,0.341,0.311,0.387,0.581,0.113,0.267,0.5,0.364,0.25,0.583,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/11,7:10 PM.,ATL,NYM,home,Clear.,82,450203,3B,4,0,2,0,0,0,0,0,0,0,2,.210,.243,.310,.553,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,0.068,0.317,,0.103,-1.26,-4.03,,0.86,94.9,86.0,94.2,,0.25,0.339,0.336,0.474,0.711,0.071,,,,0.292,0.482,0.225,139.0,100.0,111.0,0.432,1.79,82.3,0.177,0.258,0.42,89.0,92.0,87.0,,,,0.08,,0.25,,89.1,,0.296,0.407,0.3,,,,,,,,,
