date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2023/09/09,7:21 PM.,ATL,PIT,away,Partly Cloudy.,80,689266,DH,5,1,3,1,0,0,1,0,0,1,1,.240,.269,.480,.749,689266,dylandodd,Dodd,Left,Dylan Dodd,ATL,7.6,8.37,34.1,106.0,82.0,98.0,0.842,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,74.0,96.0,93.0,80.0,111.0,99.0,,,,87.0,101.0,98.0,,,,,0.489,0.285,,0.178,-1.53,,-4.07,,-3.11,92.1,82.9,,81.8,,0.375,0.75,0.301,,,,,,,0.342,0.595,0.13,0.355,0.516,0.204,,,,92.0,112.0,94.0,0.048,,-3.19,,85.3,,0.333,0.667,0.11800000000000001,,,,,,,,,,,,
2023/09/06,12:37 PM.,MIL,PIT,home,Sunny.,87,642547,DH,1,0,1,0,0,0,1,0,0,0,0,.200,.234,.444,.678,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,117.0,104.0,110.0,,,,115.0,99.0,104.0,,,,,0.512,0.218,,0.146,0.89,,0.36,,0.15,94.4,88.6,,82.4,,0.203,0.392,0.46,,,,0.214,0.381,0.33799999999999997,0.213,0.387,0.292,0.224,0.388,0.312,85.0,103.0,110.0,,,,,0.124,,0.2,,76.9,,,,,,,,,,,,,,,
2023/09/05,6:37 PM.,MIL,PIT,home,Partly Cloudy.,90,605540,RF,4,0,0,0,0,0,0,0,0,1,3,.182,.217,.432,.649,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,111.0,104.0,118.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,,,,0.22,0.41,0.095,,0.197,0.95,2.76,-0.33,,3.2,95.8,85.8,95.0,86.9,,0.278,0.611,0.268,0.193,0.281,0.124,0.182,0.455,0.409,0.177,0.385,0.314,0.098,0.118,0.38,89.0,103.0,105.0,,,,,0.079,,-0.01,,82.9,,,,,,,,,,,,,,,
2023/09/03,1:16 PM.,STL,PIT,away,Partly Cloudy.,89,668868,RF,4,1,2,0,0,1,2,0,0,0,3,.200,.238,.475,.713,668868,zackthompson,"Thompson, Z.D.",Left,Zack Thompson,STL,4.48,4.58,66.1,101.0,79.0,94.0,0.779,9.77,3.39,9.36,1.09,1.33,0.309,0.324,0.117,0.378,0.428,64.0,93.0,83.0,87.0,102.0,89.0,,,,,,,,,,,0.537,0.17,0.002,0.021,-0.44,,0.82,-21.02,-2.61,93.6,86.1,,85.7,62.4,0.205,0.462,0.33,,,,0.185,0.246,0.22899999999999998,0.327,0.476,0.20600000000000002,0.25,1.0,0.125,65.0,102.0,108.0,,,,,0.271,,0.67,,75.5,,,,,,,,,,,,,,,
2023/09/02,6:15 PM.,STL,PIT,away,Clear.,87,680723,RF,4,1,1,1,0,0,1,0,0,1,2,.167,.211,.389,.600,680723,drewrom,Rom,Left,Drew Rom,STL,8.02,6.2,33.2,98.0,81.0,91.0,0.863,8.55,5.08,13.63,1.87,0.9,0.252,0.395,0.126,0.429,0.464,,,,81.0,105.0,98.0,64.0,98.0,87.0,97.0,88.0,89.0,,,,0.241,0.443,0.237,,,-2.41,-2.11,-2.48,,,90.6,,87.4,79.4,,0.289,0.632,0.172,0.351,0.568,0.091,,,,0.333,0.633,0.212,,,,,,,,,,,,,,,,,,,85.0,83.0,71.0,0.079,-5.66,83.6,0.467,0.6,0.26899999999999996,,,
2023/09/01,7:16 PM.,STL,PIT,away,Clear.,80,641712,PH,1,0,0,0,0,0,0,0,0,0,2,.156,.206,.375,.581,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,85.0,66.0,62.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,,,,0.377,0.222,0.321,,0.024,0.43,0.04,-0.76,,-4.54,91.1,84.4,91.6,85.1,,0.258,0.43,0.39299999999999996,0.308,0.526,0.07200000000000001,0.25,0.25,0.306,0.281,0.328,0.129,0.2,0.4,0.0,81.0,103.0,96.0,,,,,0.055,,-0.31,,81.4,,,,,,,,,,,,,,,
2023/05/17,1:10 PM.,DET,PIT,away,Sunny.,53,593958,RF,0,0,0,0,0,0,0,0,0,0,0,.161,.212,.387,.599,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,,,,0.093,0.454,0.072,,0.189,0.65,1.11,3.12,,0.71,92.2,85.9,92.4,84.5,,0.089,0.178,0.395,0.165,0.228,0.135,,,,0.278,0.431,0.222,0.233,0.292,0.317,,,,90.0,101.0,98.0,0.192,,0.51,,88.8,,0.2,0.471,0.19399999999999998,,,,,,,,,,,,
2023/05/13,7:06 PM.,BAL,PIT,away,Overcast.,67,669330,DH,3,0,0,0,0,0,0,0,0,0,3,.161,.212,.387,.599,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,,,,,0.377,0.164,,0.185,0.59,,1.18,,0.43,92.5,85.4,,84.0,,0.149,0.23,0.28,,,,0.217,0.348,0.184,0.2,0.467,0.266,0.196,0.382,0.32799999999999996,84.0,95.0,100.0,85.0,100.0,96.0,0.195,0.078,0.67,0.41,88.7,74.1,0.212,0.537,0.193,,,,,,,,,,,,
2023/05/12,7:06 PM.,BAL,PIT,away,Partly Cloudy.,82,680694,PH,1,0,0,0,0,0,0,0,0,0,0,.179,.233,.429,.662,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,0.207,0.224,0.313,,0.083,-1.0,1.53,1.77,,-0.36,94.5,90.8,95.0,88.1,,0.168,0.272,0.364,0.23,0.367,0.15,0.142,0.165,0.35600000000000004,0.366,0.602,0.15,0.259,0.37,0.114,135.0,105.0,109.0,,,,,0.173,,3.99,,84.8,,,,,,,,,,,,,,,
2023/05/10,12:35 PM.,COL,PIT,home,Cloudy.,66,622608,RF,2,0,0,0,0,0,0,0,0,1,1,.185,.241,.444,.685,622608,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.167,0.458,0.125,0.375,0.475,61.0,112.0,85.0,80.0,104.0,92.0,73.0,101.0,94.0,97.0,97.0,97.0,,,,0.117,0.433,0.275,,0.158,-3.39,2.08,-1.95,,1.79,94.4,87.1,92.4,85.7,,0.286,0.429,0.083,0.25,0.25,0.0,,,,0.25,1.0,0.222,0.2,0.2,0.4,102.0,75.0,75.0,,,,,0.017,,0.51,,78.8,,,,,,,,,,,,,,,
2023/05/09,6:37 PM.,COL,PIT,home,Clear.,72,657756,RF,1,0,0,0,0,0,0,0,0,1,0,.200,.259,.480,.739,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,,,,0.544,0.305,,0.133,-1.53,,-2.41,,0.41,92.6,80.6,,85.3,,0.313,0.616,0.262,,,,0.5,0.6,0.231,0.338,0.605,0.18600000000000003,0.204,0.265,0.22699999999999998,100.0,101.0,103.0,,,,,0.018,,-8.0,,78.7,,,,,,,,,,,,,,,
2023/05/07,3:10 PM.,TOR,PIT,home,Cloudy.,60,579328,RF,4,0,1,1,0,0,0,0,0,0,3,.208,.269,.500,.769,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,0.259,,0.097,0.05,,1.11,,-1.83,95.1,88.7,,88.7,,0.225,0.396,0.302,,,,0.284,0.463,0.307,0.27,0.412,0.268,0.254,0.508,0.193,98.0,103.0,105.0,,,,,0.193,,0.24,,83.1,,,,,,,,,,,,,,,
2023/05/06,6:36 PM.,TOR,PIT,home,Partly Cloudy.,72,621244,RF,4,0,0,0,0,0,0,0,0,0,4,.200,.273,.500,.773,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.185,0.72,0.61,,,-0.38,94.3,84.1,93.8,,,,,,0.255,0.398,0.131,,,,0.254,0.456,0.276,0.245,0.409,0.33,116.0,104.0,110.0,,,,,0.296,,0.31,,82.6,,,,,,,,,,,,,0.216,0.357,0.305
2023/05/05,6:36 PM.,TOR,PIT,home,Partly Cloudy.,67,605135,RF,4,0,0,0,0,0,0,0,0,0,1,.250,.333,.625,.958,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,,,,0.393,0.093,0.136,,0.065,-3.9,2.11,-0.72,,1.71,92.4,84.1,91.9,75.6,,0.227,0.636,0.191,0.22,0.336,0.14400000000000002,0.192,0.295,0.318,0.333,0.652,0.20600000000000002,0.189,0.351,0.10099999999999999,93.0,92.0,100.0,95.0,105.0,102.0,0.153,0.126,-1.13,0.67,87.8,70.7,0.274,0.496,0.253,78.0,84.0,84.0,0.033,-3.07,82.6,0.375,0.563,0.226,,,
2023/05/04,1:10 PM.,TB,PIT,away,Dome.,72,621107,PR,0,0,0,0,0,0,0,0,0,0,0,.333,.429,.833,1.262,621107,zacheflin,Eflin,Right,Zach Eflin,TBR,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.343,0.449,75.0,99.0,94.0,83.0,123.0,112.0,98.0,107.0,105.0,122.0,120.0,127.0,,,,0.319,0.062,0.044,,0.051,2.53,1.09,0.79,,-0.61,92.9,86.4,92.2,80.0,,0.6,0.6,0.5,0.259,0.315,0.129,0.185,0.339,0.349,0.104,0.208,0.32,0.192,0.308,0.28300000000000003,100.0,110.0,107.0,100.0,106.0,102.0,0.261,0.263,-0.01,1.27,88.5,79.1,0.307,0.588,0.16699999999999998,,,,,,,,,,,,
2023/05/03,6:40 PM.,TB,PIT,away,Dome.,72,663556,RF,4,0,0,0,0,0,0,0,0,2,2,.333,.429,.833,1.262,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,111.0,100.0,104.0,,,,107.0,102.0,105.0,,,,,0.419,0.153,,0.258,-0.34,,-0.27,,2.65,96.8,86.9,,89.3,,0.261,0.58,0.29100000000000004,,,,0.197,0.344,0.314,0.269,0.479,0.233,0.153,0.191,0.541,115.0,101.0,107.0,,,,,0.17,,1.12,,83.5,,,,,,,,,,,,,,,
2023/04/30,4:01 PM.,WSH,PIT,away,Overcast.,62,680686,RF,3,0,0,0,0,0,0,0,1,1,1,.500,.600,1.250,1.850,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,,,,0.176,0.166,0.299,,0.016,-1.21,0.15,-0.07,,0.6,93.5,88.6,93.1,85.1,,0.163,0.233,0.429,0.313,0.385,0.138,0.221,0.358,0.349,0.291,0.557,0.20199999999999999,0.286,0.357,0.1,96.0,95.0,97.0,95.0,95.0,83.0,0.181,0.161,-0.09,0.24,88.8,82.2,0.243,0.461,0.205,,,,,,,,,,,,
2023/04/29,1:06 PM.,WSH,PIT,away,Overcast.,60,571578,RF,3,1,2,0,0,1,3,0,1,0,1,.667,.750,1.667,2.417,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,,,,0.417,0.169,0.35,,0.064,-0.69,-0.89,-0.51,,-2.07,91.8,81.2,92.1,80.5,,0.233,0.461,0.397,0.32,0.463,0.07400000000000001,,,,0.327,0.541,0.121,0.29,0.645,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/29,6:05 PM.,WSH,PIT,away,Cloudy.,69,641771,RF,2,1,2,0,0,1,3,0,0,0,0,.800,.833,2.000,2.833,641771,chadkuhl,Kuhl,Right,Chad Kuhl,WSN,8.45,8.79,38.1,93.0,102.0,94.0,0.749,7.28,6.57,11.03,1.88,0.72,0.232,0.432,0.104,0.392,0.405,80.0,84.0,84.0,79.0,83.0,78.0,98.0,85.0,85.0,111.0,100.0,103.0,105.0,100.0,106.0,0.351,0.075,0.435,0.096,0.043,-2.3,-3.38,0.21,-4.37,-3.85,92.2,87.0,94.0,85.5,78.7,0.235,0.482,0.34600000000000003,0.459,0.703,0.17,0.375,0.75,0.222,0.25,0.375,0.095,0.5,0.75,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
