date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC
2023/04/28,5:07 PM.,MIN,KC,away,Overcast.,48,641154,3B,2,1,0,0,0,0,0,0,2,0,1,.172,.226,.241,.467,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.125,0.211,0.1,,2.08,1.34,0.25,-0.17,94.9,,88.4,94.5,84.4,82.5,0.278,0.342,0.126,0.257,0.41,0.284,,,,0.268,0.468,0.315,0.202,0.33,0.364,0.173,0.287,0.366,,,,,,,,,,,,,,,,,,
2023/04/27,6:40 PM.,MIN,KC,away,Overcast.,58,641816,3B,3,0,0,0,0,0,0,0,0,2,0,.179,.207,.250,.457,641816,tylermahle,Mahle,Right,Tyler Mahle,MIN,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.232,0.348,0.203,0.246,0.359,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,44.0,122.0,104.0,,0.518,0.021,0.264,,,1.08,12.66,,-0.02,,,92.6,84.7,,,83.8,,,,,,,,,,,0.25,0.455,0.179,,,,0.219,0.313,0.255,,,,,,,100.0,116.0,112.0,0.197,-1.89,84.9,0.211,0.579,0.37200000000000005,,,
2023/04/25,6:40 PM.,AZ,KC,away,Clear.,86,669194,RF,3,1,1,1,0,0,0,0,1,1,1,.189,.218,.264,.482,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,101.0,111.0,105.0,,0.546,0.135,0.134,0.052,0.133,-0.72,-1.72,,0.52,-2.44,-0.16,94.4,85.6,83.3,,81.7,76.4,,,,0.203,0.407,0.312,0.326,0.539,0.218,0.308,0.553,0.16699999999999998,0.429,0.714,0.182,0.174,0.565,0.257,,,,,,,,,,,,,,,,,,
2023/04/24,6:40 PM.,AZ,KC,away,Partly Cloudy.,87,674072,RF,2,0,0,0,0,0,0,0,0,0,1,.180,.196,.240,.436,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,92.0,101.0,93.0,,,,,0.49,,0.127,0.191,0.193,-0.88,,,2.53,0.71,-0.09,90.7,,84.0,,83.1,79.1,,,,0.278,0.444,0.331,,,,0.292,0.523,0.155,0.229,0.325,0.21,0.158,0.281,0.287,,,,,,,,,,,,,,,,,,
2023/04/23,1:08 PM.,LAA,KC,away,Sunny.,76,672282,RF,2,0,0,0,0,0,0,0,0,1,0,.188,.204,.250,.454,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,0.432,,0.319,0.194,0.054,-0.38,,,0.91,0.14,-2.03,94.3,,84.8,,88.7,74.7,,,,0.242,0.424,0.24600000000000002,,,,0.291,0.505,0.212,0.191,0.326,0.28600000000000003,0.0,0.0,0.267,,,,,,,,,,,,,,,,,,
2023/04/22,6:07 PM.,LAA,KC,away,Partly Cloudy.,77,542881,LF,5,1,3,0,0,0,3,0,0,0,2,.196,.213,.261,.474,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.224,0.007,0.002,0.338,-1.25,0.48,-3.61,-1.06,-0.33,0.08,90.1,85.1,80.0,88.5,78.1,72.9,0.36,0.68,0.102,0.238,0.381,0.39799999999999996,0.239,0.366,0.268,0.301,0.566,0.193,,,,0.2,0.2,0.33299999999999996,,,,,,,,,,0.001,-4.72,90.1,,,,,,
2023/04/19,1:10 PM.,TEX,KC,home,Cloudy.,73,527048,3B,2,0,0,0,0,0,0,0,0,1,0,.146,.167,.220,.387,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,84.1,91.6,83.4,79.1,0.244,0.394,0.09699999999999999,0.316,0.447,0.278,0.342,0.64,0.11699999999999999,0.167,0.222,0.146,0.063,0.063,0.353,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
2023/04/17,6:39 PM.,TEX,KC,home,Clear.,69,594798,3B,3,0,0,0,0,0,0,0,0,2,0,.154,.175,.231,.406,594798,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.333,0.273,0.212,0.212,0.371,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,,,,179.0,110.0,125.0,,,,,0.521,,0.37,0.02,0.089,2.0,,,0.39,6.08,3.57,98.7,,91.4,,91.8,84.8,,,,0.1,0.1,0.318,,,,0.177,0.339,0.35,,,,0.189,0.378,0.5329999999999999,,,,,,,,,,,,,,,,,,
2023/04/15,5:45 PM.,ATL,KC,home,Overcast.,46,693821,1B,4,1,2,0,0,0,0,1,0,2,0,.167,.189,.250,.439,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.137,-1.13,,0.01,0.97,,1.3,90.7,,85.0,89.5,82.7,,0.28,0.402,0.134,0.188,0.235,0.23600000000000002,,,,0.286,0.495,0.19399999999999998,,,,0.21,0.393,0.337,,,,,,,,,,,,,,,,,,
2023/04/11,7:06 PM.,TEX,KC,away,Partly Cloudy.,73,594798,3B,3,0,0,0,0,0,0,0,0,2,2,.125,.152,.219,.371,594798,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.333,0.273,0.212,0.212,0.371,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,,,,179.0,110.0,125.0,,,,,0.521,,0.37,0.02,0.089,2.0,,,0.39,6.08,3.57,98.7,,91.4,,91.8,84.8,,,,0.1,0.1,0.318,,,,0.177,0.339,0.35,,,,0.189,0.378,0.5329999999999999,,,,,,,,,,,,,,,,,,
2023/04/10,7:07 PM.,TEX,KC,away,Partly Cloudy.,73,571760,1B,4,1,1,0,0,1,1,0,0,1,0,.138,.167,.241,.408,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,0.579,,0.252,0.0,0.169,0.1,,,-1.35,-3.87,-0.11,92.5,,84.0,,82.0,74.4,,,,0.274,0.452,0.24,,,,0.236,0.431,0.256,,,,0.259,0.443,0.29600000000000004,,,,,,,,,,,,,,,,,,
2023/04/08,1:05 PM.,SF,KC,away,Overcast.,59,640455,1B,4,0,1,0,0,0,0,0,0,0,1,.120,.154,.120,.274,640455,seanmanaea,Manaea,Left,Sean Manaea,SFG,4.44,4.21,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.143,0.305,0.448,90.0,97.0,94.0,,,,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,,,,0.008,0.562,0.0,0.26,,0.17,0.91,-5.8,-6.19,-0.93,,1.06,93.6,90.3,86.6,94.0,82.3,,0.4,0.8,0.25,0.224,0.342,0.183,,,,0.235,0.39,0.233,,,,0.122,0.143,0.36700000000000005,,,,,,,,,,,,,,,,,,
2023/04/07,1:37 PM.,SF,KC,away,Cloudy.,57,502171,1B,4,0,1,0,0,0,0,0,0,2,1,.095,.136,.095,.231,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,,-3.47,,0.33,-1.31,,,95.8,,,94.5,86.2,,0.28,0.435,0.129,,,,,,,,,,0.379,0.638,0.32,0.333,0.542,0.306,0.162,-1.38,83.6,,,,78.0,103.0,103.0,0.388,0.2,89.5,0.239,0.386,0.24600000000000002,115.0,95.0,103.0
2023/04/06,1:10 PM.,TOR,KC,home,Sunny.,51,592332,3B,3,0,0,0,0,0,0,0,1,3,4,.059,.111,.059,.170,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,,0.509,,0.108,,,1.13,,,-0.97,,,94.7,,,,83.6,,,,,,,,,,,0.243,0.409,0.172,,,,0.348,0.565,0.353,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,,,
2023/04/05,6:40 PM.,TOR,KC,home,Clear.,52,666201,PH,1,0,0,0,0,0,0,0,0,0,1,.071,.071,.071,.142,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,,,,0.282,0.29,,0.3,,0.128,-2.16,,0.68,-1.17,,-1.01,92.8,,86.3,92.6,80.8,,0.25,0.379,0.129,0.273,0.432,0.2,,,,0.316,0.592,0.244,,,,0.239,0.432,0.28600000000000003,,,,,,,,,,,,,,,,,,
2023/04/04,6:40 PM.,TOR,KC,home,Overcast.,80,579328,1B,2,0,0,0,0,0,0,0,0,0,2,.077,.077,.077,.154,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,,0.259,0.193,0.097,0.05,,,1.11,0.24,-1.83,95.1,,88.7,,88.7,83.1,,,,0.254,0.508,0.193,,,,0.27,0.412,0.268,0.284,0.463,0.307,0.225,0.396,0.302,,,,,,,,,,,,,,,,,,
2023/04/03,6:40 PM.,TOR,KC,home,Clear.,73,621244,3B,4,1,1,0,0,0,1,0,0,1,1,.091,.091,.091,.182,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.296,0.185,0.72,,0.61,,0.31,-0.38,94.3,,84.1,93.8,,82.6,0.255,0.398,0.131,0.245,0.409,0.33,,,,0.254,0.456,0.276,,,,,,,,,,0.216,0.357,0.305,,,,,,,,,,,,
2023/04/01,3:10 PM.,MIN,KC,home,Sunny.,55,543243,3B,4,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.067,0.61,1.3,-0.46,3.25,0.87,-0.63,92.9,87.6,87.9,92.8,84.3,79.6,0.275,0.413,0.177,0.27,0.405,0.174,0.265,0.368,0.278,0.301,0.422,0.16399999999999998,0.257,0.371,0.282,0.096,0.117,0.413,0.001,-0.41,72.9,,,,,,,,,,,,,,,
2023/03/30,3:10 PM.,MIN,KC,home,Cloudy.,67,641154,3B,3,0,0,0,0,0,0,0,0,2,0,.000,.000,.000,.000,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,0.345,,0.214,0.125,0.211,0.1,,2.08,1.34,0.25,-0.17,94.9,,88.4,94.5,84.4,82.5,0.278,0.342,0.126,0.257,0.41,0.284,,,,0.268,0.468,0.315,0.202,0.33,0.364,0.173,0.287,0.366,,,,,,,,,,,,,,,,,,
2023/03/28,1:08 PM.,TEX,KC,away,Roof Closed.,74,527048,1B,2,1,1,0,0,1,1,0,0,0,0,.273,.333,.523,.856,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,84.1,91.6,83.4,79.1,0.244,0.394,0.09699999999999999,0.316,0.447,0.278,0.342,0.64,0.11699999999999999,0.167,0.222,0.146,0.063,0.063,0.353,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
