date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023/05/24,6:40 PM.,CHC,NYM,away,Clear.,51,573186,DH,3,0,0,0,0,0,0,0,0,1,1,.229,.368,.333,.701,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,0.464,0.082,0.051,0.23,,0.34,1.08,-0.41,0.34,,92.0,,91.4,86.1,84.6,0.245,0.332,0.14300000000000002,,,,0.154,0.256,0.32,0.184,0.237,0.322,,,,105.0,96.0,98.0,0.096,0.96,89.7,0.26,0.42,0.242,,,,46.0,95.0,91.0,0.077,,0.12,,86.6,,0.205,0.308,0.324,0.24,0.38,0.301,,,
2023/05/23,6:40 PM.,CHC,NYM,away,Clear.,71,592767,DH,2,0,0,0,0,0,0,0,0,0,2,.237,.377,.344,.721,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,,-1.32,,,,,,91.9,,,0.314,0.6,0.17300000000000001,,,,,,,,,,0.229,0.399,0.36,86.0,94.0,82.0,0.117,-0.51,88.6,0.293,0.463,0.21600000000000003,105.0,102.0,103.0,,,,,0.494,,-0.09,,78.6,,,,,,,,,
2023/05/21,1:40 PM.,CLE,NYM,home,Partly Cloudy.,69,676440,DH,2,1,1,0,0,0,0,0,2,0,2,.242,.384,.352,.736,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,0.471,0.27,0.093,0.166,0.6,,1.35,-1.11,1.07,94.9,83.8,,84.7,78.3,,,,0.213,0.298,0.37799999999999995,0.243,0.348,0.19,0.206,0.355,0.317,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/19,7:11 PM.,CLE,NYM,home,Clear.,62,615698,PH,1,0,0,0,0,0,0,0,0,1,1,.236,.370,.348,.718,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,0.416,0.01,,0.109,0.101,-2.44,0.18,,1.28,-2.42,93.8,86.1,93.7,,82.0,0.277,0.428,0.16899999999999998,0.344,0.625,0.182,0.333,0.667,0.2,,,,0.188,0.313,0.158,103.0,94.0,93.0,0.241,-0.89,88.1,0.33,0.495,0.221,,,,113.0,104.0,104.0,0.123,,-1.13,,86.8,,0.241,0.362,0.225,,,,,,
2023/05/18,1:12 PM.,TB,NYM,home,Sunny.,58,671737,DH,3,0,0,0,0,0,0,0,1,2,2,.239,.374,.352,.726,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,,,,0.001,0.449,,0.167,,-0.8,0.0,,0.04,,96.1,,97.8,,79.0,,,,,,,0.277,0.559,0.191,,,,0.169,0.338,0.22399999999999998,106.0,99.0,99.0,0.248,-1.32,88.9,0.312,0.581,0.295,,,,,,,0.136,,0.62,,89.3,,0.19,0.333,0.41,,,,,,
2023/05/17,7:10 PM.,TB,NYM,home,Clear.,60,676596,DH,1,1,0,0,0,0,0,0,1,1,1,.247,.379,.365,.744,676596,joshfleming,Fleming,Left,Josh Fleming,TBR,4.7,5.37,51.2,101.0,86.0,97.0,0.837,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,73.0,104.0,94.0,97.0,99.0,102.0,42.0,104.0,88.0,93.0,99.0,98.0,,,,0.44,0.049,,0.221,0.29,2.77,0.64,,-0.59,-1.13,91.5,82.9,90.3,,76.5,0.244,0.465,0.193,0.352,0.507,0.154,0.0,0.0,0.385,,,,0.278,0.472,0.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/16,7:10 PM.,TB,NYM,home,Partly Cloudy.,78,656222,DH,2,0,0,0,0,0,0,0,0,0,0,.250,.376,.369,.745,656222,jalenbeeks,Beeks,Left,Jalen Beeks,TBR,5.95,3.61,42.1,95.0,89.0,90.0,0.729,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.438,112.0,95.0,96.0,,,,65.0,95.0,83.0,,,,106.0,71.0,93.0,,0.435,0.015,,0.443,-0.49,,-16.85,,-0.18,94.3,89.6,,81.8,,,,,0.267,0.373,0.317,0.243,0.419,0.252,1.0,1.5,0.0,,,,92.0,105.0,98.0,0.107,2.73,85.7,0.125,0.125,0.588,,,,,,,,,,,,,,,,,,,,,
2023/05/13,4:05 PM.,WSH,NYM,away,Cloudy.,67,592866,DH,4,1,1,0,0,0,0,0,0,1,4,.256,.384,.378,.762,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,0.171,-0.77,-0.45,-1.7,-1.93,-2.25,89.7,83.3,88.2,80.9,76.7,0.325,0.458,0.188,0.315,0.483,0.19899999999999998,0.283,0.563,0.16699999999999998,0.313,0.5,0.281,0.314,0.629,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/11,12:36 PM.,CIN,NYM,away,Partly Cloudy.,76,571882,DH,4,0,0,0,0,0,0,0,0,2,3,.256,.389,.385,.774,571882,dereklaw,"Law, D",Right,Derek Law,CIN,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.277,0.38,0.181,0.259,0.401,78.0,96.0,91.0,116.0,104.0,100.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,0.121,0.189,0.173,0.104,0.048,-0.99,0.69,1.87,0.16,-2.28,95.5,88.7,95.1,86.5,78.7,0.241,0.31,0.21,0.167,0.167,0.22699999999999998,0.262,0.5,0.295,0.22,0.268,0.369,0.222,0.389,0.289,104.0,94.0,94.0,0.365,0.58,92.1,0.254,0.388,0.223,,,,,,,,,,,,,,,,,,,,,
2023/05/10,6:40 PM.,CIN,NYM,away,Clear.,76,668881,DH,4,0,2,0,0,0,0,0,0,1,0,.270,.407,.405,.812,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,,,,127.0,103.0,105.0,,,,126.0,104.0,112.0,,0.544,0.404,,0.053,-0.95,,0.16,,-2.39,98.3,91.1,,87.3,,,,,0.304,0.478,0.242,0.265,0.518,0.252,0.229,0.416,0.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/09,6:41 PM.,CIN,NYM,away,Clear.,73,596133,DH,2,0,0,0,0,0,0,0,2,0,0,.257,.402,.400,.802,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,,0.435,0.137,,0.2,-1.47,,-2.22,,-2.01,94.0,86.1,,85.8,,,,,0.316,0.547,0.32299999999999995,0.311,0.543,0.175,0.235,0.294,0.321,0.255,0.691,0.16699999999999998,99.0,103.0,102.0,0.11,0.87,90.3,0.218,0.473,0.252,,,,,,,,0.118,,-1.56,,81.7,,,,,,,,,
2023/05/07,1:41 PM.,COL,NYM,home,Sunny.,75,663372,DH,4,1,1,0,0,1,1,0,1,2,1,.265,.398,.412,.810,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.241,0.331,0.188,0.248,0.448,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,95.0,106.0,105.0,0.173,0.278,0.313,0.089,0.147,-0.01,-4.88,1.27,-2.31,2.91,94.8,84.1,94.3,88.6,79.7,0.475,0.675,0.15,0.08,0.08,0.42100000000000004,0.25,0.295,0.225,0.178,0.289,0.163,0.333,0.4,0.11800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/06,4:12 PM.,COL,NYM,home,Sunny.,71,596295,PH,1,0,0,0,0,0,0,0,0,0,1,.266,.397,.375,.772,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,0.012,0.439,0.201,,0.181,-1.99,-5.34,0.96,,-0.07,90.6,81.6,90.8,84.8,,0.4,1.0,0.16699999999999998,0.296,0.509,0.19899999999999998,0.344,0.656,0.11800000000000001,0.275,0.383,0.247,0.226,0.358,0.28,,,,,,,,,,90.0,103.0,104.0,,,,,0.168,,-0.75,,77.6,,,,,,,,,
2023/05/05,7:10 PM.,COL,NYM,home,Partly Cloudy.,55,622608,DH,3,0,1,0,0,0,0,0,0,1,1,.270,.403,.381,.784,622608,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.167,0.458,0.125,0.375,0.475,61.0,112.0,85.0,102.0,75.0,75.0,80.0,104.0,92.0,73.0,101.0,94.0,97.0,97.0,97.0,0.117,0.433,0.275,0.017,0.158,-3.39,2.08,-1.95,0.51,1.79,94.4,87.1,92.4,85.7,78.8,0.25,0.25,0.0,0.2,0.2,0.4,0.25,1.0,0.222,0.286,0.429,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/04,1:11 PM.,DET,NYM,away,Cloudy.,59,593958,PH,1,0,0,0,0,0,0,0,0,1,0,.267,.405,.383,.788,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,103.0,107.0,106.0,0.093,0.454,0.072,,0.189,0.65,1.11,3.12,,0.71,92.2,85.9,92.4,84.5,,0.165,0.228,0.135,0.233,0.292,0.317,0.278,0.431,0.222,0.089,0.178,0.395,,,,90.0,101.0,98.0,0.192,0.51,88.8,0.2,0.471,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,
2023/05/03,6:40 PM.,DET,NYM,away,Cloudy.,52,547179,DH,4,0,1,1,0,0,1,0,0,0,1,.271,.411,.390,.801,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,0.12,0.347,0.297,0.011,0.216,1.17,0.73,0.34,-4.26,0.26,94.3,84.5,93.7,84.7,82.3,0.333,0.4,0.038,0.186,0.403,0.314,0.211,0.333,0.171,0.293,0.61,0.214,0.667,1.667,0.182,89.0,75.0,71.0,0.009,-7.35,90.8,0.6,1.2,0.16699999999999998,,,,,,,,,,,,,,,,,,,,,
2023/05/03,1:42 PM.,DET,NYM,away,Sunny.,50,666214,PH,1,0,0,0,0,0,0,0,0,0,1,.273,.420,.382,.802,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,,,,,0.416,,0.158,0.175,-2.53,,,-0.86,-0.22,93.4,85.0,,,77.5,,,,0.189,0.392,0.318,0.374,0.682,0.19,,,,0.247,0.356,0.285,91.0,97.0,93.0,0.251,-0.57,86.0,0.271,0.5,0.29100000000000004,,,,,,,,,,,,,,,,,,,,,
2023/05/01,1:10 PM.,ATL,NYM,home,Partly Cloudy.,59,675911,DH,3,0,1,0,0,0,1,0,1,1,1,.275,.422,.373,.795,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.338,,0.073,0.4,,1.67,,0.97,97.2,87.0,,85.6,,,,,0.122,0.184,0.444,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/01,4:47 PM.,ATL,NYM,home,Partly Cloudy.,62,450203,DH,3,1,1,1,0,0,1,0,1,1,1,.278,.426,.389,.815,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,0.068,0.317,,0.432,0.103,-1.26,-4.03,,1.79,0.86,94.9,86.0,94.2,,82.3,0.474,0.711,0.071,0.25,0.339,0.336,0.292,0.482,0.225,,,,0.177,0.258,0.42,89.0,92.0,87.0,0.08,0.25,89.1,0.296,0.407,0.3,,,,,,,,,,,,,,,,,,,,,
2023/04/27,7:11 PM.,WSH,NYM,home,Partly Cloudy.,55,592866,DH,5,0,2,0,0,0,1,0,0,3,1,.271,.417,.375,.792,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.069,0.171,-0.77,-0.45,-1.7,-1.93,-2.25,89.7,83.3,88.2,80.9,76.7,0.325,0.458,0.188,0.315,0.483,0.19899999999999998,0.283,0.563,0.16699999999999998,0.313,0.5,0.281,0.314,0.629,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/26,7:10 PM.,WSH,NYM,home,Partly Cloudy.,54,669022,PH,0,0,0,0,0,0,0,0,1,0,0,.256,.418,.372,.790,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.188,0.029,-0.27,,0.77,-0.85,1.1,95.0,86.5,,88.5,83.2,,,,0.188,0.25,0.382,0.279,0.503,0.21600000000000003,0.213,0.415,0.375,0.257,0.416,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/25,7:10 PM.,WSH,NYM,home,Partly Cloudy.,57,680686,DH,3,0,1,0,0,0,0,0,0,1,0,.256,.407,.372,.779,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.176,0.166,0.299,0.161,0.016,-1.21,0.15,-0.07,0.24,0.6,93.5,88.6,93.1,85.1,82.2,0.313,0.385,0.138,0.286,0.357,0.1,0.291,0.557,0.20199999999999999,0.163,0.233,0.429,0.221,0.358,0.349,95.0,95.0,83.0,0.181,-0.09,88.8,0.243,0.461,0.205,,,,,,,,,,,,,,,,,,,,,
2023/04/23,4:10 PM.,SF,NYM,away,Partly Cloudy.,61,548389,DH,2,1,1,0,0,0,0,0,1,1,0,.250,.412,.375,.787,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,94.0,112.0,113.0,,,,59.0,106.0,96.0,47.0,109.0,88.0,97.0,109.0,106.0,0.092,0.26,0.292,,0.248,-0.38,-0.64,0.07,,-2.35,92.5,83.7,90.3,87.2,,0.325,0.55,0.12300000000000001,0.305,0.508,0.289,0.275,0.512,0.275,0.274,0.487,0.179,0.2,0.2,0.20600000000000002,,,,,,,,,,119.0,95.0,102.0,83.0,107.0,102.0,0.009,0.099,-0.82,1.22,85.6,75.9,,,,,,,,,
2023/04/22,1:06 PM.,SF,NYM,away,Sunny.,66,657277,DH,4,0,1,1,0,0,1,0,0,3,2,.237,.396,.368,.764,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037,0.212,,0.416,-1.37,0.31,0.11,,2.18,92.6,87.5,92.3,84.3,,0.313,0.481,0.10400000000000001,0.225,0.309,0.228,0.226,0.452,0.3,0.208,0.369,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/21,7:17 PM.,SF,NYM,away,Partly Cloudy.,62,543101,DH,4,0,2,0,0,0,1,0,1,1,0,.235,.409,.353,.762,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,0.277,0.126,0.448,,0.098,-1.8,-0.66,0.88,,-1.71,93.1,86.4,93.1,87.4,,0.283,0.5,0.11199999999999999,0.344,0.5,0.15,0.306,0.528,0.132,0.257,0.429,0.26899999999999996,0.16,0.28,0.278,,,,,,,,,,106.0,109.0,109.0,,,,,0.05,,-0.59,,82.2,,,,,,,,,
2023/04/20,6:47 PM.,SF,NYM,away,Clear.,59,640455,DH,1,0,0,0,0,0,0,0,1,0,0,.200,.385,.333,.718,640455,seanmanaea,Manaea,Left,Sean Manaea,SFG,4.44,4.21,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.143,0.305,0.448,90.0,97.0,94.0,,,,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.26,,0.17,0.91,-6.19,-0.93,,1.06,93.6,86.6,94.0,82.3,,0.4,0.8,0.25,0.224,0.342,0.183,0.235,0.39,0.233,0.122,0.143,0.36700000000000005,,,,,,,0.0,-5.8,90.3,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/19,12:11 PM.,LAD,NYM,away,Sunny.,68,592789,DH,3,0,0,0,0,0,0,0,0,1,2,.207,.378,.345,.723,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.181,0.067,0.141,0.222,0.68,-1.16,-2.33,-0.93,-2.71,92.2,87.3,92.3,85.0,77.9,0.363,0.593,0.138,0.286,0.571,0.218,0.208,0.354,0.182,0.24,0.72,0.083,0.233,0.512,0.22,85.0,103.0,98.0,0.126,-0.49,89.5,0.333,0.489,0.18899999999999997,,,,43.0,87.0,84.0,0.003,,1.25,,87.7,,,,,,,,,,
2023/04/18,7:10 PM.,LAD,NYM,away,Partly Cloudy.,59,477132,PH,1,0,1,0,0,0,0,0,0,0,0,.231,.412,.385,.797,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,0.002,0.369,0.434,0.175,0.017,0.23,14.84,2.06,0.13,-0.46,90.7,84.6,90.9,86.5,73.4,0.0,0.0,0.0,0.2,0.2,0.6,0.281,0.451,0.09699999999999999,0.167,0.338,0.36200000000000004,0.212,0.338,0.33799999999999997,,,,,,,,,,,,,116.0,127.0,165.0,0.002,,13.51,,84.4,,0.0,0.0,0.0,,,,,,
2023/04/17,7:10 PM.,LAD,NYM,away,Clear.,58,669160,DH,2,1,1,0,0,1,3,0,0,0,1,.200,.394,.360,.754,669160,dustinmay,May,Right,Dustin May,LAD,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.459,66.0,93.0,97.0,149.0,102.0,118.0,117.0,103.0,106.0,117.0,102.0,108.0,,,,0.335,0.269,,0.203,0.045,0.48,3.59,,0.6,2.6,97.3,90.9,96.6,,86.3,0.161,0.25,0.125,0.1,0.1,0.077,0.22,0.341,0.17800000000000002,,,,0.167,0.2,0.226,113.0,111.0,107.0,0.148,3.03,93.0,0.161,0.226,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,
2023/04/16,1:29 PM.,OAK,NYM,away,Partly Cloudy.,59,676664,DH,1,0,0,0,0,0,0,0,0,0,3,.174,.387,.217,.604,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.346,,0.151,-0.84,0.63,-0.06,,0.36,93.1,84.1,92.1,81.4,,,,,0.277,0.438,0.225,0.256,0.478,0.217,0.21,0.395,0.28300000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/15,1:07 PM.,OAK,NYM,away,Sunny.,58,660261,DH,2,0,0,0,0,0,0,0,1,0,0,.182,.400,.227,.627,660261,shintarofujinami,Fujinami,Right,Shintaro Fujinami,- - -,7.18,4.8,79.0,92.0,112.0,94.0,0.734,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.167,0.378,0.42,,,,-279.0,111.0,65.0,107.0,90.0,91.0,,,,118.0,92.0,105.0,,0.566,0.073,0.001,,0.08,,-1.47,-81.55,,98.4,,,84.4,75.7,,,,,,,0.243,0.385,0.255,0.75,0.75,0.33299999999999996,,,,94.0,92.0,93.0,0.162,1.27,88.3,0.171,0.341,0.382,,,,138.0,95.0,100.0,0.199,,-1.4,,92.8,,0.243,0.457,0.37200000000000005,,,,,,
2023/04/14,6:42 PM.,OAK,NYM,away,Clear.,56,621076,DH,4,2,0,0,0,0,2,0,2,1,3,.200,.407,.250,.657,621076,jameskaprielian,Kaprielian,Right,James Kaprielian,OAK,6.34,4.86,61.0,102.0,88.0,99.0,0.766,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,99.0,98.0,95.0,106.0,104.0,107.0,0.139,0.414,0.307,0.061,0.078,0.35,-2.81,-0.35,-1.04,-2.75,92.3,83.3,92.0,80.8,75.9,0.412,0.529,0.14300000000000002,0.368,0.737,0.18,0.202,0.384,0.252,0.263,0.4,0.316,0.444,0.778,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/10,7:10 PM.,SD,NYM,home,Clear.,55,506433,DH,3,0,1,0,0,0,0,0,1,0,0,.250,.429,.313,.742,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,0.186,0.167,0.363,0.051,0.001,-1.74,0.46,-0.68,1.37,-1.35,94.7,82.3,94.3,84.0,72.3,0.319,0.418,0.157,,,,0.253,0.538,0.159,0.432,0.703,0.244,0.13,0.203,0.391,93.0,95.0,99.0,0.089,2.4,90.9,0.2,0.32,0.196,105.0,111.0,112.0,95.0,104.0,100.0,0.077,0.066,1.21,3.06,89.2,79.3,0.167,0.217,0.4,,,,,,
2023/04/07,1:13 PM.,MIA,NYM,home,Cloudy.,56,665795,DH,3,0,1,0,0,0,1,0,0,1,2,.231,.412,.308,.720,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,0.093,0.279,0.081,0.234,0.314,0.19,-0.3,-0.71,-0.37,1.29,96.2,92.9,96.1,88.2,84.6,0.28,0.44,0.233,0.186,0.3,0.363,0.211,0.366,0.191,0.222,0.444,0.306,0.24,0.38,0.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
