date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023/09/05,7:04 PM.,NYM,WSH,home,Partly Cloudy.,92,500779,3B,4,0,0,0,0,0,0,0,0,1,3,.214,.250,.452,.702,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.286,0.349,65.0,102.0,91.0,96.0,106.0,102.0,81.0,101.0,95.0,,,,0.242,,0.253,0.181,-2.28,,1.45,-1.18,90.2,85.8,,77.2,0.391,0.594,0.217,,,,0.214,0.268,0.26899999999999996,0.276,0.379,0.29600000000000004,78.0,99.0,91.0,0.323,3.29,90.4,0.196,0.25,0.135,,,,,,,,,,0.211,0.368,0.207,,,,,,,,,
2023/09/02,4:05 PM.,MIA,WSH,home,Sunny.,84,456501,3B,3,1,0,0,0,0,0,0,1,0,2,.237,.275,.500,.775,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,88.0,95.0,96.0,0.346,0.234,0.004,0.192,-0.03,-1.92,-3.06,-3.11,92.2,84.1,86.1,76.0,0.242,0.53,0.245,0.27,0.73,0.154,,,,0.286,0.595,0.278,89.0,103.0,100.0,0.196,2.47,92.2,0.244,0.4,0.035,69.0,90.0,66.0,0.028,0.08,88.1,0.222,0.333,0.1,,,,,,,,,,,,
2023/09/01,7:05 PM.,MIA,WSH,home,Clear.,75,691587,3B,5,0,1,0,0,0,1,0,0,3,4,.257,.278,.543,.821,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.454,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,89.7,86.4,81.2,0.289,0.585,0.187,0.183,0.365,0.47700000000000004,0.098,0.171,0.5429999999999999,0.045,0.045,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/31,7:06 PM.,MIA,WSH,home,Clear.,78,666129,3B,4,0,1,0,0,0,0,0,0,0,1,.267,.290,.600,.890,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,80.0,97.0,95.0,79.0,101.0,93.0,100.0,102.0,102.0,0.075,0.258,0.084,0.088,-1.84,0.45,-4.44,0.73,90.8,84.1,82.8,77.7,0.325,0.575,0.159,0.169,0.302,0.408,0.5,1.059,0.2,0.286,0.327,0.327,91.0,102.0,97.0,0.317,1.06,90.5,0.256,0.377,0.107,95.0,100.0,97.0,0.177,1.53,87.5,0.243,0.477,0.247,,,,,,,,,,,,
2023/08/30,3:08 PM.,TOR,WSH,away,Partly Cloudy.,67,605135,3B,4,0,1,0,0,0,0,0,0,1,2,.269,.296,.654,.950,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,106.0,93.0,102.0,0.093,0.136,0.126,0.065,-3.9,-0.72,0.67,1.71,92.4,84.1,75.6,70.7,0.333,0.652,0.20600000000000002,0.227,0.636,0.191,0.192,0.295,0.318,0.189,0.351,0.10099999999999999,92.0,104.0,98.0,0.393,2.11,91.9,0.22,0.336,0.14400000000000002,95.0,105.0,102.0,0.153,-1.13,87.8,0.274,0.496,0.253,,,,78.0,84.0,84.0,0.033,-3.07,82.6,0.375,0.563,0.226
2023/08/29,7:08 PM.,TOR,WSH,away,Clear.,71,621244,3B,4,1,2,0,0,1,2,0,0,1,0,.273,.304,.727,1.031,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,0.204,,0.296,0.185,0.72,,0.31,-0.38,94.3,84.1,,82.6,0.254,0.456,0.276,,,,,,,0.245,0.409,0.33,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.398,0.131,,,,,,,,,,0.216,0.357,0.305,,,,,,,,,
2023/08/27,1:40 PM.,MIA,WSH,away,Roof Closed.,72,608638,3B,4,0,0,0,0,0,0,0,0,1,2,.222,.263,.611,.874,608638,jtchargois,Chargois,Right,JT Chargois,MIA,3.61,3.63,42.1,99.0,108.0,102.0,0.803,7.44,3.83,7.44,0.64,1.81,0.244,0.395,0.193,0.277,0.413,,,,,,,83.0,92.0,92.0,118.0,101.0,111.0,0.078,0.415,,,0.34,0.1,,,95.8,,86.3,,0.286,0.286,0.3,0.206,0.338,0.302,,,,,,,104.0,98.0,96.0,0.506,1.23,96.3,0.25,0.421,0.096,,,,,,,,,,,,,,,,,,,,,
2023/08/26,4:11 PM.,MIA,WSH,away,Roof Closed.,72,691587,3B,4,0,0,0,0,0,0,0,0,1,3,.286,.333,.786,1.119,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.454,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,89.7,86.4,81.2,0.289,0.585,0.187,0.183,0.365,0.47700000000000004,0.098,0.171,0.5429999999999999,0.045,0.045,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/25,6:41 PM.,MIA,WSH,away,Roof Closed.,72,666129,3B,3,1,1,0,0,1,2,0,0,0,0,.400,.455,1.100,1.555,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,80.0,97.0,95.0,79.0,101.0,93.0,100.0,102.0,102.0,0.075,0.258,0.084,0.088,-1.84,0.45,-4.44,0.73,90.8,84.1,82.8,77.7,0.325,0.575,0.159,0.169,0.302,0.408,0.5,1.059,0.2,0.286,0.327,0.327,91.0,102.0,97.0,0.317,1.06,90.5,0.256,0.377,0.107,95.0,100.0,97.0,0.177,1.53,87.5,0.243,0.477,0.247,,,,,,,,,,,,
2023/08/24,1:09 PM.,NYY,WSH,away,Cloudy.,74,650633,3B,4,1,2,1,0,0,0,0,0,1,1,.429,.429,1.000,1.429,650633,michaelking,King,Right,Michael King,NYY,2.75,3.48,104.2,102.0,113.0,105.0,0.725,10.92,2.75,7.57,0.86,1.2,0.243,0.442,0.169,0.288,0.403,71.0,105.0,97.0,,,,106.0,108.0,106.0,144.0,93.0,108.0,0.227,0.293,,0.145,1.4,-0.8,,3.43,94.7,87.2,81.8,,0.2,0.294,0.25,0.264,0.455,0.395,,,,0.104,0.134,0.41,109.0,104.0,104.0,0.335,1.26,94.0,0.273,0.398,0.157,,,,,,,,,,,,,,,,,,,,,
2023/08/22,7:08 PM.,NYY,WSH,away,Partly Cloudy.,77,607074,3B,3,1,1,0,0,1,1,0,0,1,0,.333,.333,1.333,1.666,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.5,85.4,79.7,0.294,0.55,0.217,0.2,0.347,0.37200000000000005,0.375,1.25,0.21100000000000002,0.0,0.0,0.42100000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
