date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FO%,wFO/C,vFO
2023/06/14,12:11 PM.,MIN,MIL,away,Overcast.,83,641927,CF,2,0,0,0,0,0,0,0,0,2,0,.213,.286,.391,.677,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,,,,83.0,99.0,96.0,,0.457,0.196,0.067,0.28,0.75,,-0.7,1.44,1.08,91.3,83.7,,81.0,77.5,0.232,0.425,0.27699999999999997,0.255,0.48,0.32899999999999996,,,,0.226,0.35,0.298,0.194,0.306,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/13,6:41 PM.,MIN,MIL,away,Partly Cloudy.,84,641154,CF,4,0,0,0,0,0,0,0,0,2,4,.215,.288,.395,.683,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.125,0.211,0.1,2.08,1.34,0.25,-0.17,94.9,88.4,94.5,84.4,82.5,0.268,0.468,0.315,0.173,0.287,0.366,0.278,0.342,0.126,0.257,0.41,0.284,0.202,0.33,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/11,1:11 PM.,OAK,MIL,home,Roof Closed.,66,676664,CF,4,0,0,0,0,0,0,0,1,3,2,.219,.294,.403,.697,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.346,,0.151,-0.84,0.63,-0.06,,0.36,93.1,84.1,92.1,81.4,,0.256,0.478,0.217,0.21,0.395,0.28300000000000003,,,,0.277,0.438,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/10,3:11 PM.,OAK,MIL,home,Cloudy.,81,621112,CF,3,0,0,0,0,0,0,0,1,2,2,.224,.296,.411,.707,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,0.24,0.146,0.181,0.117,0.112,-2.52,-0.75,0.46,1.69,2.14,91.9,86.0,91.8,80.8,79.1,0.383,0.553,0.17,0.198,0.308,0.344,0.306,0.435,0.15,0.143,0.286,0.389,0.14,0.326,0.245,106.0,100.0,100.0,0.204,-2.38,88.9,0.435,0.624,0.159,,,,,,,,,,,,,,,,,,,,,
2023/06/09,7:11 PM.,OAK,MIL,home,Clear.,74,594580,CF,3,1,0,0,0,0,0,1,1,2,1,.228,.297,.418,.715,594580,sammoll,Moll,Left,Sam Moll,- - -,3.03,2.84,62.1,98.0,82.0,96.0,0.798,9.82,4.33,6.79,0.29,1.6,0.319,0.337,0.16,0.245,0.44,99.0,91.0,97.0,,,,91.0,105.0,99.0,46.0,102.0,83.0,112.0,91.0,106.0,0.356,0.252,0.379,,0.014,1.43,1.58,0.96,,-7.42,94.1,86.4,93.4,81.8,,0.185,0.277,0.239,0.155,0.211,0.301,0.258,0.36,0.145,0.333,0.333,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/08,1:11 PM.,BAL,MIL,home,Sunny.,70,680694,CF,4,0,1,0,0,0,0,0,0,3,1,.231,.298,.425,.723,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,0.207,0.224,0.313,0.173,0.083,-1.0,1.53,1.77,3.99,-0.36,94.5,90.8,95.0,88.1,84.8,0.366,0.602,0.15,0.168,0.272,0.364,0.23,0.367,0.15,0.259,0.37,0.114,0.142,0.165,0.35600000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/07,6:41 PM.,BAL,MIL,home,Roof Closed.,70,665152,CF,4,2,4,1,0,2,5,0,0,0,0,.231,.299,.429,.728,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.089,0.123,0.43,1.81,-1.43,-2.29,-1.4,94.6,85.3,91.9,82.8,78.1,0.252,0.409,0.262,0.25,0.417,0.244,0.269,0.38,0.081,0.26,0.377,0.27,0.347,0.592,0.24,104.0,106.0,102.0,0.239,0.02,88.8,0.222,0.416,0.27699999999999997,,,,,,,,,,,,,,,,,,,,,
2023/06/06,6:40 PM.,BAL,MIL,home,Roof Closed.,71,502043,CF,5,0,1,0,0,0,1,0,0,1,4,.213,.284,.376,.660,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,0.261,0.134,0.184,0.084,0.17,-0.69,-0.08,2.01,0.01,-0.29,92.1,85.5,91.9,81.6,79.5,0.287,0.55,0.156,0.147,0.228,0.47100000000000003,0.289,0.459,0.11,0.288,0.453,0.29100000000000004,0.279,0.419,0.40399999999999997,90.0,95.0,92.0,0.166,-1.02,89.8,0.345,0.552,0.154,,,,,,,,,,,,,,,,,,,,,
2023/06/05,7:10 PM.,CIN,MIL,away,Partly Cloudy.,80,671096,CF,3,0,2,2,0,0,0,0,0,1,2,.214,.286,.382,.668,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,0.501,0.165,0.171,0.163,-0.02,,1.61,-2.27,0.99,92.7,86.6,,82.9,80.9,0.249,0.459,0.198,0.174,0.304,0.29,,,,0.203,0.27,0.39399999999999996,0.367,0.65,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/04,1:42 PM.,CIN,MIL,away,Partly Cloudy.,81,594902,CF,4,1,1,0,0,0,0,0,0,1,1,.206,.280,.365,.645,594902,benlively,Lively,Right,Ben Lively,CIN,5.38,5.03,88.2,101.0,79.0,95.0,0.814,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,0.219,0.321,0.243,0.066,0.102,-2.09,0.24,1.68,-4.42,-1.4,90.6,84.4,91.5,80.1,76.3,0.362,0.667,0.18100000000000002,0.158,0.303,0.336,0.257,0.416,0.153,0.265,0.412,0.133,0.273,0.909,0.128,98.0,92.0,82.0,0.049,0.62,88.1,0.267,0.267,0.257,,,,,,,,,,,,,,,,,,,,,
2023/06/03,4:14 PM.,CIN,MIL,away,Cloudy.,91,668933,CF,2,2,1,0,0,0,1,0,2,0,0,.205,.281,.367,.648,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,,,,57.0,90.0,82.0,166.0,102.0,114.0,0.097,,0.373,,0.0,,-1.17,-0.37,,-25.75,,90.4,96.5,88.3,,,,,0.221,0.461,0.32899999999999996,0.286,0.429,0.1,,,,,,,116.0,98.0,100.0,0.529,0.15,95.8,0.292,0.436,0.171,,,,,,,,,,,,,,,,,,,,,
2023/06/02,5:12 PM.,CIN,MIL,away,Clear.,92,682227,CF,3,1,1,0,0,1,2,0,2,0,2,.201,.271,.366,.637,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,,0.372,0.102,0.064,0.165,-0.15,,-1.33,-1.75,-0.51,92.8,84.0,,81.7,73.1,0.269,0.433,0.171,0.0,0.0,0.273,,,,0.183,0.39,0.39899999999999997,0.333,0.6,0.14300000000000002,106.0,102.0,98.0,0.298,1.71,89.3,0.252,0.433,0.185,,,,,,,,,,,,,,,,,,,,,
2023/06/01,1:08 PM.,TOR,MIL,away,Sunny.,75,592332,CF,2,0,1,1,0,0,0,1,1,0,0,.199,.261,.348,.609,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,0.509,0.108,,,1.13,,-0.97,,,94.7,,,83.6,,0.243,0.409,0.172,0.348,0.565,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,,,
2023/05/31,7:08 PM.,TOR,MIL,away,Clear.,75,666201,CF,4,1,2,1,0,0,0,1,0,1,3,.195,.254,.340,.594,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,0.282,0.29,0.3,,0.128,-2.16,0.68,-1.17,,-1.01,92.8,86.3,92.6,80.8,,0.316,0.592,0.244,0.239,0.432,0.28600000000000003,0.25,0.379,0.129,0.273,0.432,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/30,7:07 PM.,TOR,MIL,away,Clear.,73,579328,CF,3,0,0,0,0,0,0,0,0,1,1,.187,.249,.329,.578,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,0.451,0.259,0.193,0.097,0.05,,1.11,0.24,-1.83,95.1,88.7,,88.7,83.1,0.27,0.412,0.268,0.225,0.396,0.302,,,,0.254,0.508,0.193,0.284,0.463,0.307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/28,1:11 PM.,SF,MIL,home,Sunny.,74,502171,CF,4,1,1,0,0,0,0,1,0,1,1,.191,.253,.336,.589,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,,-3.47,0.33,-1.31,,,95.8,,94.5,86.2,,,,,0.333,0.542,0.306,0.28,0.435,0.129,,,,0.379,0.638,0.32,,,,,,,,,,115.0,95.0,103.0,0.162,-1.38,83.6,,,,78.0,103.0,103.0,0.388,0.2,89.5,0.239,0.386,0.24600000000000002,,,
2023/05/27,3:11 PM.,SF,MIL,home,Sunny.,70,657277,CF,3,0,0,0,0,0,0,1,0,1,0,.189,.253,.338,.591,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037,0.212,,0.416,-1.37,0.31,0.11,,2.18,92.6,87.5,92.3,84.3,,0.226,0.452,0.3,0.208,0.369,0.28600000000000003,0.313,0.481,0.10400000000000001,0.225,0.309,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/26,7:10 PM.,SF,MIL,home,Roof Closed.,67,622072,CF,3,0,0,0,0,0,0,0,0,2,3,.193,.258,.345,.603,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,,,,80.0,95.0,88.0,110.0,93.0,95.0,0.446,,0.261,,0.292,,0.12,-0.8,,-0.33,,85.2,91.5,82.4,,,,,0.288,0.441,0.25,0.234,0.433,0.242,0.273,0.388,0.154,,,,,,,,,,,,,,,,0.001,-5.8,83.6,,,,,,,,,,,,,,,
2023/05/25,6:41 PM.,SF,MIL,home,Roof Closed.,65,518397,CF,2,0,0,0,0,0,0,0,1,1,0,.197,.263,.352,.615,518397,scottalexander,Alexander,Left,Scott Alexander,SFG,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.176,0.43,0.158,0.333,0.465,68.0,92.0,87.0,,,,,,,84.0,101.0,97.0,110.0,103.0,103.0,0.758,,0.16,,0.082,,0.64,1.06,,0.57,,85.9,92.8,83.0,,,,,0.192,0.308,0.396,0.306,0.389,0.146,0.167,0.25,0.34600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/24,12:10 PM.,HOU,MIL,home,Roof Closed.,65,656232,CF,3,0,0,0,0,0,0,0,0,0,0,.200,.261,.357,.618,656232,brandonbielak,Bielak,Right,Brandon Bielak,HOU,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.394,90.0,100.0,98.0,101.0,90.0,88.0,73.0,97.0,87.0,78.0,99.0,88.0,99.0,93.0,95.0,0.214,0.306,0.118,0.111,0.247,-1.15,-0.12,-3.74,-0.81,0.83,92.1,87.1,92.1,82.0,79.5,0.273,0.505,0.159,0.333,0.722,0.355,0.338,0.477,0.135,0.227,0.352,0.332,0.217,0.217,0.302,,,,0.004,-0.48,84.4,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/23,6:40 PM.,HOU,MIL,home,Clear.,73,641585,CF,3,1,1,0,0,1,1,0,0,2,0,.204,.267,.365,.632,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,,0.431,0.091,0.137,0.152,-0.26,,-2.09,0.16,2.51,93.0,81.8,,80.1,76.0,0.308,0.481,0.106,0.25,0.533,0.298,,,,0.183,0.237,0.308,0.145,0.273,0.42200000000000004,116.0,108.0,103.0,0.189,0.33,86.8,0.317,0.446,0.22,,,,,,,,,,,,,,,,,,,,,
2023/05/22,6:41 PM.,HOU,MIL,home,Partly Cloudy.,69,664299,CF,0,0,0,0,0,0,0,0,0,0,0,.201,.265,.343,.608,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,,0.041,0.44,,-0.09,,-1.29,92.7,83.7,,79.5,,0.236,0.455,0.265,0.211,0.367,0.287,,,,0.28,0.36,0.392,0.268,0.366,0.195,,,,,,,,,,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,,,,,,,,
2023/05/21,1:40 PM.,TB,MIL,away,Dome.,72,656222,CF,4,0,0,0,0,0,0,0,0,0,5,.201,.265,.343,.608,656222,jalenbeeks,Beeks,Left,Jalen Beeks,TBR,5.95,3.61,42.1,95.0,89.0,90.0,0.729,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.438,112.0,95.0,96.0,,,,65.0,95.0,83.0,,,,106.0,71.0,93.0,,0.435,0.015,,0.443,-0.49,,-16.85,,-0.18,94.3,89.6,,81.8,,0.243,0.419,0.252,1.0,1.5,0.0,,,,0.267,0.373,0.317,,,,92.0,105.0,98.0,0.107,2.73,85.7,0.125,0.125,0.588,,,,,,,,,,,,,,,,,,,,,
2023/05/19,6:41 PM.,TB,MIL,away,Dome.,72,663556,CF,3,0,1,0,0,0,0,0,0,1,2,.208,.273,.354,.627,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,107.0,102.0,105.0,,0.419,0.153,0.17,0.258,-0.34,,-0.27,1.12,2.65,96.8,86.9,,89.3,83.5,0.269,0.479,0.233,0.261,0.58,0.29100000000000004,,,,0.153,0.191,0.541,0.197,0.344,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/17,6:46 PM.,STL,MIL,away,Partly Cloudy.,78,669461,CF,2,0,0,0,0,0,0,0,0,2,2,.205,.271,.354,.625,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,5.25,5.96,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.372,0.426,72.0,100.0,96.0,101.0,87.0,97.0,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,0.185,0.382,0.127,0.224,0.081,-0.74,1.76,-2.12,-1.62,-0.64,94.2,87.3,94.3,86.6,76.6,0.308,0.49,0.161,0.333,0.533,0.28600000000000003,0.208,0.302,0.098,0.278,0.389,0.125,0.222,0.472,0.33799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/16,6:45 PM.,STL,MIL,away,Overcast.,69,656756,CF,4,1,1,0,0,1,1,0,0,3,2,.208,.275,.360,.635,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.229,-0.68,1.22,,0.84,0.2,93.4,83.5,93.3,,80.5,0.333,0.5,0.195,,,,0.255,0.374,0.141,0.239,0.405,0.392,0.191,0.357,0.371,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,,,,,,,
2023/05/15,7:46 PM.,STL,MIL,away,Overcast.,74,656427,CF,3,1,1,0,0,0,0,0,0,2,0,.207,.276,.339,.615,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.417,0.246,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,85.3,90.1,84.2,,0.29,0.411,0.20800000000000002,0.339,0.558,0.265,0.333,0.333,0.1,0.154,0.154,0.083,0.204,0.372,0.402,92.0,98.0,101.0,0.091,-1.05,88.7,0.318,0.545,0.264,93.0,102.0,108.0,0.194,0.23,76.2,,,,,,,,,,,,,,,
2023/05/14,1:11 PM.,KC,MIL,home,Roof Closed.,65,543475,CF,2,1,0,0,0,0,0,0,1,1,0,.203,.275,.339,.614,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,0.131,0.306,0.247,0.131,0.109,1.11,-0.01,-1.31,-1.6,-1.66,91.2,85.5,90.5,80.2,79.4,0.227,0.444,0.154,0.28,0.543,0.249,0.248,0.457,0.158,0.26,0.481,0.257,0.238,0.476,0.21899999999999997,96.0,99.0,98.0,0.076,-0.94,86.8,0.314,0.725,0.19,,,,,,,,,,,,,,,,,,,,,
2023/05/13,6:10 PM.,KC,MIL,home,Roof Closed.,68,425844,CF,3,0,0,0,0,0,1,0,0,1,1,.207,.273,.345,.618,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,0.157,0.265,0.2,0.141,0.166,0.25,-0.92,1.12,-2.99,0.06,89.5,86.5,89.8,79.2,72.5,0.276,0.472,0.159,0.214,0.282,0.231,0.333,0.609,0.081,0.241,0.37,0.207,0.386,0.729,0.155,100.0,113.0,103.0,0.07,-0.94,85.2,0.32,0.5,0.18600000000000003,,,,0.0,-3.64,57.9,,,,,,,,,,,,,,,
2023/05/12,7:10 PM.,KC,MIL,home,Roof Closed.,70,657031,CF,4,0,1,0,0,0,0,0,0,1,3,.212,.282,.354,.636,657031,joshtaylor,"Taylor, J",Left,Josh Taylor,KCR,8.15,4.83,17.2,102.0,91.0,100.0,0.706,13.25,4.58,11.21,2.04,1.38,0.229,0.479,0.104,0.313,0.408,,,,85.0,92.0,92.0,96.0,102.0,100.0,86.0,107.0,102.0,89.0,103.0,102.0,0.12,0.37,0.422,0.088,,-0.76,-5.16,-1.81,4.76,,92.8,,93.0,85.2,78.4,0.381,0.524,0.24100000000000002,0.25,0.556,0.37200000000000005,0.556,0.889,0.188,,,,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/10,12:40 PM.,LAD,MIL,home,Partly Cloudy.,71,477132,CF,2,0,0,0,0,0,0,0,0,1,1,.211,.283,.358,.641,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,0.002,0.369,0.434,0.175,0.017,0.23,14.84,2.06,0.13,-0.46,90.7,84.6,90.9,86.5,73.4,0.281,0.451,0.09699999999999999,0.167,0.338,0.36200000000000004,0.0,0.0,0.0,0.2,0.2,0.6,0.212,0.338,0.33799999999999997,,,,,,,,,,,,,,,,,,,116.0,127.0,165.0,0.002,13.51,84.4,0.0,0.0,0.0,,,
2023/05/09,6:41 PM.,LAD,MIL,home,Roof Closed.,67,592789,CF,3,0,0,0,0,0,0,0,0,2,1,.215,.288,.364,.652,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.181,0.067,0.141,0.222,0.68,-1.16,-2.33,-0.93,-2.71,92.2,87.3,92.3,85.0,77.9,0.208,0.354,0.182,0.24,0.72,0.083,0.363,0.593,0.138,0.286,0.571,0.218,0.233,0.512,0.22,85.0,103.0,98.0,0.126,-0.49,89.5,0.333,0.489,0.18899999999999997,,,,,,,,,,43.0,87.0,84.0,0.003,1.25,87.7,,,,,,
2023/05/08,6:42 PM.,LAD,MIL,home,Roof Closed.,64,664062,CF,3,2,2,1,0,1,4,0,0,1,1,.221,.296,.375,.671,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,107.0,83.0,90.0,80.0,99.0,91.0,,,,90.0,103.0,108.0,,0.395,0.183,0.151,,1.42,,-0.82,-2.12,,92.4,,,86.8,80.9,0.221,0.436,0.157,0.268,0.439,0.253,,,,,,,0.313,0.656,0.209,,,,,,,,,,,,,,,,,,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.315,0.27,,,
2023/05/07,1:05 PM.,SF,MIL,away,Partly Cloudy.,60,548389,CF,3,1,0,0,0,0,0,1,1,0,1,.208,.286,.327,.613,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,94.0,112.0,113.0,,,,59.0,106.0,96.0,47.0,109.0,88.0,97.0,109.0,106.0,0.092,0.26,0.292,,0.248,-0.38,-0.64,0.07,,-2.35,92.5,83.7,90.3,87.2,,0.275,0.512,0.275,0.274,0.487,0.179,0.325,0.55,0.12300000000000001,0.305,0.508,0.289,0.2,0.2,0.20600000000000002,,,,,,,,,,119.0,95.0,102.0,0.099,1.22,75.9,,,,83.0,107.0,102.0,0.009,-0.82,85.6,,,,,,
