date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FO%,wFO/C,vFO
2023/09/01,7:10 PM.,PHI,MIL,home,Clear.,77,554430,CF,0,0,0,0,0,0,0,0,1,0,0,.210,.288,.371,.659,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,0.18,0.435,0.123,0.115,0.004,1.69,1.62,0.36,-1.61,-6.22,95.8,90.8,95.2,84.4,81.4,0.199,0.333,0.314,0.198,0.36,0.392,0.252,0.308,0.192,,,,0.264,0.473,0.33,96.0,102.0,102.0,0.144,-0.63,90.9,0.27,0.426,0.228,,,,,,,,,,,,,,,,,,,,,
2023/08/30,1:21 PM.,CHC,MIL,away,Partly Cloudy.,67,543294,CF,0,0,0,0,0,0,0,0,0,0,0,.210,.286,.371,.657,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,0.349,0.205,,0.035,0.411,-1.61,0.04,,0.0,1.43,87.8,80.7,87.5,,73.3,0.38,0.658,0.11199999999999999,,,,0.318,0.46,0.08,0.18,0.279,0.324,0.25,0.25,0.43799999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/29,7:08 PM.,CHC,MIL,away,Cloudy.,70,657006,CF,3,0,0,0,0,0,0,0,0,2,1,.210,.286,.371,.657,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018,0.626,0.339,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,87.5,92.2,83.3,80.7,0.275,0.393,0.203,0.217,0.346,0.311,0.25,0.333,0.16699999999999998,0.4,0.4,0.1,0.0,0.0,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/27,1:10 PM.,SD,MIL,home,Sunny.,71,608379,CF,1,1,0,0,0,0,0,0,0,1,1,.212,.288,.374,.662,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,0.133,0.288,,0.11,0.345,1.23,-0.36,,1.04,1.06,92.0,81.6,91.9,,74.0,0.188,0.323,0.16699999999999998,,,,0.25,0.45,0.111,0.207,0.346,0.359,0.172,0.31,0.27,96.0,100.0,96.0,0.124,-2.13,86.9,0.364,0.582,0.165,,,,,,,,,,,,,,,,,,,,,
2023/08/25,7:10 PM.,SD,MIL,home,Partly Cloudy.,75,506433,CF,0,0,0,0,0,0,0,0,0,0,0,.212,.289,.375,.664,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,0.186,0.167,0.363,0.051,0.001,-1.74,0.46,-0.68,1.37,-1.35,94.7,82.3,94.3,84.0,72.3,0.253,0.538,0.159,0.432,0.703,0.244,0.319,0.418,0.157,,,,0.13,0.203,0.391,93.0,95.0,99.0,0.089,2.4,90.9,0.2,0.32,0.196,105.0,111.0,112.0,0.066,3.06,79.3,,,,95.0,104.0,100.0,0.077,1.21,89.2,0.167,0.217,0.4,,,
2023/08/23,1:11 PM.,MIN,MIL,home,Sunny.,97,628317,CF,1,0,0,0,0,0,0,0,0,0,1,.212,.289,.375,.664,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,0.064,0.274,0.306,0.036,,0.35,-0.88,-0.07,-2.4,,91.0,,90.3,81.6,76.4,0.275,0.451,0.251,0.206,0.471,0.28800000000000003,0.385,0.538,0.128,,,,0.333,0.667,0.063,,,,,,,,,,,,,,,,,,,138.0,107.0,112.0,0.319,1.6,84.1,0.182,0.263,0.35,,,
2023/08/22,7:10 PM.,MIN,MIL,home,Clear.,76,641927,CF,3,0,0,0,0,0,0,0,1,0,1,.213,.290,.376,.666,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,,,,83.0,99.0,96.0,,0.457,0.196,0.067,0.28,0.75,,-0.7,1.44,1.08,91.3,83.7,,81.0,77.5,0.232,0.425,0.27699999999999997,0.255,0.48,0.32899999999999996,,,,0.226,0.35,0.298,0.194,0.306,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/20,1:37 PM.,TEX,MIL,away,Roof Closed.,74,453286,CF,1,0,0,0,0,0,0,0,0,1,1,.215,.290,.379,.669,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,0.463,0.168,0.124,0.141,0.72,,-0.21,0.51,0.03,93.7,83.8,,84.0,75.4,0.255,0.458,0.23800000000000002,0.25,0.545,0.364,,,,0.207,0.283,0.275,0.187,0.373,0.326,98.0,108.0,99.0,0.104,2.12,88.4,0.135,0.243,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,
2023/08/19,3:07 PM.,TEX,MIL,away,Roof Closed.,74,641540,CF,2,1,1,0,0,0,0,0,0,0,1,.215,.291,.381,.672,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.234,0.016,0.156,-3.75,1.37,0.14,-3.56,-0.87,90.5,85.7,91.0,82.1,78.1,0.294,0.765,0.235,0.212,0.364,0.345,0.246,0.354,0.08,0.301,0.478,0.258,0.25,0.25,0.5,90.0,100.0,95.0,0.2,0.82,88.9,0.258,0.393,0.231,,,,0.032,-0.43,77.5,,,,,,,,,,,,,,,
2023/08/18,7:07 PM.,TEX,MIL,away,Roof Closed.,74,571760,CF,2,0,0,0,0,0,0,0,0,1,2,.214,.290,.380,.670,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.0,0.169,0.1,,-1.35,-3.87,-0.11,92.5,84.0,,82.0,74.4,0.236,0.431,0.256,0.259,0.443,0.29600000000000004,,,,0.274,0.452,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/16,7:10 PM.,LAD,MIL,away,Clear.,78,477132,CF,2,0,0,0,0,0,0,0,0,0,1,.215,.291,.382,.673,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,0.002,0.369,0.434,0.175,0.017,0.23,14.84,2.06,0.13,-0.46,90.7,84.6,90.9,86.5,73.4,0.281,0.451,0.09699999999999999,0.167,0.338,0.36200000000000004,0.0,0.0,0.0,0.2,0.2,0.6,0.212,0.338,0.33799999999999997,,,,,,,,,,,,,,,,,,,116.0,127.0,165.0,0.002,13.51,84.4,0.0,0.0,0.0,,,
2023/08/13,1:10 PM.,CWS,MIL,away,Cloudy.,75,656302,CF,0,0,0,0,0,0,0,0,0,0,0,.216,.293,.384,.677,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,120.0,101.0,108.0,,0.432,0.386,,0.03,-0.15,,0.4,,1.0,95.6,74.6,,86.3,,0.273,0.436,0.205,0.216,0.339,0.433,,,,0.111,0.111,0.5379999999999999,0.298,0.538,0.249,,,,,,,,,,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,,,,,,,,
2023/08/11,7:11 PM.,CWS,MIL,away,Partly Cloudy.,83,656629,CF,4,1,1,0,0,0,0,0,0,2,1,.216,.293,.384,.677,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.04,0.074,-0.71,,-1.5,-0.94,0.15,95.2,88.7,,84.8,80.6,0.244,0.462,0.264,0.258,0.516,0.27399999999999997,,,,0.133,0.3,0.33899999999999997,0.158,0.474,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/08,7:10 PM.,COL,MIL,home,Partly Cloudy.,82,607536,CF,4,0,2,0,0,0,0,0,0,2,2,.216,.293,.386,.679,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,,,,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,0.283,0.184,0.236,,0.122,1.13,-0.86,-0.2,,-3.3,88.8,84.2,88.7,84.1,,0.239,0.431,0.127,0.246,0.549,0.2,0.349,0.529,0.091,0.435,0.681,0.139,0.261,0.41,0.32,,,,,,,,,,96.0,105.0,105.0,0.176,-1.91,80.6,,,,,,,,,,,,,,,
2023/08/06,1:11 PM.,PIT,MIL,home,Cloudy.,74,670912,CF,3,0,0,0,0,0,0,0,0,2,2,.212,.291,.385,.676,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.367,0.149,0.041,-1.25,0.93,0.8,0.82,-0.07,95.8,88.1,95.7,88.2,80.9,0.277,0.477,0.183,0.21,0.349,0.326,0.276,0.345,0.065,0.25,0.3,0.35700000000000004,0.193,0.352,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/05,6:11 PM.,PIT,MIL,home,Partly Cloudy.,75,663559,CF,2,0,1,0,0,0,0,0,0,1,2,.214,.294,.388,.682,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.072,0.444,0.189,0.225,0.046,-0.08,-1.63,-1.91,-0.85,-0.8,90.7,84.6,90.7,84.5,76.5,0.305,0.435,0.156,0.288,0.746,0.19899999999999998,0.333,0.571,0.133,0.273,0.364,0.33299999999999996,0.267,0.493,0.209,,,,,,,,,,,,,,,,,,,,,,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,
2023/08/04,7:11 PM.,PIT,MIL,home,Partly Cloudy.,75,682990,CF,4,0,0,0,0,0,0,0,0,1,6,.213,.292,.388,.680,682990,quinnpriester,Priester,Right,Quinn Priester,PIT,7.74,6.28,50.0,98.0,95.0,96.0,0.786,6.48,4.86,10.44,2.16,1.93,0.167,0.524,0.179,0.357,0.41,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.13,0.104,-4.2,0.97,-2.71,-3.03,-1.98,92.7,89.1,93.6,85.3,80.6,0.386,0.818,0.14300000000000002,0.295,0.659,0.414,0.261,0.406,0.11199999999999999,0.263,0.316,0.25,0.208,0.5,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/03,6:15 PM.,PIT,MIL,home,Clear.,88,656605,CF,3,2,2,1,0,0,1,0,2,1,0,.215,.296,.392,.688,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.261,0.161,0.08,0.028,0.66,1.66,-0.5,-1.97,-2.63,95.2,90.7,93.9,82.8,78.0,0.176,0.351,0.302,0.221,0.324,0.272,0.258,0.346,0.105,0.36,0.6,0.21100000000000002,0.273,0.614,0.235,99.0,98.0,99.0,0.242,-0.07,89.7,0.316,0.503,0.23600000000000002,,,,,,,,,,,,,,,,,,,,,
2023/08/02,1:05 PM.,WSH,MIL,away,Partly Cloudy.,81,669022,CF,3,0,1,0,0,0,0,0,0,0,1,.211,.289,.387,.676,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.188,0.029,-0.27,,0.77,-0.85,1.1,95.0,86.5,,88.5,83.2,0.279,0.503,0.21600000000000003,0.213,0.415,0.375,,,,0.188,0.25,0.382,0.257,0.416,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/01,7:06 PM.,WSH,MIL,away,Cloudy.,79,680686,CF,4,0,1,0,0,0,2,0,0,2,1,.210,.288,.387,.675,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.176,0.166,0.299,0.161,0.016,-1.21,0.15,-0.07,0.24,0.6,93.5,88.6,93.1,85.1,82.2,0.291,0.557,0.20199999999999999,0.163,0.233,0.429,0.313,0.385,0.138,0.286,0.357,0.1,0.221,0.358,0.349,95.0,95.0,83.0,0.181,-0.09,88.8,0.243,0.461,0.205,,,,,,,,,,,,,,,,,,,,,
2023/07/31,7:05 PM.,WSH,MIL,away,Clear.,84,663623,CF,4,1,1,0,0,1,1,0,0,0,1,.209,.289,.389,.678,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.356,,0.306,0.051,-0.01,-0.75,,0.08,1.21,94.5,87.8,93.9,,80.9,0.208,0.376,0.192,,,,0.348,0.525,0.09300000000000001,0.25,0.5,0.156,0.197,0.362,0.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/29,7:21 PM.,ATL,MIL,away,Partly Cloudy.,89,693821,CF,4,1,1,0,0,0,1,0,0,0,2,.209,.289,.381,.670,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,,0.137,-1.13,0.01,0.97,,1.3,90.7,85.0,89.5,82.7,,0.286,0.495,0.19399999999999998,0.21,0.393,0.337,0.28,0.402,0.134,0.188,0.235,0.23600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
