date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2023/07/04,3:09 PM.,CHC,MIL,home,Partly Cloudy.,86,543294,DH,3,0,0,0,0,0,0,0,1,1,2,.203,.320,.259,.579,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,0.349,0.205,,0.035,0.411,-1.61,0.04,,0.0,1.43,87.8,80.7,87.5,,73.3,0.38,0.658,0.11199999999999999,,,,0.318,0.46,0.08,0.18,0.279,0.324,0.25,0.25,0.43799999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/03,1:11 PM.,CHC,MIL,home,Sunny.,83,592767,PH,0,0,0,0,0,0,0,0,0,0,0,.207,.317,.264,.581,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,,-1.32,,,,,,91.9,,,,,,,,,0.314,0.6,0.17300000000000001,,,,0.229,0.399,0.36,86.0,94.0,82.0,,,,0.117,,-0.51,,88.6,,,,,0.293,0.463,0.21600000000000003,,,,105.0,102.0,103.0,0.494,-0.09,78.6,,,
2023/07/01,4:46 PM.,PIT,MIL,away,Cloudy.,80,670912,DH,4,2,1,1,0,0,3,0,1,0,1,.207,.317,.264,.581,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.367,0.149,0.041,-1.25,0.93,0.8,0.82,-0.07,95.8,88.1,95.7,88.2,80.9,0.277,0.477,0.183,0.21,0.349,0.326,0.276,0.345,0.065,0.25,0.3,0.35700000000000004,0.193,0.352,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/29,7:10 PM.,NYM,MIL,away,Partly Cloudy.,77,453286,DH,2,0,1,0,0,0,0,0,1,0,0,.206,.314,.257,.571,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,0.463,0.168,0.124,0.141,0.72,,-0.21,0.51,0.03,93.7,83.8,,84.0,75.4,0.255,0.458,0.23800000000000002,0.25,0.545,0.364,,,,0.207,0.283,0.275,0.187,0.373,0.326,98.0,108.0,99.0,,,,0.104,,2.12,,88.4,,,,,0.135,0.243,0.33299999999999996,,,,,,,,,,,,
2023/06/28,7:10 PM.,NYM,MIL,away,Overcast.,78,673540,DH,5,0,2,1,0,0,2,0,0,0,0,.201,.308,.254,.562,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,,0.37,0.116,0.027,,0.17,,-0.96,-0.23,,95.7,,,82.7,72.8,0.244,0.399,0.17300000000000001,0.333,0.952,0.245,,,,,,,0.125,0.5,0.444,93.0,95.0,93.0,,,,0.25,,2.52,,90.8,,,,,0.244,0.339,0.182,0.11,0.147,0.595,,,,,,,0.237,0.95,83.2
2023/06/26,7:10 PM.,NYM,MIL,away,Cloudy.,74,434378,DH,4,1,1,0,0,0,0,0,0,0,5,.194,.305,.240,.545,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,,,,127.0,112.0,111.0,,0.5,0.253,0.2,0.047,0.89,,0.97,0.43,-0.23,94.3,85.2,,86.9,78.2,0.235,0.417,0.18100000000000002,0.201,0.325,0.292,,,,0.214,0.286,0.28600000000000003,0.241,0.328,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/24,4:11 PM.,CLE,MIL,away,Partly Cloudy.,74,676440,DH,3,0,0,0,0,0,0,0,1,2,1,.192,.306,.240,.546,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,0.471,0.27,0.093,0.166,0.6,,1.35,-1.11,1.07,94.9,83.8,,84.7,78.3,0.243,0.348,0.19,0.206,0.355,0.317,,,,0.213,0.298,0.37799999999999995,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/23,7:10 PM.,CLE,MIL,away,Cloudy.,68,669456,DH,2,0,0,0,0,0,0,0,0,2,1,.197,.308,.246,.554,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,59.0,93.0,85.0,,,,81.0,103.0,96.0,,,,111.0,107.0,109.0,,0.352,0.207,,0.035,0.87,,0.84,,-4.04,91.3,87.2,,84.6,,0.257,0.434,0.09300000000000001,0.18,0.331,0.326,,,,0.5,0.571,0.083,0.237,0.368,0.32299999999999995,95.0,94.0,93.0,,,,0.269,,0.43,,86.5,,,,,0.316,0.465,0.293,,,,155.0,104.0,109.0,0.137,-1.29,82.5,,,
2023/06/20,7:10 PM.,AZ,MIL,home,Clear.,74,669194,DH,3,1,1,0,0,1,2,0,0,2,1,.200,.312,.250,.562,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052,0.133,-0.72,,0.52,-2.44,-0.16,94.4,83.3,,81.7,76.4,0.308,0.553,0.16699999999999998,0.174,0.565,0.257,,,,0.203,0.407,0.312,0.429,0.714,0.182,101.0,111.0,105.0,,,,0.135,,-1.72,,85.6,,,,,0.326,0.539,0.218,,,,,,,,,,,,
2023/06/19,7:10 PM.,AZ,MIL,home,Clear.,79,518876,DH,3,0,0,0,0,0,0,0,0,2,1,.197,.312,.222,.534,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.11,0.231,0.04,0.83,-0.64,-0.45,2.43,92.2,88.7,92.4,85.5,82.1,0.224,0.489,0.259,0.217,0.391,0.413,0.261,0.378,0.163,0.18,0.234,0.32,0.268,0.411,0.256,87.0,101.0,99.0,,,,0.181,,0.88,,90.8,,,,,0.22,0.352,0.244,,,,,,,,,,,,
2023/06/18,1:11 PM.,PIT,MIL,home,Overcast.,73,682847,DH,2,0,1,0,0,0,1,0,2,0,1,.202,.319,.228,.547,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383,0.704,0.156,0.246,0.449,0.312,0.294,0.343,0.135,0.209,0.209,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17,3:10 PM.,PIT,MIL,home,Sunny.,77,656605,DH,4,0,0,0,0,0,0,0,0,3,2,.196,.305,.223,.528,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.261,0.161,0.08,0.028,0.66,1.66,-0.5,-1.97,-2.63,95.2,90.7,93.9,82.8,78.0,0.176,0.351,0.302,0.221,0.324,0.272,0.258,0.346,0.105,0.36,0.6,0.21100000000000002,0.273,0.614,0.235,99.0,98.0,99.0,,,,0.242,,-0.07,,89.7,,,,,0.316,0.503,0.23600000000000002,,,,,,,,,,,,
2023/05/27,3:11 PM.,SF,MIL,home,Sunny.,70,657277,DH,4,0,0,0,0,0,0,0,0,2,3,.204,.315,.231,.546,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037,0.212,,0.416,-1.37,0.31,0.11,,2.18,92.6,87.5,92.3,84.3,,0.226,0.452,0.3,0.208,0.369,0.28600000000000003,0.313,0.481,0.10400000000000001,0.225,0.309,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/26,7:10 PM.,SF,MIL,home,Roof Closed.,67,622072,LF,2,0,0,0,0,0,0,0,0,1,0,.212,.325,.240,.565,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,,,,80.0,95.0,88.0,110.0,93.0,95.0,0.446,,0.261,,0.292,,0.12,-0.8,,-0.33,,85.2,91.5,82.4,,,,,0.288,0.441,0.25,0.234,0.433,0.242,0.273,0.388,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,-5.8,83.6,,,
2023/05/25,6:41 PM.,SF,MIL,home,Roof Closed.,65,518397,DH,3,0,0,0,0,0,0,0,0,1,0,.216,.331,.245,.576,518397,scottalexander,Alexander,Left,Scott Alexander,SFG,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.176,0.43,0.158,0.333,0.465,68.0,92.0,87.0,,,,,,,84.0,101.0,97.0,110.0,103.0,103.0,0.758,,0.16,,0.082,,0.64,1.06,,0.57,,85.9,92.8,83.0,,,,,0.192,0.308,0.396,0.306,0.389,0.146,0.167,0.25,0.34600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/24,12:10 PM.,HOU,MIL,home,Roof Closed.,65,656232,DH,3,0,0,0,0,0,0,0,0,0,1,.222,.339,.253,.592,656232,brandonbielak,Bielak,Right,Brandon Bielak,HOU,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.394,90.0,100.0,98.0,101.0,90.0,88.0,73.0,97.0,87.0,78.0,99.0,88.0,99.0,93.0,95.0,0.214,0.306,0.118,0.111,0.247,-1.15,-0.12,-3.74,-0.81,0.83,92.1,87.1,92.1,82.0,79.5,0.273,0.505,0.159,0.333,0.722,0.355,0.338,0.477,0.135,0.227,0.352,0.332,0.217,0.217,0.302,,,,,,,0.004,,-0.48,,84.4,,,,,,,,,,,,,,,,,,,
2023/05/23,6:40 PM.,HOU,MIL,home,Clear.,73,641585,DH,4,1,1,0,0,0,0,0,0,2,2,.229,.348,.260,.608,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,,0.431,0.091,0.137,0.152,-0.26,,-2.09,0.16,2.51,93.0,81.8,,80.1,76.0,0.308,0.481,0.106,0.25,0.533,0.298,,,,0.183,0.237,0.308,0.145,0.273,0.42200000000000004,116.0,108.0,103.0,,,,0.189,,0.33,,86.8,,,,,0.317,0.446,0.22,,,,,,,,,,,,
2023/05/22,6:41 PM.,HOU,MIL,home,Partly Cloudy.,69,664299,RF,3,0,0,0,0,0,0,0,1,1,1,.228,.351,.261,.612,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,,0.041,0.44,,-0.09,,-1.29,92.7,83.7,,79.5,,0.236,0.455,0.265,0.211,0.367,0.287,,,,0.28,0.36,0.392,0.268,0.366,0.195,,,,,,,,,,,,,,,,,,,,,,91.0,99.0,102.0,0.075,-1.17,76.6,,,
2023/05/20,4:10 PM.,TB,MIL,away,Dome.,72,621107,DH,4,0,0,0,0,0,0,0,0,2,1,.236,.355,.270,.625,621107,zacheflin,Eflin,Right,Zach Eflin,TBR,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.343,0.449,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,98.0,107.0,105.0,122.0,120.0,127.0,0.319,0.062,0.044,0.263,0.051,2.53,1.09,0.79,1.27,-0.61,92.9,86.4,92.2,80.0,79.1,0.104,0.208,0.32,0.6,0.6,0.5,0.259,0.315,0.129,0.192,0.308,0.28300000000000003,0.185,0.339,0.349,100.0,106.0,102.0,,,,0.261,,-0.01,,88.5,,,,,0.307,0.588,0.16699999999999998,,,,,,,,,,,,
2023/05/19,6:41 PM.,TB,MIL,away,Dome.,72,663556,PH,1,0,1,0,0,0,0,0,0,0,0,.247,.369,.282,.651,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,107.0,102.0,105.0,,0.419,0.153,0.17,0.258,-0.34,,-0.27,1.12,2.65,96.8,86.9,,89.3,83.5,0.269,0.479,0.233,0.261,0.58,0.29100000000000004,,,,0.153,0.191,0.541,0.197,0.344,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/17,6:46 PM.,STL,MIL,away,Partly Cloudy.,78,669461,RF,1,0,1,0,0,0,0,0,1,0,0,.238,.363,.274,.637,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,5.25,5.96,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.372,0.426,72.0,100.0,96.0,101.0,87.0,97.0,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,0.185,0.382,0.127,0.224,0.081,-0.74,1.76,-2.12,-1.62,-0.64,94.2,87.3,94.3,86.6,76.6,0.308,0.49,0.161,0.333,0.533,0.28600000000000003,0.208,0.302,0.098,0.278,0.389,0.125,0.222,0.472,0.33799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/16,6:45 PM.,STL,MIL,away,Overcast.,69,656756,DH,1,0,0,0,0,0,0,0,0,0,0,.229,.350,.265,.615,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.229,-0.68,1.22,,0.84,0.2,93.4,83.5,93.3,,80.5,0.333,0.5,0.195,,,,0.255,0.374,0.141,0.239,0.405,0.392,0.191,0.357,0.371,101.0,102.0,87.0,,,,0.016,,-4.4,,88.2,,,,,0.417,0.667,0.31,,,,,,,,,,,,
2023/05/15,7:46 PM.,STL,MIL,away,Overcast.,74,656427,LF,4,0,2,0,0,0,1,0,0,1,0,.232,.354,.268,.622,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.417,0.246,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,85.3,90.1,84.2,,0.29,0.411,0.20800000000000002,0.339,0.558,0.265,0.333,0.333,0.1,0.154,0.154,0.083,0.204,0.372,0.402,92.0,98.0,101.0,,,,0.091,,-1.05,,88.7,,,,,0.318,0.545,0.264,,,,93.0,102.0,108.0,0.194,0.23,76.2,,,
