date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,vKN (sc),KN%,wKN/C
2023/08/12,6:16 PM.,HOU,LAA,away,Roof Closed.,73,641585,C,2,0,0,0,0,0,0,0,1,0,1,.224,.332,.341,.673,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,0.431,0.091,0.152,-0.26,-2.09,2.51,93.0,81.8,80.1,0.308,0.481,0.106,0.183,0.237,0.308,0.25,0.533,0.298,116.0,98.0,100.0,0.137,0.16,76.0,0.145,0.273,0.42200000000000004,,,,,,,,,,,,,116.0,108.0,103.0,,,,0.189,,0.33,,86.8,,0.317,0.446,0.22,,,,,,,,,,,,
2023/08/09,6:39 PM.,SF,LAA,home,Cloudy.,74,676254,C,3,0,0,0,0,0,0,0,0,1,0,.226,.332,.343,.675,676254,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,3.23,3.06,61.1,101.0,115.0,104.0,0.714,11.45,3.52,8.95,1.17,1.18,0.233,0.421,0.233,0.189,0.418,,,,,,,128.0,100.0,113.0,,0.503,,,-0.84,,,,83.2,,,,,,,0.248,0.473,0.419,139.0,42.0,53.0,0.001,-5.8,72.7,,,,101.0,101.0,95.0,0.496,0.41,94.8,0.279,0.356,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/08,6:39 PM.,SF,LAA,home,Partly Cloudy.,77,518397,C,0,0,0,0,0,0,1,0,0,0,0,.229,.336,.348,.684,518397,scottalexander,Alexander,Left,Scott Alexander,SFG,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.176,0.43,0.158,0.333,0.465,68.0,92.0,87.0,,,,110.0,103.0,103.0,,0.16,0.082,,1.06,0.57,,85.9,83.0,,,,0.167,0.25,0.34600000000000003,0.192,0.308,0.396,,,,,,,,,,84.0,101.0,97.0,0.758,0.64,92.8,0.306,0.389,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/07,6:38 PM.,SF,LAA,home,Clear.,78,657277,C,4,0,1,0,0,0,0,0,0,1,1,.229,.337,.348,.685,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,88.0,119.0,100.0,91.0,100.0,111.0,0.037,0.212,0.416,-1.37,0.11,2.18,92.6,87.5,84.3,0.226,0.452,0.3,0.225,0.309,0.228,0.208,0.369,0.28600000000000003,,,,,,,,,,105.0,103.0,98.0,0.336,0.31,92.3,0.313,0.481,0.10400000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/06,1:07 PM.,SEA,LAA,home,Sunny.,90,682243,C,3,1,1,0,0,1,1,0,0,1,0,.229,.338,.350,.688,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,121.0,105.0,110.0,112.0,100.0,107.0,0.585,0.274,0.056,0.3,0.14,0.66,95.1,85.0,85.0,0.256,0.45,0.271,0.167,0.433,0.179,0.3,0.475,0.174,113.0,102.0,102.0,0.009,-8.41,78.2,0.667,1.333,0.125,104.0,101.0,99.0,0.076,1.22,95.1,0.26,0.36,0.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/05,6:07 PM.,SEA,LAA,home,Clear.,84,669923,C,1,0,0,0,0,0,0,0,0,0,0,.227,.338,.336,.674,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,97.0,111.0,105.0,126.0,106.0,112.0,0.394,0.197,0.018,1.34,1.03,-5.31,96.1,86.6,86.3,0.234,0.392,0.28,0.5,0.9,0.125,0.264,0.377,0.22,,,,,,,0.265,0.458,0.159,106.0,110.0,109.0,0.216,0.43,95.8,0.261,0.383,0.131,,,,,,,95.0,103.0,110.0,,0.061,,1.07,,84.9,,,,0.143,0.286,0.35700000000000004,0.115,0.35,81.8,,,,75.1,0.001,0.26
2023/08/04,6:38 PM.,SEA,LAA,home,Clear.,82,622491,C,3,0,0,0,0,0,0,0,0,1,3,.228,.340,.338,.678,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,117.0,100.0,108.0,0.444,0.221,0.156,1.31,-0.12,-1.6,96.3,88.3,85.7,0.165,0.384,0.33,0.28,0.42,0.325,0.234,0.455,0.37799999999999995,,,,,,,,,,82.0,103.0,95.0,0.179,0.6,95.9,0.239,0.337,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/03,6:37 PM.,SEA,LAA,home,Clear.,79,693433,C,3,0,1,0,0,0,0,0,0,1,0,.231,.344,.343,.687,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,85.0,91.0,93.0,101.0,105.0,106.0,110.0,96.0,105.0,0.469,0.24,0.037,0.69,-0.83,-2.37,95.1,89.7,86.0,0.207,0.407,0.303,0.4,0.4,0.222,0.257,0.457,0.311,,,,,,,,,,109.0,102.0,103.0,0.255,1.34,95.0,0.213,0.372,0.20800000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/01,7:20 PM.,ATL,LAA,away,Partly Cloudy.,89,675911,C,4,0,0,0,0,0,0,0,0,1,4,.230,.344,.343,.687,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.338,0.073,0.4,1.67,0.97,97.2,87.0,85.6,0.256,0.431,0.287,0.122,0.184,0.444,0.154,0.269,0.5529999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/30,12:07 PM.,TOR,LAA,away,Sunny.,69,621244,C,2,0,0,0,0,0,0,0,0,1,2,.234,.349,.349,.698,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,96.0,103.0,99.0,,,,0.204,,0.185,0.72,,-0.38,94.3,84.1,,0.254,0.456,0.276,0.245,0.409,0.33,,,,116.0,104.0,110.0,0.296,0.31,82.6,,,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.398,0.131,0.216,0.357,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/29,3:11 PM.,TOR,LAA,away,Roof Closed.,68,666201,C,4,0,0,0,0,0,0,0,0,1,4,.237,.347,.353,.700,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,91.0,95.0,92.0,94.0,93.0,96.0,0.29,0.3,0.128,-2.16,-1.17,-1.01,92.8,86.3,80.8,0.316,0.592,0.244,0.273,0.432,0.2,0.239,0.432,0.28600000000000003,,,,,,,,,,92.0,96.0,91.0,0.282,0.68,92.6,0.25,0.379,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/28,7:08 PM.,TOR,LAA,away,Cloudy.,82,592332,C,3,0,0,0,0,0,0,0,1,3,2,.241,.353,.360,.713,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.108,,1.13,-0.97,,94.7,,83.6,0.243,0.409,0.172,,,,0.348,0.565,0.353,,,,,,,,,,,,,,,,,,,,,,,,,105.0,108.0,109.0,,0.384,,0.3,,86.3,,,,0.201,0.307,0.43200000000000005,,,,,,,,,
2023/07/27,4:11 PM.,DET,LAA,away,Clear.,84,666159,C,5,0,2,0,0,0,2,0,0,1,2,.245,.354,.365,.719,666159,mattmanning,Manning,Right,Matt Manning,DET,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.492,62.0,96.0,84.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.036,0.58,1.21,0.93,93.4,87.7,81.9,0.214,0.366,0.182,0.111,0.111,0.063,0.185,0.383,0.261,102.0,99.0,101.0,0.172,-0.9,79.5,0.258,0.419,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/25,6:42 PM.,DET,LAA,away,Overcast.,85,593958,C,1,0,0,0,0,0,0,0,0,1,1,.241,.353,.364,.717,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,73.0,101.0,91.0,103.0,107.0,106.0,0.454,0.072,0.189,0.65,3.12,0.71,92.2,85.9,84.5,0.278,0.431,0.222,0.233,0.292,0.317,0.089,0.178,0.395,,,,,,,,,,84.0,117.0,107.0,0.093,1.11,92.4,0.165,0.228,0.135,,,,90.0,101.0,98.0,,,,0.192,,0.51,,88.8,,0.2,0.471,0.19399999999999998,,,,,,,,,,,,
2023/07/23,1:08 PM.,PIT,LAA,home,Overcast.,81,656605,C,3,0,1,0,0,0,1,0,0,1,0,.242,.355,.366,.721,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,100.0,106.0,100.0,142.0,104.0,123.0,0.261,0.161,0.028,0.66,-0.5,-2.63,95.2,90.7,82.8,0.176,0.351,0.302,0.36,0.6,0.21100000000000002,0.221,0.324,0.272,91.0,94.0,98.0,0.08,-1.97,78.0,0.273,0.614,0.235,93.0,106.0,100.0,0.228,1.66,93.9,0.258,0.346,0.105,,,,99.0,98.0,99.0,,,,0.242,,-0.07,,89.7,,0.316,0.503,0.23600000000000002,,,,,,,,,,,,
2023/07/22,6:08 PM.,PIT,LAA,home,Partly Cloudy.,79,621366,C,3,0,0,0,0,0,0,0,0,2,4,.241,.357,.366,.723,621366,ryanborucki,Borucki,Left,Ryan Borucki,PIT,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.459,0.234,0.324,0.478,87.0,113.0,100.0,,,,108.0,112.0,111.0,,0.686,0.112,,1.93,3.98,,84.6,86.7,,,,0.158,0.158,0.297,0.088,0.265,0.353,,,,,,,,,,97.0,101.0,96.0,0.203,0.55,94.0,0.308,0.538,0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/21,6:39 PM.,PIT,LAA,home,Partly Cloudy.,79,670912,C,3,0,0,0,0,0,0,0,1,1,0,.245,.359,.372,.731,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.367,0.041,-1.25,0.8,-0.07,95.8,88.1,88.2,0.277,0.477,0.183,0.25,0.3,0.35700000000000004,0.21,0.349,0.326,87.0,97.0,101.0,0.149,0.82,80.9,0.193,0.352,0.308,100.0,93.0,92.0,0.05,0.93,95.7,0.276,0.345,0.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/18,6:38 PM.,NYY,LAA,home,Clear.,82,593334,C,4,0,0,0,0,0,0,0,0,1,1,.249,.361,.378,.739,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,89.0,100.0,97.0,,,,0.277,,0.209,-1.75,,1.01,92.3,85.8,,0.321,0.741,0.19,0.2,0.306,0.322,,,,94.0,102.0,104.0,0.409,1.5,82.9,0.174,0.344,0.39299999999999996,82.0,95.0,87.0,0.105,0.95,92.4,0.15,0.325,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/17,6:39 PM.,NYY,LAA,home,Clear.,79,622663,C,4,1,1,0,0,1,1,0,1,1,5,.254,.367,.387,.754,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,103.0,104.0,98.0,126.0,109.0,117.0,0.449,0.188,0.186,-2.42,-2.59,-1.4,96.5,86.7,84.7,0.355,0.692,0.196,0.279,0.441,0.21600000000000003,0.289,0.566,0.254,,,,,,,,,,92.0,91.0,87.0,0.028,5.41,95.7,0.091,0.091,0.20800000000000002,,,,110.0,100.0,98.0,,,,0.15,,-0.08,,90.8,,0.208,0.313,0.17300000000000001,,,,,,,,,,,,
2023/07/16,4:10 PM.,HOU,LAA,home,Sunny.,83,664299,C,5,1,1,0,0,0,0,0,0,2,2,.254,.367,.373,.740,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,101.0,98.0,98.0,108.0,95.0,102.0,0.584,0.3,0.041,0.44,-0.09,-1.29,92.7,83.7,79.5,0.236,0.455,0.265,0.28,0.36,0.392,0.211,0.367,0.287,,,,,,,0.268,0.366,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.075,-1.17,76.6,91.0,99.0,102.0,,,
2023/07/15,6:08 PM.,HOU,LAA,home,Clear.,77,664285,C,4,1,1,0,0,0,0,0,1,2,3,.256,.371,.378,.749,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,98.0,-63.0,-49.0,,,,0.001,0.087,0.157,-16.35,-0.32,0.73,95.7,90.1,84.7,,,,0.231,0.342,0.311,0.189,0.405,0.43799999999999994,118.0,98.0,106.0,0.253,1.07,80.2,0.158,0.211,0.402,97.0,98.0,96.0,0.468,0.93,95.3,0.274,0.455,0.126,,,,99.0,99.0,95.0,,,,0.034,,0.45,,89.1,,0.182,0.182,0.435,,,,,,,,,,,,
2023/07/14,6:37 PM.,HOU,LAA,home,Clear.,85,641585,C,0,0,0,0,0,0,0,0,2,0,0,.256,.370,.381,.751,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,0.431,0.091,0.152,-0.26,-2.09,2.51,93.0,81.8,80.1,0.308,0.481,0.106,0.183,0.237,0.308,0.25,0.533,0.298,116.0,98.0,100.0,0.137,0.16,76.0,0.145,0.273,0.42200000000000004,,,,,,,,,,,,,116.0,108.0,103.0,,,,0.189,,0.33,,86.8,,0.317,0.446,0.22,,,,,,,,,,,,
2023/07/08,6:10 PM.,LAD,LAA,away,Clear.,73,681911,C,3,0,0,0,0,0,0,0,1,0,1,.256,.364,.381,.745,681911,alexvesia,Vesia,Left,Alex Vesia,LAD,4.35,3.66,49.2,103.0,116.0,108.0,0.729,11.6,3.08,9.42,1.27,0.57,0.299,0.351,0.164,0.343,0.442,103.0,82.0,85.0,123.0,106.0,112.0,103.0,96.0,101.0,0.681,0.305,0.014,0.39,-1.15,2.85,94.4,86.4,85.9,0.273,0.42,0.281,,,,0.245,0.415,0.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/07,7:10 PM.,LAD,LAA,away,Clear.,69,664062,C,4,0,1,0,0,0,0,0,0,0,3,.261,.366,.388,.754,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,,1.42,-0.82,,92.4,,86.8,0.221,0.436,0.157,,,,0.268,0.439,0.253,107.0,83.0,90.0,0.151,-2.12,80.9,0.313,0.656,0.209,,,,,,,,,,,,,,,,120.0,98.0,106.0,,0.272,,0.21,,83.0,,,,0.181,0.315,0.27,,,,,,,,,
