date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,KC%,CH%,wFA/C,wFC/C,wSL/C,wKC/C,wCH/C,vFA,vFC,vCH,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,wSI/C,wCU/C,vSI,vCU,SI_ba,SI_slg,SI_whiff,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff
2023/08/21,6:41 PM.,OAK,KC,away,Cloudy.,72,621112,PH,1,1,1,1,0,0,0,0,0,0,0,.282,.364,.385,.749,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,77.0,95.0,87.0,91.0,103.0,108.0,,,,106.0,100.0,100.0,0.146,0.204,0.181,,0.112,-2.52,-2.38,0.46,,2.14,91.9,88.9,86.0,80.8,,0.383,0.553,0.17,0.198,0.308,0.344,0.14,0.326,0.245,0.435,0.624,0.159,0.143,0.286,0.389,89.0,104.0,104.0,82.0,96.0,87.0,0.24,0.117,-0.75,1.69,91.8,79.1,0.306,0.435,0.15,,,,,,,,,,,,
2023/08/20,1:20 PM.,CHC,KC,away,Sunny.,85,543294,1B,2,0,0,0,0,0,0,0,1,0,1,.263,.349,.342,.691,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,67.0,100.0,93.0,,,,,,,,,,0.205,,,,0.411,-1.61,,,,1.43,87.8,,80.7,,,0.38,0.658,0.11199999999999999,,,,0.25,0.25,0.43799999999999994,,,,0.18,0.279,0.324,97.0,79.0,84.0,72.0,110.0,99.0,0.349,0.035,0.04,0.0,87.5,73.3,0.318,0.46,0.08,,,,,,,,,,,,
2023/08/16,7:11 PM.,SEA,KC,home,Clear.,82,622491,1B,3,0,1,0,0,0,0,0,0,0,3,.278,.350,.361,.711,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,117.0,100.0,108.0,,,,,,,0.444,,0.221,,0.156,1.31,,-0.12,,-1.6,96.3,,88.3,85.7,,0.165,0.384,0.33,0.234,0.455,0.37799999999999995,,,,,,,0.28,0.42,0.325,,,,82.0,103.0,95.0,0.179,,0.6,,95.9,,0.239,0.337,0.136,,,,,,,,,,,,
2023/08/15,7:10 PM.,SEA,KC,home,Partly Cloudy.,76,676106,DH,2,1,2,0,0,0,0,0,0,0,0,.273,.351,.364,.715,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.5,3.33,12.0,105.0,84.0,100.0,0.853,4.5,2.25,9.75,0.75,1.27,0.25,0.475,0.25,0.175,0.428,89.0,95.0,102.0,89.0,128.0,125.0,84.0,113.0,106.0,,,,,,,0.464,,0.268,,0.129,1.54,,3.26,,-7.29,92.5,,84.5,86.7,,0.25,0.438,0.213,0.214,0.214,0.14300000000000002,,,,,,,0.5,0.5,0.231,,,,68.0,103.0,98.0,0.139,,1.65,,92.7,,0.25,0.25,0.133,,,,,,,,,,,,
2023/08/14,7:10 PM.,SEA,KC,home,Clear.,76,669302,1B,1,0,0,0,0,0,0,0,1,1,0,.226,.314,.323,.637,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,88.0,103.0,99.0,133.0,101.0,99.0,110.0,95.0,103.0,,,,0.419,,0.297,0.134,,0.01,,1.84,0.39,,95.7,,,88.7,80.3,0.28,0.491,0.177,0.211,0.349,0.322,0.214,0.371,0.306,,,,,,,,,,55.0,90.0,81.0,0.003,,-11.33,,93.7,,0.667,1.0,0.25,0.148,0.25,85.6,,,,98.0,103.0,117.0,0.174,0.34,0.35
2023/08/11,7:10 PM.,STL,KC,home,Partly Cloudy.,93,425794,1B,4,0,0,0,0,0,0,0,0,1,3,.233,.303,.333,.636,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,80.0,94.0,84.0,83.0,78.0,71.0,,,,107.0,99.0,95.0,0.099,0.226,0.003,0.002,0.05,-1.48,-0.27,-13.9,6.39,-3.6,85.7,82.9,81.4,75.6,65.7,0.326,0.512,0.11699999999999999,,,,0.291,0.475,0.153,0.344,0.473,0.152,0.389,0.611,0.1,129.0,102.0,110.0,87.0,99.0,89.0,0.314,0.306,-3.36,-1.5,86.9,71.5,0.394,0.746,0.09300000000000001,,,,,,,,,,,,
2023/08/10,7:12 PM.,BOS,KC,away,Overcast.,77,572020,PH,0,0,0,0,0,0,0,0,1,0,0,.269,.345,.385,.730,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,95.0,103.0,98.0,,,,87.0,93.0,94.0,63.0,101.0,91.0,0.566,0.165,,0.195,0.067,0.04,-0.15,,-0.31,-0.96,95.2,85.8,84.4,,81.3,0.269,0.498,0.217,,,,0.231,0.338,0.376,0.191,0.426,0.331,0.316,0.421,0.467,,,,98.0,92.0,90.0,0.007,,-0.01,,94.9,,,,,,,,,,,,,,,,
2023/08/08,7:12 PM.,BOS,KC,away,Partly Cloudy.,78,676710,1B,5,2,2,2,0,0,0,0,0,0,2,.269,.321,.385,.706,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,0.391,0.281,0.132,0.119,,1.44,0.35,1.5,-1.47,,93.6,88.6,,82.5,79.4,0.163,0.326,0.258,0.15,0.25,0.376,0.34,0.642,0.2,0.289,0.43,0.244,,,,,,,,,,,,,,,,,,,0.077,-0.82,82.4,,,,88.0,95.0,103.0,0.214,0.357,0.214
2023/08/07,7:13 PM.,BOS,KC,away,Cloudy.,69,678394,1B,4,0,0,0,0,0,0,0,0,1,6,.238,.304,.286,.590,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,83.0,102.0,93.0,103.0,94.0,103.0,,,,88.0,100.0,88.0,0.207,0.015,0.175,,0.239,-1.91,-6.73,-1.86,,1.38,95.5,89.1,86.2,85.3,,0.31,0.646,0.19899999999999998,0.3,0.456,0.259,,,,0.462,1.077,0.20800000000000002,0.196,0.291,0.387,,,,93.0,101.0,98.0,0.364,,0.52,,95.0,,0.278,0.435,0.16,,,,,,,,,,,,
2023/08/06,1:41 PM.,PHI,KC,away,Partly Cloudy.,87,592836,1B,4,0,1,0,0,0,1,0,0,0,1,.294,.368,.353,.721,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,79.0,98.0,90.0,124.0,109.0,114.0,,,,99.0,103.0,100.0,0.176,0.176,0.026,,,-0.82,-0.44,-1.43,,,92.8,87.1,,82.5,,0.257,0.541,0.254,0.158,0.632,0.342,0.212,0.485,0.36,0.284,0.441,0.158,,,,92.0,91.0,94.0,81.0,100.0,93.0,0.233,0.057,0.53,-1.07,92.4,74.8,0.273,0.429,0.1,0.332,0.48,87.9,,,,104.0,97.0,100.0,0.205,0.295,0.244
2023/08/05,6:08 PM.,PHI,KC,away,Cloudy.,86,650911,1B,0,0,0,0,0,0,0,0,0,0,0,.308,.400,.385,.785,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,75.0,98.0,104.0,,,,123.0,100.0,100.0,,,,,,,,,0.211,,0.327,,,0.2,,1.1,,,81.8,82.7,,,,,0.25,0.456,0.297,,,,,,,0.148,0.274,0.43,,,,71.0,104.0,97.0,0.462,,0.65,,92.1,,0.297,0.523,0.107,,,,,,,,,,,,
2023/08/03,1:10 PM.,NYM,KC,home,Cloudy.,81,471911,DH,2,0,1,0,0,0,0,0,0,0,0,.308,.400,.385,.785,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,108.0,103.0,104.0,75.0,95.0,85.0,104.0,98.0,108.0,,,,86.0,88.0,95.0,0.323,0.004,0.184,,0.299,-2.35,-9.5,-1.99,,0.12,92.7,89.5,87.2,84.1,,0.358,0.651,0.166,0.329,0.575,0.32899999999999996,0.25,0.594,0.217,,,,0.22,0.314,0.311,88.0,103.0,104.0,91.0,90.0,87.0,0.1,0.091,-3.88,-1.25,91.5,80.1,0.45,0.725,0.129,,,,,,,,,,,,
2023/08/01,7:10 PM.,NYM,KC,home,Partly Cloudy.,93,500779,PH,1,0,0,0,0,0,0,0,0,1,0,.273,.333,.364,.697,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.57,4.55,75.2,101.0,80.0,94.0,0.802,7.14,2.85,8.92,0.59,1.17,0.231,0.406,0.162,0.286,0.349,65.0,102.0,91.0,81.0,101.0,95.0,,,,,,,,,,0.242,,,,0.181,-2.28,,,,-1.18,90.2,,85.8,,,0.391,0.594,0.217,,,,0.214,0.268,0.26899999999999996,,,,0.276,0.379,0.29600000000000004,96.0,106.0,102.0,78.0,99.0,91.0,0.323,0.253,3.29,1.45,90.4,77.2,0.196,0.25,0.135,,,,0.211,0.368,0.207,,,,,,
2023/06/21,1:10 PM.,DET,KC,away,Sunny.,82,571510,RF,1,0,0,0,0,0,1,0,0,0,1,.300,.364,.400,.764,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,81.0,102.0,94.0,95.0,95.0,96.0,,,,,,,0.386,,0.284,,0.186,-0.64,,0.57,,0.56,91.4,,80.2,79.6,,0.281,0.509,0.295,0.203,0.338,0.305,0.4,1.0,0.182,,,,0.245,0.367,0.389,90.0,87.0,92.0,76.0,100.0,90.0,0.07,0.074,2.52,-2.52,90.8,73.8,0.207,0.207,0.244,,,,,,,,,,,,
2023/06/20,6:41 PM.,DET,KC,away,Clear.,84,547179,DH,3,0,1,1,0,0,1,0,1,0,1,.333,.400,.444,.844,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,98.0,100.0,97.0,116.0,102.0,106.0,,,,89.0,75.0,71.0,0.347,0.009,0.297,,0.216,1.17,-7.35,0.34,,0.26,94.3,90.8,84.5,84.7,,0.211,0.333,0.171,0.293,0.61,0.214,0.667,1.667,0.182,0.6,1.2,0.16699999999999998,0.186,0.403,0.314,103.0,112.0,110.0,82.0,108.0,100.0,0.12,0.011,0.73,-4.26,93.7,82.3,0.333,0.4,0.038,,,,,,,,,,,,
2023/06/18,1:10 PM.,LAA,KC,home,Cloudy.,66,542881,RF,1,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.666,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,81.0,96.0,89.0,105.0,76.0,95.0,,,,104.0,103.0,98.0,0.374,0.224,0.007,,0.338,-1.25,0.48,-1.06,,0.08,90.1,85.1,80.0,78.1,,0.301,0.566,0.193,0.2,0.2,0.33299999999999996,,,,0.239,0.366,0.268,0.238,0.381,0.39799999999999996,105.0,84.0,83.0,92.0,93.0,81.0,0.055,0.002,-3.61,-0.33,88.5,72.9,0.36,0.68,0.102,0.001,-4.72,90.1,,,,,,,,,
2023/04/17,6:40 PM.,MIA,SF,away,Roof Closed.,72,666200,DH,1,0,0,0,0,0,0,0,0,1,2,.200,.200,.200,.400,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,111.0,97.0,105.0,,,,68.0,87.0,76.0,0.457,0.004,0.289,,0.21,0.93,0.74,-0.26,,-0.09,96.7,91.4,88.3,85.1,,0.232,0.384,0.19399999999999998,0.233,0.389,0.518,,,,,,,0.248,0.429,0.361,,,,82.0,100.0,97.0,0.04,,-0.81,,96.5,,0.314,0.686,0.102,,,,,,,,,,,,
2023/04/15,1:11 PM.,DET,SF,away,Partly Cloudy.,76,547179,DH,2,0,0,0,0,0,1,0,0,0,1,.250,.250,.250,.500,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,98.0,100.0,97.0,116.0,102.0,106.0,,,,89.0,75.0,71.0,0.347,0.009,0.297,,0.216,1.17,-7.35,0.34,,0.26,94.3,90.8,84.5,84.7,,0.211,0.333,0.171,0.293,0.61,0.214,0.667,1.667,0.182,0.6,1.2,0.16699999999999998,0.186,0.403,0.314,103.0,112.0,110.0,82.0,108.0,100.0,0.12,0.011,0.73,-4.26,93.7,82.3,0.333,0.4,0.038,,,,,,,,,,,,
2023/04/06,1:11 PM.,CWS,SF,away,Sunny.,46,458681,P,1,1,1,0,0,0,0,0,0,0,0,.500,.500,.500,1.000,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,92.0,105.0,104.0,97.0,98.0,106.0,,,,104.0,105.0,99.0,0.437,0.23,0.063,,0.07,-0.4,-0.35,-3.65,,-1.23,92.4,88.7,84.9,83.0,,0.255,0.52,0.316,0.286,0.446,0.308,0.208,0.453,0.354,0.273,0.512,0.267,0.302,0.372,0.29600000000000004,109.0,97.0,106.0,93.0,95.0,87.0,0.126,0.074,1.21,-2.24,91.4,80.8,0.239,0.394,0.177,,,,,,,,,,,,
2023/03/30,1:10 PM.,NYY,SF,away,Sunny.,39,543037,PH,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,114.0,103.0,113.0,107.0,103.0,102.0,0.53,0.07,0.208,0.121,0.071,1.66,0.61,1.69,0.94,-0.54,96.7,92.7,89.1,89.1,82.9,0.201,0.332,0.228,0.186,0.251,0.327,0.215,0.269,0.244,0.262,0.377,0.311,0.235,0.51,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,
