date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/09/02,6:10 PM.,NYY,HOU,home,Roof Closed.,73,622663,PR,0,0,0,0,0,0,0,0,0,0,0,.227,.300,.380,.680,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,103.0,104.0,98.0,126.0,109.0,117.0,,,,0.449,0.188,,0.186,-2.42,-2.59,,-1.4,96.5,86.7,84.7,,0.289,0.566,0.254,0.355,0.692,0.196,,,,0.279,0.441,0.21600000000000003,,,,92.0,91.0,87.0,110.0,100.0,98.0,0.028,0.15,,-0.08,5.41,,90.8,95.7,,0.208,0.313,0.17300000000000001,0.091,0.091,0.20800000000000002,,,,,,,,,,,,,,,,,,
2023/09/01,7:11 PM.,NYY,HOU,home,Roof Closed.,73,607074,CF,3,0,0,0,0,0,0,0,0,0,1,.227,.300,.380,.680,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,106.0,101.0,100.0,126.0,95.0,104.0,,,,0.603,0.29,,0.043,-1.05,-0.06,,0.96,95.3,85.5,85.4,,0.2,0.347,0.37200000000000005,0.294,0.55,0.217,0.375,1.25,0.21100000000000002,0.0,0.0,0.42100000000000004,102.0,92.0,96.0,,,,,,,,,0.065,,,-3.96,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/28,7:11 PM.,BOS,HOU,away,Cloudy.,70,519242,CF,0,0,0,0,0,0,0,0,0,0,0,.229,.302,.384,.686,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,99.0,102.0,100.0,92.0,98.0,100.0,,,,0.432,0.375,,0.131,0.46,0.7,,-1.09,93.9,86.1,77.8,,0.162,0.358,0.389,0.252,0.437,0.23399999999999999,,,,0.309,0.473,0.322,,,,98.0,94.0,96.0,,,,0.062,,,,-1.13,,,93.3,,,,,0.267,0.5,0.16699999999999998,,,,,,,,,,,,,,,,,,
2023/08/27,1:40 PM.,DET,HOU,away,Sunny.,71,656412,CF,2,0,0,0,0,0,0,0,0,1,5,.229,.302,.384,.686,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,4.45,3.82,64.2,104.0,92.0,101.0,0.781,8.07,2.78,6.68,1.67,0.79,0.235,0.459,0.18,0.339,0.436,84.0,101.0,97.0,87.0,104.0,96.0,103.0,105.0,108.0,,,,0.485,0.381,,0.133,0.89,0.65,,-0.75,92.9,85.9,82.3,,0.192,0.364,0.413,0.2,0.438,0.124,,,,0.222,0.417,0.16899999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/26,6:10 PM.,DET,HOU,away,Clear.,75,593958,CF,4,0,0,0,0,0,0,0,0,2,2,.231,.304,.386,.690,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,73.0,101.0,91.0,103.0,107.0,106.0,,,,0.454,0.072,,0.189,0.65,3.12,,0.71,92.2,85.9,84.5,,0.089,0.178,0.395,0.278,0.431,0.222,,,,0.233,0.292,0.317,,,,84.0,117.0,107.0,90.0,101.0,98.0,0.093,0.192,,0.51,1.11,,88.8,92.4,,0.2,0.471,0.19399999999999998,0.165,0.228,0.135,,,,,,,,,,,,,,,,,,
2023/08/23,7:10 PM.,BOS,HOU,home,Roof Closed.,73,519242,CF,4,0,1,0,0,0,0,0,0,1,3,.234,.306,.392,.698,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,99.0,102.0,100.0,92.0,98.0,100.0,,,,0.432,0.375,,0.131,0.46,0.7,,-1.09,93.9,86.1,77.8,,0.162,0.358,0.389,0.252,0.437,0.23399999999999999,,,,0.309,0.473,0.322,,,,98.0,94.0,96.0,,,,0.062,,,,-1.13,,,93.3,,,,,0.267,0.5,0.16699999999999998,,,,,,,,,,,,,,,,,,
2023/08/22,7:10 PM.,BOS,HOU,home,Roof Closed.,73,656557,CF,1,0,1,1,0,0,0,0,0,0,0,.234,.307,.394,.701,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,,,,95.0,96.0,88.0,113.0,99.0,107.0,,,,0.099,0.383,,,-2.8,0.98,,,93.9,,83.9,,0.178,0.301,0.387,0.325,0.55,0.157,,,,,,,,,,111.0,102.0,101.0,80.0,100.0,92.0,0.295,0.108,,0.73,-0.38,,91.3,93.4,,0.229,0.354,0.21600000000000003,0.306,0.507,0.187,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,0.452,0.40399999999999997,,,,,,,,,
2023/08/21,7:11 PM.,BOS,HOU,home,Roof Closed.,73,572020,CF,5,1,2,0,0,0,0,0,0,1,4,.231,.304,.388,.692,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,95.0,103.0,98.0,,,,87.0,93.0,94.0,0.566,,0.195,0.067,0.04,,-0.31,-0.96,95.2,84.4,,81.3,,,,0.269,0.498,0.217,0.231,0.338,0.376,0.316,0.421,0.467,,,,98.0,92.0,90.0,63.0,101.0,91.0,0.007,0.165,,-0.15,-0.01,,85.8,94.9,,0.191,0.426,0.331,,,,,,,,,,,,,,,,,,,,,
2023/08/19,6:12 PM.,SEA,HOU,home,Roof Closed.,73,669302,CF,3,0,1,1,0,0,0,0,0,1,2,.228,.303,.388,.691,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,88.0,103.0,99.0,133.0,101.0,99.0,110.0,95.0,103.0,0.419,0.297,0.134,,0.01,1.84,0.39,,95.7,,88.7,80.3,0.211,0.349,0.322,0.28,0.491,0.177,0.214,0.371,0.306,,,,,,,55.0,90.0,81.0,,,,0.003,,,,-11.33,,,93.7,,,,,0.667,1.0,0.25,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,,,,,,,,,
2023/08/18,7:10 PM.,SEA,HOU,home,Roof Closed.,73,682243,PR,0,0,0,0,0,0,0,0,0,0,0,.227,.303,.385,.688,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,0.585,0.274,,0.056,0.3,0.14,,0.66,95.1,85.0,85.0,,0.3,0.475,0.174,0.256,0.45,0.271,0.667,1.333,0.125,0.167,0.433,0.179,113.0,102.0,102.0,104.0,101.0,99.0,,,,0.076,,0.009,,1.22,-8.41,,95.1,78.2,,,,0.26,0.36,0.096,,,,,,,,,,,,,,,,,,
2023/08/16,6:42 PM.,MIA,HOU,away,Roof Closed.,72,666200,CF,1,0,0,0,0,0,0,0,0,1,0,.227,.303,.385,.688,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,111.0,97.0,105.0,,,,0.457,0.289,,0.21,0.93,-0.26,,-0.09,96.7,88.3,85.1,,0.233,0.389,0.518,0.232,0.384,0.19399999999999998,,,,0.248,0.429,0.361,,,,82.0,100.0,97.0,68.0,87.0,76.0,0.04,0.004,,0.74,-0.81,,91.4,96.5,,,,,0.314,0.686,0.102,,,,,,,,,,,,,,,,,,
2023/08/15,6:41 PM.,MIA,HOU,away,Roof Closed.,72,456501,CF,3,1,1,0,0,0,0,0,1,0,0,.228,.304,.386,.690,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,73.0,106.0,102.0,87.0,116.0,112.0,88.0,95.0,96.0,,,,0.346,0.234,,0.192,-0.03,-1.92,,-3.11,92.2,84.1,86.1,,0.27,0.73,0.154,0.242,0.53,0.245,,,,0.286,0.595,0.278,120.0,47.0,56.0,89.0,103.0,100.0,69.0,90.0,66.0,0.196,0.028,0.004,0.08,2.47,-3.06,88.1,92.2,76.0,0.222,0.333,0.1,0.244,0.4,0.035,,,,,,,,,,,,,,,,,,
2023/08/14,6:40 PM.,MIA,HOU,away,Roof Closed.,72,666129,CF,4,0,0,0,0,0,0,0,0,1,4,.227,.301,.387,.688,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,79.0,101.0,93.0,100.0,102.0,102.0,,,,0.075,0.258,,0.088,-1.84,0.45,,0.73,90.8,84.1,82.8,,0.169,0.302,0.408,0.325,0.575,0.159,0.5,1.059,0.2,0.286,0.327,0.327,80.0,97.0,95.0,91.0,102.0,97.0,95.0,100.0,97.0,0.317,0.177,0.084,1.53,1.06,-4.44,87.5,90.5,77.7,0.243,0.477,0.247,0.256,0.377,0.107,,,,,,,,,,,,,,,,,,
2023/08/12,6:16 PM.,LAA,HOU,home,Roof Closed.,73,542881,CF,4,1,1,0,0,0,1,0,0,1,1,.230,.305,.392,.697,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,81.0,96.0,89.0,105.0,76.0,95.0,,,,0.374,0.007,,0.338,-1.25,-1.06,,0.08,90.1,80.0,78.1,,0.2,0.2,0.33299999999999996,0.301,0.566,0.193,,,,0.238,0.381,0.39799999999999996,105.0,84.0,83.0,92.0,93.0,81.0,104.0,103.0,98.0,0.055,0.224,0.002,0.48,-3.61,-0.33,85.1,88.5,72.9,0.239,0.366,0.268,0.36,0.68,0.102,,,,0.001,-4.72,90.1,,,,,,,,,,,,
2023/08/11,7:11 PM.,LAA,HOU,home,Roof Closed.,73,672282,CF,1,0,0,0,0,0,0,0,0,0,1,.230,.306,.395,.701,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,124.0,100.0,102.0,,,,0.432,0.319,,0.054,-0.38,0.91,,-2.03,94.3,84.8,88.7,,0.0,0.0,0.267,0.291,0.505,0.212,0.191,0.326,0.28600000000000003,0.242,0.424,0.24600000000000002,93.0,94.0,105.0,,,,,,,,,0.194,,,0.14,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/10,12:48 PM.,BAL,HOU,away,Overcast.,79,665152,CF,4,0,0,0,0,0,0,0,0,0,0,.231,.307,.396,.703,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,106.0,103.0,102.0,116.0,98.0,105.0,,,,0.371,0.033,,0.123,0.43,-1.43,,-1.4,94.6,85.3,82.8,,0.25,0.417,0.244,0.252,0.409,0.262,0.347,0.592,0.24,0.26,0.377,0.27,93.0,94.0,98.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.239,0.089,0.02,1.81,-2.29,88.8,91.9,78.1,0.222,0.416,0.27699999999999997,0.269,0.38,0.081,,,,,,,,,,,,,,,,,,
2023/08/08,7:07 PM.,BAL,HOU,away,Clear.,81,680570,CF,4,0,1,0,0,0,0,0,0,0,3,.234,.311,.402,.713,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,116.0,104.0,106.0,126.0,103.0,114.0,,,,0.496,0.148,,0.224,-0.83,1.92,,1.7,97.4,83.9,82.4,,0.153,0.169,0.34,0.342,0.535,0.24100000000000002,0.176,0.353,0.281,0.201,0.318,0.28300000000000003,146.0,97.0,101.0,,,,76.0,90.0,86.0,,0.052,0.081,-1.59,,-0.49,90.0,,79.9,0.333,0.889,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,
2023/08/06,1:38 PM.,NYY,HOU,away,Partly Cloudy.,81,607074,CF,4,2,2,0,0,2,6,0,0,1,0,.234,.312,.405,.717,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,106.0,101.0,100.0,126.0,95.0,104.0,,,,0.603,0.29,,0.043,-1.05,-0.06,,0.96,95.3,85.5,85.4,,0.2,0.347,0.37200000000000005,0.294,0.55,0.217,0.375,1.25,0.21100000000000002,0.0,0.0,0.42100000000000004,102.0,92.0,96.0,,,,,,,,,0.065,,,-3.96,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/04,7:08 PM.,NYY,HOU,away,Cloudy.,74,622663,CF,4,1,1,1,0,0,0,0,0,2,4,.230,.309,.379,.688,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,103.0,104.0,98.0,126.0,109.0,117.0,,,,0.449,0.188,,0.186,-2.42,-2.59,,-1.4,96.5,86.7,84.7,,0.289,0.566,0.254,0.355,0.692,0.196,,,,0.279,0.441,0.21600000000000003,,,,92.0,91.0,87.0,110.0,100.0,98.0,0.028,0.15,,-0.08,5.41,,90.8,95.7,,0.208,0.313,0.17300000000000001,0.091,0.091,0.20800000000000002,,,,,,,,,,,,,,,,,,
2023/08/03,7:16 PM.,NYY,HOU,away,Clear.,74,657376,CF,3,0,0,0,0,0,1,0,0,2,1,.230,.310,.377,.687,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,4.64,4.33,159.0,102.0,102.0,104.0,0.783,8.43,2.6,9.57,1.36,1.16,0.232,0.447,0.154,0.309,0.439,31.0,95.0,88.0,,,,109.0,99.0,107.0,146.0,100.0,118.0,,0.274,0.191,0.015,,-0.59,-0.46,-7.35,,89.4,86.0,83.7,0.276,0.559,0.263,,,,0.198,0.314,0.345,0.5,0.5,0.091,,,,68.0,103.0,88.0,96.0,106.0,105.0,0.241,0.279,,0.27,-0.2,,91.3,93.4,,0.28,0.457,0.222,0.288,0.447,0.11,,,,,,,,,,,,,,,,,,
2023/08/01,7:12 PM.,CLE,HOU,home,Roof Closed.,73,668909,CF,3,0,1,0,0,0,0,0,0,1,3,.232,.314,.382,.696,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,112.0,101.0,103.0,83.0,107.0,102.0,,,,0.553,0.221,,0.056,0.35,2.27,,-3.24,95.7,88.2,84.9,,0.157,0.241,0.318,0.25,0.404,0.249,0.174,0.391,0.35200000000000004,0.353,0.588,0.212,84.0,90.0,95.0,,,,,,,,,0.17,,,-1.23,,,76.2,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/31,7:10 PM.,CLE,HOU,home,Roof Closed.,73,592789,CF,4,1,1,0,0,0,1,0,0,0,1,.231,.313,.382,.695,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,65.0,109.0,95.0,88.0,99.0,97.0,,,,0.181,0.067,,0.222,0.68,-2.33,,-2.71,92.2,87.3,85.0,,0.24,0.72,0.083,0.208,0.354,0.182,0.233,0.512,0.22,0.286,0.571,0.218,95.0,104.0,107.0,87.0,102.0,96.0,85.0,103.0,98.0,0.261,0.126,0.141,-0.49,-1.16,-0.93,89.5,92.3,77.9,0.333,0.489,0.18899999999999997,0.363,0.593,0.138,43.0,87.0,84.0,0.003,1.25,87.7,,,,,,,,,,,,
