date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023/07/16,1:13 PM.,NYY,COL,home,Sunny.,86,543037,1B,5,1,1,0,0,1,1,0,0,1,1,.172,.226,.310,.536,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,,,,125.0,104.0,108.0,136.0,105.0,114.0,0.53,0.208,,0.071,1.66,1.69,,-0.54,96.7,89.1,89.1,,0.201,0.332,0.228,0.186,0.251,0.327,0.215,0.269,0.244,0.235,0.51,0.28600000000000003,107.0,103.0,102.0,0.07,0.61,92.7,0.262,0.377,0.311,,,,,,,,,,114.0,103.0,113.0,0.121,0.94,82.9,,,,,,,,,,,,
2023/07/15,6:11 PM.,NYY,COL,home,Partly Cloudy.,85,657376,PH,1,0,0,0,0,0,0,0,0,0,1,.167,.231,.208,.439,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,4.64,4.33,159.0,102.0,102.0,104.0,0.783,8.43,2.6,9.57,1.36,1.16,0.232,0.447,0.154,0.309,0.439,31.0,95.0,88.0,,,,,,,109.0,99.0,107.0,,0.274,,0.015,,-0.59,,-7.35,,89.4,86.0,,,,,0.276,0.559,0.263,0.198,0.314,0.345,0.5,0.5,0.091,96.0,106.0,105.0,0.279,0.27,91.3,0.28,0.457,0.222,68.0,103.0,88.0,0.241,-0.2,93.4,0.288,0.447,0.11,146.0,100.0,118.0,0.191,-0.46,83.7,,,,,,,,,,,,
2023/05/25,1:10 PM.,MIA,COL,home,Partly Cloudy.,73,666129,1B,3,1,1,0,0,0,0,0,1,1,3,.174,.240,.217,.457,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,80.0,97.0,95.0,79.0,101.0,93.0,100.0,102.0,102.0,0.075,0.258,0.084,0.088,-1.84,0.45,-4.44,0.73,90.8,84.1,82.8,77.7,0.325,0.575,0.159,0.169,0.302,0.408,0.5,1.059,0.2,0.286,0.327,0.327,95.0,100.0,97.0,0.177,1.53,87.5,0.243,0.477,0.247,91.0,102.0,97.0,0.317,1.06,90.5,0.256,0.377,0.107,,,,,,,,,,,,,,,,,,
2023/05/24,6:40 PM.,MIA,COL,home,Partly Cloudy.,67,645261,LF,0,0,0,0,0,0,0,0,0,0,0,.150,.190,.200,.390,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,116.0,103.0,110.0,0.213,0.201,0.022,0.273,-0.27,0.72,-0.52,-0.43,98.0,91.1,89.9,86.1,0.253,0.448,0.267,0.227,0.364,0.35200000000000004,0.308,0.308,0.182,0.282,0.401,0.299,,,,,,,,,,115.0,106.0,108.0,0.29,1.72,97.6,0.237,0.366,0.124,,,,,,,,,,,,,,,,,,
2023/05/23,6:39 PM.,MIA,COL,home,Partly Cloudy.,75,691587,1B,3,1,0,0,0,0,0,0,1,1,0,.150,.190,.200,.390,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.454,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,89.7,86.4,81.2,0.289,0.585,0.187,0.183,0.365,0.47700000000000004,0.098,0.171,0.5429999999999999,0.045,0.045,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/22,6:42 PM.,MIA,COL,home,Cloudy.,75,665795,1B,3,0,0,0,0,0,0,0,0,0,1,.176,.176,.235,.411,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,115.0,98.0,104.0,0.279,0.081,0.234,0.314,0.19,-0.71,-0.37,1.29,96.2,92.9,88.2,84.6,0.211,0.366,0.191,0.222,0.444,0.306,0.24,0.38,0.38,0.186,0.3,0.363,,,,,,,,,,109.0,86.0,82.0,0.093,-0.3,96.1,0.28,0.44,0.233,,,,,,,,,,,,,,,,,,
2023/05/21,1:38 PM.,TEX,COL,away,Partly Cloudy.,73,571760,1B,1,0,0,0,0,0,0,0,0,1,0,.214,.214,.286,.500,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.169,0.1,-1.35,-3.87,-0.11,92.5,84.0,82.0,74.4,0.236,0.431,0.256,0.259,0.443,0.29600000000000004,,,,0.274,0.452,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/20,3:07 PM.,TEX,COL,away,Roof Closed.,74,592351,1B,2,1,1,1,0,0,0,0,0,1,2,.231,.231,.308,.539,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.398,0.062,0.116,-1.83,2.33,-1.69,1.71,95.7,88.8,87.2,78.2,0.346,0.551,0.179,0.105,0.211,0.324,0.263,0.737,0.27,0.211,0.268,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/19,7:09 PM.,TEX,COL,away,Roof Closed.,74,527048,1B,4,0,0,0,0,0,0,0,0,2,0,.182,.182,.182,.364,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,88.0,94.0,96.0,0.04,0.01,0.037,0.265,3.25,2.0,3.35,-0.75,91.8,84.1,83.4,79.1,0.167,0.222,0.146,0.0,0.0,0.2,0.063,0.063,0.353,0.316,0.447,0.278,79.0,99.0,88.0,0.221,-2.02,89.2,0.342,0.64,0.11699999999999999,73.0,102.0,95.0,0.428,0.44,91.6,0.244,0.394,0.09699999999999999,,,,,,,,,,,,,,,,,,
2023/05/17,1:09 PM.,CIN,COL,home,Partly Cloudy.,77,668933,1B,4,2,2,0,0,0,0,0,0,0,1,.286,.286,.286,.572,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,,,,166.0,102.0,114.0,,0.373,,0.0,,-0.37,,-25.75,,90.4,88.3,,,,,0.221,0.461,0.32899999999999996,,,,,,,116.0,98.0,100.0,0.529,0.15,95.8,0.292,0.436,0.171,57.0,90.0,82.0,0.097,-1.17,96.5,0.286,0.429,0.1,,,,,,,,,,,,,,,,,,
2023/05/16,6:42 PM.,CIN,COL,home,Cloudy.,73,682227,1B,3,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,132.0,104.0,113.0,0.372,0.102,0.064,0.165,-0.15,-1.33,-1.75,-0.51,92.8,84.0,81.7,73.1,0.269,0.433,0.171,0.0,0.0,0.273,0.333,0.6,0.14300000000000002,0.183,0.39,0.39899999999999997,106.0,102.0,98.0,0.298,1.71,89.3,0.252,0.433,0.185,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/15,6:41 PM.,CIN,COL,home,Cloudy.,63,668881,1B,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,,,,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.404,,0.053,-0.95,0.16,,-2.39,98.3,91.1,87.3,,0.265,0.518,0.252,0.229,0.416,0.392,,,,0.304,0.478,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/03/28,12:10 PM.,MIL,COL,home,Sunny.,76,642547,1B,2,0,2,1,0,0,0,0,0,0,0,.307,.381,.560,.941,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,88.6,82.4,76.9,0.213,0.387,0.292,0.203,0.392,0.46,0.214,0.381,0.33799999999999997,0.224,0.388,0.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
