date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2023/06/10,7:07 PM.,SEA,LAA,home,Overcast.,64,693433,LF,4,0,1,1,0,0,0,0,0,1,3,.302,.333,.667,1.000,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,,,,,,,0.255,0.469,,,,0.037,0.69,,,1.34,,-2.37,95.1,,,89.7,95.0,,0.213,0.372,0.20800000000000002,,,,,,,,,,0.4,0.4,0.222,0.207,0.407,0.303,110.0,96.0,105.0,0.24,-0.83,86.0,0.257,0.457,0.311,,,,,,,,,,,,,,,
2023/06/09,6:39 PM.,SEA,LAA,home,Cloudy.,67,622491,RF,3,1,1,0,0,1,2,0,0,2,1,.305,.339,.678,1.017,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,82.0,103.0,95.0,,,,,,,0.179,0.444,,,,0.156,1.31,,,0.6,,-1.6,96.3,,,88.3,95.9,,0.239,0.337,0.136,,,,,,,,,,0.28,0.42,0.325,0.165,0.384,0.33,117.0,100.0,108.0,0.221,-0.12,85.7,0.234,0.455,0.37799999999999995,,,,,,,,,,,,,,,
2023/06/07,6:38 PM.,CHC,LAA,home,Cloudy.,68,592791,RF,3,0,1,1,0,0,3,0,1,1,0,.304,.339,.643,.982,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,101.0,102.0,99.0,,,,0.102,0.342,0.222,,0.149,0.031,-0.69,-0.32,,0.9,-0.12,-0.22,93.7,88.6,,86.5,93.9,80.5,0.296,0.394,0.133,0.311,0.521,0.27399999999999997,,,,0.198,0.349,0.2,0.28,0.44,0.106,0.261,0.553,0.204,117.0,113.0,122.0,0.154,0.75,80.9,0.233,0.333,0.27399999999999997,,,,,,,,,,,,,,,
2023/06/06,6:39 PM.,CHC,LAA,home,Cloudy.,65,669713,RF,4,0,0,0,0,0,0,0,0,1,2,.302,.315,.642,.957,669713,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,4.63,5.23,89.1,101.0,101.0,102.0,0.796,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,77.0,102.0,103.0,,,,80.0,105.0,94.0,92.0,96.0,91.0,100.0,98.0,104.0,,,,0.189,0.296,0.1,,,0.049,-1.9,-0.42,,-0.38,,0.65,94.3,88.8,,84.5,92.9,,0.273,0.545,0.145,0.308,0.654,0.2,,,,,,,0.188,0.188,0.133,0.327,0.636,0.165,123.0,98.0,110.0,0.366,1.49,82.0,0.14,0.231,0.376,,,,,,,,,,,,,,,
2023/05/31,1:11 PM.,CWS,LAA,away,Partly Cloudy.,84,458681,CF,5,2,2,1,0,0,0,0,0,1,1,.327,.340,.694,1.034,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,104.0,105.0,99.0,,,,0.126,0.437,0.23,,0.074,0.07,-0.4,-0.35,,1.21,-2.24,-1.23,92.4,88.7,,84.9,91.4,80.8,0.239,0.394,0.177,0.273,0.512,0.267,,,,0.208,0.453,0.354,0.302,0.372,0.29600000000000004,0.255,0.52,0.316,97.0,98.0,106.0,0.063,-3.65,83.0,0.286,0.446,0.308,,,,,,,,,,,,,,,
2023/05/29,7:12 PM.,CWS,LAA,away,Cloudy.,74,656629,LF,5,0,1,1,0,0,0,0,0,2,2,.318,.333,.705,1.038,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,,,,,,,0.614,,,0.04,0.074,-0.71,,,,-0.94,0.15,95.2,,,88.7,,80.6,,,,,,,,,,0.158,0.474,0.19399999999999998,0.133,0.3,0.33899999999999997,0.244,0.462,0.264,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,0.516,0.27399999999999997,,,,,,,,,,,,,,,
2023/05/28,1:07 PM.,MIA,LAA,home,Cloudy.,68,691587,RF,3,0,0,0,0,0,0,0,0,0,2,.333,.350,.744,1.094,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,,,,,,,,,,,0.454,,,0.14,0.098,-0.47,,,,1.89,0.99,97.5,,,89.7,,81.2,,,,,,,,,,0.098,0.171,0.5429999999999999,0.045,0.045,0.462,0.289,0.585,0.187,101.0,102.0,107.0,0.308,0.99,86.4,0.183,0.365,0.47700000000000004,,,,,,,,,,,,,,,
2023/05/27,7:07 PM.,MIA,LAA,home,Partly Cloudy.,66,665795,LF,5,0,0,0,0,0,0,0,0,3,3,.361,.378,.806,1.184,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,,,,,,,0.093,0.279,,,0.234,0.314,0.19,,,-0.3,-0.37,1.29,96.2,,,92.9,96.1,84.6,0.28,0.44,0.233,,,,,,,0.24,0.38,0.38,0.186,0.3,0.363,0.211,0.366,0.191,115.0,98.0,104.0,0.081,-0.71,88.2,0.222,0.444,0.306,,,,,,,,,,,,,,,
2023/05/23,6:38 PM.,BOS,LAA,home,Overcast.,62,678394,LF,3,1,1,0,0,1,1,0,0,0,1,.419,.438,.935,1.373,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,,,,83.0,102.0,93.0,93.0,101.0,98.0,88.0,100.0,88.0,,,,0.364,0.207,0.015,,,0.239,-1.91,-6.73,,0.52,,1.38,95.5,89.1,,86.2,95.0,,0.278,0.435,0.16,0.462,1.077,0.20800000000000002,,,,,,,0.196,0.291,0.387,0.31,0.646,0.19899999999999998,103.0,94.0,103.0,0.175,-1.86,85.3,0.3,0.456,0.259,,,,,,,,,,,,,,,
2023/05/22,6:38 PM.,BOS,LAA,home,Clear.,68,656557,LF,4,1,2,0,0,1,1,0,0,1,0,.429,.448,.893,1.341,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,80.0,100.0,92.0,67.0,105.0,92.0,0.295,0.099,0.108,0.114,,,-2.8,0.73,-1.52,-0.38,,,93.9,91.3,87.6,,93.4,,0.306,0.507,0.187,0.229,0.354,0.21600000000000003,0.31,0.452,0.40399999999999997,,,,,,,0.325,0.55,0.157,113.0,99.0,107.0,0.383,0.98,83.9,0.178,0.301,0.387,,,,,,,,,,,,,,,
2023/05/21,1:08 PM.,MIN,LAA,home,Partly Cloudy.,73,641154,LF,4,0,1,1,0,0,2,0,0,2,1,.417,.440,.833,1.273,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,,,,,,,0.106,0.345,,,0.125,0.211,0.1,,,2.08,0.25,-0.17,94.9,,,88.4,94.5,82.5,0.278,0.342,0.126,,,,,,,0.202,0.33,0.364,0.257,0.41,0.284,0.268,0.468,0.315,111.0,106.0,114.0,0.214,1.34,84.4,0.173,0.287,0.366,,,,,,,,,,,,,,,
2023/05/20,7:09 PM.,MIN,LAA,home,Partly Cloudy.,67,686973,PH,1,0,0,0,0,0,0,0,0,1,1,.450,.476,.900,1.376,686973,louievarland,Varland,Right,Louie Varland,MIN,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.082,0.381,0.467,86.0,91.0,95.0,,,,107.0,111.0,110.0,104.0,93.0,94.0,89.0,105.0,102.0,,,,0.009,0.427,0.319,,,0.113,-0.42,0.85,,6.39,,-1.07,95.3,89.3,,85.9,95.7,,,,,0.25,0.405,0.285,,,,,,,0.267,0.6,0.264,0.267,0.533,0.237,107.0,107.0,107.0,0.132,-2.34,83.9,0.22,0.512,0.263,,,,,,,,,,,,,,,
2023/05/19,6:39 PM.,MIN,LAA,home,Cloudy.,66,657746,CF,4,0,3,1,1,0,1,0,0,1,0,.474,.500,.947,1.447,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,,,,,,,91.0,104.0,102.0,,0.569,,0.272,,,0.89,,-0.3,,,,92.3,,83.9,,,,,,,,,,0.242,0.415,0.213,,,,,,,0.24,0.457,0.287,102.0,88.0,94.0,0.159,-2.12,80.3,0.32,0.56,0.24100000000000002,,,,,,,,,,,,,,,
2023/05/18,12:36 PM.,BAL,LAA,away,Sunny.,67,669330,LF,3,0,1,0,0,0,0,0,0,2,1,.400,.438,.800,1.238,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,85.0,100.0,96.0,,,,,0.377,0.195,,0.078,0.185,0.59,0.67,,,0.41,0.43,92.5,88.7,,85.4,,74.1,,,,0.212,0.537,0.193,,,,0.217,0.348,0.184,0.196,0.382,0.32799999999999996,0.2,0.467,0.266,88.0,108.0,103.0,0.164,1.18,84.0,0.149,0.23,0.28,,,,,,,,,,,,,,,
2023/05/17,6:36 PM.,BAL,LAA,away,Clear.,67,680694,PH,1,0,0,0,0,0,0,0,0,1,0,.417,.462,.917,1.379,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,,,,0.207,0.224,,,0.173,0.083,-1.0,,,1.53,3.99,-0.36,94.5,,,90.8,95.0,84.8,0.23,0.367,0.15,,,,,,,0.142,0.165,0.35600000000000004,0.259,0.37,0.114,0.366,0.602,0.15,171.0,105.0,116.0,0.313,1.77,88.1,0.168,0.272,0.364,,,,,,,,,,,,,,,
2023/05/16,6:37 PM.,BAL,LAA,away,Cloudy.,77,665152,RF,3,1,1,0,0,1,1,0,0,0,1,.455,.500,1.000,1.500,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,104.0,106.0,102.0,,,,0.145,0.371,0.239,,0.089,0.123,0.43,0.02,,1.81,-2.29,-1.4,94.6,88.8,,85.3,91.9,78.1,0.269,0.38,0.081,0.222,0.416,0.27699999999999997,,,,0.347,0.592,0.24,0.26,0.377,0.27,0.252,0.409,0.262,116.0,98.0,105.0,0.033,-1.43,82.8,0.25,0.417,0.244,,,,,,,,,,,,,,,
2023/05/14,11:36 AM.,CLE,LAA,away,Partly Cloudy.,64,676440,CF,4,1,1,0,0,0,0,0,0,2,0,.500,.556,.875,1.431,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,,,,,,,,,,,0.471,,,0.093,0.166,0.6,,,,-1.11,1.07,94.9,,,83.8,,78.3,,,,,,,,,,0.271,0.479,0.233,0.213,0.298,0.37799999999999995,0.243,0.348,0.19,110.0,106.0,115.0,0.27,1.35,84.7,0.206,0.355,0.317,,,,,,,,,,,,,,,
2023/05/13,6:09 PM.,CLE,LAA,away,Partly Cloudy.,65,615698,LF,4,3,3,0,0,1,1,2,1,1,0,.750,.800,1.500,2.300,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.416,0.01,0.241,0.123,0.109,0.101,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,86.1,93.7,82.0,0.277,0.428,0.16899999999999998,0.33,0.495,0.221,0.241,0.362,0.225,0.188,0.313,0.158,0.344,0.625,0.182,0.333,0.667,0.2,,,,,,,,,,,,,,,,,,,,,,,,
