date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,SL%,CH%,wFC/C,wSI/C,wSL/C,wCH/C,vFC,vCH,vSI,vSL,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,CU%,wFA/C,wCU/C,vFA,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/08/24,1:10 PM.,BOS,HOU,home,Roof Closed.,73,678394,1B,4,0,1,0,0,0,0,0,0,1,3,.143,.268,.271,.539,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,0.364,0.015,0.175,0.239,-6.73,0.52,-1.86,1.38,89.1,86.2,95.0,85.3,0.462,1.077,0.20800000000000002,0.3,0.456,0.259,0.278,0.435,0.16,80.0,103.0,99.0,,,,83.0,102.0,93.0,0.207,,-1.91,,95.5,,0.31,0.646,0.19899999999999998,0.196,0.291,0.387,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/23,7:10 PM.,BOS,HOU,home,Roof Closed.,73,519242,PH,1,0,0,0,0,0,0,0,0,0,0,.136,.269,.273,.542,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,98.0,94.0,96.0,92.0,98.0,100.0,,,,0.062,,0.375,0.131,,-1.13,0.7,-1.09,,86.1,93.3,77.8,,,,0.162,0.358,0.389,0.267,0.5,0.16699999999999998,81.0,103.0,99.0,,,,99.0,102.0,100.0,0.432,,0.46,,93.9,,0.252,0.437,0.23399999999999999,0.309,0.473,0.322,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/22,7:10 PM.,BOS,HOU,home,Roof Closed.,73,656557,DH,3,0,2,2,0,0,2,0,1,0,1,.138,.273,.277,.550,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,111.0,102.0,101.0,113.0,99.0,107.0,80.0,100.0,92.0,0.295,0.108,0.383,,0.73,-0.38,0.98,,91.3,,93.4,83.9,0.229,0.354,0.21600000000000003,0.178,0.301,0.387,0.306,0.507,0.187,,,,,,,95.0,96.0,88.0,0.099,,-2.8,,93.9,,0.325,0.55,0.157,,,,,,,0.114,-1.52,87.6,67.0,105.0,92.0,0.31,0.452,0.40399999999999997,,,,,,,,,,,,
2023/08/20,12:05 PM.,SEA,HOU,home,Roof Closed.,73,676106,1B,4,0,0,0,0,0,0,0,1,2,4,.113,.247,.226,.473,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.5,3.33,12.0,105.0,84.0,100.0,0.853,4.5,2.25,9.75,0.75,1.27,0.25,0.475,0.25,0.175,0.428,68.0,103.0,98.0,84.0,113.0,106.0,,,,0.139,,0.268,0.129,,1.65,3.26,-7.29,,84.5,92.7,86.7,,,,0.214,0.214,0.14300000000000002,0.25,0.25,0.133,89.0,95.0,102.0,,,,89.0,128.0,125.0,0.464,,1.54,,92.5,,0.25,0.438,0.213,0.5,0.5,0.231,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/19,6:12 PM.,SEA,HOU,home,Roof Closed.,73,669302,PH,1,0,0,0,0,0,0,0,0,0,1,.121,.250,.241,.491,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,55.0,90.0,81.0,133.0,101.0,99.0,,,,0.003,,0.297,,,-11.33,1.84,,,,93.7,88.7,,,,0.211,0.349,0.322,0.667,1.0,0.25,,,,,,,88.0,103.0,99.0,0.419,,0.01,,95.7,,0.28,0.491,0.177,,,,0.214,0.371,0.306,0.148,0.25,85.6,98.0,103.0,117.0,0.174,0.34,0.35,110.0,95.0,103.0,0.134,0.39,80.3,,,,,,
2023/08/18,7:10 PM.,SEA,HOU,home,Roof Closed.,73,682243,DH,3,0,0,0,0,0,0,0,0,2,4,.123,.254,.246,.500,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,104.0,101.0,99.0,112.0,100.0,107.0,,,,0.076,,0.274,0.056,,1.22,0.14,0.66,,85.0,95.1,85.0,,,,0.3,0.475,0.174,0.26,0.36,0.096,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,0.585,0.009,0.3,-8.41,95.1,78.2,0.256,0.45,0.271,0.167,0.433,0.179,0.667,1.333,0.125,,,,,,,,,,,,,,,,,,,,,
2023/08/16,6:42 PM.,MIA,HOU,away,Roof Closed.,72,666200,1B,3,2,1,0,0,0,0,0,2,1,1,.130,.266,.259,.525,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,82.0,100.0,97.0,111.0,97.0,105.0,68.0,87.0,76.0,0.04,0.004,0.289,0.21,0.74,-0.81,-0.26,-0.09,91.4,88.3,96.5,85.1,,,,0.233,0.389,0.518,0.314,0.686,0.102,93.0,99.0,100.0,,,,106.0,103.0,100.0,0.457,,0.93,,96.7,,0.232,0.384,0.19399999999999998,0.248,0.429,0.361,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/15,6:41 PM.,MIA,HOU,away,Roof Closed.,72,456501,1B,4,0,0,0,0,0,0,0,0,1,0,.118,.237,.255,.492,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,89.0,103.0,100.0,88.0,95.0,96.0,69.0,90.0,66.0,0.196,0.028,0.234,0.192,0.08,2.47,-1.92,-3.11,88.1,84.1,92.2,86.1,0.222,0.333,0.1,0.27,0.73,0.154,0.244,0.4,0.035,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,0.346,0.004,-0.03,-3.06,92.2,76.0,0.242,0.53,0.245,0.286,0.595,0.278,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/14,6:40 PM.,MIA,HOU,away,Roof Closed.,72,666129,1B,4,0,0,0,0,0,0,0,0,0,5,.128,.255,.277,.532,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,91.0,102.0,97.0,100.0,102.0,102.0,95.0,100.0,97.0,0.317,0.177,0.258,0.088,1.53,1.06,0.45,0.73,87.5,84.1,90.5,82.8,0.243,0.477,0.247,0.169,0.302,0.408,0.256,0.377,0.107,85.0,95.0,86.0,80.0,97.0,95.0,79.0,101.0,93.0,0.075,0.084,-1.84,-4.44,90.8,77.7,0.325,0.575,0.159,0.286,0.327,0.327,0.5,1.059,0.2,,,,,,,,,,,,,,,,,,,,,
2023/08/13,1:11 PM.,LAA,HOU,home,Roof Closed.,73,681217,1B,2,1,0,0,0,0,0,0,2,1,2,.140,.275,.302,.577,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,82.0,105.0,97.0,102.0,94.0,102.0,99.0,92.0,92.0,0.148,0.084,0.229,,3.24,1.39,1.7,,90.3,,94.3,82.0,0.167,0.167,0.268,0.143,0.571,0.14300000000000002,0.344,0.469,0.14,,,,107.0,93.0,97.0,93.0,90.0,85.0,0.349,0.024,-1.53,-5.15,95.0,79.4,0.255,0.553,0.248,,,,0.333,1.333,0.0,0.167,1.35,87.2,84.0,108.0,116.0,0.137,0.294,0.345,,,,,,,,,,,,
2023/08/12,6:16 PM.,LAA,HOU,home,Roof Closed.,73,542881,1B,4,0,0,0,0,0,0,0,0,1,1,.146,.255,.317,.572,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.224,0.007,0.338,0.48,-3.61,-1.06,0.08,85.1,80.0,88.5,78.1,0.239,0.366,0.268,0.2,0.2,0.33299999999999996,0.36,0.68,0.102,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,0.374,0.002,-1.25,-0.33,90.1,72.9,0.301,0.566,0.193,0.238,0.381,0.39799999999999996,,,,0.001,-4.72,90.1,,,,,,,,,,,,,,,,,,
2023/08/11,7:11 PM.,LAA,HOU,home,Roof Closed.,73,672282,1B,4,3,3,0,0,2,5,0,1,0,0,.162,.279,.351,.630,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,,,,124.0,100.0,102.0,,,,,,0.319,0.054,,,0.91,-2.03,,84.8,,88.7,,,,0.0,0.0,0.267,,,,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,0.432,0.194,-0.38,0.14,94.3,74.7,0.291,0.505,0.212,0.242,0.424,0.24600000000000002,0.191,0.326,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,
2023/08/10,12:48 PM.,BAL,HOU,away,Overcast.,79,665152,1B,4,0,0,0,0,0,0,0,1,0,4,.091,.211,.121,.332,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.239,0.033,0.123,0.02,1.81,-1.43,-1.4,88.8,85.3,91.9,82.8,0.222,0.416,0.27699999999999997,0.25,0.417,0.244,0.269,0.38,0.081,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,0.371,0.089,0.43,-2.29,94.6,78.1,0.252,0.409,0.262,0.26,0.377,0.27,0.347,0.592,0.24,,,,,,,,,,,,,,,,,,,,,
2023/08/08,7:07 PM.,BAL,HOU,away,Clear.,81,680570,PH,0,1,0,0,0,0,0,0,1,0,0,.103,.212,.138,.350,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,,,,126.0,103.0,114.0,76.0,90.0,86.0,,0.052,0.148,0.224,-1.59,,1.92,1.7,90.0,83.9,,82.4,0.333,0.889,0.14300000000000002,0.153,0.169,0.34,,,,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,0.496,0.081,-0.83,-0.49,97.4,79.9,0.342,0.535,0.24100000000000002,0.201,0.318,0.28300000000000003,0.176,0.353,0.281,,,,,,,,,,,,,,,,,,,,,
2023/06/14,12:11 PM.,MIN,MIL,away,Overcast.,83,641927,1B,3,0,0,0,0,0,0,0,1,2,1,.103,.188,.138,.326,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,,,,83.0,99.0,96.0,,,,,,0.196,0.28,,,-0.7,1.08,,83.7,,81.0,,,,0.255,0.48,0.32899999999999996,,,,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,0.457,0.067,0.75,1.44,91.3,77.5,0.232,0.425,0.27699999999999997,0.226,0.35,0.298,0.194,0.306,0.161,,,,,,,,,,,,,,,,,,,,,
2023/06/13,6:41 PM.,MIN,MIL,away,Partly Cloudy.,84,641154,DH,4,0,0,0,0,0,0,0,0,3,1,.115,.179,.154,.333,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,98.0,105.0,104.0,111.0,106.0,114.0,,,,0.106,,0.214,0.211,,2.08,1.34,-0.17,,88.4,94.5,84.4,,,,0.173,0.287,0.366,0.278,0.342,0.126,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,0.345,0.125,0.1,0.25,94.9,82.5,0.268,0.468,0.315,0.257,0.41,0.284,0.202,0.33,0.364,,,,,,,,,,,,,,,,,,,,,
2023/06/11,1:11 PM.,OAK,MIL,home,Roof Closed.,66,676664,PH,0,0,0,0,0,0,0,0,1,0,0,.136,.208,.182,.390,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,,,,93.0,102.0,106.0,,,,0.001,,0.346,0.151,,0.63,-0.06,0.36,,84.1,92.1,81.4,,,,0.21,0.395,0.28300000000000003,,,,83.0,100.0,102.0,,,,93.0,102.0,96.0,0.501,,-0.84,,93.1,,0.256,0.478,0.217,0.277,0.438,0.225,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/10,3:11 PM.,OAK,MIL,home,Cloudy.,81,621112,1B,3,0,0,0,0,0,0,0,0,0,2,.136,.174,.182,.356,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,82.0,96.0,87.0,91.0,103.0,108.0,106.0,100.0,100.0,0.24,0.204,0.181,0.112,-2.38,-0.75,0.46,2.14,88.9,86.0,91.8,80.8,0.435,0.624,0.159,0.198,0.308,0.344,0.306,0.435,0.15,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,0.146,0.117,-2.52,1.69,91.9,79.1,0.383,0.553,0.17,0.143,0.286,0.389,0.14,0.326,0.245,,,,,,,,,,,,,,,,,,,,,
2023/06/09,7:11 PM.,OAK,MIL,home,Clear.,74,594580,PH,1,0,0,0,0,0,0,0,0,0,0,.158,.200,.211,.411,594580,sammoll,Moll,Left,Sam Moll,- - -,3.03,2.84,62.1,98.0,82.0,96.0,0.798,9.82,4.33,6.79,0.29,1.6,0.319,0.337,0.16,0.245,0.44,46.0,102.0,83.0,112.0,91.0,106.0,,,,0.356,,0.379,0.014,,1.58,0.96,-7.42,,86.4,93.4,81.8,,,,0.155,0.211,0.301,0.258,0.36,0.145,99.0,91.0,97.0,,,,91.0,105.0,99.0,0.252,,1.43,,94.1,,0.185,0.277,0.239,0.333,0.333,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/08,1:11 PM.,BAL,MIL,home,Sunny.,70,680694,1B,4,0,1,0,0,0,1,0,0,2,1,.167,.211,.222,.433,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,88.0,104.0,98.0,171.0,105.0,116.0,,,,0.207,,0.313,0.083,,1.53,1.77,-0.36,,90.8,95.0,88.1,,,,0.168,0.272,0.364,0.23,0.367,0.15,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,0.224,0.173,-1.0,3.99,94.5,84.8,0.366,0.602,0.15,0.259,0.37,0.114,0.142,0.165,0.35600000000000004,,,,,,,,,,,,,,,,,,,,,
2023/06/07,6:41 PM.,BAL,MIL,home,Roof Closed.,70,665152,DH,3,1,1,1,0,0,1,0,0,0,0,.143,.200,.214,.414,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.239,0.033,0.123,0.02,1.81,-1.43,-1.4,88.8,85.3,91.9,82.8,0.222,0.416,0.27699999999999997,0.25,0.417,0.244,0.269,0.38,0.081,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,0.371,0.089,0.43,-2.29,94.6,78.1,0.252,0.409,0.262,0.26,0.377,0.27,0.347,0.592,0.24,,,,,,,,,,,,,,,,,,,,,
2023/06/06,6:40 PM.,BAL,MIL,home,Roof Closed.,71,502043,1B,3,0,0,0,0,0,0,0,0,2,2,.091,.167,.091,.258,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.166,0.184,0.17,-1.02,-0.08,2.01,-0.29,89.8,85.5,91.9,81.6,0.345,0.552,0.154,0.147,0.228,0.47100000000000003,0.289,0.459,0.11,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,0.134,0.084,-0.69,0.01,92.1,79.5,0.287,0.55,0.156,0.288,0.453,0.29100000000000004,0.279,0.419,0.40399999999999997,,,,,,,,,,,,,,,,,,,,,
