date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff
2023/07/30,12:07 PM.,TOR,LAA,away,Sunny.,69,621244,CF,5,0,0,0,0,0,0,0,0,4,4,.206,.200,.353,.553,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.296,0.185,0.72,,,0.31,-0.38,94.3,,84.1,,82.6,0.254,0.456,0.276,,,,0.245,0.409,0.33,,,,,,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.398,0.131,,,,,,,,,,,,,,,,0.216,0.357,0.305
2023/07/29,3:11 PM.,TOR,LAA,away,Roof Closed.,68,666201,PH,1,0,0,0,0,0,0,0,0,1,1,.241,.233,.414,.647,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,94.0,93.0,96.0,,,,0.29,,0.3,,0.128,-2.16,,-1.17,,-1.01,92.8,,86.3,80.8,,0.316,0.592,0.244,,,,0.273,0.432,0.2,0.239,0.432,0.28600000000000003,,,,92.0,96.0,91.0,0.282,0.68,92.6,0.25,0.379,0.129,,,,,,,,,,,,,,,,,,
2023/07/28,7:08 PM.,TOR,LAA,away,Cloudy.,82,592332,1B,4,0,1,0,0,0,0,0,0,2,4,.250,.241,.429,.670,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,,0.108,,,1.13,,-0.97,,,94.7,,,83.6,,0.243,0.409,0.172,,,,,,,0.348,0.565,0.353,,,,,,,,,,,,,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,,,
2023/07/27,1:10 PM.,DET,LAA,away,Overcast.,78,547179,1B,3,0,1,0,0,0,3,0,0,2,1,.250,.240,.458,.698,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,116.0,102.0,106.0,89.0,75.0,71.0,0.347,0.009,0.297,0.011,0.216,1.17,-7.35,0.34,-4.26,0.26,94.3,90.8,84.5,84.7,82.3,0.211,0.333,0.171,0.6,1.2,0.16699999999999998,0.186,0.403,0.314,0.293,0.61,0.214,0.667,1.667,0.182,82.0,108.0,100.0,0.12,0.73,93.7,0.333,0.4,0.038,,,,,,,,,,,,,,,,,,
2023/07/23,1:08 PM.,PIT,LAA,home,Overcast.,81,656605,RF,2,0,0,0,0,0,0,0,0,1,2,.238,.238,.476,.714,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.261,0.242,0.161,0.08,0.028,0.66,-0.07,-0.5,-1.97,-2.63,95.2,89.7,90.7,82.8,78.0,0.176,0.351,0.302,0.316,0.503,0.23600000000000002,0.36,0.6,0.21100000000000002,0.221,0.324,0.272,0.273,0.614,0.235,93.0,106.0,100.0,0.228,1.66,93.9,0.258,0.346,0.105,,,,,,,,,,,,,,,,,,
2023/07/22,6:08 PM.,PIT,LAA,home,Partly Cloudy.,79,621366,1B,4,0,0,0,0,0,0,0,0,1,4,.263,.263,.526,.789,621366,ryanborucki,Borucki,Left,Ryan Borucki,PIT,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.459,0.234,0.324,0.478,87.0,113.0,100.0,,,,,,,108.0,112.0,111.0,,,,,,0.686,,0.112,,,1.93,,3.98,,,84.6,86.7,,,,,,,,0.158,0.158,0.297,0.088,0.265,0.353,,,,97.0,101.0,96.0,0.203,0.55,94.0,0.308,0.538,0.085,,,,,,,,,,,,,,,,,,
2023/07/21,6:39 PM.,PIT,LAA,home,Partly Cloudy.,79,670912,1B,3,1,1,0,0,1,1,0,0,1,0,.333,.333,.667,1.000,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,,,,0.392,,0.367,0.149,0.041,-1.25,,0.8,0.82,-0.07,95.8,,88.1,88.2,80.9,0.277,0.477,0.183,,,,0.25,0.3,0.35700000000000004,0.21,0.349,0.326,0.193,0.352,0.308,100.0,93.0,92.0,0.05,0.93,95.7,0.276,0.345,0.065,,,,,,,,,,,,,,,,,,
2023/07/18,6:38 PM.,NYY,LAA,home,Clear.,82,593334,1B,3,0,0,0,0,0,0,0,0,3,0,.333,.333,.500,.833,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,94.0,102.0,104.0,89.0,100.0,97.0,,,,,,,0.277,,,0.409,0.209,-1.75,,,1.5,1.01,92.3,,85.8,,82.9,0.321,0.741,0.19,,,,0.2,0.306,0.322,,,,0.174,0.344,0.39299999999999996,82.0,95.0,87.0,0.105,0.95,92.4,0.15,0.325,0.13,,,,,,,,,,,,,,,,,,
2023/07/17,6:39 PM.,NYY,LAA,home,Clear.,79,622663,1B,4,0,1,1,0,0,0,0,0,2,1,.444,.444,.667,1.111,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,,,,103.0,104.0,98.0,126.0,109.0,117.0,110.0,100.0,98.0,0.449,0.15,0.188,,0.186,-2.42,-0.08,-2.59,,-1.4,96.5,90.8,86.7,84.7,,0.355,0.692,0.196,0.208,0.313,0.17300000000000001,0.279,0.441,0.21600000000000003,0.289,0.566,0.254,,,,92.0,91.0,87.0,0.028,5.41,95.7,0.091,0.091,0.20800000000000002,,,,,,,,,,,,,,,,,,
2023/07/16,4:10 PM.,HOU,LAA,home,Sunny.,83,664299,1B,3,0,3,1,0,0,2,0,0,0,0,.600,.600,.800,1.400,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,,,,101.0,98.0,98.0,108.0,95.0,102.0,,,,0.584,,0.3,,0.041,0.44,,-0.09,,-1.29,92.7,,83.7,79.5,,0.236,0.455,0.265,,,,0.28,0.36,0.392,0.211,0.367,0.287,0.268,0.366,0.195,,,,,,,,,,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,,,,,
2023/07/15,6:08 PM.,HOU,LAA,home,Clear.,77,664285,CF,1,1,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,,,,99.0,99.0,95.0,0.001,0.034,0.087,0.253,0.157,-16.35,0.45,-0.32,1.07,0.73,95.7,89.1,90.1,84.7,80.2,,,,0.182,0.182,0.435,0.231,0.342,0.311,0.189,0.405,0.43799999999999994,0.158,0.211,0.402,97.0,98.0,96.0,0.468,0.93,95.3,0.274,0.455,0.126,,,,,,,,,,,,,,,,,,
2023/07/14,6:37 PM.,HOU,LAA,home,Clear.,85,641585,PH,1,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.189,0.091,0.137,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,81.8,80.1,76.0,0.308,0.481,0.106,0.317,0.446,0.22,0.183,0.237,0.308,0.25,0.533,0.298,0.145,0.273,0.42200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,
