date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/05/07,1:08 PM.,TEX,LAA,home,Partly Cloudy.,70,527048,3B,3,1,2,0,0,1,4,0,2,0,0,.291,.418,.360,.778,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,75.0,102.0,99.0,88.0,94.0,96.0,0.04,0.01,0.265,3.25,2.0,-0.75,91.8,84.1,83.4,0.167,0.222,0.146,0.316,0.447,0.278,0.0,0.0,0.2,78.0,101.0,100.0,0.037,3.35,79.1,0.063,0.063,0.353,79.0,99.0,88.0,,,,0.221,,-2.02,,89.2,,,,,0.342,0.64,0.11699999999999999,73.0,102.0,95.0,0.428,0.44,91.6,0.244,0.394,0.09699999999999999,,,,,,,,,
2023/05/05,6:38 PM.,TEX,LAA,home,Partly Cloudy.,65,641540,3B,4,0,2,0,0,0,0,0,0,0,1,.277,.400,.313,.713,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,71.0,96.0,85.0,101.0,106.0,106.0,0.032,0.234,0.156,-3.75,0.14,-0.87,90.5,85.7,82.1,0.294,0.765,0.235,0.301,0.478,0.258,0.212,0.364,0.345,78.0,82.0,84.0,0.016,-3.56,78.1,0.25,0.25,0.5,90.0,100.0,95.0,,,,0.2,,0.82,,88.9,,,,,0.258,0.393,0.231,79.0,104.0,94.0,0.331,1.37,91.0,0.246,0.354,0.08,,,,,,,0.032,-0.43,77.5
2023/05/04,12:16 PM.,STL,LAA,away,Sunny.,72,656427,3B,3,2,2,0,0,0,0,0,1,0,0,.266,.396,.304,.700,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,98.0,99.0,98.0,98.0,101.0,102.0,0.417,0.246,0.033,-0.44,-1.15,0.86,93.1,85.3,84.2,0.29,0.411,0.20800000000000002,0.154,0.154,0.083,0.339,0.558,0.265,,,,,,,0.204,0.372,0.402,92.0,98.0,101.0,,,,0.091,,-1.05,,88.7,,,,,0.318,0.545,0.264,75.0,82.0,71.0,0.02,-2.28,90.1,0.333,0.333,0.1,,,,93.0,102.0,108.0,0.194,0.23,76.2
2023/05/03,6:45 PM.,STL,LAA,away,Clear.,68,571945,3B,4,0,1,0,0,0,1,0,1,1,4,.250,.375,.289,.664,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,74.0,112.0,99.0,108.0,107.0,108.0,0.26,0.243,0.054,-0.19,0.62,2.68,93.3,84.4,86.4,0.29,0.495,0.18899999999999997,0.182,0.382,0.085,0.245,0.375,0.22399999999999998,95.0,105.0,102.0,0.198,-0.92,75.9,0.261,0.387,0.198,,,,,,,,,,,,,,,,,,,86.0,108.0,99.0,0.243,-1.61,92.7,0.34,0.54,0.085,,,,,,,0.002,-0.89,68.1
2023/05/02,6:45 PM.,STL,LAA,away,Clear.,66,571927,3B,3,1,1,0,0,0,1,0,1,0,0,.250,.374,.292,.666,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,106.0,109.0,107.0,,,,62.0,82.0,90.0,,0.018,0.274,,-1.27,-0.09,,84.2,88.9,,,,0.291,0.405,0.289,0.5,0.75,0.1,108.0,96.0,100.0,0.148,-0.6,78.5,0.259,0.407,0.2,,,,,,,,,,,,,,,,,,,87.0,101.0,96.0,0.561,0.41,94.1,0.24,0.397,0.247,,,,,,,,,
2023/04/29,6:10 PM.,MIL,LAA,away,Roof Closed.,66,669203,3B,3,0,0,0,0,0,0,1,2,0,3,.246,.368,.290,.658,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,,,,144.0,110.0,127.0,,0.085,0.112,,1.12,1.07,,89.3,86.0,,,,0.204,0.258,0.306,0.159,0.275,0.43799999999999994,160.0,104.0,113.0,0.171,1.35,79.8,0.133,0.211,0.488,127.0,101.0,103.0,,,,0.554,,1.51,,94.4,,,,,0.209,0.34,0.22699999999999998,103.0,97.0,90.0,0.077,-2.42,95.3,0.291,0.564,0.129,,,,,,,,,
2023/04/28,7:09 PM.,MIL,LAA,away,Roof Closed.,65,489119,3B,4,1,1,0,0,0,0,0,0,0,3,.258,.366,.303,.669,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,78.0,106.0,99.0,113.0,108.0,103.0,0.195,0.049,0.246,0.46,0.62,0.6,90.4,83.7,79.1,0.198,0.453,0.134,0.219,0.281,0.239,0.192,0.308,0.349,79.0,99.0,98.0,0.022,2.01,75.8,,,,101.0,103.0,101.0,,,,0.443,,1.07,,87.1,,,,,0.232,0.446,0.172,88.0,109.0,96.0,0.046,-2.53,90.7,0.333,0.375,0.125,,,,,,,,,
2023/04/27,1:07 PM.,OAK,LAA,home,Sunny.,74,676664,3B,4,2,2,1,0,0,1,0,0,2,3,.258,.372,.306,.678,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,0.501,0.346,0.151,-0.84,-0.06,0.36,93.1,84.1,81.4,0.256,0.478,0.217,0.277,0.438,0.225,0.21,0.395,0.28300000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.63,92.1,,,,,,,,,,,,
2023/04/26,6:38 PM.,OAK,LAA,home,Clear.,73,665622,3B,5,1,2,0,0,0,0,0,0,0,3,.241,.356,.276,.632,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,84.0,86.0,90.0,112.0,93.0,94.0,106.0,97.0,100.0,0.415,0.238,0.087,-0.35,-0.8,1.25,96.1,87.3,85.3,0.272,0.494,0.121,0.256,0.282,0.304,0.233,0.456,0.484,99.0,96.0,98.0,0.117,-0.73,79.6,0.146,0.366,0.308,,,,,,,,,,,,,,,,,,,117.0,96.0,96.0,0.142,-0.8,95.5,0.313,0.406,0.141,,,,,,,,,
2023/04/25,6:39 PM.,OAK,LAA,home,Partly Cloudy.,65,695243,3B,2,1,0,0,0,0,0,1,2,1,0,.226,.353,.264,.617,695243,masonmiller,"Miller, M",Right,Mason Miller,OAK,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,83.0,80.0,77.0,136.0,98.0,106.0,113.0,97.0,104.0,0.555,0.238,0.049,0.94,1.87,1.62,98.3,90.3,85.8,0.219,0.391,0.21,0.0,0.0,0.429,0.118,0.147,0.47100000000000003,,,,,,,,,,117.0,95.0,100.0,,,,0.158,,-1.76,,94.1,,,,,0.375,0.375,0.20800000000000002,,,,,,,,,,,,,,,,,,
2023/04/24,6:39 PM.,OAK,LAA,home,Clear.,67,686610,3B,5,1,2,1,0,0,2,0,0,2,0,.235,.344,.275,.619,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,89.0,95.0,92.0,96.0,99.0,100.0,0.543,0.271,0.166,-0.52,-0.79,-1.4,93.3,84.2,81.1,0.275,0.493,0.17800000000000002,0.34,0.515,0.374,0.218,0.423,0.32799999999999996,93.0,77.0,85.0,0.02,-3.62,74.5,0.333,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/22,6:07 PM.,KC,LAA,home,Partly Cloudy.,77,425844,3B,4,0,0,0,0,0,0,0,0,1,0,.217,.339,.239,.578,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,72.0,103.0,92.0,94.0,103.0,106.0,0.265,0.2,0.166,0.25,1.12,0.06,89.5,86.5,79.2,0.276,0.472,0.159,0.241,0.37,0.207,0.214,0.282,0.231,96.0,97.0,104.0,0.141,-2.99,72.5,0.386,0.729,0.155,100.0,113.0,103.0,,,,0.07,,-0.94,,85.2,,,,,0.32,0.5,0.18600000000000003,76.0,106.0,93.0,0.157,-0.92,89.8,0.333,0.609,0.081,,,,,,,0.0,-3.64,57.9
2023/04/21,6:39 PM.,KC,LAA,home,Clear.,83,664199,3B,3,0,0,0,0,0,0,0,1,0,0,.238,.364,.262,.626,664199,taylorclarke,"Clarke, T",Right,Taylor Clarke,KCR,5.95,5.1,59.0,104.0,104.0,106.0,0.753,9.92,3.66,10.83,1.83,0.62,0.191,0.497,0.156,0.393,0.397,88.0,100.0,101.0,91.0,102.0,97.0,115.0,108.0,113.0,0.29,0.556,0.154,-2.29,-0.31,-2.88,94.8,89.1,87.0,0.354,0.6,0.154,0.387,0.613,0.316,0.298,0.489,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/20,4:08 PM.,NYY,LAA,away,Sunny.,63,641482,3B,4,0,0,0,0,0,0,0,0,2,3,.256,.373,.282,.655,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,102.0,106.0,106.0,92.0,103.0,103.0,0.521,0.158,0.028,0.68,-1.47,-6.99,91.6,83.4,76.9,0.213,0.352,0.249,0.5,0.6,0.294,0.2,0.2,0.429,,,,,,,,,,110.0,102.0,102.0,,,,0.288,,0.39,,86.6,,,,,0.26,0.545,0.20600000000000002,138.0,99.0,111.0,0.005,4.05,89.3,,,,,,,,,,,,
2023/04/19,7:09 PM.,NYY,LAA,away,Clear.,61,666745,3B,4,0,1,0,0,0,0,0,1,0,1,.286,.404,.314,.718,666745,jhonybrito,Brito,Right,Jhony Brito,NYY,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.399,0.134,0.347,0.424,87.0,104.0,106.0,77.0,99.0,88.0,115.0,84.0,89.0,0.166,0.113,0.29,-0.97,0.17,0.5,95.8,88.8,83.0,0.167,0.5,0.179,0.232,0.392,0.282,0.172,0.31,0.28,,,,,,,0.348,0.696,0.188,,,,,,,,,,,,,,,,,,,106.0,105.0,104.0,0.327,1.05,96.0,0.282,0.436,0.149,,,,,,,0.104,-1.87,80.4
