date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFC,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,CU%,wCU/C,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2023/09/17,1:10 PM.,CWS,MIN,away,Cloudy.,64,656302,RF,4,0,2,1,0,0,0,0,0,1,0,.245,.359,.495,.854,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,125.0,95.0,103.0,,,,120.0,101.0,108.0,83.0,94.0,99.0,,,,,0.432,,,0.386,0.152,-0.15,,,,0.4,-1.83,95.6,,,,86.3,80.2,0.273,0.436,0.205,0.298,0.538,0.249,,,,0.111,0.111,0.5379999999999999,0.216,0.339,0.433,60.0,90.0,78.0,0.03,1.0,74.6,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/16,6:10 PM.,CWS,MIN,away,Overcast.,67,657053,LF,3,0,1,0,0,0,0,0,1,1,0,.239,.357,.489,.846,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,,,,96.0,96.0,99.0,0.265,0.235,,0.189,0.023,,-1.46,,-0.3,0.33,-6.26,,93.6,,87.5,92.9,86.6,,0.294,0.426,0.217,0.115,0.184,0.35600000000000004,,,,,,,0.333,1.333,0.35700000000000004,,,,,,,108.0,99.0,104.0,,,,0.288,1.81,76.1,0.3,0.412,0.095,0.188,0.348,0.324,,,,,,,,,
2023/09/15,6:40 PM.,CWS,MIN,away,Clear.,72,669947,LF,2,1,2,0,0,0,1,0,0,0,0,.237,.354,.492,.846,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,,,,0.435,,,0.366,,0.27,,,,-1.82,,92.8,,,,85.4,,0.266,0.462,0.14,0.245,0.469,0.34299999999999997,,,,0.111,0.111,0.154,0.354,0.472,0.23399999999999999,92.0,84.0,86.0,0.035,0.73,85.4,104.0,104.0,106.0,,,,0.165,-0.51,74.0,,,,,,,,,,,,,,,
2023/09/14,6:40 PM.,CWS,MIN,away,Clear.,67,570632,LF,4,1,2,0,0,0,2,0,0,1,0,.229,.348,.486,.834,570632,joseurena,Ureña,Right,José Ureña,- - -,6.45,5.77,44.2,99.0,90.0,93.0,0.803,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.093,0.411,0.372,90.0,95.0,88.0,107.0,98.0,98.0,101.0,103.0,105.0,,,,,,,0.288,0.217,,,0.253,,-4.06,,,-1.62,-0.94,,95.4,,,95.0,86.2,,0.351,1.0,0.075,,,,,,,0.22,0.39,0.258,0.214,0.452,0.36,61.0,98.0,82.0,0.243,-0.46,87.4,,,,,,,,,,0.339,0.589,0.171,,,,,,,,,,,,
2023/09/13,12:10 PM.,TB,MIN,home,Sunny.,60,671737,LF,3,1,1,0,0,1,1,0,0,0,1,.222,.345,.485,.830,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,131.0,101.0,109.0,,,,,,,,,,,,,0.001,0.449,0.248,0.136,,,-0.8,-1.32,0.62,0.0,,,96.1,88.9,89.3,97.8,,,0.277,0.559,0.191,0.169,0.338,0.22399999999999998,0.312,0.581,0.295,,,,,,,,,,,,,88.0,107.0,111.0,106.0,99.0,99.0,0.167,0.04,79.0,,,,0.19,0.333,0.41,,,,,,,,,
2023/09/12,6:41 PM.,TB,MIN,home,Partly Cloudy.,63,641793,LF,3,0,1,1,0,0,0,0,0,2,1,.220,.345,.470,.815,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,,,,115.0,107.0,118.0,0.099,0.312,,0.192,0.397,,0.57,,-1.3,0.28,0.34,,94.1,,84.3,92.9,87.1,,0.26,0.44,0.22,,,,,,,,,,0.25,0.417,0.3,,,,,,,,,,,,,,,,0.237,0.342,0.063,0.268,0.415,0.281,,,,,,,,,
2023/09/10,1:13 PM.,NYM,MIN,home,Cloudy.,69,656731,LF,3,0,0,0,0,0,0,0,1,2,2,.218,.345,.467,.812,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,86.0,95.0,89.0,,,,96.0,103.0,106.0,,,,116.0,83.0,118.0,,0.557,,0.002,0.206,,-0.4,,5.58,,-1.04,,94.9,,86.1,,84.4,,0.314,0.494,0.184,0.167,0.167,0.354,,,,0.264,0.396,0.24100000000000002,0.264,0.445,0.311,88.0,97.0,98.0,0.149,-0.09,87.9,101.0,91.0,96.0,,,,0.086,-0.05,77.2,,,,,,,,,,,,,,,
2023/09/09,1:12 PM.,NYM,MIN,home,Overcast.,74,656849,RF,3,0,0,0,0,0,0,0,0,2,3,.222,.347,.475,.822,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,,,,0.253,0.273,,,0.197,,-0.83,,,0.66,-2.58,,92.7,,,91.5,85.3,,0.287,0.425,0.281,0.2,0.2,0.365,,,,0.325,0.55,0.309,0.268,0.472,0.39399999999999996,84.0,97.0,93.0,0.189,-1.35,85.3,89.0,97.0,99.0,,,,0.088,2.63,78.6,0.314,0.486,0.165,,,,,,,,,,,,
2023/09/08,7:10 PM.,NYM,MIN,home,Clear.,75,673540,LF,2,0,0,0,0,0,0,0,1,1,1,.226,.353,.484,.837,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,109.0,97.0,97.0,,,,100.0,93.0,102.0,,,,,,,,0.37,0.25,,0.116,,0.17,2.52,,,-0.96,,95.7,90.8,,,82.7,,0.244,0.399,0.17300000000000001,0.125,0.5,0.444,0.244,0.339,0.182,,,,0.333,0.952,0.245,,,,,,,91.0,90.0,87.0,93.0,95.0,93.0,0.027,-0.23,72.8,,,,0.11,0.147,0.595,,,,,,,0.237,0.95,83.2
2023/09/06,1:10 PM.,CLE,MIN,away,Partly Cloudy.,87,668909,DH,3,0,0,0,0,0,0,0,1,3,1,.229,.353,.490,.843,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,112.0,101.0,103.0,,,,83.0,107.0,102.0,,,,,,,,0.553,,,0.221,,0.35,,,,2.27,,95.7,,,,84.9,,0.25,0.404,0.249,0.174,0.391,0.35200000000000004,,,,0.353,0.588,0.212,0.157,0.241,0.318,136.0,95.0,93.0,0.056,-3.24,88.2,84.0,90.0,95.0,,,,0.17,-1.23,76.2,,,,,,,,,,,,,,,
2023/09/05,6:11 PM.,CLE,MIN,away,Clear.,86,676440,LF,1,0,0,0,0,0,0,0,1,0,0,.234,.355,.500,.855,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,91.0,97.0,91.0,,,,110.0,106.0,115.0,,,,,,,,0.471,,,0.27,,0.6,,,,1.35,,94.9,,,,84.7,,0.243,0.348,0.19,0.271,0.479,0.233,,,,0.213,0.298,0.37799999999999995,0.206,0.355,0.317,101.0,98.0,105.0,0.166,1.07,83.8,88.0,98.0,102.0,,,,0.093,-1.11,78.3,,,,,,,,,,,,,,,
2023/09/04,6:11 PM.,CLE,MIN,away,Partly Cloudy.,84,608337,RF,6,2,3,0,0,1,3,0,0,1,0,.235,.354,.503,.857,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,,,,0.419,,,0.282,,-0.85,,,,-0.25,,93.1,,,,84.0,,0.262,0.546,0.2,0.5,0.5,0.2,,,,0.209,0.442,0.35200000000000004,0.236,0.438,0.345,99.0,100.0,107.0,0.283,-0.2,80.9,81.0,76.0,78.0,,,,0.015,-3.72,77.9,,,,,,,,,,,,,,,
2023/09/03,1:38 PM.,TEX,MIN,away,Roof Closed.,74,592351,LF,3,0,1,0,0,0,0,0,1,1,3,.224,.349,.483,.832,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,82.0,100.0,92.0,,,,116.0,103.0,109.0,,,,,,,,0.424,,,0.398,,-1.83,,,,2.33,,95.7,,,,87.2,,0.346,0.551,0.179,0.263,0.737,0.27,,,,0.211,0.268,0.213,0.105,0.211,0.324,77.0,96.0,97.0,0.116,1.71,88.8,99.0,90.0,98.0,,,,0.062,-1.69,78.2,,,,,,,,,,,,,,,
2023/09/02,6:16 PM.,TEX,MIN,away,Roof Closed.,74,656756,LF,4,1,0,0,0,0,0,0,1,2,2,.222,.345,.486,.831,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,,,,0.426,0.106,0.016,,,,-0.68,-4.4,,1.22,,,93.4,88.2,,93.3,,,0.333,0.5,0.195,0.191,0.357,0.371,0.417,0.667,0.31,0.239,0.405,0.392,,,,99.0,101.0,98.0,0.229,0.2,83.5,116.0,108.0,111.0,101.0,102.0,87.0,0.222,0.84,80.5,0.255,0.374,0.141,,,,,,,,,,,,
2023/09/01,7:07 PM.,TEX,MIN,away,Roof Closed.,74,453286,LF,1,0,0,0,0,0,0,0,1,0,1,.229,.349,.500,.849,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,,,,0.463,0.104,,0.168,,0.72,2.12,,,-0.21,,93.7,88.4,,,84.0,,0.255,0.458,0.23800000000000002,0.187,0.373,0.326,0.135,0.243,0.33299999999999996,0.207,0.283,0.275,0.25,0.545,0.364,94.0,106.0,106.0,0.141,0.03,83.8,96.0,101.0,104.0,98.0,108.0,99.0,0.124,0.51,75.4,,,,,,,,,,,,,,,
2023/08/30,12:11 PM.,CLE,MIN,home,Partly Cloudy.,74,676440,LF,2,1,0,0,0,0,0,0,2,1,0,.230,.348,.504,.852,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,91.0,97.0,91.0,,,,110.0,106.0,115.0,,,,,,,,0.471,,,0.27,,0.6,,,,1.35,,94.9,,,,84.7,,0.243,0.348,0.19,0.271,0.479,0.233,,,,0.213,0.298,0.37799999999999995,0.206,0.355,0.317,101.0,98.0,105.0,0.166,1.07,83.8,88.0,98.0,102.0,,,,0.093,-1.11,78.3,,,,,,,,,,,,,,,
2023/08/29,6:40 PM.,CLE,MIN,home,Clear.,80,668909,LF,3,0,1,0,0,0,0,0,0,0,1,.234,.344,.511,.855,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,112.0,101.0,103.0,,,,83.0,107.0,102.0,,,,,,,,0.553,,,0.221,,0.35,,,,2.27,,95.7,,,,84.9,,0.25,0.404,0.249,0.174,0.391,0.35200000000000004,,,,0.353,0.588,0.212,0.157,0.241,0.318,136.0,95.0,93.0,0.056,-3.24,88.2,84.0,90.0,95.0,,,,0.17,-1.23,76.2,,,,,,,,,,,,,,,
2023/08/28,6:41 PM.,CLE,MIN,home,Partly Cloudy.,83,675540,LF,3,2,1,0,0,1,1,0,0,2,0,.231,.340,.515,.855,675540,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.357,0.128,0.364,0.448,82.0,97.0,94.0,,,,103.0,110.0,110.0,,,,,,,,0.484,,,0.361,,-0.14,,,,0.89,,92.5,,,,85.1,,0.283,0.478,0.191,0.31,0.524,0.259,,,,0.278,0.5,0.0,0.238,0.361,0.23199999999999998,74.0,89.0,87.0,0.039,-1.29,87.7,90.0,93.0,94.0,,,,0.116,-2.04,75.1,,,,,,,,,,,,,,,
2023/08/27,1:12 PM.,TEX,MIN,home,Partly Cloudy.,71,656756,LF,5,0,0,0,0,0,0,0,1,2,3,.229,.336,.496,.832,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,,,,0.426,0.106,0.016,,,,-0.68,-4.4,,1.22,,,93.4,88.2,,93.3,,,0.333,0.5,0.195,0.191,0.357,0.371,0.417,0.667,0.31,0.239,0.405,0.392,,,,99.0,101.0,98.0,0.229,0.2,83.5,116.0,108.0,111.0,101.0,102.0,87.0,0.222,0.84,80.5,0.255,0.374,0.141,,,,,,,,,,,,
2023/08/26,6:16 PM.,TEX,MIN,home,Overcast.,72,453286,LF,3,0,0,0,0,0,0,0,0,2,2,.238,.342,.516,.858,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,,,,0.463,0.104,,0.168,,0.72,2.12,,,-0.21,,93.7,88.4,,,84.0,,0.255,0.458,0.23800000000000002,0.187,0.373,0.326,0.135,0.243,0.33299999999999996,0.207,0.283,0.275,0.25,0.545,0.364,94.0,106.0,106.0,0.141,0.03,83.8,96.0,101.0,104.0,98.0,108.0,99.0,0.124,0.51,75.4,,,,,,,,,,,,,,,
2023/08/25,7:11 PM.,TEX,MIN,home,Partly Cloudy.,84,641540,LF,4,3,2,1,1,0,3,0,0,1,2,.244,.350,.528,.878,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,,,,,,,0.331,0.032,0.2,,0.234,0.032,-3.75,0.82,,1.37,0.14,-0.43,90.5,88.9,,91.0,82.1,77.5,0.294,0.765,0.235,0.25,0.25,0.5,0.258,0.393,0.231,0.301,0.478,0.258,0.212,0.364,0.345,65.0,102.0,92.0,0.156,-0.87,85.7,78.0,82.0,84.0,90.0,100.0,95.0,0.016,-3.56,78.1,0.246,0.354,0.08,,,,,,,,,,,,
2023/08/24,6:11 PM.,TEX,MIN,home,Partly Cloudy.,84,571760,LF,2,1,1,0,0,0,0,0,0,1,1,.235,.341,.504,.845,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,,,,0.579,,,0.252,,0.1,,,,-1.35,,92.5,,,,82.0,,0.236,0.431,0.256,,,,,,,0.274,0.452,0.24,0.259,0.443,0.29600000000000004,101.0,97.0,92.0,0.169,-0.11,84.0,80.0,143.0,68.0,,,,0.0,-3.87,74.4,,,,,,,,,,,,,,,
2023/08/23,1:11 PM.,MIL,MIN,away,Sunny.,97,669203,LF,0,0,0,0,0,0,0,0,0,0,0,.231,.338,.504,.842,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,,,,103.0,97.0,90.0,144.0,110.0,127.0,,,,,,,0.077,,0.554,,0.085,,,1.51,,-2.42,1.12,,,94.4,,95.3,86.0,,,,,0.133,0.211,0.488,0.209,0.34,0.22699999999999998,0.204,0.258,0.306,0.159,0.275,0.43799999999999994,82.0,105.0,112.0,0.112,1.07,89.3,160.0,104.0,113.0,127.0,101.0,103.0,0.171,1.35,79.8,0.291,0.564,0.129,,,,,,,,,,,,
