date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,FO%,wFO/C,vFO,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023/09/12,7:10 PM.,SD,LAD,home,Clear.,73,608379,LF,1,0,1,0,0,0,1,0,0,0,0,.238,.329,.443,.772,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,,,,0.288,,0.11,0.345,1.23,,1.04,1.06,92.0,81.6,,74.0,0.188,0.323,0.16699999999999998,,,,0.172,0.31,0.27,0.207,0.346,0.359,96.0,100.0,96.0,0.124,-2.13,86.9,0.364,0.582,0.165,84.0,103.0,103.0,0.133,-0.36,91.9,0.25,0.45,0.111,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/11,7:10 PM.,SD,LAD,home,Partly Cloudy.,76,658648,LF,5,1,2,0,0,0,1,0,0,1,3,.236,.327,.441,.768,658648,pedroavila,Avila,Right,Pedro Avila,SDP,3.22,4.04,50.1,96.0,77.0,95.0,0.732,9.66,4.47,7.69,0.54,2.57,0.206,0.434,0.147,0.301,0.41,52.0,93.0,99.0,86.0,102.0,102.0,82.0,96.0,91.0,,,,0.327,0.007,0.203,0.256,-0.67,1.31,-0.11,2.16,94.0,83.8,80.7,77.4,0.235,0.412,0.19,,,,0.207,0.276,0.40299999999999997,0.148,0.246,0.434,,,,,,,,,,91.0,96.0,89.0,0.207,0.13,93.3,0.356,0.422,0.122,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/10,1:35 PM.,WSH,LAD,away,Cloudy.,80,592866,3B,5,0,1,0,0,0,0,0,0,2,4,.233,.326,.442,.768,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,94.0,114.0,103.0,0.433,0.182,0.069,0.171,-0.77,-1.7,-1.93,-2.25,89.7,83.3,80.9,76.7,0.283,0.563,0.16699999999999998,0.313,0.5,0.281,0.314,0.629,0.2,0.315,0.483,0.19899999999999998,,,,,,,,,,91.0,100.0,95.0,0.146,-0.45,88.2,0.325,0.458,0.188,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/09,8:15 PM.,WSH,LAD,away,Cloudy.,72,663623,LF,1,0,0,0,0,0,0,0,0,1,2,.233,.328,.446,.774,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,,,,0.356,,0.306,0.051,-0.01,,0.08,1.21,94.5,87.8,,80.9,0.208,0.376,0.192,,,,0.197,0.362,0.257,0.25,0.5,0.156,,,,,,,,,,101.0,101.0,98.0,0.287,-0.75,93.9,0.348,0.525,0.09300000000000001,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/08,7:05 PM.,WSH,LAD,away,Partly Cloudy.,89,669022,LF,3,1,1,1,0,0,2,0,2,1,1,.234,.329,.448,.777,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.029,-0.27,0.77,-0.85,1.1,95.0,86.5,88.5,83.2,0.279,0.503,0.21600000000000003,0.213,0.415,0.375,0.257,0.416,0.379,0.188,0.25,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/07,6:40 PM.,MIA,LAD,away,Roof Closed.,72,666129,LF,5,1,3,1,0,1,5,0,0,0,0,.233,.325,.445,.770,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,80.0,97.0,95.0,79.0,101.0,93.0,100.0,102.0,102.0,0.075,0.258,0.084,0.088,-1.84,0.45,-4.44,0.73,90.8,84.1,82.8,77.7,0.325,0.575,0.159,0.169,0.302,0.408,0.5,1.059,0.2,0.286,0.327,0.327,95.0,100.0,97.0,0.177,1.53,87.5,0.243,0.477,0.247,91.0,102.0,97.0,0.317,1.06,90.5,0.256,0.377,0.107,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/05,6:41 PM.,MIA,LAD,away,Roof Closed.,72,666200,LF,4,1,1,0,0,1,1,0,0,2,1,.227,.321,.428,.749,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,111.0,97.0,105.0,0.457,0.289,,0.21,0.93,-0.26,,-0.09,96.7,88.3,85.1,,0.232,0.384,0.19399999999999998,0.233,0.389,0.518,,,,0.248,0.429,0.361,68.0,87.0,76.0,0.004,0.74,91.4,,,,82.0,100.0,97.0,0.04,-0.81,96.5,0.314,0.686,0.102,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/03,1:10 PM.,ATL,LAD,home,Partly Cloudy.,76,450203,LF,2,0,0,0,0,0,0,1,2,1,2,.226,.322,.420,.742,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.432,0.103,-1.26,,1.79,0.86,94.9,86.0,,82.3,0.292,0.482,0.225,,,,0.177,0.258,0.42,0.25,0.339,0.336,89.0,92.0,87.0,0.08,0.25,89.1,0.296,0.407,0.3,81.0,89.0,83.0,0.068,-4.03,94.2,0.474,0.711,0.071,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/01,7:10 PM.,ATL,LAD,home,Cloudy.,73,608331,LF,3,0,0,0,0,0,0,0,1,2,2,.228,.319,.423,.742,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,105.0,98.0,105.0,0.332,0.11,0.231,0.165,0.71,-0.19,2.64,1.75,94.0,86.2,83.6,74.2,0.291,0.418,0.177,0.4,0.9,0.275,0.109,0.109,0.391,0.232,0.286,0.377,,,,0.044,1.44,87.5,0.091,0.364,0.19,79.0,98.0,88.0,0.117,-0.71,93.5,0.302,0.395,0.23199999999999998,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/31,7:11 PM.,ATL,LAD,home,Clear.,78,675911,LF,0,0,0,0,0,0,0,0,1,0,0,.230,.320,.428,.748,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.338,,0.073,0.4,1.67,,0.97,97.2,87.0,85.6,,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,,,,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/30,7:10 PM.,AZ,LAD,home,Clear.,82,694297,LF,2,1,1,0,0,0,0,1,0,1,0,.230,.318,.428,.746,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.454,0.27,0.055,0.122,-1.63,1.21,-1.24,-3.66,93.6,86.7,83.8,78.8,0.327,0.654,0.17600000000000002,0.18,0.323,0.337,0.294,0.529,0.294,0.4,0.711,0.33,,,,,,,,,,97.0,108.0,100.0,0.099,-0.03,93.1,0.313,0.563,0.188,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/29,7:10 PM.,AZ,LAD,home,Clear.,83,518876,LF,3,1,3,2,0,0,1,1,1,0,0,.228,.317,.427,.744,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,88.7,85.5,82.1,0.224,0.489,0.259,0.217,0.391,0.413,0.268,0.411,0.256,0.18,0.234,0.32,87.0,101.0,99.0,0.181,0.88,90.8,0.22,0.352,0.244,85.0,105.0,95.0,0.122,0.83,92.4,0.261,0.378,0.163,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/27,1:38 PM.,BOS,LAD,away,Partly Cloudy.,74,656557,LF,3,0,0,0,0,0,0,0,0,2,2,.220,.308,.413,.721,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,,,,,,,95.0,96.0,88.0,113.0,99.0,107.0,0.099,0.383,,,-2.8,0.98,,,93.9,,83.9,,0.325,0.55,0.157,0.178,0.301,0.387,,,,,,,80.0,100.0,92.0,0.108,0.73,91.3,0.229,0.354,0.21600000000000003,111.0,102.0,101.0,0.295,-0.38,93.4,0.306,0.507,0.187,,,,,,,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,0.452,0.40399999999999997,,,,,,,,,
2023/08/26,4:13 PM.,BOS,LAD,away,Partly Cloudy.,83,572020,SS,4,1,1,0,0,0,1,0,1,2,4,.222,.311,.418,.729,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,,,,95.0,103.0,98.0,,,,0.566,,,0.067,0.04,,,-0.96,95.2,84.4,,,0.269,0.498,0.217,,,,0.231,0.338,0.376,0.316,0.421,0.467,63.0,101.0,91.0,0.165,-0.15,85.8,0.191,0.426,0.331,98.0,92.0,90.0,0.007,-0.01,94.9,,,,87.0,93.0,94.0,0.195,-0.31,81.3,,,,,,,,,,,,,,,,,,
2023/08/25,7:12 PM.,BOS,LAD,away,Cloudy.,70,676710,DH,1,0,0,0,0,0,0,0,0,1,1,.222,.309,.420,.729,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,113.0,110.0,113.0,0.391,0.132,,,1.44,1.5,,,93.6,,82.5,,0.163,0.326,0.258,0.15,0.25,0.376,0.34,0.642,0.2,,,,108.0,94.0,95.0,0.281,0.35,88.6,0.289,0.43,0.244,,,,,,,,,,92.0,101.0,103.0,0.119,-1.47,79.4,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.357,0.214,,,,,,,,,
2023/08/24,4:20 PM.,CLE,LAD,away,Partly Cloudy.,78,668909,SS,1,0,0,0,0,0,0,0,0,0,1,.223,.310,.422,.732,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.553,0.221,0.17,0.056,0.35,2.27,-1.23,-3.24,95.7,88.2,84.9,76.2,0.25,0.404,0.249,0.157,0.241,0.318,0.174,0.391,0.35200000000000004,0.353,0.588,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/23,7:10 PM.,CLE,LAD,away,Overcast.,72,675540,LF,4,0,2,0,0,0,0,0,1,0,2,.224,.311,.424,.735,675540,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.357,0.128,0.364,0.448,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.116,0.039,-0.14,0.89,-2.04,-1.29,92.5,87.7,85.1,75.1,0.283,0.478,0.191,0.238,0.361,0.23199999999999998,0.31,0.524,0.259,0.278,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/19,6:10 PM.,MIA,LAD,home,Cloudy.,77,666129,LF,3,0,0,0,0,0,0,0,0,2,1,.219,.306,.422,.728,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,80.0,97.0,95.0,79.0,101.0,93.0,100.0,102.0,102.0,0.075,0.258,0.084,0.088,-1.84,0.45,-4.44,0.73,90.8,84.1,82.8,77.7,0.325,0.575,0.159,0.169,0.302,0.408,0.5,1.059,0.2,0.286,0.327,0.327,95.0,100.0,97.0,0.177,1.53,87.5,0.243,0.477,0.247,91.0,102.0,97.0,0.317,1.06,90.5,0.256,0.377,0.107,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/19,12:00 PM.,MIA,LAD,home,Partly Cloudy.,79,691587,LF,3,0,1,1,0,0,0,0,0,1,0,.222,.310,.427,.737,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.454,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,89.7,86.4,81.2,0.289,0.585,0.187,0.183,0.365,0.47700000000000004,0.098,0.171,0.5429999999999999,0.045,0.045,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/18,7:10 PM.,MIA,LAD,home,Clear.,76,645261,LF,3,0,1,0,0,0,0,0,0,1,2,.220,.309,.424,.733,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,116.0,103.0,110.0,0.213,0.201,0.022,0.273,-0.27,0.72,-0.52,-0.43,98.0,91.1,89.9,86.1,0.253,0.448,0.267,0.227,0.364,0.35200000000000004,0.308,0.308,0.182,0.282,0.401,0.299,,,,,,,,,,115.0,106.0,108.0,0.29,1.72,97.6,0.237,0.366,0.124,,,,,,,,,,,,,,,,,,,,,,,,
