date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
2023/06/19,6:40 PM.,KC,DET,home,Clear.,82,543475,3B,4,1,1,1,0,0,0,0,0,1,2,.213,.292,.269,.561,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,99.0,107.0,110.0,0.306,0.247,0.131,0.109,1.11,-1.31,-1.6,-1.66,91.2,85.5,80.2,79.4,0.227,0.444,0.154,0.26,0.481,0.257,0.28,0.543,0.249,0.238,0.476,0.21899999999999997,76.0,103.0,88.0,96.0,99.0,98.0,0.131,0.076,-0.94,-0.01,86.8,90.5,0.248,0.457,0.158,0.314,0.725,0.19,,,,,,,,,,,,,,,
2023/06/16,7:11 PM.,MIN,DET,away,Clear.,77,657746,3B,4,1,1,0,0,0,1,0,0,2,0,.212,.293,.260,.553,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,102.0,88.0,94.0,0.569,0.159,,,0.89,-2.12,,,92.3,,80.3,,0.24,0.457,0.287,,,,0.32,0.56,0.24100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,91.0,104.0,102.0,0.272,,-0.3,,83.9,,0.242,0.415,0.213
2023/06/14,5:05 PM.,ATL,DET,home,Partly Cloudy.,73,689266,3B,1,1,1,0,0,0,0,0,1,0,0,.210,.295,.260,.555,689266,dylandodd,Dodd,Left,Dylan Dodd,ATL,7.6,8.37,34.1,106.0,82.0,98.0,0.842,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,74.0,96.0,93.0,,,,80.0,111.0,99.0,87.0,101.0,98.0,0.489,0.285,,0.178,-1.53,-4.07,,-3.11,92.1,82.9,81.8,,0.342,0.595,0.13,0.355,0.516,0.204,0.375,0.75,0.301,,,,,,,92.0,112.0,94.0,,0.048,-3.19,,85.3,,,,,0.333,0.667,0.11800000000000001,,,,,,,,,,,,,,,
2023/06/14,1:10 PM.,ATL,DET,home,Partly Cloudy.,66,675911,PH,1,0,0,0,0,0,0,0,0,0,2,.202,.282,.253,.535,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.338,,0.073,0.4,1.67,,0.97,97.2,87.0,85.6,,0.256,0.431,0.287,0.122,0.184,0.444,0.154,0.269,0.5529999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/12,6:40 PM.,ATL,DET,home,Cloudy.,64,450203,3B,3,1,1,0,0,0,0,0,0,1,3,.204,.284,.255,.539,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.432,0.103,-1.26,,1.79,0.86,94.9,86.0,,82.3,0.292,0.482,0.225,0.25,0.339,0.336,,,,0.177,0.258,0.42,81.0,89.0,83.0,89.0,92.0,87.0,0.068,0.08,0.25,-4.03,89.1,94.2,0.474,0.711,0.071,0.296,0.407,0.3,,,,,,,,,,,,,,,
2023/06/11,11:35 AM.,AZ,DET,home,Cloudy.,67,668678,3B,2,0,0,0,0,0,0,0,2,0,1,.200,.283,.253,.536,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,105.0,116.0,112.0,0.491,0.045,,0.139,1.59,0.34,,1.05,93.6,86.8,87.4,,0.238,0.36,0.192,0.21,0.336,0.314,0.25,0.389,0.265,0.21,0.344,0.405,97.0,95.0,92.0,106.0,99.0,94.0,0.007,0.092,-2.24,-3.38,90.2,93.0,0.286,0.714,0.125,0.352,0.648,0.205,121.0,104.0,112.0,,,,,0.227,,0.46,,82.5,,,
2023/06/10,1:10 PM.,AZ,DET,home,Sunny.,80,669194,3B,1,0,0,0,0,0,0,0,0,0,0,.204,.275,.258,.533,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,0.546,0.134,0.052,0.133,-0.72,0.52,-2.44,-0.16,94.4,83.3,81.7,76.4,0.308,0.553,0.16699999999999998,0.203,0.407,0.312,0.174,0.565,0.257,0.429,0.714,0.182,,,,101.0,111.0,105.0,,0.135,-1.72,,85.6,,,,,0.326,0.539,0.218,,,,,,,,,,,,,,,
2023/06/08,6:07 PM.,PHI,DET,away,Overcast.,75,554430,3B,3,0,1,0,0,0,0,0,0,2,1,.207,.277,.261,.538,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,0.435,0.123,0.115,0.004,1.69,0.36,-1.61,-6.22,95.8,90.8,84.4,81.4,0.199,0.333,0.314,,,,0.198,0.36,0.392,0.264,0.473,0.33,105.0,105.0,107.0,96.0,102.0,102.0,0.18,0.144,-0.63,1.62,90.9,95.2,0.252,0.308,0.192,0.27,0.426,0.228,,,,,,,,,,,,,,,
2023/06/05,6:43 PM.,PHI,DET,away,Cloudy.,76,605400,PH,1,0,0,0,0,0,0,0,0,0,1,.202,.276,.258,.534,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,0.295,,,0.126,-0.03,,,0.14,92.7,85.9,,,0.246,0.503,0.217,0.22,0.319,0.319,,,,0.221,0.398,0.33299999999999996,100.0,107.0,101.0,111.0,110.0,105.0,0.188,0.075,0.4,0.46,86.3,91.8,0.279,0.416,0.106,0.246,0.508,0.301,118.0,105.0,113.0,,,,,0.316,,0.47,,79.4,,,
2023/06/03,1:10 PM.,CWS,DET,away,Sunny.,79,656302,3B,4,0,0,0,0,0,0,0,0,3,3,.205,.278,.261,.539,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.432,0.386,,0.03,-0.15,0.4,,1.0,95.6,74.6,86.3,,0.273,0.436,0.205,0.111,0.111,0.5379999999999999,0.216,0.339,0.433,0.298,0.538,0.249,,,,,,,,,,,,,,,,,,,83.0,94.0,99.0,,,,,0.152,,-1.83,,80.2,,,
2023/05/31,1:10 PM.,TEX,DET,home,Sunny.,85,641540,3B,1,0,0,0,0,0,0,0,0,1,1,.214,.290,.274,.564,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,101.0,106.0,106.0,0.032,0.234,0.016,0.156,-3.75,0.14,-3.56,-0.87,90.5,85.7,82.1,78.1,0.294,0.765,0.235,0.301,0.478,0.258,0.212,0.364,0.345,0.25,0.25,0.5,79.0,104.0,94.0,90.0,100.0,95.0,0.331,0.2,0.82,1.37,88.9,91.0,0.246,0.354,0.08,0.258,0.393,0.231,,,,,,,,0.032,,-0.43,,77.5,,,
2023/05/30,6:40 PM.,TEX,DET,home,Clear.,86,527048,3B,3,1,0,0,0,0,0,0,1,1,2,.217,.293,.277,.570,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,88.0,94.0,96.0,0.04,0.01,0.037,0.265,3.25,2.0,3.35,-0.75,91.8,84.1,83.4,79.1,0.167,0.222,0.146,0.316,0.447,0.278,0.0,0.0,0.2,0.063,0.063,0.353,73.0,102.0,95.0,79.0,99.0,88.0,0.428,0.221,-2.02,0.44,89.2,91.6,0.244,0.394,0.09699999999999999,0.342,0.64,0.11699999999999999,,,,,,,,,,,,,,,
2023/05/29,1:11 PM.,TEX,DET,home,Sunny.,80,543135,2B,2,0,0,0,0,0,0,0,0,0,2,.225,.295,.288,.583,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,,,,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,0.372,0.04,0.135,,0.41,-3.23,0.86,,95.1,,83.9,76.0,0.234,0.423,0.183,,,,0.303,0.606,0.13699999999999998,0.2,0.22,0.41700000000000004,,,,86.0,98.0,92.0,,0.176,1.33,,90.6,,,,,0.238,0.417,0.198,,,,125.0,101.0,106.0,0.276,,1.26,,87.9,,0.196,0.314,0.355
2023/05/28,1:41 PM.,CWS,DET,home,Sunny.,78,656302,DH,2,0,0,0,0,0,0,0,1,0,1,.231,.302,.295,.597,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,,,,125.0,95.0,103.0,120.0,101.0,108.0,0.432,0.386,,0.03,-0.15,0.4,,1.0,95.6,74.6,86.3,,0.273,0.436,0.205,0.111,0.111,0.5379999999999999,0.216,0.339,0.433,0.298,0.538,0.249,,,,,,,,,,,,,,,,,,,83.0,94.0,99.0,,,,,0.152,,-1.83,,80.2,,,
2023/05/27,1:10 PM.,CWS,DET,home,Partly Cloudy.,72,669947,3B,4,2,2,1,0,0,0,0,0,0,1,.237,.301,.303,.604,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,82.0,98.0,101.0,0.435,0.366,0.165,0.035,0.27,-1.82,-0.51,0.73,92.8,85.4,85.4,74.0,0.266,0.462,0.14,0.111,0.111,0.154,0.354,0.472,0.23399999999999999,0.245,0.469,0.34299999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/24,7:09 PM.,KC,DET,away,Cloudy.,76,425844,2B,4,0,1,1,0,0,2,0,0,3,0,.222,.291,.278,.569,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,94.0,103.0,106.0,0.265,0.2,0.141,0.166,0.25,1.12,-2.99,0.06,89.5,86.5,79.2,72.5,0.276,0.472,0.159,0.241,0.37,0.207,0.214,0.282,0.231,0.386,0.729,0.155,76.0,106.0,93.0,100.0,113.0,103.0,0.157,0.07,-0.94,-0.92,85.2,89.8,0.333,0.609,0.081,0.32,0.5,0.18600000000000003,,,,,,,,0.0,,-3.64,,57.9,,,
2023/05/23,6:42 PM.,KC,DET,away,Clear.,80,594577,PH,0,0,0,0,0,0,0,0,1,0,0,.221,.293,.265,.558,594577,mikemayers,Mayers,Right,Mike Mayers,KCR,6.15,4.67,26.1,107.0,95.0,101.0,0.822,5.81,3.42,11.62,1.37,1.15,0.272,0.446,0.076,0.37,0.451,77.0,112.0,107.0,86.0,92.0,93.0,92.0,106.0,100.0,109.0,110.0,106.0,0.31,0.312,0.064,0.108,-0.83,-1.9,-3.15,-2.42,92.9,85.8,83.9,75.9,0.233,0.5,0.16699999999999998,0.429,0.429,0.14800000000000002,0.382,0.471,0.28800000000000003,0.286,0.714,0.375,77.0,104.0,94.0,108.0,104.0,94.0,0.114,0.092,-0.69,4.79,88.6,91.7,0.133,0.4,0.0,0.5,0.625,0.185,,,,,,,,,,,,,,,
2023/05/22,6:40 PM.,KC,DET,away,Partly Cloudy.,77,663903,3B,2,0,0,0,0,0,0,0,0,1,2,.221,.284,.265,.549,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,101.0,104.0,0.002,0.426,,0.063,-2.24,0.01,,-0.3,90.9,87.7,84.0,,,,,0.265,0.353,0.10400000000000001,0.0,0.0,0.6,,,,86.0,99.0,90.0,,,,0.51,,,-1.24,,92.1,0.339,0.555,0.113,,,,,,,,,,,,,,,,,,
2023/05/20,4:05 PM.,WSH,DET,away,Partly Cloudy.,78,571578,3B,3,0,2,0,0,0,0,0,0,1,1,.227,.292,.273,.565,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.169,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,81.2,80.5,,0.327,0.541,0.121,0.29,0.645,0.4,0.233,0.461,0.397,,,,86.0,102.0,93.0,,,,0.417,,,-0.89,,92.1,0.32,0.463,0.07400000000000001,,,,,,,,,,,,,,,,,,
2023/05/17,1:10 PM.,PIT,DET,home,Sunny.,53,448179,2B,2,0,0,0,0,0,0,0,1,1,1,.206,.275,.254,.529,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,90.0,92.0,97.0,0.342,0.088,0.354,0.023,-0.32,-2.52,-1.16,-0.06,88.4,83.0,71.1,72.0,0.249,0.454,0.218,0.263,0.421,0.037000000000000005,0.5,0.929,0.125,0.283,0.47,0.174,98.0,101.0,98.0,85.0,97.0,93.0,0.04,0.147,-1.27,2.5,83.3,86.1,0.105,0.105,0.226,0.39,0.701,0.19899999999999998,,,,,,,,0.008,,-3.65,,67.1,,,
2023/05/14,1:42 PM.,SEA,DET,home,Partly Cloudy.,66,669302,2B,2,1,1,0,0,0,0,0,0,0,1,.213,.273,.262,.535,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,133.0,101.0,99.0,0.419,0.297,,,0.01,1.84,,,95.7,,88.7,,0.28,0.491,0.177,,,,0.211,0.349,0.322,0.214,0.371,0.306,55.0,90.0,81.0,,,,0.003,,,-11.33,,93.7,0.667,1.0,0.25,,,,110.0,95.0,103.0,98.0,103.0,117.0,0.148,0.134,0.25,0.39,85.6,80.3,0.174,0.34,0.35
2023/05/12,6:40 PM.,SEA,DET,home,Overcast.,75,594835,2B,2,0,1,0,0,0,0,0,0,0,1,.203,.266,.254,.520,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,SEA,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.202,0.46,0.129,0.294,0.429,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,,,,0.366,,0.242,0.302,-1.28,,1.1,1.36,89.0,79.9,,79.3,0.333,0.556,0.124,0.222,0.358,0.295,,,,0.294,0.353,0.135,,,,92.0,104.0,90.0,0.002,0.088,-2.98,6.42,85.9,88.8,,,,0.389,0.667,0.17600000000000002,,,,,,,,,,,,,,,
2023/05/09,6:09 PM.,CLE,DET,away,Clear.,60,669456,2B,1,0,0,0,0,0,0,0,0,0,1,.193,.258,.246,.504,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,59.0,93.0,85.0,,,,81.0,103.0,96.0,111.0,107.0,109.0,0.352,0.207,,0.035,0.87,0.84,,-4.04,91.3,87.2,84.6,,0.257,0.434,0.09300000000000001,0.5,0.571,0.083,0.18,0.331,0.326,0.237,0.368,0.32299999999999995,,,,95.0,94.0,93.0,,0.269,0.43,,86.5,,,,,0.316,0.465,0.293,155.0,104.0,109.0,,,,,0.137,,-1.29,,82.5,,,
2023/05/07,1:15 PM.,STL,DET,away,Cloudy.,87,571927,2B,2,0,0,0,0,0,0,0,0,0,3,.196,.262,.250,.512,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,106.0,109.0,107.0,108.0,96.0,100.0,,,,62.0,82.0,90.0,,0.018,0.148,0.274,,-1.27,-0.6,-0.09,,84.2,88.9,78.5,,,,0.291,0.405,0.289,0.5,0.75,0.1,0.259,0.407,0.2,87.0,101.0,96.0,,,,0.561,,,0.41,,94.1,0.24,0.397,0.247,,,,,,,,,,,,,,,,,,
