date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023/05/13,6:16 PM.,HOU,CWS,home,Cloudy.,59,656232,2B,4,0,1,0,0,0,0,0,0,2,3,.255,.300,.491,.791,656232,brandonbielak,Bielak,Right,Brandon Bielak,HOU,3.83,5.44,80.0,97.0,85.0,91.0,0.785,6.98,4.05,9.68,1.35,1.55,0.192,0.46,0.14,0.364,0.394,90.0,100.0,98.0,101.0,90.0,88.0,73.0,97.0,87.0,99.0,93.0,95.0,,,,0.306,0.004,0.118,0.111,0.247,-1.15,-0.48,-3.74,-0.81,0.83,92.1,84.4,87.1,82.0,79.5,,,,0.273,0.505,0.159,0.333,0.722,0.355,0.227,0.352,0.332,0.217,0.217,0.302,78.0,99.0,88.0,,,,0.214,,-0.12,,92.1,,0.338,0.477,0.135,,,,,,,,,
2023/05/12,9:20 PM.,HOU,CWS,home,Overcast.,58,641585,2B,1,0,0,0,0,0,0,0,0,1,0,.255,.304,.510,.814,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.189,0.091,0.137,0.152,-0.26,0.33,-2.09,0.16,2.51,93.0,86.8,81.8,80.1,76.0,0.317,0.446,0.22,0.308,0.481,0.106,0.25,0.533,0.298,0.183,0.237,0.308,0.145,0.273,0.42200000000000004,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/11,2:10 PM.,KC,CWS,away,Rain.,67,663903,3B,3,0,0,0,0,0,0,0,1,0,1,.260,.309,.520,.829,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,101.0,104.0,,,,0.002,,0.426,,0.063,-2.24,,0.01,,-0.3,90.9,,87.7,84.0,,,,,,,,0.0,0.0,0.6,0.265,0.353,0.10400000000000001,,,,86.0,99.0,90.0,,,,0.51,,-1.24,,92.1,,0.339,0.555,0.113,,,,,,,,,
2023/05/10,6:40 PM.,KC,CWS,away,Partly Cloudy.,81,641745,3B,3,0,1,0,0,0,1,0,1,1,2,.277,.314,.553,.867,641745,bradkeller,"Keller, B",Right,Brad Keller,KCR,4.57,5.66,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,91.0,90.0,78.0,120.0,90.0,92.0,94.0,88.0,90.0,135.0,84.0,78.0,,,,0.311,,0.265,0.197,0.123,-2.21,,0.26,-0.24,1.66,93.3,,90.8,84.3,85.1,,,,0.359,0.564,0.165,0.5,0.5,0.0,0.125,0.125,0.273,0.267,0.378,0.27899999999999997,66.0,74.0,70.0,,,,0.104,,0.62,,92.5,,0.143,0.143,0.08,,,,,,,,,
2023/05/09,8:40 PM.,KC,CWS,away,Cloudy.,69,543475,3B,4,1,1,1,0,0,0,0,0,0,0,.273,.298,.568,.866,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,99.0,107.0,110.0,96.0,99.0,98.0,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-1.31,-1.6,-1.66,91.2,86.8,85.5,80.2,79.4,0.314,0.725,0.19,0.227,0.444,0.154,0.28,0.543,0.249,0.26,0.481,0.257,0.238,0.476,0.21899999999999997,76.0,103.0,88.0,,,,0.131,,-0.01,,90.5,,0.248,0.457,0.158,,,,,,,,,
2023/05/08,6:40 PM.,KC,CWS,away,Clear.,82,425844,1B,3,0,1,0,0,0,2,0,0,0,0,.275,.302,.575,.877,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,94.0,103.0,106.0,100.0,113.0,103.0,0.265,0.07,0.2,0.141,0.166,0.25,-0.94,1.12,-2.99,0.06,89.5,85.2,86.5,79.2,72.5,0.32,0.5,0.18600000000000003,0.276,0.472,0.159,0.214,0.282,0.231,0.241,0.37,0.207,0.386,0.729,0.155,76.0,106.0,93.0,,,,0.157,0.0,-0.92,-3.64,89.8,57.9,0.333,0.609,0.081,,,,,,,,,
2023/05/07,4:11 PM.,CIN,CWS,away,Cloudy.,77,668933,3B,4,2,4,2,0,1,4,0,1,0,0,.270,.308,.595,.903,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,,,,166.0,102.0,114.0,116.0,98.0,100.0,,0.529,0.373,,0.0,,0.15,-0.37,,-25.75,,95.8,90.4,88.3,,0.292,0.436,0.171,,,,0.221,0.461,0.32899999999999996,,,,,,,57.0,90.0,82.0,,,,0.097,,-1.17,,96.5,,0.286,0.429,0.1,,,,,,,,,
2023/05/06,6:41 PM.,CIN,CWS,away,Partly Cloudy.,76,666157,3B,3,1,1,0,0,1,1,0,0,0,0,.182,.206,.394,.600,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.137,0.314,0.412,78.0,99.0,88.0,97.0,94.0,97.0,103.0,106.0,100.0,,,,,,,0.464,,,0.358,0.125,-0.45,,,-2.74,-4.06,93.2,,87.3,,79.6,,,,0.297,0.578,0.19,,,,0.471,0.706,0.326,0.286,0.536,0.45,92.0,102.0,101.0,,,,0.053,,-7.52,,93.4,,0.7,1.0,0.0,,,,,,,,,
2023/05/05,6:41 PM.,CIN,CWS,away,Clear.,75,668881,3B,4,1,0,0,0,0,0,0,0,1,3,.167,.167,.300,.467,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,,,,127.0,103.0,105.0,126.0,104.0,112.0,,,,0.544,,0.404,,0.053,-0.95,,0.16,,-2.39,98.3,,91.1,87.3,,,,,0.265,0.518,0.252,0.229,0.416,0.392,0.304,0.478,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/04,1:11 PM.,MIN,CWS,home,Sunny.,63,641154,1B,5,0,1,1,0,0,0,0,0,2,6,.192,.192,.346,.538,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,,,,0.345,,0.214,0.125,0.211,0.1,,1.34,0.25,-0.17,94.9,,88.4,84.4,82.5,,,,0.268,0.468,0.315,0.173,0.287,0.366,0.257,0.41,0.284,0.202,0.33,0.364,98.0,105.0,104.0,,,,0.106,,2.08,,94.5,,0.278,0.342,0.126,,,,,,,,,
2023/05/03,6:10 PM.,MIN,CWS,home,Clear.,48,686973,3B,1,0,0,0,0,0,0,0,0,0,1,.190,.190,.333,.523,686973,louievarland,Varland,Right,Louie Varland,MIN,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.082,0.381,0.467,86.0,91.0,95.0,,,,107.0,111.0,110.0,107.0,107.0,107.0,89.0,105.0,102.0,0.427,0.319,0.132,,0.113,-0.42,0.85,-2.34,,-1.07,95.3,89.3,85.9,83.9,,0.25,0.405,0.285,0.267,0.533,0.237,0.22,0.512,0.263,0.267,0.6,0.264,,,,104.0,93.0,94.0,,,,0.009,,6.39,,95.7,,,,,,,,,,,,,
2023/05/02,6:10 PM.,MIN,CWS,home,Overcast.,48,657746,3B,1,1,0,0,0,0,0,0,0,0,3,.200,.200,.350,.550,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,102.0,88.0,94.0,,,,0.569,,0.159,,,0.89,,-2.12,,,92.3,,,80.3,,,,,0.24,0.457,0.287,0.32,0.56,0.24100000000000002,,,,,,,,,,,,,,,,,,,,,,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.415,0.213
2023/04/14,6:10 PM.,BAL,CWS,home,Partly Cloudy.,72,669330,3B,1,0,0,0,0,0,0,0,0,0,0,.211,.211,.368,.579,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,85.0,100.0,96.0,0.377,0.195,0.164,0.078,0.185,0.59,0.67,1.18,0.41,0.43,92.5,88.7,85.4,84.0,74.1,0.212,0.537,0.193,0.2,0.467,0.266,0.149,0.23,0.28,0.196,0.382,0.32799999999999996,0.217,0.348,0.184,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/12,12:12 PM.,MIN,CWS,away,Sunny.,76,543243,3B,4,0,0,0,0,0,0,0,0,2,1,.222,.222,.389,.611,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,122.0,108.0,121.0,118.0,102.0,102.0,0.271,0.131,0.205,0.168,0.067,0.61,1.3,3.25,0.87,-0.63,92.9,87.6,87.9,84.3,79.6,0.265,0.368,0.278,0.301,0.422,0.16399999999999998,0.096,0.117,0.413,0.27,0.405,0.174,0.257,0.371,0.282,82.0,99.0,94.0,,,,0.157,0.001,-0.46,-0.41,92.8,72.9,0.275,0.413,0.177,,,,,,,,,
2023/04/11,6:41 PM.,MIN,CWS,away,Clear.,78,641154,3B,1,0,0,0,0,0,0,0,0,0,1,.286,.286,.500,.786,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,93.0,110.0,114.0,100.0,108.0,105.0,111.0,106.0,114.0,,,,0.345,,0.214,0.125,0.211,0.1,,1.34,0.25,-0.17,94.9,,88.4,84.4,82.5,,,,0.268,0.468,0.315,0.173,0.287,0.366,0.257,0.41,0.284,0.202,0.33,0.364,98.0,105.0,104.0,,,,0.106,,2.08,,94.5,,0.278,0.342,0.126,,,,,,,,,
2023/04/10,1:12 PM.,MIN,CWS,away,Partly Cloudy.,66,628317,3B,4,1,1,0,0,1,3,0,0,0,2,.308,.308,.538,.846,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,94.0,96.0,95.0,76.0,102.0,91.0,105.0,99.0,103.0,,,,0.274,,0.306,0.036,,0.35,,-0.07,-2.4,,91.0,,,81.6,76.4,,,,0.275,0.451,0.251,0.206,0.471,0.28800000000000003,,,,0.333,0.667,0.063,73.0,107.0,96.0,,,,0.064,,-0.88,,90.3,,0.385,0.538,0.128,138.0,107.0,112.0,0.319,1.6,84.1,0.182,0.263,0.35
2023/04/06,1:11 PM.,SF,CWS,home,Sunny.,46,622072,P,5,1,2,0,0,0,0,0,0,0,5,.333,.333,.333,.666,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,,,,110.0,93.0,95.0,,,,,,0.261,,0.292,,,-0.8,,-0.33,,,85.2,82.4,,,,,,,,0.288,0.441,0.25,0.273,0.388,0.154,,,,80.0,95.0,88.0,,,,0.446,0.001,0.12,-5.8,91.5,83.6,0.234,0.433,0.242,,,,,,,,,
2023/04/05,1:10 PM.,SF,CWS,home,Overcast.,67,657277,2B,3,1,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,91.0,100.0,111.0,,,,0.037,,0.212,,0.416,-1.37,,0.11,,2.18,92.6,,87.5,84.3,,,,,0.226,0.452,0.3,0.208,0.369,0.28600000000000003,0.225,0.309,0.228,,,,105.0,103.0,98.0,,,,0.336,,0.31,,92.3,,0.313,0.481,0.10400000000000001,,,,,,,,,
2023/04/03,2:12 PM.,SF,CWS,home,Cloudy.,57,543101,P,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,86.0,88.0,84.0,101.0,97.0,101.0,,,,0.126,,0.448,,0.098,-1.8,,0.88,,-1.71,93.1,,86.4,87.4,,,,,0.306,0.528,0.132,0.257,0.429,0.26899999999999996,0.344,0.5,0.15,0.16,0.28,0.278,90.0,106.0,99.0,106.0,109.0,109.0,0.277,0.05,-0.66,-0.59,93.1,82.2,0.283,0.5,0.11199999999999999,,,,,,,,,
2023/04/02,1:11 PM.,HOU,CWS,away,Roof Closed.,73,677651,3B,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,677651,luisgarcia,"Garcia, L",Right,Luis Garcia,HOU,4.0,4.01,27.0,101.0,92.0,97.0,0.707,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,53.0,106.0,89.0,99.0,94.0,99.0,79.0,94.0,89.0,87.0,103.0,111.0,107.0,105.0,98.0,0.312,0.427,0.126,0.076,0.059,-2.31,1.28,1.15,-0.26,-1.19,92.7,85.4,84.4,78.4,76.2,0.192,0.308,0.419,0.407,0.741,0.121,0.1,0.3,0.32,0.222,0.333,0.385,0.25,0.5,0.182,,,,,,,,,,,,,,,,,,,,,,,,
