date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023/07/15,4:09 PM.,OAK,MIN,away,Sunny.,80,643493,DH,4,0,0,0,0,0,1,0,1,1,4,.202,.293,.423,.716,643493,austinpruitt,Pruitt,Right,Austin Pruitt,OAK,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,,,,0.14,0.26,,0.38,0.16,,0.06,-1.17,,3.55,0.34,2.21,,1.29,91.8,,87.1,91.3,87.6,81.2,,0.344,0.469,0.182,0.238,0.365,0.245,0.308,0.385,0.2,0.216,0.297,0.135,0.143,0.314,0.22,,,,,,,,,,,,,,,,,,,,,
2023/07/14,6:41 PM.,OAK,MIN,away,Clear.,71,686610,DH,4,0,0,0,0,0,1,0,0,3,6,.205,.295,.430,.725,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.543,,0.271,0.02,,0.166,-0.52,,,-0.79,-3.62,,-1.4,93.3,,84.2,,81.1,74.5,,0.275,0.493,0.17800000000000002,0.218,0.423,0.32799999999999996,0.34,0.515,0.374,,,,0.333,0.833,0.0,,,,,,,,,,,,,,,,,,,,,
2023/07/09,1:13 PM.,BAL,MIN,home,Sunny.,80,502043,DH,4,0,0,0,0,0,0,0,0,3,1,.208,.300,.436,.736,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,,0.17,-0.69,-1.02,-0.08,2.01,0.01,,-0.29,92.1,89.8,85.5,91.9,81.6,79.5,,0.287,0.55,0.156,0.147,0.228,0.47100000000000003,0.288,0.453,0.29100000000000004,0.289,0.459,0.11,0.279,0.419,0.40399999999999997,0.345,0.552,0.154,,,,,,,,,,,,,,,,,,
2023/07/08,1:11 PM.,BAL,MIN,home,Partly Cloudy.,76,669330,DH,4,1,1,0,0,0,0,0,0,1,2,.212,.304,.443,.747,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,,,,88.0,108.0,103.0,85.0,100.0,96.0,,0.377,0.195,0.164,0.078,,0.185,0.59,0.67,,1.18,0.41,,0.43,92.5,88.7,85.4,,84.0,74.1,,0.2,0.467,0.266,0.149,0.23,0.28,0.196,0.382,0.32799999999999996,,,,0.217,0.348,0.184,0.212,0.537,0.193,,,,,,,,,,,,,,,,,,
2023/07/07,7:11 PM.,BAL,MIN,home,Partly Cloudy.,73,608344,DH,4,0,0,0,0,0,0,0,0,1,2,.211,.304,.446,.750,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,0.207,0.28,0.159,,0.143,,0.211,0.22,2.29,0.95,,-0.89,,-2.77,92.2,85.5,84.2,91.9,,77.2,,0.247,0.459,0.204,,,,0.324,0.568,0.168,0.28,0.36,0.195,0.229,0.343,0.23,0.18,0.279,0.26,,,,,,,,,,,,,,,,,,
2023/07/05,6:40 PM.,KC,MIN,home,Partly Cloudy.,75,679525,DH,2,1,0,0,0,0,0,0,2,1,2,.215,.309,.453,.762,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.178,0.428,0.096,0.356,0.386,78.0,99.0,92.0,100.0,97.0,101.0,96.0,91.0,88.0,98.0,98.0,96.0,106.0,91.0,99.0,,,,0.072,0.373,,0.258,0.149,,0.149,-0.89,,1.98,-1.26,-0.87,,-3.65,94.2,,87.0,94.1,86.1,81.1,,0.256,0.523,0.258,0.233,0.533,0.365,0.346,0.654,0.268,0.29,0.452,0.061,0.263,0.474,0.304,,,,,,,,,,,,,,,,,,,,,
2023/07/04,1:11 PM.,KC,MIN,home,Overcast.,79,425844,DH,4,3,3,0,0,1,1,1,0,0,2,.216,.306,.457,.763,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.141,0.0,0.166,0.25,-0.94,-0.92,1.12,-2.99,-3.64,0.06,89.5,85.2,86.5,89.8,79.2,72.5,57.9,0.276,0.472,0.159,0.214,0.282,0.231,0.241,0.37,0.207,0.333,0.609,0.081,0.386,0.729,0.155,0.32,0.5,0.18600000000000003,,,,,,,,,,,,,,,,,,
2023/07/03,7:12 PM.,KC,MIN,home,Partly Cloudy.,92,680735,DH,3,0,0,0,0,0,2,0,0,1,4,.207,.300,.440,.740,680735,austincox,Cox,Left,Austin Cox,KCR,4.54,4.93,35.2,101.0,86.0,98.0,0.759,8.33,4.29,7.07,0.5,0.92,0.268,0.351,0.103,0.371,0.42,80.0,99.0,95.0,87.0,104.0,109.0,75.0,98.0,93.0,,,,101.0,113.0,111.0,118.0,105.0,104.0,,0.486,0.192,0.017,0.152,,0.152,0.04,1.14,,0.86,1.57,,-0.04,91.5,86.7,82.9,,83.4,77.8,,0.246,0.377,0.29,0.333,0.333,0.0,0.176,0.176,0.19399999999999998,,,,0.211,0.368,0.212,0.185,0.333,0.368,,,,,,,,,,,,,,,,,,
2023/07/02,12:06 PM.,BAL,MIN,away,Cloudy.,84,608344,DH,3,1,1,0,0,0,0,0,1,0,1,.210,.305,.445,.750,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,0.207,0.28,0.159,,0.143,,0.211,0.22,2.29,0.95,,-0.89,,-2.77,92.2,85.5,84.2,91.9,,77.2,,0.247,0.459,0.204,,,,0.324,0.568,0.168,0.28,0.36,0.195,0.229,0.343,0.23,0.18,0.279,0.26,,,,,,,,,,,,,,,,,,
2023/07/01,4:05 PM.,BAL,MIN,away,Overcast.,81,680694,DH,4,0,1,0,0,0,0,0,0,0,1,.209,.302,.447,.749,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,0.207,0.224,,0.313,0.173,,0.083,-1.0,,1.53,1.77,3.99,,-0.36,94.5,,90.8,95.0,88.1,84.8,,0.366,0.602,0.15,0.168,0.272,0.364,0.259,0.37,0.114,0.23,0.367,0.15,0.142,0.165,0.35600000000000004,,,,,,,,,,,,,,,,,,,,,
2023/06/30,8:31 PM.,BAL,MIN,away,Cloudy.,73,665152,DH,4,2,2,1,0,1,3,1,1,1,2,.208,.303,.450,.753,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,104.0,106.0,102.0,0.145,0.371,0.239,0.033,0.089,,0.123,0.43,0.02,1.81,-1.43,-2.29,,-1.4,94.6,88.8,85.3,91.9,82.8,78.1,,0.252,0.409,0.262,0.25,0.417,0.244,0.26,0.377,0.27,0.269,0.38,0.081,0.347,0.592,0.24,0.222,0.416,0.27699999999999997,,,,,,,,,,,,,,,,,,
2023/06/28,12:20 PM.,ATL,MIN,away,Sunny.,85,663465,DH,4,0,1,1,0,0,0,0,0,2,0,.203,.297,.432,.729,663465,kolbyallard,Allard,Left,Kolby Allard,ATL,6.57,5.44,12.1,102.0,74.0,94.0,0.773,9.49,2.92,11.68,1.46,0.71,0.205,0.385,0.128,0.385,0.437,73.0,94.0,73.0,68.0,98.0,93.0,64.0,99.0,88.0,,,,,,,101.0,115.0,116.0,,0.452,0.221,,0.236,,0.09,-0.95,-0.75,,,1.71,,-5.89,90.5,82.9,82.6,,,72.6,,0.286,0.464,0.24,,,,0.4,1.0,0.14300000000000002,,,,0.222,0.333,0.316,0.4,0.4,0.28600000000000003,,,,,,,,,,,,,,,,,,
2023/06/27,7:21 PM.,ATL,MIN,away,Partly Cloudy.,86,693821,DH,4,0,0,0,0,0,1,0,0,1,3,.202,.298,.430,.728,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,,0.137,-1.13,,0.01,0.97,,,1.3,90.7,,85.0,89.5,82.7,,,0.286,0.495,0.19399999999999998,0.21,0.393,0.337,0.188,0.235,0.23600000000000002,0.28,0.402,0.134,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/26,7:21 PM.,ATL,MIN,away,Partly Cloudy.,88,675911,PH,1,0,0,0,0,0,0,0,0,1,1,.205,.303,.438,.741,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,,0.338,,,0.073,0.4,,,1.67,,,0.97,97.2,,87.0,,85.6,,,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/25,12:10 PM.,DET,MIN,away,Partly Cloudy.,82,547179,PH,1,0,0,0,0,0,0,0,0,0,2,.206,.304,.440,.744,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,89.0,75.0,71.0,0.12,0.347,0.009,0.297,0.011,,0.216,1.17,-7.35,0.73,0.34,-4.26,,0.26,94.3,90.8,84.5,93.7,84.7,82.3,,0.211,0.333,0.171,0.293,0.61,0.214,0.186,0.403,0.314,0.333,0.4,0.038,0.667,1.667,0.182,0.6,1.2,0.16699999999999998,,,,,,,,,,,,,,,,,,
2023/06/24,7:15 PM.,DET,MIN,away,Partly Cloudy.,84,681857,DH,3,0,0,0,0,0,0,0,0,1,1,.207,.305,.442,.747,681857,reeseolson,Olson,Right,Reese Olson,DET,3.99,4.73,103.2,100.0,104.0,101.0,0.743,8.94,2.86,7.21,1.22,1.17,0.189,0.4,0.13,0.354,0.4,98.0,94.0,97.0,95.0,93.0,95.0,93.0,103.0,101.0,82.0,108.0,100.0,132.0,98.0,104.0,,,,0.2,0.285,,0.306,0.058,,0.151,0.85,,1.25,-0.14,0.83,,0.98,94.8,,87.8,94.8,84.8,78.8,,0.171,0.381,0.158,0.217,0.433,0.41600000000000004,0.208,0.283,0.359,0.278,0.367,0.121,0.167,0.222,0.311,,,,,,,,,,,,,,,,,,,,,
2023/06/23,6:41 PM.,DET,MIN,away,Cloudy.,68,666214,DH,5,0,0,0,0,0,0,0,0,3,3,.210,.309,.449,.758,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.416,0.251,,0.158,,0.175,-2.53,-0.57,,,-0.86,,-0.22,93.4,86.0,85.0,,,77.5,,0.374,0.682,0.19,,,,0.189,0.392,0.318,,,,0.247,0.356,0.285,0.271,0.5,0.29100000000000004,,,,,,,,,,,,,,,,,,
2023/06/22,12:11 PM.,BOS,MIN,home,Cloudy.,86,621057,DH,4,2,2,0,0,2,2,0,0,0,1,.215,.315,.459,.774,621057,justingarza,Garza,Right,Justin Garza,BOS,7.36,8.37,18.1,98.0,101.0,98.0,0.809,8.35,5.89,10.8,1.47,0.81,0.213,0.377,0.082,0.393,0.418,91.0,106.0,106.0,,,,92.0,79.0,82.0,105.0,103.0,100.0,105.0,99.0,105.0,101.0,84.0,85.0,0.459,0.046,0.202,0.16,,,0.134,2.63,-1.33,-0.64,-7.27,,,2.22,93.4,88.3,84.8,94.6,84.1,,,0.0,0.0,0.28600000000000003,0.45,0.75,0.185,0.214,0.214,0.429,0.241,0.552,0.141,,,,0.273,0.455,0.2,,,,,,,,,,,,,,,,,,
2023/06/21,6:43 PM.,BOS,MIN,home,Partly Cloudy.,90,676477,DH,4,1,1,1,0,0,0,0,0,2,0,.210,.312,.429,.741,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,,,,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,,,,0.525,0.004,,0.23,,,0.241,-2.31,,-0.46,0.44,,,-2.21,94.6,,82.7,94.0,79.6,,,,,,0.167,0.333,0.47200000000000003,0.312,0.559,0.32,0.326,0.538,0.184,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/20,6:41 PM.,BOS,MIN,home,Clear.,89,676710,DH,3,1,2,0,0,1,2,0,1,0,0,.209,.313,.428,.741,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,108.0,94.0,95.0,,0.391,0.281,0.132,,0.119,,1.44,0.35,,1.5,,-1.47,,93.6,88.6,,,82.5,,79.4,0.163,0.326,0.258,0.15,0.25,0.376,,,,,,,0.34,0.642,0.2,0.289,0.43,0.244,92.0,101.0,103.0,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.357,0.214,,,,,,
2023/06/19,6:41 PM.,BOS,MIN,home,Partly Cloudy.,89,572020,DH,3,0,0,0,0,0,0,0,1,2,1,.202,.306,.409,.715,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,63.0,101.0,91.0,0.007,0.566,0.165,,,0.195,0.067,0.04,-0.15,-0.01,,,-0.31,-0.96,95.2,85.8,84.4,94.9,,,81.3,0.269,0.498,0.217,,,,0.316,0.421,0.467,,,,0.231,0.338,0.376,0.191,0.426,0.331,87.0,93.0,94.0,,,,,,,,,,,,,,,
2023/06/18,1:11 PM.,DET,MIN,home,Partly Cloudy.,72,676684,PH,1,0,0,0,0,0,0,0,0,1,3,.205,.307,.415,.722,676684,willvest,Vest,Right,Will Vest,DET,2.98,3.11,48.1,105.0,98.0,104.0,0.777,10.43,2.42,7.45,0.56,1.23,0.372,0.248,0.14,0.341,0.445,81.0,104.0,97.0,,,,98.0,110.0,105.0,93.0,110.0,100.0,104.0,97.0,104.0,,,,0.031,0.513,,0.332,,,0.124,2.09,,2.49,0.82,,,-2.74,95.2,,87.2,95.0,86.1,,,0.209,0.363,0.22399999999999998,0.213,0.246,0.282,0.259,0.407,0.212,0.167,0.167,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17,1:10 PM.,DET,MIN,home,Cloudy.,81,666214,DH,4,0,0,0,0,0,0,0,0,3,1,.206,.308,.418,.726,666214,joeywentz,Wentz,Left,Joey Wentz,DET,6.9,5.77,105.2,100.0,89.0,95.0,0.766,8.35,4.0,11.16,2.13,0.84,0.228,0.418,0.147,0.357,0.424,95.0,101.0,98.0,102.0,106.0,105.0,80.0,100.0,92.0,,,,,,,91.0,97.0,93.0,,0.416,0.251,,0.158,,0.175,-2.53,-0.57,,,-0.86,,-0.22,93.4,86.0,85.0,,,77.5,,0.374,0.682,0.19,,,,0.189,0.392,0.318,,,,0.247,0.356,0.285,0.271,0.5,0.29100000000000004,,,,,,,,,,,,,,,,,,
