date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/04/16,1:12 PM.,ATL,KC,home,Partly Cloudy.,51,657140,RF,0,0,0,0,0,0,0,0,0,0,0,.115,.233,.154,.387,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,81.0,95.0,89.0,58.0,67.0,74.0,,,,0.296,0.155,,0.014,,0.063,-1.42,,-5.6,-16.59,,0.41,93.3,,88.3,92.7,87.1,,0.568,0.676,0.079,0.0,0.0,0.091,,,,0.3,0.5,0.23800000000000002,0.162,0.382,0.314,,,,,,,,,,,,,,,,120.0,98.0,103.0,0.473,0.97,84.0
2023/04/15,5:45 PM.,ATL,KC,home,Overcast.,46,693821,CF,4,0,1,1,0,0,1,0,0,0,3,.115,.233,.154,.387,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.137,-1.13,,0.01,0.97,,1.3,90.7,,85.0,89.5,82.7,,0.28,0.402,0.134,0.188,0.235,0.23600000000000002,,,,0.286,0.495,0.19399999999999998,,,,0.21,0.393,0.337,,,,,,,,,,,,,,,,,,
2023/04/12,7:07 PM.,TEX,KC,away,Clear.,75,543135,RF,1,0,0,0,0,0,0,0,0,1,0,.091,.231,.091,.322,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,86.0,98.0,92.0,,0.372,0.176,0.04,0.135,,0.41,1.33,,-3.23,0.86,,95.1,90.6,,,83.9,76.0,,,,,,,0.238,0.417,0.198,0.234,0.423,0.183,0.2,0.22,0.41700000000000004,0.303,0.606,0.13699999999999998,125.0,101.0,106.0,0.276,1.26,87.9,0.196,0.314,0.355,,,,,,,,,
2023/04/11,7:06 PM.,TEX,KC,away,Partly Cloudy.,73,594798,RF,1,1,0,0,0,0,0,0,0,0,2,.095,.240,.095,.335,594798,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.333,0.273,0.212,0.212,0.371,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,,,,179.0,110.0,125.0,,,,,0.521,,0.37,0.02,0.089,2.0,,,0.39,6.08,3.57,98.7,,91.4,,91.8,84.8,,,,0.1,0.1,0.318,,,,0.177,0.339,0.35,,,,0.189,0.378,0.5329999999999999,,,,,,,,,,,,,,,,,,
2023/04/10,7:07 PM.,TEX,KC,away,Partly Cloudy.,73,571760,CF,3,0,0,0,0,0,0,0,0,1,1,.100,.250,.100,.350,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,0.579,,0.252,0.0,0.169,0.1,,,-1.35,-3.87,-0.11,92.5,,84.0,,82.0,74.4,,,,0.274,0.452,0.24,,,,0.236,0.431,0.256,,,,0.259,0.443,0.29600000000000004,,,,,,,,,,,,,,,,,,
2023/04/09,1:07 PM.,SF,KC,away,Partly Cloudy.,65,543101,RF,3,0,0,0,0,0,0,0,0,1,1,.118,.286,.118,.404,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,,,,0.277,0.126,,0.448,,0.098,-1.8,,-0.66,0.88,,-1.71,93.1,,86.4,93.1,87.4,,0.283,0.5,0.11199999999999999,0.344,0.5,0.15,,,,0.306,0.528,0.132,0.16,0.28,0.278,0.257,0.429,0.26899999999999996,,,,,,,,,,,,,106.0,109.0,109.0,0.05,-0.59,82.2
2023/04/07,1:37 PM.,SF,KC,away,Cloudy.,57,502171,LF,4,0,0,0,0,0,0,0,0,2,2,.143,.333,.143,.476,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,,-3.47,,0.33,-1.31,,,95.8,,,94.5,86.2,,0.28,0.435,0.129,,,,,,,,,,0.379,0.638,0.32,0.333,0.542,0.306,78.0,103.0,103.0,0.388,0.2,89.5,0.239,0.386,0.24600000000000002,,,,115.0,95.0,103.0,0.162,-1.38,83.6
2023/04/05,6:40 PM.,TOR,KC,home,Clear.,52,666201,CF,2,0,1,0,0,0,0,0,1,0,0,.200,.429,.200,.629,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,94.0,93.0,96.0,,,,0.282,0.29,,0.3,,0.128,-2.16,,0.68,-1.17,,-1.01,92.8,,86.3,92.6,80.8,,0.25,0.379,0.129,0.273,0.432,0.2,,,,0.316,0.592,0.244,,,,0.239,0.432,0.28600000000000003,,,,,,,,,,,,,,,,,,
2023/04/04,6:40 PM.,TOR,KC,home,Overcast.,80,579328,CF,2,0,0,0,0,0,0,0,1,1,2,.125,.364,.125,.489,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,,0.259,0.193,0.097,0.05,,,1.11,0.24,-1.83,95.1,,88.7,,88.7,83.1,,,,0.254,0.508,0.193,,,,0.27,0.412,0.268,0.284,0.463,0.307,0.225,0.396,0.302,,,,,,,,,,,,,,,,,,
2023/04/03,6:40 PM.,TOR,KC,home,Clear.,73,621244,LF,3,1,1,0,0,0,0,0,0,0,1,.167,.375,.167,.542,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.296,0.185,0.72,,0.61,,0.31,-0.38,94.3,,84.1,93.8,,82.6,0.255,0.398,0.131,0.245,0.409,0.33,,,,0.254,0.456,0.276,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,,,,
2023/04/02,1:10 PM.,MIN,KC,home,Sunny.,72,657746,RF,3,1,0,0,0,0,0,0,1,0,1,.000,.250,.000,.250,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,,,,102.0,88.0,94.0,,,,,0.569,,0.159,,,0.89,,,-2.12,,,92.3,,,,80.3,,,,,,,,,,,0.24,0.457,0.287,,,,0.32,0.56,0.24100000000000002,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.415,0.213,,,,,,,,,
2023/03/28,1:08 PM.,TEX,KC,away,Roof Closed.,74,527048,CF,2,0,0,0,0,0,0,0,0,0,1,.355,.355,.548,.903,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,84.1,91.6,83.4,79.1,0.244,0.394,0.09699999999999999,0.316,0.447,0.278,0.342,0.64,0.11699999999999999,0.167,0.222,0.146,0.063,0.063,0.353,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
